,regulator,TF_id,trn_type,gene_name,gene_id,reference
461,SouR,PA4184,TF,purU2,PA5420,26503852
462,GbdR,PA5380,TF,glyA1,PA5415,26503852
463,GbdR,PA5380,TF,soxB,PA5416,26503852
464,GbdR,PA5380,TF,soxD,PA5417,26503852
465,GbdR,PA5380,TF,soxA,PA5418,26503852
466,GbdR,PA5380,TF,soxG,PA5419,26503852
467,GbdR,PA5380,TF,purU2,PA5420,26503852
468,AmrZ,PA3385,TF,pslA,PA2231,23354748
469,AmrZ,PA3385,TF,pslB,PA2232,23354748
470,AmrZ,PA3385,TF,pslC,PA2233,23354748
471,AmrZ,PA3385,TF,pslD,PA2234,23354748
472,AmrZ,PA3385,TF,pslE,PA2235,23354748
473,AmrZ,PA3385,TF,pslF,PA2236,23354748
474,AmrZ,PA3385,TF,pslG,PA2237,23354748
475,AmrZ,PA3385,TF,pslH,PA2238,23354748
476,AmrZ,PA3385,TF,pslJ,PA2240,23354748
477,AmrZ,PA3385,TF,pslK,PA2241,23354748
478,AmrZ,PA3385,TF,pslL,PA2242,23354748
479,GbuR,PA1422,TF,PA1419,PA1419,12029055
480,GbuR,PA1422,TF,PA1420,PA1420,12029055
481,GbuR,PA1422,TF,gbuA,PA1421,12029055
482,Anr,PA1544,TF,moaA1,PA3914,23967252
483,Anr,PA1544,TF,moaB1,PA3915,23967252
484,Anr,PA1544,TF,moaE,PA3916,23967252
485,Anr,PA1544,TF,moaD,PA3917,23967252
486,Anr,PA1544,TF,moaC,PA3918,23967252
487,Dnr,PA1544,TF,moaA1,PA3914,23967252
488,Dnr,PA1544,TF,moaB1,PA3915,23967252
489,Dnr,PA0527,TF,moaE,PA3916,23967252
490,Dnr,PA0527,TF,moaD,PA3917,23967252
491,Dnr,PA0527,TF,moaC,PA3918,23967252
492,DguR,PA5085,TF,dguA,PA5084,25082951
493,DguR,PA5085,TF,dguB,PA5083,25082951
494,DguR,PA5085,TF,dguC,PA5082,25082951
495,AgmR,PA1978,TF,exaA,PA1982,15184571
496,AgmR,PA1978,TF,exaB,PA1983,15184571
497,AgmR,PA1978,TF,exaC,PA1984,15184571
498,AHL,,Compound,PA2328,PA2328,21261883
499,AHL,,Compound,PA2329,PA2329,21261883
500,AHL,,Compound,PA2330,PA2330,21261883
501,AHL,,Compound,PA2331,PA2331,21261883
502,GlpR,PA3583,TF,glpF,PA3581,8752340
503,GlpR,PA3583,TF,glpK,PA3582,8752340
504,GlpR,PA3583,TF,glpD,PA3584,8752340
505,FleQ,PA1097,TF,flgB,PA1077,10629180
506,FleQ,PA1097,TF,flgC,PA1078,10629180
507,FleQ,PA1097,TF,flgD,PA1079,10629180
508,FleQ,PA1097,TF,flgE,PA1080,10629180
509,FleQ,PA1097,TF,flgF,PA1081,10629180
510,FleQ,PA1097,TF,flgL,PA1087,10629180
511,FleN,PA1454,TF,flgB,PA1077,10629180
512,FleN,PA1454,TF,flgC,PA1078,10629180
513,FleN,PA1454,TF,flgD,PA1079,10629180
514,FleN,PA1454,TF,flgE,PA1080,10629180
515,FleN,PA1454,TF,flgF,PA1081,10629180
516,FleN,PA1454,TF,flgL,PA1087,10629180
517,ArgR,PA0893,TF,aotJ,PA0888,9286981 15175299
518,ArgR,PA0893,TF,aotQ,PA0889,9286981 15175299
519,ArgR,PA0893,TF,aotM,PA0890,9286981 15175299
520,ArgR,PA0893,TF,aotP,PA0892,9286981 15175299
521,ArgR,PA0893,TF,aruC,PA0895,9286981 15175299
522,ArgR,PA0893,TF,aruF,PA0896,9286981 15175299
523,ArgR,PA0893,TF,aruG,PA0897,9286981 15175299
524,ArgR,PA0893,TF,aruD,PA0898,9286981 15175299
525,ArgR,PA0893,TF,aruB,PA0899,9286981 15175299
526,ArgR,PA0893,TF,aruE,PA0901,9286981 15175299
527,ArgR,PA0893,TF,gdhB,PA3068,9286981 15175299
528,ArgR,PA0893,TF,argG,PA3525,9286981 15175299
529,ArgR,PA0893,TF,argF,PA3537,9286981 15175299
530,ArgR,PA0893,TF,gdhA,PA4588,9286981 15175299
531,ArgR,PA0893,TF,gltB,PA5036,9286981 15175299
532,ArgR,PA0893,TF,arcD,PA5170,9286981 15175299
533,ArgR,PA0893,TF,arcB,PA5172,9286981 15175299
534,ArgR,PA0893,TF,arcA,PA5171,9286981 15175299
535,FpvR,PA2388,TF,fpvG,PA2403,24923658 30386787
536,FpvR,PA2388,TF,fpvH,PA2404,24923658 30386787
537,FpvR,PA2388,TF,fpvJ,PA2405,24923658 30386787
538,FpvR,PA2388,TF,fpvK,PA2406,24923658 30386787
539,FpvR,PA2388,TF,fpvC,PA2407,24923658 30386787
540,FpvR,PA2388,TF,fpvD,PA2408,24923658 30386787
541,FpvR,PA2388,TF,fpvE,PA2409,24923658 30386787
542,FpvR,PA2388,TF,fpvF,PA2410,24923658 30386787
543,PvdS,PA2426,TF,fpvG,PA2403,24923658 30386787
544,PvdS,PA2426,TF,fpvH,PA2404,24923658 30386787
545,PvdS,PA2426,TF,fpvJ,PA2405,24923658 30386787
546,PvdS,PA2426,TF,fpvK,PA2406,24923658 30386787
547,PvdS,PA2426,TF,fpvC,PA2407,24923658 30386787
548,PvdS,PA2426,TF,fpvD,PA2408,24923658 30386787
549,PvdS,PA2426,TF,fpvE,PA2409,24923658 30386787
550,PvdS,PA2426,TF,fpvF,PA2410,24923658 30386787
551,FpvI,PA2387,TF,fpvG,PA2403,24923658 30386787
552,FpvI,PA2387,TF,fpvH,PA2404,24923658 30386787
553,FpvI,PA2387,TF,fpvJ,PA2405,24923658 30386787
554,FpvI,PA2387,TF,fpvK,PA2406,24923658 30386787
555,FpvI,PA2387,TF,fpvC,PA2407,24923658 30386787
556,FpvI,PA2387,TF,fpvD,PA2408,24923658 30386787
557,FpvI,PA2387,TF,fpvE,PA2409,24923658 30386787
558,FpvI,PA2387,TF,fpvF,PA2410,24923658 30386787
559,LasR,PA1430,TF,aprD,PA1246,30190495
560,LasR,PA1430,TF,aprE,PA1247,30190495
561,LasR,PA1430,TF,aprF,PA1248,30190495
562,LasR,PA1430,TF,aprA,PA1249,30190495
563,LasR,PA1430,TF,aprI,PA1250,30190495
564,MvfR,PA1003,TF,ambE,PA2302,27456813
565,MvfR,PA1003,TF,ambD,PA2303,27456813
566,MvfR,PA1003,TF,ambC,PA2304,27456813
567,MvfR,PA1003,TF,ambB,PA2305,27456813
568,FruR,PA3563,TF,fruA,PA3560,14563858
569,FruR,PA3563,TF,fruK,PA3561,14563858
570,FruR,PA3563,TF,fruI,PA3562,14563858
571,EatR,PA4021,TF,eutB,PA4024,27325678
572,EatR,PA4021,TF,eutC,PA4025,27325678
573,EatR,PA4021,TF,eutP,PA4023,27325678
574,EatR,PA4021,TF,exaC,PA1984,27325678
575,RpoN,PA4462,TF,eutB,PA4024,27325678
576,RpoN,PA4462,TF,eutC,PA4025,27325678
577,RpoN,PA4462,TF,eutP,PA4023,27325678
578,RpoN,PA4462,TF,exaC,PA1984,27325678
579,Anr,PA1544,TF,hcnA,PA2193,11092854
580,Anr,PA1544,TF,hcnB,PA2194,11092854
581,Anr,PA1544,TF,hcnC,PA2195,11092854
582,LasR,PA1430,TF,hcnA,PA2193,11092854
583,LasR,PA1430,TF,hcnB,PA2194,11092854
584,LasR,PA1430,TF,hcnC,PA2195,11092854
585,RhlR,PA3477,TF,hcnA,PA2193,11092854
586,RhlR,PA3477,TF,hcnB,PA2194,11092854
587,RhlR,PA3477,TF,hcnC,PA2195,11092854
588,PchR,PA4227,TF,pchD,PA4228,8982005; 11208777
589,PchR,PA4227,TF,pchC,PA4229,8982005; 11208777
590,PchR,PA4227,TF,pchB,PA4230,8982005; 11208777
591,PchR,PA4227,TF,pchA,PA4231,8982005; 11208777
592,PchR,PA4227,TF,PA4222,PA4222,8982005; 11208777
593,PchR,PA4227,TF,PA4223,PA4223,8982005; 11208777
594,PchR,PA4227,TF,pchG,PA4224,8982005; 11208777
595,PchR,PA4227,TF,pchF,PA4225,8982005; 11208777
596,PchR,PA4227,TF,pchE,PA4226,8982005; 11208777
597,ErbR,PA1978,TF,pqqA,PA1985,19902179
598,ErbR,PA1978,TF,pqqB,PA1986,19902179
599,ErbR,PA1978,TF,pqqC,PA1987,19902179
600,ErbR,PA1978,TF,pqqD,PA1988,19902179
601,ErbR,PA1978,TF,pqqE,PA1989,19902179
602,ErbR,PA1978,TF,pqqH,PA1990,19902179
603,PprB,PA4296,TF,tadD,PA4299,19151143
604,PprB,PA4296,TF,tadC,PA4300,19151143
605,PprB,PA4296,TF,tadB,PA4301,19151143
606,PprB,PA4296,TF,tadA,PA4302,19151143
607,PprB,PA4296,TF,tadZ,PA4303,19151143
608,AntR,PA2511,TF,catA,PA2507,20498077
609,AntR,PA2511,TF,catC,PA2508,20498077
610,AntR,PA2511,TF,catB,PA2509,20498077
611,AntR,PA2511,TF,antA,PA2512,20498077
612,AntR,PA2511,TF,antB,PA2513,20498077
613,AntR,PA2511,TF,antC,PA2514,20498077
614,CpxR,PA3204,TF,opmB,PA2525,27736975
615,CpxR,PA3204,TF,muxC,PA2526,27736975
616,CpxR,PA3204,TF,muxB,PA2527,27736975
617,CpxR,PA3204,TF,muxA,PA2528,27736975
618,RpoS,PA3622,TF,coxB,PA0105,14763974
619,RpoS,PA3622,TF,coxA,PA0106,14763974
620,RpoS,PA3622,TF,PA0107,PA0107,14763974
621,RpoS,PA3622,TF,coIII,PA0108,14763974
622,AlgU,PA0762,TF,mucA,PA0763,15516570
623,AlgU,PA0762,TF,mucB,PA0764,15516570
624,AlgU,PA0762,TF,mucC,PA0765,15516570
625,AlgU,PA0762,TF,mucD,PA0766,15516570
626,MexS,PA2491,TF,mexE,PA2493,21078928
627,MexS,PA2491,TF,mexF,PA2494,21078928
628,MexS,PA2491,TF,OprN,PA2495,21078928
629,MexT,PA2492,TF,mexE,PA2493,21078928
630,MexT,PA2492,TF,mexF,PA2494,21078928
631,MexT,PA2492,TF,OprN,PA2495,21078928
632,MvfR,PA1003,TF,pqsA,PA0996,24239007
633,MvfR,PA1003,TF,pqsB,PA0997,24239007
634,MvfR,PA1003,TF,pqsC,PA0998,24239007
635,MvfR,PA1003,TF,pqsD,PA0999,24239007
636,MvfR,PA1003,TF,pqsE,PA1000,24239007
637,MvfR,PA1003,TF,phnA,PA1001,15686549
638,MvfR,PA1003,TF,phnB,PA1002,15686549
639,Sigma factor X,PA1776,TF,braG,PA1070,Pseudomonas.com
640,Sigma factor X,PA1776,TF,braF,PA1071,Pseudomonas.com
641,Sigma factor X,PA1776,TF,braE,PA1072,Pseudomonas.com
642,Sigma factor X,PA1776,TF,braD,PA1073,Pseudomonas.com
643,Sigma factor X,PA1776,TF,braC,PA1074,Pseudomonas.com
644,FleQ,PA1097,TF,fliM,PA1443,10629180
645,FleQ,PA1097,TF,fliN,PA1444,10629180
646,FleQ,PA1097,TF,fliO,PA1445,10629180
647,FleQ,PA1097,TF,fliP,PA1446,10629180
648,FleQ,PA1097,TF,fliQ,PA1447,10629180
649,FleQ,PA1097,TF,fliE,PA1100,10629180
650,FleQ,PA1097,TF,fliF,PA1101,10629180
651,FleQ,PA1097,TF,fliG,PA1102,10629180
652,FleQ,PA1097,TF,fleS,PA1098,10629180
653,FleQ,PA1097,TF,fleR,PA1099,10629180
654,FleN,PA1454,TF,fliM,PA1443,10629180
655,FleN,PA1454,TF,fliN,PA1444,10629180
656,FleN,PA1454,TF,fliO,PA1445,10629180
657,FleN,PA1454,TF,fliP,PA1446,10629180
658,FleN,PA1454,TF,fliQ,PA1447,10629180
659,FleN,PA1454,TF,fliE,PA1100,10629180
660,FleN,PA1454,TF,fliF,PA1101,10629180
661,FleN,PA1454,TF,fliG,PA1102,10629180
662,FleN,PA1454,TF,fleS,PA1098,10629180
663,FleN,PA1454,TF,fleR,PA1099,10629180
664,TagR1,PA0071,TF,ppkA,PA0074,19400797
665,TagR1,PA0071,TF,pppA,PA0075,19400797
666,PhhR,PA0873,TF,phhC,PA0870,10217769
667,PhhR,PA0873,TF,phhB,PA0871,10217769
668,PhhR,PA0873,TF,phhA,PA0872,10217769
669,PhhR,PA0873,TF,dhcA,PA1999,10217769
670,PhhR,PA0873,TF,dhcB,PA2000,10217769
671,Sfa2,PA1663,TF,hsiA1,PA1656,25721475
672,Sfa2,PA1663,TF,hsiB2,PA1657,25721475
673,Sfa2,PA1663,TF,hsiC2,PA1658,25721475
674,Sfa2,PA1663,TF,hsiF2,PA1659,25721475
675,Sfa2,PA1663,TF,hsiG2,PA1660,25721475
676,Sfa2,PA1663,TF,hsiF2,PA1661,25721475
677,Sfa2,PA1663,TF,clpV2,PA1662,25721475
678,Sfa2,PA1663,TF,sfa2,PA1663,25721475
679,Sfa2,PA1663,TF,orfX,PA1664,25721475
680,Sfa2,PA1663,TF,fha2,PA1665,25721475
681,Sfa2,PA1663,TF,lip2,PA1666,25721475
682,Sfa2,PA1663,TF,hsiJ2,PA1667,25721475
683,Sfa2,PA1663,TF,dotU2,PA1668,25721475
684,Sfa2,PA1663,TF,icmF2,PA1669,25721475
685,Sfa2,PA1663,TF,stp1,PA1670,25721475
686,Sfa2,PA1663,TF,stk1,PA1671,25721475
687,CopR,PA2809,TF,pcoA,PA2064,28760827
688,CopR,PA2809,TF,pcoB,PA2065,28760827
689,EsrC,PA4596,TF,oprJ,PA4597,25143244
690,EsrC,PA4596,TF,mexD,PA4598,25143244
691,EsrC,PA4596,TF,mexC,PA4599,25143244
692,NfxB,PA4600,TF,oprJ,PA4597,25143244
693,NfxB,PA4600,TF,mexD,PA4598,25143244
694,NfxB,PA4600,TF,mexC,PA4599,25143244
695,PrrF,,sRNA,leuD,PA3120,30962354
696,PrrF,,sRNA,leuC,PA3121,30962354
697,ModR,PA0487,TF,modA,PA1863,Pseudomonas.com
698,ModR,PA0487,TF,modB,PA1862,Pseudomonas.com
699,ModR,PA0487,TF,modC,PA1861,Pseudomonas.com
700,NarL,PA3879,TF,narI,PA3872,21833336
701,NarL,PA3879,TF,narJ,PA3873,21833336
702,NarL,PA3879,TF,narH,PA3874,21833336
703,NarL,PA3879,TF,narG,PA3875,21833336
704,NarL,PA3879,TF,narK2,PA3876,21833336
705,NarL,PA3879,TF,narK1,PA3877,21833336
706,AtsR,PA0186,TF,atsA,PA0183,10715018
707,AtsR,PA0186,TF,atsC,PA0184,10715018
708,AtsR,PA0186,TF,atsB,PA0185,10715018
709,PA1226,PA1226,TF,PA0754,PA0754,29995308
710,PA1226,PA1226,TF,yneJ,PA1413,29995308
711,PA1226,PA1226,TF,fpvG,PA2403,29995308
712,PA1226,PA1226,TF,fpvH,PA2404,29995308
713,PA1226,PA1226,TF,fpvJ,PA2405,29995308
714,PA1226,PA1226,TF,fpvK,PA2406,29995308
715,PA1226,PA1226,TF,potF4,PA2711,29995308
716,PA1226,PA1226,TF,wbpI,PA3148,29995308
717,PA1226,PA1226,TF,wbpH,PA3149,29995308
718,PA1226,PA1226,TF,wbpG,PA3150,29995308
719,PA1226,PA1226,TF,algD,PA3540,29995308
720,PA1226,PA1226,TF,alg8,PA3541,29995308
721,PA1226,PA1226,TF,alg44,PA3542,29995308
722,PA1226,PA1226,TF,algK,PA3543,29995308
723,PA1226,PA1226,TF,algE,PA3544,29995308
724,PA1226,PA1226,TF,algG,PA3545,29995308
725,PA1226,PA1226,TF,algX,PA3546,29995308
726,PA1226,PA1226,TF,algL,PA3547,29995308
727,PA1226,PA1226,TF,algI,PA3548,29995308
728,PA1226,PA1226,TF,PA3927,PA3927,29995308
729,PA1226,PA1226,TF,NmoR,PA4203,29995308
730,PA1226,PA1226,TF,fimU,PA4550,29995308
731,PA1226,PA1226,TF,pilV,PA4551,29995308
732,PA1226,PA1226,TF,pilW,PA4552,29995308
733,PA1226,PA1226,TF,pilX,PA4553,29995308
734,PA1226,PA1226,TF,pilY1,PA4554,29995308
735,PA1226,PA1226,TF,pilY2,PA4555,29995308
736,PA1226,PA1226,TF,pilE,PA4556,29995308
737,PA1226,PA1226,TF,PA5284,PA5284,29995308
738,FoxR,PA2467,TF,foxI,PA2468,16484199
739,FoxR,PA2467,TF,foxA,PA2466,16484199
740,Fur,PA1544,TF,foxI,PA2468,16484199
741,Fur,PA1544,TF,foxA,PA2466,16484199
742,MvaT,PA4315,TF,cupA1,PA2128,15090530
743,MvaT,PA4315,TF,cupA2,PA2129,15090530
744,MvaT,PA4315,TF,cupA3,PA2130,15090530
745,MvaT,PA4315,TF,cupA4,PA2131,15090530
746,MvaT,PA4315,TF,cupA5,PA2132,15090530
747,RpoS,PA3622,TF,napC,PA1172,14763974
748,RpoS,PA3622,TF,napB,PA1173,14763974
749,RpoS,PA3622,TF,napA,PA1174,14763974
750,RpoS,PA3622,TF,napD,PA1175,14763974
751,RpoS,PA3622,TF,napF,PA1176,14763974
752,RpoS,PA3622,TF,napE,PA1177,14763974
753,ErbR,PA1978,TF,exaA,PA1982,19902179
754,ErbR,PA1978,TF,exaB,PA1983,19902179
755,ErbR,PA1978,TF,exaC,PA1984,19902179
756,ErbR,PA1978,TF,pqqA,PA1985,19902179
757,ErbR,PA1978,TF,pqqB,PA1986,19902179
758,ErbR,PA1978,TF,pqqC,PA1987,19902179
759,ErbR,PA1978,TF,pqqD,PA1988,19902179
760,ErbR,PA1978,TF,pqqE,PA1989,19902179
761,ErbR,PA1978,TF,pqqH,PA1990,19902179
762,ErbR,PA1978,TF,eraS,PA1979,19902179
763,ErbR,PA1978,TF,eraR,PA1980,19902179
764,AmpR,PA4109,TF,ampC,PA4110,16251318
765,AmpR,PA4109,TF,PA4111,PA4111,16251318
766,XisF4,PA0716,TF,PA0718,PA0718,30475408
767,XisF4,PA0716,TF,PA0719,PA0719,30475408
768,XisF4,PA0716,TF,PA0720,PA0720,30475408
769,XisF4,PA0716,TF,PA0721,PA0721,30475408
770,XisF4,PA0716,TF,PA0722,PA0722,30475408
771,XisF4,PA0716,TF,coaB,PA0723,30475408
772,XisF4,PA0716,TF,coaA,PA0724,30475408
773,XisF4,PA0716,TF,PA0725,PA0725,30475408
774,XisF4,PA0716,TF,PA0726,PA0726,30475408
775,XisF4,PA0716,TF,PA0727,PA0727,30475408
776,XisF4,PA0716,TF,PA0728,PA0728,30475408
777,AmiE,PA3366,TF,PA2110,PA2110,28981745
778,AmiE,PA3366,TF,PA2111,PA2111,28981745
779,AmiE,PA3366,TF,PA2112,PA2112,28981745
780,AmiE,PA3366,TF,opdO,PA2113,28981745
781,AmiE,PA3366,TF,PA2114,PA2114,28981745
782,ExsB,PA1712,TF,pscB,PA1715,25690097
783,ExsB,PA1712,TF,pscC,PA1716,25690097
784,ExsB,PA1712,TF,pscD,PA1717,25690097
785,ExsB,PA1712,TF,pscE,PA1718,25690097
786,ExsB,PA1712,TF,pscF,PA1719,25690097
787,ExsB,PA1712,TF,pscG,PA1720,25690097
788,ExsB,PA1712,TF,pscH,PA1721,25690097
789,ExsB,PA1712,TF,pscI,PA1722,25690097
790,ExsB,PA1712,TF,pscJ,PA1723,25690097
791,ExsB,PA1712,TF,pscK,PA1724,25690097
792,ExsB,PA1712,TF,pscL,PA1725,25690097
793,ExsB,PA1712,TF,popB,PA1708,25690097
794,ExsB,PA1712,TF,pcrV,PA1706,25690097
795,AauR,PA1335,TF,aatP,PA1339,25082951
796,AauR,PA1335,TF,aatM,PA1340,25082951
797,AauR,PA1335,TF,aatQ,PA1341,25082951
798,AauR,PA1335,TF,aatJ,PA1342,25082951
799,PmrA,PA4776,TF,arnB,PA3552,Pseudomonas.com
800,PmrA,PA4776,TF,arnC,PA3553,Pseudomonas.com
801,PmrA,PA4776,TF,arnA,PA3554,Pseudomonas.com
802,PmrA,PA4776,TF,arnD,PA3555,Pseudomonas.com
803,PmrA,PA4776,TF,arnT,PA3556,Pseudomonas.com
804,PmrA,PA4776,TF,arnE,PA3557,Pseudomonas.com
805,PmrA,PA4776,TF,arnF,PA3558,Pseudomonas.com
806,Anr,PA1544,TF,arcD,PA5170,1325563
807,Anr,PA1544,TF,arcB,PA5172,1325563
808,Anr,PA1544,TF,arcA,PA5171,1325563
809,Anr,PA1544,TF,arcC,PA5173,1325563
810,Anr,PA1544,TF,nirN,PA0509,26078448
811,Anr,PA1544,TF,nirE,PA0510,26078448
812,Anr,PA1544,TF,nirJ,PA0511,26078448
813,Anr,PA1544,TF,nirH,PA0512,26078448
814,Anr,PA1544,TF,nirG,PA0513,26078448
815,Anr,PA1544,TF,nirL,PA0514,26078448
816,Anr,PA1544,TF,nirD,PA0515,26078448
817,Anr,PA1544,TF,nirF,PA0516,26078448
818,Anr,PA1544,TF,nirC,PA0517,26078448
819,Anr,PA1544,TF,nirM,PA0518,26078448
820,Anr,PA1544,TF,nirS,PA0519,26078448
821,Anr,PA1544,TF,ccoP2,PA1555,26078448
822,Anr,PA1544,TF,ccoQ2,PA1555.1,26078448
823,Anr,PA1544,TF,ccoO2,PA1556,26078448
824,Anr,PA1544,TF,ccoN2,PA1557,26078448
825,AlgR,PA5261,TF,fimU,PA4550,29995308
826,AlgR,PA5261,TF,pilV,PA4551,29995308
827,AlgR,PA5261,TF,pilW,PA4552,29995308
828,AlgR,PA5261,TF,pilX,PA4553,29995308
829,AlgR,PA5261,TF,pilY1,PA4554,29995308
830,AlgR,PA5261,TF,pilY2,PA4555,29995308
831,CbrB,PA4726,TF,spuA,PA0297,16849793
832,CbrB,PA4726,TF,spuB,PA0298,16849793
833,CbrB,PA4726,TF,spuC,PA0299,16849793
834,CbrB,PA4726,TF,spuD,PA0300,16849793
835,CbrB,PA4726,TF,apuE,PA0301,16849793
836,CbrB,PA4726,TF,spuA,PA0297,16849793
837,CbrB,PA4726,TF,spuB,PA0298,16849793
838,CbrB,PA4726,TF,spuC,PA0299,16849793
839,CbrB,PA4726,TF,spuD,PA0300,16849793
840,CbrB,PA4726,TF,spuE,PA0301,16849793
841,CbrB,PA4726,TF,spuF,PA0302,16849793
842,CbrB,PA4726,TF,spuG,PA0303,16849793
843,CbrB,PA4726,TF,spuH,PA0304,16849793
844,BauR,PA0133,TF,spuA,PA0297,21622750
845,BauR,PA0133,TF,spuB,PA0298,21622750
846,BauR,PA0133,TF,spuC,PA0299,21622750
847,BauR,PA0133,TF,spuD,PA0300,21622750
848,BauR,PA0133,TF,spuE,PA0301,21622750
849,BauR,PA0133,TF,spuF,PA0302,21622750
850,BauR,PA0133,TF,spuG,PA0303,21622750
851,BauR,PA0133,TF,spuH,PA0304,21622750
852,Sigma-70,PA4896,TF,PA0614,PA0614,18086184
853,Sigma-70,PA4896,TF,PA0615,PA0615,18086184
854,Sigma-70,PA4896,TF,PA0616,PA0616,18086184
855,Sigma-70,PA4896,TF,PA0617,PA0617,18086184
856,Sigma-70,PA4896,TF,PA0618,PA0618,18086184
857,Sigma-70,PA4896,TF,PA0619,PA0619,18086184
858,Sigma-70,PA4896,TF,PA0620,PA0620,18086184
859,Sigma-70,PA4896,TF,PA0621,PA0621,18086184
860,Sigma-70,PA4896,TF,PA0622,PA0622,18086184
861,Sigma-70,PA4896,TF,PA0623,PA0623,18086184
862,Sigma-70,PA4896,TF,PA0624,PA0624,18086184
863,Sigma-70,PA4896,TF,PA0625,PA0625,18086184
864,Sigma-70,PA4896,TF,PA0626,PA0626,18086184
865,Sigma-70,PA4896,TF,PA0627,PA0627,18086184
866,Sigma-70,PA4896,TF,PA0628,PA0628,18086184
867,Sigma-70,PA4896,TF,PA0629,PA0629,18086184
868,Sigma-70,PA4896,TF,PA0630,PA0630,18086184
869,Sigma-70,PA4896,TF,PA0631,PA0631,18086184
870,Sigma-70,PA4896,TF,PA0633,PA0633,18086184
871,Sigma-70,PA4896,TF,PA0634,PA0634,18086184
872,Sigma-70,PA4896,TF,PA0635,PA0635,18086184
873,Sigma-70,PA4896,TF,PA0636,PA0636,18086184
874,Sigma-70,PA4896,TF,PA0637,PA0637,18086184
875,Sigma-70,PA4896,TF,PA0638,PA0638,18086184
876,Sigma-70,PA4896,TF,PA0639,PA0639,18086184
877,Sigma-70,PA4896,TF,PA0640,PA0640,18086184
878,Sigma-70,PA4896,TF,PA0641,PA0641,18086184
879,Sigma-70,PA4896,TF,PA0643,PA0643,18086184
880,Sigma-70,PA4896,TF,PA0644,PA0644,18086184
881,Sigma-70,PA4896,TF,PA0645,PA0645,18086184
882,Dnr,PA0527,TF,nirN,PA0509,23967252
883,Dnr,PA0527,TF,nirE,PA0510,23967252
884,Dnr,PA0527,TF,nirJ,PA0511,23967252
885,Dnr,PA0527,TF,nirH,PA0512,23967252
886,Dnr,PA0527,TF,nirG,PA0513,23967252
887,Dnr,PA0527,TF,nirL,PA0514,23967252
888,Dnr,PA0527,TF,nirD,PA0515,23967252
889,Dnr,PA0527,TF,nirF,PA0516,23967252
890,Dnr,PA0527,TF,nirC,PA0517,23967252
891,Dnr,PA0527,TF,nirM,PA0518,23967252
892,Dnr,PA0527,TF,nirS,PA0519,23967252
893,Dnr,PA0527,TF,nirQ,PA0520,23967252
894,Dnr,PA0527,TF,nirO,PA0521,23967252
895,Dnr,PA0527,TF,nirP,PA0522,23967252
896,MdcR,PA0217,TF,mdcA,PA0208,31086830
897,MdcR,PA0217,TF,mdcB,PA0209,31086830
898,MdcR,PA0217,TF,mdcC,PA0210,31086830
899,MdcR,PA0217,TF,mdcD,PA0211,31086830
900,MdcR,PA0217,TF,mdcE,PA0212,31086830
901,MdcR,PA0217,TF,mdcG,PA0213,31086830
902,MdcR,PA0217,TF,mdcH,PA0214,31086830
903,GltR,PA3192,TF,gltK,PA3187,28981745
904,GltR,PA3192,TF,gltG,PA3188,28981745
905,GltR,PA3192,TF,gltF,PA3189,28981745
906,GltR,PA3192,TF,gltB,PA3190,28981745
907,GltR,PA3192,TF,gltS,PA3191,28981745
908,ParB,PA5562,TF,PA0492,PA0492,29648658
909,ParB,PA5562,TF,PA0493,PA0493,29648658
910,ParB,PA5562,TF,PA0494,PA0494,29648658
911,ParB,PA5562,TF,PA0495,PA0495,29648658
912,ParB,PA5562,TF,PA0496,PA0496,29648658
913,k-opioid,,Compound,PA1211,PA1211,22514685
914,k-opioid,,Compound,PA1212,PA1212,22514685
915,k-opioid,,Compound,PA1213,PA1213,22514685
916,k-opioid,,Compound,PA1214,PA1214,22514685
917,k-opioid,,Compound,PA1215,PA1215,22514685
918,k-opioid,,Compound,PA1216,PA1216,22514685
919,k-opioid,,Compound,PA1217,PA1217,22514685
920,k-opioid,,Compound,PA1218,PA1218,22514685
921,k-opioid,,Compound,PA1219,PA1219,22514685
922,k-opioid,,Compound,PA1220,PA1220,22514685
923,k-opioid,,Compound,PA1221,PA1221,22514685
924,RsmA,PA0905,TF,hpcG,PA4127,16436429
925,RsmA,PA0905,TF,hpcH,PA4128,16436429
926,RsmA,PA0905,TF,PA4129,PA4129,16436429
927,RsmA,PA0905,TF,PA4130,PA4130,16436429
928,RsmA,PA0905,TF,PA4131,PA4131,16436429
929,RsmA,PA0905,TF,mpaR,PA4132,16436429
930,RsmA,PA0905,TF,PA4133,PA4133,16436429
931,RsmA,PA0905,TF,PA4134,PA4134,16436429
932,RpoN,PA4462,TF,PA2134,PA2134,22210761
933,RpoN,PA4462,TF,PA2135,PA2135,22210761
934,RpoN,PA4462,TF,PA2136,PA2136,22210761
935,RpoN,PA4462,TF,PA2140,PA2140,22210761
936,RpoN,PA4462,TF,PA2141,PA2141,22210761
937,RpoN,PA4462,TF,PA2142,PA2142,22210761
938,RpoN,PA4462,TF,PA2143,PA2143,22210761
939,RpoN,PA4462,TF,glgP,PA2144,22210761
940,RpoN,PA4462,TF,PA2146,PA2146,22210761
941,RpoN,PA4462,TF,katE,PA2147,22210761
942,RpoN,PA4462,TF,PA2148,PA2148,22210761
943,RpoN,PA4462,TF,PA2149,PA2149,22210761
