,A,SoxR
Dispersed_cells:PA01_Planktonic:2,-0.40130129010000004,3.376829576
Dispersed_cells:PAO1_Biofilm:1,4.8684146785,0.805306379
Dispersed_cells:PAO1_Biofilm:2,6.4019231054,2.517323067
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-5.8061355568,-0.804639069
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-5.8945778267,-0.712827557
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-5.2962480381,-0.818134726
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.029957684800000002,-0.309287998
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.1815617471,0.031515088000000004
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.1516040623,0.27777291
Farnesol_treatment:RNA of 0-1F_L:1,0.4374402981,0.105661873
Farnesol_treatment:RNA of 0-1F_L:2,1.0477178248,0.325322716
Farnesol_treatment:RNA of 0-1F_L:3,-1.4851581229000002,-0.430984588
Farnesol_treatment:RNA of 6-F_L1:1,-1.7996900042,0.25025345800000004
Farnesol_treatment:RNA of 6-F_L1:2,-1.8051398931,0.346020531
Farnesol_treatment:RNA of 6-F_L1:3,-1.5671665896,0.7313178050000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.0860325651,-0.105331875
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.0860325651,0.105331875
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,1.3134074208,0.425823316
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,1.0373743361,0.474860155
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.2637233165000001,-0.004610877
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.41388867760000003,0.22041685
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,5.6195451647,0.340556974
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-1.301651707,-0.164925234
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.3759602871,-0.05088074
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,3.8792928603,0.447356737
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.0498804412,0.06793162700000001
HapZ_SagS_mutant:delHapZp:1,0.9412972593000001,0.43544754900000004
HapZ_SagS_mutant:delHapZp:2,0.8202675038,0.35570565600000004
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.06380795510000001,-0.20860471
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.1136883964,0.140673083
HapZ_SagS_mutants:delHApZ:1,5.5565058215,0.09785859200000001
HapZ_SagS_mutants:delHApZ:2,5.6576316890000005,0.283289933
HapZ_SagS_mutants:delHApZ:3,6.1623635447,-0.23256047100000002
HapZ_SagS_mutants:delSagS:1,10.733120617099999,0.82593902
HapZ_SagS_mutants:delSagS:2,10.0071495465,0.44589047200000004
HapZ_SagS_mutants:delSagS:3,8.5560602326,0.9481938150000001
HapZ_SagS_mutants:delHapZp:3,0.7954673252000001,0.702175164
Lung_infection_transcriptome:PA01_LS1:1,2.457847786,-0.322809414
Lung_infection_transcriptome:PA01_LS1:2,2.9021027236,-0.09930179800000001
Lung_infection_transcriptome:PA01_CS1:1,-0.2160018038,-0.10138329900000001
Lung_infection_transcriptome:PA01_CS1:2,0.2160018038,0.10138329900000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.4029911125,-0.167281134
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.4029911125,0.167281134
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-1.6190924057,-0.5182811660000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.24530018050000002,-0.247740374
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-2.5322044744000003,-0.19958962500000002
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-2.2700708912,0.449555052
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.6568331608,-0.388777502
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-0.3342058946,-0.45996858100000004
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.0724271512,-0.849759856
Metabolic_fitness_plasmid:PAO1_pBS228:2,-0.2851533157,-0.257469149
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.2185103752,-0.47279784700000005
Metabolic_fitness_plasmid:PAO1_RmS149:2,0.4980882116,-0.355883963
Mucin_glycans:ABTGC:1,0.3804308447,0.232559273
Mucin_glycans:ABTGC:2,-0.8012617647,0.336763971
Mucin_glycans:ABTGC:3,-0.7172030609000001,-0.013529803000000002
Mucin_glycans:ABTGC:4,0.5003556961,-0.296486423
Mucin_glycans:ABTGC:5,0.6376782849,-0.25930701700000003
Mucin_glycans:MUC5B:1,-0.13369627550000002,-1.8653230870000002
Mucin_glycans:MUC5B:2,0.0264839143,-1.749023131
Mucin_glycans:Glycans:1,-0.8268510584000001,-0.22738591200000002
Mucin_glycans:Glycans:2,0.43890719980000004,-0.014120807
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,3.3160735354,-0.11969859999999999
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,3.0197081487,-0.073880713
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,4.2601708367,0.7740333650000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-5.3996690835,-1.325250815
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-5.0899300819,-0.5613806020000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-6.7008016287,-1.112428496
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,4.9832058205,0.8386290740000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,5.8809956066,0.920434743
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,5.3613642917,0.537664308
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-5.0400834415,-0.9201068590000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-4.3870275716,-0.400856639
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-6.7984547056,-0.9757646270000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.0440226752,0.055138201000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.0440226752,-0.055138201000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.6422779587,-0.327167494
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.2841112531,-0.41089491100000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,1.2681852245,0.6076051840000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.2750411439,0.43901886100000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,1.6576469851,-0.004394485
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,1.5413940365,0.0945487
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,2.1061863811,0.26636079700000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,2.1059594124,0.458063227
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.0399694266,0.173916076
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.5319379237,0.046855103
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.2762673854,-0.025197785
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.2956399649,-0.195573395
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.7760418288,-0.10232089100000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,2.6434330354,-0.223862152
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.059210632000000006,0.108724471
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.4374660732,-0.018330953
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.3782554412,-0.090393518
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-3.0017172261,-1.175627636
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-1.8357152391,-0.8470400990000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-0.7812504265,-1.404267511
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,0.4422480722,-1.874477368
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,1.4696117564,0.7226129530000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,1.5402388158,0.5379352860000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,1.827581893,0.7621194960000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,0.3755222425,-0.9419034940000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,0.5216029239000001,-1.477911605
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,2.4331871363,-0.9325583230000001
Rosmarinic_acid:PAO1-100UMRA:1,1.1758470725,0.24208715700000003
Rosmarinic_acid:PAO1-100UMRA:2,1.1383741465,0.18197406600000002
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.2674897382,0.111925435
Rosmarinic_acid:PAO1_DMSO_Control:2,0.3403582684,-0.001432934
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.0728685302,-0.110492501
Testosterone_treatment:Testosterone_Control:1,-4.6244827488,-0.775956622
Testosterone_treatment:Testosterone_Control:2,4.6244827488,0.775956622
Testosterone_treatment:Testosterone_2.5:1,1.0752891358,-0.8741825310000001
Testosterone_treatment:Testosterone_2.5:2,4.7867304205,1.1712528739999999
Tf_toxin_expression:PAO1_WT:1,1.3900716543,0.177528169
Tf_toxin_expression:PAO1_WT:2,-1.3900716543,-0.177528169
Tf_toxin_expression:PAO1_derfA:1,3.0444876474,-0.026038870000000002
Tf_toxin_expression:PAO1_derfA:2,3.3924212077,0.166175435
Zinc_treatment:PA_Zn:1,1.7964000053,0.187461065
Zinc_treatment:PA_Zn:2,2.0216940392,0.5182952350000001
Zinc_treatment:PA_Zn:3,1.590204338,0.306759439
Zinc_treatment:PA_Zn_wt:1,-0.018014482800000002,-0.16762665300000001
Zinc_treatment:PA_Zn_wt:2,0.018014482800000002,0.16762665300000001
Paeru_PRECISE:CAMHB_wt:1,-5.3355987518,-0.55580833
Paeru_PRECISE:CAMHB_wt:2,-3.7217973441,-0.7563950960000001
Paeru_PRECISE:CAMHB_wt:3,-5.1547600963,-1.092612849
Paeru_PRECISE:CAMHB_wt:4,-3.1464980941,-1.15679288
Paeru_PRECISE:M9glucAA_Pqt10:1,1.5102751203,-0.633501631
Paeru_PRECISE:M9glucAA_Pqt10:2,4.0086821287,-0.141726515
Paeru_PRECISE:M9glucAA_Pqt:1,6.4161474885,0.101938237
Paeru_PRECISE:M9glucAA_Pqt:2,6.1129091645,0.131286551
Paeru_PRECISE:M9glucAA_wo_Pqt:1,6.1399287885,0.35597205600000004
Paeru_PRECISE:M9glucAA_wo_Pqt:2,6.103687601,0.544815607
Paeru_PRECISE:M9glucAA_NaCl:1,-4.6019265851,-0.642968003
Paeru_PRECISE:M9glucAA_NaCl:2,-6.0830366425,-0.635101264
Paeru_PRECISE:M9glucAA_NaCl:3,-6.2060713632,-1.123664995
Paeru_PRECISE:CAMHB_wt:5,-2.3611436668,-0.581873053
Paeru_PRECISE:CAMHB_wt:6,-3.1606684629,-0.596777705
Paeru_PRECISE:LB_wt:1,-2.1556855094,-1.9296564920000001
Paeru_PRECISE:LB_wt:2,-2.690976667,-1.853865864
Paeru_PRECISE:M9glucAA_wt:1,0.33975317800000004,-0.100938756
Paeru_PRECISE:M9glucAA_wt:2,-0.33975317800000004,0.100938756
Paeru_PRECISE:M9glucAA_lowpH:1,-4.1256744351,-0.42058178
Paeru_PRECISE:M9glucAA_lowpH:2,-4.4685306783,-0.7447281950000001
Paeru_PRECISE:M9glucAA_DPD:1,2.9304311263000002,0.190122448
Paeru_PRECISE:M9glucAA_DPD:2,3.4704185899,0.486947183
Paeru_PRECISE:M9sucAA_wt:1,-7.4600030134,-1.727828839
Paeru_PRECISE:M9sucAA_wt:2,-3.9093536894,-0.6145343440000001
Paeru_PRECISE:M9glucAA_NaCl:4,-5.8928217318,-0.821303361
Paeru_PRECISE:M9glucAA_NaCl:5,-5.8381710812000005,-0.5234388630000001
Paeru_PRECISE:M9sucAA_wt:3,-5.044642194,-0.5008890810000001
Paeru_PRECISE:M9sucAA_wt:4,-5.3325411487,-0.599320651
Paeru_PRECISE:R10LB_wt:1,1.8805663717,-0.173656832
Paeru_PRECISE:M9glucAA_NaCl:6,-5.6935056586,-0.22620905300000002
Paeru_PRECISE:M9glucAA_NaCl:7,-5.8984332089,-0.44314088100000004
Paeru_PRECISE:M9fructAA_wt:1,-2.3560433162,-0.465872112
Paeru_PRECISE:M9fructAA_wt:2,-2.9690403798,-0.5303423850000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,-0.5177086232,0.070494211
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.5297717298,0.24018580900000003
Paeru_PRECISE:M9pyruvAA_wt:1,-6.7728354118,-1.183624165
Paeru_PRECISE:M9pyruvAA_wt:2,-5.0110928321,-0.30887826900000004
Paeru_PRECISE:M9fructAA_wt:3,-5.2060628991,-0.317313597
Paeru_PRECISE:M9fructAA_wt:4,-6.1243635384,-0.31301736900000005
Paeru_PRECISE:M9GlcNAcAA_wt:3,-5.9352946507,-0.267832632
Paeru_PRECISE:M9GlcNAcAA_wt:4,-7.0896040879,-0.145617838
Paeru_PRECISE:M9glycAA_wt:1,-6.2032655927,-0.48689398
Paeru_PRECISE:M9glycAA_wt:2,-5.6276698212,-0.29791109200000004
Paeru_PRECISE:M9pyruvAA_wt:3,-5.5311603252,-0.440456732
Paeru_PRECISE:CAMHB_wt:7,-3.7457239595000003,-0.084497875
Paeru_PRECISE:CAMHB_wt:8,-3.554729125,-0.23424620200000001
Paeru_PRECISE:R10LB_wt:2,2.0522104302,0.032263882
Paeru_PRECISE:R10LB_wt:3,2.0312511846,-0.34468750200000003
Paeru_PRECISE:R10LB_wt:4,1.0192166978,0.35303713200000003
Paeru_PRECISE:R10LB_wt:5,2.2661320488,0.26695356
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,6.1290078611,-0.21819291600000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,6.54185719,0.03154635
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,6.875112442,-0.527107089
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,6.6401878136,-0.567231492
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-4.4282193366,-0.258327794
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-4.0709272202,-0.437629714
Paeru_PRECISE:M9sucAA_wt:5,-4.3463010571,-0.135248516
Paeru_PRECISE:M9sucAA_wt:6,-4.8305233277,-0.49734716300000004
Paeru_PRECISE:R10LB_wt:6,0.39779028600000005,0.049468103000000006
Paeru_PRECISE:R10LB_wt:7,0.45694532320000003,0.38056358300000004
Paeru_PRECISE:LB_wt:3,-2.908282169,-0.362251341
Paeru_PRECISE:LB_wt:4,-1.5635473783,-0.46151634
Paeru_PRECISE:R10LB_NaCl:1,-6.076954864,-1.665872067
Paeru_PRECISE:R10LB_NaCl:2,-3.7513237482,-0.8195723420000001
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-5.0749750953,-0.744550155
Paeru_PRECISE:M9glucAA_Zn:1,0.8247084295,1.512391418
Paeru_PRECISE:M9glucAA_Cu:1,-7.4761478635,1.304870515
Paeru_PRECISE:M9glucAA_NaOCl:1,-4.8526983088,-0.6814805110000001
Paeru_PRECISE:M9GlcNAcAA_8:1,-3.3997463851,0.194795153
Paeru_PRECISE:M9GlcNAcAA_8:2,-2.4235412575,0.553675621
Paeru_PRECISE:M9GlcNAcAA_4:1,-2.4155762906,0.474994118
Paeru_PRECISE:M9GlcNAcAA_4:2,-3.1588023903,-0.171219532
Paeru_PRECISE:M9GlcNAcAA_2:1,-3.6248645763000003,1.515594595
Paeru_PRECISE:M9GlcNAcAA_2:2,-3.5752422231,0.805314391
Paeru_PRECISE:M9GlcNAcAA_1:1,-4.1641352456,1.343517888
Paeru_PRECISE:M9GlcNAcAA_1:2,-3.4972240433,1.020099439
Paeru_PRECISE:M9glucAA_NaOCl:2,-4.8141678566,0.498876721
Paeru_PRECISE:M9glucAA_Cu:2,-6.9191555424,2.363341124
Paeru_PRECISE:M9glucAA_Fe:1,-2.743289011,-0.205758034
Paeru_PRECISE:M9glucAA_Fe:2,-3.9611281634,0.420857513
Paeru_PRECISE:M9glucAA_Zn:2,-2.7726266134,0.601537662
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-2.2515780019,0.732510698
Paeru_PRECISE:CAMHB_Mec:1,-4.5552980571,-1.053496187
Paeru_PRECISE:CAMHB_Mec:2,-3.399062286,-0.995497324
Paeru_PRECISE:CAMHB_Azt:1,0.17379533530000002,-1.409301894
Paeru_PRECISE:CAMHB_Azt:2,-0.4192425118,-1.357090498
Paeru_PRECISE:CAMHB_Pip:1,-3.9011488111,-1.716874202
Paeru_PRECISE:CAMHB_Pip:2,-5.118644389,-1.704257587
Paeru_PRECISE:CAMHB_Ceft:1,-0.4708896543,-1.071584512
Paeru_PRECISE:CAMHB_Ceft:2,-0.0470945139,-1.5275312859999999
Paeru_PRECISE:CAMHB_Ceft:3,-0.7887529765,-1.116999186
Paeru_PRECISE:CAMHB_Ceft:4,-1.4152428367,-2.189443759
Paeru_PRECISE:M9glucAA_Ceft:1,5.9297412599,-0.7893447060000001
Paeru_PRECISE:M9glucAA_Ceft:2,6.6580324784,-0.781960337
Paeru_PRECISE:M9glucAA_Gent:1,3.855338455,0.159811057
Paeru_PRECISE:M9glucAA_Gent:2,4.6184404759,0.064419296
Paeru_PRECISE:M9glucAA_Pip:1,4.4744090592,0.092499854
Paeru_PRECISE:M9glucAA_Pip:2,4.4245443895,-0.36961559600000005
Paeru_PRECISE:M9glucAA_Azt:1,2.700094021,-1.3367980670000001
Paeru_PRECISE:M9glucAA_Azt:2,2.9339900403,-1.2662893990000001
Paeru_PRECISE:CAMHB_Mero:1,-3.3864753791,-1.176391454
Paeru_PRECISE:CAMHB_Mero:2,-3.3303223792,-0.684029055
Paeru_PRECISE:CAMHB_Tet:1,1.0275746079,-1.829022324
Paeru_PRECISE:CAMHB_Tet:2,-0.049256034000000004,-1.33610067
Paeru_PRECISE:R10LB_Gent:1,1.720769689,0.088364807
Paeru_PRECISE:R10LB_Ceft:1,4.5305613495,0.142623937
Paeru_PRECISE:R10LB_Ceft:2,4.5217699553,-0.252340716
Paeru_PRECISE:CAMHB_Biofilm:1,1.1523566834,-2.002902937
Paeru_PRECISE:CAMHB_Biofilm:2,1.9772949229,-0.749823644
Paeru_PRECISE:M9glucAA_Biofilm:1,-1.4089078050000001,-1.129166776
Paeru_PRECISE:M9glucAA_Biofilm:2,-1.6602025056,-1.519304572
Paeru_PRECISE:R10LB_Gent:2,1.2256818167,-0.483212756
Paeru_PRECISE:R10LB_Pip:1,6.314871508,-0.235045844
Paeru_PRECISE:R10LB_Pip:2,4.0404611118,-0.87104733
Paeru_PRECISE:R10LB_Mec:1,3.0067269535,0.38401759100000005
Paeru_PRECISE:R10LB_Mec:2,2.698174243,0.396746419
Paeru_PRECISE:CAMHB_Azt:3,-4.6330491627,-1.303049752
Paeru_PRECISE:CAMHB_Azt:4,-4.7464150438,-1.8801197360000002
Paeru_PRECISE:CAMHB_Biofilm:3,2.027413956,-1.034436785
Paeru_PRECISE:CAMHB_Biofilm:4,-0.3815087789,-1.001417895
Paeru_PRECISE:M9glucAA_Biofilm:3,-4.0722485786,-0.75943112
Paeru_PRECISE:M9glucAA_Biofilm:4,-5.2386473172,-0.672660272
Paeru_PRECISE:R10LB_Mero:1,3.6297217789,-0.9031707290000001
Paeru_PRECISE:R10LB_Mero:2,6.7320155862,-0.677955341
Paeru_PRECISE:LB_Cam:1,-0.37891386730000004,-2.415317899
Paeru_PRECISE:LB_Cam:2,-0.7178017666000001,-1.302729667
Paeru_PRECISE:CAMHB_Ceft:5,0.16664734250000002,-0.786393286
Paeru_PRECISE:CAMHB_Cip:1,-3.8063482763,-0.6295597510000001
Paeru_PRECISE:CAMHB_Cip:2,-5.1867041941,-0.475176244
ampC_mutation:PA_Cef_taz_wt:1,1.5076218437,0.471577159
ampC_mutation:PA_mutS_Cef_taz:1,-1.1798295081,0.11965850600000001
ampC_mutation:PA_mutS:1,-2.6833152376,-0.504722376
ampC_mutation:PA_mutS:2,-2.5830441082,-0.9999229730000001
ampC_mutation:PA_mutS:3,-2.1687923303,-1.20289876
ampC_mutation:PA_Cef_taz_wt:2,-1.5076218437,-0.471577159
ampC_mutation:PA_mutS_Cef_taz:2,-0.8344780211,0.455484035
ampC_mutation:PA_mutS:4,-1.6733974075,-0.09264211200000001
ampC_mutation:PA_mutS:5,0.235620991,-0.6118388570000001
ampC_mutation:PA_mutS:6,-2.8795199858,-0.31283157500000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-2.6285335086,0.44962746600000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-3.6254824781,0.32038660300000005
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,0.2419040205,-0.568442664
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-1.4808129237,-0.635085154
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-0.8034554793,0.5306045770000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-2.1429772125,-0.200597465
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.7182455658,-0.330427576
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.7182455658,0.330427576
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-3.9970291274000003,0.450115348
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-3.0205223499,0.731729453
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,1.0301539556,1.676830334
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,1.2198128508,1.494041933
cysB_mutant:PAO1HH_wt:1,0.3369415308,0.271498718
cysB_mutant:PAO1HH_wt:2,-0.3369415308,-0.271498718
cysB_mutant:cysBHH:1,-4.5272295997,-0.365316607
cysB_mutant:cysBHH:2,-4.5332148388,-0.745178544
cysB_mutant:cysBHH:3,-4.5623457611,-0.759533203
ersA_knockout:delersA:1,-0.6907234186,0.463359642
ersA_knockout:delersA:2,-1.3602786122000001,-0.37234414
ersA_knockout:wt_BHI:1,0.0214433771,-0.16509193300000002
ersA_knockout:wt_BHI:2,-0.0214433771,0.16509193300000002
gcsR_mutant:PAO1_rep_wt:1,-0.0307229507,-0.09901058
gcsR_mutant:PAO1_rep_wt:2,0.0307229507,0.09901058
gcsR_mutant:GcsR_rep:1,0.1244140009,0.5533789570000001
gcsR_mutant:GcsR_rep:2,-0.2863774348,-0.496722959
mexZ_knockout:del_mexZ:1,-0.3082749618,-0.536169212
