,A,devR
JSF:JSF_2026:3,2.9551313386,0.4946900453
JSF:JSF_2026:4,1.8040681339,0.4209718274
MTS1338:over_expression:1,-3.5075588795,-0.1394734326
MTS1338:over_expression:2,3.5075588795,0.1394734326
PAS:control:1,0.20873442050000002,0.1272006158
PAS:control:2,0.4453764523,0.2065844511
PAS:control:3,-0.6541108728,-0.33378506690000004
PAS:treated:1,-6.7957763514,-1.4001018818
PAS:treated:2,-5.8043826932,-1.1109224643
PAS:treated:3,-6.4524999223,-1.4245103271000001
THP-1:24h_THP_B_enriched:1,0.5250003864,0.2117428643
THP-1:24h_THP_B_enriched:2,-0.5250003864,-0.2117428643
aminoimidazoles:02h_treated:1,-1.4207724699,-0.5055499141
aminoimidazoles:02h_treated:2,-1.2789820528,-0.47137565410000004
aminoimidazoles:24h_treated:1,0.43958268170000003,-0.615034097
aminoimidazoles:24h_treated:2,0.6755981793,-0.6335525578
aminoimidazoles:untreated:1,0.0234033734,0.0052512911
aminoimidazoles:untreated:2,0.07770481130000001,-0.0328627432
aminoimidazoles:untreated:3,-0.1011081846,0.0276114521
antibiotic:ctrl_24h:1,0.20409384100000003,0.9465753677000001
antibiotic:ctrl_24h:2,0.2980380421,0.7333985656
antibiotic:ctrl_24h:3,-1.4306642808,-0.0592995849
antibiotic:ctrl_4h:1,-0.3062957866,-0.0868112211
antibiotic:ctrl_4h:2,0.5833065719,-0.2013002169
antibiotic:ctrl_4h:3,-0.2770107853,0.288111438
antibiotic:izd_4h:1,-2.7553015029,2.8716576448
antibiotic:izd_4h:2,-1.351424265,2.615177896
base:wt_glu_24:1,1.7680435380000001,0.4171947556
base:wt_glu_24:2,-1.4181700635,-0.1842273666
base:wt_glu_24:3,0.7123651314,-0.20847415090000002
base:wt_glu_6:1,-0.9718334856,-0.2187289492
base:wt_glu_6:2,1.1192273003,0.29857600160000003
base:wt_glu_6:3,-0.14739381470000001,-0.07984705240000001
base:wt_llac_24:1,1.6322240008,0.0101549786
base:wt_llac_24:2,0.5491234030000001,-0.0326341478
base:wt_llac_24:3,21.1518081226,3.274978639
base:wt_llac_6:1,-0.40973571550000004,-0.5180007432
base:wt_llac_6:2,24.7473410895,4.1751871263
base:wt_llac_6:3,0.2291581249,0.0211761996
base:wt_pyr_24:1,0.1846898571,-0.1645688438
base:wt_pyr_24:2,23.533825612,4.1058905911
base:wt_pyr_24:3,9.4929762069,2.0294914333
base:wt_pyr_6:1,23.6986191324,3.6070952849999998
base:wt_pyr_6:2,-0.2742993042,-0.6064264224
base:wt_pyr_6:3,0.1447304805,-0.4974111074
biofilm:biofilm:1,-4.7090833813,-1.4407184621
biofilm:biofilm:2,-4.5596920869,-1.4381794526
biofilm:planktonic:1,0.0038678228,-0.010131659000000001
biofilm:planktonic:2,-0.0038678228,0.010131659000000001
btz043:0_days_.006:1,0.0188790482,-0.040859826700000004
btz043:0_days_.006:2,0.0920667879,-0.02001954
btz043:0_days_.006:3,0.24108479270000002,0.12683881830000002
btz043:0_days_control:1,0.09852730430000001,0.0359280677
btz043:0_days_control:2,-0.0308766097,0.009773747000000001
btz043:0_days_control:3,-0.0676506945,-0.0457018147
btz043:1_days_.006:1,-2.3759175812,0.338862545
btz043:1_days_.006:2,-1.8471600291999999,0.3023006122
btz043:1_days_.006:3,-1.9859056608,0.2985668896
btz043:1_days_.006:4,-2.2778706785000002,0.3168410296
btz043:1_days_control:1,-1.1577553486,0.3763546182
btz043:1_days_control:2,-1.3278842431,0.4369527056
btz043:1_days_control:3,-0.567067842,0.4717507866
btz043:1_days_control:4,-1.2936048234,0.3762400402
clarithromycin:1_days_control:1,-0.6196563168,-0.2311578718
clarithromycin:1_days_control:2,0.3469450522,0.06697336720000001
clarithromycin:1_days_control:3,0.2727112646,0.1641845046
cnpB:del:1,2.6135667365,0.5223420269
cnpB:del:2,2.8874693319,0.6277276041000001
cnpB:del:3,1.4614182924999999,0.5147435493
cnpB:wt:1,1.510384586,0.015169845400000001
cnpB:wt:2,0.1323153298,-0.1072965097
cnpB:wt:3,-1.6426999158000002,0.0921266642
csoR:ko:1,13.9362043062,2.7381407715
csoR:ko:2,14.1633292668,2.9719461273
csoR:wt:1,0.3095084568,-0.0129166165
csoR:wt:2,-0.3095084568,0.0129166165
dap:0_days_25:1,0.35722332,0.1852962336
dap:0_days_25:2,0.4013469095,0.1421157086
dap:0_days_25:3,0.2420558123,0.1485854463
dap:0_days_25:4,0.4079425457,0.12114798950000001
dap:0_days_control:1,0.0362301521,-0.033561925900000004
dap:0_days_control:2,0.1534519144,-0.0654729861
dap:0_days_control:3,-0.0939959051,-0.012445224000000001
dap:0_days_control:4,-0.0956861614,0.1114801359
dap:1_days_25:1,-0.9077411509000001,0.38385285900000005
dap:1_days_25:2,-0.0895368347,0.2687804013
dap:1_days_25:3,-0.5046874612,0.3908900514
dap:1_days_25:4,-0.1746366439,0.18204873600000002
dap:1_days_control:1,-0.9780106003000001,0.1082032056
dap:1_days_control:2,-1.1649794596,0.1489391984
dap:1_days_control:3,-0.5980084774000001,0.0216966686
dap:1_days_control:4,-0.6392634220000001,0.0382073415
degradosome:mutant_rnj:1,-5.5055104243,-1.4515291327
degradosome:mutant_rnj:2,-5.1496986468,-1.4104968917
degradosome:mutant_rnj:3,-4.4187421752,-1.0954825616
degradosome:PNPase_ko:1,-1.4912173527,-1.6901040762
degradosome:PNPase_ko:2,-1.3426937609,-1.3574757373000002
degradosome:PNPase_ko:3,-1.5654161235,-1.4398924327
degradosome:Rnase_E_ko:1,-2.5551570187,-0.4610380157
degradosome:Rnase_E_ko:2,-3.1116390929,-0.201696657
degradosome:Rnase_E_ko:3,-2.1504761166,-0.5110921384
degradosome:wt_cas9_ctrl:1,16.7641468353,2.7898417243
degradosome:wt_cas9_ctrl:2,12.4898890468,1.8604269249
degradosome:wt_cas9_ctrl:3,16.6080856013,3.0293202938
degradosome:wt_expn:1,-0.2477431169,0.1044391509
degradosome:wt_expn:2,0.0879674711,-0.014861049400000001
degradosome:wt_expn:3,0.1597756458,-0.0895781015
delam:0_days_.09:1,0.3463193037,-0.087067434
delam:0_days_.09:2,0.5541197046,-0.2919847365
delam:0_days_.09:3,0.4062851709,-0.07233696790000001
delam:0_days_.09:4,0.267264005,-0.0062526209
delam:0_days_control:1,0.34154812760000003,0.029229263000000002
delam:0_days_control:2,-0.1288773618,0.0054115602
delam:0_days_control:3,-0.16882776230000002,-0.10099394240000001
delam:0_days_control:4,-0.0438430035,0.0663531191
delam:1_days_.09:1,-0.1826835779,0.28104408210000004
delam:1_days_.09:2,-0.3608799313,0.11069513160000001
delam:1_days_.09:3,-0.2149863324,0.050367711100000004
delam:1_days_.09:4,0.15989107860000001,0.1363518833
delam:1_days_control:1,0.0318555342,0.0928537881
delam:1_days_control:2,0.0368365338,0.2667557564
delam:1_days_control:3,0.3151790416,0.1455455813
delam:1_days_control:4,0.7147177304,0.2603256628
dg_inh:both:1,-1.8325187673,0.1755106296
dg_inh:both:2,3.1551795271,1.853617968
dg_inh:both:3,1.4042730869,1.4089722601
dg_inh:dg:1,-1.5849740103,0.1808595135
dg_inh:dg:2,-1.9875569227,-0.1069160237
dg_inh:dg:3,-2.4838453099,-0.2182816152
dg_inh:DMSO:1,0.3596803844,-0.019091769300000002
dg_inh:DMSO:2,-0.4195301839,-0.0070384955
dg_inh:DMSO:3,0.0598497995,0.026130264900000002
dg_inh:inh:1,-0.0689599582,0.8172577823
dg_inh:inh:2,-0.7729702724,0.5139739153
dg_inh:inh:3,-1.032556809,0.474625799
dormancy:dormant_20d_rifampicin:1,2.3055462852,0.5863004607
dormancy:dormant_20d_rifampicin:2,2.6048017282,0.32453236690000004
dormancy:dormant_20d_rifampicin:3,2.7590720602000003,0.3146050681
dormancy:dormant_no_treatment:1,-0.4652151774,-0.1786935418
dormancy:dormant_no_treatment:2,0.20017585440000002,0.119767258
dormancy:dormant_no_treatment:3,0.2650393229,0.0589262838
eccE1:control:1,0.0119301305,0.0566716528
eccE1:control:2,-0.0119301305,-0.0566716528
eccE1:delta_eccE1:1,0.4733266592,-0.0266954773
eccE1:delta_eccE1:2,0.4153124946,-0.0309683328
eccE1:delta_eccE1_eccE1_HA_comp:1,0.38788222180000004,-0.0768890223
eccE1:delta_eccE1_eccE1_HA_comp:2,0.2585890795,-0.0332261765
eccE1:delta_eccE1_empty_vector:1,0.1940570862,0.11245199260000001
eccE1:delta_eccE1_empty_vector:2,0.1234941024,0.028416081000000003
eccE1:delta_eccE1_myc_p1_HA_comp:1,-1.3325497927,-0.11049691410000001
eccE1:delta_eccE1_myc_p1_HA_comp:2,-1.2775859237,-0.2535597428
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.2717943719,0.1066251245
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.3153668019,-0.0760884856
emb:0_days_2.45:1,-0.1877113116,0.014916913700000001
emb:0_days_2.45:2,-0.5718018689000001,-0.0890932048
emb:0_days_2.45:3,-0.38145335,0.1774243925
emb:0_days_2.45:4,-0.8717172026000001,-0.24953534570000002
emb:0_days_control:1,0.1071621309,-0.1790154065
emb:0_days_control:2,-0.2413503989,-0.0978467871
emb:0_days_control:3,0.39841699410000003,0.15124504260000002
emb:0_days_control:4,-0.26422872610000003,0.1256171509
emb:1_days_2.45:1,0.4179896382,0.1608237917
emb:1_days_2.45:2,0.5151164027,0.044070877700000004
emb:1_days_2.45:3,0.4412094136,0.0758966396
emb:1_days_2.45:4,0.6573650257,0.0872226604
emb:1_days_control:1,1.6704815128,0.1502607591
emb:1_days_control:2,1.1034456055,0.0658197999
emb:1_days_control:3,1.4081339092,0.0674885143
emb:1_days_control:4,1.5564183702,0.044928490700000004
espL:ko:1,-0.5584757487,-0.0615396542
espL:ko:2,-1.1034346042,-0.1189384227
espL:wt:1,-1.16702747,-0.1378423311
espL:wt:2,1.16702747,0.1378423311
esx_1:ko:1,0.7941687831,0.2426937341
esx_1:ko:2,-0.8157562097000001,0.0549979768
esx_1:wt:1,0.2693183314,-0.049610746500000004
esx_1:wt:2,-0.1349065388,-0.11681098370000001
esx_1:wt:3,-0.1344117926,0.1664217302
genotoxic:control:1,1.7682259805,0.45577302940000003
genotoxic:control:2,-1.7682259805,-0.45577302940000003
genotoxic:growth_supplement:1,-1.5385129342,-1.0038139971
genotoxic:growth_supplement:2,-1.9543002616,-0.685961622
growth:tss_expnt:1,-4.8312069939,-1.9799465992
growth:tss_expnt:2,-2.0512340588,-0.7602797739
growth:tss_expnt:3,-3.6852711588,-1.6502524935
growth:tss_starved:1,-12.3981656151,-3.4250265502
growth:tss_starved:2,-12.8110430161,-3.8857855916
growth:tss_starved:3,-13.9932382544,-3.1927523818
growth:wt_expn:1,0.0608436762,0.0131310357
growth:wt_expn:2,0.8451168705000001,0.1942290089
growth:wt_expn:3,-0.9059605467,-0.20736004460000002
hs2:treated:1,3.4115121122,0.9932888929
hs2:treated:2,3.9778653587,1.1109813924
hs2:treated:3,5.3387028057,1.4068841287
hs2:untreated:1,-0.7764715742,0.070536967
hs2:untreated:2,-0.17306753460000002,0.0255834887
hs2:untreated:3,0.9495391088,-0.09612045570000001
hypoxia:000h_.81_DO:1,-0.7041292629,0.07276852040000001
hypoxia:000h_.81_DO:2,-0.3544417382,-0.3021220443
hypoxia:000h_.81_DO:3,1.0585710011,0.2293535239
hypoxia:017h_.57_DO:1,-0.3364337142,-0.1940250667
hypoxia:017h_.57_DO:2,0.5743637574,-0.0924047155
hypoxia:017h_.57_DO:3,-1.1973247888,0.0378061275
hypoxia:023h_.42_DO:1,-3.6812908744,0.1036724145
hypoxia:023h_.42_DO:2,-4.6542628093000005,-0.3831272947
hypoxia:040h_.11_DO:1,-2.4063095648,-0.1822114228
hypoxia:040h_.11_DO:2,-1.6815396699,-0.1317751264
hypoxia:041h_.09_DO:1,0.23374278,0.4654027243
hypoxia:041h_.09_DO:2,2.4782883525,0.8226374096
hypoxia:041h_.09_DO:3,1.4658381284,0.7417311050000001
hypoxia:042h_.07_DO:1,1.2167192219,1.1046878701
hypoxia:042h_.07_DO:2,3.1352917239,1.2087751323
hypoxia:043h_.06_DO:1,3.5062558785,1.3336046836
hypoxia:043h_.06_DO:2,5.4375577796,1.9773114657000002
hypoxia:043h_.06_DO:3,6.267569548,1.8766515957
hypoxia:044h_.04_DO:1,7.9230261468,2.3805295317
hypoxia:044h_.04_DO:2,10.6936720946,2.7774219853
hypoxia:044h_.04_DO:3,8.9319902785,2.3529159452
hypoxia:047h_0_DO:1,10.5237829044,2.9715470734
hypoxia:047h_0_DO:2,20.8587517186,4.4416195555
hypoxia:047h_0_DO:3,21.7218891152,4.8598900105
hypoxia:049h_0_DO:1,21.3294232684,4.8193250307
hypoxia:049h_0_DO:2,20.211242099,4.4155455458
hypoxia:049h_0_DO:3,22.8868058581,5.5357560441
hypoxia:050h_0_DO:1,23.4981547802,5.4320728269
hypoxia:050h_0_DO:2,19.5528230363,4.4443541157
hypoxia:050h_0_DO:3,20.8655239558,4.6728080221
hypoxia:052h_0_DO:1,21.8871186292,5.0325813943
hypoxia:052h_0_DO:2,17.7873941786,3.7915800139
hypoxia:052h_0_DO:3,18.728470269,4.2736357334
hypoxia:054h_0_DO:1,16.9753186121,3.5875756918
hypoxia:054h_0_DO:2,18.6681589855,4.1391671957
hypoxia:054h_0_DO:3,19.3523113373,4.6576294134000005
hypoxia:054h_0_DO:4,17.3949192546,3.8290559086
hypoxia:054h_0_DO:5,22.1634615976,4.9729888298
hypoxia:070h_0_DO:1,19.2314417735,4.3556539411
hypoxia:070h_0_DO:2,19.9570660191,4.274924633
hypoxia:088h_0_DO:1,21.0121261496,4.0567687554
hypoxia:088h_0_DO:2,22.8584658959,4.5071816443
hypoxia:114.5h_.04_DO:1,16.4192993592,3.269151111
hypoxia:114.5h_.04_DO:2,13.164648051,2.7019672195
hypoxia:114.5h_.04_DO:3,11.1054059832,2.1363292849
hypoxia:115h_.06_DO:1,11.0839004453,2.1574089117
hypoxia:115h_.06_DO:2,17.7370481488,3.309029428
hypoxia:115h_.06_DO:3,14.4992115048,2.6623317261
hypoxia:116h_.11_DO:1,11.6135006586,2.1340847768
hypoxia:116h_.11_DO:2,14.7938241571,2.720050057
hypoxia:116h_.11_DO:3,17.3385310572,3.2507475842
hypoxia:120h_.47_DO:1,7.8598150839,1.6079208979000001
hypoxia:120h_.47_DO:2,10.9108272006,2.0381847395
hypoxia:120h_.47_DO:3,5.8761313167,1.2897460357
kinase:DMSO_0h_F:1,12.3031791354,1.1214677865
kinase:DMSO_0h_F:2,10.0413216895,0.7714348939
kinase:DMSO_0h_F:3,10.6774889554,0.9390382434000001
kinase:DMSO_0h_H:1,0.6920599496000001,-0.0459541667
kinase:DMSO_0h_H:2,-0.2817117266,-0.217649629
kinase:DMSO_0h_H:3,2.4914879271,-0.0663823919
kinase:DMSO_0h_H:4,-0.073516144,-0.1833723229
kinase:DMSO_0h_H:5,2.305568887,-0.0169277961
kinase:DMSO_0h_H:6,-0.2155122258,-0.051205563200000005
kinase:DMSO_0h_I:1,-0.1531636938,-0.050158347900000004
kinase:DMSO_0h_I:2,0.4539537987,-0.0580064626
kinase:DMSO_0h_I:3,1.0887873759,-0.0898667001
kinase:DMSO_0h_I:4,-0.5387179804000001,-0.1220953661
kinase:DMSO_0h_I:5,-0.9493258492000001,0.28501395
kinase:DMSO_0h_I:6,0.0984663488,0.0351129268
kinase:pknD_T10_48h:1,17.3548174594,2.2943406589
kinase:pknD_T10_48h:2,18.1836577934,2.502503439
kinase:pknD_T10_48h:3,18.7807844365,2.6109935769
kinase:pknL_T10_48h:1,16.7369403005,2.4754395208
kinase:pknL_T10_48h:2,16.4467561933,2.4258429511
kinase:pknL_T10_48h:3,15.3241833858,2.0973546565
kinase:pknL_T4_48h:1,13.9263249736,1.6825913672000001
kinase:pknL_T4_48h:2,16.0636224812,2.1057292464
kinase:pknL_T4_48h:3,15.5649047026,1.9763374135
kinase:T10_12h_F:1,12.8483830813,1.5191160348000001
kinase:T10_12h_F:2,12.1206530644,1.4226469165
kinase:T10_12h_F:3,13.4950140628,1.6741830417
kinase:T10_12h_H:1,11.1222507879,1.3552757611000001
kinase:T10_12h_H:2,9.2294553601,1.2032899606
kinase:T10_12h_H:3,6.4848505825,0.7076490695000001
kinase:T10_12h_I:1,2.7723379559,0.1695748158
kinase:T10_12h_I:2,7.0535462818,0.4172282344
kinase:T10_24h_F:1,14.3494257032,1.9121738337
kinase:T10_24h_F:2,16.9576749681,2.4485683273
kinase:T10_24h_F:3,13.1330149485,1.6610334379
kinase:T10_24h_H:1,6.1713053625,0.153697081
kinase:T10_24h_H:2,9.9855270637,0.7463321922
kinase:T10_24h_H:3,9.543798217199999,0.9242682731
kinase:T10_24h_I:1,10.2508355453,0.8417456485
kinase:T10_24h_I:2,8.8092306566,0.643897845
kinase:T10_48h_F:1,19.2000610113,2.4518118982
kinase:T10_48h_F:2,14.4137390028,1.3023127712
kinase:T10_48h_F:3,14.8233173222,1.6070997403
kinase:T10_48h_H:1,12.3702829868,1.179026018
kinase:T10_48h_H:2,14.2446366005,1.7908088571
kinase:T10_48h_H:3,12.5769190429,1.5583110861
kinase:T10_48h_I:1,14.9527747209,1.8974819769
kinase:T10_48h_I:2,15.6633959459,2.0373469596
kinase:T10_48h_I:3,13.7228517752,1.6542521894000002
kinase:T4 _48h_H:1,15.2180436631,1.581356044
kinase:T4 _48h_H:2,16.7246974129,1.8607260903
kinase:T4 _48h_H:3,17.8366421701,2.0892154223
kinase:T4 20 _12h_I:1,7.3953146163,0.3109623755
kinase:T4 20 _12h_I:2,9.4296414355,0.8416682464
kinase:T4 20 _12h_I:3,7.9395291656,0.4023567592
kinase:T4_12h_F:1,11.8896127325,1.2501083556
kinase:T4_12h_F:2,13.0722012942,1.4988647240000001
kinase:T4_12h_F:3,12.0525294274,1.2609606345
kinase:T4_12h_H:1,12.0236011341,1.3234345458
kinase:T4_12h_H:2,7.4157492922,0.5826531806
kinase:T4_12h_H:3,5.8524237706,0.36934906900000003
kinase:T4_24h_F:1,12.9102828161,1.2944839992000001
kinase:T4_24h_F:2,11.6583264516,1.1598495924
kinase:T4_24h_F:3,13.8059299795,1.5689368921
kinase:T4_24h_H:1,14.0251744507,1.5579027873
kinase:T4_24h_H:2,11.7658178113,1.1474212743
kinase:T4_24h_H:3,9.7228598539,0.783713446
kinase:T4_24h_I:1,9.7266820683,0.5315690765000001
kinase:T4_24h_I:2,11.7791730919,0.9359935978
kinase:T4_48h_F:1,16.1795805921,1.8276355628
kinase:T4_48h_F:2,16.8150247808,1.9640246426
kinase:T4_48h_F:3,17.3638967375,2.0638012556
kinase:T4_48h_I:1,14.9501567317,1.6398572281
kinase:T4_48h_I:2,11.6589289859,0.7456675994
kinase:T4_48h_I:3,13.1659911346,1.2237322768
kinase:WT_T10_48h:1,15.8473212944,1.975845909
kinase:WT_T10_48h:2,15.9003652764,1.8504172932
kinase:WT_T10_48h:3,15.2064041655,1.6556663792
kinase:WT_T10_48h:4,17.9535125941,2.2243729768
kinase:WT_T10_48h:5,14.7476216463,1.6089648474
kinase:WT_T4_48h:1,17.7234542481,2.2971754945000002
kinase:WT_T4_48h:2,15.6372078617,1.6244358755000001
kinase:WT_T4_48h:3,17.016650664,1.8608611916000002
levofloxacin:control:1,0.45248385820000003,0.2065891243
levofloxacin:control:2,0.2114980195,0.12720259
levofloxacin:control:3,-0.6639818776,-0.3337917143
levofloxacin:treated:1,-8.2285211272,-1.8432609607
levofloxacin:treated:2,-13.7041136451,-2.7747882805
levofloxacin:treated:3,-13.6984624243,-2.763704058
linez:0_days_4:1,2.6227200774,-0.48563398830000004
linez:0_days_4:2,3.644665947,-0.2681784371
linez:0_days_4:3,2.7568341344,-0.3067112487
linez:0_days_4:4,2.9276717999,-0.4305796336
linez:0_days_control:1,0.1056531114,0.0453047816
linez:0_days_control:2,-0.28017746520000003,-0.16635898070000002
linez:0_days_control:3,0.5827961319,0.044017052800000005
linez:0_days_control:4,-0.4082717782,0.0770371464
linez:1_days_4:1,-0.9813914473,0.1921356408
linez:1_days_4:2,-0.9850725932000001,0.20167908110000002
linez:1_days_4:3,-1.3842750697000001,0.2724295356
linez:1_days_4:4,-1.2288713422,0.0854506079
linez:1_days_control:1,-0.3760142877,0.1007552263
linez:1_days_control:2,0.1953114094,0.2136798922
linez:1_days_control:3,-0.5719436639000001,-0.016822613400000002
lipid:dextrose_exp:1,0.0548419871,-0.008705057700000001
lipid:dextrose_exp:2,-0.0548419871,0.008705057700000001
lipid:dextrose_hypo:1,6.2913844632,-0.7751650274
lipid:dextrose_hypo:2,10.5030149185,0.4914101051
lipid:dextrose_stat:1,-2.9467285075,-0.6630607192
lipid:dextrose_stat:2,-2.3640529143,-0.4634214089
lipid:lipid_exp:1,17.6823322913,1.9282651284
lipid:lipid_exp:2,14.7601098201,1.5196303816999999
lipid:lipid_stat:1,-3.5904284105,-0.8014055245
lipid:lipid_stat:2,-1.0680105967,-0.7979053867
mcr11:mcr11_mutant:1,-1.8778366429000002,-0.5318345079
mcr11:mcr11_mutant:2,-1.6338363637,-0.5278515359
mcr11:mcr11_mutant:3,-1.5234847911,-0.2658850667
mcr11:wt:1,-1.6982663865,-0.5566288977
mcr11:wt:2,-1.7224105137999999,-0.5761522391
mcr11:wt:3,3.4206769003,1.1327811368
miceAV_macro:24h_control:1,-0.4209254528,-0.019823302600000002
miceAV_macro:24h_control:2,-0.2964930227,-0.0796453468
miceAV_macro:24h_control:3,0.7174184755,0.0994686494
miceBMDM:inf02:1,0.9434258669000001,-0.6979139706
miceBMDM:inf02:2,-0.4074567804,-0.7747228930000001
miceBMDM:inf02:3,2.7778565699,-0.32833066850000003
miceBMDM:inf24:1,0.9160006407,-0.4427268132
miceBMDM:inf24:2,3.9874934661,0.13846769820000002
miceBMDM:inf24:3,1.4609682594,-0.5300304905000001
miceBMDM:inf08:1,2.5358763979,0.0090766978
miceBMDM:inf08:2,4.612146017,0.11018949980000001
miceBMDM:inf08:3,5.8511114789,0.2768762154
miceBMDM:no_inf02:1,0.08953649080000001,-0.0919463372
miceBMDM:no_inf02:2,0.0335407239,-0.0387089002
miceBMDM:no_inf02:3,-0.1230772147,0.1306552374
miceBMDM:no_inf24:1,0.0639685508,-0.2353013334
miceBMDM:no_inf24:2,1.0861710123,-0.056133766200000004
miceBMDM:no_inf24:3,-0.0601042264,-0.1754081785
miceBMDM:no_inf08:1,-0.2590396707,-0.051761064100000004
miceBMDM:no_inf08:2,-0.26509604670000003,-0.1615035069
miceBMDM:no_inf08:3,-0.2009892717,-0.123175246
miceNF:control:1,0.1680973388,0.1342611121
miceNF:control:2,-0.1680973388,-0.1342611121
miceNF:invivo:1,6.8921124556,1.1207783443000001
miceNF:invivo:2,9.8253201031,1.700720702
miceNF:invivo:3,8.7333893904,1.9001802289
mihF:mihF_mutant_atc:1,-4.5114705756,0.522667006
mihF:mihF_mutant_atc:2,-4.5963835196,0.6361528782
mihF:mihF_mutant_no_atc:1,2.1427383314,0.11470623790000001
mihF:mihF_mutant_no_atc:2,-1.2825377296,-0.1321311814
mihF:wt_atc:1,0.23791989870000002,0.0386193236
mihF:wt_atc:2,0.8673976535,-0.0893500269
mihF:wt_no_atc:1,-0.042185277300000004,-0.052604413
mihF:wt_no_atc:2,0.042185277300000004,0.052604413
mmpl3:mutant_no_ATC:1,-1.5727914992,-0.1794259233
mmpl3:mutant_no_ATC:2,1.5727914992,0.1794259233
mmpl3:mutant_with_ATC:1,-1.004787519,-1.0320510784
mmpl3:mutant_with_ATC:2,-0.3413704976,-0.9554665842000001
mrsI:ko_iron_atc:1,0.6041409686,0.0955590883
mrsI:ko_iron_atc:2,0.4910679436,-0.1665598379
mrsI:ko_iron_no_atc:1,-0.944308067,0.09743502600000001
mrsI:ko_iron_no_atc:2,-1.2208735468,0.5997303597
mrsI:ko_ox_atc:1,-0.8840206746,0.7731742597
mrsI:ko_ox_atc:2,-1.0167132992,0.1454862847
mrsI:ko_ox_no_atc:1,3.3683801739,-0.1485951788
mrsI:ko_ox_no_atc:2,3.0675422883,-0.7674736157000001
mrsI:ko_sds_atc:1,3.038667041,-0.8807653701
mrsI:ko_sds_atc:2,2.2697010517000002,-0.24834948410000002
mrsI:ko_sds_no_atc:1,0.34788496280000003,-0.0295468444
mrsI:ko_sds_no_atc:2,0.550748467,-0.28641534150000003
mrsI:wt_iron_atc:1,0.2168413683,-0.0290328308
mrsI:wt_iron_atc:2,0.09582757210000001,0.1130482532
