sample,BSU_misc_RNA_55
M0t45_3,16.5041
M0t90_1,16.4346
M0t90_2,16.4727
M0t90_3,16.4718
M40t45_1,16.4495
M40t45_2,16.4786
M40t45_3,16.4768
M40t90_1,16.4802
M40t90_2,16.477
M40t90_3,16.4645
dia0_1,16.4657
dia0_2,16.4733
dia0_3,16.4854
dia5_1,16.4821
dia5_2,16.4652
dia5_3,16.4648
dia15_1,16.4867
dia15_2,16.474
dia15_3,16.4444
Diami_1,16.4203
Diami_2,16.4556
Diami_3,16.4115
Paraq_1,16.4027
Paraq_2,16.4263
Paraq_3,15.265
H2O2_1,15.9895
H2O2_2,16.4428
H2O2_3,16.0733
Oxctl_1,16.2914
Oxctl_2,16.3972
Oxctl_3,16.4312
GM-0.1_1,16.3125
GM-0.2_1,16.0431
GM+5_1,16.3645
GM+15_1,16.1673
GM+25_1,16.4875
GM+45_1,16.4472
GM+60_1,16.4772
GM+90_1,16.4551
GM+120_1,16.0252
GM+150_1,16.4318
GM-0.1_2,16.4874
GM-0.2_2,16.4491
GM+5_2,16.4843
GM+10_2,16.4745
GM+15_2,16.4661
GM+25_2,16.4804
GM+45_2,16.2418
GM+60_2,16.3419
GM+90_2,16.4434
GM+150_2,16.4874
GM-0.1_3,16.4215
GM-0.2_3,16.4905
GM+5_3,16.4734
GM+10_3,16.4411
GM+15_3,16.452
GM+25_3,16.4403
GM+45_3,16.2984
GM+60_3,16.3191
GM+90_3,16.4545
GM+120_3,16.3524
GM+150_3,16.4745
MG-0.1_1,16.3937
MG+5_1,16.4348
MG+10_1,16.4781
MG+15_1,16.4543
MG+25_1,16.4763
MG+45_1,16.4673
MG+120_1,16.4224
MG+150_1,16.4642
MG-0.1_2,16.2462
MG-0.2_2,16.4845
MG+5_2,16.4684
MG+10_2,16.4821
MG+15_2,16.4527
MG+25_2,16.4474
MG+45_2,16.2783
MG+60_2,16.4575
MG+90_2,16.3824
MG+120_2,16.4692
MG-0.1_3,16.4699
MG-0.2_3,16.4475
MG+5_3,16.4363
MG+10_3,16.2003
MG+15_3,16.4787
MG+25_3,16.4752
MG+45_3,16.4971
MG+60_3,16.3629
MG+90_3,16.4757
MG+120_3,16.4595
MG+150_3,16.4661
