,A,Dnr,Anr
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,0.482808232,1.9875797780000002,-0.0018737880000000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.10801044600000001,-1.155615415,-0.079808802
HapZ_SagS_mutants:delHApZ:1,-0.48060437500000003,-0.885846949,0.24311596
HapZ_SagS_mutants:delHApZ:2,-0.8996318520000001,-0.638176882,-0.34928738
HapZ_SagS_mutants:delHApZ:3,-0.15489102200000002,-0.578955761,-0.35207091700000004
HapZ_SagS_mutants:delSagS:1,-1.406640075,-0.15365794800000002,0.269017817
HapZ_SagS_mutants:delSagS:2,-2.315807074,-1.129703547,-0.067561169
HapZ_SagS_mutants:delSagS:3,0.123623802,1.75418407,-0.211930046
HapZ_SagS_mutants:delHapZp:1,-2.413517452,-0.32860290600000003,0.143577581
yhjH_knockout:PA_delyhjH_wt:1,0.047832169,-0.011678245,0.071695381
yhjH_knockout:PA_delyhjH_wt:2,-0.047832169,0.011678245,-0.071695382
yhjH_knockout:PA_delyhjH:1,0.288309835,0.226944307,0.21198528100000003
yhjH_knockout:PA_delyhjH:2,0.370459594,0.13705429300000002,0.24923625500000002
yhjH_knockout:PA_delwspF:1,4.995115567,0.555827166,-1.571547331
yhjH_knockout:PA_delwspF:2,4.740160193,0.21112132800000002,-1.154461754
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,26.530075,-0.486062826,0.34218565500000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,26.73227816,-0.124738212,0.29455522900000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,22.52895306,0.5616818090000001,0.311023264
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,21.0487079,-0.11074621300000001,0.38093766300000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,2.624149172,-0.35869385400000003,-0.007142645
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-1.026714853,-0.274144912,-0.12633412800000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.12472931100000001,0.073310634,0.12205141200000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-1.72216363,0.559528133,0.01142536
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,0.568024335,0.940760954,0.9750769210000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,0.030656923000000003,0.861559446,0.898144991
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,2.05002781,-0.172184938,-0.0033346720000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-1.597147034,-0.087630371,-0.122520427
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.45288077600000004,0.25981531,0.1258551
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.6506482450000001,-0.006686374,-0.12802580600000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-2.990659274,-0.37205980600000005,-0.027126631000000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-2.889533384,-0.410474139,0.006034645000000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.6506482450000001,0.006686374,0.12802580600000002
Lung_infection_transcriptome:PA01_LS1:1,-0.8735648840000001,-0.6864441330000001,-0.9854503170000001
Lung_infection_transcriptome:PA01_LS1:2,-0.774011981,-0.5543837850000001,-0.8722569750000001
Lung_infection_transcriptome:PA01_CS1:1,0.211994016,-0.008920759,-0.01315615
Lung_infection_transcriptome:PA01_CS1:2,-0.211994016,0.008920759,0.01315615
Testosterone_treatment:Testosterone_Control:1,0.58179259,0.061269283,0.00041056100000000004
Testosterone_treatment:Testosterone_Control:2,-0.58179259,-0.061269283,-0.00041056
Testosterone_treatment:Testosterone_2.5:1,0.5338623760000001,0.63963514,0.19492366
Testosterone_treatment:Testosterone_2.5:2,-0.11809409900000001,0.246234363,0.134329629
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-10.82997972,0.19115948900000002,0.665439942
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-10.1725408,0.13957303100000001,0.5015930510000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-9.395368259,0.5782845910000001,0.691816186
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,11.03115805,-1.076044196,-0.364611199
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,10.75000846,-1.416045232,-0.450109325
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,10.3536092,-0.274301934,-0.31053710300000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-9.937466458,0.130072084,0.428952522
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-8.784665775,0.872456648,0.6724237150000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-8.466775265,0.495815057,0.46113955500000003
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,7.874802129,-0.469110434,-0.490902555
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,9.133566973,-0.382054316,-0.50682392
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,10.1805384,-0.647179041,-0.5647893190000001
Dispersed_cells:PAO1_dispersed_wt:1,-1.6449314940000002,-0.20772669700000002,-0.044232310000000004
Dispersed_cells:PAO1_dispersed_wt:2,1.6449314940000002,0.20772669700000002,0.044232310000000004
Dispersed_cells:PyhjH_dispersed:1,3.830931893,0.50390084,-0.12310741600000001
Dispersed_cells:PyhjH_dispersed:2,3.860027084,0.40332489400000004,0.050315524
Dispersed_cells:PA01_Planktonic:1,-26.99602086,-5.442938046,-1.177608716
Dispersed_cells:PA01_Planktonic:2,-27.75402216,-5.981426667,-1.280797795
Dispersed_cells:PAO1_Biofilm:1,-25.44954759,-4.2136740360000005,-0.160807165
Dispersed_cells:PAO1_Biofilm:2,-27.4965392,-4.338521867,-0.370963847
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,0.362675311,0.397951037,0.38887364
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,0.410243152,0.42746132600000003,0.5863061340000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,0.9063770240000001,0.169671561,0.420335336
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.339915725,0.105883421,-0.281024728
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.177116547,0.475724115,0.243176205
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.16279917800000002,-0.581607537,0.037848523
gcsR_mutant:PAO1_rep_wt:1,-0.09144465,-0.04716401,0.008329650000000001
gcsR_mutant:PAO1_rep_wt:2,0.09144465,0.04716401,-0.008329650000000001
gcsR_mutant:GcsR_rep:1,0.001323776,0.17440207100000002,-0.09539202000000001
gcsR_mutant:GcsR_rep:2,0.582204014,0.19996908900000002,-0.15124686
ampC_mutation:PA_Cef_taz_wt:1,-2.254655227,0.350321806,0.205824952
ampC_mutation:PA_mutS_Cef_taz:1,0.142428942,-0.230652456,0.20591741300000002
ampC_mutation:PA_mutS:1,-2.308437927,-0.585559522,-0.127783467
ampC_mutation:PA_mutS:2,-13.97996021,-1.855310782,-0.704232312
ampC_mutation:PA_mutS:3,-1.7297239690000001,0.203098729,0.39071512500000005
ampC_mutation:PA_Cef_taz_wt:2,2.254655227,-0.350321806,-0.205824952
ampC_mutation:PA_mutS_Cef_taz:2,-1.0593518180000001,0.36212871700000004,0.555568445
ampC_mutation:PA_mutS:4,-1.3477005370000001,0.736831505,0.44791266100000005
ampC_mutation:PA_mutS:5,-14.99758628,-1.293580725,-0.643459828
ampC_mutation:PA_mutS:6,1.372247861,0.39737544700000005,0.33363006100000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,4.601683685,1.784582496,1.01013679
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.836075769,1.272135444,0.98880416
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,6.858857892,0.606981089,0.50838759
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.569724491,0.33941245200000003,0.26436357
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-1.889957284,-1.211564776,-0.641455745
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-2.042024237,-0.555213346,-0.70220981
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-1.505777933,-1.289939816,-0.655275394
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,6.416601518,1.44118568,-0.797127545
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,6.124071995,1.546751704,-0.6526615370000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,6.710856187,1.567211619,-0.5848739780000001
n-alkanes_treatment:PA_alkane:1,-4.176179364,-2.829925517,0.055928104000000006
n-alkanes_treatment:PA_alkane:2,-4.921012768,-2.657275016,-0.110293047
n-alkanes_treatment:PA_Glycerol:1,0.223308275,-1.212152606,0.082046004
n-alkanes_treatment:PA_Glycerol:2,-2.9441091200000002,-0.974969276,-0.216538158
n-alkanes_treatment:PA_Glycerol:3,2.7208008450000003,2.187121882,0.134492154
Catabolise_Nucleic_Acids:L_asp:1,2.989733902,-0.007540904,-0.05866516
Catabolise_Nucleic_Acids:L_asp:2,-4.406671225,-0.38194175300000005,-0.07961712800000001
Catabolise_Nucleic_Acids:DNA_1:1,-0.249718024,-0.017114069000000003,-0.23365834200000002
Catabolise_Nucleic_Acids:DNA_1:2,0.677254369,0.268474643,0.371962669
Catabolise_Nucleic_Acids:DNA_1:3,-0.42753634500000004,-0.25136057300000003,-0.138304326
cysB_mutant:PAO1HH_wt:1,-0.819984236,-0.878011929,-0.047231269000000006
cysB_mutant:PAO1HH_wt:2,0.819984236,0.878011929,0.047231269000000006
cysB_mutant:cysBHH:1,1.029969669,0.455792458,0.9924221150000001
cysB_mutant:cysBHH:2,0.387839975,1.119764637,1.009554621
cysB_mutant:cysBHH:3,-0.538993397,1.337165031,1.185445678
ersA_knockout:delersA:1,-0.45608151900000005,0.276403603,0.6373523950000001
ersA_knockout:delersA:2,-2.858345441,0.042621097000000004,0.24988277800000003
ersA_knockout:wt_BHI:1,2.26716519,-0.041900352,0.222738765
ersA_knockout:wt_BHI:2,-2.26716519,0.041900351,-0.222738765
Farnesol_treatment:RNA of 0-1F_L:1,1.102534983,0.237380749,-0.05051220100000001
Farnesol_treatment:RNA of 0-1F_L:2,-0.19597188100000001,-0.018034302000000002,0.022196918000000003
Farnesol_treatment:RNA of 0-1F_L:3,-0.906563102,-0.219346446,0.028315284000000003
Farnesol_treatment:RNA of 6-F_L1:1,0.001761593,0.163406232,-0.19773447300000002
Farnesol_treatment:RNA of 6-F_L1:2,-0.054965037,-0.00112091,-0.347774369
Farnesol_treatment:RNA of 6-F_L1:3,0.037276852,-0.132924035,-0.32348635800000003
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.375845205,-1.051373621,-0.076851679
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-1.298824031,-0.42300071100000003,-0.07801102500000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-0.470401159,-0.8353158730000001,0.09380301
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.9369348820000001,0.14446101,0.16436477700000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,1.859913708,1.329913322,-0.009502074000000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-3.788526171,-0.517011381,0.13285655300000002
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-3.616728324,0.11607194400000001,0.018980571
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,3.616728324,-0.11607194500000001,-0.018980571
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-6.132008331,-0.288129915,-0.295736014
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-6.906720061,-0.058018329,-0.236102524
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-4.871701259,-0.048857482,0.566320209
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-5.9993978210000005,-0.42338684,0.19683629700000002
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-12.45626939,0.174868248,-0.206031973
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-10.55446858,0.27910650800000003,-0.04485868
Metabolic_fitness_plasmid:PAO1_pBS228:1,1.978798853,-0.050071429,-0.43930500400000005
Metabolic_fitness_plasmid:PAO1_pBS228:2,2.624909383,-0.22016871600000001,-0.332270074
Metabolic_fitness_plasmid:PAO1_RmS149:1,-12.55163645,0.115309744,0.002618879
Metabolic_fitness_plasmid:PAO1_RmS149:2,-8.003970332,0.09079113800000001,0.112128394
mexZ_knockout:del_mexZ:1,-4.864192422,-0.467060701,0.026820477000000002
mexZ_knockout:del_mexZ:2,-1.6465643399999998,0.158207553,-0.11654744400000001
mexZ_knockout:del_mexZ:3,-0.085408464,-0.381527906,-0.29497038200000003
mexZ_knockout:wt_LB:1,6.786772501,0.43278126400000005,-0.064802444
mexZ_knockout:wt_LB:2,-2.617455531,-0.040284542,0.08003123
mexZ_knockout:wt_LB:3,-4.16931697,-0.392496722,-0.015228787
Mucin_glycans:ABTGC:1,3.744092899,0.574255088,0.457248843
Mucin_glycans:ABTGC:2,6.545691192,0.23967785100000003,-0.110819818
Mucin_glycans:ABTGC:3,-0.436098698,-0.570748029,-0.336447616
Mucin_glycans:ABTGC:4,-4.564129187,-0.06738369999999999,0.020718492
Mucin_glycans:ABTGC:5,-5.289556206,-0.17580120800000001,-0.030699903
Mucin_glycans:MUC5B:1,9.793737909,3.371251788,1.668345268
Mucin_glycans:MUC5B:2,11.36154995,3.670601208,1.825743668
Mucin_glycans:Glycans:1,12.516949780000001,1.075985378,0.8009372170000001
Mucin_glycans:Glycans:2,8.055057997,0.344296912,0.236097298
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.8091482360000001,0.161698382,0.051699853000000004
NC_002516.2:Planktonic_total_RNA_Rep:2,2.6652951380000003,-0.18627781200000001,-0.151351347
NC_002516.2:Planktonic_total_RNA_Rep:3,-1.856146902,0.02457943,0.09965149300000001
NC_002516.2:Biofilm_total_RNA_Rep:1,-1.5704368,-1.791550365,-0.700321249
NC_002516.2:Biofilm_total_RNA_Rep:2,-1.179653739,-1.617952539,-0.604270878
Zinc_treatment:PA_Zn:1,7.951032925,-0.381746258,-0.005621939
Zinc_treatment:PA_Zn:2,8.086370169,-0.301766017,0.019842406
Zinc_treatment:PA_Zn:3,7.502037956,-0.11727111100000001,-0.002060642
Zinc_treatment:PA_Zn_wt:1,-0.06667497600000001,-0.013629129,-0.033611163
Zinc_treatment:PA_Zn_wt:2,0.06667497600000001,0.013629129,0.033611163
sRNA_ReaL_represses_RpoS:sRNA_wt:1,1.149121716,0.070909938,-0.07873790700000001
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-1.149121716,-0.070909938,0.07873790700000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,8.075887307,3.518479191,0.409546067
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,7.702530775,0.8277744210000001,0.161697637
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,11.7697051,1.056581461,0.52331638
Paeru_PRECISE:CAMHB_wt:1,9.78864295,1.470840648,0.775529629
Paeru_PRECISE:CAMHB_wt:2,9.248986126,0.844936384,0.44871687600000004
Paeru_PRECISE:CAMHB_wt:3,13.11283498,0.904559022,0.49438160200000003
Paeru_PRECISE:CAMHB_wt:4,9.794041771,0.6099909880000001,0.256156015
Paeru_PRECISE:M9glucAA_Pqt10:1,1.028814305,-0.37814026900000003,0.93301557
Paeru_PRECISE:M9glucAA_Pqt10:2,-1.739667005,-2.263995736,1.084842213
Paeru_PRECISE:M9glucAA_Pqt:1,-3.46385012,-2.338294717,1.19081547
Paeru_PRECISE:M9glucAA_Pqt:2,-0.835737202,-1.655263316,1.206601243
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.6025971440000002,-0.9428867390000001,1.18924728
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-1.557714463,-1.578914457,1.070505663
Paeru_PRECISE:M9glucAA_NaCl:1,-5.905642429,-1.8122465760000002,0.34024196
Paeru_PRECISE:M9glucAA_NaCl:2,-4.067344203,-0.6929200750000001,0.197874138
Paeru_PRECISE:M9glucAA_NaCl:3,-3.810624716,-0.14367115900000002,0.235713302
Paeru_PRECISE:CAMHB_wt:5,9.756727275,0.453876942,0.392009653
Paeru_PRECISE:CAMHB_wt:6,8.57654428,0.587143818,0.5542931999999999
Paeru_PRECISE:LB_wt:1,-0.340583189,-0.46129366200000005,-0.013924138
Paeru_PRECISE:LB_wt:2,0.8368376070000001,-0.24944944700000002,0.11486484500000001
Paeru_PRECISE:M9glucAA_wt:1,0.9432586650000001,-0.9848818180000001,0.9213391970000001
Paeru_PRECISE:M9glucAA_wt:2,1.873493917,-0.153179844,0.9732896780000001
Paeru_PRECISE:M9glucAA_lowpH:1,6.643076759,0.39011278,1.155303724
Paeru_PRECISE:M9glucAA_lowpH:2,5.722694782,0.704719839,1.088842298
Paeru_PRECISE:M9glucAA_DPD:1,-3.598209826,-1.78379704,0.849735102
Paeru_PRECISE:M9glucAA_DPD:2,-1.586772053,-1.9553813070000001,0.871772473
Paeru_PRECISE:M9sucAA_wt:1,-0.71869949,-1.087117248,0.46733377200000004
Paeru_PRECISE:M9sucAA_wt:2,4.120194592,0.488668341,0.293767557
Paeru_PRECISE:M9glucAA_NaCl:4,-4.162819115,-0.848507333,0.23613192500000002
Paeru_PRECISE:M9glucAA_NaCl:5,-3.865266753,-0.16480999300000002,0.30434221
Paeru_PRECISE:M9sucAA_wt:3,4.062044586,0.582206203,0.710561279
Paeru_PRECISE:M9sucAA_wt:4,3.6572638299999998,0.09735041700000001,0.8220575330000001
Paeru_PRECISE:R10LB_wt:1,3.9107842870000002,0.9652058090000001,0.6298905370000001
Paeru_PRECISE:M9glucAA_NaCl:6,-1.792244951,-0.436665381,0.52375315
Paeru_PRECISE:M9glucAA_NaCl:7,-2.543499698,-0.517177517,0.476284755
Paeru_PRECISE:M9fructAA_wt:1,2.919370198,-0.045536247,0.579897157
Paeru_PRECISE:M9fructAA_wt:2,2.255821257,-0.39630658700000004,0.421890664
Paeru_PRECISE:M9GlcNAcAA_wt:1,1.827762999,-0.34381219100000004,0.173760942
Paeru_PRECISE:M9GlcNAcAA_wt:2,2.309261082,-0.34726460600000003,0.36224755000000003
Paeru_PRECISE:M9pyruvAA_wt:1,-2.277245087,-0.517668333,-0.037191521000000005
Paeru_PRECISE:M9pyruvAA_wt:2,2.7602151790000002,0.15519960300000002,0.542416455
Paeru_PRECISE:M9fructAA_wt:3,2.553035215,-0.36153238,0.338365833
Paeru_PRECISE:M9fructAA_wt:4,0.497645502,-0.462001618,0.00048064
Paeru_PRECISE:M9GlcNAcAA_wt:3,-1.9532235670000002,-0.457980062,0.071129116
Paeru_PRECISE:M9GlcNAcAA_wt:4,-1.042190409,-0.473531315,0.41952565300000005
Paeru_PRECISE:M9glycAA_wt:1,-1.370281724,-0.194090651,0.346583852
Paeru_PRECISE:M9glycAA_wt:2,-1.357790213,-0.171406943,0.29395781600000004
Paeru_PRECISE:M9pyruvAA_wt:3,-2.229677301,-0.534873578,0.23759445
Paeru_PRECISE:CAMHB_wt:7,11.42723873,1.8204548850000002,0.9519309250000001
Paeru_PRECISE:CAMHB_wt:8,10.95157666,1.8585517550000001,0.828880021
Paeru_PRECISE:R10LB_wt:2,0.8502906520000001,0.36140167700000003,0.733649792
Paeru_PRECISE:R10LB_wt:3,2.129279593,0.6427507610000001,0.9719324290000001
Paeru_PRECISE:R10LB_wt:4,1.061038365,0.284027639,0.29151475200000004
Paeru_PRECISE:R10LB_wt:5,-1.8341137710000002,-0.3514672,-0.053306657
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,3.753712021,-0.430558516,0.507030764
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,1.418359111,-0.37456856,0.47400456
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,1.382819016,-0.558772934,-0.005066449000000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,1.086437848,-0.753697006,-0.055495171
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-2.817355167,-1.760698018,0.419415929
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-2.2691890470000002,-0.497859154,0.6053165530000001
Paeru_PRECISE:M9sucAA_wt:5,11.77394691,0.5126651480000001,0.839068349
Paeru_PRECISE:M9sucAA_wt:6,1.8847943960000002,0.134137726,0.8076157890000001
Paeru_PRECISE:R10LB_wt:6,-2.147041303,-0.715723101,-0.201362007
Paeru_PRECISE:R10LB_wt:7,-2.02650107,-0.84110269,-0.35972829700000003
Paeru_PRECISE:LB_wt:3,22.781913,1.094773244,-1.169538485
Paeru_PRECISE:LB_wt:4,25.84238805,1.292381614,-1.115282045
Paeru_PRECISE:R10LB_NaCl:1,17.95542917,-0.361621387,-1.280995875
Paeru_PRECISE:R10LB_NaCl:2,4.141435262,-0.16284393700000002,-0.623184072
Paeru_PRECISE:M9glucAA_wt:3,0.383590425,0.5950033840000001,-0.8862928280000001
Paeru_PRECISE:M9glucAA_Zn:1,15.80994373,4.23999928,-1.351512474
Paeru_PRECISE:M9glucAA_Cu:1,0.102507995,-0.215103923,-1.421527598
Paeru_PRECISE:M9glucAA_NaOCl:1,-1.613677865,-0.026884899,-1.164792774
Paeru_PRECISE:M9GlcNAcAA_8:1,-2.381845162,0.6087431910000001,-2.248618417
Paeru_PRECISE:M9GlcNAcAA_8:2,-2.349859118,0.5420479850000001,-1.794842842
Paeru_PRECISE:M9GlcNAcAA_4:1,-2.08935983,0.8880487420000001,-1.7583062950000001
Paeru_PRECISE:M9GlcNAcAA_4:2,-1.830649132,0.29889443200000004,-1.929257881
Paeru_PRECISE:M9GlcNAcAA_2:1,-1.749885789,0.614321051,-1.9068616930000002
