,A,LiuR
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,5.1699250038,0.501368095
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,5.6738346063,0.51377729
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,5.6455417144,0.428728677
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.1841254118,0.174324051
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.0734502754,-0.185764646
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.0710187131,0.154933606
Catabolise_Nucleic_Acids:L_asp:1,-0.29683592540000003,0.41267677900000005
Catabolise_Nucleic_Acids:L_asp:2,-0.2121567365,0.24145907400000002
Catabolise_Nucleic_Acids:DNA_1:1,-0.18053690860000002,-0.14349408900000002
Catabolise_Nucleic_Acids:DNA_1:2,0.028538538500000002,0.13011224600000001
Catabolise_Nucleic_Acids:DNA_1:3,0.1519983701,0.013381843000000001
Catabolite_repression:del_hfq_crc_wt:1,-0.5244472069,-0.25197417
Catabolite_repression:del_hfq_crc_wt:2,0.5244472069,0.25197417
Catabolite_repression:delHfq:1,3.0045635754,-1.444220676
Catabolite_repression:delHfq:2,3.187676411,-1.396020546
Catabolite_repression:deldcrc:1,11.2685385431,0.833666079
Catabolite_repression:deldcrc:2,9.623796474,0.39950696700000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.1917433054,-0.071487743
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,1.3548863297,0.445443515
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-1.5466296351,-0.373955772
Diallyl_disulphide_treatment:PAO1_DDS:1,-8.4385041578,-1.348992993
Diallyl_disulphide_treatment:PAO1_DDS:2,-10.1541127731,-1.34202443
Diallyl_disulphide_treatment:PAO1_DDS:3,-8.5670585907,-0.9705703800000001
Dispersed_cells:PAO1_dispersed_wt:1,0.9360016641000001,0.107132924
Dispersed_cells:PAO1_dispersed_wt:2,-0.9360016641000001,-0.107132924
Dispersed_cells:PyhjH_dispersed:1,2.270779052,1.148405285
Dispersed_cells:PyhjH_dispersed:2,2.2192406081,1.139758011
Dispersed_cells:PA01_Planktonic:1,-8.1292295049,-1.965842945
Dispersed_cells:PA01_Planktonic:2,-8.4134721524,-2.435541122
Dispersed_cells:PAO1_Biofilm:1,10.8012459644,2.837070713
Dispersed_cells:PAO1_Biofilm:2,11.8989493775,3.046283902
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,7.0568954117,2.9594791860000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,7.8140477665,2.723749754
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,8.3612181184,2.772554424
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-1.1584466609,0.131295629
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.0050159879,-0.037686409000000004
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,1.1634626488,-0.09360922
Farnesol_treatment:RNA of 0-1F_L:1,-1.7988636203000001,-0.599236575
Farnesol_treatment:RNA of 0-1F_L:2,0.6122485006,0.15140176600000002
Farnesol_treatment:RNA of 0-1F_L:3,1.1866151196999999,0.447834809
Farnesol_treatment:RNA of 6-F_L1:1,1.7962370988,0.7418220999999999
Farnesol_treatment:RNA of 6-F_L1:2,3.1446910317,0.924758889
Farnesol_treatment:RNA of 6-F_L1:3,3.7828134885,0.7808171530000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.40247043260000004,0.111056765
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.40247043260000004,-0.111056765
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.3123207979,0.464191567
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,1.0222779725,0.6204113210000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.846044124,0.714180432
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,2.0093573132,0.730089246
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-1.4187283191,-0.26605192
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.2563170629,-0.012956078000000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-4.1117185,-1.431313599
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-1.894395237,0.46685420600000005
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.1934585989,-0.133432414
HapZ_SagS_mutant:delHapZp:1,1.3671820896,1.393894497
HapZ_SagS_mutant:delHapZp:2,1.0806481236,1.471464421
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.21270589650000002,0.37403644500000005
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.4061644954,-0.24060403100000002
HapZ_SagS_mutants:delHApZ:1,-1.3732338574,-1.025040616
HapZ_SagS_mutants:delHApZ:2,-1.390379001,-0.744460094
HapZ_SagS_mutants:delHApZ:3,-1.4082323679,-1.9648737299999999
HapZ_SagS_mutants:delSagS:1,-0.7436392314,-0.40812531300000005
HapZ_SagS_mutants:delSagS:2,-1.6054327004,-0.5701289030000001
HapZ_SagS_mutants:delSagS:3,-1.2376897189,0.07435536
HapZ_SagS_mutants:delHapZp:3,1.8137739637,1.270547776
Lung_infection_transcriptome:PA01_LS1:1,12.9516224924,3.320950806
Lung_infection_transcriptome:PA01_LS1:2,13.4779167807,3.151687607
Lung_infection_transcriptome:PA01_CS1:1,0.1198688846,0.526620451
Lung_infection_transcriptome:PA01_CS1:2,-0.1198688846,-0.526620451
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.8805425778,-0.294529145
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.8805425778,0.294529145
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-2.7104624728999998,-0.625086888
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-2.7520381298,0.178843716
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,2.0990258888,0.44927337900000003
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,4.4201223643,1.011004874
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-4.3032745516,-1.031406753
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-4.0366322355,-0.466467444
Metabolic_fitness_plasmid:PAO1_pBS228:1,2.4116858472000002,0.151440092
Metabolic_fitness_plasmid:PAO1_pBS228:2,3.0648542641,0.308048718
Metabolic_fitness_plasmid:PAO1_RmS149:1,-5.6409301223,-1.191725041
Metabolic_fitness_plasmid:PAO1_RmS149:2,-3.9637446125,-0.7283177030000001
Mucin_glycans:ABTGC:1,4.3760077385,1.799687083
Mucin_glycans:ABTGC:2,2.0301535068,1.045494791
Mucin_glycans:ABTGC:3,-9.8360518017,-3.225833944
Mucin_glycans:ABTGC:4,1.3434506184,-0.07056785900000001
Mucin_glycans:ABTGC:5,2.0864399379,0.45121992800000005
Mucin_glycans:MUC5B:1,-10.8863711626,-1.456179923
Mucin_glycans:MUC5B:2,-12.9346544452,-2.239138806
Mucin_glycans:Glycans:1,3.9124527016,1.553373248
Mucin_glycans:Glycans:2,-3.3431431423999998,-0.472710654
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,3.5986553097,0.5624275950000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,3.1782644677,-0.06956305
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,4.4176893737,0.42243673400000004
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-2.8732479709,-0.20231907500000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-4.8382875642,-0.811765028
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-2.4107505146,-0.260477391
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,3.4348447286,0.316593662
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,4.2678325398,0.343981056
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,2.9083889095,0.077697087
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-3.6128637087,0.018455996000000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-3.87552336,-0.252763142
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-3.1226791092,-0.503964659
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.1156380489,0.04006599
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.1156380489,-0.04006599
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,8.6386325119,3.698495495
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,8.5134407058,3.370967853
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,6.1136684411,1.009551443
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,5.1928168146,0.689732448
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,1.5412745968000001,-0.27430174900000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,2.5349579302,-0.350809178
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,2.4276084739,-0.028954948
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,3.1046912804,0.363123136
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.5001909587,0.015279341
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.2532730884,-0.102943593
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.3149873709,-0.120439057
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.0680695006,0.20810330800000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.8816859782,2.57014292
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,4.0751137762,2.788048179
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.5234113447000001,0.084646651
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.2322266278,-0.033570915
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.29118471690000003,-0.051075736000000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-0.4358787213,0.46721102000000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.4382922138,0.736870474
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,0.4617367302,-0.8289129120000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.9141542844,-0.33149577
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.1367666311,-0.42372834200000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.30378250360000003,-0.468164179
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,0.4381356422,-0.31218897300000004
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-2.9489510229,-3.22904381
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-3.1574117937,-3.20642999
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-1.8215373404,-3.441529155
Rosmarinic_acid:PAO1-100UMRA:1,-0.5352835001,-0.035288507000000004
Rosmarinic_acid:PAO1-100UMRA:2,-0.6319995205000001,-0.410841273
Rosmarinic_acid:PAO1_DMSO_Control:1,0.8510234875,0.15989817
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.6032727246,-0.103801815
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.2477507629,-0.056096355
Testosterone_treatment:Testosterone_Control:1,2.6089472236,0.446300558
Testosterone_treatment:Testosterone_Control:2,-2.6089472236,-0.446300558
Testosterone_treatment:Testosterone_2.5:1,-3.9393844682,-1.014260736
Testosterone_treatment:Testosterone_2.5:2,-2.285594086,-0.148410951
Tf_toxin_expression:PAO1_WT:1,0.8785602309,0.305882861
Tf_toxin_expression:PAO1_WT:2,-0.8785602309,-0.305882861
Tf_toxin_expression:PAO1_derfA:1,1.8017406933000002,0.47442228200000003
Tf_toxin_expression:PAO1_derfA:2,1.917311684,0.663128256
Zinc_treatment:PA_Zn:1,0.5985243916,-0.000478909
Zinc_treatment:PA_Zn:2,0.49912751200000005,0.21727917100000002
Zinc_treatment:PA_Zn:3,1.0073156037,-0.05197366
Zinc_treatment:PA_Zn_wt:1,0.0308304078,-0.063196894
Zinc_treatment:PA_Zn_wt:2,-0.0308304078,0.063196894
Paeru_PRECISE:CAMHB_wt:1,-8.5541297609,-1.559435035
Paeru_PRECISE:CAMHB_wt:2,-8.4083281028,-1.520484003
Paeru_PRECISE:CAMHB_wt:3,-6.06085895,-0.371639108
Paeru_PRECISE:CAMHB_wt:4,-5.5641631375,-0.41907417500000005
Paeru_PRECISE:M9glucAA_Pqt10:1,-3.2420258427,-0.38201656300000003
Paeru_PRECISE:M9glucAA_Pqt10:2,-1.9645052636,-1.004921107
Paeru_PRECISE:M9glucAA_Pqt:1,-2.6731056751,-1.178793266
Paeru_PRECISE:M9glucAA_Pqt:2,-1.8331129779,-1.024296956
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-2.5545957376,-1.131649232
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-2.5151281931,-1.113816061
Paeru_PRECISE:M9glucAA_NaCl:1,-13.8195495608,-3.479249764
Paeru_PRECISE:M9glucAA_NaCl:2,-14.4101512446,-2.415079519
Paeru_PRECISE:M9glucAA_NaCl:3,-15.1886479704,-2.754257492
Paeru_PRECISE:CAMHB_wt:5,-3.7785018554,0.119187918
Paeru_PRECISE:CAMHB_wt:6,-3.7612782373,-0.24907665
Paeru_PRECISE:LB_wt:1,-18.6342969693,-3.698367369
Paeru_PRECISE:LB_wt:2,-19.7306729842,-3.716962406
Paeru_PRECISE:M9glucAA_wt:1,0.104945991,0.054507046
Paeru_PRECISE:M9glucAA_wt:2,-0.104945991,-0.054507046
Paeru_PRECISE:M9glucAA_lowpH:1,-4.6934676412,-0.896981472
Paeru_PRECISE:M9glucAA_lowpH:2,-4.7160723181,-1.036083844
Paeru_PRECISE:M9glucAA_DPD:1,-4.2089057199,-0.9220083450000001
Paeru_PRECISE:M9glucAA_DPD:2,-2.8669800577,-1.234813309
Paeru_PRECISE:M9sucAA_wt:1,-18.3024368951,-3.814427158
Paeru_PRECISE:M9sucAA_wt:2,-16.0445092997,-2.712197055
Paeru_PRECISE:M9glucAA_NaCl:4,-14.4133779668,-2.880746671
Paeru_PRECISE:M9glucAA_NaCl:5,-14.2438502712,-2.478667761
Paeru_PRECISE:M9sucAA_wt:3,-18.4800984206,-3.129777958
Paeru_PRECISE:M9sucAA_wt:4,-17.0469412283,-2.985091443
Paeru_PRECISE:R10LB_wt:1,-6.4419961656,-0.89229152
Paeru_PRECISE:M9glucAA_NaCl:6,-9.6663902415,-1.510766588
Paeru_PRECISE:M9glucAA_NaCl:7,-13.0979222343,-2.429198164
Paeru_PRECISE:M9fructAA_wt:1,-2.4197908615,-0.50611686
Paeru_PRECISE:M9fructAA_wt:2,-2.4255442359,-0.481222095
Paeru_PRECISE:M9GlcNAcAA_wt:1,2.8169845706,0.686048042
Paeru_PRECISE:M9GlcNAcAA_wt:2,2.9859446847,0.547304208
Paeru_PRECISE:M9pyruvAA_wt:1,-10.711013484,-2.186982917
Paeru_PRECISE:M9pyruvAA_wt:2,-5.9173242652999996,-0.49081520500000003
Paeru_PRECISE:M9fructAA_wt:3,-1.299527053,-0.41081929500000003
Paeru_PRECISE:M9fructAA_wt:4,0.12421625,-0.150603176
Paeru_PRECISE:M9GlcNAcAA_wt:3,-4.0224384644,-0.918373783
Paeru_PRECISE:M9GlcNAcAA_wt:4,-7.2327540658,-1.076901455
Paeru_PRECISE:M9glycAA_wt:1,-8.2156512777,-1.215254946
Paeru_PRECISE:M9glycAA_wt:2,-5.8539251675,-0.99409658
Paeru_PRECISE:M9pyruvAA_wt:3,-10.1402436142,-2.598495578
Paeru_PRECISE:CAMHB_wt:7,-6.8859084333,-1.109907263
Paeru_PRECISE:CAMHB_wt:8,-6.1900472137,-0.9620502400000001
Paeru_PRECISE:R10LB_wt:2,-6.3108420243,-0.70920852
Paeru_PRECISE:R10LB_wt:3,-4.7996080821,-0.673547412
Paeru_PRECISE:R10LB_wt:4,-3.5224103796,0.504299552
Paeru_PRECISE:R10LB_wt:5,-1.0015704762,0.25419025500000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,0.559559588,-1.242095557
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,2.0203318455,-1.076295238
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,3.2828442541,-0.476851222
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,3.2796497042,-0.71072926
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,2.723207451,-0.593915524
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,0.5328580339,-1.023671406
Paeru_PRECISE:M9sucAA_wt:5,-7.8502553825,-2.6799842910000002
Paeru_PRECISE:M9sucAA_wt:6,-6.9863824828,-2.40774465
Paeru_PRECISE:R10LB_wt:6,-2.8973427648000003,-1.386803428
Paeru_PRECISE:R10LB_wt:7,-2.8146594394,-1.24848918
Paeru_PRECISE:LB_wt:3,-11.6755572822,-1.736549423
Paeru_PRECISE:LB_wt:4,-11.2764345179,-1.8099460660000002
Paeru_PRECISE:R10LB_NaCl:1,3.5978091861,0.513955413
Paeru_PRECISE:R10LB_NaCl:2,0.2639894574,0.095204806
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-2.1403837643,-1.279340406
Paeru_PRECISE:M9glucAA_Zn:1,-12.1520827959,0.480854284
Paeru_PRECISE:M9glucAA_Cu:1,-3.3077572799,0.655939194
Paeru_PRECISE:M9glucAA_NaOCl:1,0.7736657066,-0.267308087
Paeru_PRECISE:M9GlcNAcAA_8:1,0.4460274783,-0.77642172
Paeru_PRECISE:M9GlcNAcAA_8:2,-0.24027459550000002,-1.596400073
Paeru_PRECISE:M9GlcNAcAA_4:1,1.9819863505000002,0.498744866
Paeru_PRECISE:M9GlcNAcAA_4:2,-6.4590330393,-1.524460366
Paeru_PRECISE:M9GlcNAcAA_2:1,2.4138126157,-0.408631487
Paeru_PRECISE:M9GlcNAcAA_2:2,1.8534047692,-0.7044281480000001
Paeru_PRECISE:M9GlcNAcAA_1:1,4.8315716912,-0.210838079
Paeru_PRECISE:M9GlcNAcAA_1:2,-0.8791008511,0.19072905
Paeru_PRECISE:M9glucAA_NaOCl:2,-1.8203989221999999,-1.187335728
Paeru_PRECISE:M9glucAA_Cu:2,-5.5455580491,-0.538474962
Paeru_PRECISE:M9glucAA_Fe:1,-0.4076758811,-1.411135173
Paeru_PRECISE:M9glucAA_Fe:2,-0.5881683434,-1.48410068
Paeru_PRECISE:M9glucAA_Zn:2,-0.4147523833,-1.158112171
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-2.5985473553,-1.677525503
Paeru_PRECISE:CAMHB_Mec:1,-5.9711917958,0.041924761000000005
Paeru_PRECISE:CAMHB_Mec:2,-6.1906015,-0.37698189400000004
Paeru_PRECISE:CAMHB_Azt:1,-4.6487652748,0.23769853900000001
Paeru_PRECISE:CAMHB_Azt:2,-5.0093634972,0.28870723800000003
Paeru_PRECISE:CAMHB_Pip:1,-2.4732156565,0.500059235
Paeru_PRECISE:CAMHB_Pip:2,-5.2258913845,-0.162487985
Paeru_PRECISE:CAMHB_Ceft:1,-3.1835834202,-0.525409776
Paeru_PRECISE:CAMHB_Ceft:2,-0.2689502173,1.445661657
Paeru_PRECISE:CAMHB_Ceft:3,-4.2370117444,-0.802772527
Paeru_PRECISE:CAMHB_Ceft:4,-1.400451383,1.055700333
Paeru_PRECISE:M9glucAA_Ceft:1,3.1156936582,-0.00484404
Paeru_PRECISE:M9glucAA_Ceft:2,3.5228902391,0.24967329400000002
Paeru_PRECISE:M9glucAA_Gent:1,-9.0139196219,-1.476527426
Paeru_PRECISE:M9glucAA_Gent:2,-8.7705243157,-1.380720065
Paeru_PRECISE:M9glucAA_Pip:1,-8.3308194251,-1.485613931
Paeru_PRECISE:M9glucAA_Pip:2,-8.5268736365,-1.238274115
Paeru_PRECISE:M9glucAA_Azt:1,-12.4366718667,-2.390756878
Paeru_PRECISE:M9glucAA_Azt:2,-9.3808618068,-1.840039259
Paeru_PRECISE:CAMHB_Mero:1,-5.9253256174,-0.6666091510000001
Paeru_PRECISE:CAMHB_Mero:2,-6.7434219741,-0.855414156
Paeru_PRECISE:CAMHB_Tet:1,-5.2265431928,-1.34342332
Paeru_PRECISE:CAMHB_Tet:2,-5.4124374544,-0.9017699090000001
Paeru_PRECISE:R10LB_Gent:1,-5.5373291134,-0.897618522
Paeru_PRECISE:R10LB_Ceft:1,-3.2329891182,-0.557531179
Paeru_PRECISE:R10LB_Ceft:2,-2.6790927098,-0.709396227
Paeru_PRECISE:CAMHB_Biofilm:1,-7.8303257259,-1.967106055
Paeru_PRECISE:CAMHB_Biofilm:2,-7.8604257938,-2.017358102
Paeru_PRECISE:M9glucAA_Biofilm:1,-21.2947578612,-4.54315316
Paeru_PRECISE:M9glucAA_Biofilm:2,-22.1869420584,-5.4988931690000005
Paeru_PRECISE:R10LB_Gent:2,-4.2186761581,-0.9540735560000001
Paeru_PRECISE:R10LB_Pip:1,-3.0623797623,-1.127193489
Paeru_PRECISE:R10LB_Pip:2,-3.1157354218,-1.335813579
Paeru_PRECISE:R10LB_Mec:1,-4.868676288,-0.16573458500000002
Paeru_PRECISE:R10LB_Mec:2,-3.0739846591,0.6271410270000001
Paeru_PRECISE:CAMHB_Azt:3,-4.2678141831,-0.458107319
Paeru_PRECISE:CAMHB_Azt:4,-6.7090418743,-1.565163722
Paeru_PRECISE:CAMHB_Biofilm:3,-8.4036105083,-2.313907923
Paeru_PRECISE:CAMHB_Biofilm:4,-8.6313068792,-1.987707815
Paeru_PRECISE:M9glucAA_Biofilm:3,-21.4527898595,-4.350878225
Paeru_PRECISE:M9glucAA_Biofilm:4,-22.4090462305,-4.486083549
Paeru_PRECISE:R10LB_Mero:1,-1.6790841749,-1.273763583
Paeru_PRECISE:R10LB_Mero:2,-1.0411180391000001,-1.531701116
Paeru_PRECISE:LB_Cam:1,-15.4156615909,-2.618833957
Paeru_PRECISE:LB_Cam:2,-16.0067052324,-2.894342339
Paeru_PRECISE:CAMHB_Ceft:5,-3.011022103,-0.69422796
Paeru_PRECISE:CAMHB_Cip:1,-7.1604789153,-1.4026966490000001
Paeru_PRECISE:CAMHB_Cip:2,-9.3150349536,-2.230347844
ampC_mutation:PA_Cef_taz_wt:1,-0.0977742321,0.66339614
ampC_mutation:PA_mutS_Cef_taz:1,3.1390189964,0.15840821
ampC_mutation:PA_mutS:1,0.25583516770000003,0.342847477
ampC_mutation:PA_mutS:2,-1.5383529238,-0.59068137
ampC_mutation:PA_mutS:3,-3.8764554409,-1.055113898
ampC_mutation:PA_Cef_taz_wt:2,0.0977742321,-0.66339614
ampC_mutation:PA_mutS_Cef_taz:2,1.2954173659000001,1.057024957
ampC_mutation:PA_mutS:4,0.2516972704,0.644867439
ampC_mutation:PA_mutS:5,-1.5809943977,-0.960423538
ampC_mutation:PA_mutS:6,-1.5200560663,-0.48883198800000005
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-2.1663187977,-0.8831870220000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-1.4914425345,-0.336272932
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-7.3772790023,-1.5345865600000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-7.1964541548,-1.357969571
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-2.4690091618,0.696795991
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-3.215207629,0.46634441200000004
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,1.7085595158,0.18461864700000002
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-1.7085595158,-0.18461864700000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-5.9923155669,0.32130148000000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-5.6253764657000005,0.626391797
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-1.9098907020000002,2.771451639
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-1.0017380589,2.48614758
cysB_mutant:PAO1HH_wt:1,0.8576912972,-0.031550141000000004
cysB_mutant:PAO1HH_wt:2,-0.8576912972,0.031550141000000004
cysB_mutant:cysBHH:1,-2.6409166527,0.041595844
cysB_mutant:cysBHH:2,-2.2618014209,0.09001687
cysB_mutant:cysBHH:3,-4.064204658,0.196729271
ersA_knockout:delersA:1,-2.3662095387,0.300774382
ersA_knockout:delersA:2,-7.7829970958,0.14137443900000002
ersA_knockout:wt_BHI:1,0.24217774930000002,-0.09576292800000001
ersA_knockout:wt_BHI:2,-0.24217774930000002,0.09576292800000001
gcsR_mutant:PAO1_rep_wt:1,-0.1375632564,0.05529299
gcsR_mutant:PAO1_rep_wt:2,0.1375632564,-0.05529299
gcsR_mutant:GcsR_rep:1,-1.9670683975,-0.8875472510000001
gcsR_mutant:GcsR_rep:2,-1.9974412376,-1.072918927
mexZ_knockout:del_mexZ:1,1.8242120662999999,-0.320669391
mexZ_knockout:del_mexZ:2,-0.308364837,-0.276056905
mexZ_knockout:del_mexZ:3,-0.7998674929,-0.47886499600000004
