locus,gene_weight,gene_name,gene_product,COG,operon,regulator,SigE,link
BSU_12360,0.055076044000000005,exuT,hexuronate transporter,Carbohydrate transport and metabolism,"yjmC->uxaA, uxaC->uxaA","SigA,SigE,ExuR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12360
BSU_23530,0.054890911,spoIIM,sporulation protein,Function unknown,spoIIM,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23530
BSU_38990,0.054815306,scoA,succinyl CoA:3-oxoacid CoA-transferase (subunit A),Lipid transport and metabolism,hbuT->yxjF,"SigE,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38990
BSU_17720,0.054478403,yndA,unknown,Function unknown,yndA->ynzB,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17720
BSU_29240,0.054419885,ytrI,sporulation protein,Function unknown,ytrH->ytrI,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29240
BSU_19110,0.054180223000000007,yobW,unknown,Function unknown,yobW,"SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19110
BSU_29160,0.053552791,ytvI,sporulation protein,Function unknown,ytvI,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29160
BSU_24160,0.053005037000000005,mmgB,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),Lipid transport and metabolism,mmgA->mmgF,"SigE,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24160
BSU_39060,0.052917771,citH,secondary transporter of divalent metal ions/citrate complexes,No COG category,citH,"SigE,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39060
BSU_24380,0.052631371,spoIIIAF,component of a type III secretion system,Function unknown,"yqhV->spoIIIAH, spoIIIAA->spoIIIAH","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24380
BSU_27690,0.052333268,yrzE,unknown,Function unknown,"yrzE, spoVB->yrzE","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27690
BSU_09400,0.052236281,spoVR,unknown,Function unknown,spoVR,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09400
BSU_18250,0.052075237,yngI,aceto-acetyl-CoA ligase,Lipid transport and metabolism,yngJ->yngE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18250
BSU_38750,0.051752666,cydB,"cytochrome bd ubiquinol oxidase (subunit II), high affinity terminal oxidase",Energy production and conversion,cydA->cydD,"ResD,Rex,SigF,CcpA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38750
BSU_24150,0.051717982,mmgC,acyl-CoA dehydrogenase,Lipid transport and metabolism,mmgA->mmgF,"SigE,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24150
BSU_28380,0.051550714000000004,gerM,SpoIIQ recruitment factor,Function unknown,gerM,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28380
BSU_25360,0.051436126000000006,yqfC,unknown,Function unknown,yqfC->yqfD,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25360
BSU_24140,0.05140524,mmgD,2-methylcitrate synthase,Energy production and conversion,mmgA->mmgF,"SigE,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24140
BSU_27440,0.051216124,glnH,glutamine [SW|ABC transporter] (binding protein),Amino acid transport and metabolism,glnQ->glnP,"SigE,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27440
BSU_10009,0.051006436,yhzF,unknown,No COG category,yhzF,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10009
BSU_27430,0.050660578000000005,glnQ,glutamine [SW|ABC transporter ](ATP-binding protein),No COG category,glnQ->glnP,"SigE,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27430
BSU_11549,0.050274496,yizD,unknown,Function unknown,yizD,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11549
BSU_40940,0.050148601,yyaD,sporulation protein,Function unknown,yyaD,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40940
BSU_16720,0.050108296000000004,ymxH,sporulation protein,Function unknown,ymxH,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU16720
BSU_24370,0.050075804,spoIIIAG,component of a type III secretion system,Function unknown,"yqhV->spoIIIAH, spoIIIAG->spoIIIAH, spoIIIAA->spoIIIAH","SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24370
BSU_13840,0.04979958,stoA,thiol-disulfide oxidoreductase,Energy production and conversion,"ykvU->stoA, stoA","SigE,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13840
BSU_37510,0.049724988000000005,pbpG,penicillin-binding protein 2d,Cell wall/membrane/envelope biogenesis,pbpG,"SigG,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37510
BSU_24130,0.049574655,mmgE,2-methylcitrate dehydratase,Function unknown,mmgA->mmgF,"SigE,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24130
BSU_18260,0.049279183000000004,yngJ,3-methylbutanoyl-CoA dehydrogenase,Lipid transport and metabolism,yngJ->yngE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18260
BSU_38980,0.049264315,scoB,succinyl CoA:3-oxoacid CoA-transferase (subunit B),No COG category,hbuT->yxjF,"SigE,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38980
BSU_23480,0.049176133000000004,dacF,"penicillin-binding protein I, D-alanyl-D-alanine carboxypeptidase",Cell wall/membrane/envelope biogenesis,dacF->sigF,"SigG,SigF,AbrB",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23480
BSU_25350,0.048986128000000004,yqfD,unknown,Function unknown,yqfC->yqfD,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25350
BSU_18239,0.048813718000000006,yngHB,acyl-CoA carboxylase subunit,Lipid transport and metabolism,yngJ->yngE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18239
BSU_40950,0.04850708,yyaC,sporulation protein,Function unknown,yyaC,SigF,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40950
BSU_24580,0.048491488000000006,yqhH,unknown,"Replication, recombination and repair",yqhH->yqhG,SigF,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24580
BSU_18240,0.048072194000000006,yngH,"methylcrotonoyl-CoA carboxylase, subunit",Lipid transport and metabolism,yngJ->yngE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18240
BSU_18220,0.047691966,yngF,methylglutaconyl-CoA hydratase,Lipid transport and metabolism,yngJ->yngE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18220
BSU_18230,0.047480018000000006,yngG,3-hydroxy-3-methylglutaryl-coenzyme A (HMG-CoA) lyase,Amino acid transport and metabolism,yngJ->yngE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18230
BSU_18210,0.047357366000000005,yngE,"methylcrotonoyl-CoA carboxylase, subunit",Lipid transport and metabolism,yngJ->yngE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU18210
BSU_36960,0.046841299999999995,ywlB,unknown,Amino acid transport and metabolism,ywlB,SigB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36960
BSU_27310,0.046796016,pbpI,penicillin-binding protein 4b,Cell wall/membrane/envelope biogenesis,pbpI->yrrS,"SigE,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27310
BSU_38740,0.046504689,cydC,[SW|ABC transporter]  (ATP-binding protein),Defense mechanisms,cydA->cydD,"ResD,Rex,SigF,CcpA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38740
BSU_08920,0.04616267,yhbB,amidase,Function unknown,yhbB->cspR,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08920
BSU_19020,0.046097366,yobN,unknown,Amino acid transport and metabolism,yobN->yobO,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19020
BSU_14250,0.045980206,yknT,spore coat protein,Function unknown,yknT,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14250
BSU_36940,0.045913623,ywlD,unknown,Inorganic ion transport and metabolism,ywlD->ywlG,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36940
BSU_01530,0.045808192000000005,cwlD,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,"ybaK->cwlD, cwlD","SigE,SigG,LexA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01530
BSU_14810,0.045663239,ylaK,unknown,Signal transduction,ylaK->ylaM,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14810
BSU_05740,0.045647569000000006,phoB,"alkaline phosphatase III, heptaprenylglyceryl phosphate processing phosphatase",Inorganic ion transport and metabolism,phoB->ydhF,"SigA,SigE,PhoP",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05740
BSU_05710,0.045592184,ydhD,spore coat glycosylase,Cell wall/membrane/envelope biogenesis,ydhD,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05710
BSU_00600,0.045566292,yabP,unknown,Function unknown,"yabM->yabR, yabP->yabR","SigM,SigE,SigW,SigD,SigX",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00600
BSU_38730,0.045562589,cydD,ABC transporter  (ATP-binding protein),Defense mechanisms,"cydA->cydD, cydD","ResD,Rex,SigF,CcpA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38730
BSU_08980,0.045497972000000005,yhbH,unknown,Function unknown,yhbH,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08980
BSU_04630,0.045420616000000004,ydcC,unknown,Cell wall/membrane/envelope biogenesis,"acpS->ydcC, ydcC",SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU04630
BSU_38970,0.045350048000000004,yxjF,3-hydroxybutyrate dehydrogenase,Lipid transport and metabolism,hbuT->yxjF,"SigE,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38970
BSU_10290,0.045140146000000006,yhfN,unknown,"Post-translational modification, protein turnover, and chaperones",yhfN,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10290
BSU_25530,0.045027211000000004,spoIIP,cell wall hydrolase,Cell wall/membrane/envelope biogenesis,"spoIIP->yqxA, gpr->spoIIP","SpoVT,SigE,SigG,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25530
BSU_10390,0.044998333,yhfW,unknown,Energy production and conversion,yhfW,SigF,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU10390
BSU_26748,0.044968687,yrdD/1,unknown,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU26748
BSU_09940,0.044895747,yhaL,unknown,Function unknown,yhaL,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09940
BSU_23616,0.044758303000000006,mciZ,[[protein|41872E2EF00C79918DD077F2EF78F37E24FEB110]] inhibition peptide,No COG category,mciZ->yqkF,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23616
BSU_19720,0.044667683,yodR,unknown,Lipid transport and metabolism,yodT->yozE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19720
BSU_11510,0.044592143,yjbE,unknown,Inorganic ion transport and metabolism,yjbE,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11510
BSU_19690,0.04398402,kamA,"lysine 2,3-aminomutase",Amino acid transport and metabolism,yodT->yozE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19690
BSU_19740,0.043888066,yodT,unknown,Coenzyme transport and metabolism,yodT->yozE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19740
BSU_19710,0.043693152000000006,yodQ,putative deacylase,Amino acid transport and metabolism,yodT->yozE,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19710
BSU_31730,0.043351887000000006,yuzC,spore coat protein,No COG category,yuzC,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU31730
BSU_12110,0.043248911,yjfA,unknown,Function unknown,yjfA,SigE,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12110
BSU_36750,0.043247587000000004,spoIID,lytic transglycosylase,Cell cycle control and cell division,spoIID,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36750
BSU_25520,0.043095919,yqxA,unknown,Function unknown,spoIIP->yqxA,"SigE,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25520
BSU_31290,0.043087904,yugT,unknown,No COG category,yugT,Spx,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU31290
BSU_26740,0.042726582000000006,cypA,cytochrome P450-like enzyme,No COG category,cypA,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU26740
BSU_09830,0.042663297,yhaX,spore coat protein,Function unknown,yhaX,"SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09830
BSU_26749,0.042424782,yrdD/2,unknown,No COG category,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU26749
BSU_09750,-0.045804332,sspB,small acid-soluble spore protein (major beta-type SASP),Function unknown,sspB,"SpoVT,SigG",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09750
BSU_27470,-0.047392453,yrrD,forespore-specific sporulation protein,Function unknown,"yrrD->yrzQ, yrrD",SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27470
BSU_25080,-0.053808869,yqfX,unknown,Function unknown,yqfX,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25080
