,A,YdfF
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.7448329639,-0.02705275
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.35419925020000004,-2.08016939
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.3544021187,-0.8606438470000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-2.2958131593,0.31755794200000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,1.5285339977999999,-0.30106881500000005
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-1.3995429351,0.58018782
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.8668130963,0.130722213
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.0995339348,-0.14721134
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-0.2245821291,0.9274780720000001
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.8056278886,-0.18678028
HapZ_SagS_mutant:delHapZp:1,0.3844010413,0.350573892
HapZ_SagS_mutant:delHapZp:2,-1.4948283079,0.428731544
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,2.0623820321,0.220634834
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-1.2567541436,-0.033854554
HapZ_SagS_mutants:delHApZ:1,0.5572946337,0.144630277
HapZ_SagS_mutants:delHApZ:2,0.5522605793,0.838747949
HapZ_SagS_mutants:delHApZ:3,0.4521660314,0.397994573
HapZ_SagS_mutants:delSagS:1,0.4079956682,0.731034218
HapZ_SagS_mutants:delSagS:2,-0.8235154043,0.290246675
HapZ_SagS_mutants:delSagS:3,2.1503373502,0.607539642
HapZ_SagS_mutants:delHapZp:3,0.2221161164,0.6713311820000001
Lung_infection_transcriptome:PA01_LS1:1,0.0339708643,-1.017859823
Lung_infection_transcriptome:PA01_LS1:2,1.0248923823,-1.354115791
Lung_infection_transcriptome:PA01_CS1:1,-0.8978751903000001,0.094663628
Lung_infection_transcriptome:PA01_CS1:2,0.8978751903000001,-0.094663628
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.6597899134,-0.011383121000000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.6597899134,0.011383121000000001
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-0.500065097,-0.726803442
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-1.1908296849,-0.6039561480000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,1.8501025167,-0.140071746
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,2.1217683758,0.38823515200000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.84462643,-0.330951371
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-1.4493111905,-0.19475961900000002
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.9345471206,-0.313378996
Metabolic_fitness_plasmid:PAO1_pBS228:2,-1.9535605328,-0.563293826
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.3944676547,-0.019674422
Metabolic_fitness_plasmid:PAO1_RmS149:2,-0.0291937596,-0.291078535
Mucin_glycans:ABTGC:1,-1.0007095497,-0.19243430900000003
Mucin_glycans:ABTGC:2,-2.8157649914,0.20273147100000002
Mucin_glycans:ABTGC:3,-1.6840316818,-0.053936483
Mucin_glycans:ABTGC:4,2.894087315,0.12036909400000001
Mucin_glycans:ABTGC:5,2.606418908,-0.076729774
Mucin_glycans:MUC5B:1,-4.1108334551,-0.07559976
Mucin_glycans:MUC5B:2,-4.3601179446,0.085481683
Mucin_glycans:Glycans:1,1.5448610092,0.44414111
Mucin_glycans:Glycans:2,2.1491954917,0.05452833
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-0.9641821151000001,0.101795284
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-1.0853117815,-0.40947311700000005
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-0.9814444682000001,-0.020326145
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-1.0738074533,-0.029764121
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-2.2068622968,0.041619233000000005
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-2.5999657186,0.0658444
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,0.0660637449,-0.065167288
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,0.6352420929,-0.16744451500000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,0.2309262594,-0.15376968900000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,0.48792632500000005,-0.06874846100000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,0.009340000000000001,0.6079415410000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-1.4294984223,-0.152811588
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.44951126700000005,0.44376383500000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.44951126700000005,-0.44376383500000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-3.5740442644,0.20988972
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-3.9483842413,-0.437654154
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.1369848572,1.117933978
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.7514543405,0.420592222
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,6.6684807776,-0.6580172320000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,3.4967509306,-0.588385888
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,3.1018697725,-0.5960329040000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,1.8441916068,-0.48962390800000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.1292853423,0.002726628
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.3276531762,0.226617797
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.4732112536,-0.209162909
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.9301497721,-0.020181516
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-6.4956412217,-0.027690412
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-6.049563885,-0.042555177
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.1790620692,-0.004001027
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.0134767983,0.219895739
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.1655852709,-0.21589471200000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-2.1602557998,-0.61243387
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-0.8417683796000001,-0.351825836
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-2.552961989,-0.48499553900000003
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,1.5187870403,-1.229441343
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,1.0695837836,0.374867204
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.9456967793000001,0.240699246
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,0.9867436164000001,0.34869325500000004
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-0.067210799,-0.7229139870000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,0.13902866800000002,-0.965763209
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,0.602364965,-0.770576663
Rosmarinic_acid:PAO1-100UMRA:1,0.47830982050000004,0.30731698300000004
Rosmarinic_acid:PAO1-100UMRA:2,1.8800926014,-0.09593702100000001
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.6220962313,-0.22097417400000002
Rosmarinic_acid:PAO1_DMSO_Control:2,0.2397557472,0.25051228400000003
Rosmarinic_acid:PAO1_DMSO_Control:3,0.3823404841,-0.02953811
Testosterone_treatment:Testosterone_Control:1,-0.3949348495,-0.058749211
Testosterone_treatment:Testosterone_Control:2,0.3949348495,0.058749211
Testosterone_treatment:Testosterone_2.5:1,0.025469847900000002,0.690240665
Testosterone_treatment:Testosterone_2.5:2,1.9011002716,0.40963177
Tf_toxin_expression:PAO1_WT:1,1.9375452682,-0.039396792
Tf_toxin_expression:PAO1_WT:2,-1.9375452682,0.039396792
Tf_toxin_expression:PAO1_derfA:1,2.2069529621,-0.25406831700000004
Tf_toxin_expression:PAO1_derfA:2,1.3394267803,-0.34166250400000003
Zinc_treatment:PA_Zn:1,-3.4667242178,-0.25437649700000003
Zinc_treatment:PA_Zn:2,-3.3235085573,-0.08695105700000001
Zinc_treatment:PA_Zn:3,-3.8779540742,0.059220285000000004
Zinc_treatment:PA_Zn_wt:1,-0.0910170909,-0.132726919
Zinc_treatment:PA_Zn_wt:2,0.0910170909,0.132726919
Paeru_PRECISE:CAMHB_wt:1,-3.8414985822,-0.7927108350000001
Paeru_PRECISE:CAMHB_wt:2,-4.1183429054,-0.9527842150000001
Paeru_PRECISE:CAMHB_wt:3,-3.0842595213,-0.875440159
Paeru_PRECISE:CAMHB_wt:4,-3.0966763073,-0.81931014
Paeru_PRECISE:M9glucAA_Pqt10:1,-2.1895371868,0.268358572
Paeru_PRECISE:M9glucAA_Pqt10:2,-1.3913593778,-0.033727622
Paeru_PRECISE:M9glucAA_Pqt:1,-0.6113247959,-0.27034461200000004
Paeru_PRECISE:M9glucAA_Pqt:2,-0.4440379156,-0.555700555
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.4694601419,-0.268549341
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-2.2105158858,-0.15996526700000002
Paeru_PRECISE:M9glucAA_NaCl:1,0.11829473400000001,-0.597104647
Paeru_PRECISE:M9glucAA_NaCl:2,-1.390907814,-0.16279347500000002
Paeru_PRECISE:M9glucAA_NaCl:3,-0.48490902820000004,-0.6358733470000001
Paeru_PRECISE:CAMHB_wt:5,-6.7008239959,-0.419774501
Paeru_PRECISE:CAMHB_wt:6,-8.214507682,-0.19224533800000002
Paeru_PRECISE:LB_wt:1,-3.7919762392000003,-1.812436707
Paeru_PRECISE:LB_wt:2,-4.2789905252,-0.9710958080000001
Paeru_PRECISE:M9glucAA_wt:1,0.46267766190000004,-0.127714279
Paeru_PRECISE:M9glucAA_wt:2,-0.46267766190000004,0.127714279
Paeru_PRECISE:M9glucAA_lowpH:1,-1.7842462156,0.078646593
Paeru_PRECISE:M9glucAA_lowpH:2,-0.8668537287,-0.05448186
Paeru_PRECISE:M9glucAA_DPD:1,-1.5537946416000001,-0.09878071100000001
Paeru_PRECISE:M9glucAA_DPD:2,-3.4272693084,0.259464356
Paeru_PRECISE:M9sucAA_wt:1,-1.9114743237,-0.478077199
Paeru_PRECISE:M9sucAA_wt:2,-0.26163323980000003,-0.288932169
Paeru_PRECISE:M9glucAA_NaCl:4,0.0103646384,-0.067567107
Paeru_PRECISE:M9glucAA_NaCl:5,-1.5715493931,0.161486303
Paeru_PRECISE:M9sucAA_wt:3,-1.9665727179,-0.038328142
Paeru_PRECISE:M9sucAA_wt:4,-2.0559155884,0.041563909
Paeru_PRECISE:R10LB_wt:1,-7.553924809,-0.300972177
Paeru_PRECISE:M9glucAA_NaCl:6,-1.6888792605,0.004802248
Paeru_PRECISE:M9glucAA_NaCl:7,-1.5180826427,0.09912934200000001
Paeru_PRECISE:M9fructAA_wt:1,-0.1125725533,0.512842178
Paeru_PRECISE:M9fructAA_wt:2,0.2524384272,0.46553993600000004
Paeru_PRECISE:M9GlcNAcAA_wt:1,-1.3803207546,0.404597549
Paeru_PRECISE:M9GlcNAcAA_wt:2,-1.6274169961,0.36924865300000004
Paeru_PRECISE:M9pyruvAA_wt:1,0.1326039924,0.24298496800000002
Paeru_PRECISE:M9pyruvAA_wt:2,-1.3038402185,0.366239356
Paeru_PRECISE:M9fructAA_wt:3,-0.6602458739,-0.030423013000000002
Paeru_PRECISE:M9fructAA_wt:4,-2.4380571256,0.16034493500000002
Paeru_PRECISE:M9GlcNAcAA_wt:3,0.759380632,0.273720258
Paeru_PRECISE:M9GlcNAcAA_wt:4,0.1974245462,0.387845639
Paeru_PRECISE:M9glycAA_wt:1,0.41987773170000003,0.5587379210000001
Paeru_PRECISE:M9glycAA_wt:2,0.0957792893,0.20163787100000002
Paeru_PRECISE:M9pyruvAA_wt:3,-0.9969238731000001,0.12955598000000002
Paeru_PRECISE:CAMHB_wt:7,-4.1198230607,0.007349003000000001
Paeru_PRECISE:CAMHB_wt:8,-3.9605346491,-0.139724723
Paeru_PRECISE:R10LB_wt:2,-4.1717856866,-0.17077187300000002
Paeru_PRECISE:R10LB_wt:3,-6.3525071087,-0.5982883280000001
Paeru_PRECISE:R10LB_wt:4,-7.8344680061,0.123481536
Paeru_PRECISE:R10LB_wt:5,-10.7814894797,-0.38354829100000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-1.1403001935,0.763177795
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-0.8273369865,1.113553575
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-0.7814114661,0.975719153
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-1.5428697725,0.688708925
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,0.422909225,-0.07930324700000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-0.3953352853,0.738162164
Paeru_PRECISE:M9sucAA_wt:5,0.8938581496,0.8522145120000001
Paeru_PRECISE:M9sucAA_wt:6,0.27142372870000003,0.6221530430000001
Paeru_PRECISE:R10LB_wt:6,-6.1566810279,-0.565282689
Paeru_PRECISE:R10LB_wt:7,-10.1859256826,-0.11320685800000001
Paeru_PRECISE:LB_wt:3,-4.589358668,0.7782108870000001
Paeru_PRECISE:LB_wt:4,-3.6528103376,0.44463103800000003
Paeru_PRECISE:R10LB_NaCl:1,-8.4612471012,-0.937223723
Paeru_PRECISE:R10LB_NaCl:2,-7.3277981943,-0.037458184000000005
Paeru_PRECISE:M9glucAA_PAO1_wt:1,0.2216430551,2.354020189
Paeru_PRECISE:M9glucAA_Zn:1,-1.7844132866,3.345088169
Paeru_PRECISE:M9glucAA_Cu:1,-6.9104243556,1.615194387
Paeru_PRECISE:M9glucAA_NaOCl:1,-1.3440508662,2.158530804
Paeru_PRECISE:M9GlcNAcAA_8:1,-2.7958924231999998,1.670113954
Paeru_PRECISE:M9GlcNAcAA_8:2,-1.9338021293,1.785204188
Paeru_PRECISE:M9GlcNAcAA_4:1,-1.1098642137,2.116982571
Paeru_PRECISE:M9GlcNAcAA_4:2,-0.9832212450000001,2.3214705650000003
Paeru_PRECISE:M9GlcNAcAA_2:1,-2.5770983036,2.720502119
Paeru_PRECISE:M9GlcNAcAA_2:2,0.1992677072,2.192032819
Paeru_PRECISE:M9GlcNAcAA_1:1,-3.2588636884,3.010300435
Paeru_PRECISE:M9GlcNAcAA_1:2,-4.1410013652,2.143735761
Paeru_PRECISE:M9glucAA_NaOCl:2,-2.7693103913,1.636229321
Paeru_PRECISE:M9glucAA_Cu:2,-5.3152505045,1.360782758
Paeru_PRECISE:M9glucAA_Fe:1,0.7921729507,2.345804014
Paeru_PRECISE:M9glucAA_Fe:2,1.8648541939,2.28862734
Paeru_PRECISE:M9glucAA_Zn:2,-0.2455981777,2.601872502
Paeru_PRECISE:M9glucAA_PAO1_wt:2,0.1554787033,2.60803584
Paeru_PRECISE:CAMHB_Mec:1,-2.7113197477,-0.6380620330000001
Paeru_PRECISE:CAMHB_Mec:2,-2.5156729846,-0.896148005
Paeru_PRECISE:CAMHB_Azt:1,-11.7904469434,-0.9141819350000001
Paeru_PRECISE:CAMHB_Azt:2,-11.7851298256,-0.673694408
Paeru_PRECISE:CAMHB_Pip:1,0.011081672,-3.518845781
Paeru_PRECISE:CAMHB_Pip:2,1.8320231004,-3.043224398
Paeru_PRECISE:CAMHB_Ceft:1,-10.2623065425,-1.632343906
Paeru_PRECISE:CAMHB_Ceft:2,-8.8067682395,-3.929538942
Paeru_PRECISE:CAMHB_Ceft:3,-11.2404950547,-1.837742234
Paeru_PRECISE:CAMHB_Ceft:4,-10.391782479,-3.945324929
Paeru_PRECISE:M9glucAA_Ceft:1,-0.7897470571,-1.7049571239999999
Paeru_PRECISE:M9glucAA_Ceft:2,-3.8793674432,-2.432482834
Paeru_PRECISE:M9glucAA_Gent:1,-1.1772223076000001,-0.388246325
Paeru_PRECISE:M9glucAA_Gent:2,-0.9563097531,0.0038647630000000002
Paeru_PRECISE:M9glucAA_Pip:1,-0.5000024265,-0.33330502
Paeru_PRECISE:M9glucAA_Pip:2,-0.39058144920000004,-0.20542783
Paeru_PRECISE:M9glucAA_Azt:1,-12.4100855456,-0.8855653990000001
Paeru_PRECISE:M9glucAA_Azt:2,-12.812168008,-0.636045364
Paeru_PRECISE:CAMHB_Mero:1,-0.6785965723,-0.23633118200000003
Paeru_PRECISE:CAMHB_Mero:2,-0.9998036760000001,-0.20034831900000002
Paeru_PRECISE:CAMHB_Tet:1,-11.7440866387,-1.564666994
Paeru_PRECISE:CAMHB_Tet:2,-9.9973515671,-1.896792927
Paeru_PRECISE:R10LB_Gent:1,-7.9214945911,-0.358114882
Paeru_PRECISE:R10LB_Ceft:1,-3.2951335176,-0.8078199020000001
Paeru_PRECISE:R10LB_Ceft:2,-6.0757940234,-1.022998861
Paeru_PRECISE:CAMHB_Biofilm:1,-12.7441097709,-1.288212533
Paeru_PRECISE:CAMHB_Biofilm:2,-10.0365205137,-0.903988733
Paeru_PRECISE:M9glucAA_Biofilm:1,-9.1243042193,-0.375933982
Paeru_PRECISE:M9glucAA_Biofilm:2,-8.0706677737,-0.547060062
Paeru_PRECISE:R10LB_Gent:2,-7.5297379949,-0.426951994
Paeru_PRECISE:R10LB_Pip:1,-5.8501500554,-0.867064483
Paeru_PRECISE:R10LB_Pip:2,-6.5372634644000005,-1.441820099
Paeru_PRECISE:R10LB_Mec:1,-4.2165601448,-0.166605828
Paeru_PRECISE:R10LB_Mec:2,-10.0391649804,-0.24710759999999998
Paeru_PRECISE:CAMHB_Azt:3,-10.9613400482,-0.552260822
Paeru_PRECISE:CAMHB_Azt:4,-10.5349739305,-0.690125987
Paeru_PRECISE:CAMHB_Biofilm:3,-9.4345921371,-0.458023634
Paeru_PRECISE:CAMHB_Biofilm:4,-10.599200465100001,-0.46182549300000003
Paeru_PRECISE:M9glucAA_Biofilm:3,-7.9845060813,0.25430898
Paeru_PRECISE:M9glucAA_Biofilm:4,-8.8715946688,0.142673364
Paeru_PRECISE:R10LB_Mero:1,-8.8084230478,-1.497251279
Paeru_PRECISE:R10LB_Mero:2,-7.05128406,-1.1633715310000001
Paeru_PRECISE:LB_Cam:1,-8.3947010354,-0.57487188
Paeru_PRECISE:LB_Cam:2,-7.2771176759,-0.026412196000000002
Paeru_PRECISE:CAMHB_Ceft:5,-11.121866096,-0.7964076990000001
Paeru_PRECISE:CAMHB_Cip:1,-2.5656565688,-0.111889083
Paeru_PRECISE:CAMHB_Cip:2,-1.9894239207000002,-0.12556174
ampC_mutation:PA_Cef_taz_wt:1,2.4216853992000003,0.183236947
ampC_mutation:PA_mutS_Cef_taz:1,4.9214978304,0.326967973
ampC_mutation:PA_mutS:1,1.172380349,-1.316923831
ampC_mutation:PA_mutS:2,-3.9560911175,-0.45592773400000003
ampC_mutation:PA_mutS:3,-1.4410272241,-0.68711939
ampC_mutation:PA_Cef_taz_wt:2,-2.4216853992000003,-0.183236947
ampC_mutation:PA_mutS_Cef_taz:2,0.5399591819,0.40534056500000004
ampC_mutation:PA_mutS:4,0.1879411186,-0.42389716200000005
ampC_mutation:PA_mutS:5,-2.8619041896,-0.050481151
ampC_mutation:PA_mutS:6,0.17680388530000002,-0.539215228
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,0.9697876957,0.323473347
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,2.4251994646,-0.23334284400000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,4.3439556684,-0.6599460770000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,1.7732830785,0.043068267
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,1.0054424316,0.08532740400000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,2.1947304432,-0.558942723
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.09582770480000001,0.40208278900000005
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.09582770480000001,-0.40208278900000005
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-4.5130351106,-1.660897171
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-5.3532308935,-1.108288288
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-9.3691636213,0.037130226
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-8.3029786322,-0.426472161
cysB_mutant:PAO1HH_wt:1,-1.8039427567000001,-0.17633857800000002
cysB_mutant:PAO1HH_wt:2,1.8039427567000001,0.17633857800000002
cysB_mutant:cysBHH:1,2.7173855286,-0.051636824000000005
cysB_mutant:cysBHH:2,2.6990524082,0.49747822
cysB_mutant:cysBHH:3,3.6085870495,0.856219943
ersA_knockout:delersA:1,-0.27998621690000003,0.138232208
ersA_knockout:delersA:2,0.8960207539,-0.401462945
ersA_knockout:wt_BHI:1,-2.7475561009,0.062391476
ersA_knockout:wt_BHI:2,2.7475561009,-0.062391476
gcsR_mutant:PAO1_rep_wt:1,0.05272403,0.198519839
gcsR_mutant:PAO1_rep_wt:2,-0.05272403,-0.198519839
gcsR_mutant:GcsR_rep:1,0.0629612391,0.7048576790000001
