,BSU_misc_RNA_63
M0t90_3,11.97
M40t45_1,13.4496
M40t45_2,13.9149
M40t45_3,14.9331
M40t90_1,11.0168
M40t90_2,12.3812
M40t90_3,12.2874
dia0_1,13.3102
dia0_2,14.0486
dia0_3,13.9253
dia5_1,12.3807
dia5_2,13.877
dia5_3,14.9718
dia15_1,15.1387
dia15_2,15.2259
dia15_3,13.4309
C30_1,11.5279
C30_2,11.553
C90_1,13.6618
C90_2,13.8424
SMM_1,11.3036
SMM_2,11.2301
SMM_3,11.2682
Salt_1,10.4327
Salt_2,10.6082
Salt_3,10.6474
M+G_1,11.3578
M+G_2,12.1042
M+G_3,11.9311
Glu_1,12.1609
Glu_2,11.8633
Glu_3,11.8421
Fru_1,12.2418
Fru_2,11.8841
Fru_3,11.5724
Mal_1,10.2639
Mal_2,11.2917
Mal_3,10.7273
G+S_2,10.3954
G+S_3,10.7842
Pyr_1,10.2173
Pyr_2,10.474
Pyr_3,10.164
Gly_1,9.4826
Gly_2,10.3102
Gly_3,9.4682
Glucon_1,10.612
Glucon_2,11.3598
Glucon_3,9.7476
BI_1,11.7613
BI_2,11.8746
BC_2,10.6528
BC/t_1,10.3446
BC/t_2,10.9628
BC_1,10.6361
Sw_1,9.8475
Sw_2,9.988
BMM_1,12.0659
BMM_2,12.2652
BMM_3,12.2945
Heat_1,13.1878
Heat_2,12.6578
Heat_3,12.6906
Cold_1,9.0968
Cold_2,8.8057
Cold_3,8.445
Etha_1,8.3749
Etha_2,8.2224
Etha_3,8.3283
SMMPr_1,11.45
SMMPr_2,10.9873
SMMPr_3,10.997
HiTm_1,9.8907
HiTm_2,11.3051
HiTm_3,12.6655
LoTm_1,11.2401
LoTm_2,11.1035
LoTm_3,10.9872
HiOs_1,11.8655
HiOs_2,11.825
HiOs_3,11.7334
Oxctl_1,13.1566
Oxctl_2,13.7667
Oxctl_3,14.4177
Diami_1,11.8518
Diami_2,11.5831
Diami_3,11.5041
Paraq_1,13.2452
Paraq_2,14.2311
Paraq_3,12.1416
H2O2_1,12.2727
H2O2_2,13.0123
H2O2_3,12.6751
HPh_1,13.3164
HPh_2,12.6769
HPh_3,12.9419
LPh_1,13.2265
LPh_2,13.3563
LPh_3,13.0168
LPhT_1,11.5936
LPhT_2,11.3396
LPhT_3,11.5293
aero_1,13.6151
aero_2,11.1873
aero_3,11.7279
nit_1,12.3874
nit_2,12.4797
nit_3,12.1085
ferm_1,12.4223
ferm_2,11.3449
ferm_3,11.7676
