,A,virS
antibiotic:ctrl_4h:3,-0.3136431222,-0.1689363592
antibiotic:izd_4h:1,0.6551042665,-0.1302762496
antibiotic:izd_4h:2,0.8290806552000001,0.19866008500000001
base:wt_glu_24:1,2.644215598,-0.49145252050000005
base:wt_glu_24:2,1.3276257208,-0.2661581165
base:wt_glu_24:3,2.1633850017,-0.2954422563
base:wt_glu_6:1,-0.48668523700000005,-0.212339045
base:wt_glu_6:2,0.39962399590000003,0.07675784520000001
base:wt_glu_6:3,0.0870612411,0.1355811998
base:wt_llac_24:1,-3.9340033146,-0.5024511682
base:wt_llac_24:2,-4.0734961912,-0.158360477
base:wt_llac_24:3,-2.386059657,-0.9076986094
base:wt_llac_6:1,0.8323565095000001,-0.1777728968
base:wt_llac_6:2,-1.7708250652,-0.4010469908
base:wt_llac_6:3,-0.23561853330000002,-0.17111110470000002
base:wt_pyr_24:1,-3.4580684386,-0.6545408453
base:wt_pyr_24:2,-3.9138419401,-1.1189085561
base:wt_pyr_24:3,-3.6383134619,-0.6676944111
base:wt_pyr_6:1,-1.4917621414,-0.6703519309
base:wt_pyr_6:2,-0.5776022630000001,-0.6316241453
base:wt_pyr_6:3,-0.3810822592,-0.41901033520000003
biofilm:biofilm:1,-2.8011232662000003,0.4390964382
biofilm:biofilm:2,-2.7094986593,0.6502872951
biofilm:planktonic:1,0.08415046720000001,0.091101637
biofilm:planktonic:2,-0.08415046720000001,-0.091101637
btz043:0_days_.006:1,-0.1746439216,0.1785781831
btz043:0_days_.006:2,-0.9445813903,-0.3087682416
btz043:0_days_.006:3,-0.9571493480000001,-0.0327293444
btz043:0_days_control:1,-0.1488280277,-0.034268009700000004
btz043:0_days_control:2,-0.050607991000000005,0.1905266371
btz043:0_days_control:3,0.1994360187,-0.15625862740000002
btz043:1_days_.006:1,-4.1704388701,0.3685160138
btz043:1_days_.006:2,-4.1624707399,0.4273647707
btz043:1_days_.006:3,-3.9126597603,0.5132348965
btz043:1_days_.006:4,-4.5150544173,0.29559923720000003
btz043:1_days_control:1,-4.0355978951,0.2076090257
btz043:1_days_control:2,-3.6732195466,-0.057247488900000004
btz043:1_days_control:3,-3.8625234989,0.3117314955
btz043:1_days_control:4,-3.6587393105,0.039755971
clarithromycin:1_days_control:1,-0.0133690261,0.0737272156
clarithromycin:1_days_control:2,-0.1112764317,0.0938053132
clarithromycin:1_days_control:3,0.1246454578,-0.1675325288
cnpB:del:1,-3.0172078422,-0.0041113967000000005
cnpB:del:2,-1.8858402435000001,0.0254848214
cnpB:del:3,0.7564272207,-0.5886020199
cnpB:wt:1,-1.7346356228,0.1124140545
cnpB:wt:2,-0.3859985629,0.0990794826
cnpB:wt:3,2.1206341858,-0.21149353710000002
csoR:ko:1,0.0120977587,-0.7306687028000001
csoR:ko:2,-0.43082037240000004,-0.3205630122
csoR:wt:1,0.667645795,-0.3171433402
csoR:wt:2,-0.667645795,0.3171433402
dap:0_days_25:1,-0.6384794948,0.0345265751
dap:0_days_25:2,-0.3234244461,0.1026380071
dap:0_days_25:3,-0.9677211085,0.21029624460000002
dap:0_days_25:4,-0.6337065832000001,0.2483731939
dap:0_days_control:1,0.09946304880000001,-0.037817338900000004
dap:0_days_control:2,0.010809524400000001,0.263373782
dap:0_days_control:3,0.1220220701,-0.3680641801
dap:0_days_control:4,-0.23229464330000002,0.14250773690000001
dap:1_days_25:1,-4.5228864725,1.08149626
dap:1_days_25:2,-4.9797683663,0.5904480033
dap:1_days_25:3,-4.8683100644,0.4306579384
dap:1_days_25:4,-4.2034182496,0.6228018550000001
dap:1_days_control:1,-4.9782480979,0.8325920228
dap:1_days_control:2,-4.7799879052000005,0.8772338865
dap:1_days_control:3,-4.7451944566,0.8544262747
dap:1_days_control:4,-5.4885935419,1.1255569572
degradosome:mutant_rnj:1,1.7915706585,-0.5344516982
degradosome:mutant_rnj:2,2.4074519341,-0.6074843726
degradosome:mutant_rnj:3,1.5205510267,-0.3113074107
degradosome:PNPase_ko:1,-7.6124453224,1.0753410223
degradosome:PNPase_ko:2,-7.9856273134,1.1287976420999999
degradosome:PNPase_ko:3,-7.8151208285,1.1099677829
degradosome:Rnase_E_ko:1,0.6064377350000001,-1.645419264
degradosome:Rnase_E_ko:2,0.7947527383,-1.9209512287
degradosome:Rnase_E_ko:3,1.2748894978,-1.2796551895000001
degradosome:wt_cas9_ctrl:1,1.2912141539,-0.9700771545
degradosome:wt_cas9_ctrl:2,1.3910326989000001,-0.7806222118
degradosome:wt_cas9_ctrl:3,2.8458921803,-1.0555294175
degradosome:wt_expn:1,0.4902444301,-0.1026814269
degradosome:wt_expn:2,-0.5625298975,-0.0232435337
degradosome:wt_expn:3,0.0722854675,0.1259249606
delam:0_days_.09:1,0.1208409339,-0.2108547031
delam:0_days_.09:2,0.0912517473,-0.5052535869
delam:0_days_.09:3,-0.24083642160000002,-0.677113898
delam:0_days_.09:4,0.2948670161,-0.29342943450000003
delam:0_days_control:1,-0.1820815505,-0.2416452289
delam:0_days_control:2,0.3227362686,0.0963270556
delam:0_days_control:3,0.0126606123,0.259291865
delam:0_days_control:4,-0.1533153305,-0.1139736917
delam:1_days_.09:1,-1.491814688,-0.4023520822
delam:1_days_.09:2,-1.4401718177,0.0311649139
delam:1_days_.09:3,-1.8803664757,-1.0191773261
delam:1_days_.09:4,-1.9941142262,-0.2257540522
delam:1_days_control:1,-1.2131914463,0.0151006521
delam:1_days_control:2,-1.6486542116,-0.72745258
delam:1_days_control:3,-1.1785742733,-0.42376584980000004
delam:1_days_control:4,-1.694044242,0.0650596542
dg_inh:both:1,-2.255060416,-1.0086505534
dg_inh:both:2,-1.9999939025,-1.0094701464
dg_inh:both:3,-2.3305641449,-0.9996372688
dg_inh:dg:1,-3.2304708076,-0.6763833359
dg_inh:dg:2,-2.3092337748,-1.0787381301
dg_inh:dg:3,-2.8763376577,-0.5900068895
dg_inh:DMSO:1,-0.096970153,0.1119269714
dg_inh:DMSO:2,0.43009229590000003,-0.1258263527
dg_inh:DMSO:3,-0.33312214290000003,0.013899381300000001
dg_inh:inh:1,-2.3766136490000003,-0.5975823054
dg_inh:inh:2,-2.8336922107999998,-0.9363531883
dg_inh:inh:3,-1.9689870928,-0.8188966252000001
dormancy:dormant_20d_rifampicin:1,-0.7739171224,1.7331394155000002
dormancy:dormant_20d_rifampicin:2,-0.7168242071,1.7439914044
dormancy:dormant_20d_rifampicin:3,-0.2558886681,1.7464929
dormancy:dormant_no_treatment:1,-1.0905493757,0.2108197725
dormancy:dormant_no_treatment:2,0.2445411899,0.16506711940000002
dormancy:dormant_no_treatment:3,0.8460081858,-0.37588689200000003
eccE1:control:1,-0.45905848800000004,0.0596791314
eccE1:control:2,0.45905848800000004,-0.0596791314
eccE1:delta_eccE1:1,0.15624174470000002,0.16344424470000002
eccE1:delta_eccE1:2,0.0031312736,0.0933499778
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.4761732718,-0.15465018830000002
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.3778233406,-0.1377051335
eccE1:delta_eccE1_empty_vector:1,-0.1045150546,-0.0885734381
eccE1:delta_eccE1_empty_vector:2,-0.1671834337,-0.0470522067
eccE1:delta_eccE1_myc_p1_HA_comp:1,-0.3164345959,-0.27525468680000004
eccE1:delta_eccE1_myc_p1_HA_comp:2,-1.1294928334,-0.16647416140000001
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.3400422558,-0.0584297144
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-0.3337080459,-0.0722885393
emb:0_days_2.45:1,0.0701577709,-0.6880511253
emb:0_days_2.45:2,0.7164174544,-0.5281198882
emb:0_days_2.45:3,0.0261544909,-0.9524986385
emb:0_days_2.45:4,0.9538788279,-0.4967504113
emb:0_days_control:1,0.6716981472,0.31780360500000004
emb:0_days_control:2,0.1020882578,0.0981005888
emb:0_days_control:3,-0.41469243380000004,-0.7231595197
emb:0_days_control:4,-0.35909397120000003,0.307255326
emb:1_days_2.45:1,-0.5232009834,0.0291154547
emb:1_days_2.45:2,-1.0710559613,-0.2087970724
emb:1_days_2.45:3,-0.9022468867000001,0.1687674166
emb:1_days_2.45:4,-0.5082396059000001,0.18695456700000002
emb:1_days_control:1,-0.5672722778,0.1073558912
emb:1_days_control:2,-0.3081824559,0.025779504800000002
emb:1_days_control:3,-0.5782382555000001,0.1373289581
emb:1_days_control:4,-0.6234385108,-0.1371189196
espL:ko:1,0.0009932802,-0.2034896782
espL:ko:2,-0.058410456900000005,0.0709517689
espL:wt:1,-0.4359955139,0.0799976213
espL:wt:2,0.4359955139,-0.0799976213
esx_1:ko:1,0.2540527776,-0.0614492769
esx_1:ko:2,-0.2969034571,-0.1411520103
esx_1:wt:1,0.6741053071,0.0045767653000000005
esx_1:wt:2,-0.4261075936,0.2648417743
esx_1:wt:3,-0.24799771350000002,-0.2694185396
genotoxic:control:1,0.3744082107,0.2009825961
genotoxic:control:2,-0.3744082107,-0.2009825961
genotoxic:growth_supplement:1,-2.1083260589,0.1878445065
genotoxic:growth_supplement:2,-0.5374146659,0.0773366474
growth:tss_expnt:1,-2.537667525,-0.21617346210000002
growth:tss_expnt:2,-1.2488229637,0.0699847816
growth:tss_expnt:3,-1.8042184947000002,0.32719859560000003
growth:tss_starved:1,-1.3794194581,0.4813854433
growth:tss_starved:2,-2.8810635108,0.6437450588
growth:tss_starved:3,-0.5795198571,0.8181035462
growth:wt_expn:1,-0.1659308631,-0.7163364028
growth:wt_expn:2,0.2622512665,0.2805403667
growth:wt_expn:3,-0.0963204034,0.4357960361
hs2:treated:1,-0.5665817715,0.2068392241
hs2:treated:2,-0.17367716960000001,0.3137934953
hs2:treated:3,-0.2709374812,0.3440758076
hs2:untreated:1,-0.1538005321,-0.4213857455
hs2:untreated:2,0.6002856257,0.0640184001
hs2:untreated:3,-0.4464850936,0.3573673453
hypoxia:000h_.81_DO:1,-0.1100482348,-0.0710525986
hypoxia:000h_.81_DO:2,0.1849285222,-0.4399254596
hypoxia:000h_.81_DO:3,-0.07488028740000001,0.5109780582
hypoxia:017h_.57_DO:1,-8.5825692084,0.08038362
hypoxia:017h_.57_DO:2,-8.4243128221,0.5740595352
hypoxia:017h_.57_DO:3,-8.5610860077,-0.9117202823
hypoxia:023h_.42_DO:1,-9.8696811973,-0.8214578711
hypoxia:023h_.42_DO:2,-9.1072839443,-1.1051242694
hypoxia:040h_.11_DO:1,-8.8336866849,-1.8600785589000002
hypoxia:040h_.11_DO:2,-9.045662552,-3.1459866731
hypoxia:041h_.09_DO:1,-10.2367199365,-2.0172280235
hypoxia:041h_.09_DO:2,-9.6273768893,-2.9626352059
hypoxia:041h_.09_DO:3,-8.4373087916,-2.8961017494
hypoxia:042h_.07_DO:1,-10.0087677911,-1.9321895612
hypoxia:042h_.07_DO:2,-9.8202109582,-2.433064297
hypoxia:043h_.06_DO:1,-10.3831173187,-1.7916015581
hypoxia:043h_.06_DO:2,-9.5886527507,-2.5074852682
hypoxia:043h_.06_DO:3,-10.2740751719,-1.349789108
hypoxia:044h_.04_DO:1,-9.3758658434,-1.4548512445
hypoxia:044h_.04_DO:2,-7.596488862,-1.7403083876
hypoxia:044h_.04_DO:3,-8.9479550789,-1.8432886913000002
hypoxia:047h_0_DO:1,-11.2942726324,-1.8722348079
hypoxia:047h_0_DO:2,-8.2410673993,-1.2629918454
hypoxia:047h_0_DO:3,-8.5587218875,-1.8193579519
hypoxia:049h_0_DO:1,-8.823544343,-1.0922224307
hypoxia:049h_0_DO:2,-7.7662621854000005,-1.3754682438999999
hypoxia:049h_0_DO:3,-9.6487421042,-0.9445440791
hypoxia:050h_0_DO:1,-8.4125570018,-0.7910370101
hypoxia:050h_0_DO:2,-6.3611880023000005,-1.1449285739
hypoxia:050h_0_DO:3,-8.3895934655,-0.8592334644
hypoxia:052h_0_DO:1,-6.6862342304,-0.2903107531
hypoxia:052h_0_DO:2,-3.9705044317000002,-0.6422352699
hypoxia:052h_0_DO:3,-5.7146799234,-0.6160876465
hypoxia:054h_0_DO:1,-5.3849354555,-1.0496987571
hypoxia:054h_0_DO:2,-5.5172873969000005,-0.162650616
hypoxia:054h_0_DO:3,-7.6996923263,-1.4369288519
hypoxia:054h_0_DO:4,-4.1644981336,-1.0493745497
hypoxia:054h_0_DO:5,-5.9435105230000005,-0.5196828276000001
hypoxia:070h_0_DO:1,-3.0022630537,0.40254363670000004
hypoxia:070h_0_DO:2,-1.3445595704,0.47803485300000004
hypoxia:088h_0_DO:1,0.1753787909,0.45324760690000004
hypoxia:088h_0_DO:2,0.2582981822,0.2795032786
hypoxia:114.5h_.04_DO:1,-5.4334287605,0.7206883908
hypoxia:114.5h_.04_DO:2,-4.9201040561,0.9395757714
hypoxia:114.5h_.04_DO:3,-5.5498801601,1.1395891565
hypoxia:115h_.06_DO:1,-8.8813034075,0.2180625009
hypoxia:115h_.06_DO:2,-8.8398987817,-0.0427958114
hypoxia:115h_.06_DO:3,-8.7856582309,0.15778575820000001
hypoxia:116h_.11_DO:1,-10.2572095587,-0.2107992706
hypoxia:116h_.11_DO:2,-10.2376774899,-0.5391941912
hypoxia:116h_.11_DO:3,-10.4066562552,-0.5582145451
hypoxia:120h_.47_DO:1,-11.0751826297,-0.7009940450000001
hypoxia:120h_.47_DO:2,-10.972942988,-1.1817341793
hypoxia:120h_.47_DO:3,-10.9858215953,-0.9985203922
kinase:DMSO_0h_F:1,-1.0366968361,2.2086089044
kinase:DMSO_0h_F:2,-0.6021943041000001,1.8192253716
kinase:DMSO_0h_F:3,-0.6110446182,2.6195352776
kinase:DMSO_0h_H:1,-0.8318066105,0.3031207321
kinase:DMSO_0h_H:2,-0.2045692911,0.2033862922
kinase:DMSO_0h_H:3,-0.7494391342000001,0.010931280100000001
kinase:DMSO_0h_H:4,-0.8197212881,0.3147458718
kinase:DMSO_0h_H:5,-0.7334519231000001,0.4266983831
kinase:DMSO_0h_H:6,0.11156684280000001,0.0604921962
kinase:DMSO_0h_I:1,-0.1851794836,-0.42384189110000003
kinase:DMSO_0h_I:2,-0.082193025,0.356185691
kinase:DMSO_0h_I:3,0.1473241617,-0.4655104802
kinase:DMSO_0h_I:4,-0.257883544,0.9585082053
kinase:DMSO_0h_I:5,0.2595497073,-0.0171151454
kinase:DMSO_0h_I:6,0.1183821837,-0.4082263796
kinase:pknD_T10_48h:1,-0.9971329707000001,0.7850479703000001
kinase:pknD_T10_48h:2,-0.9703918147,0.4510123365
kinase:pknD_T10_48h:3,-0.6492801848,0.8093386118
kinase:pknL_T10_48h:1,-1.7102007789,0.44029183600000005
kinase:pknL_T10_48h:2,-1.6202455631000001,0.44836831720000003
kinase:pknL_T10_48h:3,-1.1943356281,0.455694339
kinase:pknL_T4_48h:1,-3.0743934891,2.0125950428
kinase:pknL_T4_48h:2,-3.0621285958,1.7730999987
kinase:pknL_T4_48h:3,-3.1653535778,1.8752114203999999
kinase:T10_12h_F:1,-0.849630391,3.0003796823
kinase:T10_12h_F:2,-1.1712467015,2.9162376654
kinase:T10_12h_F:3,-1.1562804442,2.9277910292
kinase:T10_12h_H:1,-0.4996891825,2.2955029348
kinase:T10_12h_H:2,-0.778584665,3.2142928269
kinase:T10_12h_H:3,-0.3684857053,2.8532626298
kinase:T10_12h_I:1,1.2974953549000001,0.38022659140000004
kinase:T10_12h_I:2,1.4186372372,0.224224736
kinase:T10_24h_F:1,-1.0375181987,2.6447729881
kinase:T10_24h_F:2,-1.437086462,2.0243552024
kinase:T10_24h_F:3,-1.4415267113999999,2.418586136
kinase:T10_24h_H:1,-0.2818379106,1.850895409
kinase:T10_24h_H:2,-0.38819637560000003,2.3146288806
kinase:T10_24h_H:3,-0.3626750687,2.6994655361
kinase:T10_24h_I:1,1.1920852148,0.5316447065000001
kinase:T10_24h_I:2,1.3583496705,0.5398877713
kinase:T10_48h_F:1,2.2591625135,2.7953164611
kinase:T10_48h_F:2,1.6595843542000002,2.8080261071
kinase:T10_48h_F:3,0.29537318360000003,2.7018132505
kinase:T10_48h_H:1,-0.1721028498,1.7518254128000001
kinase:T10_48h_H:2,-0.3802489706,2.5128700701
kinase:T10_48h_H:3,0.2146985612,3.2329544186
kinase:T10_48h_I:1,0.7878082321000001,-0.20899373100000002
kinase:T10_48h_I:2,0.5281265701,0.3393428946
kinase:T10_48h_I:3,0.8651769185,0.0183724772
kinase:T4 _48h_H:1,-1.2718477361,3.2401113414
kinase:T4 _48h_H:2,-1.2816104272,3.2430845419
kinase:T4 _48h_H:3,-1.4170540219,3.2118000882
kinase:T4 20 _12h_I:1,1.959400486,0.7898184968
kinase:T4 20 _12h_I:2,1.4536885341,1.1093635548
kinase:T4 20 _12h_I:3,1.5092219804,1.0374207123
kinase:T4_12h_F:1,-0.6404939437,3.2126639502
kinase:T4_12h_F:2,-1.0560759397,2.9175536386000003
kinase:T4_12h_F:3,-1.0332098536,3.1389597126
kinase:T4_12h_H:1,-1.2319580069,2.3583275384
kinase:T4_12h_H:2,-1.1635057097,2.2774279735
kinase:T4_12h_H:3,-0.13275322950000001,2.0033331141
kinase:T4_24h_F:1,-1.1514540337999999,3.0893905911
kinase:T4_24h_F:2,-0.608653648,3.0247248947
kinase:T4_24h_F:3,-1.0563639494000001,3.054943683
kinase:T4_24h_H:1,-0.3541518296,2.3980190969
kinase:T4_24h_H:2,-0.3976607612,2.3083213907999998
kinase:T4_24h_H:3,-0.35389587310000004,2.1893837342
kinase:T4_24h_I:1,1.5932392667,1.2584300195
kinase:T4_24h_I:2,1.3495358512,1.3417176992
kinase:T4_48h_F:1,-1.1211997372,3.5966022778999998
kinase:T4_48h_F:2,-1.0943525915,3.3149419954
kinase:T4_48h_F:3,-0.6274200928,3.2295762235
kinase:T4_48h_I:1,-0.0152250104,1.8988465902
kinase:T4_48h_I:2,0.5757519706,2.1521765086
kinase:T4_48h_I:3,-0.14353801300000002,1.8439868232
kinase:WT_T10_48h:1,-1.1793406749,1.7898292143
kinase:WT_T10_48h:2,-1.9522424693,2.5999654925
kinase:WT_T10_48h:3,-1.3391881098,2.3212560563
kinase:WT_T10_48h:4,-1.1804331797,1.2301117151
kinase:WT_T10_48h:5,-0.9390007786000001,1.0449944534
kinase:WT_T4_48h:1,-2.5946958249,2.898084781
kinase:WT_T4_48h:2,-2.533462413,2.8777953965
kinase:WT_T4_48h:3,-2.898520805,2.8714777488000003
levofloxacin:control:1,0.4225282325,-0.39836456810000004
levofloxacin:control:2,0.2165415788,0.0699989767
levofloxacin:control:3,-0.6390698114000001,0.3283655914
levofloxacin:treated:1,-4.4289246976,0.5694057724
levofloxacin:treated:2,-5.715966474,0.6066489018
levofloxacin:treated:3,-5.8962741698,0.3428409825
linez:0_days_4:1,-2.4042927577,-0.1317013236
linez:0_days_4:2,-2.4310596774,-0.2508720171
linez:0_days_4:3,-2.3791356055,0.4640087042
linez:0_days_4:4,-2.1648470465,0.4867016785
linez:0_days_control:1,-0.0334607684,-0.1964036389
linez:0_days_control:2,0.2631625568,0.0696321424
linez:0_days_control:3,-0.33301654750000004,-0.2006990615
linez:0_days_control:4,0.1033147591,0.327470558
linez:1_days_4:1,-0.4698893288,-0.1212473134
linez:1_days_4:2,-0.7961219214,0.0721390752
linez:1_days_4:3,-1.0142702019,-0.49103669710000003
linez:1_days_4:4,-0.3613475423,-0.0843485253
linez:1_days_control:1,0.08352247530000001,0.0465374801
linez:1_days_control:2,0.6472403057,-0.2424815347
linez:1_days_control:3,0.21514959290000002,-0.3347731662
lipid:dextrose_exp:1,-0.0415380141,-0.0813370999
lipid:dextrose_exp:2,0.0415380141,0.0813370999
lipid:dextrose_hypo:1,-1.4364881341,1.7217573432000002
lipid:dextrose_hypo:2,1.6754999356,2.2171199036
lipid:dextrose_stat:1,0.3769472465,1.0564046398
lipid:dextrose_stat:2,0.4386092279,1.3752383123
lipid:lipid_exp:1,3.9303309959,-0.5494299446
lipid:lipid_exp:2,6.7110757746,-0.1265862287
lipid:lipid_stat:1,3.7141339442,0.3418671809
lipid:lipid_stat:2,5.4369996166,0.5333718809
mcr11:mcr11_mutant:1,-1.2499297084,-0.20269544820000002
mcr11:mcr11_mutant:2,-0.6252357233,0.0802009387
mcr11:mcr11_mutant:3,-1.165665264,-0.2429549308
mcr11:wt:1,0.061653889600000004,-0.0054998699
mcr11:wt:2,-0.42504207460000004,-0.2559481564
mcr11:wt:3,0.36338818500000003,0.2614480263
miceAV_macro:24h_control:1,0.1386070983,0.116294223
miceAV_macro:24h_control:2,-0.3182499213,0.0310006486
miceAV_macro:24h_control:3,0.179642823,-0.14729487160000002
miceBMDM:inf02:1,-0.0791149739,-1.5355690766999999
miceBMDM:inf02:2,-2.1404424279,-0.9787602627
miceBMDM:inf02:3,-0.0645419504,-0.9442393594
miceBMDM:inf24:1,-1.1168391278,0.1534883926
miceBMDM:inf24:2,2.357010714,0.4284114459
miceBMDM:inf24:3,-0.23351663660000002,-0.0236641094
miceBMDM:inf08:1,-1.7116448706,-0.1096468818
miceBMDM:inf08:2,-1.711339592,-0.3429709764
miceBMDM:inf08:3,-0.7113310780000001,-0.1977452797
miceBMDM:no_inf02:1,-0.0019910142000000002,-0.13859758930000002
miceBMDM:no_inf02:2,-0.1469241414,0.0604625026
miceBMDM:no_inf02:3,0.14891515560000002,0.07813508670000001
miceBMDM:no_inf24:1,-3.4393485912,0.03034233
miceBMDM:no_inf24:2,-2.9335857602,-0.1479004791
miceBMDM:no_inf24:3,-2.9829497356,0.11570607520000001
miceBMDM:no_inf08:1,-4.5289088318,-0.23566926230000002
miceBMDM:no_inf08:2,-4.9611513164000005,-0.514029284
miceBMDM:no_inf08:3,-4.597916887,-0.3274956643
miceNF:control:1,0.34433159950000003,-0.0198171334
miceNF:control:2,-0.34433159950000003,0.0198171334
miceNF:invivo:1,-6.2381923025,-0.47128977800000005
miceNF:invivo:2,-8.7530205275,-0.3329708089
miceNF:invivo:3,-6.4724423866,-0.6640696187
mihF:mihF_mutant_atc:1,-2.8752481469,0.0054345434
mihF:mihF_mutant_atc:2,-3.0303652095,-0.2295200523
mihF:mihF_mutant_no_atc:1,-2.7297681507,-0.9496311213
mihF:mihF_mutant_no_atc:2,-1.8710912522,-0.4516373232
mihF:wt_atc:1,-0.113703864,-0.39377762
mihF:wt_atc:2,-0.7368665071,-1.0845945173
mihF:wt_no_atc:1,-1.0735115868,-0.2065891005
mihF:wt_no_atc:2,1.0735115868,0.2065891005
mmpl3:mutant_no_ATC:1,0.3247933166,-0.18464772470000002
mmpl3:mutant_no_ATC:2,-0.3247933166,0.18464772470000002
mmpl3:mutant_with_ATC:1,-1.0543539718,1.3091822307
mmpl3:mutant_with_ATC:2,-0.8337688335000001,1.2768831165
mrsI:ko_iron_atc:1,-2.226987419,-0.3535667203
mrsI:ko_iron_atc:2,-2.4093173142,0.0151266505
mrsI:ko_iron_no_atc:1,-8.9078586453,-3.3896190181
mrsI:ko_iron_no_atc:2,-8.2901287899,-2.7242276671
mrsI:ko_ox_atc:1,-6.881327336,-2.5609857661
mrsI:ko_ox_atc:2,-8.1954815619,-3.4028939129
mrsI:ko_ox_no_atc:1,-17.6459372834,-2.9185444517
