,A,prpR
AcrB_efflux_virulence:WT:3.0,0.6059714856,0.0129653531
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-0.4716781303,0.8215386170000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-0.0636544175,1.0412455526
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-0.0011597226,0.9912161257000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,1.6141970167,2.1691273256
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,0.1878764094,0.9796491106
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-0.8252396951000001,1.1591369462
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,0.5939055598,-0.2806053472
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.8648269238,0.26972859250000003
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,1.1308045167,1.5836738542000002
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,0.16707862340000001,0.27487199
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-0.3791394585,0.8135719556000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,0.2604501392,0.8314801237
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-0.9520201113000001,0.9192856330000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,0.08622611620000001,-0.4992490509
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-0.2448018144,1.6621373689
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,1.1805798988,0.9957681836000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-2.410699244,1.8099380476
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-0.7041649331000001,-0.9338052211000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-1.689968054,0.060453285100000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,0.9044948748,1.3706868543000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-2.1527065759,-0.9868222815000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-1.81372953,0.1374246358
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,2.2455280148,0.2538114951
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.4317984848,-0.39123613090000003
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,1.2249650488000001,1.2105765373
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,1.3448318509,2.5656981278
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,1.8774648575000001,2.1502879837
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-0.3251310281,0.4338614344
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,1.3077651514,0.9411709499
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,1.5897364221,0.340444385
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,2.3265552776,2.8923250555
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,1.4052951829,0.2839200368
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,0.3773351646,0.4072988717
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-0.7449771627,-1.0367696541
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,1.7996249065,2.9900759592
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,1.0023866962,0.9592618441
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,0.7578034885,0.8988184409000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-0.305727222,0.1413425164
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,1.7979927749,0.07187469860000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,5.1513881608,0.660342979
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,0.27711924,2.6677798382
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,2.3445010618,1.8000357796
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-1.1004667608,1.3679370996
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,0.5354856301,1.2307611446
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,1.8470713864000001,0.1699442351
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,2.5118689343,1.4143208862
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,1.4635189363,2.7550383191
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,2.1384356396,-0.08392452980000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-0.3989025785,0.6479360885000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,1.3553172996,2.9709320913
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,1.7720554115,0.6924771359
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,1.6321308919000002,0.4134376878
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,3.8832729879,0.577102254
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,3.7877047743,-0.5445537258
OPG:del_opgGH:1.0,-0.2436425696,-0.2273065767
OPG:del_opgGH:2.0,-0.0946138492,-0.5442513395
OPG:del_opgGH:3.0,0.0994266203,-0.40693427460000003
OPG:del_opgGH_pBK16:1.0,0.0353746073,0.10048233770000001
OPG:del_opgGH_pBK16:2.0,-0.3549415742,-0.3084638504
OPG:del_opgGH_pBK16:3.0,0.0882608721,-0.1105944816
OPG:WT:1.0,-0.2293256512,-0.1843346541
OPG:WT:2.0,0.0857692153,0.2149609795
OPG:WT:3.0,0.1435564359,-0.0306263254
PinT:pinT+_1h:1.0,-0.1443689219,-0.2450989108
PinT:pinT+_1h:2.0,0.1443689219,0.2450989108
cold_shock_protein:WT_RNAseq:1.0,0.5410364092000001,0.3098518953
cold_shock_protein:WT_RNAseq:2.0,-0.0738123511,-0.2862000349
cold_shock_protein:WT_RNAseq:3.0,-0.4672240581,-0.023651860400000002
cold_shock_protein:DeltaCspCE_RNAseq:1.0,3.6447270247,1.7771719574
cold_shock_protein:DeltaCspCE_RNAseq:2.0,3.6769486941,1.651794109
cold_shock_protein:DeltaCspCE_RNAseq:3.0,4.3362873413,1.3340744671
dephostatin:LB_DMSO:1.0,-0.5089399424000001,-0.0731103297
dephostatin:LB_DMSO:2.0,-0.1400103846,0.1931039914
dephostatin:LB_DMSO:3.0,0.648950327,-0.1199936618
dephostatin:LB_Dephostatin:1.0,-2.0644199512,0.6282564771
dephostatin:LB_Dephostatin:2.0,-0.2627865118,0.6856250577
dephostatin:LB_Dephostatin:3.0,-0.0187911623,0.17207271030000001
dephostatin:LPM_DMSO:1.0,-8.7886509896,-1.5033191987999999
dephostatin:LPM_DMSO:2.0,-8.8768047305,-1.2177385904
dephostatin:LPM_Dephostatin:1.0,-9.6454087389,-1.2873572739
dephostatin:LPM_Dephostatin:2.0,-9.804048098900001,-1.1974821264
dephostatin:LPM_Dephostatin:3.0,-7.8697628603,-1.1582140707
efflux_inhibition:Chlorpromazine:1.0,1.2581853224000001,-0.3518929397
efflux_inhibition:Chlorpromazine:2.0,5.3938309301,1.1774908094
efflux_inhibition:Chlorpromazine:3.0,1.0778485589,-0.0557823065
efflux_inhibition:PABN:1.0,0.15644039640000001,0.2037739758
efflux_inhibition:PABN:2.0,1.2992950771,0.016315436200000002
efflux_inhibition:no_treatment:1.0,0.5818542109,-0.0958474861
efflux_inhibition:no_treatment:2.0,0.5681045821,0.1849798208
efflux_inhibition:no_treatment:3.0,-1.1499587931,-0.08913233470000001
efflux_inhibition:Chlorpromazine:4.0,0.8640863148,-0.1458426533
efflux_inhibition:PABN:3.0,1.9022262778,0.2066795529
fis_regulatory_network:GX_EE:1.0,-0.2729533931,-1.2049007592
fis_regulatory_network:GX_EE:2.0,-0.15516077320000002,0.5380184591
fis_regulatory_network:GX_TS:1.0,7.6763776438,0.6848963624000001
fis_regulatory_network:GX_TS:2.0,6.8944082778,0.6532924891
fis_regulatory_network:WT_EE:1.0,-0.2818925315,-0.0149140843
fis_regulatory_network:WT_EE:2.0,0.2818925315,0.0149140843
fis_regulatory_network:WT_TS:1.0,9.5269057567,0.0435423288
fis_regulatory_network:WT_TS:2.0,8.9525151313,0.3793753671
fis_regulatory_network:OX_EE:1.0,1.4010393418,0.18659769980000002
fis_regulatory_network:OX_EE:2.0,0.8233906406,-0.1608979902
fis_regulatory_network:OX_TS:1.0,1.3658550307000001,1.7005195671000002
fis_regulatory_network:OX_TS:2.0,1.2692787686,1.4107736172
persisters:rep:1.0,0.0045081174,0.0385149631
persisters:rep:2.0,-0.0045081174,-0.0385149631
proQ_pulse_expression:empty_vector:1.0,0.4181465391,-0.28033393160000003
proQ_pulse_expression:empty_vector:2.0,-0.4181465391,0.28033393160000003
proQ_pulse_expression:long_STnc540_overexpression:1.0,-0.4749961767,-0.2799734099
proQ_pulse_expression:long_STnc540_overexpression:2.0,-0.1000637897,-1.0270034392
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.0656855546,-0.3551432813
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.2469165143,-0.9734483864000001
proQ_virulence:dhfq_dproQ_LB:1.0,8.1143120607,-0.6542592384
proQ_virulence:dhfq_dproQ_LB:2.0,7.1480485294000005,-0.4915146087
proQ_virulence:dhfq_dproQ_LB:3.0,7.2608045695,-0.09131479440000001
proQ_virulence:dhfq_dproQ_SPI-2:1.0,1.0348653713,-2.4562210536
proQ_virulence:dhfq_dproQ_SPI-2:2.0,0.8256035308,-2.4720130391
proQ_virulence:dhfq_dproQ_SPI-2:3.0,0.6510513838,-2.7572128586
proQ_virulence:dhfq_LB:1.0,6.6995935754,-0.9781078779000001
proQ_virulence:dhfq_LB:2.0,7.7740388733,-1.6761463055
proQ_virulence:dhfq_LB:3.0,5.8001680618,-1.1730124958
proQ_virulence:dhfq_SPI-2:1.0,0.8020327435,-2.1197995531
proQ_virulence:dhfq_SPI-2:2.0,0.7263343319000001,-2.1579536591
proQ_virulence:dhfq_SPI-2:3.0,0.7030924614,-2.2265038809
proQ_virulence:dproQ_LB:1.0,1.9261283144,0.3677349097
proQ_virulence:dproQ_LB:2.0,2.7748997672,-1.2463297867
proQ_virulence:dproQ_LB:3.0,-0.1681110991,-0.3978148727
proQ_virulence:dproQ_SPI-2:1.0,0.311347717,-2.1703190695
proQ_virulence:dproQ_SPI-2:2.0,0.6825889518,-1.9360053457
proQ_virulence:dproQ_SPI-2:3.0,-0.0919516451,-2.3773170636
proQ_virulence:WT_LB:1.0,0.4753320646,0.6474709767
proQ_virulence:WT_LB:2.0,1.293873557,0.1592487679
proQ_virulence:WT_LB:3.0,-1.7692056216,-0.8067197446000001
proQ_virulence:WT_SPI-2:1.0,0.2246837305,-1.9097036419000002
proQ_virulence:WT_SPI-2:2.0,0.4579225776,-2.0446150024
proQ_virulence:WT_SPI-2:3.0,0.25681322570000004,-2.1395434153
rcsB:del_rcsB_S207C:1.0,0.2844219723,0.19699730240000002
rcsB:del_rcsB_WT:1.0,-0.42604735660000004,1.2249937781
rcsB:del_rcsB:1.0,-0.365167968,-0.7828883327
rcsB:del_rcsB_H12A:1.0,0.46603929380000003,-1.1179547033
rcsB:del_rcsB_D56A:1.0,-1.7275733554000001,0.6778536134
rcsB:del_rcsB_M88A:1.0,-0.0668975362,0.3942433837
rcsB:del_rcsB_H77A:1.0,-0.8168688439,0.5004075471
rcsB:del_rcsB_L108A:1.0,1.2330809458,-1.2315061197000001
rcsB:del_rcsB_S207C:2.0,0.3552513464,-0.4976925085
rcsB:del_rcsB_WT:2.0,-0.0843544276,-0.9159304859
rcsB:del_rcsB:2.0,-0.20599631170000002,0.6869703083
rcsB:del_rcsB_H12A:2.0,-0.5583577038,1.8169683588
rcsB:del_rcsB_D56A:2.0,-0.2870728346,0.9555390546
rcsB:del_rcsB_H77A:2.0,-0.3793381267,0.8874866826000001
rcsB:del_rcsB_L108A:2.0,0.6762583487,-0.8053326390000001
rcsB:del_rcsB_WT:3.0,0.5104017842,-0.3090632922
rcsB:del_rcsB_H12A:3.0,-0.4115514876,-0.7643598486000001
rcsB:del_rcsB_D56A:3.0,-2.4803041984,-1.1018316871
rcsB:del_rcsB_M88A:2.0,-1.4986970098,-0.8479074780000001
rcsB:del_rcsB_H77A:3.0,3.0695727791,-0.7762751773000001
rcsB:del_rcsB_L108A:3.0,1.2181495981000001,-0.9446447281
ribodepletion:RiboZero:1.0,-0.1649104369,-0.026197417400000002
ribodepletion:RiboZero:2.0,0.1649104369,0.026197417400000002
single_carbon_source:mucic:1.0,0.2311504477,0.020128032100000002
single_carbon_source:mucic:2.0,-0.2311504477,-0.020128032100000002
single_carbon_source:tartarate:1.0,1.0030529605,-0.120884268
single_carbon_source:tartarate:2.0,0.7084115477,-0.5161596478
ssrA_ssrB_TCS:ssrB_minus:1.0,0.9131747012,0.4311828439
ssrA_ssrB_TCS:ssrB_minus:2.0,-0.24079919860000001,-0.36228247890000004
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.6723755027,-0.068900365
ssrA_ssrB_TCS:ssrB_plus:1.0,-1.546868509,-0.31462489520000003
ssrA_ssrB_TCS:ssrB_plus:2.0,-1.5252704423,-0.5370399274000001
ssrA_ssrB_TCS:ssrB_plus:3.0,-2.7954499517,-0.8988600643
yedF:WT:1.0,-0.34674114980000004,0.0
yedF:WT:2.0,0.34674114980000004,0.0
yedF:del_yedF:1.0,-2.7776537246,0.4254920608
yedF:del_yedF:2.0,-1.6797647187,0.0
yedF:del_yedF:3.0,-5.9465632525,0.30683114
14028S_paratyphiA:37C_stationary:1.0,5.0030855611,3.8822971487
14028S_paratyphiA:42C_log:1.0,-0.6984260726,0.167108427
14028S_paratyphiA:37C_log:1.0,0.2224827684,-0.2572913693
14028S_paratyphiA:42C_log:2.0,-0.0769038954,0.4989584933
14028S_paratyphiA:37C_stationary:2.0,4.1737216402,3.5447725172
14028S_paratyphiA:37C_log:2.0,-0.2224827684,0.2572913693
7TF:hilC:1.0,-0.1338104991,-0.8749651967000001
7TF:del_hilD:1.0,-0.9507003603,0.5945289114
7TF:WT:1.0,0.0487299755,0.057847316600000004
7TF:hilD:1.0,-1.1787186726,-1.7791773383
7TF:WT:2.0,-0.31333947,-0.06511278620000001
7TF:del_sprB:1.0,-0.0627098562,-0.2644161814
7TF:del_rtsB:1.0,-1.8856303794,0.3644329717
7TF:rtsA:1.0,0.4351413105,0.0911280035
7TF:del_invF:1.0,-0.7641204592,0.23981376110000002
7TF:sprB:1.0,-0.3688734423,-1.3985936528
7TF:hilD:2.0,-0.6412058496,-1.1044398744
7TF:del_invF:2.0,-1.3710405632,0.1917645077
7TF:del_rtsB:2.0,-1.9990253892,-0.063593045
7TF:hilC:2.0,-0.10995241130000001,-0.901986477
7TF:WT:3.0,-0.0421354367,0.0690349642
7TF:del_hilD:2.0,-0.5744878330000001,0.4993181587
7TF:rtsA:2.0,-0.3776604572,0.6001069016
7TF:invF:1.0,-1.225435952,-0.0947007784
7TF:invF:2.0,1.0996531511,-0.7944871063000001
7TF:sprB:2.0,0.07533825570000001,-1.427321412
7TF:del_sprB:2.0,-1.0930655868,0.1143185902
7TF:WT:4.0,0.3067449312,-0.0617694946
MMC:del_rtcB_No treatment:1.0,-0.4987873379,-0.2755608819
MMC:WT_No_treatment:1.0,-0.18251105110000002,-0.0467855766
MMC:WT_No_treatment:2.0,-0.6703834123,0.06736728560000001
MMC:del_rtcR_No_treatment:1.0,-0.8659506616,-0.5268223609
MMC:del_rtcR_3mM_MMC:1.0,1.0436618235,-0.9358964190000001
MMC:WT_No_treatment:3.0,0.8528944634000001,-0.020581709
MMC:del_rtcB_3mM_MMC:1.0,0.599960041,-0.708007844
MMC:del_rtcB_3mM_MMC:2.0,0.8673195268,-0.6767958018
MMC:del_rtcR_3mM_MMC:2.0,1.1618193221,-0.6643093642
MMC:del_rtcR_3mM_MMC:3.0,-1.4554938636,-0.3444860864
MMC:del_rsr_No_treatment:1.0,1.166578378,0.0224579268
MMC:del_rtcB_3mM_MMC:3.0,0.2493581676,-0.3993967661
MMC:del_rtcR_No_treatment:2.0,-0.2019478388,-0.2816841094
MMC:del_rsr_3mM_MMC:1.0,1.0147960995,0.1575338207
MMC:del_rtcB_No treatment:2.0,0.51696758,-0.18965723140000001
MMC:WT_3mM_MMC:1.0,0.8673672709,-0.31633240630000004
MMC:del_rsr_3mM_MMC:2.0,3.2916546817,0.42748510770000003
MMC:WT_3mM_MMC:2.0,0.1311291829,-0.6206066149
MMC:del_rsr_No_treatment:2.0,3.4217748616,1.9091831999000002
MMC:del_rtcB_No treatment:3.0,0.022728567800000002,-0.2432913177
MMC:del_rsr_No_treatment:3.0,2.1268714248,0.8002309303
Nontyphoidal_comparisons:rep:1.0,0.3512584982,-0.0422897249
Nontyphoidal_comparisons:rep:2.0,-0.6624363365,0.0100749742
Nontyphoidal_comparisons:rep:3.0,0.3111778383,0.0322147507
araC:delta_araC_LB:1.0,-0.3112563399,-0.0199500751
araC:WT_LB:1.0,0.1575646733,0.5187258993
araC:WT_LB:2.0,-0.1575646733,-0.5187258993
araC:delta_araC_LB:2.0,-0.3435161054,0.4203006845
csgD:WT_planktonic_TP1:1.0,-2.2436505599999996e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-5.7236645295,-0.6227588425
csgD:WT_aggregate_TP2:1.0,-2.7020136502,-0.7309442394
csgD:del_csgD_planktonic_TP1:1.0,-3.7424734823,-0.7634714243
csgD:WT_planktonic_TP3:1.0,-0.19053113670000002,-1.2021904088
csgD:del_csgD_planktonic_TP3:1.0,-2.5132759316,-1.1919164989
csgD:WT_planktonic_TP2:1.0,-6.7225657459,-1.1597218692
csgD:WT_aggregate_TP3:1.0,-0.4755219845,-1.4082614197
csgD:PcsgD_planktonic_lux_TP1:1.0,0.6392538424,-0.6285007055
csgD:PcsgD_planktonic_lux_TP4:1.0,0.75644425,-0.9748828104
csgD:PcsgD_aggregate_lux_TP3:1.0,-0.18094252700000002,-1.6222458688999999
csgD:PcsgD_planktonic_lux_TP2:1.0,-5.9661921984,-0.9799966475
csgD:PcsgD_planktonic_lux_TP3:1.0,1.8977840956,-1.0919290506000001
csgD:del_csgD_planktonic_TP4:1.0,-0.5174876943,-1.1306066678
csgD:WT_aggregate_TP4:1.0,-0.7000621448000001,-1.7800166365
csgD:PcsgD_aggregate_lux_TP4:1.0,-1.7804011596,-1.3949238135
csgD:PcsgD_aggregate_lux_TP2:1.0,-3.008026137,-0.0989441488
csrA:10min_LB_csrA:1.0,5.1757440608,-1.5855026086000001
csrA:10min_LB_WT:1.0,6.0569012666,-1.5122229380999999
csrA:2.5min_LB_csrA:1.0,0.8784816044,-1.9323082785
csrA:5min_mLPM_WT:1.0,3.000750826,-2.0650945204
csrA:15min_mLPM_csrA:1.0,1.5692133014,-1.5094928998000001
csrA:5min_LB_WT:1.0,2.5038604682,-2.1934657268
csrA:2.5min_LB_WT:1.0,0.0032849199,-1.9278293143
csrA:0min_LB_WT:1.0,-0.3332278126,-0.27159493490000003
csrA:15min_LB_WT:1.0,8.0035346359,-1.5230569619
csrA:0min_mLPM_WT:1.0,2.2296231799,-0.0585504736
csrA:15min_LB_csrA:1.0,6.0635495519,-1.5876446510000002
csrA:15min_mLPM_WT:1.0,5.4231051343,-1.3926524557
csrA:15min_LB_csrA:2.0,6.1164026764,-1.1769251595
csrA:0min_mLPM_WT:2.0,3.0526393264,0.24619555210000002
csrA:0min_LB_csrA:1.0,-0.4755103619,0.271534863
csrA:15min_LB_WT:2.0,6.0557628918,-1.3036384208
csrA:15min_mLPM_WT:2.0,2.5833237129,-1.5980533103
csrA:5min_LB_WT:2.0,2.1034155962,-2.2507858238000003
csrA:5min_mLPM_WT:2.0,0.9027201680000001,-1.6793285085
csrA:2.5min_LB_WT:2.0,0.4253688185,-2.2523861188
csrA:5min_mLPM_csrA:1.0,2.0296260471,-2.17593568
csrA:0min_LB_csrA:2.0,-0.1393220152,-0.4844436543
csrA:15min_mLPM_csrA:2.0,2.0651014966,-1.1712857801
csrA:5min_mLPM_csrA:2.0,2.845540506,-1.7847423021000002
csrA:10min_LB_WT:2.0,5.2106923064,-1.5830328993
csrA:0min_LB_WT:2.0,0.3332278126,0.27159493490000003
csrA:5min_LB_csrA:1.0,2.0516789695,-1.8908362666
csrA:10min_mLPM_csrA:1.0,1.1174044237,-1.7676576381
csrA:10min_mLPM_csrA:2.0,1.4443496818,-1.6931931424000002
csrA:5min_LB_csrA:2.0,3.224894582,-2.2676908622
csrA:2.5min_LB_csrA:2.0,0.7186924455,-1.8932039455
csrA:10min_LB_csrA:2.0,5.1492310889,-1.3561396913000001
flagellum:ΔSTM14_1829 :1.0,-0.2549566937,-3.3676069132
flagellum:ΔSTM14_1829 :2.0,0.4387179923,-3.7419428143999998
flagellum:WT:1.0,0.1028593586,-0.17888798220000002
flagellum:WT:2.0,0.22286719470000002,0.0605048345
flagellum:ΔSTM14_1829 :3.0,-0.1527378394,-2.8188099484
flagellum:WT:3.0,-0.3257265532,0.1183831476
fliA:del_rpoF:1.0,-0.1882814179,-1.2075992216
fliA:WT:1.0,-0.24666082050000002,0.0412612251
fliA:del_rpoF:2.0,0.3558241471,-1.1375347884
fliA:WT:2.0,0.24666082050000002,-0.0412612251
mgtC:empty_pUH21:1.0,0.2056053696,0.1799763349
mgtC:pUH_mgtC:1.0,0.6359282778,-0.17934749300000002
mgtC:empty_pUH21:2.0,-0.2056053696,-0.1799763349
mgtC:pUH_mgtC:2.0,0.0686436498,-0.2017490837
mgtCBR:empty_pBAD18:1.0,-0.0634249833,0.2137992723
mgtCBR:mgtC_pBAD113:1.0,0.7569612812000001,0.1453965535
mgtCBR:empty_pBAD18:2.0,0.0634249833,-0.2137992723
mgtCBR:mgtC_pBAD113:2.0,0.8115823457,-0.0152375214
novobiocin:100_Novobiocin_60min:1.0,-2.3486902481,2.2429757029
novobiocin:500_Novobiocin_60min:1.0,-2.1790023964,4.1148437283
novobiocin:0_Novobiocin_60min:1.0,0.3830677444,1.7432830539
novobiocin:0_Novobiocin_0min:1.0,-0.0216294613,-0.0747207904
novobiocin:100_Novobiocin_60min:2.0,-2.0361971911,2.2958296148
novobiocin:0_Novobiocin_10min:1.0,-0.8448806783,3.3956632403
novobiocin:500_Novobiocin_20min:1.0,-2.4960393078,3.5823220407000003
novobiocin:0_Novobiocin_20min:1.0,-0.22368510830000002,4.4715169559
novobiocin:0_Novobiocin_60min:2.0,-0.12474369760000001,2.0623381336
novobiocin:0_Novobiocin_10min:2.0,-0.5745464245,2.7712960306000003
novobiocin:500_Novobiocin_60min:2.0,-2.0006085769,3.7192862103
novobiocin:0_Novobiocin_60min:3.0,0.5639948392,1.8830303755000002
