,regulator,regulator_id,gene_id,gene_name,Strain,gene_id (evidence),evidence,Ims,Link,Unnamed: 9
49,Crp,PN96_RS14840,PN96_RS00990,,V. cholerae strain N16961,VC2473,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
50,Crp,PN96_RS14840,PN96_RS01360,pdhR,V. cholerae strain N16961,VC2415,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
51,Crp,PN96_RS14840,PN96_RS01400,,V. cholerae strain N16961,VC0589,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
52,Crp,PN96_RS14840,PN96_RS01405,,V. cholerae strain N16961,VC0590,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
53,Crp,PN96_RS14840,PN96_RS01620,,V. cholerae strain N16961,VC0633,Chip-Seq,18.0,https://doi.org/10.1128/mBio.00966-18,
54,Crp,PN96_RS14840,PN96_RS01625,greA,V. cholerae strain N16961,VC0634,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
55,Crp,PN96_RS14840,PN96_RS01645,folP,V. cholerae strain N16961,VC0638,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
56,Crp,PN96_RS14840,PN96_RS01650,glmM,V. cholerae strain N16961,VC0639,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
57,Crp,PN96_RS14840,PN96_RS01730,,V. cholerae strain N16961,VC0654,BioCyc,16.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
58,Crp,PN96_RS14840,PN96_RS01735,,V. cholerae strain N16961,VC0655,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
59,Crp,PN96_RS14840,PN96_RS01765,,V. cholerae strain N16961,VC2352,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
60,Crp,PN96_RS14840,PN96_RS02210,,V. cholerae strain N16961,VC2283,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
61,Crp,PN96_RS14840,PN96_RS02395,glnB,V. cholerae strain N16961,VC2239,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
62,Crp,PN96_RS14840,PN96_RS02475,,V. cholerae strain N16961,VC2171,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
63,Crp,PN96_RS14840,PN96_RS02510,,V. cholerae strain N16961,VC2162,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
64,Crp,PN96_RS14840,PN96_RS02580,,V. cholerae strain N16961,VC2143,BioCyc,17.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
65,Crp,PN96_RS14840,PN96_RS02620,,V. cholerae strain N16961,VC2137,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
66,Crp,PN96_RS14840,PN96_RS02845,fadI,V. cholerae strain N16961,VC1046,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
67,Crp,PN96_RS14840,PN96_RS02850,fadJ,V. cholerae strain N16961,VC1047,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
68,Crp,PN96_RS14840,PN96_RS03075,,V. cholerae strain N16961,VC2001,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
69,Crp,PN96_RS14840,PN96_RS03080,gap,V. cholerae strain N16961,VC2000,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
70,Crp,PN96_RS14840,PN96_RS03105,sppA,V. cholerae strain N16961,VC1994,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
71,Crp,PN96_RS14840,PN96_RS03215,nhaC,V. cholerae strain N16961,VC2037,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
72,Crp,PN96_RS14840,PN96_RS03220,asd,V. cholerae strain N16961,VC2036,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
73,Crp,PN96_RS14840,PN96_RS03235,adhE,V. cholerae strain N16961,VC2033,BioCyc,16.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
74,Crp,PN96_RS14840,PN96_RS03375,,V. cholerae strain N16961,VC1091,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
75,Crp,PN96_RS14840,PN96_RS03460,dsbB,V. cholerae strain N16961,VC1902,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
76,Crp,PN96_RS14840,PN96_RS03470,fadR,V. cholerae strain N16961,VC1900,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
77,Crp,PN96_RS14840,PN96_RS03490,udk,V. cholerae strain N16961,VC1038,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
78,Crp,PN96_RS14840,PN96_RS03605,ptsG,V. cholerae strain N16961,VC2013,Chip-Seq,28.0,https://doi.org/10.1128/mBio.00966-18,
79,Crp,PN96_RS14840,PN96_RS03630,pyk,V. cholerae strain N16961,VC2008,BioCyc,28.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
80,Crp,PN96_RS14840,PN96_RS03665,cmk,V. cholerae strain N16961,VC1916,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
81,Crp,PN96_RS14840,PN96_RS04170,,V. cholerae strain N16961,VC1269,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
82,Crp,PN96_RS14840,PN96_RS04275,queD,V. cholerae strain N16961,VC1299,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
83,Crp,PN96_RS14840,PN96_RS04285,,V. cholerae strain N16961,VC1301,Chip-Seq,6.0,https://doi.org/10.1128/mBio.00966-18,
84,Crp,PN96_RS14840,PN96_RS04310,,V. cholerae strain N16961,VC1306,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
85,Crp,PN96_RS14840,PN96_RS05360,zwf,V. cholerae strain N16961,VCA0896,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
86,Crp,PN96_RS14840,PN96_RS05420,,V. cholerae strain N16961,VC1335,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
87,Crp,PN96_RS14840,PN96_RS05425,prpB,V. cholerae strain N16961,VC1336,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
88,Crp,PN96_RS14840,PN96_RS05430,prpC,V. cholerae strain N16961,VC1337,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
89,Crp,PN96_RS14840,PN96_RS05435,acnD,V. cholerae strain N16961,VC1338,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
90,Crp,PN96_RS14840,PN96_RS05440,prpF,V. cholerae strain N16961,VC1339,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
91,Crp,PN96_RS14840,PN96_RS05445,,V. cholerae strain N16961,VC1340,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
92,Crp,PN96_RS14840,PN96_RS05515,queE,V. cholerae strain N16961,VC1365,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
93,Crp,PN96_RS14840,PN96_RS05520,queC,V. cholerae strain N16961,VC1366,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
94,Crp,PN96_RS14840,PN96_RS05665,,V. cholerae strain N16961,VC1495,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
95,Crp,PN96_RS14840,PN96_RS05855,,V. cholerae strain N16961,VC1434,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
96,Crp,PN96_RS14840,PN96_RS05980,,V. cholerae strain N16961,VC1520,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
97,Crp,PN96_RS14840,PN96_RS06095,,V. cholerae strain N16961,VC1540,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
98,Crp,PN96_RS14840,PN96_RS06940,,V. cholerae strain N16961,VC1235,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
99,Crp,PN96_RS14840,PN96_RS07205,cdd,V. cholerae strain N16961,VC1231,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
100,Crp,PN96_RS14840,PN96_RS07340,,V. cholerae strain N16961,VC1198,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
101,Crp,PN96_RS14840,PN96_RS07445,serC,V. cholerae strain N16961,VC1159,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
102,Crp,PN96_RS14840,PN96_RS07470,tfoX,V. cholerae strain N16961,VC1153,EMSA,20.0,https://doi.org/10.1038/srep14921,
103,Crp,PN96_RS14840,PN96_RS07495,,V. cholerae strain N16961,VC1148,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
104,Crp,PN96_RS14840,PN96_RS07530,nhaA,V. cholerae strain N16961,VC1627,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
105,Crp,PN96_RS14840,PN96_RS07555,,V. cholerae strain N16961,VC1632,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
106,Crp,PN96_RS14840,PN96_RS07820,focA,V. cholerae strain N16961,VC1695,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
107,Crp,PN96_RS14840,PN96_RS07850,,V. cholerae strain N16961,VC1849,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
108,Crp,PN96_RS14840,PN96_RS07855,lpxH,V. cholerae strain N16961,VC1850,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
109,Crp,PN96_RS14840,PN96_RS08045,lrp,V. cholerae strain N16961,VC1904,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
110,Crp,PN96_RS14840,PN96_RS08050,ald,V. cholerae strain N16961,VC1905,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
111,Crp,PN96_RS14840,PN96_RS08060,cysB,V. cholerae strain N16961,VC1907,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
112,Crp,PN96_RS14840,PN96_RS08065,,V. cholerae strain N16961,VC1909,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
113,Crp,PN96_RS14840,PN96_RS08160,,V. cholerae strain N16961,VC1828,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
114,Crp,PN96_RS14840,PN96_RS08260,ybgE,V. cholerae strain N16961,VC1841,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
115,Crp,PN96_RS14840,PN96_RS08265,cydX,V. cholerae strain N16961,VC1842,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
116,Crp,PN96_RS14840,PN96_RS08270,cydB,V. cholerae strain N16961,VC1843,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
117,Crp,PN96_RS14840,PN96_RS08275,cydA,V. cholerae strain N16961,VC1844,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
118,Crp,PN96_RS14840,PN96_RS08310,cmoB,V. cholerae strain N16961,VC1163,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
119,Crp,PN96_RS14840,PN96_RS08365,elyC,V. cholerae strain N16961,VC1718,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
120,Crp,PN96_RS14840,PN96_RS08370,torR,V. cholerae strain N16961,VC1719,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
121,Crp,PN96_RS14840,PN96_RS08455,clpS,V. cholerae strain N16961,VC1143,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
122,Crp,PN96_RS14840,PN96_RS08460,cspD,V. cholerae strain N16961,VC1142,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
123,Crp,PN96_RS14840,PN96_RS08485,dinG,V. cholerae strain N16961,VC1855,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
124,Crp,PN96_RS14840,PN96_RS08515,,V. cholerae strain N16961,VC2103,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
125,Crp,PN96_RS14840,PN96_RS08525,xthA,V. cholerae strain N16961,VC1860,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
126,Crp,PN96_RS14840,PN96_RS08545,,V. cholerae strain N16961,VC1864,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
127,Crp,PN96_RS14840,PN96_RS08555,,V. cholerae strain N16961,VC1865,Chip-Seq,16.0,https://doi.org/10.1128/mBio.00966-18,
128,Crp,PN96_RS14840,PN96_RS08560,pflB,V. cholerae strain N16961,VC1866,BioCyc,16.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
129,Crp,PN96_RS14840,PN96_RS08665,,V. cholerae strain N16961,VC1890,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
130,Crp,PN96_RS14840,PN96_RS08710,udp,V. cholerae strain N16961,VC1034,Chip-Seq,20.0,https://doi.org/10.1128/mBio.00966-18,
131,Crp,PN96_RS14840,PN96_RS08925,tesB,V. cholerae strain N16961,VC1063,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
132,Crp,PN96_RS14840,PN96_RS08940,,V. cholerae strain N16961,VC1963,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
133,Crp,PN96_RS14840,PN96_RS08980,,V. cholerae strain N16961,VC1964,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
134,Crp,PN96_RS14840,PN96_RS09035,,V. cholerae strain N16961,VC1977,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
135,Crp,PN96_RS14840,PN96_RS09040,yfbR,V. cholerae strain N16961,VC1978,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
136,Crp,PN96_RS14840,PN96_RS09070,,V. cholerae strain N16961,VC1919,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
137,Crp,PN96_RS14840,PN96_RS09085,clpP,V. cholerae strain N16961,VC1922,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
138,Crp,PN96_RS14840,PN96_RS09245,,V. cholerae strain N16961,VC1953,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
139,Crp,PN96_RS14840,PN96_RS09265,minC,V. cholerae strain N16961,VC1959,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
140,Crp,PN96_RS14840,PN96_RS09270,minD,V. cholerae strain N16961,VC1960,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
141,Crp,PN96_RS14840,PN96_RS09275,minE,V. cholerae strain N16961,VC1961,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
142,Crp,PN96_RS14840,PN96_RS09420,,V. cholerae strain N16961,VC2092,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
143,Crp,PN96_RS14840,PN96_RS09445,,V. cholerae strain N16961,VC2097,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
144,Crp,PN96_RS14840,PN96_RS09470,glnS,V. cholerae strain N16961,VC0997,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
145,Crp,PN96_RS14840,PN96_RS09500,rfaH,V. cholerae strain N16961,VC0990,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
146,Crp,PN96_RS14840,PN96_RS09775,gltX,V. cholerae strain N16961,VC2214,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
147,Crp,PN96_RS14840,PN96_RS09820,ybaK,V. cholerae strain N16961,VC2172,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
148,Crp,PN96_RS14840,PN96_RS09825,ushA,V. cholerae strain N16961,VC2174,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
149,Crp,PN96_RS14840,PN96_RS10080,lipB,V. cholerae strain N16961,VC0944,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
150,Crp,PN96_RS14840,PN96_RS10085,lipA,V. cholerae strain N16961,VC0943,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
