,A,dpiA
cold_shock_protein:WT_RNAseq:2.0,-0.5220458077,-7.83331e-05
cold_shock_protein:WT_RNAseq:3.0,0.28501297340000004,0.1428061964
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-2.0619468678,-0.2144321613
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-1.8502293036,-0.248648468
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-1.796562393,-0.08515185950000001
dephostatin:LB_DMSO:1.0,1.3310832295,0.1287753362
dephostatin:LB_DMSO:2.0,0.5228825922,0.0156399563
dephostatin:LB_DMSO:3.0,-1.8539658217000001,-0.1444152926
dephostatin:LB_Dephostatin:1.0,-0.5167142443,-0.2015855451
dephostatin:LB_Dephostatin:2.0,-0.1479359962,-0.29052201250000004
dephostatin:LB_Dephostatin:3.0,-1.3069838375,-0.335154063
dephostatin:LPM_DMSO:1.0,-5.6016951827,-0.32987353880000003
dephostatin:LPM_DMSO:2.0,-5.5838935184,-0.7073117525
dephostatin:LPM_Dephostatin:1.0,-4.7166706515,-0.7201703996000001
dephostatin:LPM_Dephostatin:2.0,-5.049318433,-1.5974246602000002
dephostatin:LPM_Dephostatin:3.0,-3.9925785142,-1.0134030476
efflux_inhibition:Chlorpromazine:1.0,-0.3134610678,-1.7022165814
efflux_inhibition:Chlorpromazine:2.0,-0.7755821883,-1.6326686259
efflux_inhibition:Chlorpromazine:3.0,-0.2615321239,-0.9205428562
efflux_inhibition:PABN:1.0,3.0791211315,-0.37613525400000003
efflux_inhibition:PABN:2.0,-0.47586411380000004,-1.2943507262
efflux_inhibition:no_treatment:1.0,0.8138819781000001,0.0737194589
efflux_inhibition:no_treatment:2.0,-0.5251282614,0.2687810128
efflux_inhibition:no_treatment:3.0,-0.2887537168,-0.34250047170000003
efflux_inhibition:Chlorpromazine:4.0,-0.0891620754,-0.4778239091
efflux_inhibition:PABN:3.0,0.7180341253,-1.1527573442
fis_regulatory_network:GX_EE:1.0,-0.3697474422,0.1968574106
fis_regulatory_network:GX_EE:2.0,-0.2673261867,0.5515482405000001
fis_regulatory_network:GX_TS:1.0,-3.1854782443,0.8181354283000001
fis_regulatory_network:GX_TS:2.0,-2.2201321904,1.2025846092
fis_regulatory_network:WT_EE:1.0,0.0219984132,0.024045279000000003
fis_regulatory_network:WT_EE:2.0,-0.0219984132,-0.024045279000000003
fis_regulatory_network:WT_TS:1.0,-2.8243452895,0.7351972434
fis_regulatory_network:WT_TS:2.0,-2.4700533409,0.8050839232
fis_regulatory_network:OX_EE:1.0,-0.44965316800000005,0.7317053326
fis_regulatory_network:OX_EE:2.0,-0.8268354737,0.7981513208000001
fis_regulatory_network:OX_TS:1.0,-4.4106144834,0.0109713096
fis_regulatory_network:OX_TS:2.0,-4.9101533584,1.0266881483
persisters:rep:1.0,-0.3340249507,0.0567390895
persisters:rep:2.0,0.3340249507,-0.0567390895
proQ_pulse_expression:empty_vector:1.0,-0.1318888433,-0.19562949030000001
proQ_pulse_expression:empty_vector:2.0,0.1318888433,0.19562949030000001
proQ_pulse_expression:long_STnc540_overexpression:1.0,1.4056734215,-0.17302299070000002
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.026256308500000002,-0.4823686971
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.11135487620000001,0.3056711298
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.3197220219,-0.0995973894
proQ_virulence:dhfq_dproQ_LB:1.0,-0.08891343600000001,-0.7637393705000001
proQ_virulence:dhfq_dproQ_LB:2.0,-1.0731489573,-0.2716342443
proQ_virulence:dhfq_dproQ_LB:3.0,-0.4301827307,0.0165954321
proQ_virulence:dhfq_dproQ_SPI-2:1.0,3.5867407265,0.5659095366
proQ_virulence:dhfq_dproQ_SPI-2:2.0,4.1613868362,0.7090784861
proQ_virulence:dhfq_dproQ_SPI-2:3.0,3.816030059,0.4809584085
proQ_virulence:dhfq_LB:1.0,-0.0651430015,-0.6049812271
proQ_virulence:dhfq_LB:2.0,0.021477749600000002,-0.6107386596000001
proQ_virulence:dhfq_LB:3.0,0.2278272249,-0.4457760321
proQ_virulence:dhfq_SPI-2:1.0,3.5739467682,0.0908371364
proQ_virulence:dhfq_SPI-2:2.0,3.6628924984999998,0.3902605213
proQ_virulence:dhfq_SPI-2:3.0,3.2510968228,0.287327043
proQ_virulence:dproQ_LB:1.0,-0.6284439545,0.4083329405
proQ_virulence:dproQ_LB:2.0,-1.7724461973999999,-0.6411073140000001
proQ_virulence:dproQ_LB:3.0,-2.4529193373,0.1162222735
proQ_virulence:dproQ_SPI-2:1.0,1.4006585784,0.14898542480000002
proQ_virulence:dproQ_SPI-2:2.0,1.2967998568999999,0.4634671388
proQ_virulence:dproQ_SPI-2:3.0,1.9022529551,0.6359795198
proQ_virulence:WT_LB:1.0,0.1193215378,-0.1827322123
proQ_virulence:WT_LB:2.0,-0.5337516732,0.49592327350000004
proQ_virulence:WT_LB:3.0,0.4144301353,-0.3131910611
proQ_virulence:WT_SPI-2:1.0,0.4187539522,0.1763498752
proQ_virulence:WT_SPI-2:2.0,0.4624604148,0.1293874996
proQ_virulence:WT_SPI-2:3.0,0.5886509727,0.5496690697000001
rcsB:del_rcsB_S207C:1.0,0.5123660741,-0.14580869970000002
rcsB:del_rcsB_WT:1.0,0.0305588879,0.1542335829
rcsB:del_rcsB:1.0,0.6815998376,-0.6803312581000001
rcsB:del_rcsB_H12A:1.0,0.2184115258,-1.1991373334
rcsB:del_rcsB_D56A:1.0,-0.0245049965,-0.28521278380000004
rcsB:del_rcsB_M88A:1.0,1.3026195519,-0.6051098271
rcsB:del_rcsB_H77A:1.0,0.6240171246,-0.4768751954
rcsB:del_rcsB_L108A:1.0,0.2979502103,-0.6113427013
rcsB:del_rcsB_S207C:2.0,0.5119737716,-0.1045986648
rcsB:del_rcsB_WT:2.0,0.0023032177,0.0023881451
rcsB:del_rcsB:2.0,0.8443647152,-0.6783627177
rcsB:del_rcsB_H12A:2.0,0.7140575307,-0.7137137665000001
rcsB:del_rcsB_D56A:2.0,0.1852942789,-0.5560798422000001
rcsB:del_rcsB_H77A:2.0,0.6122834005000001,-0.4975508695
rcsB:del_rcsB_L108A:2.0,0.5734598766,-0.7186952332000001
rcsB:del_rcsB_WT:3.0,-0.032862105600000004,-0.15662172800000002
rcsB:del_rcsB_H12A:3.0,-0.2840990778,-0.6461973955
rcsB:del_rcsB_D56A:3.0,2.437420389,-1.0209350937
rcsB:del_rcsB_M88A:2.0,-0.3296439564,-0.45323036170000003
rcsB:del_rcsB_H77A:3.0,-0.5297294114000001,-0.9466165488
rcsB:del_rcsB_L108A:3.0,0.7483514422,-0.9837582206000001
ribodepletion:RiboZero:1.0,-0.2068533242,0.0619793885
ribodepletion:RiboZero:2.0,0.2068533242,-0.0619793885
single_carbon_source:mucic:1.0,0.35442367750000003,0.0682840095
single_carbon_source:mucic:2.0,-0.35442367750000003,-0.0682840095
single_carbon_source:tartarate:1.0,0.8961427188000001,-1.1629198816
single_carbon_source:tartarate:2.0,-0.3402216602,-1.1555489000999999
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.299600448,-0.3174030143
ssrA_ssrB_TCS:ssrB_minus:2.0,0.235225749,0.30179193660000003
ssrA_ssrB_TCS:ssrB_minus:3.0,0.0643746991,0.0156110776
ssrA_ssrB_TCS:ssrB_plus:1.0,-1.7013913513999999,-0.8261475488000001
ssrA_ssrB_TCS:ssrB_plus:2.0,-1.5188774870000001,-0.887708106
ssrA_ssrB_TCS:ssrB_plus:3.0,-1.1902430066,-0.6941076169
yedF:WT:1.0,0.11532676700000001,0.3733849232
yedF:WT:2.0,-0.11532676700000001,-0.3733849232
yedF:del_yedF:1.0,-4.0445119251,-1.2716293765
yedF:del_yedF:2.0,-2.658630295,0.4847174409
yedF:del_yedF:3.0,-3.2835156087,1.5812323786
14028S_paratyphiA:37C_stationary:1.0,-0.5202843125000001,-0.1865869652
14028S_paratyphiA:42C_log:1.0,1.3538479127,0.2951989296
14028S_paratyphiA:37C_log:1.0,-0.47618830980000004,-0.06855742670000001
14028S_paratyphiA:42C_log:2.0,1.4515256385,-0.1404725092
14028S_paratyphiA:37C_stationary:2.0,0.4751555538,0.0815291206
14028S_paratyphiA:37C_log:2.0,0.47618830980000004,0.06855742670000001
7TF:hilC:1.0,2.885712518,-1.2346548548
7TF:del_hilD:1.0,0.012483091100000001,0.5495315246
7TF:WT:1.0,0.22426761890000002,0.20451982800000001
7TF:hilD:1.0,2.2826736316,-1.1202480944
7TF:WT:2.0,-0.09307801780000001,0.013187341100000001
7TF:del_sprB:1.0,-0.1859139284,0.0265864595
7TF:del_rtsB:1.0,0.4371421472,0.3206054715
7TF:rtsA:1.0,1.2658777972,-0.6917016816
7TF:del_invF:1.0,0.0092392597,0.4555975633
7TF:sprB:1.0,1.9245051573,-0.770476433
7TF:hilD:2.0,2.4564836593,-1.1361452932
7TF:del_invF:2.0,0.2894012248,0.3728173616
7TF:del_rtsB:2.0,1.0319675965,-0.09620468500000001
7TF:hilC:2.0,2.3546910563,-0.9381514604000001
7TF:WT:3.0,-0.10673915510000001,-0.1997017223
7TF:del_hilD:2.0,0.0282185863,0.5326911679
7TF:rtsA:2.0,1.1011256596,-0.1088561895
7TF:invF:1.0,0.3091447483,-0.025839172400000002
7TF:invF:2.0,1.9983917791999999,-1.224758341
7TF:sprB:2.0,2.1780398552,-1.3496040091000001
7TF:del_sprB:2.0,-0.0327236336,0.2981782937
7TF:WT:4.0,-0.024450446100000002,-0.0180054468
MMC:del_rtcB_No treatment:1.0,-1.0565451809,0.1631792411
MMC:WT_No_treatment:1.0,-1.0313015482,0.045024227800000004
MMC:WT_No_treatment:2.0,0.6471067921,-0.023970173
MMC:del_rtcR_No_treatment:1.0,-0.6910043805,-0.4389706599
MMC:del_rtcR_3mM_MMC:1.0,-1.1442481255999999,-1.7315284645
MMC:WT_No_treatment:3.0,0.3841947562,-0.0210540548
MMC:del_rtcB_3mM_MMC:1.0,-0.48809786790000004,-1.1949666187
MMC:del_rtcB_3mM_MMC:2.0,-0.6353153348,-1.3769846081
MMC:del_rtcR_3mM_MMC:2.0,-0.5983716564,-1.3700653125
MMC:del_rtcR_3mM_MMC:3.0,-0.6934178162,-0.6945487169
MMC:del_rsr_No_treatment:1.0,2.0528740148,-0.8434847013000001
MMC:del_rtcB_3mM_MMC:3.0,-0.6895778282,-1.1033530058
MMC:del_rtcR_No_treatment:2.0,-0.9013124994,-0.2027156228
MMC:del_rsr_3mM_MMC:1.0,0.8025748698,-1.1253076657
MMC:del_rtcB_No treatment:2.0,0.29156472780000003,-0.1162975876
MMC:WT_3mM_MMC:1.0,-0.29400670030000003,-1.7658915257
MMC:del_rsr_3mM_MMC:2.0,4.308677804,-1.5012568986
MMC:WT_3mM_MMC:2.0,-1.0553680881,-1.6247931544
MMC:del_rsr_No_treatment:2.0,7.5319272614,-0.6325787768000001
MMC:del_rtcB_No treatment:3.0,0.1740051413,-0.0521420999
MMC:del_rsr_No_treatment:3.0,4.0600702463,-0.4427963104
Nontyphoidal_comparisons:rep:1.0,0.3333650595,-0.1597601615
Nontyphoidal_comparisons:rep:2.0,-0.9326890702,0.2305136255
Nontyphoidal_comparisons:rep:3.0,0.5993240107000001,-0.070753464
araC:delta_araC_LB:1.0,-0.8978748368,-0.43671024740000003
araC:WT_LB:1.0,0.0889573594,-0.1038068087
araC:WT_LB:2.0,-0.0889573594,0.1038068087
araC:delta_araC_LB:2.0,-0.460647858,-0.150542697
csgD:WT_planktonic_TP1:1.0,-1.167100652e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,3.194240543,-0.039376714800000004
csgD:WT_aggregate_TP2:1.0,4.6526817473,-0.2111532778
csgD:del_csgD_planktonic_TP1:1.0,-0.0656904083,0.2316510287
csgD:WT_planktonic_TP3:1.0,4.1307992544,-0.4413459199
csgD:del_csgD_planktonic_TP3:1.0,5.4654386512,-0.41011229660000004
csgD:WT_planktonic_TP2:1.0,2.3282338493,-0.1458429084
csgD:WT_aggregate_TP3:1.0,6.4833908786,-1.5783453828
csgD:PcsgD_planktonic_lux_TP1:1.0,-1.0014028473,-0.0383034406
csgD:PcsgD_planktonic_lux_TP4:1.0,3.0368478482,-0.7595090889
csgD:PcsgD_aggregate_lux_TP3:1.0,6.4614672105,-1.1906763171
csgD:PcsgD_planktonic_lux_TP2:1.0,0.7675963822,0.2795115721
csgD:PcsgD_planktonic_lux_TP3:1.0,3.5069710372,-0.8184098784
csgD:del_csgD_planktonic_TP4:1.0,6.9529253436000005,-0.7336786435
csgD:WT_aggregate_TP4:1.0,7.3506408418,-0.9849557616000001
csgD:PcsgD_aggregate_lux_TP4:1.0,5.8160084782,-2.3167998656
csgD:PcsgD_aggregate_lux_TP2:1.0,3.5592737509,-0.0939884416
csrA:10min_LB_csrA:1.0,10.4393474941,-2.5617737958999998
csrA:10min_LB_WT:1.0,9.3640845252,-2.1004043103
csrA:2.5min_LB_csrA:1.0,4.4717206722,-0.7437830879
csrA:5min_mLPM_WT:1.0,5.535169894,-1.5378830511000001
csrA:15min_mLPM_csrA:1.0,3.6342588019,-1.4001086703
csrA:5min_LB_WT:1.0,8.9162391513,-1.9774980709
csrA:2.5min_LB_WT:1.0,4.1500984108,0.0294672
csrA:0min_LB_WT:1.0,0.1632089683,-0.0364540843
csrA:15min_LB_WT:1.0,8.8138398495,-1.8821645986000002
csrA:0min_mLPM_WT:1.0,-0.4233257432,0.6720802456
csrA:15min_LB_csrA:1.0,8.4278791489,-2.0184405943
csrA:15min_mLPM_WT:1.0,2.1619054429,-0.7278766092000001
csrA:15min_LB_csrA:2.0,9.3196154826,-1.9917979133000001
csrA:0min_mLPM_WT:2.0,0.1227553224,0.6390634780000001
csrA:0min_LB_csrA:1.0,0.21477672080000001,-0.0515994508
csrA:15min_LB_WT:2.0,8.8612894556,-2.4238468773
csrA:15min_mLPM_WT:2.0,2.8321445608999998,-1.017490152
csrA:5min_LB_WT:2.0,8.2022817614,-1.6701031822
csrA:5min_mLPM_WT:2.0,4.9929899045,-1.5250164594
csrA:2.5min_LB_WT:2.0,3.9265192605,-0.2760799537
csrA:5min_mLPM_csrA:1.0,6.1109012063,-1.9447494974000001
csrA:0min_LB_csrA:2.0,-0.078266154,-0.0646083625
csrA:15min_mLPM_csrA:2.0,3.2210397422,-1.9866952707
csrA:5min_mLPM_csrA:2.0,5.5517414476999996,-1.8994409162
csrA:10min_LB_WT:2.0,10.3311054292,-2.56010753
csrA:0min_LB_WT:2.0,-0.1632089683,0.0364540843
csrA:5min_LB_csrA:1.0,8.8123754072,-1.565854439
csrA:10min_mLPM_csrA:1.0,4.5618801305000005,-1.7853051923
csrA:10min_mLPM_csrA:2.0,4.1078120877,-2.5258512534
csrA:5min_LB_csrA:2.0,8.376589927,-1.8506816732
csrA:2.5min_LB_csrA:2.0,4.8626179776,-0.7621464336
csrA:10min_LB_csrA:2.0,10.0442643993,-3.0899272752
flagellum:ΔSTM14_1829 :1.0,0.0009664473,-0.2110259388
flagellum:ΔSTM14_1829 :2.0,0.46269811240000003,0.2722984224
flagellum:WT:1.0,0.1306950925,-0.0934073812
flagellum:WT:2.0,-0.3402206584,0.1696825391
flagellum:ΔSTM14_1829 :3.0,1.0325024392,-0.042076525600000005
flagellum:WT:3.0,0.2095255658,-0.0762751579
fliA:del_rpoF:1.0,-2.2493273931,-0.3407092802
fliA:WT:1.0,-0.43363966610000004,-0.050977546000000006
fliA:del_rpoF:2.0,-1.3075508762,-0.5377701262
fliA:WT:2.0,0.43363966610000004,0.050977546000000006
mgtC:empty_pUH21:1.0,-0.0064735566,-0.0482486195
mgtC:pUH_mgtC:1.0,-0.8384986077000001,0.2095730271
mgtC:empty_pUH21:2.0,0.0064735566,0.0482486195
mgtC:pUH_mgtC:2.0,-0.3085173985,-0.0520232553
mgtCBR:empty_pBAD18:1.0,-0.1639915941,-0.3077932702
mgtCBR:mgtC_pBAD113:1.0,0.305753949,0.8828267226000001
mgtCBR:empty_pBAD18:2.0,0.1639915941,0.3077932702
mgtCBR:mgtC_pBAD113:2.0,0.4125894093,0.918514127
novobiocin:100_Novobiocin_60min:1.0,-2.2609886421,0.9956038074
novobiocin:500_Novobiocin_60min:1.0,-3.0508023375,1.3543309855
novobiocin:0_Novobiocin_60min:1.0,-0.1274435905,1.3173279059
novobiocin:0_Novobiocin_0min:1.0,0.1554629663,0.2554852446
novobiocin:100_Novobiocin_60min:2.0,-1.78891252,1.3097932275
novobiocin:0_Novobiocin_10min:1.0,-0.8391299639,-0.021494180300000002
novobiocin:500_Novobiocin_20min:1.0,-1.8804343322000001,-0.5412675965
novobiocin:0_Novobiocin_20min:1.0,-1.1337045374,0.42672758590000004
novobiocin:0_Novobiocin_60min:2.0,-0.19833053350000002,1.2247890081000001
