,A,AntR
Catabolite_repression:del_hfq_crc_wt:1,0.1646390573,-0.153961877
Catabolite_repression:del_hfq_crc_wt:2,-0.1646390573,0.153961877
Catabolite_repression:delHfq:1,-8.4825773744,-2.145055396
Catabolite_repression:delHfq:2,-8.3454713689,-2.005970305
Catabolite_repression:deldcrc:1,15.0290301749,2.666401209
Catabolite_repression:deldcrc:2,15.6553197867,2.656717907
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.2398821023,0.112136763
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.022023402,-0.036648368
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.2178587003,-0.075488396
Diallyl_disulphide_treatment:PAO1_DDS:1,-2.956993005,-0.357433327
Diallyl_disulphide_treatment:PAO1_DDS:2,-3.4917025308,0.24413231100000002
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.5069870937000003,0.193957555
Dispersed_cells:PAO1_dispersed_wt:1,-0.3686753767,-0.135953172
Dispersed_cells:PAO1_dispersed_wt:2,0.3686753767,0.135953172
Dispersed_cells:PyhjH_dispersed:1,-0.7549685341,-0.208869209
Dispersed_cells:PyhjH_dispersed:2,-0.4058967664,0.257081854
Dispersed_cells:PA01_Planktonic:1,7.7208706095,0.8677488210000001
Dispersed_cells:PA01_Planktonic:2,5.2188627637,0.631730291
Dispersed_cells:PAO1_Biofilm:1,17.8756452523,3.737413803
Dispersed_cells:PAO1_Biofilm:2,19.1694772232,3.789720929
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-1.3051209513,-0.266237021
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-1.0302737611,-0.570012053
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-0.29457876250000004,-0.405183616
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.20359429110000002,0.059159149
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.08923689630000001,-0.057098775000000004
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.1143573947,-0.002060375
Farnesol_treatment:RNA of 0-1F_L:1,-0.3878771039,0.10054900900000001
Farnesol_treatment:RNA of 0-1F_L:2,0.4363296069,-0.086936887
Farnesol_treatment:RNA of 0-1F_L:3,-0.048452503,-0.013612122
Farnesol_treatment:RNA of 6-F_L1:1,0.7150736235,-0.046536938
Farnesol_treatment:RNA of 6-F_L1:2,2.4403093224,0.461412804
Farnesol_treatment:RNA of 6-F_L1:3,2.2690759518,0.631982161
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.0257490057,-0.7238245590000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.0257490057,0.7238245590000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.9041985431,-0.21599615200000002
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.1167837136,-0.29873959
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.5838436412,0.61645635
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.8646316852,0.004755196000000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-3.5817807181,-0.10476812
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.8258244719000001,0.056977897000000007
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-3.2742997982,-0.678189444
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-3.3021847804,0.6190736250000001
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.31365536310000003,0.330403065
HapZ_SagS_mutant:delHapZp:1,2.1657662028,0.702345247
HapZ_SagS_mutant:delHapZp:2,1.9619878302,0.814466711
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,1.6067211220000002,-0.391221604
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-1.2930657589,0.060818539000000005
HapZ_SagS_mutants:delHApZ:1,0.0573962235,0.459996287
HapZ_SagS_mutants:delHApZ:2,0.0197539178,0.525757742
HapZ_SagS_mutants:delHApZ:3,0.2233528747,0.543688236
HapZ_SagS_mutants:delSagS:1,10.8956758599,2.6630521920000003
HapZ_SagS_mutants:delSagS:2,7.7771568332,2.17982292
HapZ_SagS_mutants:delSagS:3,9.4201732395,2.499459823
HapZ_SagS_mutants:delHapZp:3,1.2607597172,0.477232555
Lung_infection_transcriptome:PA01_LS1:1,-5.9615626107,-0.896968811
Lung_infection_transcriptome:PA01_LS1:2,-4.2833852032,0.28799708100000004
Lung_infection_transcriptome:PA01_CS1:1,0.2628309226,0.5388353530000001
Lung_infection_transcriptome:PA01_CS1:2,-0.2628309226,-0.5388353530000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.07356309500000001,-0.811895185
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.07356309500000001,0.811895185
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.3131089239,-0.085129759
Metabolic_fitness_plasmid:PAO1_pAKD1:2,1.0891131125,0.307654784
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,3.8698273248,1.160513387
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,1.0852570293000001,1.138312
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.6055913554,0.112696605
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,2.0393964114,0.21349320300000002
Metabolic_fitness_plasmid:PAO1_pBS228:1,2.2393468425,0.5430255030000001
Metabolic_fitness_plasmid:PAO1_pBS228:2,-1.310250198,-0.46809276800000005
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.2181307117,0.21283188500000003
Metabolic_fitness_plasmid:PAO1_RmS149:2,-0.0540874664,-0.21013487600000003
Mucin_glycans:ABTGC:1,-0.5665181205,-0.09786391
Mucin_glycans:ABTGC:2,0.4104444312,0.09966996600000001
Mucin_glycans:ABTGC:3,0.1850121351,0.127549404
Mucin_glycans:ABTGC:4,-0.6625491516,0.040116662000000004
Mucin_glycans:ABTGC:5,0.6336107058,-0.169472122
Mucin_glycans:MUC5B:1,0.18457019030000002,-0.520374334
Mucin_glycans:MUC5B:2,0.0330546835,-0.15860742700000002
Mucin_glycans:Glycans:1,-0.1298886274,0.145172515
Mucin_glycans:Glycans:2,0.3936499067,-0.077172583
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,8.7343186475,1.2875499860000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,8.5469951685,1.245440084
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,9.1359065366,1.743267093
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-5.5259114679,-1.538399218
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-5.7944739849,-1.189844197
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-6.282697985,-1.117148431
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,6.5883224311,1.119087391
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,6.6349327131999996,1.4343497090000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,5.9072464675,1.160611929
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-6.1881683714,-1.574816752
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-6.9790832589,-1.052378189
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-5.9632499815,-1.086854088
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.1486988002,0.06920266700000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.1486988002,-0.06920266700000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.5409110753,0.45636536200000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,1.6378509953,0.489037673
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.746679257,0.591344889
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.7711568633,0.851256832
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-2.4231873042,-1.482355965
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-1.5460147660999999,-1.342306233
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-1.8547689273999999,-1.551733589
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-1.6777425176,-1.137053324
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.5346890753,-0.031949089
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.20965725470000002,-0.03139554
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.20183846330000002,-0.11946308800000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.1231933573,0.182807717
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,9.4551942848,0.49816834600000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,8.439514122,0.491110869
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.4938022871,0.028986356
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.2459402819,0.029545285
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.2478620052,-0.058531641
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,2.9962483681,-0.29683659100000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,1.9706633591,-0.18847033
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,8.4113394158,1.926615386
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,10.3408397112,1.585947314
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-1.7624202634000001,0.197332255
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-1.7137759686,0.283610598
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-1.4907154952,0.0043640680000000005
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-0.057695411200000005,-0.7452274980000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,0.8664170699,-0.14987675
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-1.8837704894,-0.028865468000000002
Rosmarinic_acid:PAO1-100UMRA:1,0.0347989817,0.109273749
Rosmarinic_acid:PAO1-100UMRA:2,-0.0550785612,-0.014674235
Rosmarinic_acid:PAO1_DMSO_Control:1,0.0250467718,0.247664775
Rosmarinic_acid:PAO1_DMSO_Control:2,0.030163929500000002,0.006355223
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.0552107014,-0.254019997
Testosterone_treatment:Testosterone_Control:1,-0.7527808762,-0.080926173
Testosterone_treatment:Testosterone_Control:2,0.7527808762,0.080926173
Testosterone_treatment:Testosterone_2.5:1,-1.4482198546,0.258962226
Testosterone_treatment:Testosterone_2.5:2,3.8594455523,0.6304549610000001
Tf_toxin_expression:PAO1_WT:1,0.6883306491000001,0.23390633600000002
Tf_toxin_expression:PAO1_WT:2,-0.6883306491000001,-0.23390633600000002
Tf_toxin_expression:PAO1_derfA:1,-0.4465215119,0.42627070800000005
Tf_toxin_expression:PAO1_derfA:2,-0.1065755533,0.16413333200000002
Zinc_treatment:PA_Zn:1,1.399786107,1.256896532
Zinc_treatment:PA_Zn:2,1.3914228542,1.296824229
Zinc_treatment:PA_Zn:3,1.7608900511,1.225534648
Zinc_treatment:PA_Zn_wt:1,-0.060772576800000006,-0.061252566
Zinc_treatment:PA_Zn_wt:2,0.060772576800000006,0.061252566
Paeru_PRECISE:CAMHB_wt:1,1.7252905323,-0.12511170500000002
Paeru_PRECISE:CAMHB_wt:2,3.9905770485,0.527578259
Paeru_PRECISE:CAMHB_wt:3,2.6026280533,0.108428827
Paeru_PRECISE:CAMHB_wt:4,5.6078164415,0.5546554180000001
Paeru_PRECISE:M9glucAA_Pqt10:1,1.5681622618,0.467001186
Paeru_PRECISE:M9glucAA_Pqt10:2,-1.7537366741,0.178620583
Paeru_PRECISE:M9glucAA_Pqt:1,-2.7659365620000003,0.548189294
Paeru_PRECISE:M9glucAA_Pqt:2,-2.942952103,0.14562517
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-2.2839333353,0.128589639
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-2.6890521620000003,0.5151270010000001
Paeru_PRECISE:M9glucAA_NaCl:1,2.6395705031,1.038566362
Paeru_PRECISE:M9glucAA_NaCl:2,2.5646997809,0.7986652940000001
Paeru_PRECISE:M9glucAA_NaCl:3,3.7979237192,0.666173197
Paeru_PRECISE:CAMHB_wt:5,1.5226128622,0.661013144
Paeru_PRECISE:CAMHB_wt:6,1.3588390905,0.6140886480000001
Paeru_PRECISE:LB_wt:1,-2.7215660831,-0.993741088
Paeru_PRECISE:LB_wt:2,-0.786470055,-0.357593419
Paeru_PRECISE:M9glucAA_wt:1,-1.4490610502,-0.033790173
Paeru_PRECISE:M9glucAA_wt:2,1.4490610502,0.033790173
Paeru_PRECISE:M9glucAA_lowpH:1,1.5913361703,0.5313974960000001
Paeru_PRECISE:M9glucAA_lowpH:2,2.5323857094,0.530997179
Paeru_PRECISE:M9glucAA_DPD:1,10.261730246599999,2.8351804730000003
Paeru_PRECISE:M9glucAA_DPD:2,3.676000299,1.599879331
Paeru_PRECISE:M9sucAA_wt:1,-0.3893322829,-0.37579847200000005
Paeru_PRECISE:M9sucAA_wt:2,1.16239567,-0.435365353
Paeru_PRECISE:M9glucAA_NaCl:4,4.0562846258,1.419121658
Paeru_PRECISE:M9glucAA_NaCl:5,2.833802818,1.317218714
Paeru_PRECISE:M9sucAA_wt:3,1.1317764917,0.08274079000000001
Paeru_PRECISE:M9sucAA_wt:4,1.7847180428,0.19449714
Paeru_PRECISE:R10LB_wt:1,0.48182696280000004,0.24215033200000002
Paeru_PRECISE:M9glucAA_NaCl:6,1.3372476362,0.613911297
Paeru_PRECISE:M9glucAA_NaCl:7,1.3624511053,0.738167086
Paeru_PRECISE:M9fructAA_wt:1,1.0357877933,0.207175817
Paeru_PRECISE:M9fructAA_wt:2,-0.0143878232,0.114291453
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.7230552901,0.064062096
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.9107157687,0.224829633
Paeru_PRECISE:M9pyruvAA_wt:1,-0.4748845331,0.229674181
Paeru_PRECISE:M9pyruvAA_wt:2,-0.1754220233,-0.014617841000000001
Paeru_PRECISE:M9fructAA_wt:3,2.9677415022,0.7591541150000001
Paeru_PRECISE:M9fructAA_wt:4,2.2706151897,0.409943343
Paeru_PRECISE:M9GlcNAcAA_wt:3,-0.011560315100000001,-0.253370245
Paeru_PRECISE:M9GlcNAcAA_wt:4,0.0977817621,-0.663599888
Paeru_PRECISE:M9glycAA_wt:1,-0.8088923778,0.090485465
Paeru_PRECISE:M9glycAA_wt:2,0.1449527673,-0.358194958
Paeru_PRECISE:M9pyruvAA_wt:3,-0.9490546636,-0.328100392
Paeru_PRECISE:CAMHB_wt:7,2.2190270855,0.653737113
Paeru_PRECISE:CAMHB_wt:8,1.9137391048999999,0.956021768
Paeru_PRECISE:R10LB_wt:2,0.8513170781,-0.006900108
Paeru_PRECISE:R10LB_wt:3,0.012437699100000001,-0.404553364
Paeru_PRECISE:R10LB_wt:4,0.0181754423,-0.08142226100000001
Paeru_PRECISE:R10LB_wt:5,0.7020603661,-0.36872103300000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,2.6933835106,0.48930062300000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,1.5525381677999999,0.45589503800000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,0.8860361,0.8055931590000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,1.8133399524,0.9310981540000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,0.3442602346,-0.158029623
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,1.4563623189000001,0.33108170600000003
Paeru_PRECISE:M9sucAA_wt:5,2.7325326366000002,0.6763923420000001
Paeru_PRECISE:M9sucAA_wt:6,4.8911184079000005,0.514602926
Paeru_PRECISE:R10LB_wt:6,0.2774379803,0.181827653
Paeru_PRECISE:R10LB_wt:7,1.3062281831,-0.056024858000000004
Paeru_PRECISE:LB_wt:3,4.0666487239,-0.10406839100000001
Paeru_PRECISE:LB_wt:4,4.070677009,0.064082944
Paeru_PRECISE:R10LB_NaCl:1,1.5100796264,-0.37296251700000005
Paeru_PRECISE:R10LB_NaCl:2,1.1208794208,-0.005084214
Paeru_PRECISE:M9glucAA_PAO1_wt:1,3.4214650406000002,1.009533294
Paeru_PRECISE:M9glucAA_Zn:1,17.143046115,-2.706473474
Paeru_PRECISE:M9glucAA_Cu:1,5.6109497077,1.650118932
Paeru_PRECISE:M9glucAA_NaOCl:1,6.5404129,2.223600261
Paeru_PRECISE:M9GlcNAcAA_8:1,3.1686860615,1.046869966
Paeru_PRECISE:M9GlcNAcAA_8:2,2.8361036703,0.4143709
Paeru_PRECISE:M9GlcNAcAA_4:1,0.40087802040000003,1.318638622
Paeru_PRECISE:M9GlcNAcAA_4:2,-0.5861701628,0.629425142
Paeru_PRECISE:M9GlcNAcAA_2:1,4.6858239072,2.044850929
Paeru_PRECISE:M9GlcNAcAA_2:2,1.2312528871,1.134618326
Paeru_PRECISE:M9GlcNAcAA_1:1,2.2850344206,0.709043877
Paeru_PRECISE:M9GlcNAcAA_1:2,1.645249653,1.116754354
Paeru_PRECISE:M9glucAA_NaOCl:2,2.9111400523,1.527886652
Paeru_PRECISE:M9glucAA_Cu:2,4.9333959259,2.284654614
Paeru_PRECISE:M9glucAA_Fe:1,8.2170941854,1.9157722970000002
Paeru_PRECISE:M9glucAA_Fe:2,5.893345608,1.273012002
Paeru_PRECISE:M9glucAA_Zn:2,5.98752421,2.2701689099999998
Paeru_PRECISE:M9glucAA_PAO1_wt:2,4.6691119956,1.621043408
Paeru_PRECISE:CAMHB_Mec:1,3.0904058657,0.799995086
Paeru_PRECISE:CAMHB_Mec:2,4.337236806,0.8500606810000001
Paeru_PRECISE:CAMHB_Azt:1,1.1981765278,0.622118889
Paeru_PRECISE:CAMHB_Azt:2,1.9018163489000002,0.43254240600000005
Paeru_PRECISE:CAMHB_Pip:1,3.3314664422,-1.09378903
Paeru_PRECISE:CAMHB_Pip:2,1.9246086837,-1.230291161
Paeru_PRECISE:CAMHB_Ceft:1,2.34786697,0.789510991
Paeru_PRECISE:CAMHB_Ceft:2,4.3978722193,-0.8180642560000001
Paeru_PRECISE:CAMHB_Ceft:3,1.1196284034,0.6250892680000001
Paeru_PRECISE:CAMHB_Ceft:4,2.7790530401,-0.541761803
Paeru_PRECISE:M9glucAA_Ceft:1,-3.28262258,-0.010552586000000001
Paeru_PRECISE:M9glucAA_Ceft:2,-2.0988914386,0.36739729
Paeru_PRECISE:M9glucAA_Gent:1,0.5667939854,-0.302046366
Paeru_PRECISE:M9glucAA_Gent:2,-0.4208259601,-0.22055326300000003
Paeru_PRECISE:M9glucAA_Pip:1,0.6373315333,0.160426612
Paeru_PRECISE:M9glucAA_Pip:2,0.22686940200000003,-0.164298361
Paeru_PRECISE:M9glucAA_Azt:1,1.1094501884,1.12374257
Paeru_PRECISE:M9glucAA_Azt:2,1.5062479767,1.434161235
Paeru_PRECISE:CAMHB_Mero:1,2.4429924101,0.798164136
Paeru_PRECISE:CAMHB_Mero:2,2.6231550356,0.6580473950000001
Paeru_PRECISE:CAMHB_Tet:1,1.5923579889,0.190864794
Paeru_PRECISE:CAMHB_Tet:2,1.103133761,0.447587901
Paeru_PRECISE:R10LB_Gent:1,0.8473221906,-0.209258262
Paeru_PRECISE:R10LB_Ceft:1,-2.6556431755,-0.486977029
Paeru_PRECISE:R10LB_Ceft:2,-2.6474988472,-0.28317000200000003
Paeru_PRECISE:CAMHB_Biofilm:1,12.8900870681,3.014671054
Paeru_PRECISE:CAMHB_Biofilm:2,14.1042483943,3.4204613
Paeru_PRECISE:M9glucAA_Biofilm:1,18.5717932997,4.709353883
Paeru_PRECISE:M9glucAA_Biofilm:2,19.4120108813,4.527821136
Paeru_PRECISE:R10LB_Gent:2,0.7888380002000001,0.157284055
Paeru_PRECISE:R10LB_Pip:1,-2.4383931472,0.059480271
Paeru_PRECISE:R10LB_Pip:2,-2.2087791045,0.23894582800000003
Paeru_PRECISE:R10LB_Mec:1,1.2936998236,0.277335325
Paeru_PRECISE:R10LB_Mec:2,1.1709351258,0.24396704300000002
Paeru_PRECISE:CAMHB_Azt:3,0.4779281577,0.596767661
Paeru_PRECISE:CAMHB_Azt:4,0.7815790495,0.348240327
Paeru_PRECISE:CAMHB_Biofilm:3,13.8850439008,3.614987204
Paeru_PRECISE:CAMHB_Biofilm:4,14.6726370189,3.024788529
Paeru_PRECISE:M9glucAA_Biofilm:3,22.1484771478,5.286107627
Paeru_PRECISE:M9glucAA_Biofilm:4,20.8345500737,4.366888364
Paeru_PRECISE:R10LB_Mero:1,-2.721481294,-0.302297535
Paeru_PRECISE:R10LB_Mero:2,-3.2486970073,0.189687619
Paeru_PRECISE:LB_Cam:1,4.0731393093,2.037073695
Paeru_PRECISE:LB_Cam:2,3.8198210295,2.031017685
Paeru_PRECISE:CAMHB_Ceft:5,1.8729163462,1.4109289999999999
Paeru_PRECISE:CAMHB_Cip:1,1.7160928426000002,0.689329579
Paeru_PRECISE:CAMHB_Cip:2,1.5810714834000001,0.8808784970000001
ampC_mutation:PA_Cef_taz_wt:1,-1.1094033771,0.153342439
ampC_mutation:PA_mutS_Cef_taz:1,0.45742936230000003,0.8280611250000001
ampC_mutation:PA_mutS:1,2.9237264721000003,0.699656229
ampC_mutation:PA_mutS:2,2.6617337383,0.5717133550000001
ampC_mutation:PA_mutS:3,0.08062083810000001,0.57642819
ampC_mutation:PA_Cef_taz_wt:2,1.1094033771,-0.153342439
ampC_mutation:PA_mutS_Cef_taz:2,5.2962034601,1.85874233
ampC_mutation:PA_mutS:4,3.1944133037,0.9358792960000001
ampC_mutation:PA_mutS:5,5.3750736756,0.89841764
ampC_mutation:PA_mutS:6,-0.4365043353,0.6030513230000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-1.5610315250000002,-1.7557861319999999
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-1.2761324373,-1.230727641
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-1.7327964210000002,-0.14597827
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-2.6386124811,-1.7342828410000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-1.9042820094000001,0.082782375
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-1.6173237583,-1.086121928
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.0421235131,-0.004729003000000001
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.0421235131,0.004729003000000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-0.9502912582,-0.8581767720000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-2.1148076411,-1.03918574
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,0.9384802793,-0.7807026920000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-1.606077639,-0.13690865800000002
cysB_mutant:PAO1HH_wt:1,-1.6011238073,-0.412535655
cysB_mutant:PAO1HH_wt:2,1.6011238073,0.412535655
cysB_mutant:cysBHH:1,-1.2570371358,0.013630158000000002
cysB_mutant:cysBHH:2,0.21833827150000001,-0.48832840200000005
cysB_mutant:cysBHH:3,-0.731913055,0.49818235400000005
ersA_knockout:delersA:1,-0.9314909018,0.15516716
ersA_knockout:delersA:2,-1.5811023267,-0.1390355
ersA_knockout:wt_BHI:1,0.3255145742,0.038892179000000006
ersA_knockout:wt_BHI:2,-0.3255145742,-0.038892179000000006
gcsR_mutant:PAO1_rep_wt:1,-0.15532884700000002,0.037196197
gcsR_mutant:PAO1_rep_wt:2,0.15532884700000002,-0.037196197
gcsR_mutant:GcsR_rep:1,-0.1470336065,0.207419825
gcsR_mutant:GcsR_rep:2,-0.9046874955,0.022617678000000002
mexZ_knockout:del_mexZ:1,-2.0917052502,-0.594236302
mexZ_knockout:del_mexZ:2,-0.823922263,0.016910818
mexZ_knockout:del_mexZ:3,0.0235697802,0.087902714
mexZ_knockout:wt_LB:1,2.5431579943,0.5586289670000001
mexZ_knockout:wt_LB:2,-0.7512086531000001,-0.426741588
mexZ_knockout:wt_LB:3,-1.7919493412,-0.131887379
