,A,rbsR
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-0.4476186971,-1.4590462498
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-14.9324199492,0.24979744210000002
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-15.3354601549,0.2448110087
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-10.23420785,1.8026368147
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-9.7481876865,0.3378166602
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-12.7918155227,-0.2432333622
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-13.2708954794,1.2507782717
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-0.33173422420000004,-1.4692671523
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-13.1967686199,1.8834050892
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-13.8293444929,0.6574867188
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-13.2465969439,-0.5558053438
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-10.404535067,-0.7285184760000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-10.7148423396,-0.5592097395
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-5.7322048952,-0.0251711948
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-11.2803117722,0.2474634384
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-10.3195455632,-0.1077195531
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-10.6793681072,2.5134582773
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-1.571763333,3.2996057065
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-4.6717183641,3.209264987
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-8.7865783246,-0.1371614432
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-1.4487450638000001,3.5952054220000003
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.3812084288,3.9667185028
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-0.0629953073,-2.0993875599
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,0.4442037361,-1.8673309429
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-9.8530315636,0.4247690331
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-13.1429632338,0.02110926
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-12.8560274761,-0.046480397
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-11.6400948952,2.1206162745
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-11.6396976085,0.2512534951
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-9.011545925,0.3119303704
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-4.0648682592,-1.2492319585
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-10.5352749417,0.3032869639
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-12.4907331484,-0.29417771460000003
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-0.8759900482,3.7818902082
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-10.880428672,1.74962543
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-14.8816699408,-0.0424415234
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-11.9193941465,-0.1076244358
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-14.0869661943,-0.5153557378
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-11.2763387081,-0.1123052918
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-14.0257386001,1.7197976414
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-13.9088782503,1.5109871823
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-15.9013813254,-0.0964157605
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-12.3639926893,1.9881922619
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-11.2242976644,-0.36866685460000004
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-6.0082242127,1.4434414548
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-15.218574372500001,-0.20269082160000002
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-0.5957461665,-0.29414753190000004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,-12.3957154722,0.9271888784000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-1.9417910864,3.4423794573
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-4.6359061432,-1.9221924305
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-14.0895850263,-0.3107242752
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-13.549313515,-0.3093046561
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-13.878332684,0.9468735366000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,-14.5209106868,1.0553115504
OPG:del_opgGH:1.0,-0.7514145717,-0.2965689183
OPG:del_opgGH:2.0,-1.3214000076999999,-0.1327111883
OPG:del_opgGH:3.0,-1.7461923479,-0.041307087900000004
OPG:del_opgGH_pBK16:1.0,-0.40674780990000003,-0.0686253638
OPG:del_opgGH_pBK16:2.0,0.1696203565,-0.013763829200000001
OPG:del_opgGH_pBK16:3.0,-0.5333646961,0.12419441610000001
OPG:WT:1.0,-0.0243708178,0.05211681
OPG:WT:2.0,-0.0037071929,-0.018228226
OPG:WT:3.0,0.0280780107,-0.0338885839
PinT:pinT+_1h:1.0,-0.2197465831,-0.0954962177
PinT:pinT+_1h:2.0,0.2197465831,0.0954962177
cold_shock_protein:WT_RNAseq:1.0,0.1255062496,0.0742841671
cold_shock_protein:WT_RNAseq:2.0,0.2896352467,-0.048431603000000004
cold_shock_protein:WT_RNAseq:3.0,-0.4151414963,-0.0258525641
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-0.9973463424000001,0.9109151793
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-1.7695264379000002,0.8074583739000001
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-1.5601935184,0.8204302687
dephostatin:LB_DMSO:1.0,-0.028899893200000002,0.2890126421
dephostatin:LB_DMSO:2.0,-0.1491613215,-0.1164265342
dephostatin:LB_DMSO:3.0,0.1780612147,-0.1725861079
dephostatin:LB_Dephostatin:1.0,0.7633547118,0.1705494609
dephostatin:LB_Dephostatin:2.0,1.0584340393,-0.0680060306
dephostatin:LB_Dephostatin:3.0,0.3168990218,-0.2415354603
dephostatin:LPM_DMSO:1.0,0.6617307777,-0.6123502368
dephostatin:LPM_DMSO:2.0,0.8755799848,-0.8463118397
dephostatin:LPM_Dephostatin:1.0,2.2077229805,-0.7034485691
dephostatin:LPM_Dephostatin:2.0,0.5105280403,-1.4762936426
dephostatin:LPM_Dephostatin:3.0,0.9804440548000001,-0.4581824304
efflux_inhibition:Chlorpromazine:1.0,0.8923437147000001,-0.7479428991
efflux_inhibition:Chlorpromazine:2.0,-0.0337369662,-0.3485357169
efflux_inhibition:Chlorpromazine:3.0,-0.5962867527,-0.263295056
efflux_inhibition:PABN:1.0,-0.5520857869,0.0736219385
efflux_inhibition:PABN:2.0,-0.9088701257,-0.3834275404
efflux_inhibition:no_treatment:1.0,-0.2404590883,-0.0157611575
efflux_inhibition:no_treatment:2.0,-0.177473929,-0.0828350515
efflux_inhibition:no_treatment:3.0,0.41793301730000004,0.098596209
efflux_inhibition:Chlorpromazine:4.0,-0.6627464141,-0.0557689714
efflux_inhibition:PABN:3.0,-0.9917565211,-0.49053295210000003
fis_regulatory_network:GX_EE:1.0,-1.6190569074,0.38247202420000004
fis_regulatory_network:GX_EE:2.0,1.4522344405,1.3211557688
fis_regulatory_network:GX_TS:1.0,-2.8260952688,0.653224594
fis_regulatory_network:GX_TS:2.0,-2.7717188133,0.4556360439
fis_regulatory_network:WT_EE:1.0,-0.1378558388,-0.284910172
fis_regulatory_network:WT_EE:2.0,0.1378558388,0.284910172
fis_regulatory_network:WT_TS:1.0,-2.9783448556,0.4159489779
fis_regulatory_network:WT_TS:2.0,-2.8486375901,0.1212131255
fis_regulatory_network:OX_EE:1.0,-0.7257725043000001,0.33949165130000003
fis_regulatory_network:OX_EE:2.0,-0.8762246314000001,0.4040451209
fis_regulatory_network:OX_TS:1.0,-2.7144489420999998,1.6426884941000002
fis_regulatory_network:OX_TS:2.0,-1.9990889220999999,1.5672095394999999
persisters:rep:1.0,0.0118615799,-0.2474952796
persisters:rep:2.0,-0.0118615799,0.2474952796
proQ_pulse_expression:empty_vector:1.0,-0.5088895976,0.0891713928
proQ_pulse_expression:empty_vector:2.0,0.5088895976,-0.0891713928
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.035324012200000005,-0.15343478430000002
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.0292139498,-0.3291062246
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.7580919291,-0.2149553999
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.3181161749,-0.015233804
proQ_virulence:dhfq_dproQ_LB:1.0,-1.6584248995,0.3195081521
proQ_virulence:dhfq_dproQ_LB:2.0,-1.4050411494000001,0.8567123966
proQ_virulence:dhfq_dproQ_LB:3.0,-1.3724994468,1.0349018769
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-2.4157886788000003,-0.1425186545
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-2.4062751885,-0.0875598853
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-2.3294869752,-0.2004471177
proQ_virulence:dhfq_LB:1.0,-0.7241688591000001,-0.3241573866
proQ_virulence:dhfq_LB:2.0,-0.3020763294,-0.3790287787
proQ_virulence:dhfq_LB:3.0,-0.9161905515000001,-0.28454324810000003
proQ_virulence:dhfq_SPI-2:1.0,-2.332112916,-0.6804796527
proQ_virulence:dhfq_SPI-2:2.0,-2.2935356643,-0.5648068142
proQ_virulence:dhfq_SPI-2:3.0,-1.9665425642,-0.5799481861
proQ_virulence:dproQ_LB:1.0,-1.3257058888,0.3067583707
proQ_virulence:dproQ_LB:2.0,-1.6692267408,0.5239582208
proQ_virulence:dproQ_LB:3.0,-1.5656085543,0.6117984928
proQ_virulence:dproQ_SPI-2:1.0,-2.3409345559,-0.3794265204
proQ_virulence:dproQ_SPI-2:2.0,-2.2624611375,-0.24465004840000001
proQ_virulence:dproQ_SPI-2:3.0,-2.4034509276,-0.2796440338
proQ_virulence:WT_LB:1.0,-0.1979916585,0.00354834
proQ_virulence:WT_LB:2.0,-0.1160999355,-0.0477648738
proQ_virulence:WT_LB:3.0,0.31409159400000003,0.0442165338
proQ_virulence:WT_SPI-2:1.0,-1.8404928044000002,-0.603924121
proQ_virulence:WT_SPI-2:2.0,-2.4668250541,-0.796893846
proQ_virulence:WT_SPI-2:3.0,-2.6814628226,-0.7721538295
rcsB:del_rcsB_S207C:1.0,2.9372798439,1.078853239
rcsB:del_rcsB_WT:1.0,4.6302011908,1.9532010073000001
rcsB:del_rcsB:1.0,3.3300528836,0.3383496063
rcsB:del_rcsB_H12A:1.0,-3.1983059678,-1.6337200353
rcsB:del_rcsB_D56A:1.0,5.2248427563,1.6383657684
rcsB:del_rcsB_M88A:1.0,4.3318428463,1.1826033447
rcsB:del_rcsB_H77A:1.0,4.9489813122,1.7079710846
rcsB:del_rcsB_L108A:1.0,-3.2270312336,-1.09630128
rcsB:del_rcsB_S207C:2.0,-0.2469160886,-0.18795743450000002
rcsB:del_rcsB_WT:2.0,-2.2923757515,-0.9646206676
rcsB:del_rcsB:2.0,-0.353825751,-0.166340396
rcsB:del_rcsB_H12A:2.0,0.49167702420000003,0.613845435
rcsB:del_rcsB_D56A:2.0,4.4328946532,1.2690825186999999
rcsB:del_rcsB_H77A:2.0,5.0641213937,2.1635739888
rcsB:del_rcsB_L108A:2.0,-3.3365214667,-1.382076244
rcsB:del_rcsB_WT:3.0,-2.3378254393,-0.9885803398
rcsB:del_rcsB_H12A:3.0,-0.7311891558,-0.4168940886
rcsB:del_rcsB_D56A:3.0,-1.3708732601,-0.8833682248
rcsB:del_rcsB_M88A:2.0,-1.2952106715,-0.12438464510000001
rcsB:del_rcsB_H77A:3.0,-1.4158116133,-0.8116353153
rcsB:del_rcsB_L108A:3.0,-1.9639077355999999,-1.2221122127
ribodepletion:RiboZero:1.0,0.0049893755000000005,-0.0754187637
ribodepletion:RiboZero:2.0,-0.0049893755000000005,0.0754187637
single_carbon_source:mucic:1.0,0.0246324518,0.009277424900000001
single_carbon_source:mucic:2.0,-0.0246324518,-0.009277424900000001
single_carbon_source:tartarate:1.0,-0.0720269625,-0.8857910213
single_carbon_source:tartarate:2.0,-0.4615899124,-0.4483908679
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.40077610020000004,-0.14339683120000002
ssrA_ssrB_TCS:ssrB_minus:2.0,0.18695058350000002,0.0138623774
ssrA_ssrB_TCS:ssrB_minus:3.0,0.2138255167,0.1295344538
ssrA_ssrB_TCS:ssrB_plus:1.0,-0.4363910446,0.2450076803
ssrA_ssrB_TCS:ssrB_plus:2.0,-0.2613765697,0.5025025579
ssrA_ssrB_TCS:ssrB_plus:3.0,0.7356622887,0.731123419
yedF:WT:1.0,0.9861346107000001,0.5261356239
yedF:WT:2.0,-0.9861346107000001,-0.5261356239
yedF:del_yedF:1.0,1.0514482048,3.4381062739
yedF:del_yedF:2.0,0.35487139570000004,2.7554815689
yedF:del_yedF:3.0,1.0819716549,1.7996442652
14028S_paratyphiA:37C_stationary:1.0,-2.1927202837,-0.9661221469000001
14028S_paratyphiA:42C_log:1.0,1.0588383067,0.1733110351
14028S_paratyphiA:37C_log:1.0,-1.1020038503,-0.0251774994
14028S_paratyphiA:42C_log:2.0,1.8041963409,0.29675344330000003
14028S_paratyphiA:37C_stationary:2.0,-1.487333179,-1.1593065318
14028S_paratyphiA:37C_log:2.0,1.1020038503,0.0251774994
7TF:hilC:1.0,0.1098946361,-0.9407558879000001
7TF:del_hilD:1.0,-0.2996705253,0.0724725907
7TF:WT:1.0,-0.387148684,0.1784238206
7TF:hilD:1.0,0.2151031682,-0.9383367994
7TF:WT:2.0,-0.5751550935,0.11575272780000001
7TF:del_sprB:1.0,-0.7998719412,0.0829050889
7TF:del_rtsB:1.0,0.419707086,0.6127730936
7TF:rtsA:1.0,-0.42785468470000004,-0.1403886313
7TF:del_invF:1.0,-0.5528071370000001,0.0198645783
7TF:sprB:1.0,-0.8656486019,-0.8975338188
7TF:hilD:2.0,0.0538173407,-0.9789811932
7TF:del_invF:2.0,-0.5531768624,0.3271093277
7TF:del_rtsB:2.0,0.5130519502,0.5745587507000001
7TF:hilC:2.0,0.525286605,-1.180658811
7TF:WT:3.0,0.5452312587,-0.1080215853
7TF:del_hilD:2.0,-0.014224637600000001,0.0297457497
7TF:rtsA:2.0,-0.7946461994,0.6019673393
7TF:invF:1.0,-1.0874932472,-0.1491884761
7TF:invF:2.0,-0.5487749253,-1.1965652428
7TF:sprB:2.0,-0.21956207590000001,-0.9805275631
7TF:del_sprB:2.0,-1.0581199882,0.2251604016
7TF:WT:4.0,0.4170725188,-0.18615496310000001
MMC:del_rtcB_No treatment:1.0,-0.6567544668,-0.11685533990000001
MMC:WT_No_treatment:1.0,0.4359602502,-0.0548815922
MMC:WT_No_treatment:2.0,-0.1555791199,0.3031802292
MMC:del_rtcR_No_treatment:1.0,-0.17208454780000002,0.16090007720000002
MMC:del_rtcR_3mM_MMC:1.0,-0.6663463714,-1.2116019692
MMC:WT_No_treatment:3.0,-0.2803811303,-0.24829863700000002
MMC:del_rtcB_3mM_MMC:1.0,-0.6615576256,-1.0287430398
MMC:del_rtcB_3mM_MMC:2.0,-0.9111752905,-0.9395121709
MMC:del_rtcR_3mM_MMC:2.0,-0.5064377449,-0.7689719032
MMC:del_rtcR_3mM_MMC:3.0,-0.7528571841,-0.0194766996
MMC:del_rsr_No_treatment:1.0,0.2967289408,-0.2456228406
MMC:del_rtcB_3mM_MMC:3.0,-0.9371293972,-0.7621545238
MMC:del_rtcR_No_treatment:2.0,-0.17946474310000002,-0.3800177629
MMC:del_rsr_3mM_MMC:1.0,-0.3302344084,-0.579914447
MMC:del_rtcB_No treatment:2.0,0.1449182579,-0.19199655170000002
MMC:WT_3mM_MMC:1.0,-0.2433847868,-1.0076911008
MMC:del_rsr_3mM_MMC:2.0,0.3294556689,-0.5029851832
MMC:WT_3mM_MMC:2.0,-0.6207035619,-0.8898080316
MMC:del_rsr_No_treatment:2.0,1.6040262741,0.3337885461
MMC:del_rtcB_No treatment:3.0,-0.1868960651,-0.2937866273
MMC:del_rsr_No_treatment:3.0,1.2594944437,-0.20153706200000002
Nontyphoidal_comparisons:rep:1.0,-0.0464834497,-0.18896693620000002
Nontyphoidal_comparisons:rep:2.0,-0.1618222053,0.2406557597
Nontyphoidal_comparisons:rep:3.0,0.208305655,-0.0516888235
araC:delta_araC_LB:1.0,10.703698743,1.9252878432
araC:WT_LB:1.0,0.4842824684,0.017085967100000002
araC:WT_LB:2.0,-0.4842824684,-0.017085967100000002
araC:delta_araC_LB:2.0,9.8384601388,2.0903816543
csgD:WT_planktonic_TP1:1.0,-1.506121141e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-1.0271856923,-1.4454565218
csgD:WT_aggregate_TP2:1.0,-0.8721243089,-2.4703437655
csgD:del_csgD_planktonic_TP1:1.0,-0.33319282650000004,0.1918269619
csgD:WT_planktonic_TP3:1.0,-2.6449541037,-2.3306336128
csgD:del_csgD_planktonic_TP3:1.0,-3.0644478456,-2.7195571621
csgD:WT_planktonic_TP2:1.0,-2.0450851897,-1.4060960889
csgD:WT_aggregate_TP3:1.0,-2.344614574,-3.7489624236
csgD:PcsgD_planktonic_lux_TP1:1.0,-1.0177884934,0.2712270439
csgD:PcsgD_planktonic_lux_TP4:1.0,-1.8557569964,-1.8942776734
csgD:PcsgD_aggregate_lux_TP3:1.0,-2.9909681327,-3.6548365713
csgD:PcsgD_planktonic_lux_TP2:1.0,-2.5208527458,-0.7810548329
csgD:PcsgD_planktonic_lux_TP3:1.0,-3.1098761706,-2.3447616153
csgD:del_csgD_planktonic_TP4:1.0,-2.0290130178,-3.05184432
csgD:WT_aggregate_TP4:1.0,-2.1438717508,-4.4966667233
csgD:PcsgD_aggregate_lux_TP4:1.0,-1.0814959739,-3.049868588
csgD:PcsgD_aggregate_lux_TP2:1.0,-1.7441978909,-1.5580104271000002
csrA:10min_LB_csrA:1.0,1.9649320071,-3.7918166323999998
csrA:10min_LB_WT:1.0,1.8206024451,-3.689066634
csrA:2.5min_LB_csrA:1.0,-0.5519325912,-1.8739861505
csrA:5min_mLPM_WT:1.0,-1.9355553582,-2.358072502
csrA:15min_mLPM_csrA:1.0,-0.4266650046,-1.5655171579
csrA:5min_LB_WT:1.0,1.1219578256,-4.5501276327
csrA:2.5min_LB_WT:1.0,-0.4515917935,-0.8082303435
csrA:0min_LB_WT:1.0,0.222363315,0.0149360268
csrA:15min_LB_WT:1.0,1.4831008094,-3.4022898362
csrA:0min_mLPM_WT:1.0,-1.4598279243,0.0870903001
csrA:15min_LB_csrA:1.0,0.6242605484,-3.4523238258
csrA:15min_mLPM_WT:1.0,-0.7784033304,-0.969028156
csrA:15min_LB_csrA:2.0,1.6861061763,-3.7236112987
csrA:0min_mLPM_WT:2.0,-1.2921865251,0.0972657946
csrA:0min_LB_csrA:1.0,0.12109997200000001,-0.11332698220000001
csrA:15min_LB_WT:2.0,0.6544263391,-3.2814915808
csrA:15min_mLPM_WT:2.0,-0.7531823302,-1.1970971892
csrA:5min_LB_WT:2.0,0.8954230172000001,-4.0993286488
csrA:5min_mLPM_WT:2.0,-1.040410432,-2.2499815278
csrA:2.5min_LB_WT:2.0,-0.0909791352,-1.3813811486
csrA:5min_mLPM_csrA:1.0,0.25827884500000003,-2.7070717832
csrA:0min_LB_csrA:2.0,0.0811006264,-0.0762057008
csrA:15min_mLPM_csrA:2.0,-0.2074407123,-1.3534403539
csrA:5min_mLPM_csrA:2.0,0.2067788066,-2.5100920965
csrA:10min_LB_WT:2.0,1.3742190281,-3.327725222
csrA:0min_LB_WT:2.0,-0.222363315,-0.0149360268
csrA:5min_LB_csrA:1.0,1.3208791363999999,-4.2932251737
csrA:10min_mLPM_csrA:1.0,0.025330032500000002,-1.9361873503
csrA:10min_mLPM_csrA:2.0,0.45135056570000004,-1.7252861173
csrA:5min_LB_csrA:2.0,1.2079979191,-3.7678493799
csrA:2.5min_LB_csrA:2.0,-0.0686999419,-1.6809180786
csrA:10min_LB_csrA:2.0,1.4676319099000001,-4.1336942733
flagellum:ΔSTM14_1829 :1.0,-1.6398699493,0.0024389679
flagellum:ΔSTM14_1829 :2.0,-1.4792065933,-0.0754621012
flagellum:WT:1.0,-0.0590223745,-0.15027060920000002
flagellum:WT:2.0,0.1681221279,0.2510922433
flagellum:ΔSTM14_1829 :3.0,-1.2744961273,-0.35492704010000004
flagellum:WT:3.0,-0.1090997534,-0.1008216341
fliA:del_rpoF:1.0,1.579488931,-0.2225286713
fliA:WT:1.0,-0.3244555008,0.1444248246
fliA:del_rpoF:2.0,0.9091757049,-0.2692852282
fliA:WT:2.0,0.3244555008,-0.1444248246
mgtC:empty_pUH21:1.0,-0.0335486289,0.0473230797
mgtC:pUH_mgtC:1.0,0.1717652363,0.050117393100000004
mgtC:empty_pUH21:2.0,0.0335486289,-0.0473230797
mgtC:pUH_mgtC:2.0,-0.006145037900000001,0.0184635226
mgtCBR:empty_pBAD18:1.0,0.0925532743,0.0151182177
mgtCBR:mgtC_pBAD113:1.0,-0.8767476783,0.2305394863
mgtCBR:empty_pBAD18:2.0,-0.0925532743,-0.0151182177
mgtCBR:mgtC_pBAD113:2.0,-0.8768651028000001,0.3002432521
novobiocin:100_Novobiocin_60min:1.0,-10.047269935,-1.4516272688
novobiocin:500_Novobiocin_60min:1.0,-9.8053415005,-0.9961950687000001
novobiocin:0_Novobiocin_60min:1.0,-10.4575461219,-2.4745603511
novobiocin:0_Novobiocin_0min:1.0,-1.1678444904,0.1289481124
novobiocin:100_Novobiocin_60min:2.0,-9.4067106801,-1.4993993308
novobiocin:0_Novobiocin_10min:1.0,-11.0651234162,-2.0249779743
novobiocin:500_Novobiocin_20min:1.0,-9.2146391094,-1.9596617054
novobiocin:0_Novobiocin_20min:1.0,-10.757186881,-1.7431326217
novobiocin:0_Novobiocin_60min:2.0,-10.463377234,-2.3116957377
novobiocin:0_Novobiocin_10min:2.0,-10.5902596111,-1.9589263168
novobiocin:500_Novobiocin_60min:2.0,-9.8019068393,-1.1408827844
