,A,QscR
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.045085602,-0.214932538
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-1.43014891,-0.8503959560000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.596336463,-1.356955631
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.812186362,-0.09315622500000001
HapZ_SagS_mutant:delHapZp:1,-0.135436802,0.322830153
HapZ_SagS_mutant:delHapZp:2,-0.6036756240000001,0.179280614
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,1.549367366,0.110946653
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.7371810040000001,-0.017790428
HapZ_SagS_mutants:delHApZ:1,-1.461621887,-0.894203477
HapZ_SagS_mutants:delHApZ:2,-1.7462680590000002,-0.48022912500000003
HapZ_SagS_mutants:delHApZ:3,-0.31548206300000003,-0.670715224
HapZ_SagS_mutants:delSagS:1,-0.33828940300000004,-0.196722201
HapZ_SagS_mutants:delSagS:2,-0.7681963580000001,-0.5383125630000001
HapZ_SagS_mutants:delSagS:3,1.335076366,0.9663626230000001
HapZ_SagS_mutants:delHapZp:1,-1.493419094,-0.020436579
yhjH_knockout:PA_delyhjH_wt:1,-0.355397994,-0.152312884
yhjH_knockout:PA_delyhjH_wt:2,0.355397994,0.152312885
yhjH_knockout:PA_delyhjH:1,-0.8763428550000001,-0.151924588
yhjH_knockout:PA_delyhjH:2,-1.438573665,0.022334917000000003
yhjH_knockout:PA_delwspF:1,-0.196272888,-0.127930988
yhjH_knockout:PA_delwspF:2,0.213964699,-0.044444233
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,0.078048162,-0.281721887
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,0.263232694,-0.52763563
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,0.7512919530000001,-0.597917965
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,0.200444331,-0.253338027
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.8706494880000001,0.122250543
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.299027313,0.085809969
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.48267957600000005,-0.096304415
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.08894259900000001,-0.11175609600000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-13.04212633,-1.897336472
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-12.7565688,-1.992008448
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.8413207890000001,0.084998031
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.33765947,0.048563148
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.503661319,-0.133561178
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.17873329500000001,0.40947892900000005
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-0.584897528,-0.235129514
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-0.157209427,-0.24050855000000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.17873329500000001,-0.40947892900000005
Lung_infection_transcriptome:PA01_LS1:1,-3.594335509,-0.7372608770000001
Lung_infection_transcriptome:PA01_LS1:2,-5.069124223,-0.961103628
Lung_infection_transcriptome:PA01_CS1:1,0.528049408,0.329168848
Lung_infection_transcriptome:PA01_CS1:2,-0.528049408,-0.329168848
Testosterone_treatment:Testosterone_Control:1,2.201613844,-0.032954386
Testosterone_treatment:Testosterone_Control:2,-2.201613844,0.032954387
Testosterone_treatment:Testosterone_2.5:1,0.24460160500000003,-0.335818282
Testosterone_treatment:Testosterone_2.5:2,-2.694678022,-0.24638621600000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,4.858381076,1.4660873300000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,4.822941089,1.024160803
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,4.282575803,1.25669451
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-2.567989253,-0.568340839
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-4.543065342,-0.6362936960000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-3.181075217,-0.39084618200000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,3.256514884,0.750752073
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,4.346828812,0.7768672240000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,3.241926908,0.514839324
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-3.036144774,-0.6805167980000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-4.0382259640000004,-0.755664333
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-3.770899867,-0.606277489
Dispersed_cells:PAO1_dispersed_wt:1,0.37686557,-0.175843562
Dispersed_cells:PAO1_dispersed_wt:2,-0.37686557,0.175843562
Dispersed_cells:PyhjH_dispersed:1,-9.283377218,-0.679828557
Dispersed_cells:PyhjH_dispersed:2,-11.13535663,-1.15039701
Dispersed_cells:PA01_Planktonic:1,-17.67022342,-0.593027143
Dispersed_cells:PA01_Planktonic:2,-17.71586367,-0.07874291
Dispersed_cells:PAO1_Biofilm:1,-5.406956947,0.935924513
Dispersed_cells:PAO1_Biofilm:2,-4.877984022,1.555849205
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,7.271256671,1.114198508
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,6.347596377,0.89943532
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,5.918213974,1.030064297
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.922366258,0.33490693200000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.521828563,-0.20666578100000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.400537695,-0.128241152
gcsR_mutant:PAO1_rep_wt:1,-0.033028648,-0.081581517
gcsR_mutant:PAO1_rep_wt:2,0.033028648,0.081581517
gcsR_mutant:GcsR_rep:1,0.62017396,-0.170130778
gcsR_mutant:GcsR_rep:2,1.9182663660000001,-0.2100282
ampC_mutation:PA_Cef_taz_wt:1,-0.72081435,-0.160871031
ampC_mutation:PA_mutS_Cef_taz:1,7.479714742,-0.5305229410000001
ampC_mutation:PA_mutS:1,1.889184417,-0.25926291500000004
ampC_mutation:PA_mutS:2,3.394187918,2.256329826
ampC_mutation:PA_mutS:3,-1.197343537,-0.179912286
ampC_mutation:PA_Cef_taz_wt:2,0.72081435,0.160871031
ampC_mutation:PA_mutS_Cef_taz:2,1.874647913,-0.181451213
ampC_mutation:PA_mutS:4,2.657983654,-0.053809839000000005
ampC_mutation:PA_mutS:5,2.837693368,2.091320459
ampC_mutation:PA_mutS:6,-1.378536393,-0.9849388020000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.47063872700000003,-0.47729730800000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-1.090183776,-0.638838467
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,1.497426822,-0.45807178200000004
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,3.005138531,0.6363705
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.507311649,0.8891390530000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.599955055,-0.032794054
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.487721654,0.259790774
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,3.756445508,2.961308195
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,3.977268156,2.956694483
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-0.28968671700000004,-0.12146470200000001
n-alkanes_treatment:PA_alkane:1,6.312969908,2.079891048
n-alkanes_treatment:PA_alkane:2,5.735520049,1.56863006
n-alkanes_treatment:PA_Glycerol:1,-0.387817677,0.259333927
n-alkanes_treatment:PA_Glycerol:2,0.062498678,-0.10475398500000001
n-alkanes_treatment:PA_Glycerol:3,0.32531899999999997,-0.154579941
Catabolise_Nucleic_Acids:L_asp:1,2.697480745,-0.89291202
Catabolise_Nucleic_Acids:L_asp:2,-0.8026956940000001,-1.922678764
Catabolise_Nucleic_Acids:DNA_1:1,-0.6220100580000001,0.18543656600000002
Catabolise_Nucleic_Acids:DNA_1:2,0.172842652,0.016633215
Catabolise_Nucleic_Acids:DNA_1:3,0.44916740600000005,-0.202069782
cysB_mutant:PAO1HH_wt:1,-0.915405546,-0.640782222
cysB_mutant:PAO1HH_wt:2,0.915405546,0.640782222
cysB_mutant:cysBHH:1,1.266625128,-0.080746947
cysB_mutant:cysBHH:2,0.9062093510000001,0.395110526
cysB_mutant:cysBHH:3,0.850380016,0.218049495
ersA_knockout:delersA:1,-0.7924398490000001,0.856721677
ersA_knockout:delersA:2,-1.251985176,0.078845947
ersA_knockout:wt_BHI:1,0.40184078500000003,-0.200130217
ersA_knockout:wt_BHI:2,-0.40184078500000003,0.200130217
Farnesol_treatment:RNA of 0-1F_L:1,0.078649018,0.043983457000000004
Farnesol_treatment:RNA of 0-1F_L:2,-0.23655034500000002,0.045457462000000004
Farnesol_treatment:RNA of 0-1F_L:3,0.157901328,-0.08944092000000001
Farnesol_treatment:RNA of 6-F_L1:1,0.698402123,-0.230327533
Farnesol_treatment:RNA of 6-F_L1:2,-0.27583150100000003,-0.252398504
Farnesol_treatment:RNA of 6-F_L1:3,-0.9391767120000001,-0.285422114
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.007926801,0.963622614
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-1.556234914,0.014510243
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,3.875183659,1.255396657
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.8943393550000001,-0.513429562
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.346031242,-0.464703295
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,3.744248326,1.021953986
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.34623558,-0.455662553
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.34623558,0.455662553
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-7.151377333,-0.48397096700000003
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-4.232436265,0.50523443
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-7.539368589,0.190311809
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-6.296078433,1.178298748
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-4.90430124,-0.47086995800000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-7.484285714,-0.20536425600000002
Metabolic_fitness_plasmid:PAO1_pBS228:1,-5.332928263,-0.034473626
Metabolic_fitness_plasmid:PAO1_pBS228:2,-4.508983251,-0.834968939
Metabolic_fitness_plasmid:PAO1_RmS149:1,-5.30561202,0.133633982
Metabolic_fitness_plasmid:PAO1_RmS149:2,-6.095780857,0.702086693
mexZ_knockout:del_mexZ:1,0.692915398,-0.42388221400000003
mexZ_knockout:del_mexZ:2,-0.145481832,-0.559379418
mexZ_knockout:del_mexZ:3,-0.481365802,-0.355091871
mexZ_knockout:wt_LB:1,2.8577839210000002,1.526448826
mexZ_knockout:wt_LB:2,-0.313468933,-0.603364408
mexZ_knockout:wt_LB:3,-2.544314988,-0.923084419
Mucin_glycans:ABTGC:1,-3.038863963,-0.244444555
Mucin_glycans:ABTGC:2,-2.611929404,-0.42018736700000003
Mucin_glycans:ABTGC:3,-0.055598948,-0.22923435700000003
Mucin_glycans:ABTGC:4,3.759831494,0.589977812
Mucin_glycans:ABTGC:5,1.946560821,0.303888469
Mucin_glycans:MUC5B:1,9.281150698,1.150533272
Mucin_glycans:MUC5B:2,8.39150417,1.08582189
Mucin_glycans:Glycans:1,1.275137338,0.647832637
Mucin_glycans:Glycans:2,1.25911479,-0.047818932
NC_002516.2:Planktonic_total_RNA_Rep:1,0.14663625,0.233116167
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.659025611,-0.163195892
NC_002516.2:Planktonic_total_RNA_Rep:3,0.512389361,-0.069920275
NC_002516.2:Biofilm_total_RNA_Rep:1,4.998921195,0.5360278620000001
NC_002516.2:Biofilm_total_RNA_Rep:2,4.442092607,0.291083454
Zinc_treatment:PA_Zn:1,0.23608499900000002,-0.041994394000000004
Zinc_treatment:PA_Zn:2,0.164754608,0.426954339
Zinc_treatment:PA_Zn:3,1.637954508,-0.155969581
Zinc_treatment:PA_Zn_wt:1,0.03890043,-0.319333592
Zinc_treatment:PA_Zn_wt:2,-0.03890043,0.319333592
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.068678891,0.019563006
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.068678891,-0.019563006
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,5.289890898,2.258064598
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,4.294969427,0.454710202
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,6.05859681,0.502809414
Paeru_PRECISE:CAMHB_wt:1,6.196781573,-0.777419732
Paeru_PRECISE:CAMHB_wt:2,4.451532845,-0.591334127
Paeru_PRECISE:CAMHB_wt:3,6.631087996,-0.337535998
Paeru_PRECISE:CAMHB_wt:4,6.460098406,-0.504877291
Paeru_PRECISE:M9glucAA_Pqt10:1,2.349297033,-0.131552802
Paeru_PRECISE:M9glucAA_Pqt10:2,4.075922882,-0.350338706
Paeru_PRECISE:M9glucAA_Pqt:1,5.942951724,-0.231432468
Paeru_PRECISE:M9glucAA_Pqt:2,5.98377724,-0.43956204
Paeru_PRECISE:M9glucAA_wo_Pqt:1,5.784888711,-0.310749708
Paeru_PRECISE:M9glucAA_wo_Pqt:2,5.737532198,-0.41999715800000004
Paeru_PRECISE:M9glucAA_NaCl:1,-7.29987821,-2.431066894
Paeru_PRECISE:M9glucAA_NaCl:2,-3.928223836,-1.5588491160000002
Paeru_PRECISE:M9glucAA_NaCl:3,-4.249555255,-1.760980783
Paeru_PRECISE:CAMHB_wt:5,4.319061652,-0.29231558
Paeru_PRECISE:CAMHB_wt:6,4.777454066,-0.31325582100000005
Paeru_PRECISE:LB_wt:1,-5.743440345,-3.496444373
Paeru_PRECISE:LB_wt:2,-4.237293452,-2.949496908
Paeru_PRECISE:M9glucAA_wt:1,1.2622205530000001,-1.04323138
Paeru_PRECISE:M9glucAA_wt:2,0.978979518,-0.23183235900000002
Paeru_PRECISE:M9glucAA_lowpH:1,1.317961897,-0.391129775
Paeru_PRECISE:M9glucAA_lowpH:2,1.8054382960000002,-0.501075132
Paeru_PRECISE:M9glucAA_DPD:1,4.54604675,0.7165245530000001
Paeru_PRECISE:M9glucAA_DPD:2,5.032074017,0.9191004760000001
Paeru_PRECISE:M9sucAA_wt:1,-6.223577711,-2.437735119
Paeru_PRECISE:M9sucAA_wt:2,-6.915640676,-2.589505461
Paeru_PRECISE:M9glucAA_NaCl:4,-4.914210882,-2.019003554
Paeru_PRECISE:M9glucAA_NaCl:5,-4.67947627,-1.7677944110000001
Paeru_PRECISE:M9sucAA_wt:3,-6.634092063,-1.8635516330000002
Paeru_PRECISE:M9sucAA_wt:4,-6.298188692,-1.7812931440000002
Paeru_PRECISE:R10LB_wt:1,1.6275452270000001,-1.111926952
Paeru_PRECISE:M9glucAA_NaCl:6,-3.888157342,-1.576099912
Paeru_PRECISE:M9glucAA_NaCl:7,-4.703211,-1.67585834
Paeru_PRECISE:M9fructAA_wt:1,4.303053728,-0.08615012400000001
Paeru_PRECISE:M9fructAA_wt:2,3.36765752,-0.10696016900000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,5.385350039,0.10372044200000001
Paeru_PRECISE:M9GlcNAcAA_wt:2,5.303710287,0.33670808300000005
Paeru_PRECISE:M9pyruvAA_wt:1,-0.245415815,-1.245565441
Paeru_PRECISE:M9pyruvAA_wt:2,1.079763744,-0.775148692
Paeru_PRECISE:M9fructAA_wt:3,1.08263092,-0.228220622
Paeru_PRECISE:M9fructAA_wt:4,-0.016776124,-0.5309223040000001
Paeru_PRECISE:M9GlcNAcAA_wt:3,0.252864495,-1.179589476
Paeru_PRECISE:M9GlcNAcAA_wt:4,-1.7749088,-1.43125999
Paeru_PRECISE:M9glycAA_wt:1,-2.48506506,-1.195110429
Paeru_PRECISE:M9glycAA_wt:2,-1.7112400550000002,-1.11725554
Paeru_PRECISE:M9pyruvAA_wt:3,-3.588932273,-1.898299232
Paeru_PRECISE:CAMHB_wt:7,5.899067635,-0.32467983300000003
Paeru_PRECISE:CAMHB_wt:8,6.028913658,0.09039846900000001
Paeru_PRECISE:R10LB_wt:2,1.239548467,-0.640986132
Paeru_PRECISE:R10LB_wt:3,1.561102649,-1.101198003
Paeru_PRECISE:R10LB_wt:4,2.457927552,-0.447636497
Paeru_PRECISE:R10LB_wt:5,2.278637006,-0.12246171200000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,2.184289042,-0.895875928
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,1.061495139,-0.70560499
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,1.051376314,-1.190725446
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,0.964454589,-1.072385666
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,3.426310562,-1.192685813
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,2.51507975,-0.776524129
Paeru_PRECISE:M9sucAA_wt:5,2.686364447,-0.035866825000000005
Paeru_PRECISE:M9sucAA_wt:6,4.406459273,-0.28610562100000003
Paeru_PRECISE:R10LB_wt:6,2.641636025,0.00043612100000000003
Paeru_PRECISE:R10LB_wt:7,2.01435003,-0.35160055300000004
Paeru_PRECISE:LB_wt:3,-4.755755843,-2.059039554
Paeru_PRECISE:LB_wt:4,-5.884669307,-1.646444451
Paeru_PRECISE:R10LB_NaCl:1,-1.784682546,-1.33123835
Paeru_PRECISE:R10LB_NaCl:2,-2.075611655,-1.248303238
Paeru_PRECISE:M9glucAA_wt:3,0.11258192700000001,0.396719349
Paeru_PRECISE:M9glucAA_Zn:1,6.110247745,2.866335595
Paeru_PRECISE:M9glucAA_Cu:1,-3.305256015,-2.257247729
Paeru_PRECISE:M9glucAA_NaOCl:1,-2.117908979,-0.389535426
Paeru_PRECISE:M9GlcNAcAA_8:1,-3.865543196,-0.056277146
Paeru_PRECISE:M9GlcNAcAA_8:2,-6.482748672,-0.793361163
Paeru_PRECISE:M9GlcNAcAA_4:1,-2.368498296,-1.094306204
Paeru_PRECISE:M9GlcNAcAA_4:2,-4.370942402,-0.7476587290000001
Paeru_PRECISE:M9GlcNAcAA_2:1,-1.11543571,-1.419766117
Paeru_PRECISE:M9GlcNAcAA_2:2,-4.418076376,-2.379384103
Paeru_PRECISE:M9GlcNAcAA_1:1,-2.007661916,-1.512757985
Paeru_PRECISE:M9GlcNAcAA_1:2,-4.760226479,-0.797864023
Paeru_PRECISE:M9glucAA_NaOCl:2,-2.170012071,-0.11337999400000001
Paeru_PRECISE:M9glucAA_Cu:2,-1.483121051,-0.049110899000000006
Paeru_PRECISE:M9glucAA_Fe:1,-1.5059909820000001,-0.550183861
Paeru_PRECISE:M9glucAA_Fe:2,-0.258829599,0.642998916
Paeru_PRECISE:M9glucAA_Zn:2,-1.766548422,0.8365919620000001
Paeru_PRECISE:M9glucAA_wt:4,-2.353781999,0.87834439
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,3.45375855,-0.036825329000000004
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,3.051557053,0.71146483
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,2.703783924,1.130483083
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.11368439,0.168443071
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-1.068978322,-0.277153113
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,1.182662712,0.10871004100000001
relA-spoT_double-mutant:plank_WT_1:1,-0.597857869,0.13338977100000002
relA-spoT_double-mutant:plank_WT_1:2,0.5258840850000001,0.307582564
relA-spoT_double-mutant:plank_WT_1:3,0.071973784,-0.44097233500000005
relA-spoT_double-mutant:plank_rel-spot:1,-0.23554788200000001,-0.10041957700000001
relA-spoT_double-mutant:plank_rel-spot:2,-2.242506892,0.106116045
Rosmarinic_acid:PAO1-100UMRA:1,1.456078677,0.31220248500000003
Rosmarinic_acid:PAO1-100UMRA:2,1.618808296,0.272739034
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.82392696,-0.258851487
Rosmarinic_acid:PAO1_DMSO_Control:2,0.22785300400000003,0.105969534
Rosmarinic_acid:PAO1_DMSO_Control:3,0.596073956,0.15288195200000002
Tf_toxin_expression:PAO1_WT:1,-0.262490347,0.024959995000000002
Tf_toxin_expression:PAO1_WT:2,0.262490347,-0.024959995000000002
Tf_toxin_expression:PAO1_derfA:1,-1.103795566,0.042139273000000005
Tf_toxin_expression:PAO1_derfA:2,-0.640358222,-0.210866565
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-1.7444895950000001,-0.705681436
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-3.278007713,-0.500549174
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-1.783204884,-2.468930004
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-2.096728732,-0.11740254
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,1.553567867,-0.430321339
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,1.938624619,-0.01181398
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.125642171,0.403490587
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.125642171,-0.403490587
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,1.929040451,3.149577378
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,1.899141394,2.813006836
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-2.440966672,1.195892403
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-1.22896929,0.38865587300000004
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.286129321,0.24712076800000002
natural_RNA_aptamers:PA_Water_rep_wt:2,0.286129321,-0.24712076700000002
natural_RNA_aptamers:PA_FMN_rep:1,0.037808786000000004,-0.610723611
natural_RNA_aptamers:PA_FMN_rep:2,0.791381471,-0.204348153
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.22097129100000001,0.7589935800000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.440101693,0.638438607
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.192191989,0.9117965640000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.050942603,0.42601497600000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.5373501350000001,0.251519555
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-1.105149423,-0.30078451500000003
