,A,Sfa2
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.83255976,0.7437318380000001
Catabolise_Nucleic_Acids:L_asp:1,8.2282817017,1.013648573
Catabolise_Nucleic_Acids:L_asp:2,12.9206413203,1.6379952690000001
Catabolise_Nucleic_Acids:DNA_1:1,-1.7946511638,-0.25801329500000003
Catabolise_Nucleic_Acids:DNA_1:2,-0.09568272200000001,0.000471572
Catabolise_Nucleic_Acids:DNA_1:3,1.8903338858,0.25754172200000003
Catabolite_repression:del_hfq_crc_wt:1,-1.0407614421,-0.25103816500000004
Catabolite_repression:del_hfq_crc_wt:2,1.0407614421,0.25103816500000004
Catabolite_repression:delHfq:1,-11.0981519421,-2.303215673
Catabolite_repression:delHfq:2,-10.8632109249,-2.325457309
Catabolite_repression:deldcrc:1,-13.6602532729,-2.356799647
Catabolite_repression:deldcrc:2,-14.2453624698,-2.7538194860000003
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.2846521858,-0.003944022
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.588317714,0.09956155400000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.8729698998000001,-0.095617532
Diallyl_disulphide_treatment:PAO1_DDS:1,-7.3213958686,-1.82651325
Diallyl_disulphide_treatment:PAO1_DDS:2,-7.5738702824,-1.711431586
Diallyl_disulphide_treatment:PAO1_DDS:3,-6.9881638809,-1.665618716
Dispersed_cells:PAO1_dispersed_wt:1,-2.6023292716,-0.261849072
Dispersed_cells:PAO1_dispersed_wt:2,2.6023292716,0.261849072
Dispersed_cells:PyhjH_dispersed:1,-4.6428864805,-0.61736939
Dispersed_cells:PyhjH_dispersed:2,-8.8903257405,-0.843581428
Dispersed_cells:PA01_Planktonic:1,-17.4315726051,-2.071439143
Dispersed_cells:PA01_Planktonic:2,-18.7969107097,-3.113960409
Dispersed_cells:PAO1_Biofilm:1,0.6750106664000001,1.411029679
Dispersed_cells:PAO1_Biofilm:2,-8.3374324126,0.41543061600000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,14.4438556972,2.135168597
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,13.678853059,2.57160879
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,13.6253238738,2.483480238
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,1.9511936643,-0.016622218
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-1.078412619,-0.245030879
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.8727810453,0.261653097
Farnesol_treatment:RNA of 0-1F_L:1,0.16368522,-0.007833488000000001
Farnesol_treatment:RNA of 0-1F_L:2,-0.35339629370000003,0.017465126
Farnesol_treatment:RNA of 0-1F_L:3,0.1897110737,-0.009631638000000001
Farnesol_treatment:RNA of 6-F_L1:1,-0.120382339,0.15680871300000002
Farnesol_treatment:RNA of 6-F_L1:2,-1.8879297621000002,-0.32645733800000004
Farnesol_treatment:RNA of 6-F_L1:3,-2.9119046170000003,-0.39902652600000005
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.6706319944,0.723294972
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.6706319944,-0.723294972
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,1.5355275553,0.6008321790000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,1.5702437044000002,0.982827498
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.7116901266,0.479720024
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-1.0709992145,-0.753055019
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-1.138243501,1.2018150300000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.4318615219,0.079751107
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.072552434,0.193583888
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-1.0644056778,0.8225346280000001
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.14998900110000002,-0.181902167
HapZ_SagS_mutant:delHapZp:1,-0.13013383920000002,0.218152335
HapZ_SagS_mutant:delHapZp:2,-0.754304743,0.049572535
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,1.2660346932,0.051504633
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-1.1160456922,0.130397535
HapZ_SagS_mutants:delHApZ:1,0.48054560570000004,-0.11149054700000001
HapZ_SagS_mutants:delHApZ:2,-0.1357362377,0.17871861800000002
HapZ_SagS_mutants:delHApZ:3,-0.0180605518,-0.409552281
HapZ_SagS_mutants:delSagS:1,-0.3515623466,0.310557066
HapZ_SagS_mutants:delSagS:2,-0.40160806460000004,0.23515337
HapZ_SagS_mutants:delSagS:3,1.4418493766,0.45643055600000004
HapZ_SagS_mutants:delHapZp:3,-0.255194966,0.084687334
Lung_infection_transcriptome:PA01_LS1:1,9.5602664108,1.7650306960000002
Lung_infection_transcriptome:PA01_LS1:2,10.0333376395,2.150331402
Lung_infection_transcriptome:PA01_CS1:1,0.1864241569,0.07721844400000001
Lung_infection_transcriptome:PA01_CS1:2,-0.1864241569,-0.07721844400000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.0385437849,-0.546148311
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.0385437849,0.546148311
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-4.1318739376,-1.2455639010000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-3.5978610208,-1.114901669
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-3.8437288772000002,-0.8480044010000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-1.4183012021999999,-0.454352415
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.859581306,-0.365829554
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-1.0056152359,-0.480916247
Metabolic_fitness_plasmid:PAO1_pBS228:1,-7.6739241769,-1.614915602
Metabolic_fitness_plasmid:PAO1_pBS228:2,-7.8285378937,-1.664102758
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.9939427327,-0.46054053600000006
Metabolic_fitness_plasmid:PAO1_RmS149:2,-1.6733783215,-0.5732807590000001
Mucin_glycans:ABTGC:1,3.7554944292,0.96213998
Mucin_glycans:ABTGC:2,-0.052787310600000005,0.09900405
Mucin_glycans:ABTGC:3,-1.9337105417,-0.336467559
Mucin_glycans:ABTGC:4,-1.3073960273,-0.49474436800000005
Mucin_glycans:ABTGC:5,-0.4616005496,-0.22993210300000003
Mucin_glycans:MUC5B:1,6.0555053089,0.25153800600000004
Mucin_glycans:MUC5B:2,4.3424697647,0.498454216
Mucin_glycans:Glycans:1,0.7741672667,0.27122474700000004
Mucin_glycans:Glycans:2,-0.6578186615,-0.107500731
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-2.8988543219,-0.638944733
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-2.5020742156,-0.661929875
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-3.3864516214,-0.178849969
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,4.6395409192,-0.37062899400000004
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,4.3790695941,0.186491596
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,3.7378315697,0.08073264100000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-3.6001693479,-0.043375115000000006
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-2.7240518798,0.32670212
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-3.4441746407,0.075652113
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,2.8141012385,-0.588376011
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,1.7205878341,0.06782592400000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,5.2337067957,0.161570969
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.699268238,0.13796550200000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.699268238,-0.13796550200000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,1.3533885034,0.060440544000000006
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,2.4720917663,0.053110369000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-1.8994713935,-0.977290878
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-2.8249306313,-0.89100979
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,7.0671947574,0.70057731
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,5.7384745238,0.45168028400000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,6.6803413902,0.612296123
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,4.8588679351,0.442399048
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.1734518031,-0.104262459
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.2279064009,-0.237887644
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.4219689411,0.192000901
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.3675143434,0.150149202
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-2.3797278476,-0.029983733000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-2.7054159764,-0.142596956
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.056159529900000005,-0.054213136
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.3548612754,-0.18783301300000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.2987017455,0.24204614800000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,3.4046394903,-0.229520943
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,4.7162252608,0.036470336
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,0.9596857817000001,-0.16751136900000002
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.8184553828,-0.870488413
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-2.7182202616,-0.013642235
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-2.3857527377,0.302185771
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-3.0168917519,-0.095492928
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-0.7341766263,-0.030546259000000003
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-1.6201104079,-0.012537925
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-2.6016457529,-0.316913404
Rosmarinic_acid:PAO1-100UMRA:1,2.8748697208,1.117851823
Rosmarinic_acid:PAO1-100UMRA:2,3.1052615581,1.105479477
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.4840119137,0.080311561
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.3017070174,-0.014882298
Rosmarinic_acid:PAO1_DMSO_Control:3,0.7857189311,-0.065429262
Testosterone_treatment:Testosterone_Control:1,5.461810281,0.80722324
Testosterone_treatment:Testosterone_Control:2,-5.461810281,-0.80722324
Testosterone_treatment:Testosterone_2.5:1,0.8028494922,0.5368876920000001
Testosterone_treatment:Testosterone_2.5:2,-8.6906299342,-0.8124756350000001
Tf_toxin_expression:PAO1_WT:1,-0.3184064446,0.086131287
Tf_toxin_expression:PAO1_WT:2,0.3184064446,-0.086131287
Tf_toxin_expression:PAO1_derfA:1,-1.7099319505000001,-0.37282033200000003
Tf_toxin_expression:PAO1_derfA:2,-1.8448804444,-0.349970828
Zinc_treatment:PA_Zn:1,-0.4789404352,-0.13953645
Zinc_treatment:PA_Zn:2,-0.6228693240000001,-0.19589862
Zinc_treatment:PA_Zn:3,0.8472372747,0.182166391
Zinc_treatment:PA_Zn_wt:1,0.1677615536,0.06602532600000001
Zinc_treatment:PA_Zn_wt:2,-0.1677615536,-0.06602532600000001
Paeru_PRECISE:CAMHB_wt:1,-7.5066137575,-2.3032525
Paeru_PRECISE:CAMHB_wt:2,-8.6914545284,-3.050199749
Paeru_PRECISE:CAMHB_wt:3,-7.3428596365,-2.694883167
Paeru_PRECISE:CAMHB_wt:4,-9.1361745623,-3.138232197
Paeru_PRECISE:M9glucAA_Pqt10:1,-5.3860443252,-1.064963148
Paeru_PRECISE:M9glucAA_Pqt10:2,-7.7726342096,-1.608083208
Paeru_PRECISE:M9glucAA_Pqt:1,-5.2744820262,-0.7496228330000001
Paeru_PRECISE:M9glucAA_Pqt:2,-4.6580419886,-0.604411335
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-3.1046591802,0.07471274400000001
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-3.0526774215,-0.511249221
Paeru_PRECISE:M9glucAA_NaCl:1,-11.2869932095,-3.9086906470000002
Paeru_PRECISE:M9glucAA_NaCl:2,-9.3369223409,-3.577270443
Paeru_PRECISE:M9glucAA_NaCl:3,-8.3290376191,-3.832828289
Paeru_PRECISE:CAMHB_wt:5,-9.6794359619,-3.209861358
Paeru_PRECISE:CAMHB_wt:6,-10.5719495652,-3.136475884
Paeru_PRECISE:LB_wt:1,-4.0446951748,-1.11829241
Paeru_PRECISE:LB_wt:2,-2.4238653932,-1.011492761
Paeru_PRECISE:M9glucAA_wt:1,0.0089077002,-0.168548116
Paeru_PRECISE:M9glucAA_wt:2,-0.0089077002,0.168548116
Paeru_PRECISE:M9glucAA_lowpH:1,-5.0673156408,-0.6670018080000001
Paeru_PRECISE:M9glucAA_lowpH:2,-6.0228765726,-1.106459953
Paeru_PRECISE:M9glucAA_DPD:1,-3.556648846,0.10447018200000001
Paeru_PRECISE:M9glucAA_DPD:2,-3.1119678404,0.268098799
Paeru_PRECISE:M9sucAA_wt:1,-3.3921772533,-1.284301956
Paeru_PRECISE:M9sucAA_wt:2,-3.5888466975,-2.14102122
Paeru_PRECISE:M9glucAA_NaCl:4,-9.9548753823,-3.541086346
Paeru_PRECISE:M9glucAA_NaCl:5,-10.0160385144,-3.371834976
Paeru_PRECISE:M9sucAA_wt:3,-0.2051574395,-0.21560189999999999
Paeru_PRECISE:M9sucAA_wt:4,-0.17990405680000002,-0.043496683
Paeru_PRECISE:R10LB_wt:1,-2.2166426715,-0.304078096
Paeru_PRECISE:M9glucAA_NaCl:6,-8.0496942784,-2.489342966
Paeru_PRECISE:M9glucAA_NaCl:7,-7.4589109632,-2.582178701
Paeru_PRECISE:M9fructAA_wt:1,-2.2379692363,-0.78079277
Paeru_PRECISE:M9fructAA_wt:2,-3.3213597684,-1.13023213
Paeru_PRECISE:M9GlcNAcAA_wt:1,-3.1024992468,-0.364492127
Paeru_PRECISE:M9GlcNAcAA_wt:2,-2.7104043034,-0.319388965
Paeru_PRECISE:M9pyruvAA_wt:1,-7.4598038725,-2.981725167
Paeru_PRECISE:M9pyruvAA_wt:2,-5.2991686718,-2.2680538820000002
Paeru_PRECISE:M9fructAA_wt:3,-5.1934752875,-1.325810833
Paeru_PRECISE:M9fructAA_wt:4,-5.0079865574,-1.69381365
Paeru_PRECISE:M9GlcNAcAA_wt:3,-4.0383347346,-0.953866101
Paeru_PRECISE:M9GlcNAcAA_wt:4,-3.4949150868,-1.213402081
Paeru_PRECISE:M9glycAA_wt:1,-3.5310288459,-2.004247247
Paeru_PRECISE:M9glycAA_wt:2,-2.8586695024,-1.698456237
Paeru_PRECISE:M9pyruvAA_wt:3,-3.6505269801,-1.7059781630000002
Paeru_PRECISE:CAMHB_wt:7,-8.051457279,-2.1372124279999998
Paeru_PRECISE:CAMHB_wt:8,-8.1171558356,-2.44638796
Paeru_PRECISE:R10LB_wt:2,-1.5768421854999999,-0.454239235
Paeru_PRECISE:R10LB_wt:3,-1.8628295959,-0.369273134
Paeru_PRECISE:R10LB_wt:4,-1.810620278,-0.395625832
Paeru_PRECISE:R10LB_wt:5,-0.729845952,-0.12198776400000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-6.6708037075,-1.056906009
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-8.0942398919,-1.443278307
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-6.1849371353,-1.4461241820000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-7.1820811116,-1.788578562
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-6.0190818372,-1.0233159
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-6.4800866525,-0.8572966270000001
Paeru_PRECISE:M9sucAA_wt:5,-7.2697832023,-1.5788362249999999
Paeru_PRECISE:M9sucAA_wt:6,-5.5549401762,-1.410479149
Paeru_PRECISE:R10LB_wt:6,-5.816370083,-1.954556591
Paeru_PRECISE:R10LB_wt:7,-6.7756422778,-1.621947271
Paeru_PRECISE:LB_wt:3,1.226915037,2.075304664
Paeru_PRECISE:LB_wt:4,0.7058079701000001,1.7292483390000002
Paeru_PRECISE:R10LB_NaCl:1,-3.1235294223,-0.971151313
Paeru_PRECISE:R10LB_NaCl:2,-4.6566514846,-1.272302763
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-7.1392087343,0.47042778900000004
Paeru_PRECISE:M9glucAA_Zn:1,-11.1533237735,-5.457867501
Paeru_PRECISE:M9glucAA_Cu:1,-13.9629298595,-3.801478993
Paeru_PRECISE:M9glucAA_NaOCl:1,-3.4959809139,-0.966377433
Paeru_PRECISE:M9GlcNAcAA_8:1,-3.1343140677,-0.29793672
Paeru_PRECISE:M9GlcNAcAA_8:2,-7.5108008537,-0.5788502080000001
Paeru_PRECISE:M9GlcNAcAA_4:1,-5.0876171554,-0.99632042
Paeru_PRECISE:M9GlcNAcAA_4:2,-5.593229992,-1.031749015
Paeru_PRECISE:M9GlcNAcAA_2:1,-6.5989813397,-0.771486195
Paeru_PRECISE:M9GlcNAcAA_2:2,-6.3734485699,-1.157117728
Paeru_PRECISE:M9GlcNAcAA_1:1,-6.5304426069,-0.203540669
Paeru_PRECISE:M9GlcNAcAA_1:2,-6.9123562335,-1.6426426200000002
Paeru_PRECISE:M9glucAA_NaOCl:2,-5.2432054661,-1.030707325
Paeru_PRECISE:M9glucAA_Cu:2,-12.460931273,-3.11226438
Paeru_PRECISE:M9glucAA_Fe:1,-7.6366367524,1.197807475
Paeru_PRECISE:M9glucAA_Fe:2,-8.4214646386,0.6361900410000001
Paeru_PRECISE:M9glucAA_Zn:2,-7.4510802462,-0.166508131
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-7.2885115169,-0.27919320400000003
Paeru_PRECISE:CAMHB_Mec:1,-7.278821821,-2.125993169
Paeru_PRECISE:CAMHB_Mec:2,-8.2223876356,-2.651331414
Paeru_PRECISE:CAMHB_Azt:1,-9.609590551,-3.883658612
Paeru_PRECISE:CAMHB_Azt:2,-9.5260103193,-4.105928705
Paeru_PRECISE:CAMHB_Pip:1,-6.7990103116,-2.539474067
Paeru_PRECISE:CAMHB_Pip:2,-7.7090820372,-2.940838677
Paeru_PRECISE:CAMHB_Ceft:1,-4.3814144166,-1.8206696770000002
Paeru_PRECISE:CAMHB_Ceft:2,-4.171766128,-3.4419630420000003
Paeru_PRECISE:CAMHB_Ceft:3,-3.5615150038,-0.9522548690000001
Paeru_PRECISE:CAMHB_Ceft:4,-2.9332886747,-1.725044371
Paeru_PRECISE:M9glucAA_Ceft:1,0.5824232812,0.6672823440000001
Paeru_PRECISE:M9glucAA_Ceft:2,2.7710456288,-0.209380335
Paeru_PRECISE:M9glucAA_Gent:1,-3.316000459,-0.7992554980000001
Paeru_PRECISE:M9glucAA_Gent:2,-6.0254046981,-0.9327080740000001
Paeru_PRECISE:M9glucAA_Pip:1,-4.3283419728,-1.252699927
Paeru_PRECISE:M9glucAA_Pip:2,-5.4330788654,-1.301803939
Paeru_PRECISE:M9glucAA_Azt:1,-8.050701445,-3.592132253
Paeru_PRECISE:M9glucAA_Azt:2,-7.7393899077,-3.514713468
Paeru_PRECISE:CAMHB_Mero:1,-6.372240971,-1.571294248
Paeru_PRECISE:CAMHB_Mero:2,-5.3660435388,-1.681118606
Paeru_PRECISE:CAMHB_Tet:1,-8.5119169614,-3.280341335
Paeru_PRECISE:CAMHB_Tet:2,-7.5162182227,-3.273967501
Paeru_PRECISE:R10LB_Gent:1,-3.3009570451,-0.6536057630000001
Paeru_PRECISE:R10LB_Ceft:1,0.0363739054,0.033110329
Paeru_PRECISE:R10LB_Ceft:2,0.7977590976000001,0.424006724
Paeru_PRECISE:CAMHB_Biofilm:1,11.5807349761,0.558814927
Paeru_PRECISE:CAMHB_Biofilm:2,11.3045907583,0.7894166970000001
Paeru_PRECISE:M9glucAA_Biofilm:1,14.9434775055,1.621443304
Paeru_PRECISE:M9glucAA_Biofilm:2,16.7919042363,1.49428312
Paeru_PRECISE:R10LB_Gent:2,-3.7575165444,-1.118353995
Paeru_PRECISE:R10LB_Pip:1,-2.3817401350000003,-0.18095866100000002
Paeru_PRECISE:R10LB_Pip:2,-2.6058107468,-0.754322987
Paeru_PRECISE:R10LB_Mec:1,-2.1618512664,-0.443636332
Paeru_PRECISE:R10LB_Mec:2,-2.6367766251,-0.61199392
Paeru_PRECISE:CAMHB_Azt:3,-5.4237843384,-2.256509638
Paeru_PRECISE:CAMHB_Azt:4,-4.6057951008,-1.6541942299999999
Paeru_PRECISE:CAMHB_Biofilm:3,6.8284584065,0.25283651300000004
Paeru_PRECISE:CAMHB_Biofilm:4,10.119255589,0.14527065
Paeru_PRECISE:M9glucAA_Biofilm:3,11.4852867925,0.9379281060000001
Paeru_PRECISE:M9glucAA_Biofilm:4,13.2536705157,0.989939517
Paeru_PRECISE:R10LB_Mero:1,-4.0757422218,-1.2696906430000001
Paeru_PRECISE:R10LB_Mero:2,-2.6747885834,-0.9567629510000001
Paeru_PRECISE:LB_Cam:1,-2.061063624,-0.229791078
Paeru_PRECISE:LB_Cam:2,-1.4671215231999999,-0.276295057
Paeru_PRECISE:CAMHB_Ceft:5,-5.8216381819,-1.306604118
Paeru_PRECISE:CAMHB_Cip:1,-7.8102706588,-1.681254072
Paeru_PRECISE:CAMHB_Cip:2,-8.8069587924,-1.956461524
ampC_mutation:PA_Cef_taz_wt:1,-0.6281975908,-0.30848512100000003
ampC_mutation:PA_mutS_Cef_taz:1,0.9903691250000001,0.293743089
ampC_mutation:PA_mutS:1,1.4249435789,-0.23898901200000003
ampC_mutation:PA_mutS:2,0.6452613848000001,-0.663498343
ampC_mutation:PA_mutS:3,-5.1920157284,-3.051961129
ampC_mutation:PA_Cef_taz_wt:2,0.6281975908,0.30848512100000003
ampC_mutation:PA_mutS_Cef_taz:2,2.4091246645,0.840014177
ampC_mutation:PA_mutS:4,-0.2823795261,-0.43484099800000003
ampC_mutation:PA_mutS:5,3.0931900408,-0.27747176900000003
ampC_mutation:PA_mutS:6,-8.1354015714,-1.8140565510000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,2.302747058,0.095847386
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,3.2363814592,0.100052874
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-1.9290625865000002,-0.21408949
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-3.6731087414,-0.603179598
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,1.9689572964000002,1.900176113
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,2.5974846049,1.675486819
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.5472771943,-0.304894253
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.5472771943,0.304894253
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,3.462804936,-1.166498196
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,4.5833715489,-1.655819513
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,0.8597866683000001,-0.168547515
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-0.06559335820000001,-0.175913745
cysB_mutant:PAO1HH_wt:1,-0.0932339657,-0.12117857400000001
cysB_mutant:PAO1HH_wt:2,0.0932339657,0.12117857400000001
cysB_mutant:cysBHH:1,-1.600065424,0.44902742100000004
cysB_mutant:cysBHH:2,-2.1110033287,-0.21417849400000002
cysB_mutant:cysBHH:3,-1.2930176231,0.689910993
ersA_knockout:delersA:1,2.4980593334,0.755585134
ersA_knockout:delersA:2,1.200448576,-0.16937069200000002
ersA_knockout:wt_BHI:1,-2.022545135,0.016950364000000002
ersA_knockout:wt_BHI:2,2.022545135,-0.016950364000000002
gcsR_mutant:PAO1_rep_wt:1,0.06483717850000001,0.088579829
gcsR_mutant:PAO1_rep_wt:2,-0.06483717850000001,-0.088579829
gcsR_mutant:GcsR_rep:1,0.8481056284,0.061818259
gcsR_mutant:GcsR_rep:2,1.1402363124,0.15854511300000002
