,A,mprA
base:wt_glu_6:3,0.6251818640000001,-0.0440535491
base:wt_llac_24:1,-2.5735013184,-0.164459878
base:wt_llac_24:2,-4.0255974662,0.072396904
base:wt_llac_24:3,-0.6359632798,-0.6810634244
base:wt_llac_6:1,-1.0298162812,-0.5208772924
base:wt_llac_6:2,-1.0232428146,-1.335609536
base:wt_llac_6:3,0.2793645309,-0.9588587201000001
base:wt_pyr_24:1,0.0099820272,0.2441958777
base:wt_pyr_24:2,-0.17785524700000002,0.17130353780000002
base:wt_pyr_24:3,0.21310342910000002,0.2680605014
base:wt_pyr_6:1,0.2271945951,-1.2453263793
base:wt_pyr_6:2,-1.5319289845,-0.5323803907
base:wt_pyr_6:3,0.43476786310000004,-0.9143124398
biofilm:biofilm:1,5.3984235034,-0.1114405557
biofilm:biofilm:2,5.341796918,-0.1721640028
biofilm:planktonic:1,-0.061175808000000005,-0.0014766189000000002
biofilm:planktonic:2,0.061175808000000005,0.0014766189000000002
btz043:0_days_.006:1,-0.1726645875,0.0732288489
btz043:0_days_.006:2,-0.29163448610000003,0.040462836
btz043:0_days_.006:3,-0.1594878344,0.0290617378
btz043:0_days_control:1,-0.027293574900000003,0.0017184183
btz043:0_days_control:2,0.0468300849,0.030297721700000002
btz043:0_days_control:3,-0.01953651,-0.0320161401
btz043:1_days_.006:1,0.1161003706,-1.1928828329
btz043:1_days_.006:2,-0.0186990654,-1.2243364876
btz043:1_days_.006:3,-0.052564933800000005,-1.1566969381
btz043:1_days_.006:4,0.5335218619000001,-1.2775682317000001
btz043:1_days_control:1,1.2366231333,-2.0898784848
btz043:1_days_control:2,1.1299108707,-2.0474494021
btz043:1_days_control:3,1.0286923533,-1.9575956993
btz043:1_days_control:4,1.2770049407,-2.0097970967
clarithromycin:1_days_control:1,-0.2677141379,-0.006121957000000001
clarithromycin:1_days_control:2,0.0718365082,0.0239783111
clarithromycin:1_days_control:3,0.19587762960000002,-0.0178563541
cnpB:del:1,-2.2869340221,0.1684037868
cnpB:del:2,-2.0942719968,0.2266480683
cnpB:del:3,0.7004863167000001,0.1022032621
cnpB:wt:1,-0.3306126233,0.089803228
cnpB:wt:2,-1.1011573152,0.014829592800000001
cnpB:wt:3,1.4317699385,-0.1046328208
csoR:ko:1,4.2712570544,-1.1239822927
csoR:ko:2,4.4710616851000005,-1.197603177
csoR:wt:1,-0.6866878617000001,0.1418652149
csoR:wt:2,0.6866878617000001,-0.1418652149
dap:0_days_25:1,0.2722822392,0.15026191290000002
dap:0_days_25:2,0.32810300870000003,0.1226548851
dap:0_days_25:3,0.1402392936,0.1659444417
dap:0_days_25:4,0.179229362,0.14628804550000002
dap:0_days_control:1,-0.37096715880000003,-0.0038080528
dap:0_days_control:2,-0.137453486,0.025745084
dap:0_days_control:3,0.30844131140000003,-0.061550924300000004
dap:0_days_control:4,0.19997933340000001,0.0396138931
dap:1_days_25:1,-0.4556927589,-1.1619934048
dap:1_days_25:2,-0.4325461942,-1.1593110377
dap:1_days_25:3,0.1228406722,-1.1054234404
dap:1_days_25:4,0.2369302866,-1.1216216783
dap:1_days_control:1,-1.8607230816,-0.9668046525
dap:1_days_control:2,-2.0252773242,-1.0165719795000001
dap:1_days_control:3,-1.8861780866000002,-1.0539877451
dap:1_days_control:4,-2.4304100164,-0.8867458477
degradosome:mutant_rnj:1,2.7443765367,0.6053055875000001
degradosome:mutant_rnj:2,3.1427136376,0.6441955163
degradosome:mutant_rnj:3,0.2418262232,0.6808871473
degradosome:PNPase_ko:1,-23.4423488339,-0.9710155499
degradosome:PNPase_ko:2,-23.3810548222,-1.0543146476
degradosome:PNPase_ko:3,-23.6180295647,-1.2089506192
degradosome:Rnase_E_ko:1,-8.0174003608,0.3134120465
degradosome:Rnase_E_ko:2,-8.6754736111,0.3510104973
degradosome:Rnase_E_ko:3,-8.0503252815,0.0210835799
degradosome:wt_cas9_ctrl:1,-1.2359111102,0.4565921899
degradosome:wt_cas9_ctrl:2,-2.3384771927,0.4057541472
degradosome:wt_cas9_ctrl:3,-2.3240525995,0.1325033365
degradosome:wt_expn:1,-0.2250012037,0.07767999290000001
degradosome:wt_expn:2,-0.2509856055,0.0188604692
degradosome:wt_expn:3,0.47598680930000004,-0.09654046220000001
delam:0_days_.09:1,-0.4508479863,0.029937695900000002
delam:0_days_.09:2,-0.4171126369,-0.10318363800000001
delam:0_days_.09:3,-0.3640476197,-0.1227970708
delam:0_days_.09:4,-0.8453336596000001,0.040775278400000003
delam:0_days_control:1,-0.2484033021,0.024478835600000002
delam:0_days_control:2,0.5504916896000001,0.0342423248
delam:0_days_control:3,-0.3014874395,-0.043398918200000004
delam:0_days_control:4,-0.000600948,-0.015322242100000001
delam:1_days_.09:1,-0.1456286882,-0.1295677143
delam:1_days_.09:2,0.0487160124,-0.0764552097
delam:1_days_.09:3,0.005535371000000001,0.034891142
delam:1_days_.09:4,0.0375356535,-0.0141223162
delam:1_days_control:1,-0.49139479480000003,-0.0110163838
delam:1_days_control:2,-0.8962664770000001,-0.1155891961
delam:1_days_control:3,-0.5656200865000001,-0.0377261414
delam:1_days_control:4,-0.6122288398,-0.0897048802
dg_inh:both:1,3.2594866391,-0.3274842858
dg_inh:both:2,3.1359982377,-0.2028924996
dg_inh:both:3,3.7786484831,-0.2410241404
dg_inh:dg:1,0.6808036246,-0.4659718265
dg_inh:dg:2,1.7704657741,-0.4531007637
dg_inh:dg:3,1.274660703,-0.3947755322
dg_inh:DMSO:1,-0.32539095430000003,-0.030996346600000002
dg_inh:DMSO:2,0.4597633494,0.0773887057
dg_inh:DMSO:3,-0.1343723951,-0.0463923591
dg_inh:inh:1,1.7644866633,-0.2831326293
dg_inh:inh:2,2.5832322737,-0.3010821597
dg_inh:inh:3,2.9722704598,-0.3519726999
dormancy:dormant_20d_rifampicin:1,-2.8911269144,0.5940371933
dormancy:dormant_20d_rifampicin:2,-4.0123598572,0.6001630008000001
dormancy:dormant_20d_rifampicin:3,-3.9163785027999998,0.4454643139
dormancy:dormant_no_treatment:1,-0.6530992001,0.033179266400000004
dormancy:dormant_no_treatment:2,-0.1986198221,0.0659897118
dormancy:dormant_no_treatment:3,0.8517190222000001,-0.0991689783
eccE1:control:1,0.0519048546,0.014053941700000001
eccE1:control:2,-0.0519048546,-0.014053941700000001
eccE1:delta_eccE1:1,-1.2420107891,0.113363472
eccE1:delta_eccE1:2,-0.9454795203,0.1955158824
eccE1:delta_eccE1_eccE1_HA_comp:1,-2.1052651524,-0.16564724220000002
eccE1:delta_eccE1_eccE1_HA_comp:2,-2.1901118099,-0.0352333109
eccE1:delta_eccE1_empty_vector:1,-2.0978675774,0.0336447714
eccE1:delta_eccE1_empty_vector:2,-1.8445611326,0.1040563065
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.1464894972,0.08519334590000001
eccE1:delta_eccE1_myc_p1_HA_comp:2,0.16920723640000002,0.0654939277
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-1.9666648711999999,0.026780788200000002
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-2.0468865992,0.007671684000000001
emb:0_days_2.45:1,1.0230432926,-0.0691518574
emb:0_days_2.45:2,1.2143358723,0.0649757407
emb:0_days_2.45:3,0.5386883755,0.062933706
emb:0_days_2.45:4,1.8052252136,0.2030718192
emb:0_days_control:1,-0.35378879960000004,0.039642863300000004
emb:0_days_control:2,0.29537749420000003,0.0581667682
emb:0_days_control:3,0.4216630377,-0.0953752492
emb:0_days_control:4,-0.3632517323,-0.0024343823000000002
emb:1_days_2.45:1,-1.101194889,-0.0205368298
emb:1_days_2.45:2,-0.875283334,-0.10775906930000001
emb:1_days_2.45:3,-1.0398262853,-0.1479561684
emb:1_days_2.45:4,-1.0050068622,-0.0461459529
emb:1_days_control:1,-1.9312533931,-0.2356174487
emb:1_days_control:2,-1.7601579138,-0.1621601945
emb:1_days_control:3,-1.7387833325000002,-0.3044661226
emb:1_days_control:4,-1.6234028379,-0.2710221142
espL:ko:1,-0.37778560380000004,-0.019028777900000002
espL:ko:2,-0.2480316116,-0.0228026788
espL:wt:1,0.29484297460000003,-0.0360804128
espL:wt:2,-0.29484297460000003,0.0360804128
esx_1:ko:1,-0.1430114237,0.11191550230000001
esx_1:ko:2,-1.2148890223,0.12254341220000001
esx_1:wt:1,0.7235195103000001,-0.060029034700000004
esx_1:wt:2,-0.7244725492,0.0574824371
esx_1:wt:3,0.0009530389,0.0025465976
genotoxic:control:1,0.4094697373,0.08609618940000001
genotoxic:control:2,-0.4094697373,-0.08609618940000001
genotoxic:growth_supplement:1,0.6177746763,0.42112546640000004
genotoxic:growth_supplement:2,-0.3472911234,0.1142653549
growth:tss_expnt:1,-3.8067326599999998,-0.22655576160000002
growth:tss_expnt:2,-2.1125558517,-0.4961700544
growth:tss_expnt:3,-3.6050056648,-0.6867596096
growth:tss_starved:1,-8.5001337778,0.8655580063
growth:tss_starved:2,-9.6501873845,0.8394927138
growth:tss_starved:3,-9.4247367333,0.8832458466
growth:wt_expn:1,-0.2716502455,-0.21794150880000002
growth:wt_expn:2,0.4155683564,0.10699962240000001
growth:wt_expn:3,-0.1439181109,0.11094188640000001
hs2:treated:1,-0.9015999538,-0.2496808703
hs2:treated:2,-0.9800873901,-0.1124043168
hs2:treated:3,-1.1011258268,-0.1304605693
hs2:untreated:1,0.6087650874,0.0325189618
hs2:untreated:2,0.7086456637,-0.1075834588
hs2:untreated:3,-1.3174107511,0.07506449700000001
hypoxia:000h_.81_DO:1,0.7473786567,-0.1939842055
hypoxia:000h_.81_DO:2,0.556330746,-0.08087442140000001
hypoxia:000h_.81_DO:3,-1.3037094026,0.2748586268
hypoxia:017h_.57_DO:1,-1.7275928093,-0.8542428839
hypoxia:017h_.57_DO:2,-1.6405140224,-0.7784491778
hypoxia:017h_.57_DO:3,-0.0393656301,-0.9712649283
hypoxia:023h_.42_DO:1,0.4319769203,-0.7274797386
hypoxia:023h_.42_DO:2,0.35870547140000003,-0.5521600299
hypoxia:040h_.11_DO:1,0.8665373046,-0.649456394
hypoxia:040h_.11_DO:2,0.6452593666,-0.6125648730000001
hypoxia:041h_.09_DO:1,1.3970031589,-0.5315252897
hypoxia:041h_.09_DO:2,1.0101548231,-0.5449637025
hypoxia:041h_.09_DO:3,1.8186819363,-0.793967635
hypoxia:042h_.07_DO:1,0.8896809997,-0.3368293708
hypoxia:042h_.07_DO:2,0.8495228174,-0.6397606271
hypoxia:043h_.06_DO:1,0.5770991285,-0.4833466268
hypoxia:043h_.06_DO:2,0.4935621645,-0.6063207061
hypoxia:043h_.06_DO:3,1.3625185915,-0.3379003413
hypoxia:044h_.04_DO:1,0.8688564318,-0.8312070387
hypoxia:044h_.04_DO:2,0.8964367145000001,-0.11094421730000001
hypoxia:044h_.04_DO:3,1.3696239548,-0.6289406332
hypoxia:047h_0_DO:1,1.4950039557,-0.7860420349
hypoxia:047h_0_DO:2,2.5101078298,-0.3702457168
hypoxia:047h_0_DO:3,1.8438659563000002,-0.5239241304
hypoxia:049h_0_DO:1,1.896506681,-0.1622894895
hypoxia:049h_0_DO:2,3.450535478,0.0060772288
hypoxia:049h_0_DO:3,-1.7325009689000002,-0.6698041437000001
hypoxia:050h_0_DO:1,-1.2865821159,-0.2612258885
hypoxia:050h_0_DO:2,4.0627676665,0.0847612219
hypoxia:050h_0_DO:3,2.9965963653000003,0.0755321765
hypoxia:052h_0_DO:1,1.5849977914,-0.1152668049
hypoxia:052h_0_DO:2,5.688426097,0.7009870618
hypoxia:052h_0_DO:3,4.0895293264,0.2885080903
hypoxia:054h_0_DO:1,6.5528350458,0.6169530126
hypoxia:054h_0_DO:2,5.4995738633,0.4099774311
hypoxia:054h_0_DO:3,5.0439293655,-0.17906745300000002
hypoxia:054h_0_DO:4,7.1073536354,0.6248967478
hypoxia:054h_0_DO:5,1.9364594443,0.0733756032
hypoxia:070h_0_DO:1,3.4681547275,0.3511043609
hypoxia:070h_0_DO:2,6.8926082928,0.217956793
hypoxia:088h_0_DO:1,5.3911260011,0.1255254954
hypoxia:088h_0_DO:2,6.1797851473,0.0747598498
hypoxia:114.5h_.04_DO:1,7.9516358512,-0.1503475058
hypoxia:114.5h_.04_DO:2,7.8193705369,0.1658542687
hypoxia:114.5h_.04_DO:3,7.1971063389,0.1472034048
hypoxia:115h_.06_DO:1,7.9242427962,-0.15439312260000002
hypoxia:115h_.06_DO:2,8.3078370008,-0.2448722793
hypoxia:115h_.06_DO:3,8.5712682231,-0.2155903304
hypoxia:116h_.11_DO:1,6.6648459799,-0.29408408280000004
hypoxia:116h_.11_DO:2,6.7916977018,-0.3109938132
hypoxia:116h_.11_DO:3,6.5776294928,-0.4394120762
hypoxia:120h_.47_DO:1,3.3527249488,-0.5144629484000001
hypoxia:120h_.47_DO:2,3.5360021168999998,-0.5730896548000001
hypoxia:120h_.47_DO:3,3.6494382693,-0.6185487104
kinase:DMSO_0h_F:1,-1.482701482,0.5655172602
kinase:DMSO_0h_F:2,-1.6160414556,0.6502796145
kinase:DMSO_0h_F:3,-2.0310492803,0.46768325660000004
kinase:DMSO_0h_H:1,-0.3915902463,0.0444466284
kinase:DMSO_0h_H:2,-1.6532594002,0.18103558050000002
kinase:DMSO_0h_H:3,-1.4566085636000001,0.0771249484
kinase:DMSO_0h_H:4,-1.808279535,0.0016604288
kinase:DMSO_0h_H:5,-0.6980900944,0.18019578490000002
kinase:DMSO_0h_H:6,-1.278295903,0.11832311770000001
kinase:DMSO_0h_I:1,0.775986727,-0.0523421167
kinase:DMSO_0h_I:2,0.2249014008,0.1444788787
kinase:DMSO_0h_I:3,-0.4002462573,-0.0920326293
kinase:DMSO_0h_I:4,0.0817959924,-0.0273167094
kinase:DMSO_0h_I:5,-0.5455250345,-0.23211184580000002
kinase:DMSO_0h_I:6,-0.1369128283,0.2593244225
kinase:pknD_T10_48h:1,2.0084858518,0.7795984016
kinase:pknD_T10_48h:2,1.9494835289,0.7614490504
kinase:pknD_T10_48h:3,2.0986986759,0.6741547955
kinase:pknL_T10_48h:1,-4.3753807069,0.5896399997
kinase:pknL_T10_48h:2,-4.2788222931,0.5199764238
kinase:pknL_T10_48h:3,-4.325727796,0.6936774587
kinase:pknL_T4_48h:1,-5.7719967925999995,1.7962718423
kinase:pknL_T4_48h:2,-6.1062028462,1.5682023478
kinase:pknL_T4_48h:3,-5.8222658662,1.7165654788
kinase:T10_12h_F:1,-3.1622678853,0.46627173390000004
kinase:T10_12h_F:2,-3.2828601619,0.4902115341
kinase:T10_12h_F:3,-3.3616000378,0.48614614980000004
kinase:T10_12h_H:1,-1.5706763017,0.3264208717
kinase:T10_12h_H:2,-4.2013004329,0.3036920468
kinase:T10_12h_H:3,-2.8860931469,0.3197491456
kinase:T10_12h_I:1,4.2420401511,0.21753264220000001
kinase:T10_12h_I:2,1.6534691965000001,0.599569933
kinase:T10_24h_F:1,-2.8418591953,0.1174512297
kinase:T10_24h_F:2,-3.4372222559,0.1256199983
kinase:T10_24h_F:3,-3.0642689509,0.2251438499
kinase:T10_24h_H:1,-0.7291501352,0.4395774917
kinase:T10_24h_H:2,-2.2131285998,0.4204757887
kinase:T10_24h_H:3,-3.6216984222,0.3617942733
kinase:T10_24h_I:1,2.9675511083,0.6022977914000001
kinase:T10_24h_I:2,2.9124858971,0.6530452066
kinase:T10_48h_F:1,-4.6609836638,0.4426964487
kinase:T10_48h_F:2,-1.603978729,0.2081763241
kinase:T10_48h_F:3,-2.8343630669,0.182206205
kinase:T10_48h_H:1,-1.2695757895,0.2778816396
kinase:T10_48h_H:2,-2.4467197475,0.0663899714
kinase:T10_48h_H:3,-4.1575735498,0.1919175301
kinase:T10_48h_I:1,2.9091623503,0.8196027918000001
kinase:T10_48h_I:2,2.7816571697,0.6263639708000001
kinase:T10_48h_I:3,3.0061835969,0.7088292744
kinase:T4 _48h_H:1,0.6151827744,2.3446209887
kinase:T4 _48h_H:2,0.28639930080000003,2.2335088943
kinase:T4 _48h_H:3,1.0862914921,2.119092171
kinase:T4 20 _12h_I:1,1.2677237058,1.6645542648
kinase:T4 20 _12h_I:2,1.4577850278,1.7254417764
kinase:T4 20 _12h_I:3,1.110147382,1.765793312
kinase:T4_12h_F:1,-1.4816424505,1.4570490361
kinase:T4_12h_F:2,-1.8618646965,1.4114199285
kinase:T4_12h_F:3,-2.0447419148,1.3430634022
kinase:T4_12h_H:1,-0.5296568121,1.5584628601000001
kinase:T4_12h_H:2,0.2645907918,1.574497514
kinase:T4_12h_H:3,1.5668347613,1.5914353811000002
kinase:T4_24h_F:1,-1.4819761862,1.6663314508
kinase:T4_24h_F:2,-1.3747309827,1.7650697103000001
kinase:T4_24h_F:3,-1.0137619887,1.7262794146
kinase:T4_24h_H:1,1.3239235631000001,2.0370781262
kinase:T4_24h_H:2,0.848454284,2.0826731345
kinase:T4_24h_H:3,1.7079092438,2.0578739413
kinase:T4_24h_I:1,1.5436004599,1.7525399556
kinase:T4_24h_I:2,1.86616049,1.8742834174
kinase:T4_48h_F:1,-1.0098076857,2.1377452945
kinase:T4_48h_F:2,-1.0638530893,2.1379164375
kinase:T4_48h_F:3,-1.6208554525999999,2.2489714766
kinase:T4_48h_I:1,0.9975166122,2.2191353498
kinase:T4_48h_I:2,1.579521148,2.2671833483
kinase:T4_48h_I:3,1.3572896817,2.1417952254
kinase:WT_T10_48h:1,-1.4868082362,0.3142003156
kinase:WT_T10_48h:2,-5.9503046607000005,2.3481813712
kinase:WT_T10_48h:3,-5.6266966476,2.3425294545
kinase:WT_T10_48h:4,-0.17824998350000001,0.3030027804
kinase:WT_T10_48h:5,0.9631912776,0.4987793554
kinase:WT_T4_48h:1,0.0588570891,2.2824902957
kinase:WT_T4_48h:2,0.0115305041,2.4397742151
kinase:WT_T4_48h:3,0.21407047340000002,2.375426468
levofloxacin:control:1,-0.1482231359,-0.0785902872
levofloxacin:control:2,-0.2621032294,0.1333275866
levofloxacin:control:3,0.4103263653,-0.0547372994
levofloxacin:treated:1,0.6779774613,0.7140776203
levofloxacin:treated:2,0.9761980866000001,1.0578988066
levofloxacin:treated:3,0.9740959055,1.1776901849
linez:0_days_4:1,-4.270308216,-0.5135229026
linez:0_days_4:2,-4.5891511987,-0.4949558048
linez:0_days_4:3,-4.6969456539,-0.6136574156
linez:0_days_4:4,-4.7388062029,-0.6374626421
linez:0_days_control:1,0.2839349013,-0.112575853
linez:0_days_control:2,-0.0982692089,0.1502099096
linez:0_days_control:3,-0.160979814,-0.0401246218
linez:0_days_control:4,-0.0246858785,0.0024905652
linez:1_days_4:1,3.1812820167,0.721067251
linez:1_days_4:2,3.0396852631,0.7229660572000001
linez:1_days_4:3,3.05356383,0.7817268352000001
linez:1_days_4:4,3.3958048056,0.8507960443
linez:1_days_control:1,1.1526712755,0.2741074348
linez:1_days_control:2,0.8553881724,0.3315730031
linez:1_days_control:3,0.3442539215,0.38054669690000004
lipid:dextrose_exp:1,0.0197512965,-0.1302721094
lipid:dextrose_exp:2,-0.0197512965,0.1302721094
lipid:dextrose_hypo:1,-0.1184983267,-0.7934212597
lipid:dextrose_hypo:2,1.1445907453,-0.7045730642
lipid:dextrose_stat:1,-17.2260680938,-0.6001524083
lipid:dextrose_stat:2,-17.1860653792,-0.6654011078000001
lipid:lipid_exp:1,0.1030867719,-0.5659259356
lipid:lipid_exp:2,-0.134735087,-0.2114243523
lipid:lipid_stat:1,-14.6240598631,-0.0489543278
lipid:lipid_stat:2,-17.424009632,0.1467233581
mcr11:mcr11_mutant:1,-1.7202672686,0.1318599339
mcr11:mcr11_mutant:2,-0.5108755899,0.4025700558
mcr11:mcr11_mutant:3,0.7987520816,0.1577389009
mcr11:wt:1,0.1750951652,0.0756709522
mcr11:wt:2,-0.7214660356,-0.05520657700000001
mcr11:wt:3,0.5463708704,-0.0204643752
miceAV_macro:24h_control:1,-0.22541795380000001,0.0140510171
miceAV_macro:24h_control:2,0.4580346893,0.046600023500000004
miceAV_macro:24h_control:3,-0.2326167355,-0.060651040600000004
miceBMDM:inf02:1,5.1838086165,-0.4294826526
miceBMDM:inf02:2,3.1268484492,-0.7420772413000001
miceBMDM:inf02:3,4.4825042853,-0.6337477485
miceBMDM:inf24:1,1.1693292256,-1.0455899249
miceBMDM:inf24:2,1.2930949856,-0.5908533469
miceBMDM:inf24:3,1.2050227885,-0.5248410476
miceBMDM:inf08:1,2.8112693144,-0.8453015479
miceBMDM:inf08:2,3.0052835046,-0.8881230518000001
miceBMDM:inf08:3,3.3322769211,-0.7844416621
miceBMDM:no_inf02:1,0.3738855841,0.032654149300000004
miceBMDM:no_inf02:2,0.0778007968,-0.059864711300000005
miceBMDM:no_inf02:3,-0.4516863809,0.027210562
miceBMDM:no_inf24:1,0.6969058485,-0.2934092854
miceBMDM:no_inf24:2,-0.010613676800000001,-0.4006066871
miceBMDM:no_inf24:3,-0.015199611100000001,-0.3258870298
miceBMDM:no_inf08:1,0.5639292345,-0.5956321124
miceBMDM:no_inf08:2,0.7282134607,-0.6327644176
miceBMDM:no_inf08:3,0.4739103143,-0.5483078195000001
miceNF:control:1,2.3757626365,-0.0232744954
miceNF:control:2,-2.3757626365,0.0232744954
miceNF:invivo:1,-5.7433336466,2.3388310281
miceNF:invivo:2,-7.9131790629,1.9134645938000001
miceNF:invivo:3,-6.9742731125,2.0661237618
mihF:mihF_mutant_atc:1,-7.0626807027,0.08984008900000001
mihF:mihF_mutant_atc:2,-6.36544881,0.23948799070000001
mihF:mihF_mutant_no_atc:1,-2.6387786226000003,-0.2385324986
mihF:mihF_mutant_no_atc:2,-2.6772677006,-0.1970266141
mihF:wt_atc:1,0.5402393656,0.24276334530000002
mihF:wt_atc:2,1.0020806876,0.30834575940000003
mihF:wt_no_atc:1,0.6478646181000001,-0.0054338463000000005
mihF:wt_no_atc:2,-0.6478646181000001,0.0054338463000000005
mmpl3:mutant_no_ATC:1,0.7259120555,-0.0979426131
mmpl3:mutant_no_ATC:2,-0.7259120555,0.0979426131
mmpl3:mutant_with_ATC:1,-4.5339676902,0.43453976980000003
mmpl3:mutant_with_ATC:2,-4.0887346708,0.6804164455
mrsI:ko_iron_atc:1,-2.8239673624,0.09061074050000001
mrsI:ko_iron_atc:2,-4.7782973554,0.38321347650000004
mrsI:ko_iron_no_atc:1,2.6253973016,0.3021596405
mrsI:ko_iron_no_atc:2,4.5087434646,0.3757879524
mrsI:ko_ox_atc:1,4.3402655727,0.0707100744
mrsI:ko_ox_atc:2,5.0679033269,0.3730276669
mrsI:ko_ox_no_atc:1,3.9833209183,1.8786560071
mrsI:ko_ox_no_atc:2,3.2341575929,1.8668609741000002
mrsI:ko_sds_atc:1,2.8930418766,1.9321175839
