,A,LaoR,AtuR
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.5042793210000001,-0.21735601300000001,-0.328437103
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-0.35547615,-0.373901684,-0.525033498
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.5072927420000001,0.284609437,-0.004976358
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.464404297,0.12130088600000001,0.099055588
Catabolite_repression:del_hfq_crc_wt:1,-0.31656970700000003,-0.040035968000000005,-0.065726146
Catabolite_repression:del_hfq_crc_wt:2,0.31656970700000003,0.040035969000000005,0.065726147
Catabolite_repression:delHfq:1,3.377260269,-0.09310888,0.330882228
Catabolite_repression:delHfq:2,3.04622775,0.030170634,0.43740725900000005
Catabolite_repression:deldcrc:1,1.9834360320000002,0.452580236,0.89226724
Catabolite_repression:deldcrc:2,2.626981335,0.225507529,0.7950220960000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.27920268800000003,0.09428995700000001,0.027645836
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.48875754800000004,-0.15070551000000001,-0.094409006
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.20955486,0.05641555400000001,0.06676316900000001
Diallyl_disulphide_treatment:PAO1_DDS:1,2.6079539780000003,-0.479221288,-0.33807868900000004
Diallyl_disulphide_treatment:PAO1_DDS:2,0.129165773,-0.417025588,-0.9139129970000001
Diallyl_disulphide_treatment:PAO1_DDS:3,0.7888756450000001,-0.44311925900000004,-0.511178546
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.026237395,-0.036697102,-0.134954836
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.026237395,0.036697102,0.134954836
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.261097848,-0.46384118500000004,0.24425067400000003
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.027259419,-0.052203347000000004,-0.07615624
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.291333811,-0.258108618,0.081210168
HapZ_SagS_mutant:delHapZp:1,1.8613202690000001,0.071623622,0.272909701
HapZ_SagS_mutant:delHapZp:2,1.996070584,0.315397246,0.36964813300000005
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-0.643070486,0.372599189,-0.22496030800000003
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.351736675,-0.11449057,0.143750139
HapZ_SagS_mutants:delHApZ:1,0.6844622530000001,-0.7148697030000001,-0.190090377
HapZ_SagS_mutants:delHApZ:2,0.74996597,-0.23990417600000002,-0.21387859
HapZ_SagS_mutants:delHApZ:3,0.03579608,-0.123169471,-0.48623086800000004
HapZ_SagS_mutants:delSagS:1,3.567566199,0.49783037900000005,0.145109818
HapZ_SagS_mutants:delSagS:2,3.889459109,0.22252328600000001,0.021831992
HapZ_SagS_mutants:delSagS:3,2.1825521979999998,1.031899567,-0.14923556
HapZ_SagS_mutants:delHapZp:1,1.69515069,0.17322700900000002,0.404807794
yhjH_knockout:PA_delyhjH_wt:1,0.176452444,0.014499037000000001,0.035751011
yhjH_knockout:PA_delyhjH_wt:2,-0.176452444,-0.014499037000000001,-0.035751011
yhjH_knockout:PA_delyhjH:1,-2.550954735,0.054968857,1.028792082
yhjH_knockout:PA_delyhjH:2,-2.917664221,-0.07342778400000001,1.012017907
yhjH_knockout:PA_delwspF:1,-2.7193111080000003,-0.49449956600000006,-1.177673346
yhjH_knockout:PA_delwspF:2,-1.762476483,-0.744523413,-0.855158151
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,2.357303854,-0.50074653,-0.053821353
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,3.107595833,-0.462441376,0.138455465
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,2.975801472,-0.41504518500000004,0.138040577
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,3.228090974,-0.39959592400000005,0.370624167
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.21572965600000002,-0.005849288,-0.044816807
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.23336782700000003,-0.004312619,0.081832401
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.06325763400000001,0.10367027300000001,-0.08648562800000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.080895806,-0.09350836700000001,0.049470035
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-0.038685761,-0.582135846,1.070543179
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-0.153548924,-0.7038954420000001,1.017668915
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.238762829,-0.037019214,-0.028327273
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.19733134600000002,-0.035476905,0.098327593
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.041431483000000005,0.072496118,-0.070000321
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.12522933,0.19829147500000002,0.26680574500000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,3.9671844480000003,0.7173508230000001,1.066537646
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,4.078292608,0.9243976540000001,0.9415138460000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.12522933,-0.19829147500000002,-0.26680574500000004
Lung_infection_transcriptome:PA01_LS1:1,-7.307142024,-0.43004898900000005,-0.384583618
Lung_infection_transcriptome:PA01_LS1:2,-6.878876001,-0.458052251,-0.6785009230000001
Lung_infection_transcriptome:PA01_CS1:1,0.194872332,0.15405538700000002,0.128073312
Lung_infection_transcriptome:PA01_CS1:2,-0.194872332,-0.15405538700000002,-0.128073312
Testosterone_treatment:Testosterone_Control:1,-1.219156337,0.260554173,-0.13691456500000002
Testosterone_treatment:Testosterone_Control:2,1.219156337,-0.260554174,0.13691456500000002
Testosterone_treatment:Testosterone_2.5:1,-1.7666883160000002,0.260789168,-0.005747055
Testosterone_treatment:Testosterone_2.5:2,1.455836869,-0.137773004,0.427682343
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,1.3117053250000001,0.119608133,-0.226317122
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,1.30539399,0.225210338,-0.42971257100000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,1.597051171,0.49933441900000003,0.284003079
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-4.518890909,-1.020571761,-0.8661594970000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-5.069350214,-0.697290807,-0.687284707
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-6.373546108,-0.577504788,-0.8662620600000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,3.613005824,0.36532853,0.31976901
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,4.399142662,0.37202364600000004,0.678726563
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,3.252896543,0.6434921920000001,0.529888119
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-2.902669607,-0.861708236,-0.456529257
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-3.870909792,-0.228515759,-0.24128559500000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-4.49146563,-0.290620372,-0.830568842
Dispersed_cells:PAO1_dispersed_wt:1,0.547990587,-0.08654403000000001,0.145515689
Dispersed_cells:PAO1_dispersed_wt:2,-0.547990587,0.08654403000000001,-0.145515689
Dispersed_cells:PyhjH_dispersed:1,0.15676905500000002,1.088781967,0.054105445
Dispersed_cells:PyhjH_dispersed:2,-1.311073161,0.915917665,0.160122214
Dispersed_cells:PA01_Planktonic:1,2.404172591,0.478143819,0.5408530060000001
Dispersed_cells:PA01_Planktonic:2,1.7452940250000002,0.872373124,0.26421947100000004
Dispersed_cells:PAO1_Biofilm:1,8.473953852,1.763352298,-0.658980933
Dispersed_cells:PAO1_Biofilm:2,8.211373806,1.5547674150000002,0.238053499
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-0.531602294,0.587896678,-0.022964696
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-0.49900669900000005,0.280785691,0.11481762400000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-0.41515610500000005,0.022031882000000003,0.256070673
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.945752162,0.037809108,-0.12214622100000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.050605255,-0.144085971,-0.014761751000000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.8951469080000001,0.106276862,0.13690797300000002
gcsR_mutant:PAO1_rep_wt:1,0.378985717,-0.15228311900000002,-0.026957191000000002
gcsR_mutant:PAO1_rep_wt:2,-0.378985717,0.15228311900000002,0.026957191000000002
gcsR_mutant:GcsR_rep:1,0.22833829200000003,0.134603458,0.509230014
gcsR_mutant:GcsR_rep:2,-0.613256935,-0.011965085,0.368707754
ampC_mutation:PA_Cef_taz_wt:1,0.08722714100000001,0.525848262,0.30956277400000004
ampC_mutation:PA_mutS_Cef_taz:1,0.34859543800000004,0.16372556500000002,0.148101763
ampC_mutation:PA_mutS:1,-0.11325154100000001,0.618997859,0.507789954
ampC_mutation:PA_mutS:2,4.637314555,-0.23118226900000002,0.196399386
ampC_mutation:PA_mutS:3,-1.686217756,0.8812954940000001,-0.17658331300000002
ampC_mutation:PA_Cef_taz_wt:2,-0.08722714100000001,-0.525848263,-0.30956277400000004
ampC_mutation:PA_mutS_Cef_taz:2,1.720558534,0.037730941000000004,0.19038375100000002
ampC_mutation:PA_mutS:4,0.773837926,0.02162197,0.645035974
ampC_mutation:PA_mutS:5,3.76846239,-0.87769231,-0.360954977
ampC_mutation:PA_mutS:6,1.688226785,-0.071651332,-0.132118632
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-1.791102086,-0.26133310800000004,-0.665995387
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-1.776064376,-0.022611164000000003,-0.48902736900000005
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,0.056166027,-0.9736392840000001,-0.49610867300000006
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.11551925900000001,-0.43192258400000005,-1.5191594240000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,1.197464673,0.009166194,0.034950694000000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.9389598990000001,0.13997472900000002,0.530536051
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,1.430741891,0.13480334800000002,0.589536009
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,0.551357514,-0.42665653600000003,-0.42681783300000004
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,0.9634186920000001,-0.313215654,-0.078851323
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,1.5370082040000002,-0.28456118,-0.21609468
n-alkanes_treatment:PA_alkane:1,6.398073961,3.2756091830000003,-0.414330295
n-alkanes_treatment:PA_alkane:2,5.622302633,2.895076135,0.586843667
n-alkanes_treatment:PA_Glycerol:1,0.8772328850000001,-0.175820308,0.23607189
n-alkanes_treatment:PA_Glycerol:2,-0.509254149,0.09908396700000001,-0.22410943100000003
n-alkanes_treatment:PA_Glycerol:3,-0.36797873600000003,0.076736341,-0.01196246
Catabolise_Nucleic_Acids:L_asp:1,0.23879597100000002,0.208587981,0.7331251940000001
Catabolise_Nucleic_Acids:L_asp:2,0.304135003,-0.24367707500000002,0.69678901
Catabolise_Nucleic_Acids:DNA_1:1,0.167995893,-0.034722258,0.046188944
Catabolise_Nucleic_Acids:DNA_1:2,0.6169077970000001,0.10369302600000001,0.08563242500000001
Catabolise_Nucleic_Acids:DNA_1:3,-0.7849036890000001,-0.068970767,-0.13182136900000002
cysB_mutant:PAO1HH_wt:1,0.475516353,-0.42420860600000004,0.25528696500000003
cysB_mutant:PAO1HH_wt:2,-0.475516353,0.42420860600000004,-0.25528696500000003
cysB_mutant:cysBHH:1,-2.473814245,0.24951296,0.191956812
cysB_mutant:cysBHH:2,-2.386378187,0.169740791,0.320690744
cysB_mutant:cysBHH:3,-2.520734617,0.44242396700000003,0.23811364200000001
ersA_knockout:delersA:1,-2.6815687290000003,0.6946358610000001,-0.034707642000000004
ersA_knockout:delersA:2,-6.34900298,0.5127972780000001,-0.34980203400000004
ersA_knockout:wt_BHI:1,1.065951016,0.170037977,0.195560378
ersA_knockout:wt_BHI:2,-1.065951016,-0.170037977,-0.195560378
Farnesol_treatment:RNA of 0-1F_L:1,0.802280438,0.12010530800000001,0.189522763
Farnesol_treatment:RNA of 0-1F_L:2,0.5462764920000001,-0.043757522,0.08660941500000001
Farnesol_treatment:RNA of 0-1F_L:3,-1.34855693,-0.076347787,-0.27613217700000003
Farnesol_treatment:RNA of 6-F_L1:1,21.02510157,2.267936583,0.74568163
Farnesol_treatment:RNA of 6-F_L1:2,23.13407458,2.234501129,0.864308107
Farnesol_treatment:RNA of 6-F_L1:3,23.11710141,2.389077543,0.8936343390000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.29645224600000003,0.599492971,0.049738429
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,1.184268466,0.270500899,0.129803594
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,0.338626409,0.7393735140000001,0.515782717
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.012936035,-0.6373503030000001,-0.130930719
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.874880184,-0.23264356800000002,-0.048611304
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.0020724370000000003,0.404130037,-0.021154405
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.6761298410000001,0.12978757300000002,-0.368037168
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.6761298410000001,-0.12978757300000002,0.368037168
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.666334525,-0.275712942,-0.11680679999999999
Metabolic_fitness_plasmid:PAO1_pAKD1:2,1.357548711,-0.698075451,-0.508143275
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,2.085966022,0.19490548400000002,0.380328384
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,2.908984037,0.8514670160000001,0.676241528
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,1.091708565,-0.458961155,0.25398227100000004
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,1.466469955,0.074477079,0.18156479
Metabolic_fitness_plasmid:PAO1_pBS228:1,1.4794060470000001,0.20902241700000002,-0.089902831
Metabolic_fitness_plasmid:PAO1_pBS228:2,2.195082874,-0.181109698,0.512675624
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.332720501,0.073714762,0.32889687700000003
Metabolic_fitness_plasmid:PAO1_RmS149:2,1.4610844630000002,-0.058572969,0.162131981
mexZ_knockout:del_mexZ:1,-1.739625152,-0.321616279,-0.315782817
mexZ_knockout:del_mexZ:2,-0.639277426,-0.119799996,-0.057526123000000005
mexZ_knockout:del_mexZ:3,0.260742431,-0.09776767,0.060168456
mexZ_knockout:wt_LB:1,2.723153718,0.632415857,0.384737961
mexZ_knockout:wt_LB:2,-1.180642641,-0.243696299,-0.207141913
mexZ_knockout:wt_LB:3,-1.542511076,-0.38871955700000005,-0.177596048
Mucin_glycans:ABTGC:1,-0.540547725,0.042460885000000004,0.20436773800000002
Mucin_glycans:ABTGC:2,-0.53708884,0.198464367,0.095945608
Mucin_glycans:ABTGC:3,-0.22281798800000002,-0.218596019,0.09416537700000001
Mucin_glycans:ABTGC:4,0.697470137,0.08571568800000001,-0.12304848300000001
Mucin_glycans:ABTGC:5,0.6029844160000001,-0.108044921,-0.271430239
Mucin_glycans:MUC5B:1,0.67179119,-0.08029491500000001,0.09021214400000001
Mucin_glycans:MUC5B:2,1.235678093,0.357898113,0.164027321
Mucin_glycans:Glycans:1,-0.259804861,0.338784177,0.154373526
Mucin_glycans:Glycans:2,0.37915178800000005,0.37131109700000003,0.22697702600000003
NC_002516.2:Planktonic_total_RNA_Rep:1,0.32591677,0.254959094,-0.07202327
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.34554202900000003,-0.31762067600000005,0.217536313
NC_002516.2:Planktonic_total_RNA_Rep:3,0.019625259000000003,0.062661583,-0.145513042
NC_002516.2:Biofilm_total_RNA_Rep:1,3.190465916,-1.030158943,-0.658535061
NC_002516.2:Biofilm_total_RNA_Rep:2,3.484363692,-1.84358705,-0.500378212
Zinc_treatment:PA_Zn:1,1.463226636,-0.44355387100000004,-0.44361330800000004
Zinc_treatment:PA_Zn:2,1.418052064,-0.47159751400000005,-0.6352197980000001
Zinc_treatment:PA_Zn:3,1.79422116,-0.315701242,-0.131801295
Zinc_treatment:PA_Zn_wt:1,0.019954127000000002,-0.00976347,0.12058236900000001
Zinc_treatment:PA_Zn_wt:2,-0.019954127000000002,0.00976347,-0.12058236900000001
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.453756547,0.07029038700000001,0.002335517
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.453756547,-0.07029038800000001,-0.002335517
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-1.918375774,0.669563794,-0.480292973
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-1.102532751,-0.25696918900000004,-0.571027724
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-1.589660432,-0.334629654,-0.645729725
Paeru_PRECISE:CAMHB_wt:1,-0.40716447600000005,-0.21335263100000001,-0.8576330080000001
Paeru_PRECISE:CAMHB_wt:2,-0.718463629,-0.354437414,-0.806566396
Paeru_PRECISE:CAMHB_wt:3,-0.223942085,0.082201862,-1.285579536
Paeru_PRECISE:CAMHB_wt:4,-0.0058351900000000005,-0.16568184300000002,-1.379136778
Paeru_PRECISE:M9glucAA_Pqt10:1,-0.284033121,-0.040356359,-0.5739673430000001
Paeru_PRECISE:M9glucAA_Pqt10:2,0.150454101,-0.3540365,-0.44068608200000003
Paeru_PRECISE:M9glucAA_Pqt:1,0.898757103,-0.48509165200000004,-0.6421443990000001
Paeru_PRECISE:M9glucAA_Pqt:2,1.041927985,-0.5831642380000001,-0.918229943
Paeru_PRECISE:M9glucAA_wo_Pqt:1,1.2534730299999999,-0.31140689200000005,-0.44148133900000003
Paeru_PRECISE:M9glucAA_wo_Pqt:2,1.29378631,-0.45703511,-0.623894661
Paeru_PRECISE:M9glucAA_NaCl:1,1.7319558540000002,-0.552365442,-0.967682452
Paeru_PRECISE:M9glucAA_NaCl:2,1.063342112,-0.42112172800000003,-1.4912746270000001
Paeru_PRECISE:M9glucAA_NaCl:3,1.3123299290000001,-0.194709552,-0.8943430450000001
Paeru_PRECISE:CAMHB_wt:5,1.629642668,0.054659411000000005,-0.9188217190000001
Paeru_PRECISE:CAMHB_wt:6,1.030833396,-0.155615324,-0.807751034
Paeru_PRECISE:LB_wt:1,-6.042563666,-1.405106645,-1.6076169
Paeru_PRECISE:LB_wt:2,-5.852974077,-1.029080681,-1.438522896
Paeru_PRECISE:M9glucAA_wt:1,1.014871905,-0.133742724,-0.498648719
Paeru_PRECISE:M9glucAA_wt:2,0.952595395,0.063446786,-0.5649047890000001
Paeru_PRECISE:M9glucAA_lowpH:1,-1.549427565,-0.023801341,-0.531466674
Paeru_PRECISE:M9glucAA_lowpH:2,-1.5481222510000001,-0.19752719900000001,-0.743938775
Paeru_PRECISE:M9glucAA_DPD:1,-0.7140351030000001,0.022654695000000002,0.010123805000000001
Paeru_PRECISE:M9glucAA_DPD:2,0.7082202040000001,-0.05757968200000001,0.264372049
Paeru_PRECISE:M9sucAA_wt:1,-2.826295608,-0.8321948610000001,-1.378354956
Paeru_PRECISE:M9sucAA_wt:2,-1.788095736,-0.386752354,-0.886056841
Paeru_PRECISE:M9glucAA_NaCl:4,1.437414086,-0.263316517,-0.937488945
Paeru_PRECISE:M9glucAA_NaCl:5,1.646234065,-0.09005094300000001,-0.579711714
Paeru_PRECISE:M9sucAA_wt:3,-3.414794308,0.08773025,-0.990133302
Paeru_PRECISE:M9sucAA_wt:4,-3.425888932,-0.17654960800000002,-0.957161907
Paeru_PRECISE:R10LB_wt:1,-2.213349125,-0.133135354,-0.7164811130000001
Paeru_PRECISE:M9glucAA_NaCl:6,2.022750974,-0.028184109000000002,-0.6234541250000001
Paeru_PRECISE:M9glucAA_NaCl:7,2.206237046,-0.16291497100000002,-0.5422627999999999
Paeru_PRECISE:M9fructAA_wt:1,0.6330731850000001,0.08340908400000001,-0.299568824
Paeru_PRECISE:M9fructAA_wt:2,-0.1281044,-0.167992243,-0.305353272
Paeru_PRECISE:M9GlcNAcAA_wt:1,3.7102179040000003,0.11536096200000001,0.085669121
Paeru_PRECISE:M9GlcNAcAA_wt:2,3.511168766,-0.08744243700000001,0.18043850900000002
Paeru_PRECISE:M9pyruvAA_wt:1,-1.5725912960000001,-0.145155862,-0.719153602
Paeru_PRECISE:M9pyruvAA_wt:2,0.13972011,0.31697942700000004,-0.117175944
Paeru_PRECISE:M9fructAA_wt:3,2.312013631,-0.183115186,-0.07051405
Paeru_PRECISE:M9fructAA_wt:4,2.808094407,-0.111901729,-0.22280221200000003
Paeru_PRECISE:M9GlcNAcAA_wt:3,1.222289102,-0.193293021,-0.16262858700000002
Paeru_PRECISE:M9GlcNAcAA_wt:4,0.015535417000000001,-0.255886936,-0.1527653
Paeru_PRECISE:M9glycAA_wt:1,-0.873687862,0.327950407,-0.518239392
Paeru_PRECISE:M9glycAA_wt:2,-0.249379448,0.035842053000000006,-0.6074864600000001
Paeru_PRECISE:M9pyruvAA_wt:3,-0.9525888720000001,-0.305729562,-1.134991282
Paeru_PRECISE:CAMHB_wt:7,0.049293538000000005,0.10922028700000001,-0.552916775
Paeru_PRECISE:CAMHB_wt:8,0.763800746,0.029677095,-0.7935123930000001
Paeru_PRECISE:R10LB_wt:2,-2.075267072,0.15290113,-0.7065093990000001
Paeru_PRECISE:R10LB_wt:3,-1.861016006,-0.08326986900000001,-0.7965388090000001
Paeru_PRECISE:R10LB_wt:4,0.5888412,0.36248647500000003,-0.36275240200000003
Paeru_PRECISE:R10LB_wt:5,0.967755503,0.392449608,-0.5361731120000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,1.060125119,-0.41886187100000005,-0.37412917700000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,1.500180812,-0.43671624000000003,-0.170230775
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,2.257849335,-0.17941599300000002,-0.5390912130000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,1.747339663,-0.24560088100000002,-0.927755666
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,2.269632815,-0.283248681,-0.46617911700000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,0.646449265,-0.22480265300000002,-0.42263675700000003
Paeru_PRECISE:M9sucAA_wt:5,-2.05909018,0.058899497,-0.494796122
Paeru_PRECISE:M9sucAA_wt:6,-1.43058824,-0.017007201,-0.805394044
Paeru_PRECISE:R10LB_wt:6,-0.10008534000000001,-0.614816239,-0.56211476
Paeru_PRECISE:R10LB_wt:7,-0.471861866,-0.24166015100000002,-0.384824967
Paeru_PRECISE:LB_wt:3,-2.503041752,-0.19156152,0.565742136
Paeru_PRECISE:LB_wt:4,-2.036299162,-0.054280375000000006,0.47836228100000006
Paeru_PRECISE:R10LB_NaCl:1,-1.855707599,-0.882563995,-0.6959070620000001
Paeru_PRECISE:R10LB_NaCl:2,-1.493001596,-0.549769802,-1.118308708
Paeru_PRECISE:M9glucAA_wt:3,-0.75993007,0.061136357,0.44367814600000005
Paeru_PRECISE:M9glucAA_Zn:1,-12.60501994,0.39613610200000005,-6.810864039
Paeru_PRECISE:M9glucAA_Cu:1,1.231258235,0.7540298120000001,0.231594926
Paeru_PRECISE:M9glucAA_NaOCl:1,2.521677367,0.5070259890000001,0.6742445720000001
