,A,blaI
degradosome:wt_expn:1,-0.4045603016,-0.0624995156
degradosome:wt_expn:2,-0.26983521120000004,-0.043571805000000005
degradosome:wt_expn:3,0.6743955128,0.1060713206
delam:0_days_.09:1,0.00042661800000000003,-0.036241213200000004
delam:0_days_.09:2,0.023170424000000002,-0.018965089
delam:0_days_.09:3,-0.31352050270000004,-0.09797009500000001
delam:0_days_.09:4,-0.1751656346,-0.07554137450000001
delam:0_days_control:1,0.054320339,-0.0098820334
delam:0_days_control:2,-0.13942044680000001,-0.06597130350000001
delam:0_days_control:3,0.0045166852,-0.0276666365
delam:0_days_control:4,0.08058342260000001,0.1035199734
delam:1_days_.09:1,0.6089659865,-0.24544608380000002
delam:1_days_.09:2,0.954996112,-0.13860829430000002
delam:1_days_.09:3,1.0755830604,-0.1233068556
delam:1_days_.09:4,1.0270734133,-0.1810800616
delam:1_days_control:1,1.0322878895,-0.1212088538
delam:1_days_control:2,1.2032094984,-0.0016042220000000002
delam:1_days_control:3,1.2804277161,-0.1045064378
delam:1_days_control:4,1.2816048654,-0.0692932217
dg_inh:both:1,-1.2666916883,0.0518668664
dg_inh:both:2,-0.6466103146000001,0.0194613168
dg_inh:both:3,-1.1507489912,-0.0123420011
dg_inh:dg:1,-0.7925469291,0.0673157247
dg_inh:dg:2,-0.6659194660000001,0.0004913521000000001
dg_inh:dg:3,-0.744683136,0.0318093894
dg_inh:DMSO:1,-0.0658198942,0.0051721219
dg_inh:DMSO:2,0.0725789441,-0.0293758475
dg_inh:DMSO:3,-0.0067590499,0.0242037256
dg_inh:inh:1,-0.7356159308,0.0799150235
dg_inh:inh:2,-0.9393606337,0.14611870570000002
dg_inh:inh:3,-1.0709979356,-0.0006553531
dormancy:dormant_20d_rifampicin:1,-2.1596597457,0.1017604435
dormancy:dormant_20d_rifampicin:2,-0.8618099204,0.1254743136
dormancy:dormant_20d_rifampicin:3,-0.9334350501,0.0097308662
dormancy:dormant_no_treatment:1,-0.15263426330000002,0.0928265167
dormancy:dormant_no_treatment:2,-0.34357264200000004,0.0452695144
dormancy:dormant_no_treatment:3,0.4962069053,-0.13809603110000002
eccE1:control:1,-0.08615545150000001,-0.0134255439
eccE1:control:2,0.08615545150000001,0.0134255439
eccE1:delta_eccE1:1,-0.044663928400000004,0.0223845512
eccE1:delta_eccE1:2,-0.0382974846,0.10144269510000001
eccE1:delta_eccE1_eccE1_HA_comp:1,0.004307696000000001,-0.3433621827
eccE1:delta_eccE1_eccE1_HA_comp:2,0.2062079746,-0.1756468437
eccE1:delta_eccE1_empty_vector:1,-0.2425074057,-0.09849981940000001
eccE1:delta_eccE1_empty_vector:2,-0.5090870583,-0.037863864500000004
eccE1:delta_eccE1_myc_p1_HA_comp:1,-0.5807668807,-0.127901595
eccE1:delta_eccE1_myc_p1_HA_comp:2,-0.36218739040000003,-0.1031175331
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.127395383,-0.0618073728
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.1269596411,0.0010794367
emb:0_days_2.45:1,-0.4075150125,-0.1330738712
emb:0_days_2.45:2,-0.4440017909,0.0052573837
emb:0_days_2.45:3,-0.4454764017,-0.3234435805
emb:0_days_2.45:4,-0.3955024549,0.1323775884
emb:0_days_control:1,-0.2256690101,0.1329008287
emb:0_days_control:2,-0.040307886800000005,-0.09109097840000001
emb:0_days_control:3,-0.1593694195,-0.1650907128
emb:0_days_control:4,0.42534631640000004,0.12328086240000001
emb:1_days_2.45:1,0.9128412210000001,0.5642594156
emb:1_days_2.45:2,0.7427738479,0.4600575807
emb:1_days_2.45:3,0.8247465223,0.4417983897
emb:1_days_2.45:4,0.9381469283,0.49402270140000004
emb:1_days_control:1,1.8411141654,0.4080833857
emb:1_days_control:2,1.6718049857000001,0.3813925091
emb:1_days_control:3,1.612869473,0.3000291531
emb:1_days_control:4,1.6050562127,0.4827610647
espL:ko:1,-0.673445268,0.0534723224
espL:ko:2,-0.6713916480000001,0.0713527321
espL:wt:1,-0.1356150174,-0.0233426661
espL:wt:2,0.1356150174,0.0233426661
esx_1:ko:1,-0.32355932390000003,-0.06992780430000001
esx_1:ko:2,0.3662076415,0.0083763183
esx_1:wt:1,-0.34430365420000003,-0.1416229181
esx_1:wt:2,0.11370375960000001,-0.028498789
esx_1:wt:3,0.23059989460000002,0.17012170710000002
genotoxic:control:1,-0.060469336900000004,0.2608536187
genotoxic:control:2,0.060469336900000004,-0.2608536187
genotoxic:growth_supplement:1,1.1322277742,0.9391762631
genotoxic:growth_supplement:2,0.7554225228,-0.1152538744
growth:tss_expnt:1,-2.1924512837,0.8972149489000001
growth:tss_expnt:2,-1.1122130629,0.7131410546
growth:tss_expnt:3,-1.2278667606,0.987370811
growth:tss_starved:1,-2.1006781629,1.2406519919
growth:tss_starved:2,-1.7925151858000001,1.6529889519
growth:tss_starved:3,-1.6050815227,1.5831482642
growth:wt_expn:1,0.6139717007000001,-0.0969659285
growth:wt_expn:2,0.1363799273,-0.0259450952
growth:wt_expn:3,-0.750351628,0.12291102370000001
hs2:treated:1,-0.6570633214,-0.2622921119
hs2:treated:2,-0.4514782312,-0.25808351820000003
hs2:treated:3,-0.8449211531,-0.21187415340000001
hs2:untreated:1,0.7768766267,0.0339248637
hs2:untreated:2,0.1943036659,-0.0627161247
hs2:untreated:3,-0.9711802926,0.028791261000000002
hypoxia:000h_.81_DO:1,0.5082206388,-0.0053052854
hypoxia:000h_.81_DO:2,0.2737022542,-0.1127725373
hypoxia:000h_.81_DO:3,-0.7819228930000001,0.1180778227
hypoxia:017h_.57_DO:1,-2.5320179017999997,-0.5332721523
hypoxia:017h_.57_DO:2,-3.083410149,-0.7347026235
hypoxia:017h_.57_DO:3,-2.9648102608,-0.48324598500000004
hypoxia:023h_.42_DO:1,-1.9947778378,-0.6791248382
hypoxia:023h_.42_DO:2,-2.3854396915000002,-0.66095748
hypoxia:040h_.11_DO:1,0.382480931,-0.4806617956
hypoxia:040h_.11_DO:2,-0.35689054800000003,-0.5030951877000001
hypoxia:041h_.09_DO:1,-0.6708723357,-0.7589554766000001
hypoxia:041h_.09_DO:2,0.0009921503000000001,-0.5717275306
hypoxia:041h_.09_DO:3,-0.8335658244,-0.8100430236
hypoxia:042h_.07_DO:1,-0.6604305633,-0.5847855211
hypoxia:042h_.07_DO:2,0.44193822580000003,-0.5700109283
hypoxia:043h_.06_DO:1,-0.5441984895,-0.5564506829
hypoxia:043h_.06_DO:2,-0.5113091204,-0.5463634335
hypoxia:043h_.06_DO:3,-0.8833692198,-0.5032707318
hypoxia:044h_.04_DO:1,-1.2924084423,-0.5305252035
hypoxia:044h_.04_DO:2,-0.509628563,0.0432699223
hypoxia:044h_.04_DO:3,-1.0183120379,-0.6687825258
hypoxia:047h_0_DO:1,-1.3035648381,-0.42082873390000003
hypoxia:047h_0_DO:2,1.6371742301,-0.4236119186
hypoxia:047h_0_DO:3,0.3578745752,-0.6264298967
hypoxia:049h_0_DO:1,2.1503939234000002,-0.1343507007
hypoxia:049h_0_DO:2,1.8975455379000001,-0.2397618243
hypoxia:049h_0_DO:3,3.4731887603000002,-0.0169995173
hypoxia:050h_0_DO:1,4.1675849978,0.0261473271
hypoxia:050h_0_DO:2,2.5049764725,-0.0763346068
hypoxia:050h_0_DO:3,2.2861966605,-0.060082972400000004
hypoxia:052h_0_DO:1,4.1954407655,0.1155579676
hypoxia:052h_0_DO:2,2.47158365,0.3564614176
hypoxia:052h_0_DO:3,2.2596373304,0.41244583290000003
hypoxia:054h_0_DO:1,2.6134404777,-0.059490794400000005
hypoxia:054h_0_DO:2,2.0499690250000002,0.2370539374
hypoxia:054h_0_DO:3,2.8519728712,-0.015135540800000001
hypoxia:054h_0_DO:4,1.577944516,0.14589949
hypoxia:054h_0_DO:5,5.7202409787,-0.0721907696
hypoxia:070h_0_DO:1,2.0137642055,-0.1208378115
hypoxia:070h_0_DO:2,2.5521780294000003,-0.3043263039
hypoxia:088h_0_DO:1,1.8974291342,0.15767968540000002
hypoxia:088h_0_DO:2,2.6368498651,0.17162094890000001
hypoxia:114.5h_.04_DO:1,-1.1095898738,0.0209688578
hypoxia:114.5h_.04_DO:2,-1.4182903815,-0.0013313985
hypoxia:114.5h_.04_DO:3,-1.172340191,-0.1046533941
hypoxia:115h_.06_DO:1,-3.309624179,-0.20120408
hypoxia:115h_.06_DO:2,-3.1422870541,-0.0927925784
hypoxia:115h_.06_DO:3,-2.9640047442,-0.0806340314
hypoxia:116h_.11_DO:1,-3.9341045026,-0.25645888580000004
hypoxia:116h_.11_DO:2,-3.9542729534000003,-0.2679585406
hypoxia:116h_.11_DO:3,-3.6845897689,-0.1393248518
hypoxia:120h_.47_DO:1,-1.9729744092,-0.2541163531
hypoxia:120h_.47_DO:2,-2.5790100394,-0.1711196787
hypoxia:120h_.47_DO:3,-2.2010583232,-0.22481854810000002
kinase:DMSO_0h_F:1,0.5043054903,-1.3033706374
kinase:DMSO_0h_F:2,0.2031063251,-1.3828552349
kinase:DMSO_0h_F:3,0.5544324221,-1.5720132678
kinase:DMSO_0h_H:1,-1.0238502618,-0.5344825901
kinase:DMSO_0h_H:2,-1.3983260787,-0.1422254253
kinase:DMSO_0h_H:3,-0.7718522365,-0.19500033300000003
kinase:DMSO_0h_H:4,-0.9319199530000001,-0.225238985
kinase:DMSO_0h_H:5,-0.7442731013,-0.4923147177
kinase:DMSO_0h_H:6,-0.6038108535,-0.1756352431
kinase:DMSO_0h_I:1,-0.5027028523,-0.0289956263
kinase:DMSO_0h_I:2,-0.5320639256,-0.0709839554
kinase:DMSO_0h_I:3,0.5079212835,-0.049950434
kinase:DMSO_0h_I:4,-1.1562627484,0.1124342609
kinase:DMSO_0h_I:5,1.4123585818,0.1348387487
kinase:DMSO_0h_I:6,0.27074966100000003,-0.09734299390000001
kinase:pknD_T10_48h:1,1.4635661466,-0.7637759886000001
kinase:pknD_T10_48h:2,2.011134306,-0.5977183857
kinase:pknD_T10_48h:3,2.2400330987,-0.6852248474
kinase:pknL_T10_48h:1,1.0729016474,-0.1777081259
kinase:pknL_T10_48h:2,1.3931064642,-0.2460827984
kinase:pknL_T10_48h:3,1.2574142048999999,-0.1989595297
kinase:pknL_T4_48h:1,3.799852634,1.354968043
kinase:pknL_T4_48h:2,3.1237728031,1.1231369425
kinase:pknL_T4_48h:3,3.6038068995,1.2101284012
kinase:T10_12h_F:1,1.4644859833,-1.3608583122
kinase:T10_12h_F:2,1.1035932226,-1.5178296218
kinase:T10_12h_F:3,1.6555439995999999,-1.3701929805
kinase:T10_12h_H:1,0.3344883228,-1.8166116847
kinase:T10_12h_H:2,0.9002969615,-1.8044745662000001
kinase:T10_12h_H:3,0.042851629200000005,-1.9252629343
kinase:T10_12h_I:1,-0.4313851837,-0.6028294238
kinase:T10_12h_I:2,-0.6058966452,-0.36140932870000003
kinase:T10_24h_F:1,1.5490650362,-1.4534630775
kinase:T10_24h_F:2,3.1061160232,-1.0687590584
kinase:T10_24h_F:3,0.9172872405,-1.5410768522
kinase:T10_24h_H:1,-0.9884782864,-1.5366117069
kinase:T10_24h_H:2,0.1428823398,-1.5561111352
kinase:T10_24h_H:3,0.2704398283,-1.7217367254
kinase:T10_24h_I:1,0.0582238184,-0.5281463689
kinase:T10_24h_I:2,-0.36408807130000004,-0.6656609743
kinase:T10_48h_F:1,6.2774924728,-0.2621499145
kinase:T10_48h_F:2,4.6883898213,-0.5776617037
kinase:T10_48h_F:3,3.6124978849,-0.7192208721000001
kinase:T10_48h_H:1,-0.16002373220000002,-1.5312618617
kinase:T10_48h_H:2,0.785639661,-1.6755170883
kinase:T10_48h_H:3,1.1397232943,-1.6858441889
kinase:T10_48h_I:1,0.8527429869,-0.4740801906
kinase:T10_48h_I:2,1.1599354282,-0.5483713128000001
kinase:T10_48h_I:3,0.2681553327,-0.6611111957
kinase:T4 _48h_H:1,0.6946095081,0.24808576070000002
kinase:T4 _48h_H:2,1.074804049,-0.0612221087
kinase:T4 _48h_H:3,1.1529211432,-0.2016991346
kinase:T4 20 _12h_I:1,-0.7477194132,0.1710623775
kinase:T4 20 _12h_I:2,-0.3873089021,0.1965887747
kinase:T4 20 _12h_I:3,-0.8088134089,0.2163143978
kinase:T4_12h_F:1,0.22555597870000002,-1.1740192492000001
kinase:T4_12h_F:2,0.5962082696000001,-0.9163441839
kinase:T4_12h_F:3,0.0484649936,-1.1661470713
kinase:T4_12h_H:1,0.0032080768,-1.0157944837
kinase:T4_12h_H:2,-1.3447283343,-1.2691302615
kinase:T4_12h_H:3,-1.7785257518000002,-1.1806959971
kinase:T4_24h_F:1,0.4903456986,-0.7503267370000001
kinase:T4_24h_F:2,-0.25428581100000003,-0.8336337215
kinase:T4_24h_F:3,0.2941448584,-0.8577444432
kinase:T4_24h_H:1,-0.635351815,-0.4639116285
kinase:T4_24h_H:2,-1.059348507,-0.6524306179
kinase:T4_24h_H:3,-1.3675053634,-0.4791054709
kinase:T4_24h_I:1,-0.6292632798000001,0.1685449731
kinase:T4_24h_I:2,-0.41049310580000004,0.2762371561
kinase:T4_48h_F:1,1.1955855074,-0.28459937900000004
kinase:T4_48h_F:2,1.4995849369,-0.2928275238
kinase:T4_48h_F:3,1.7036668621,-0.1893295604
kinase:T4_48h_I:1,0.8200332715,0.3845721453
kinase:T4_48h_I:2,-0.3578337974,0.3644621988
kinase:T4_48h_I:3,-0.0780903568,0.4626747312
kinase:WT_T10_48h:1,0.8654184180000001,-1.6219365993000001
kinase:WT_T10_48h:2,1.123625833,0.5123920324
kinase:WT_T10_48h:3,0.9831987496000001,0.4718643048
kinase:WT_T10_48h:4,1.1962292602,-1.4953654608
kinase:WT_T10_48h:5,0.2038831043,-1.4873542797
kinase:WT_T4_48h:1,0.1928957061,-0.0745010069
kinase:WT_T4_48h:2,0.59793065,0.0687130297
kinase:WT_T4_48h:3,1.0796195637000001,0.0943723809
levofloxacin:control:1,0.5508857646,-0.0794322735
levofloxacin:control:2,0.0540504307,0.1107572946
levofloxacin:control:3,-0.6049361953,-0.0313250211
levofloxacin:treated:1,-2.1103446328,0.0995790159
levofloxacin:treated:2,-2.5544394669,0.0917329045
levofloxacin:treated:3,-2.5735328712000003,0.1853920124
linez:0_days_4:1,0.222287215,-0.20810494710000002
linez:0_days_4:2,-0.0149702162,-0.1979270988
linez:0_days_4:3,0.0240789124,-0.1792886287
linez:0_days_4:4,0.1562037898,-0.1032091764
linez:0_days_control:1,-0.2154799831,-0.0611769693
linez:0_days_control:2,0.2206260457,0.0379063365
linez:0_days_control:3,0.043390201100000005,0.028339048300000003
linez:0_days_control:4,-0.048536263600000004,-0.0050684154
linez:1_days_4:1,-0.9985211564,0.6744230471
linez:1_days_4:2,-1.0520342842,0.5794119578
linez:1_days_4:3,-0.7799303379,0.631097895
linez:1_days_4:4,-0.9082449772000001,0.620340817
linez:1_days_control:1,1.6021456924000002,0.1430532454
linez:1_days_control:2,1.4607898072,0.2984017453
linez:1_days_control:3,1.4823635036,0.2751004911
lipid:dextrose_exp:1,-0.5381178099,-0.1404263593
lipid:dextrose_exp:2,0.5381178099,0.1404263593
lipid:dextrose_hypo:1,-3.8068638363,-1.1746432475
lipid:dextrose_hypo:2,0.3255548198,-0.5501961816000001
lipid:dextrose_stat:1,-18.6160764282,-1.5462114864
lipid:dextrose_stat:2,-18.6160234142,-1.7240386226000002
lipid:lipid_exp:1,2.6074338223,0.1419950173
lipid:lipid_exp:2,2.1583027296,0.33255745870000003
lipid:lipid_stat:1,-14.0577499946,-0.5877400179
lipid:lipid_stat:2,-14.7978958699,-0.566218675
mcr11:mcr11_mutant:1,-0.3623102022,0.048426994300000005
mcr11:mcr11_mutant:2,-1.0297241321,0.23817916290000002
mcr11:mcr11_mutant:3,-1.5764612781,0.20022907780000002
mcr11:wt:1,-0.0465883811,0.0368905746
mcr11:wt:2,0.713707827,0.061841328300000005
mcr11:wt:3,-0.6671194459,-0.0987319029
miceAV_macro:24h_control:1,0.2080199542,-0.0278113132
miceAV_macro:24h_control:2,0.1980312032,-0.004867475400000001
miceAV_macro:24h_control:3,-0.40605115740000003,0.0326787885
miceBMDM:inf02:1,-5.2135795893,-0.8519940299000001
miceBMDM:inf02:2,-4.2304656239,-0.7936305911
miceBMDM:inf02:3,-4.1565565691,-1.0785232257
miceBMDM:inf24:1,-10.1306312984,-1.4479774007000001
miceBMDM:inf24:2,-10.5387253923,-1.1571904024
miceBMDM:inf24:3,-10.7357821807,-1.2008345469
miceBMDM:inf08:1,-5.9085502145,-1.4353172528
miceBMDM:inf08:2,-6.0878616306,-1.4506223667
miceBMDM:inf08:3,-6.3429813873,-1.2468567695
miceBMDM:no_inf02:1,0.3489255416,-0.1249028513
miceBMDM:no_inf02:2,-0.0716351441,0.0356500125
miceBMDM:no_inf02:3,-0.2772903975,0.0892528388
miceBMDM:no_inf24:1,-5.8417641848,-0.4031674984
miceBMDM:no_inf24:2,-6.4275318882,-0.3655674573
miceBMDM:no_inf24:3,-5.8281599004,-0.4260399354
miceBMDM:no_inf08:1,-5.1319590867,-0.36188368670000004
miceBMDM:no_inf08:2,-4.7850976658,-0.5483188236000001
miceBMDM:no_inf08:3,-5.4454333817,-0.5483268544000001
miceNF:control:1,0.9352436106,0.123611702
miceNF:control:2,-0.9352436106,-0.123611702
miceNF:invivo:1,-6.7698859898,1.0948371528
miceNF:invivo:2,-7.4181898791,1.1620135034
miceNF:invivo:3,-8.0073871835,0.9868630334
mihF:mihF_mutant_atc:1,-2.6022640346,0.3615048818
mihF:mihF_mutant_atc:2,-2.5131018512,0.4582138529
mihF:mihF_mutant_no_atc:1,1.0152817755,-1.0182019246
mihF:mihF_mutant_no_atc:2,0.5085188056000001,0.0224500223
mihF:wt_atc:1,0.5216332802,0.3710358461
mihF:wt_atc:2,0.4406392948,-0.3438871103
mihF:wt_no_atc:1,-0.2897630202,-0.22766685700000003
mihF:wt_no_atc:2,0.2897630202,0.22766685700000003
mmpl3:mutant_no_ATC:1,-0.2008836037,-0.07155799210000001
mmpl3:mutant_no_ATC:2,0.2008836037,0.07155799210000001
mmpl3:mutant_with_ATC:1,-4.4185728218,0.6573586092
mmpl3:mutant_with_ATC:2,-5.8485806053000005,0.2871316874
mrsI:ko_iron_atc:1,-0.8421719520000001,0.053558635300000004
mrsI:ko_iron_atc:2,0.6339494214,0.1020850641
mrsI:ko_iron_no_atc:1,-12.2385898445,-2.1114404851
mrsI:ko_iron_no_atc:2,-10.5991255203,-1.621051295
mrsI:ko_ox_atc:1,-9.5804429834,-1.7809182726000001
