,A,iniR
btz043:0_days_control:3,0.1325560751,0.0463989267
btz043:1_days_.006:1,4.8231338213,0.9320571706
btz043:1_days_.006:2,5.1695179866,1.0718721805
btz043:1_days_.006:3,5.065253796,0.9998828899000001
btz043:1_days_.006:4,4.5381930952000005,0.6990488234000001
btz043:1_days_control:1,-1.3575369202,0.56197796
btz043:1_days_control:2,-1.1750519914,0.49696839800000003
btz043:1_days_control:3,-1.3249483597,0.5427869280000001
btz043:1_days_control:4,-0.9261828866,0.6180707625
clarithromycin:1_days_control:1,-0.051306112200000004,0.1484258681
clarithromycin:1_days_control:2,0.0070313128,0.1346087835
clarithromycin:1_days_control:3,0.0442747995,-0.2830346516
cnpB:del:1,3.3939816192,0.3105823339
cnpB:del:2,2.0512606971,0.2006604251
cnpB:del:3,3.3262461634,0.0330338567
cnpB:wt:1,0.2797699845,-0.0672007401
cnpB:wt:2,-0.3872184154,-0.0014132826
cnpB:wt:3,0.1074484309,0.0686140227
csoR:ko:1,0.0071174608,0.2772996144
csoR:ko:2,0.866846788,0.1875183741
csoR:wt:1,1.383282332,-0.22669619970000002
csoR:wt:2,-1.383282332,0.22669619970000002
dap:0_days_25:1,0.0148957446,0.0273202549
dap:0_days_25:2,0.1376205475,-0.0734436098
dap:0_days_25:3,0.1923830835,-0.0001961935
dap:0_days_25:4,0.2672090582,0.043298550400000003
dap:0_days_control:1,0.24072006110000002,-0.051695978100000005
dap:0_days_control:2,0.1175862362,0.0399876481
dap:0_days_control:3,-0.4770252654,-0.0034478699
dap:0_days_control:4,0.1187189681,0.0151561999
dap:1_days_25:1,-1.2659321397,0.050026767
dap:1_days_25:2,-1.2162916863,-0.0429600075
dap:1_days_25:3,-1.3183720635,0.0114926656
dap:1_days_25:4,-1.1005605704,0.0255292971
dap:1_days_control:1,-0.1450352692,0.39732594320000003
dap:1_days_control:2,-0.42290744140000003,0.3435402024
dap:1_days_control:3,-0.039858824200000004,0.444869789
dap:1_days_control:4,-0.36153883210000004,0.2635914045
degradosome:mutant_rnj:1,-2.4107075565000002,0.0030940488
degradosome:mutant_rnj:2,-2.381039691,-0.0421385814
degradosome:mutant_rnj:3,-3.1410029605,-0.15928886790000002
degradosome:PNPase_ko:1,-1.8127648939,0.76947642
degradosome:PNPase_ko:2,-1.5156260612999999,0.7336042186
degradosome:PNPase_ko:3,-1.2647665839,0.5722611508000001
degradosome:Rnase_E_ko:1,0.17748122800000002,0.8975599117
degradosome:Rnase_E_ko:2,-0.4049349256,0.8688974716000001
degradosome:Rnase_E_ko:3,-0.09984925330000001,0.7990117885
degradosome:wt_cas9_ctrl:1,-2.3858570033,0.3054778379
degradosome:wt_cas9_ctrl:2,-2.318578702,0.4626652302
degradosome:wt_cas9_ctrl:3,-1.9316035309,0.25224860050000003
degradosome:wt_expn:1,-0.2834689822,0.1832923165
degradosome:wt_expn:2,0.0197421697,-0.0161812586
degradosome:wt_expn:3,0.2637268126,-0.1671110579
delam:0_days_.09:1,-0.28752171600000004,-0.07554714500000001
delam:0_days_.09:2,-0.5729771665,-0.0752540156
delam:0_days_.09:3,-0.0950976396,-0.1710854118
delam:0_days_.09:4,-0.0954289189,0.0281445523
delam:0_days_control:1,0.0708025424,-0.1060816623
delam:0_days_control:2,0.0408631784,0.2334605937
delam:0_days_control:3,0.0161420249,-0.2902663189
delam:0_days_control:4,-0.1278077457,0.1628873875
delam:1_days_.09:1,-0.0187468433,0.32384027590000003
delam:1_days_.09:2,-0.2095960426,0.3730488823
delam:1_days_.09:3,0.1976790946,0.34716333590000004
delam:1_days_.09:4,0.0280072754,0.3622569638
delam:1_days_control:1,0.1074194388,0.4062750163
delam:1_days_control:2,-0.4296802152,0.3419725245
delam:1_days_control:3,0.403858502,0.235895806
delam:1_days_control:4,-0.4969752371,0.4265895805
dg_inh:both:1,7.3703014023,-0.1436109447
dg_inh:both:2,7.6491197394,-0.0420953057
dg_inh:both:3,8.2733088142,-0.0803928003
dg_inh:dg:1,5.6294765480999995,-0.1357691299
dg_inh:dg:2,5.7005383176,-0.23275905360000002
dg_inh:dg:3,6.3390778742,0.03038553
dg_inh:DMSO:1,-0.10337639380000001,-0.0500894657
dg_inh:DMSO:2,0.0562459253,0.0379341834
dg_inh:DMSO:3,0.0471304685,0.0121552824
dg_inh:inh:1,7.0199925989,0.0347844459
dg_inh:inh:2,7.8482641471,-0.0702468884
dg_inh:inh:3,7.3616974730999996,-0.0644896674
dormancy:dormant_20d_rifampicin:1,-2.9498374603,0.3226276501
dormancy:dormant_20d_rifampicin:2,-3.3516260568,0.7764550328000001
dormancy:dormant_20d_rifampicin:3,-3.5309593462,0.7575049227
dormancy:dormant_no_treatment:1,-0.5814761016000001,-0.07909369220000001
dormancy:dormant_no_treatment:2,0.31627383400000003,0.15751414800000002
dormancy:dormant_no_treatment:3,0.2652022676,-0.0784204557
eccE1:control:1,0.0523920451,-0.1232601368
eccE1:control:2,-0.0523920451,0.1232601368
eccE1:delta_eccE1:1,-0.0111874217,0.058227092
eccE1:delta_eccE1:2,0.41416711110000004,0.0031004318
eccE1:delta_eccE1_eccE1_HA_comp:1,0.8211358407,-0.0992866646
eccE1:delta_eccE1_eccE1_HA_comp:2,1.1010066877,-0.1054552324
eccE1:delta_eccE1_empty_vector:1,2.6348295782,0.1562072235
eccE1:delta_eccE1_empty_vector:2,2.1610793527,0.0643394424
eccE1:delta_eccE1_myc_p1_HA_comp:1,3.6477558764999998,-0.0186477881
eccE1:delta_eccE1_myc_p1_HA_comp:2,3.2524966803,-0.1227916589
eccE1:delta_eccE1_mycP1_eccE1_comp:1,2.476306038,0.0636544222
eccE1:delta_eccE1_mycP1_eccE1_comp:2,1.4586116699,-0.1715560907
emb:0_days_2.45:1,0.4109044261,-0.25211361930000004
emb:0_days_2.45:2,1.1083905534,0.0009231420000000001
emb:0_days_2.45:3,0.5702987411,-0.4153002964
emb:0_days_2.45:4,1.3203595165,-0.0485376878
emb:0_days_control:1,-0.6457618979,0.11145858380000001
emb:0_days_control:2,0.6644512646,0.0557328444
emb:0_days_control:3,0.3108297465,-0.2052891578
emb:0_days_control:4,-0.3295191132,0.038097729600000005
emb:1_days_2.45:1,2.7757281257,0.5287380374
emb:1_days_2.45:2,2.6602650694000003,0.4288588239
emb:1_days_2.45:3,3.0487687109,0.5399029971
emb:1_days_2.45:4,3.0543930516,0.5610652529
emb:1_days_control:1,-1.1281786876,0.392960768
emb:1_days_control:2,-1.0219017489,0.44746343320000004
emb:1_days_control:3,-0.8170750753,0.5424109229
emb:1_days_control:4,-1.4434560238,0.2763647472
espL:ko:1,-0.4356507772,-0.13166740300000002
espL:ko:2,-0.2551948352,-0.054613281900000005
espL:wt:1,-0.043775190400000004,-0.0182530102
espL:wt:2,0.043775190400000004,0.0182530102
esx_1:ko:1,1.0488238434,0.0686782033
esx_1:ko:2,1.3191805044,0.0599237248
esx_1:wt:1,0.8499047466,-0.1174966454
esx_1:wt:2,-0.3336403034,0.0327119089
esx_1:wt:3,-0.5162644433,0.0847847365
genotoxic:control:1,-0.230448391,0.0263987271
genotoxic:control:2,0.230448391,-0.0263987271
genotoxic:growth_supplement:1,-0.8204774459,-0.3034892461
genotoxic:growth_supplement:2,-0.2498776201,0.028010393
growth:tss_expnt:1,-3.4563600682,0.4680078425
growth:tss_expnt:2,-1.9998708866000001,0.7579659813
growth:tss_expnt:3,-3.6981980943,0.7466255768000001
growth:tss_starved:1,-7.1132908615,-1.3596714989
growth:tss_starved:2,-7.0182334095,-1.279497943
growth:tss_starved:3,-5.0063668308,-1.2443095347
growth:wt_expn:1,0.008786957,-0.31764208390000004
growth:wt_expn:2,-0.4253987909,-0.0760277116
growth:wt_expn:3,0.4166118339,0.39366979550000003
hs2:treated:1,-0.6308776918,-0.38384888030000003
hs2:treated:2,-0.5781965081,-0.3488532435
hs2:treated:3,-0.625838226,-0.24028974020000002
hs2:untreated:1,0.3907421827,-0.1370802372
hs2:untreated:2,0.4209083111,0.1250536986
hs2:untreated:3,-0.8116504939,0.012026538600000001
hypoxia:000h_.81_DO:1,0.0124584979,-0.27672340370000004
hypoxia:000h_.81_DO:2,0.7374879337,-0.1088474128
hypoxia:000h_.81_DO:3,-0.7499464316000001,0.3855708165
hypoxia:017h_.57_DO:1,-0.6192335488,0.0836456319
hypoxia:017h_.57_DO:2,-0.41155727210000004,0.21398861160000002
hypoxia:017h_.57_DO:3,-0.5325953267,-0.3139630087
hypoxia:023h_.42_DO:1,0.0607611115,-0.9671505175
hypoxia:023h_.42_DO:2,0.6606572326,-0.6803341703
hypoxia:040h_.11_DO:1,1.4002015652,-0.5915921792000001
hypoxia:040h_.11_DO:2,1.0654173883,-0.5589421198
hypoxia:041h_.09_DO:1,0.1728189551,-0.8753027771
hypoxia:041h_.09_DO:2,0.0272336427,-0.6076306187
hypoxia:041h_.09_DO:3,0.9418803666000001,-0.5481764987000001
hypoxia:042h_.07_DO:1,0.3742512296,-0.8025408217000001
hypoxia:042h_.07_DO:2,-0.2522533,-0.6925917608000001
hypoxia:043h_.06_DO:1,0.3606716692,-0.7378649073
hypoxia:043h_.06_DO:2,-0.1094787427,-0.6983422425
hypoxia:043h_.06_DO:3,0.5332139082,-0.6654716453
hypoxia:044h_.04_DO:1,-0.2166914868,-0.7596204447
hypoxia:044h_.04_DO:2,0.41908532600000004,-0.9359426867
hypoxia:044h_.04_DO:3,0.2754282957,-0.80846301
hypoxia:047h_0_DO:1,-0.2157600022,-0.8767125434
hypoxia:047h_0_DO:2,0.4775106591,-0.7719914774000001
hypoxia:047h_0_DO:3,1.2137238185,-0.3091348326
hypoxia:049h_0_DO:1,3.0276379247,0.3529420223
hypoxia:049h_0_DO:2,2.4775626296,-0.35392529640000003
hypoxia:049h_0_DO:3,2.2858328182,0.34879704110000004
hypoxia:050h_0_DO:1,2.8437357408,0.4418400689
hypoxia:050h_0_DO:2,2.9382174785,-0.4846192131
hypoxia:050h_0_DO:3,3.3067698178000002,-0.11421250170000001
hypoxia:052h_0_DO:1,4.3690481882,-0.0349619606
hypoxia:052h_0_DO:2,5.6561471795,-0.6745754914000001
hypoxia:052h_0_DO:3,5.1377214145,-0.4122933288
hypoxia:054h_0_DO:1,5.8505782977,-0.4724318514
hypoxia:054h_0_DO:2,4.9066816808,-0.4483180386
hypoxia:054h_0_DO:3,5.0163572107,-0.1020757524
hypoxia:054h_0_DO:4,5.3464629043,-0.2671901591
hypoxia:054h_0_DO:5,5.4348076824,0.27013938600000004
hypoxia:070h_0_DO:1,6.2904678719,0.18862350420000001
hypoxia:070h_0_DO:2,6.3639972270000005,0.0030276824
hypoxia:088h_0_DO:1,9.7454103637,0.7393182504
hypoxia:088h_0_DO:2,8.9895806559,0.5007526667000001
hypoxia:114.5h_.04_DO:1,10.2120065747,-0.6177994821
hypoxia:114.5h_.04_DO:2,10.5532408917,-0.486861178
hypoxia:114.5h_.04_DO:3,10.8265866428,-0.4243871576
hypoxia:115h_.06_DO:1,11.0513376413,-1.0527832841
hypoxia:115h_.06_DO:2,11.1303583423,-0.9200664937
hypoxia:115h_.06_DO:3,11.0649370109,-1.1544310865
hypoxia:116h_.11_DO:1,10.5043413214,-1.0827036569
hypoxia:116h_.11_DO:2,10.8223140034,-0.9716213424000001
hypoxia:116h_.11_DO:3,10.6192542849,-1.0291001345
hypoxia:120h_.47_DO:1,8.6904335006,-0.8049490384
hypoxia:120h_.47_DO:2,8.5237810274,-0.8728922675
hypoxia:120h_.47_DO:3,8.7321951071,-0.8988295431000001
kinase:DMSO_0h_F:1,-3.490787718,-0.0073977034
kinase:DMSO_0h_F:2,-3.952440872,-0.0846119917
kinase:DMSO_0h_F:3,-4.2020933416,-0.012889726800000001
kinase:DMSO_0h_H:1,-1.1656675679,0.3199358009
kinase:DMSO_0h_H:2,-1.5522260476,0.0888635904
kinase:DMSO_0h_H:3,-1.7921425692000001,-0.0283391107
kinase:DMSO_0h_H:4,-2.0812248208,0.0220075014
kinase:DMSO_0h_H:5,-1.2646875463,0.2475113713
kinase:DMSO_0h_H:6,-1.3198725850000002,0.0758223895
kinase:DMSO_0h_I:1,-0.1165639167,0.1715921553
kinase:DMSO_0h_I:2,0.0839837461,-0.2164755085
kinase:DMSO_0h_I:3,0.3724118568,0.13761111410000001
kinase:DMSO_0h_I:4,0.47857041710000003,-0.0235018521
kinase:DMSO_0h_I:5,-0.5412024704,-0.0619903355
kinase:DMSO_0h_I:6,-0.2771996328,-0.0072355733
kinase:pknD_T10_48h:1,-3.1583867740000002,-0.4313933439
kinase:pknD_T10_48h:2,-3.2051457543,-0.3240222091
kinase:pknD_T10_48h:3,-2.9389448013,-0.3699617651
kinase:pknL_T10_48h:1,-3.2195392032,-0.0498280102
kinase:pknL_T10_48h:2,-3.1827732972,-0.026704647800000002
kinase:pknL_T10_48h:3,-3.5729522061,-0.211734201
kinase:pknL_T4_48h:1,0.1162122195,0.1193559835
kinase:pknL_T4_48h:2,0.7709995364000001,0.14769260780000001
kinase:pknL_T4_48h:3,0.11991625580000001,0.0978363416
kinase:T10_12h_F:1,-3.1565534140000002,-0.0103258058
kinase:T10_12h_F:2,-3.2595649152,-0.0602109221
kinase:T10_12h_F:3,-3.1214112426,-0.0100096556
kinase:T10_12h_H:1,-3.8834904973,-0.5333212108000001
kinase:T10_12h_H:2,-4.4175179118,-0.6681062484
kinase:T10_12h_H:3,-4.2879377124,-0.7084153495000001
kinase:T10_12h_I:1,-2.2961121431000002,-0.5807651623
kinase:T10_12h_I:2,-2.1735036889,-0.0310827203
kinase:T10_24h_F:1,-4.8389293606,-0.1863529598
kinase:T10_24h_F:2,-5.148384894,-0.1562046868
kinase:T10_24h_F:3,-4.8088690186,-0.21175372380000002
kinase:T10_24h_H:1,-3.8536170129,-0.1644462932
kinase:T10_24h_H:2,-4.050533252,-0.3291671608
kinase:T10_24h_H:3,-4.4383570414,-0.5368472797
kinase:T10_24h_I:1,-2.74007136,-0.0260803793
kinase:T10_24h_I:2,-2.4419664983000002,-0.0274464767
kinase:T10_48h_F:1,-7.8350873099000005,-0.42811211590000003
kinase:T10_48h_F:2,-5.4912959396,-0.5221276824000001
kinase:T10_48h_F:3,-6.0703716186,-0.1957852183
kinase:T10_48h_H:1,-4.9509215884,-0.2044348808
kinase:T10_48h_H:2,-4.9219052887,-0.3648083147
kinase:T10_48h_H:3,-5.3799261674,-0.40424210250000003
kinase:T10_48h_I:1,-2.98773218,-0.0448458643
kinase:T10_48h_I:2,-3.2433324366,-0.0418031644
kinase:T10_48h_I:3,-3.1061989301,-0.0588654765
kinase:T4 _48h_H:1,0.0379082561,-0.3944367076
kinase:T4 _48h_H:2,0.15973350490000002,-0.33986869280000004
kinase:T4 _48h_H:3,0.1005128839,-0.4620647097
kinase:T4 20 _12h_I:1,3.3190273056,-0.036389238500000004
kinase:T4 20 _12h_I:2,3.2558928453,-0.0557304642
kinase:T4 20 _12h_I:3,3.0214882976,-0.0646622563
kinase:T4_12h_F:1,0.1308763064,-0.0367410056
kinase:T4_12h_F:2,-0.2427679752,-0.0441409766
kinase:T4_12h_F:3,-0.0728128999,-0.0118872106
kinase:T4_12h_H:1,0.1197025744,-0.4869913026
kinase:T4_12h_H:2,0.3765390207,-0.5516384297
kinase:T4_12h_H:3,1.0716557696,-0.3879061251
kinase:T4_24h_F:1,-0.2082388296,-0.054392517200000004
kinase:T4_24h_F:2,0.1428633771,-0.0809908696
kinase:T4_24h_F:3,-0.3311752183,-0.0833246953
kinase:T4_24h_H:1,1.2865190359,-0.14712485390000002
kinase:T4_24h_H:2,0.9429557115,-0.2882161022
kinase:T4_24h_H:3,1.483431042,-0.20974075050000002
kinase:T4_24h_I:1,3.4073064161,-0.1367684251
kinase:T4_24h_I:2,3.3104229353,-0.2988443605
kinase:T4_48h_F:1,-1.7224946107,-0.3225860418
kinase:T4_48h_F:2,-1.1885795971,-0.3678537331
kinase:T4_48h_F:3,-1.7661320913,-0.3864698863
kinase:T4_48h_I:1,2.0999614984,-0.5501460524
kinase:T4_48h_I:2,2.6869848749000003,-0.4697951677
kinase:T4_48h_I:3,2.4372337678,-0.3390768665
kinase:WT_T10_48h:1,-4.812715487,-0.4996370175
kinase:WT_T10_48h:2,-0.8933274672,-0.4586027273
kinase:WT_T10_48h:3,-0.2912939652,-0.43654805420000004
kinase:WT_T10_48h:4,-3.8162588895000003,-0.4215082953
kinase:WT_T10_48h:5,-3.6981361335000003,-0.46654616470000004
kinase:WT_T4_48h:1,0.8679719127000001,-0.591180608
kinase:WT_T4_48h:2,0.1916507298,-0.6645297059
kinase:WT_T4_48h:3,-0.08283221240000001,-0.6857955403
levofloxacin:control:1,-0.21614253200000003,-0.0121568448
levofloxacin:control:2,0.2101416322,-0.085796496
levofloxacin:control:3,0.0060008998,0.0979533407
levofloxacin:treated:1,1.2063714552,1.5667041239000001
levofloxacin:treated:2,1.4828560972,1.7508422661
levofloxacin:treated:3,1.3285221639,1.7045747075
linez:0_days_4:1,1.5793405125,-0.4041189257
linez:0_days_4:2,1.6649700958,-0.6765794354
linez:0_days_4:3,0.7486216872,-0.26755893140000003
linez:0_days_4:4,0.944487861,-0.6636758949
linez:0_days_control:1,0.5052016954,0.024732117600000002
linez:0_days_control:2,-0.4540682791,0.036272948900000004
linez:0_days_control:3,0.1983265028,-0.0916892708
linez:0_days_control:4,-0.2494599191,0.0306842043
linez:1_days_4:1,11.1336452543,0.0976025927
linez:1_days_4:2,10.8230613131,0.16147929
linez:1_days_4:3,11.6815897574,0.3847074467
linez:1_days_4:4,11.4008926851,0.17529344060000002
linez:1_days_control:1,-0.16201269240000002,0.057279813400000004
linez:1_days_control:2,-0.3781700623,0.0410451451
linez:1_days_control:3,-0.9366328196,0.1713098776
lipid:dextrose_exp:1,-0.2539039611,0.0333938271
lipid:dextrose_exp:2,0.2539039611,-0.0333938271
lipid:dextrose_hypo:1,0.45921592980000003,-0.0371859937
lipid:dextrose_hypo:2,3.2870123212999998,-0.10051617700000001
lipid:dextrose_stat:1,-4.7128791351,-0.3390320034
lipid:dextrose_stat:2,-4.7039774195,-0.29555169200000003
lipid:lipid_exp:1,-1.2382637556,-1.3761716985999999
lipid:lipid_exp:2,-1.3041066261,-1.8004081213
lipid:lipid_stat:1,-4.2390966823,-0.0439118582
lipid:lipid_stat:2,-5.1232070955,-0.1871685582
mcr11:mcr11_mutant:1,0.0012986521,-0.3082835675
mcr11:mcr11_mutant:2,0.7952636034,0.0577457441
mcr11:mcr11_mutant:3,0.8649225245000001,0.025212270000000002
mcr11:wt:1,0.1471963881,0.0313824368
mcr11:wt:2,-0.35405522980000004,-0.2868954173
mcr11:wt:3,0.20685884170000002,0.2555129805
miceAV_macro:24h_control:1,0.3003963384,0.2017757414
miceAV_macro:24h_control:2,-0.3092225623,-0.2542480326
miceAV_macro:24h_control:3,0.008826223900000001,0.0524722912
miceBMDM:inf02:1,2.3662762698,-0.9156561808
miceBMDM:inf02:2,2.0572110478,-1.0529821282
miceBMDM:inf02:3,1.8245735039,-1.1660022725
miceBMDM:inf24:1,-1.5692401455,-0.7387317646
miceBMDM:inf24:2,-1.0018862355,-0.4960054535
miceBMDM:inf24:3,-0.33939132110000003,-0.5009213111
miceBMDM:inf08:1,-0.7774701819000001,-0.9805157837
miceBMDM:inf08:2,-0.1574096043,-0.9455347838
miceBMDM:inf08:3,-1.1041466526,-0.8574268139000001
miceBMDM:no_inf02:1,0.156114585,-0.1752550202
miceBMDM:no_inf02:2,-0.1895297339,0.0310617281
miceBMDM:no_inf02:3,0.033415148900000004,0.1441932921
miceBMDM:no_inf24:1,2.1291631012,-0.4144744577
miceBMDM:no_inf24:2,2.4556315901,-0.10770149650000001
miceBMDM:no_inf24:3,2.7345448469,0.0416193497
miceBMDM:no_inf08:1,1.2915327076,-0.3408761784
miceBMDM:no_inf08:2,1.0696527828,-0.5309153772
miceBMDM:no_inf08:3,1.5269932071999999,-0.2665153151
miceNF:control:1,0.5955695961,-0.1173031318
miceNF:control:2,-0.5955695961,0.1173031318
miceNF:invivo:1,0.380031286,0.8887264008
miceNF:invivo:2,1.0325981344,0.9759914078
miceNF:invivo:3,0.7198727637,1.1353437813
mihF:mihF_mutant_atc:1,2.8806110586,2.0640555495
mihF:mihF_mutant_atc:2,1.7320192016,2.0250304541
mihF:mihF_mutant_no_atc:1,-2.2984341689,-1.0999060992
mihF:mihF_mutant_no_atc:2,-0.8798836722000001,-0.2083597345
mihF:wt_atc:1,-0.3209179877,-0.2171953131
mihF:wt_atc:2,-2.1399018036,-0.6755840200000001
mihF:wt_no_atc:1,-0.8272530810000001,-0.0857793948
mihF:wt_no_atc:2,0.8272530810000001,0.0857793948
mmpl3:mutant_no_ATC:1,0.3011876673,0.042009798200000004
mmpl3:mutant_no_ATC:2,-0.3011876673,-0.042009798200000004
mmpl3:mutant_with_ATC:1,6.1342061021,0.6279614322
mmpl3:mutant_with_ATC:2,6.9578460488000005,0.5531140457
mrsI:ko_iron_atc:1,-1.0835079555,0.0308737491
mrsI:ko_iron_atc:2,-0.0385490657,0.0451352194
mrsI:ko_iron_no_atc:1,-3.8285507229,0.6093579192
mrsI:ko_iron_no_atc:2,-3.2248197773,1.2352660421000001
mrsI:ko_ox_atc:1,-3.8535833451,1.3631074163
mrsI:ko_ox_atc:2,-3.6495608898,0.6904467003
mrsI:ko_ox_no_atc:1,-5.5614200972,0.17420978650000002
