,BSU__tRNA_84
LoTm_2,-0.22440000000000002
LoTm_3,-0.12350000000000001
HiOs_1,0.4208
HiOs_2,0.8609
HiOs_3,0.6105
BMM_1,0.3518
BMM_2,0.3386
BMM_3,0.0693
Heat_1,0.707
Heat_2,0.4913
Heat_3,0.321
Cold_1,1.0354
Cold_2,-0.1144
Cold_3,-0.0385
Etha_1,1.1247
Etha_2,0.553
Etha_3,0.8967
SMM_1,0.5464
SMM_2,0.6257
SMM_3,0.7488
Salt_1,0.7389
Salt_2,0.5668000000000001
Salt_3,-0.0949
Mt0_1,0.4218
Mt0_3,0.633
M0t45_1,-1.1057
M0t45_2,0.8775000000000001
M0t45_3,1.0461
M0t90_1,-0.1433
M0t90_2,1.2453
M0t90_3,-0.994
M40t45_1,-1.2828
M40t45_2,1.1258
M40t45_3,0.4223
M40t90_1,-0.5045000000000001
M40t90_2,-0.33140000000000003
M40t90_3,-0.44270000000000004
dia0_1,-0.887
dia0_2,-0.7568
dia0_3,0.1288
dia5_1,-0.1771
dia5_2,-0.44830000000000003
dia5_3,-0.7823
dia15_1,-0.3196
dia15_2,0.0792
dia15_3,-0.7323000000000001
Diami_1,-0.5739000000000001
Diami_2,-1.4558
Diami_3,-1.0589
Paraq_1,-0.6445000000000001
Paraq_2,1.4049
Paraq_3,-1.4952
H2O2_1,-0.9528000000000001
H2O2_2,-0.46430000000000005
H2O2_3,-0.6457
Oxctl_1,-1.0407
Oxctl_2,-0.1472
Oxctl_3,1.0348
GM-0.1_1,0.7854
GM-0.2_1,0.5332
GM+5_1,-0.4092
GM+15_1,1.0259
GM+25_1,-0.14930000000000002
GM+45_1,1.1614
GM+60_1,0.5174
GM+90_1,0.8098000000000001
GM+120_1,0.49460000000000004
GM+150_1,0.18630000000000002
GM-0.1_2,-0.273
GM-0.2_2,-0.13440000000000002
GM+5_2,-0.015
GM+10_2,0.8043
GM+15_2,0.6997
GM+25_2,0.6998000000000001
GM+45_2,-0.7557
GM+60_2,-0.6568
GM+90_2,0.3912
GM+150_2,-0.5897
GM-0.1_3,0.609
GM-0.2_3,0.0683
GM+5_3,0.561
GM+10_3,-1.2448000000000001
GM+15_3,0.9339000000000001
GM+25_3,0.0922
GM+45_3,-0.27080000000000004
GM+60_3,-0.2197
GM+90_3,-0.5384
GM+120_3,-0.0601
GM+150_3,-0.5576
MG-0.1_1,0.8664000000000001
MG+5_1,1.7287
MG+10_1,0.5928
MG+15_1,0.0097
MG+25_1,0.2076
MG+45_1,1.7322000000000002
MG+120_1,0.2136
MG+150_1,-0.21680000000000002
MG-0.1_2,-0.7661
MG-0.2_2,0.12390000000000001
MG+5_2,-0.0585
MG+10_2,0.3798
MG+15_2,0.6171
MG+25_2,0.5619000000000001
MG+45_2,-0.152
MG+60_2,-0.2975
MG+90_2,-0.0001
MG+120_2,-0.0036000000000000003
MG-0.1_3,0.7793
MG-0.2_3,0.5444
MG+5_3,0.040400000000000005
MG+10_3,0.31
MG+15_3,0.3336
MG+25_3,0.058300000000000005
MG+45_3,0.1495
MG+60_3,0.5028
MG+90_3,-0.1052
MG+120_3,-0.8542000000000001
MG+150_3,0.33430000000000004
