,A,RoxR
yhjH_knockout:PA_delyhjH:2,-2.102225879,-0.448589962
yhjH_knockout:PA_delwspF:1,-0.872276606,-0.6598294370000001
yhjH_knockout:PA_delwspF:2,2.106025827,-0.885384958
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-7.920148924,0.280063767
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-8.235381598,0.46764896400000006
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-7.611736032,0.48896076600000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-8.864511779,0.6134200230000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-2.324831325,0.19207875200000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-2.60972295,0.15045686700000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-1.722985654,0.043646516
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,6.657539929,-0.38618213700000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.093234357,0.35609018600000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,2.587314966,0.348550642
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.10550688500000001,0.063350892
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.391077571,0.021734728000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.496584456,-0.085085621
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.356814913,-0.24935124
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,7.756879005,0.497733686
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,7.804985882,0.40556493800000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.356814913,0.249351239
Lung_infection_transcriptome:PA01_LS1:1,-5.755287907,0.39065311500000005
Lung_infection_transcriptome:PA01_LS1:2,-5.663974459,0.583088951
Lung_infection_transcriptome:PA01_CS1:1,0.836071019,-0.08132897700000001
Lung_infection_transcriptome:PA01_CS1:2,-0.836071019,0.08132897700000001
Testosterone_treatment:Testosterone_Control:1,-0.679993782,0.08478857000000001
Testosterone_treatment:Testosterone_Control:2,0.679993782,-0.08478857000000001
Testosterone_treatment:Testosterone_2.5:1,-2.404066049,0.023743682000000002
Testosterone_treatment:Testosterone_2.5:2,-0.00740356,0.28427682
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,5.5641642010000005,-0.12872207100000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,6.130811568,-0.22794181100000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,3.963743809,0.264441071
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-2.682589927,-0.5491932620000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-3.082089364,-0.111071715
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-3.359785067,-0.08262820700000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,3.225520679,0.199251332
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,2.6891829,0.422625132
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,2.144360685,0.257241315
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-1.9146714180000002,-0.634079532
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-3.353303835,-0.116076518
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-2.791089011,-0.12896173
Dispersed_cells:PAO1_dispersed_wt:1,-0.06243601100000001,-0.037648343
Dispersed_cells:PAO1_dispersed_wt:2,0.06243601100000001,0.037648343
Dispersed_cells:PyhjH_dispersed:1,8.309389069,0.68033822
Dispersed_cells:PyhjH_dispersed:2,8.224501346,0.8019502420000001
Dispersed_cells:PA01_Planktonic:1,22.13385096,-1.209123473
Dispersed_cells:PA01_Planktonic:2,22.4005197,-1.036616061
Dispersed_cells:PAO1_Biofilm:1,5.005157927,-0.41434091700000003
Dispersed_cells:PAO1_Biofilm:2,4.038471457,-0.284582337
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,10.76194062,-0.18706123500000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,10.12974399,-0.048675142000000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,10.98639316,-0.074666595
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.081117697,-0.0058743960000000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.485863054,-0.004671472
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.5669807520000001,0.010545869000000001
gcsR_mutant:PAO1_rep_wt:1,0.127875542,0.042555336000000006
gcsR_mutant:PAO1_rep_wt:2,-0.127875542,-0.042555336000000006
gcsR_mutant:GcsR_rep:1,-1.8113716640000002,0.173278962
gcsR_mutant:GcsR_rep:2,-1.510015522,0.06132053
ampC_mutation:PA_Cef_taz_wt:1,-0.517788031,0.554469717
ampC_mutation:PA_mutS_Cef_taz:1,0.6768573250000001,0.42331352600000005
ampC_mutation:PA_mutS:1,0.209050792,0.035104858
ampC_mutation:PA_mutS:2,3.8923024010000002,-0.9555909100000001
ampC_mutation:PA_mutS:3,0.5889397660000001,0.36524950500000003
ampC_mutation:PA_Cef_taz_wt:2,0.517788031,-0.554469717
ampC_mutation:PA_mutS_Cef_taz:2,1.6621959290000001,0.132893156
ampC_mutation:PA_mutS:4,0.39165171200000004,-0.028301701000000002
ampC_mutation:PA_mutS:5,3.636228409,-2.020957701
ampC_mutation:PA_mutS:6,0.842737626,-0.482033755
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.879436674,-0.165978957
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.5311963660000001,0.005299258
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,3.578336111,-0.592321027
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.944712139,-1.1867326550000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.46644329900000003,-0.020052897
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.34753200300000003,0.138795315
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.596657737,0.041937281
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,2.183696564,0.23325709
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,1.615971464,0.29743027
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,1.537161845,0.170824796
n-alkanes_treatment:PA_alkane:1,7.352291792,-0.803781633
n-alkanes_treatment:PA_alkane:2,7.74137104,-0.77973524
n-alkanes_treatment:PA_Glycerol:1,1.4342888660000002,-0.305139412
n-alkanes_treatment:PA_Glycerol:2,-0.065487081,-0.41689382300000005
n-alkanes_treatment:PA_Glycerol:3,-1.3688017860000001,0.7220332340000001
Catabolise_Nucleic_Acids:L_asp:1,9.118425378,0.21519157
Catabolise_Nucleic_Acids:L_asp:2,9.982617914,0.11466121
Catabolise_Nucleic_Acids:DNA_1:1,1.430438552,-0.034463377
Catabolise_Nucleic_Acids:DNA_1:2,-2.745945427,0.09672881100000001
Catabolise_Nucleic_Acids:DNA_1:3,1.3155068760000002,-0.062265433
cysB_mutant:PAO1HH_wt:1,0.014404215000000001,-0.11431403100000001
cysB_mutant:PAO1HH_wt:2,-0.014404215000000001,0.11431403100000001
cysB_mutant:cysBHH:1,-7.878226552,0.696611512
cysB_mutant:cysBHH:2,-6.654700502,0.469897834
cysB_mutant:cysBHH:3,-7.65064908,0.738141648
ersA_knockout:delersA:1,-3.361192696,-0.26059978
ersA_knockout:delersA:2,-6.367244712,-0.290637884
ersA_knockout:wt_BHI:1,2.3882966530000003,0.479944433
ersA_knockout:wt_BHI:2,-2.3882966530000003,-0.479944433
Farnesol_treatment:RNA of 0-1F_L:1,-0.19112509800000002,-0.064152074
Farnesol_treatment:RNA of 0-1F_L:2,0.23629112800000002,-0.07358824
Farnesol_treatment:RNA of 0-1F_L:3,-0.04516603,0.137740313
Farnesol_treatment:RNA of 6-F_L1:1,0.29706618700000004,0.123591663
Farnesol_treatment:RNA of 6-F_L1:2,0.18157763700000001,-0.05586680300000001
Farnesol_treatment:RNA of 6-F_L1:3,0.473984691,-0.050246599999999995
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.78108597,0.038727173000000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.20237644200000002,-0.22190284200000002
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,9.078990713,0.315986961
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.7900886260000001,-0.170361278
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.21137909700000002,0.35353694700000005
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,7.690192686,0.25607823
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,1.9435492760000002,-0.263624344
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-1.9435492760000002,0.263624344
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.454653,-0.78433333
Metabolic_fitness_plasmid:PAO1_pAKD1:2,2.8873431050000002,-0.589773164
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,3.118975035,-0.28709859
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,4.613909074,-0.293609579
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.5742068770000001,0.07448848400000001
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-2.388877793,0.101633569
Metabolic_fitness_plasmid:PAO1_pBS228:1,-0.613851495,-0.137166807
Metabolic_fitness_plasmid:PAO1_pBS228:2,0.288977925,-0.035692317
Metabolic_fitness_plasmid:PAO1_RmS149:1,-1.752280615,-0.09619488400000001
Metabolic_fitness_plasmid:PAO1_RmS149:2,-2.681932292,-0.013130085000000001
mexZ_knockout:del_mexZ:1,-3.521717162,0.10364159
mexZ_knockout:del_mexZ:2,-1.381003614,-0.189674174
mexZ_knockout:del_mexZ:3,0.093516782,0.06778115500000001
mexZ_knockout:wt_LB:1,3.766619268,-0.085786414
mexZ_knockout:wt_LB:2,-1.233368424,-0.21251694100000001
mexZ_knockout:wt_LB:3,-2.533250844,0.298303355
Mucin_glycans:ABTGC:1,0.978545638,0.145344852
Mucin_glycans:ABTGC:2,1.50639057,0.19688165800000001
Mucin_glycans:ABTGC:3,-0.7249665110000001,-0.187872736
Mucin_glycans:ABTGC:4,-1.233882062,-0.057274579000000006
Mucin_glycans:ABTGC:5,-0.5260876360000001,-0.09707919500000001
Mucin_glycans:MUC5B:1,-8.539327317,0.792424408
Mucin_glycans:MUC5B:2,-7.670638911,1.028908765
Mucin_glycans:Glycans:1,0.798674372,0.424250791
Mucin_glycans:Glycans:2,-0.11760679900000001,0.245921043
NC_002516.2:Planktonic_total_RNA_Rep:1,1.645792356,-0.08930597200000001
NC_002516.2:Planktonic_total_RNA_Rep:2,0.187140198,0.013917484
NC_002516.2:Planktonic_total_RNA_Rep:3,-1.832932554,0.075388488
NC_002516.2:Biofilm_total_RNA_Rep:1,4.435237483,-0.911952744
NC_002516.2:Biofilm_total_RNA_Rep:2,3.970564847,-0.620907839
Zinc_treatment:PA_Zn:1,-1.0953469,0.139372252
Zinc_treatment:PA_Zn:2,-1.467670519,0.132935737
Zinc_treatment:PA_Zn:3,0.43124937700000004,0.10110669800000001
Zinc_treatment:PA_Zn_wt:1,0.14754482600000002,-0.017783188000000002
Zinc_treatment:PA_Zn_wt:2,-0.14754482600000002,0.017783188000000002
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.5473505120000001,-0.166545514
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.5473505120000001,0.166545514
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-4.214997398,0.5656164020000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-4.889182805,0.7732291130000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-5.251971057,0.8074717050000001
Paeru_PRECISE:CAMHB_wt:1,-7.187367926,0.26008717800000003
Paeru_PRECISE:CAMHB_wt:2,-5.801441176,-0.15683343100000002
Paeru_PRECISE:CAMHB_wt:3,-4.299001255,-0.24676697500000003
Paeru_PRECISE:CAMHB_wt:4,-3.144169182,-0.56904351
Paeru_PRECISE:M9glucAA_Pqt10:1,-3.645393123,0.333409045
Paeru_PRECISE:M9glucAA_Pqt10:2,-5.450613425,0.532921993
Paeru_PRECISE:M9glucAA_Pqt:1,-8.660454333,0.6987312360000001
Paeru_PRECISE:M9glucAA_Pqt:2,-8.605544975,0.67341518
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-9.982630135,0.749062895
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-10.45980878,0.77236888
Paeru_PRECISE:M9glucAA_NaCl:1,-3.642797987,-1.088875324
Paeru_PRECISE:M9glucAA_NaCl:2,-2.27236488,-1.280646527
Paeru_PRECISE:M9glucAA_NaCl:3,-2.268881802,-1.139770439
Paeru_PRECISE:CAMHB_wt:5,-0.5222658530000001,-0.7709587090000001
Paeru_PRECISE:CAMHB_wt:6,-1.43088107,-0.779509454
Paeru_PRECISE:LB_wt:1,-6.939384254,-1.155105952
Paeru_PRECISE:LB_wt:2,-5.085421793,-1.231549998
Paeru_PRECISE:M9glucAA_wt:1,-4.354705499,-0.086987805
Paeru_PRECISE:M9glucAA_wt:2,-6.446915305,0.357608238
Paeru_PRECISE:M9glucAA_lowpH:1,-5.922545147,0.13094803900000002
Paeru_PRECISE:M9glucAA_lowpH:2,-4.3897735430000004,-0.128148896
Paeru_PRECISE:M9glucAA_DPD:1,-2.661613296,0.267779367
Paeru_PRECISE:M9glucAA_DPD:2,-1.843932668,0.491240999
Paeru_PRECISE:M9sucAA_wt:1,-7.42489447,-0.7905594920000001
Paeru_PRECISE:M9sucAA_wt:2,-8.318461295,0.125723311
Paeru_PRECISE:M9glucAA_NaCl:4,-2.401999326,-1.138136968
Paeru_PRECISE:M9glucAA_NaCl:5,-1.796440076,-1.067770761
Paeru_PRECISE:M9sucAA_wt:3,-9.576002956,0.039587932
Paeru_PRECISE:M9sucAA_wt:4,-10.43467621,0.28540532
Paeru_PRECISE:R10LB_wt:1,-9.31572219,0.21749014600000002
Paeru_PRECISE:M9glucAA_NaCl:6,-0.782526535,-0.855154175
Paeru_PRECISE:M9glucAA_NaCl:7,-1.822165218,-1.065420209
Paeru_PRECISE:M9fructAA_wt:1,-0.9201704380000001,-0.6605840190000001
Paeru_PRECISE:M9fructAA_wt:2,-1.618639892,-0.636889129
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.14803754900000002,0.157780456
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.601793388,0.177668672
Paeru_PRECISE:M9pyruvAA_wt:1,-1.93396799,-1.039704851
Paeru_PRECISE:M9pyruvAA_wt:2,-2.128103809,-0.621772565
Paeru_PRECISE:M9fructAA_wt:3,4.269041221,-0.052826285
Paeru_PRECISE:M9fructAA_wt:4,4.680538136,0.050524973
Paeru_PRECISE:M9GlcNAcAA_wt:3,-1.177400979,-0.5725317999999999
Paeru_PRECISE:M9GlcNAcAA_wt:4,-4.507699897,-0.410354361
Paeru_PRECISE:M9glycAA_wt:1,-2.950540701,-0.70494978
Paeru_PRECISE:M9glycAA_wt:2,-2.775022629,-0.696120979
Paeru_PRECISE:M9pyruvAA_wt:3,-2.420467633,-1.166819644
Paeru_PRECISE:CAMHB_wt:7,-5.855231918,0.42980827800000004
Paeru_PRECISE:CAMHB_wt:8,-3.229555385,0.268126394
Paeru_PRECISE:R10LB_wt:2,-9.187601938,0.42623869900000005
Paeru_PRECISE:R10LB_wt:3,-7.815637785,0.212711589
Paeru_PRECISE:R10LB_wt:4,-8.168376009,0.877338685
Paeru_PRECISE:R10LB_wt:5,-5.442440499,0.63038935
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-0.24032865800000003,0.771626162
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,5.312134196,0.30822692100000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,4.792964475,0.11151746
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,5.27980585,-0.00105689
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,0.487610182,0.093575716
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,3.197584081,0.135009339
Paeru_PRECISE:M9sucAA_wt:5,-4.910927727,0.009713084
Paeru_PRECISE:M9sucAA_wt:6,-3.613997011,-0.46219909600000003
Paeru_PRECISE:R10LB_wt:6,-4.3485291,0.03578536
Paeru_PRECISE:R10LB_wt:7,-3.70006477,0.10551355100000001
Paeru_PRECISE:LB_wt:3,-6.199022007,0.31879846500000003
Paeru_PRECISE:LB_wt:4,-4.029002376,0.428647386
Paeru_PRECISE:R10LB_NaCl:1,-1.270467756,0.46907377100000003
Paeru_PRECISE:R10LB_NaCl:2,-5.963087371,0.41846924300000005
Paeru_PRECISE:M9glucAA_wt:3,4.309405583,-0.529671042
Paeru_PRECISE:M9glucAA_Zn:1,-9.372699764,-2.061313158
Paeru_PRECISE:M9glucAA_Cu:1,4.699294973,-2.067826353
Paeru_PRECISE:M9glucAA_NaOCl:1,4.892464253,-0.349719023
Paeru_PRECISE:M9GlcNAcAA_8:1,1.035921539,-0.465695483
Paeru_PRECISE:M9GlcNAcAA_8:2,-0.36028122900000004,-0.419678098
Paeru_PRECISE:M9GlcNAcAA_4:1,2.005994499,-0.576158959
Paeru_PRECISE:M9GlcNAcAA_4:2,-0.8708350340000001,-0.9805413110000001
Paeru_PRECISE:M9GlcNAcAA_2:1,8.50456044,0.646226427
Paeru_PRECISE:M9GlcNAcAA_2:2,2.054232083,-0.14959650500000002
Paeru_PRECISE:M9GlcNAcAA_1:1,5.979582064,0.38231885
Paeru_PRECISE:M9GlcNAcAA_1:2,2.694324665,-0.277349669
Paeru_PRECISE:M9glucAA_NaOCl:2,3.809608667,0.455265984
Paeru_PRECISE:M9glucAA_Cu:2,3.523305481,-1.763897234
Paeru_PRECISE:M9glucAA_Fe:1,4.082132714,0.09827785600000001
Paeru_PRECISE:M9glucAA_Fe:2,3.808117254,-0.188764913
Paeru_PRECISE:M9glucAA_Zn:2,3.745243499,-0.027191218000000003
Paeru_PRECISE:M9glucAA_wt:4,6.492215221,0.259050608
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,1.592851499,-1.133158899
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,2.176898806,-1.242822439
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,2.051661359,-1.006986448
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.010535407,-0.29206755
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.726183518,0.34371731
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.715648111,-0.051649759
relA-spoT_double-mutant:plank_WT_1:1,-0.165061632,0.084667904
relA-spoT_double-mutant:plank_WT_1:2,-0.252332822,-0.012029484
relA-spoT_double-mutant:plank_WT_1:3,0.417394453,-0.07263841900000001
relA-spoT_double-mutant:plank_rel-spot:1,-1.33412478,-0.8023412230000001
relA-spoT_double-mutant:plank_rel-spot:2,-1.105124191,-0.614509006
Rosmarinic_acid:PAO1-100UMRA:1,0.594239335,-0.175882919
Rosmarinic_acid:PAO1-100UMRA:2,0.940921797,-0.14428163500000002
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.42825487900000003,0.18587608700000002
Rosmarinic_acid:PAO1_DMSO_Control:2,0.15628143600000002,-0.025570603
Rosmarinic_acid:PAO1_DMSO_Control:3,0.27197344300000004,-0.160305485
Tf_toxin_expression:PAO1_WT:1,0.277595125,0.591321234
Tf_toxin_expression:PAO1_WT:2,-0.277595125,-0.5913212330000001
Tf_toxin_expression:PAO1_derfA:1,-0.822080475,0.527702717
Tf_toxin_expression:PAO1_derfA:2,0.143300016,0.578753869
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-2.071228143,0.46058816500000005
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-1.7696149600000002,0.49690062500000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,5.424833951,-0.657415305
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,8.144218237,-0.28646904500000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-0.715507085,0.7145835260000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,0.241624795,0.51266237
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,1.928900509,-0.219166101
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-1.928900509,0.219166101
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,3.707303143,-2.5847942010000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,5.154175548,-2.608101632
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,4.498232788,-1.575875086
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,4.583380569,-1.064319435
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.383534264,-0.059198591
natural_RNA_aptamers:PA_Water_rep_wt:2,0.383534264,0.059198591
natural_RNA_aptamers:PA_FMN_rep:1,-0.8628963460000001,-0.097297303
natural_RNA_aptamers:PA_FMN_rep:2,-0.153728937,-0.30808819200000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.376731132,-0.373742224
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-1.24682114,0.362065162
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-1.426985479,0.354545842
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,0.43914162100000004,-0.47171793700000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,0.261923152,-0.408537356
