,A,marR
single_carbon_source:mucic:2.0,0.14966757090000002,0.2201000328
single_carbon_source:tartarate:1.0,-0.1830831005,-1.2575259675
single_carbon_source:tartarate:2.0,-1.4967568266,-0.0827469069
ssrA_ssrB_TCS:ssrB_minus:1.0,0.5396854297,-0.1236523149
ssrA_ssrB_TCS:ssrB_minus:2.0,-0.057371821600000004,0.2072783268
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.4823136081,-0.0836260118
ssrA_ssrB_TCS:ssrB_plus:1.0,-2.0602874932,-0.1778739184
ssrA_ssrB_TCS:ssrB_plus:2.0,-2.7772189158,0.0799822982
ssrA_ssrB_TCS:ssrB_plus:3.0,-3.3080843181,0.2104087856
yedF:WT:1.0,0.5786984284000001,0.060322623400000004
yedF:WT:2.0,-0.5786984284000001,-0.060322623400000004
yedF:del_yedF:1.0,4.4669248454,-1.213141253
yedF:del_yedF:2.0,2.5299923407,-0.6125891695
yedF:del_yedF:3.0,2.2525056968,0.0182541554
14028S_paratyphiA:37C_stationary:1.0,3.3916163224,2.4120778685
14028S_paratyphiA:42C_log:1.0,0.900307241,0.7401166077
14028S_paratyphiA:37C_log:1.0,0.37073974060000003,-0.0677492479
14028S_paratyphiA:42C_log:2.0,-0.0126905857,0.6050515838
14028S_paratyphiA:37C_stationary:2.0,4.2903315045,2.8671167872
14028S_paratyphiA:37C_log:2.0,-0.37073974060000003,0.0677492479
7TF:hilC:1.0,-1.3532882631,-1.6037733963
7TF:del_hilD:1.0,1.08535981,0.4922060319
7TF:WT:1.0,-0.3974494555,-0.2513555673
7TF:hilD:1.0,-1.5530674286,-1.0843187515
7TF:WT:2.0,0.1044637368,-0.16081444420000002
7TF:del_sprB:1.0,1.4361150718,0.3005509973
7TF:del_rtsB:1.0,-0.7851928842,-0.4868788331
7TF:rtsA:1.0,-1.6686451828000002,-1.3741324631
7TF:del_invF:1.0,-0.26393426740000003,-0.0128143532
7TF:sprB:1.0,-1.9545730714,-1.6109613358
7TF:hilD:2.0,-3.2245911956,-1.7397381495
7TF:del_invF:2.0,-0.9139644713,-0.09655467770000001
7TF:del_rtsB:2.0,-1.2074858099,-0.4548102907
7TF:hilC:2.0,-1.331297338,-1.1859483728
7TF:WT:3.0,0.1787663722,0.39582285980000004
7TF:del_hilD:2.0,0.8833538854,0.5661745690000001
7TF:rtsA:2.0,-1.8154179864,-0.913155707
7TF:invF:1.0,-1.5250247682,-0.6237986126
7TF:invF:2.0,-1.7643125458000002,-1.8310973907
7TF:sprB:2.0,-4.2767203786,-2.3335658864
7TF:del_sprB:2.0,1.5068688680000002,0.2250015505
7TF:WT:4.0,0.1142193465,0.0163471517
MMC:del_rtcB_No treatment:1.0,0.0285850793,0.4176730927
MMC:WT_No_treatment:1.0,0.7009825889,-0.1511803605
MMC:WT_No_treatment:2.0,-0.3254729235,0.628021495
MMC:del_rtcR_No_treatment:1.0,-1.2453429811,-0.21143064860000002
MMC:del_rtcR_3mM_MMC:1.0,-0.3956888438,-0.0480331144
MMC:WT_No_treatment:3.0,-0.3755096654,-0.4768411346
MMC:del_rtcB_3mM_MMC:1.0,0.5507190972,0.8352388499000001
MMC:del_rtcB_3mM_MMC:2.0,0.4049016696,0.7481102256000001
MMC:del_rtcR_3mM_MMC:2.0,0.2424124383,0.2721925243
MMC:del_rtcR_3mM_MMC:3.0,0.1775552299,0.2996827494
MMC:del_rsr_No_treatment:1.0,-3.7464276830000003,-0.1419089048
MMC:del_rtcB_3mM_MMC:3.0,0.21678116290000002,0.5939651372
MMC:del_rtcR_No_treatment:2.0,0.0947729014,-0.0970126603
MMC:del_rsr_3mM_MMC:1.0,1.2650609285,0.9437477946
MMC:del_rtcB_No treatment:2.0,-0.1103206303,-0.1099896006
MMC:WT_3mM_MMC:1.0,1.540434118,0.9947982145
MMC:del_rsr_3mM_MMC:2.0,-0.051496561,0.6748735728
MMC:WT_3mM_MMC:2.0,0.8736225552,0.8490649495
MMC:del_rsr_No_treatment:2.0,0.0207174037,1.6914625632
MMC:del_rtcB_No treatment:3.0,0.5918627350000001,0.1755727912
MMC:del_rsr_No_treatment:3.0,-0.0042127292,0.4610058897
Nontyphoidal_comparisons:rep:1.0,-1.0301968865,-0.1264144054
Nontyphoidal_comparisons:rep:2.0,1.9342923056,0.1988905268
Nontyphoidal_comparisons:rep:3.0,-0.9040954191,-0.0724761213
araC:delta_araC_LB:1.0,0.870614471,0.3874868643
araC:WT_LB:1.0,1.1704444429,0.21190169620000002
araC:WT_LB:2.0,-1.1704444429,-0.21190169620000002
araC:delta_araC_LB:2.0,0.2994847755,0.0775824975
csgD:WT_planktonic_TP1:1.0,7.062440098e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,0.768577819,-1.123994208
csgD:WT_aggregate_TP2:1.0,0.8565179191000001,-2.2022793559
csgD:del_csgD_planktonic_TP1:1.0,-1.4076570805,-0.8783960599
csgD:WT_planktonic_TP3:1.0,3.4354220795,-1.1376106832
csgD:del_csgD_planktonic_TP3:1.0,3.3600806866,-0.49429420420000003
csgD:WT_planktonic_TP2:1.0,1.9049792405,-0.5176022403
csgD:WT_aggregate_TP3:1.0,1.1590057542,-1.8877187902
csgD:PcsgD_planktonic_lux_TP1:1.0,-0.0328569692,-0.0944685371
csgD:PcsgD_planktonic_lux_TP4:1.0,3.4055940963999998,0.2882648231
csgD:PcsgD_aggregate_lux_TP3:1.0,2.3596244452,-1.3922137828
csgD:PcsgD_planktonic_lux_TP2:1.0,1.6784743067,-0.0012294830000000002
csgD:PcsgD_planktonic_lux_TP3:1.0,3.0514893933,-1.2386725925
csgD:del_csgD_planktonic_TP4:1.0,1.2761919206,-1.4010727189
csgD:WT_aggregate_TP4:1.0,4.2959357623,-1.4178765163
csgD:PcsgD_aggregate_lux_TP4:1.0,4.5350444201,-0.0044090693
csgD:PcsgD_aggregate_lux_TP2:1.0,0.2661412178,-2.0073009674
csrA:10min_LB_csrA:1.0,2.0519564716,-2.1242182622
csrA:10min_LB_WT:1.0,0.8963073852000001,-2.6808341511
csrA:2.5min_LB_csrA:1.0,1.9152495277,-1.8622596188
csrA:5min_mLPM_WT:1.0,-1.7413903080000002,-0.6821969003
csrA:15min_mLPM_csrA:1.0,-1.5465539480000001,-0.22135636790000002
csrA:5min_LB_WT:1.0,0.7495278382,-2.610624954
csrA:2.5min_LB_WT:1.0,-0.6564748901,-2.0733269074
csrA:0min_LB_WT:1.0,0.13629140780000001,-0.1101878423
csrA:15min_LB_WT:1.0,1.5291137148,-2.4000010537
csrA:0min_mLPM_WT:1.0,-1.3096559366,1.6757764398
csrA:15min_LB_csrA:1.0,1.9092393254000002,-1.2409961559
csrA:15min_mLPM_WT:1.0,-2.9058953259,-0.3152147285
csrA:15min_LB_csrA:2.0,0.5236918987,-3.1514651452
csrA:0min_mLPM_WT:2.0,-1.097723386,1.4050188612
csrA:0min_LB_csrA:1.0,2.7950724798,0.6664788889000001
csrA:15min_LB_WT:2.0,-0.1137338817,-3.1514651452
csrA:15min_mLPM_WT:2.0,-3.1293981674,-0.15454331070000002
csrA:5min_LB_WT:2.0,0.1156291635,-2.4888911154
csrA:5min_mLPM_WT:2.0,-1.8400898154,-0.7685106599
csrA:2.5min_LB_WT:2.0,-0.660358275,-2.1780202702
csrA:5min_mLPM_csrA:1.0,-3.4468995856,-2.0921137411
csrA:0min_LB_csrA:2.0,2.9757504429,0.6262085922
csrA:15min_mLPM_csrA:2.0,-2.0274141771,-0.40882637120000004
csrA:5min_mLPM_csrA:2.0,-2.9396249257,-0.5890105714
csrA:10min_LB_WT:2.0,2.4450568319,-2.1214507755
csrA:0min_LB_WT:2.0,-0.13629140780000001,0.1101878423
csrA:5min_LB_csrA:1.0,1.4829842619,-2.8576022163
csrA:10min_mLPM_csrA:1.0,-2.3200382927,-1.051156405
csrA:10min_mLPM_csrA:2.0,-2.4022341299,-1.0236570137
csrA:5min_LB_csrA:2.0,2.1860967527,-2.3043867154
csrA:2.5min_LB_csrA:2.0,1.5225134061999999,-1.9596075126999999
csrA:10min_LB_csrA:2.0,2.0925933905,-2.0991942169
flagellum:ΔSTM14_1829 :1.0,0.5975032654,-0.3121136123
flagellum:ΔSTM14_1829 :2.0,0.6432512385,-0.38631186230000003
flagellum:WT:1.0,0.1252655522,0.2208686429
flagellum:WT:2.0,0.036779459,-0.0808270302
flagellum:ΔSTM14_1829 :3.0,-0.3185665988,-0.9380544275
flagellum:WT:3.0,-0.1620450112,-0.1400416127
fliA:del_rpoF:1.0,0.5433196972000001,0.0830923517
fliA:WT:1.0,0.0141300676,-0.21280648800000002
fliA:del_rpoF:2.0,0.7792597105,0.4570343618
fliA:WT:2.0,-0.0141300676,0.21280648800000002
mgtC:empty_pUH21:1.0,-0.31296955460000003,0.2621016585
mgtC:pUH_mgtC:1.0,-0.0973194213,-0.4018057846
mgtC:empty_pUH21:2.0,0.31296955460000003,-0.2621016585
mgtC:pUH_mgtC:2.0,-0.4138933017,-0.49706342000000003
mgtCBR:empty_pBAD18:1.0,0.0321127769,0.1242132804
mgtCBR:mgtC_pBAD113:1.0,-0.004501016300000001,-0.6046398965
mgtCBR:empty_pBAD18:2.0,-0.0321127769,-0.1242132804
mgtCBR:mgtC_pBAD113:2.0,-0.58569097,-1.091151523
novobiocin:100_Novobiocin_60min:1.0,-1.8730976451,0.6530051773000001
novobiocin:500_Novobiocin_60min:1.0,-1.5252641437999999,0.9104744614
novobiocin:0_Novobiocin_60min:1.0,-6.3391335625,-2.13279309
novobiocin:0_Novobiocin_0min:1.0,-0.21908417360000002,-0.1873732841
novobiocin:100_Novobiocin_60min:2.0,-1.462281863,0.7166741525
novobiocin:0_Novobiocin_10min:1.0,-2.3939906182,0.8469965305
novobiocin:500_Novobiocin_20min:1.0,-2.3766955244,0.6366003587
novobiocin:0_Novobiocin_20min:1.0,-3.4527057189,0.8260643729
novobiocin:0_Novobiocin_60min:2.0,-5.9926637640000004,-2.0791092849
novobiocin:0_Novobiocin_10min:2.0,-2.6300633104,0.5533746412
novobiocin:500_Novobiocin_60min:2.0,-1.4006922975,1.0736878892
novobiocin:0_Novobiocin_60min:3.0,-6.2064348676,-2.203933695
novobiocin:500_Novobiocin_10min:1.0,-1.3117887161000001,-0.6516632105
