,A,sigD
delam:0_days_control:1,-1.3474673997,-0.048134013
delam:0_days_control:2,2.6878971112,-0.0095570227
delam:0_days_control:3,0.1148790246,-0.0300070805
delam:0_days_control:4,-1.455308736,0.08769811620000001
delam:1_days_.09:1,-0.0694448953,0.0615443488
delam:1_days_.09:2,-0.28275197290000004,-0.1833183442
delam:1_days_.09:3,-0.4463773243,-0.1929854282
delam:1_days_.09:4,-0.246172472,-0.07355853180000001
delam:1_days_control:1,-0.7344682612,-0.0049488429
delam:1_days_control:2,-2.4109951496,0.0545608751
delam:1_days_control:3,-0.0832636253,-0.0284746778
delam:1_days_control:4,-2.2770519883,0.1701489346
dg_inh:both:1,0.1967185964,1.1643379170000001
dg_inh:both:2,-0.41188294950000004,0.9296966089
dg_inh:both:3,-0.1154433093,1.1155957754
dg_inh:dg:1,-0.8039771996,0.9098896777000001
dg_inh:dg:2,-1.4556567731,0.8730117248
dg_inh:dg:3,0.4356292491,0.7213049343
dg_inh:DMSO:1,0.43441768420000004,-0.050011400500000004
dg_inh:DMSO:2,-0.1944150725,0.0119048942
dg_inh:DMSO:3,-0.2400026117,0.0381065063
dg_inh:inh:1,-0.3552002604,1.0483535714
dg_inh:inh:2,-0.40333145610000004,1.0466346536
dg_inh:inh:3,0.35331497570000003,1.3312200518
dormancy:dormant_20d_rifampicin:1,4.0242059898,-0.5851203392000001
dormancy:dormant_20d_rifampicin:2,3.8849056306,-0.6403893922
dormancy:dormant_20d_rifampicin:3,4.4317710899,-0.3902267733
dormancy:dormant_no_treatment:1,-3.4885863952,-0.1905216854
dormancy:dormant_no_treatment:2,-0.234695493,-0.18711656810000002
dormancy:dormant_no_treatment:3,3.7232818882,0.37763825360000003
eccE1:control:1,-0.3354791004,-0.0319352947
eccE1:control:2,0.3354791004,0.0319352947
eccE1:delta_eccE1:1,0.5299630618,-0.058575443000000005
eccE1:delta_eccE1:2,1.3059168623000001,0.014945356000000002
eccE1:delta_eccE1_eccE1_HA_comp:1,-4.9745145457,-0.2398348035
eccE1:delta_eccE1_eccE1_HA_comp:2,-4.3501763637,0.060017821000000006
eccE1:delta_eccE1_empty_vector:1,0.0226825667,0.36252524880000003
eccE1:delta_eccE1_empty_vector:2,-1.2324050778,0.2072495718
eccE1:delta_eccE1_myc_p1_HA_comp:1,-2.1293395617,0.2547101205
eccE1:delta_eccE1_myc_p1_HA_comp:2,-3.2934849655000002,0.2516964367
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-1.8479002654,0.3968488774
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-4.1846930148,-0.0062492882000000005
emb:0_days_2.45:1,-2.5724492261,0.067062779
emb:0_days_2.45:2,1.4322868686999999,0.1707088839
emb:0_days_2.45:3,-3.2562401633,-0.06243458700000001
emb:0_days_2.45:4,0.3080080136,0.2332161412
emb:0_days_control:1,-0.6388177763,-0.204995522
emb:0_days_control:2,0.7462219058,0.0883695384
emb:0_days_control:3,0.7617020961000001,0.1479138617
emb:0_days_control:4,-0.8691062256000001,-0.0312878781
emb:1_days_2.45:1,-1.8692250330000002,0.5481706854
emb:1_days_2.45:2,-3.9369215252,0.5083654743
emb:1_days_2.45:3,-2.8347061913,0.4739608085
emb:1_days_2.45:4,-0.9503869961,0.6093440555
emb:1_days_control:1,-2.4226857162,0.4546159999
emb:1_days_control:2,-0.9756058749000001,0.4858929155
emb:1_days_control:3,1.8117665622999999,0.5998502058
emb:1_days_control:4,-3.4551021761,0.4867993868
espL:ko:1,-0.08620841530000001,-0.0591335148
espL:ko:2,0.5021742682,0.0556145529
espL:wt:1,-0.20139061260000002,-0.1084728388
espL:wt:2,0.20139061260000002,0.1084728388
esx_1:ko:1,-0.9981043561,0.43105883500000003
esx_1:ko:2,0.5695090206,0.0995687388
esx_1:wt:1,-0.11197394490000001,0.0970675927
esx_1:wt:2,0.32448639900000004,-0.0177601012
esx_1:wt:3,-0.2125124542,-0.07930749150000001
genotoxic:control:1,1.31333592,-0.027333064
genotoxic:control:2,-1.31333592,0.027333064
genotoxic:growth_supplement:1,-0.0409237737,0.6671573647
genotoxic:growth_supplement:2,-3.0853365377,0.3292024203
growth:tss_expnt:1,-2.9597611361,-0.7680858359
growth:tss_expnt:2,3.0333426702,-0.18321862660000002
growth:tss_expnt:3,1.7177334495,-0.4203907508
growth:tss_starved:1,-0.6424051988,0.5564614889
growth:tss_starved:2,1.3681310425,0.44541341370000004
growth:tss_starved:3,1.9044790272,0.9334210359
growth:wt_expn:1,-0.33435630450000003,0.0620827159
growth:wt_expn:2,0.32478236580000003,0.2054677165
growth:wt_expn:3,0.0095739388,-0.2675504324
hs2:treated:1,-0.2395412738,0.17358189000000002
hs2:treated:2,-0.1167507462,0.22532473300000003
hs2:treated:3,1.4257958559000001,0.1610911412
hs2:untreated:1,-2.5982906131,0.020480423
hs2:untreated:2,0.579998054,-0.0326795332
hs2:untreated:3,2.0182925591,0.0121991102
hypoxia:000h_.81_DO:1,-1.023498232,-0.1054841391
hypoxia:000h_.81_DO:2,0.3085924667,-0.1369721522
hypoxia:000h_.81_DO:3,0.7149057653,0.24245629130000002
hypoxia:017h_.57_DO:1,-1.6314064035,0.2649206168
hypoxia:017h_.57_DO:2,-3.5301484564,0.5361703965
hypoxia:017h_.57_DO:3,-0.0860272958,0.0711637151
hypoxia:023h_.42_DO:1,-14.4458800168,0.6217925439
hypoxia:023h_.42_DO:2,-6.4268397927,0.8775784559
hypoxia:040h_.11_DO:1,1.5370280931,0.9198343386000001
hypoxia:040h_.11_DO:2,1.7826079113,1.0071224363
hypoxia:041h_.09_DO:1,-7.0484324334,0.8449963874
hypoxia:041h_.09_DO:2,-1.2349440047,0.7659251563
hypoxia:041h_.09_DO:3,-0.1370352473,0.7969073905
hypoxia:042h_.07_DO:1,3.3015042206,0.9746968244
hypoxia:042h_.07_DO:2,-9.7959354056,0.6122999975
hypoxia:043h_.06_DO:1,2.008571614,0.9954436041
hypoxia:043h_.06_DO:2,5.3294139928,1.0233919408
hypoxia:043h_.06_DO:3,2.5505527587,0.9017135131
hypoxia:044h_.04_DO:1,-5.5433979087,0.928234357
hypoxia:044h_.04_DO:2,-3.9787021135,0.9640615408000001
hypoxia:044h_.04_DO:3,-1.9995805648,0.7753586993
hypoxia:047h_0_DO:1,4.9985972522,0.5420212922000001
hypoxia:047h_0_DO:2,-4.5848574098,1.1964707128
hypoxia:047h_0_DO:3,-1.2977186011000001,0.9786119413000001
hypoxia:049h_0_DO:1,7.6089770877,1.9440914175000001
hypoxia:049h_0_DO:2,4.6468736041,1.7780324604
hypoxia:049h_0_DO:3,4.2166229291,1.8975268866000001
hypoxia:050h_0_DO:1,8.3774836768,2.1862744956
hypoxia:050h_0_DO:2,8.0488933266,1.8074968541
hypoxia:050h_0_DO:3,-3.3612158628,2.1026382928
hypoxia:052h_0_DO:1,8.4738766415,2.3172115784000002
hypoxia:052h_0_DO:2,3.352442707,2.1561782586
hypoxia:052h_0_DO:3,8.7910697758,2.3325166531
hypoxia:054h_0_DO:1,4.848958845,1.7219651458
hypoxia:054h_0_DO:2,3.6730312338,1.6599683859
hypoxia:054h_0_DO:3,2.1880382647,1.4181263305
hypoxia:054h_0_DO:4,2.5414352241,1.6039482513999999
hypoxia:054h_0_DO:5,7.7709112711,2.0447820171
hypoxia:070h_0_DO:1,9.1702627733,0.4849891807
hypoxia:070h_0_DO:2,3.9667618588,0.16382665300000002
hypoxia:088h_0_DO:1,5.8863906215,0.2549701914
hypoxia:088h_0_DO:2,6.1722212603,-0.14520182980000002
hypoxia:114.5h_.04_DO:1,0.3420235636,-0.018538811000000002
hypoxia:114.5h_.04_DO:2,1.3984516423,0.2912988205
hypoxia:114.5h_.04_DO:3,1.069671015,0.7469578455
hypoxia:115h_.06_DO:1,4.0315887598,0.41697591850000004
hypoxia:115h_.06_DO:2,1.7156245985,-0.4528093078
hypoxia:115h_.06_DO:3,1.1715447535,-0.0344645694
hypoxia:116h_.11_DO:1,2.2559778801,0.0985450585
hypoxia:116h_.11_DO:2,4.3402321676,-0.11936393240000001
hypoxia:116h_.11_DO:3,2.5705013625,-0.37937559790000003
hypoxia:120h_.47_DO:1,1.7599744935000001,-1.3504606096
hypoxia:120h_.47_DO:2,-2.0813313076,-1.5518211395
hypoxia:120h_.47_DO:3,5.7504852419,-1.0931556433
kinase:DMSO_0h_F:1,3.3983030717,-0.039926045800000004
kinase:DMSO_0h_F:2,3.4266508196,-0.14734574420000002
kinase:DMSO_0h_F:3,2.6589285149,0.0487998206
kinase:DMSO_0h_H:1,1.8852993123,-0.09598450780000001
kinase:DMSO_0h_H:2,-0.0989924341,-0.1019204976
kinase:DMSO_0h_H:3,-0.9244553710000001,-0.0322878125
kinase:DMSO_0h_H:4,-1.013097145,-0.0039014531
kinase:DMSO_0h_H:5,1.7099623212,-0.035465229800000005
kinase:DMSO_0h_H:6,0.032387876,-0.1080742623
kinase:DMSO_0h_I:1,0.3923769582,0.1665840365
kinase:DMSO_0h_I:2,1.5819483524,-0.0210532806
kinase:DMSO_0h_I:3,-0.5410725429000001,-0.0382233736
kinase:DMSO_0h_I:4,0.5115029833,-0.31390034840000003
kinase:DMSO_0h_I:5,-0.7784118951,0.0937277962
kinase:DMSO_0h_I:6,-1.1663438560000001,0.1128651699
kinase:pknD_T10_48h:1,2.353473257,-0.3392838627
kinase:pknD_T10_48h:2,3.9759829944,-0.3960186564
kinase:pknD_T10_48h:3,3.0732131948,-0.39259513760000003
kinase:pknL_T10_48h:1,1.6783577427,-0.4075760704
kinase:pknL_T10_48h:2,2.5660476763,-0.5008324241000001
kinase:pknL_T10_48h:3,3.107389696,-0.3694067129
kinase:pknL_T4_48h:1,-1.2483486623,-0.46310894210000003
kinase:pknL_T4_48h:2,0.6418499214000001,-0.6061727635
kinase:pknL_T4_48h:3,-1.1289235243,-0.6563777904
kinase:T10_12h_F:1,4.0183906206,-0.1837109963
kinase:T10_12h_F:2,3.2195250065,-0.0999965954
kinase:T10_12h_F:3,4.1860395812,-0.1171879246
kinase:T10_12h_H:1,-2.7245352528,-0.3402366278
kinase:T10_12h_H:2,-2.2741978199,-0.20228397050000002
kinase:T10_12h_H:3,-2.6696805313,-0.3043865644
kinase:T10_12h_I:1,-2.2314411361,-0.31938942130000003
kinase:T10_12h_I:2,-0.0871086152,-0.4657726822
kinase:T10_24h_F:1,3.194650682,-0.2501032596
kinase:T10_24h_F:2,1.562092372,-0.3324901669
kinase:T10_24h_F:3,3.2916499531,-0.186425738
kinase:T10_24h_H:1,3.0125595427,-0.4069616089
kinase:T10_24h_H:2,1.7144179119,-0.3094791381
kinase:T10_24h_H:3,-0.3356617508,-0.3411096172
kinase:T10_24h_I:1,0.47582138970000004,-0.6048172472000001
kinase:T10_24h_I:2,2.0784677966,-0.5983195386
kinase:T10_48h_F:1,4.4132104261,-0.22963551910000002
kinase:T10_48h_F:2,2.1803701026,-0.7535241453
kinase:T10_48h_F:3,2.5641436755,-0.4624269957
kinase:T10_48h_H:1,1.5541942881000002,-0.4689150822
kinase:T10_48h_H:2,1.1169414296,-0.5418105024000001
kinase:T10_48h_H:3,2.5811176325,-0.208318515
kinase:T10_48h_I:1,2.0796172355,-0.8086828991
kinase:T10_48h_I:2,2.9620968552,-0.7208130749
kinase:T10_48h_I:3,1.8593328789,-0.7962775656000001
kinase:T4 _48h_H:1,3.0123149793,0.3235914332
kinase:T4 _48h_H:2,3.3537381667,0.41773036820000004
kinase:T4 _48h_H:3,1.7852343196,0.2992027007
kinase:T4 20 _12h_I:1,0.8641057411,-0.28837212830000003
kinase:T4 20 _12h_I:2,-0.282240053,-0.29538668020000003
kinase:T4 20 _12h_I:3,0.0507095169,-0.1968400521
kinase:T4_12h_F:1,4.1454851292,0.6489805074
kinase:T4_12h_F:2,4.00332467,0.6062571546000001
kinase:T4_12h_F:3,3.5267346488999998,0.6117439395000001
kinase:T4_12h_H:1,-3.4937028941,0.5329903180000001
kinase:T4_12h_H:2,-3.1330892074,0.5110384024
kinase:T4_12h_H:3,-1.8200307414,0.3586746635
kinase:T4_24h_F:1,3.0350278192,0.9218005504000001
kinase:T4_24h_F:2,3.6196661554,1.0465579667
kinase:T4_24h_F:3,3.8276376496999998,0.8811948740000001
kinase:T4_24h_H:1,2.5952778793,0.6852058252000001
kinase:T4_24h_H:2,-0.2521744415,0.6026023004000001
kinase:T4_24h_H:3,2.1804889033,0.7631796061
kinase:T4_24h_I:1,1.1035063303000001,0.0522667683
kinase:T4_24h_I:2,0.5789549745,0.0081778512
kinase:T4_48h_F:1,4.2471272979,0.5645734034000001
kinase:T4_48h_F:2,3.2563994754,0.4047697939
kinase:T4_48h_F:3,3.9294727176,0.3391501978
kinase:T4_48h_I:1,0.2007517324,-0.5801427064
kinase:T4_48h_I:2,1.278070713,-0.22045408390000001
kinase:T4_48h_I:3,0.9566361392,-0.38853795420000004
kinase:WT_T10_48h:1,1.4609611675,-0.1270018047
kinase:WT_T10_48h:2,0.0479818485,-0.08438122220000001
kinase:WT_T10_48h:3,0.19110541450000001,-0.1605993033
kinase:WT_T10_48h:4,2.0906486416,-0.1425719873
kinase:WT_T10_48h:5,3.1656953131,-0.2254301666
kinase:WT_T4_48h:1,1.5694273936,0.4090777159
kinase:WT_T4_48h:2,1.4827584677,0.49897454550000003
kinase:WT_T4_48h:3,1.5575705332,0.34997055380000003
levofloxacin:control:1,-0.0028471633000000003,0.0016646138
levofloxacin:control:2,0.3661661498,0.11650375830000001
levofloxacin:control:3,-0.3633189865,-0.1181683721
levofloxacin:treated:1,-4.3693623775,0.5749724608
levofloxacin:treated:2,-5.3537742784,0.8721209807
levofloxacin:treated:3,-7.4214788874,0.8215183953
linez:0_days_4:1,3.2482519279,-1.1329708651
linez:0_days_4:2,2.5365134578,-1.1608954931
linez:0_days_4:3,0.6666226799,-0.9777292645000001
linez:0_days_4:4,0.7353003392,-1.0637337226
linez:0_days_control:1,0.8881926196000001,-0.0056906311
linez:0_days_control:2,-0.29561579320000003,0.0310955225
linez:0_days_control:3,0.2572774875,-0.0007706536
linez:0_days_control:4,-0.8498543139,-0.0246342378
linez:1_days_4:1,-0.8150008038000001,-0.7896998698000001
linez:1_days_4:2,-0.6874544446,-0.6256532722
linez:1_days_4:3,-0.20635910910000002,-0.8670994402000001
linez:1_days_4:4,0.4412673787,-0.7207199305
linez:1_days_control:1,-0.6638271489,-0.20809680690000001
linez:1_days_control:2,-1.3228957771,-0.0567234555
linez:1_days_control:3,-2.0688260327,-0.268677479
lipid:dextrose_exp:1,-0.7577662466,0.0246600847
lipid:dextrose_exp:2,0.7577662466,-0.0246600847
lipid:dextrose_hypo:1,-0.4729617935,-1.4487585718
lipid:dextrose_hypo:2,1.7432465049,-0.7425708344
lipid:dextrose_stat:1,8.916123557,-3.0911733346
lipid:dextrose_stat:2,9.5353414154,-3.178351292
lipid:lipid_exp:1,7.0709221363,-0.3030144986
lipid:lipid_exp:2,7.4094232831,-0.741047152
lipid:lipid_stat:1,9.8835488094,-1.2697918678
lipid:lipid_stat:2,11.1893696415,-1.5984647504
mcr11:mcr11_mutant:1,-0.4086301585,0.24437110450000002
mcr11:mcr11_mutant:2,1.3063836814,0.0328431271
mcr11:mcr11_mutant:3,1.5499723918,-0.0199000236
mcr11:wt:1,0.43294777900000003,-0.043951459500000005
mcr11:wt:2,-1.2408071443,0.0978145577
mcr11:wt:3,0.8078593653,-0.0538630983
miceAV_macro:24h_control:1,0.0290759423,0.0419972642
miceAV_macro:24h_control:2,-1.6180232052,-0.010415622000000001
miceAV_macro:24h_control:3,1.5889472629,-0.0315816422
miceBMDM:inf02:1,0.36978940590000003,-0.9767492078000001
miceBMDM:inf02:2,3.9860839467,-0.8969169666000001
miceBMDM:inf02:3,-0.20390886360000002,-0.9315110229
miceBMDM:inf24:1,1.3220725994,-0.7059788251
miceBMDM:inf24:2,2.4353426137,-0.38160014600000003
miceBMDM:inf24:3,2.6480287322000002,-0.5755051668
miceBMDM:inf08:1,0.9895802392,-0.1868232728
miceBMDM:inf08:2,1.5920093533,-0.4801781336
miceBMDM:inf08:3,2.490365365,-0.5982057665
miceBMDM:no_inf02:1,0.101100691,-0.1022680854
miceBMDM:no_inf02:2,-0.2766564133,0.0932302915
miceBMDM:no_inf02:3,0.1755557223,0.009037794
miceBMDM:no_inf24:1,-3.2748281206,0.1470836768
miceBMDM:no_inf24:2,-0.0842425381,0.1259714711
miceBMDM:no_inf24:3,-1.6239384546,0.199568021
miceBMDM:no_inf08:1,-1.2041565923,-0.3436444189
miceBMDM:no_inf08:2,-2.2460893839000002,-0.3275192556
miceBMDM:no_inf08:3,-0.2288105872,-0.3450794512
miceNF:control:1,-1.4460265152,-0.1098097455
miceNF:control:2,1.4460265152,0.1098097455
miceNF:invivo:1,-6.4160058265,0.8248168775
miceNF:invivo:2,-2.3860385461,0.693758088
miceNF:invivo:3,-3.2248835847,0.7284518753
mihF:mihF_mutant_atc:1,2.0233237819,1.6144893429
mihF:mihF_mutant_atc:2,3.471830346,1.2387827073
mihF:mihF_mutant_no_atc:1,1.4439516021,0.3115895603
mihF:mihF_mutant_no_atc:2,0.2522206054,0.2128371108
mihF:wt_atc:1,-0.2390781821,0.1972588583
mihF:wt_atc:2,0.5554733677,-0.3086834785
mihF:wt_no_atc:1,-1.5493411114,-0.4478736159
mihF:wt_no_atc:2,1.5493411114,0.4478736159
mmpl3:mutant_no_ATC:1,1.2598557352,0.0229907324
mmpl3:mutant_no_ATC:2,-1.2598557352,-0.0229907324
mmpl3:mutant_with_ATC:1,7.8005705817,-0.030879632
mmpl3:mutant_with_ATC:2,4.6734216825,0.1291294305
mrsI:ko_iron_atc:1,-0.8273859005,-0.21113561600000003
mrsI:ko_iron_atc:2,-0.9495541572,-0.2931747963
mrsI:ko_iron_no_atc:1,1.4318421169,-2.4706877694
mrsI:ko_iron_no_atc:2,0.7611082622,-2.203404204
mrsI:ko_ox_atc:1,1.2828158872,-2.2401968972
mrsI:ko_ox_atc:2,2.9599860077,-2.4914811314
mrsI:ko_ox_no_atc:1,-1.8296771762000001,-1.5346694684000002
mrsI:ko_ox_no_atc:2,1.7203565848,-1.9283742017
mrsI:ko_sds_atc:1,0.8957933098,-1.9339089315
mrsI:ko_sds_atc:2,-0.1021303763,-1.7770831469
