,A,birA
efflux_inhibition:PABN:3.0,8.7868531952,-0.5166715399
fis_regulatory_network:GX_EE:1.0,-0.007809918000000001,0.2777027823
fis_regulatory_network:GX_EE:2.0,0.1939834449,0.024771459200000002
fis_regulatory_network:GX_TS:1.0,-3.4001836666,-1.2189980792
fis_regulatory_network:GX_TS:2.0,-3.5992831417,-1.2831960006
fis_regulatory_network:WT_EE:1.0,-0.0292323913,-0.0799500888
fis_regulatory_network:WT_EE:2.0,0.0292323913,0.0799500888
fis_regulatory_network:WT_TS:1.0,-4.6715133151,-1.334962505
fis_regulatory_network:WT_TS:2.0,-4.1781533182,-1.4066982467
fis_regulatory_network:OX_EE:1.0,1.7627399450999999,0.5555771526000001
fis_regulatory_network:OX_EE:2.0,1.6272535544,0.5133037201
fis_regulatory_network:OX_TS:1.0,-5.0870447499,-1.3078599548
fis_regulatory_network:OX_TS:2.0,-3.3008140542,-0.4095531834
persisters:rep:1.0,-1.6591162747000001,0.0316669429
persisters:rep:2.0,1.6591162747000001,-0.0316669429
proQ_pulse_expression:empty_vector:1.0,-0.1999564071,0.0323971579
proQ_pulse_expression:empty_vector:2.0,0.1999564071,-0.0323971579
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.3350918459,-0.030435886300000003
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.643493402,0.162189448
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.8323028474,0.0908367313
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.23430856330000002,-0.2903883525
proQ_virulence:dhfq_dproQ_LB:1.0,0.7019261098,-0.5096525818000001
proQ_virulence:dhfq_dproQ_LB:2.0,0.39771932050000003,0.0384032088
proQ_virulence:dhfq_dproQ_LB:3.0,0.32930730210000003,0.1074808555
proQ_virulence:dhfq_dproQ_SPI-2:1.0,11.072040915,0.14251924100000002
proQ_virulence:dhfq_dproQ_SPI-2:2.0,11.9989587791,0.13495594630000002
proQ_virulence:dhfq_dproQ_SPI-2:3.0,11.8021350246,0.1982447109
proQ_virulence:dhfq_LB:1.0,-0.2695405578,-0.0530267691
proQ_virulence:dhfq_LB:2.0,-0.5275233314000001,-0.1643716614
proQ_virulence:dhfq_LB:3.0,0.0299734137,-0.1344546815
proQ_virulence:dhfq_SPI-2:1.0,10.6501599684,-0.1425364948
proQ_virulence:dhfq_SPI-2:2.0,10.9985561784,-0.2197029543
proQ_virulence:dhfq_SPI-2:3.0,11.3952135655,0.08841285410000001
proQ_virulence:dproQ_LB:1.0,1.9124980330999999,0.188276614
proQ_virulence:dproQ_LB:2.0,-0.9133961004000001,-0.22200732520000002
proQ_virulence:dproQ_LB:3.0,0.3671877243,-0.0148031371
proQ_virulence:dproQ_SPI-2:1.0,11.5197682551,-0.14974880940000002
proQ_virulence:dproQ_SPI-2:2.0,12.0434352005,-0.0188105699
proQ_virulence:dproQ_SPI-2:3.0,11.7654240239,0.09406857930000001
proQ_virulence:WT_LB:1.0,-0.2038463718,-0.2691220768
proQ_virulence:WT_LB:2.0,0.7368874799,0.2968992163
proQ_virulence:WT_LB:3.0,-0.5330411082000001,-0.0277771394
proQ_virulence:WT_SPI-2:1.0,11.2001971371,-0.11169017040000001
proQ_virulence:WT_SPI-2:2.0,11.807255615,-0.34273467950000003
proQ_virulence:WT_SPI-2:3.0,11.5686346497,-0.1982474293
rcsB:del_rcsB_S207C:1.0,-1.2329257929,0.2331795416
rcsB:del_rcsB_WT:1.0,-0.35127119970000004,0.0911123413
rcsB:del_rcsB:1.0,0.23330809560000002,0.1140716073
rcsB:del_rcsB_H12A:1.0,-0.42222517530000003,-0.148366245
rcsB:del_rcsB_D56A:1.0,-0.7296424906000001,-0.4007131471
rcsB:del_rcsB_M88A:1.0,-1.2429023138,0.0834028461
rcsB:del_rcsB_H77A:1.0,-1.3289723532,0.20954730670000002
rcsB:del_rcsB_L108A:1.0,1.2150500627,0.2790454945
rcsB:del_rcsB_S207C:2.0,-0.31591272330000003,-0.21899563060000002
rcsB:del_rcsB_WT:2.0,0.1987408953,0.0264620916
rcsB:del_rcsB:2.0,0.2861270816,-0.0622218009
rcsB:del_rcsB_H12A:2.0,0.2504346702,-0.0707339611
rcsB:del_rcsB_D56A:2.0,-1.2694166002,0.0854807856
rcsB:del_rcsB_H77A:2.0,-1.3218902262,0.42442838860000004
rcsB:del_rcsB_L108A:2.0,-1.9248998894,0.2730884269
rcsB:del_rcsB_WT:3.0,0.1525303044,-0.117574433
rcsB:del_rcsB_H12A:3.0,-0.5668668015,0.1911390352
rcsB:del_rcsB_D56A:3.0,-2.4582555416,-0.1420299089
rcsB:del_rcsB_M88A:2.0,-1.0679623891,0.1310540056
rcsB:del_rcsB_H77A:3.0,1.5203479216,0.4252319156
rcsB:del_rcsB_L108A:3.0,0.6620761634,0.41305277900000004
ribodepletion:RiboZero:1.0,-0.1751951207,0.0574088253
ribodepletion:RiboZero:2.0,0.1751951207,-0.0574088253
single_carbon_source:mucic:1.0,0.2089740998,-0.0049501491000000005
single_carbon_source:mucic:2.0,-0.2089740998,0.0049501491000000005
single_carbon_source:tartarate:1.0,1.2565754202,-1.1664300961
single_carbon_source:tartarate:2.0,1.7449887493,-0.8062081081
ssrA_ssrB_TCS:ssrB_minus:1.0,0.0843350182,-0.21834333220000002
ssrA_ssrB_TCS:ssrB_minus:2.0,0.2720240919,0.0450616524
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.3563591101,0.1732816798
ssrA_ssrB_TCS:ssrB_plus:1.0,1.3574400384,-0.5660375392
ssrA_ssrB_TCS:ssrB_plus:2.0,1.6496734224,-0.6380249549
ssrA_ssrB_TCS:ssrB_plus:3.0,1.3730699176,-0.3853229883
yedF:WT:1.0,-0.1368130444,-0.1387763116
yedF:WT:2.0,0.1368130444,0.1387763116
yedF:del_yedF:1.0,-7.0011050556,-0.7334533757
yedF:del_yedF:2.0,-3.8113075102,-0.4136064768
yedF:del_yedF:3.0,-4.1422266184,-0.030229421500000003
14028S_paratyphiA:37C_stationary:1.0,13.5023131636,0.1565760451
14028S_paratyphiA:42C_log:1.0,-1.0036736462,0.0170068595
14028S_paratyphiA:37C_log:1.0,0.5747174692,0.033399566000000006
14028S_paratyphiA:42C_log:2.0,-0.9883858131000001,-0.16034471290000002
14028S_paratyphiA:37C_stationary:2.0,15.3015012591,0.3120257071
14028S_paratyphiA:37C_log:2.0,-0.5747174692,-0.033399566000000006
7TF:hilC:1.0,0.7860316915000001,-1.4577255528
7TF:del_hilD:1.0,0.2773891342,0.1111510554
7TF:WT:1.0,0.1529665638,0.1011626538
7TF:hilD:1.0,-0.0218637521,-1.1799670297
7TF:WT:2.0,-0.613769032,0.1156203679
7TF:del_sprB:1.0,0.5409242765,-0.0088073078
7TF:del_rtsB:1.0,-0.4688783005,0.2343022665
7TF:rtsA:1.0,-0.2428317955,-0.8447604396
7TF:del_invF:1.0,-0.0784655544,-0.1788516215
7TF:sprB:1.0,0.3051649919,-0.5120099135
7TF:hilD:2.0,0.49565876340000004,-1.330683303
7TF:del_invF:2.0,-0.7202310273,0.0036711677
7TF:del_rtsB:2.0,-0.3979024252,-0.1142723699
7TF:hilC:2.0,1.1641489943,-0.7806744366
7TF:WT:3.0,0.3133305478,-0.0403286095
7TF:del_hilD:2.0,0.420435306,0.1521506984
7TF:rtsA:2.0,-0.7727202906,-0.0728409554
7TF:invF:1.0,-0.3249204345,-0.5588410169
7TF:invF:2.0,0.37568854220000003,-1.1405755825
7TF:sprB:2.0,0.6321351942,-0.7525489734
7TF:del_sprB:2.0,0.1988200309,0.010977643
7TF:WT:4.0,0.1474719203,-0.1764544122
MMC:del_rtcB_No treatment:1.0,-1.9728558052,0.1608792306
MMC:WT_No_treatment:1.0,-1.7918183565999999,0.0133144323
MMC:WT_No_treatment:2.0,2.4668493346,0.2137880141
MMC:del_rtcR_No_treatment:1.0,1.7644306297,0.1660021438
MMC:del_rtcR_3mM_MMC:1.0,-3.0975243151,-0.5512411563
MMC:WT_No_treatment:3.0,-0.6750309779,-0.2271024465
MMC:del_rtcB_3mM_MMC:1.0,-3.8398943148,-0.4576741272
MMC:del_rtcB_3mM_MMC:2.0,-3.8253343261,-0.47289200950000004
MMC:del_rtcR_3mM_MMC:2.0,-3.7284080826,-0.4225285295
MMC:del_rtcR_3mM_MMC:3.0,0.7887606220000001,-0.0277850345
MMC:del_rsr_No_treatment:1.0,3.3098679558,0.0761629534
MMC:del_rtcB_3mM_MMC:3.0,-4.232590263,-0.3222579507
MMC:del_rtcR_No_treatment:2.0,-0.9363551878,-0.2120614842
MMC:del_rsr_3mM_MMC:1.0,-3.8049242099000002,-0.4043547945
MMC:del_rtcB_No treatment:2.0,-1.2982488682,-0.0521311847
MMC:WT_3mM_MMC:1.0,-3.629370902,-0.47665580750000003
MMC:del_rsr_3mM_MMC:2.0,-1.8714110562,-0.24106601090000002
MMC:WT_3mM_MMC:2.0,-4.551641314,-0.4666066184
MMC:del_rsr_No_treatment:2.0,0.5549296411,0.1540771616
MMC:del_rtcB_No treatment:3.0,-2.1123731945,-0.2790601261
MMC:del_rsr_No_treatment:3.0,-0.6704943801000001,-0.17657044560000001
Nontyphoidal_comparisons:rep:1.0,-0.2424428134,-0.12772980720000002
Nontyphoidal_comparisons:rep:2.0,0.1852280077,0.2961558201
Nontyphoidal_comparisons:rep:3.0,0.0572148057,-0.1684260129
araC:delta_araC_LB:1.0,-0.7329423895,0.2846856052
araC:WT_LB:1.0,0.3477495317,-0.0551620284
araC:WT_LB:2.0,-0.3477495317,0.0551620284
araC:delta_araC_LB:2.0,-0.3171418935,0.266814263
csgD:WT_planktonic_TP1:1.0,2.552065318e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,3.8353059104,-0.8075502301
csgD:WT_aggregate_TP2:1.0,7.0393463226,-1.6104120772
csgD:del_csgD_planktonic_TP1:1.0,0.40183939430000004,0.25448100690000003
csgD:WT_planktonic_TP3:1.0,8.5099812038,-1.0436359363
csgD:del_csgD_planktonic_TP3:1.0,5.9254516555,-0.7360215243
csgD:WT_planktonic_TP2:1.0,4.9353133826,-0.3510011831
csgD:WT_aggregate_TP3:1.0,4.1153074345,-1.7257460693
csgD:PcsgD_planktonic_lux_TP1:1.0,-1.3278741589,0.3307047573
csgD:PcsgD_planktonic_lux_TP4:1.0,8.6250735044,0.0186579563
csgD:PcsgD_aggregate_lux_TP3:1.0,2.4467674374,-1.8625711145000001
csgD:PcsgD_planktonic_lux_TP2:1.0,4.7077549997,-0.03721113
csgD:PcsgD_planktonic_lux_TP3:1.0,6.882469163,-0.4737835482
csgD:del_csgD_planktonic_TP4:1.0,7.9079131773,-1.0192946286
csgD:WT_aggregate_TP4:1.0,5.1910935754,-1.4788289092
csgD:PcsgD_aggregate_lux_TP4:1.0,4.7497241503000005,-1.1059087595000001
csgD:PcsgD_aggregate_lux_TP2:1.0,6.1681417157,-0.8940926353
csrA:10min_LB_csrA:1.0,4.8067708239,-3.4740503469
csrA:10min_LB_WT:1.0,5.9469715359,-2.8543643339
csrA:2.5min_LB_csrA:1.0,5.5136621913,-1.6435743573
csrA:5min_mLPM_WT:1.0,7.9276573901,-2.5616845632
csrA:15min_mLPM_csrA:1.0,4.8937498743,-1.4133360658
csrA:5min_LB_WT:1.0,8.4650177437,-3.8296740347
csrA:2.5min_LB_WT:1.0,4.585034609,-1.4741374013000001
csrA:0min_LB_WT:1.0,-0.8619785148,-0.3122653206
csrA:15min_LB_WT:1.0,5.358290749,-2.7484741153
csrA:0min_mLPM_WT:1.0,10.3329217088,0.025025688600000002
csrA:15min_LB_csrA:1.0,2.8014482434,-2.6939913833
csrA:15min_mLPM_WT:1.0,6.5680686781,-1.3377455172000001
csrA:15min_LB_csrA:2.0,4.920083458,-2.8632741925
csrA:0min_mLPM_WT:2.0,10.3349715735,-0.1349173611
csrA:0min_LB_csrA:1.0,-1.0964697661,-0.2948386776
csrA:15min_LB_WT:2.0,4.7122654437,-2.5981584489
csrA:15min_mLPM_WT:2.0,5.1301697448,-1.2557017112
csrA:5min_LB_WT:2.0,7.7801513114,-3.6006603933
csrA:5min_mLPM_WT:2.0,7.2010680881,-2.1359622461
csrA:2.5min_LB_WT:2.0,5.6191051235,-1.5686336383000001
csrA:5min_mLPM_csrA:1.0,7.2121696824,-2.5756602099
csrA:0min_LB_csrA:2.0,-0.9402481818,-0.2601550822
csrA:15min_mLPM_csrA:2.0,5.0171061937,-1.1092706361
csrA:5min_mLPM_csrA:2.0,7.8880137168,-2.659547115
csrA:10min_LB_WT:2.0,5.9770930921000005,-3.7131331531000002
csrA:0min_LB_WT:2.0,0.8619785148,0.3122653206
csrA:5min_LB_csrA:1.0,7.2885644898,-3.7941630647
csrA:10min_mLPM_csrA:1.0,5.6842556609,-1.6213464657
csrA:10min_mLPM_csrA:2.0,6.0051845393,-1.7091829448
csrA:5min_LB_csrA:2.0,6.2280843755,-3.4120903979
csrA:2.5min_LB_csrA:2.0,5.6991396488,-1.7039912049
csrA:10min_LB_csrA:2.0,3.6353954383,-3.4716115487
flagellum:ΔSTM14_1829 :1.0,-1.9957589406,-0.0387850886
flagellum:ΔSTM14_1829 :2.0,-2.2547634854,0.0407779289
flagellum:WT:1.0,-0.2937066595,-0.09823760220000001
flagellum:WT:2.0,-0.0918442387,0.0642948176
flagellum:ΔSTM14_1829 :3.0,-1.6589873026,0.0659882697
flagellum:WT:3.0,0.3855508982,0.033942784600000005
fliA:del_rpoF:1.0,1.9552390698000002,-0.0842780166
fliA:WT:1.0,0.047780924700000005,-0.0991261581
fliA:del_rpoF:2.0,2.3879086366,-0.1566780602
fliA:WT:2.0,-0.047780924700000005,0.0991261581
mgtC:empty_pUH21:1.0,0.30212520390000003,0.1265671505
mgtC:pUH_mgtC:1.0,1.5077212236,0.2297576955
mgtC:empty_pUH21:2.0,-0.30212520390000003,-0.1265671505
mgtC:pUH_mgtC:2.0,1.2235365859,0.2160844379
mgtCBR:empty_pBAD18:1.0,-0.0763502482,-0.018388299900000002
mgtCBR:mgtC_pBAD113:1.0,0.1150758429,-0.0049802136
mgtCBR:empty_pBAD18:2.0,0.0763502482,0.018388299900000002
mgtCBR:mgtC_pBAD113:2.0,0.8619440655,-0.030915929
novobiocin:100_Novobiocin_60min:1.0,-1.2052931937,0.054803193300000004
novobiocin:500_Novobiocin_60min:1.0,-3.8735231887,-0.066306087
novobiocin:0_Novobiocin_60min:1.0,1.613864081,-0.3812577978
novobiocin:0_Novobiocin_0min:1.0,0.09988789490000001,0.009889647000000001
novobiocin:100_Novobiocin_60min:2.0,-0.937900983,0.024294505900000003
novobiocin:0_Novobiocin_10min:1.0,1.1462131146,0.32280872120000004
novobiocin:500_Novobiocin_20min:1.0,-0.07275682600000001,-0.5354579885
novobiocin:0_Novobiocin_20min:1.0,0.5389966578000001,0.2933027636
novobiocin:0_Novobiocin_60min:2.0,1.8458782577,-0.2419334192
novobiocin:0_Novobiocin_10min:2.0,0.718757626,0.1862632707
novobiocin:500_Novobiocin_60min:2.0,-2.8475586127,-0.26079296620000003
novobiocin:0_Novobiocin_60min:3.0,1.2523749741999999,-0.18637399740000002
novobiocin:500_Novobiocin_10min:1.0,-0.6067675142,-0.042884522200000004
