,A,AauR
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,1.3023975085,0.07583880900000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.1561181081,-0.226435976
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-1.3224129969,0.329222632
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.1769411378,-0.7772921070000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,0.0570771024,0.9782527940000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.0885165567,-0.032914744
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,1.2339884158,0.48098421900000005
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-1.281438544,0.566501706
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,1.1738824479,-0.5659620240000001
HapZ_SagS_mutant:delHapZp:1,-0.0329389823,-0.602179283
HapZ_SagS_mutant:delHapZp:2,-0.9886627745000001,-0.7840169730000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-1.4303277460000001,1.237304835
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.2564452981,-0.671342811
HapZ_SagS_mutants:delHApZ:1,1.6255549908,-1.365202891
HapZ_SagS_mutants:delHApZ:2,1.0181228007,-0.331815026
HapZ_SagS_mutants:delHApZ:3,0.8932225713,-0.38991683600000004
HapZ_SagS_mutants:delSagS:1,1.4996505427,-0.29310972
HapZ_SagS_mutants:delSagS:2,0.2807403511,-0.17540007400000002
HapZ_SagS_mutants:delSagS:3,-0.4438611535,1.219632153
HapZ_SagS_mutants:delHapZp:3,0.11282942950000001,0.10457463600000001
Lung_infection_transcriptome:PA01_LS1:1,3.8510560348,-0.402860486
Lung_infection_transcriptome:PA01_LS1:2,3.5651356836,-0.056930471
Lung_infection_transcriptome:PA01_CS1:1,0.5683918069,-0.038056059
Lung_infection_transcriptome:PA01_CS1:2,-0.5683918069,0.038056059
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.6093428421,-0.208350958
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.6093428421,0.208350958
Metabolic_fitness_plasmid:PAO1_pAKD1:1,2.1720680639,0.091571126
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.5220545672,0.076465851
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-3.723615151,-0.6728183480000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,0.7568034608,-0.105663477
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-1.1855645945,-0.196492618
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-1.3774456614,-0.735819475
Metabolic_fitness_plasmid:PAO1_pBS228:1,0.5929463046,-0.6235702820000001
Metabolic_fitness_plasmid:PAO1_pBS228:2,0.0347800683,-0.822844015
Metabolic_fitness_plasmid:PAO1_RmS149:1,-2.8914757913,-0.400002827
Metabolic_fitness_plasmid:PAO1_RmS149:2,-1.9420159839000002,-0.302261121
Mucin_glycans:ABTGC:1,-1.0345127893,0.045284713000000004
Mucin_glycans:ABTGC:2,-0.0878112268,-0.008016645000000001
Mucin_glycans:ABTGC:3,1.7300659247999999,0.14754862400000002
Mucin_glycans:ABTGC:4,-0.2147367459,-0.14955985800000002
Mucin_glycans:ABTGC:5,-0.3930051627,-0.035256834
Mucin_glycans:MUC5B:1,-1.307756521,-0.397268218
Mucin_glycans:MUC5B:2,-0.403093595,-0.26480057500000004
Mucin_glycans:Glycans:1,0.4661957658,0.269751056
Mucin_glycans:Glycans:2,-0.5349577888,0.008312773
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,2.6629664233,0.49516334900000003
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,2.3771640452,0.288329198
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,1.6734323848,0.7765640880000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-3.0120284328,-0.8143782220000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-3.5041906408,-0.37752799800000003
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-3.3209254031,-0.133935689
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,4.0025291004,0.807281801
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,2.432229462,0.134808761
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,3.4010292004,0.6183947310000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-3.3727693171,-0.9750246060000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-2.7506407222,-0.208760052
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-3.7123777234,-0.37670063600000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.059091953,-0.17469758900000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.059091953,0.17469758900000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-1.053074764,0.213710853
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-0.9302248098,-0.703265825
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-2.2284499091,0.08649902200000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-2.1282897684,0.189311849
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,3.1180581955,0.523683706
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,4.6667212437,0.581315487
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,3.3855119413,0.438510722
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,2.8048774397000003,0.663250969
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-1.1817312673,-0.23546940600000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.0996529414,-0.017069263
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.9516014991,0.113005485
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.3297827096,0.139533184
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-0.5245247655,-0.852278905
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-0.6872598804000001,-1.259554028
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-1.0790039387,-0.18895877100000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.0229795156,0.029446746000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,1.056024423,0.159512025
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-1.2335289197,-0.5027345160000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-1.1854883105,-0.25701501400000004
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,1.5458449335000002,-1.017439321
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,1.4215574223,-2.107265651
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.9836360192,0.294040238
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.4411076788,-0.08043209999999999
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,0.9942735322,0.546141392
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,0.8946858921,1.407219685
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,0.7289495749,1.488524618
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,1.7182217134000002,-0.008965961
Rosmarinic_acid:PAO1-100UMRA:1,1.0072770309,0.301912671
Rosmarinic_acid:PAO1-100UMRA:2,0.4358190705,0.22789984800000002
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.015806682500000002,0.116781033
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.0283721446,0.0016215700000000001
Rosmarinic_acid:PAO1_DMSO_Control:3,0.0441788271,-0.11840260300000001
Testosterone_treatment:Testosterone_Control:1,1.9230723485999999,0.400885029
Testosterone_treatment:Testosterone_Control:2,-1.9230723485999999,-0.400885029
Testosterone_treatment:Testosterone_2.5:1,-0.1472610209,0.07828784
Testosterone_treatment:Testosterone_2.5:2,-2.1117124401,-0.054959651000000005
Tf_toxin_expression:PAO1_WT:1,1.0611022796,0.24045428
Tf_toxin_expression:PAO1_WT:2,-1.0611022796,-0.24045428
Tf_toxin_expression:PAO1_derfA:1,0.5763590797,0.022445333
Tf_toxin_expression:PAO1_derfA:2,0.5450963803000001,0.02321526
Zinc_treatment:PA_Zn:1,0.0855901129,-0.611350191
Zinc_treatment:PA_Zn:2,-0.010556020000000001,-0.7095549010000001
Zinc_treatment:PA_Zn:3,-0.6689841283,-0.700862247
Zinc_treatment:PA_Zn_wt:1,-0.1764077961,0.017933522
Zinc_treatment:PA_Zn_wt:2,0.1764077961,-0.017933522
Paeru_PRECISE:CAMHB_wt:1,-1.3110717970999999,-0.585978002
Paeru_PRECISE:CAMHB_wt:2,-1.9021330163,-0.7528258090000001
Paeru_PRECISE:CAMHB_wt:3,-1.0562637039,-0.755128275
Paeru_PRECISE:CAMHB_wt:4,-1.7106852437,-0.639085278
Paeru_PRECISE:M9glucAA_Pqt10:1,-3.0436029845,-0.050992543
Paeru_PRECISE:M9glucAA_Pqt10:2,-2.0312150685,-0.15844481900000001
Paeru_PRECISE:M9glucAA_Pqt:1,-1.5756371951,-0.161484766
Paeru_PRECISE:M9glucAA_Pqt:2,-1.311813829,-0.175007655
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.5203239046,0.03493355
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-1.9979634156000001,-0.14893894300000002
Paeru_PRECISE:M9glucAA_NaCl:1,4.1178054614,-0.218979329
Paeru_PRECISE:M9glucAA_NaCl:2,2.3416194931,0.054018832
Paeru_PRECISE:M9glucAA_NaCl:3,3.1155733725,-0.590830827
Paeru_PRECISE:CAMHB_wt:5,-0.8696609907,-0.224190566
Paeru_PRECISE:CAMHB_wt:6,-0.7056044672,-0.119791773
Paeru_PRECISE:LB_wt:1,-1.6263708104,-1.355461659
Paeru_PRECISE:LB_wt:2,-2.0220952763,-0.8103307070000001
Paeru_PRECISE:M9glucAA_wt:1,0.567099125,-0.211979424
Paeru_PRECISE:M9glucAA_wt:2,-0.567099125,0.211979424
Paeru_PRECISE:M9glucAA_lowpH:1,-3.5755429127,-0.037697659
Paeru_PRECISE:M9glucAA_lowpH:2,-3.2699380227,0.022121786
Paeru_PRECISE:M9glucAA_DPD:1,-1.4848398812,-0.6529189310000001
Paeru_PRECISE:M9glucAA_DPD:2,-1.0179564092,-0.336355877
Paeru_PRECISE:M9sucAA_wt:1,6.5379887392,0.493154847
Paeru_PRECISE:M9sucAA_wt:2,7.1855404753,0.815278959
Paeru_PRECISE:M9glucAA_NaCl:4,3.5049030907,0.16124528800000001
Paeru_PRECISE:M9glucAA_NaCl:5,2.5799475591,0.329307044
Paeru_PRECISE:M9sucAA_wt:3,5.0264931977,0.645140108
Paeru_PRECISE:M9sucAA_wt:4,5.2391936122,0.7826189720000001
Paeru_PRECISE:R10LB_wt:1,8.6244005903,1.237154024
Paeru_PRECISE:M9glucAA_NaCl:6,5.1327476353,0.422361266
Paeru_PRECISE:M9glucAA_NaCl:7,5.078509171,0.297178655
Paeru_PRECISE:M9fructAA_wt:1,1.1136038244,0.42410150700000004
Paeru_PRECISE:M9fructAA_wt:2,2.4253956124,0.49092004100000003
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.5138121456,0.189159611
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.9616855997,-0.05295058800000001
Paeru_PRECISE:M9pyruvAA_wt:1,6.1771711105,0.71863037
Paeru_PRECISE:M9pyruvAA_wt:2,9.0033821177,0.909977766
Paeru_PRECISE:M9fructAA_wt:3,1.8352795688999999,0.258638277
Paeru_PRECISE:M9fructAA_wt:4,1.9013098558000001,0.310036725
Paeru_PRECISE:M9GlcNAcAA_wt:3,3.7284486312,0.412599215
Paeru_PRECISE:M9GlcNAcAA_wt:4,9.4548133714,0.84087601
Paeru_PRECISE:M9glycAA_wt:1,7.7340376657,0.618555521
Paeru_PRECISE:M9glycAA_wt:2,7.919334501,0.492741731
Paeru_PRECISE:M9pyruvAA_wt:3,8.3184503168,0.531348947
Paeru_PRECISE:CAMHB_wt:7,-1.2725974793,-0.511103454
Paeru_PRECISE:CAMHB_wt:8,-1.0756359804,-0.303792367
Paeru_PRECISE:R10LB_wt:2,6.8952525045,1.084925797
Paeru_PRECISE:R10LB_wt:3,9.0670229027,1.20264682
Paeru_PRECISE:R10LB_wt:4,4.9597441824,0.620239655
Paeru_PRECISE:R10LB_wt:5,-0.672658457,-0.315256121
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,2.6181048714,0.823272391
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,3.2170985610000002,0.7348795720000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,3.2011043252,0.21540915700000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,3.447812102,0.42102911
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,3.5817342327,0.23462766100000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,3.2530007356,1.004083119
Paeru_PRECISE:M9sucAA_wt:5,0.1267630049,0.560592133
Paeru_PRECISE:M9sucAA_wt:6,0.2920134311,0.28047709200000004
Paeru_PRECISE:R10LB_wt:6,-3.173249355,-0.35634114
Paeru_PRECISE:R10LB_wt:7,-1.4852095095,-0.037512047
Paeru_PRECISE:LB_wt:3,1.6055739603,-0.521172944
Paeru_PRECISE:LB_wt:4,1.9021708853,-0.010949299000000001
Paeru_PRECISE:R10LB_NaCl:1,10.0803810664,2.049717948
Paeru_PRECISE:R10LB_NaCl:2,11.1405330146,1.800611661
Paeru_PRECISE:M9glucAA_PAO1_wt:1,0.1712749452,0.5353361440000001
Paeru_PRECISE:M9glucAA_Zn:1,4.3647556466,3.413989132
Paeru_PRECISE:M9glucAA_Cu:1,4.8350043979,0.783991835
Paeru_PRECISE:M9glucAA_NaOCl:1,-0.5478667958,0.9680575480000001
Paeru_PRECISE:M9GlcNAcAA_8:1,7.3301967597,1.200692189
Paeru_PRECISE:M9GlcNAcAA_8:2,10.0808636031,1.440484802
Paeru_PRECISE:M9GlcNAcAA_4:1,8.682481922000001,1.180074114
Paeru_PRECISE:M9GlcNAcAA_4:2,8.2920954968,1.170691844
Paeru_PRECISE:M9GlcNAcAA_2:1,1.7151323578,1.421898341
Paeru_PRECISE:M9GlcNAcAA_2:2,11.417747576,1.600955484
Paeru_PRECISE:M9GlcNAcAA_1:1,0.51322641,1.044146732
Paeru_PRECISE:M9GlcNAcAA_1:2,6.9567047572,0.2059634
Paeru_PRECISE:M9glucAA_NaOCl:2,-1.3968509195,0.502938328
Paeru_PRECISE:M9glucAA_Cu:2,-0.35160260790000003,0.39532876100000003
Paeru_PRECISE:M9glucAA_Fe:1,-2.6264012664000003,0.949758057
Paeru_PRECISE:M9glucAA_Fe:2,-0.7930843468000001,0.728568878
Paeru_PRECISE:M9glucAA_Zn:2,-3.5566095954,1.001550128
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-3.3009068617,1.2798540090000001
Paeru_PRECISE:CAMHB_Mec:1,-1.7869777831,-0.611878731
Paeru_PRECISE:CAMHB_Mec:2,-2.5895386219,-0.645562085
Paeru_PRECISE:CAMHB_Azt:1,-0.3672133419,-1.108224511
Paeru_PRECISE:CAMHB_Azt:2,-0.6979518712,-1.305396048
Paeru_PRECISE:CAMHB_Pip:1,2.6000019415,-1.235830666
Paeru_PRECISE:CAMHB_Pip:2,1.6461088603,-0.7730132580000001
Paeru_PRECISE:CAMHB_Ceft:1,2.6190223597999998,-0.8418569220000001
Paeru_PRECISE:CAMHB_Ceft:2,6.3076503236,-0.546840701
Paeru_PRECISE:CAMHB_Ceft:3,2.7100777257,-0.634623444
Paeru_PRECISE:CAMHB_Ceft:4,4.8474041255,-0.569620463
Paeru_PRECISE:M9glucAA_Ceft:1,3.2837527155,-0.39306105700000005
Paeru_PRECISE:M9glucAA_Ceft:2,4.3261015053000005,-1.004902504
Paeru_PRECISE:M9glucAA_Gent:1,-5.509691473,-0.220559881
Paeru_PRECISE:M9glucAA_Gent:2,-4.3172083146,0.37362101200000003
Paeru_PRECISE:M9glucAA_Pip:1,-5.8836880764,0.39627023100000003
Paeru_PRECISE:M9glucAA_Pip:2,-5.5428289758,-0.075268998
Paeru_PRECISE:M9glucAA_Azt:1,-4.7062640425,-1.269038427
Paeru_PRECISE:M9glucAA_Azt:2,-4.5664038999,-1.247859112
Paeru_PRECISE:CAMHB_Mero:1,-0.6711657558,-0.331104746
Paeru_PRECISE:CAMHB_Mero:2,-0.5211343587,-0.469965173
Paeru_PRECISE:CAMHB_Tet:1,-2.039409978,-0.535070041
Paeru_PRECISE:CAMHB_Tet:2,-1.2414726179,-0.490511874
Paeru_PRECISE:R10LB_Gent:1,7.6744101164,1.243445477
Paeru_PRECISE:R10LB_Ceft:1,9.2105316767,0.932701054
Paeru_PRECISE:R10LB_Ceft:2,11.5575984713,1.1693643
Paeru_PRECISE:CAMHB_Biofilm:1,2.8372805769,0.201232149
Paeru_PRECISE:CAMHB_Biofilm:2,2.7461133244,0.559153895
Paeru_PRECISE:M9glucAA_Biofilm:1,-3.0473858619,0.435962903
Paeru_PRECISE:M9glucAA_Biofilm:2,-2.9596167944,-0.198900137
Paeru_PRECISE:R10LB_Gent:2,10.409893104,1.312809767
Paeru_PRECISE:R10LB_Pip:1,10.8660803804,1.101540828
Paeru_PRECISE:R10LB_Pip:2,12.4121671651,1.1045828420000001
Paeru_PRECISE:R10LB_Mec:1,6.9207289553999995,0.9800772820000001
Paeru_PRECISE:R10LB_Mec:2,6.4783180374,0.691050858
Paeru_PRECISE:CAMHB_Azt:3,-1.9510869075000001,-1.022203091
Paeru_PRECISE:CAMHB_Azt:4,6.2734275028,-0.5994991660000001
Paeru_PRECISE:CAMHB_Biofilm:3,1.6589302253,0.533815664
Paeru_PRECISE:CAMHB_Biofilm:4,2.6300560908,0.614720612
Paeru_PRECISE:M9glucAA_Biofilm:3,-0.8749927027000001,0.440721434
Paeru_PRECISE:M9glucAA_Biofilm:4,-2.554383138,0.45010350600000004
Paeru_PRECISE:R10LB_Mero:1,8.3393331652,0.09366745500000001
Paeru_PRECISE:R10LB_Mero:2,8.5635092976,-0.353779491
Paeru_PRECISE:LB_Cam:1,-5.8129610002,0.9911978640000001
Paeru_PRECISE:LB_Cam:2,-5.8735940865,0.7001399660000001
Paeru_PRECISE:CAMHB_Ceft:5,2.9068143273000002,-0.504254726
Paeru_PRECISE:CAMHB_Cip:1,-1.2447724901,-0.130599091
Paeru_PRECISE:CAMHB_Cip:2,-1.3462587912,-0.019667408
ampC_mutation:PA_Cef_taz_wt:1,-0.6691319832,-0.08816795
ampC_mutation:PA_mutS_Cef_taz:1,-1.1629489149,-0.6573624060000001
ampC_mutation:PA_mutS:1,-1.0831943345,-0.206480813
ampC_mutation:PA_mutS:2,0.77643224,-0.410759502
ampC_mutation:PA_mutS:3,-4.4039596795,-0.669923327
ampC_mutation:PA_Cef_taz_wt:2,0.6691319832,0.08816795
ampC_mutation:PA_mutS_Cef_taz:2,-0.6225239905000001,0.36260210200000004
ampC_mutation:PA_mutS:4,-0.8112803083,-0.251797851
ampC_mutation:PA_mutS:5,1.6571890598999999,-0.381299687
ampC_mutation:PA_mutS:6,-0.8393183069,-0.061909826
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,3.1374843936,0.8490118999999999
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,2.7182716183,0.201893927
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-8.1863866481,-1.972334328
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-6.1346963991,-1.121694767
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,0.4359579243,0.8594347790000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,1.420690425,0.013980921
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.25578636520000003,0.088023339
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.25578636520000003,-0.088023339
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-3.7846947287,-1.096893623
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-3.4687425098,-1.657881239
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-6.7258744059,-1.924914624
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-7.1946949221,-1.676379996
cysB_mutant:PAO1HH_wt:1,0.44283378040000004,-0.107415089
cysB_mutant:PAO1HH_wt:2,-0.44283378040000004,0.107415089
cysB_mutant:cysBHH:1,2.5949005336,1.22447515
cysB_mutant:cysBHH:2,1.8231038365,1.568705355
cysB_mutant:cysBHH:3,1.9114310271,1.268422074
ersA_knockout:delersA:1,-0.43446928160000003,-0.20494948500000001
ersA_knockout:delersA:2,-3.1652131361,-0.767240416
ersA_knockout:wt_BHI:1,-1.1425359818,0.07698780100000001
ersA_knockout:wt_BHI:2,1.1425359818,-0.07698780100000001
gcsR_mutant:PAO1_rep_wt:1,-0.1656590432,-0.07460425
gcsR_mutant:PAO1_rep_wt:2,0.1656590432,0.07460425
gcsR_mutant:GcsR_rep:1,0.21448713530000002,0.22594359500000002
gcsR_mutant:GcsR_rep:2,0.2503108703,0.12073612500000001
mexZ_knockout:del_mexZ:1,1.6497903004999999,-0.23977863700000002
mexZ_knockout:del_mexZ:2,-0.2262544544,-0.38876934300000004
