k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
62,OxyR,OxyR,Oxidative stress,Stress,12,0.007151269008887184,0.25,0.75,7
63,Noise-4,,"Noise, kdpF, too small peptide",Uncharacterized,1,0.0007566690007745347,,,10
64,PsrA,PsrA,Fatty acid catabolism,Carbon,13,0.005064582639265236,0.3076923076923077,0.2857142857142857,0
65,PcaR,PcaR,Aromatic acid catabolism,Carbon,45,0.016256815302951866,0.2,1.0,0
66,Sulfur,,PP_3636-3639,Element homeostasis,5,0.0010825425903535635,,,3
67,TurA-2,TurA,Chaeperone,Translation,9,0.011119771355676877,0.5555555555555556,0.022026431718061675,5
68,FleQ/AmrZ,FleQ,Flagella synthesis,Structural components,44,0.012943859838586702,0.8409090909090909,0.12374581939799331,6
69,FnrA-2,FnrA,potentially iron metabolism,Energy generation,18,0.01679726674404225,0.16666666666666666,0.2727272727272727,2
70,FruR,FruR,Fructose catabolism,Carbon,4,0.005096728961030195,0.75,0.6,0
71,FleQ/Fur,FleQ,Inorganic ion transport and metabolism,Element homeostasis,36,0.007578932825804241,0.7222222222222222,0.08695652173913043,3
72,PP_2260-3,,"PP_2260-3, sugar transport",Carbon,6,0.00726278693570126,,,0
73,GcsR,GcsR,Glycine metabolism,Amino acid,4,0.007256059551571048,1.0,1.0,1
74,PP_0615-8,,Branched amino acid transportation,Amino acid,8,0.003783883114042874,,,1
75,Noise-5,,"Noise, PP_1864, hypothetical protein, 153 bp",Uncharacterized,1,0.003304366185947649,,,10
76,LiuR,LiuR,Ribose and lipid catabolism,Carbon,12,0.008072125327940882,0.3333333333333333,0.5714285714285714,0
77,Unchar-9,,Unknown,Uncharacterized,2,0.006085154005637694,,,10
78,HmgR,HmgR,Tyrosine metabolism,Amino acid,4,0.0040046969365176155,0.5,0.5,1
79,Null-3,,Null,Uncharacterized,0,0.0015047006678109431,,,10
80,GlcC,GlcC,Glycolate catabolism,Carbon,4,0.0024788572181680957,1.0,0.8,0
81,AA transport,,Amino acid transportation,Amino acid,11,0.0030848610091824824,,,1
82,Genomic-3,,TurB deletion,Genomic,1,0.0016580104603869383,,,9
83,Noise-6,,"Noise, PP_0943, hypothetical protein, 393 bp",Uncharacterized,1,0.003239487152874254,,,10
