,A,dsdC
sv5015:STM1625:3.0,-1.260166547,1.150610421
sv5015:STM0581:1.0,-0.3231181709,0.8506003704
sv5015:STM0581:2.0,-0.5784139377,0.8612768486
sv5015:STM0581:3.0,-0.38910358700000003,0.3638161688
sv5015:WT:1.0,-0.35893383570000004,-0.0067312081
sv5015:WT:2.0,-0.3917938379,0.1555816013
sv5015:WT:3.0,0.7507276736,-0.14885039320000001
tomato:tomato_root:1.0,4.1005112958,2.5056287639
tomato:tomato_root:2.0,3.7071994961,2.2017370726
tomato:tomato_root:3.0,3.6346156673000003,2.0070114347
tomato:LB:1.0,-0.0910013644,-0.4252998705
tomato:LB:2.0,0.0910013644,0.4252998705
AcrB_efflux_virulence:AcrB_D408A:1.0,0.8085704217,-0.5796753202
AcrB_efflux_virulence:AcrB_D408A:2.0,0.7590243094,0.0298108417
AcrB_efflux_virulence:AcrB_D408A:3.0,0.3732957938,-0.3220331923
AcrB_efflux_virulence:WT:1.0,-0.1302167405,0.0732860352
AcrB_efflux_virulence:WT:2.0,-0.036594761600000004,-0.1480174758
AcrB_efflux_virulence:WT:3.0,0.1668115021,0.0747314405
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-2.0459492067,0.4731908724
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-8.57208281,-1.0166175842
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-8.3611411652,-0.9142469425
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,3.6945039437,0.9790325749000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-8.0261404477,-0.9807870125
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-7.2468195372,-0.7670231646
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,2.7802178565,-0.0778994716
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,1.9284404803,1.384289738
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.4301337194000001,-0.2200120347
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,4.4213765361,0.8996624979000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-7.7083465304,-0.8435953744
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-8.6093582433,-1.0084929468
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-7.6699412205,-0.7327073176000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-6.4830131579,-1.2286440457
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-5.2384994578,-0.1381614015
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-5.3782982474,-0.5912989653
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,2.6770178039,1.6022133927
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,2.6355261828,0.6589441816
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,3.0724741681,1.4941134919
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-5.3823880852,-1.0525508848
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-1.2184650246,1.0057902112
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.4641464261,0.8906446393
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,0.7387213435000001,-0.4934664946
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.2745749174,-0.3971781447
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-8.3064749498,-1.2848068634
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-7.1681965636000005,-1.4644870190000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-6.9345905658,-1.7609017741000002
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,3.0250828878,0.9227871833
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-6.3502931486,-0.7040524651000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-8.807086209,-1.6150559437
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-6.4436980313,-1.5149678821
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-7.7890991088,-1.2968024206
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-7.6495954756,-1.3699111972
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-1.8197104080000002,0.9921989670000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,2.6237636861,1.7041283736000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-7.5907308503,-1.0607323047
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-8.0224505167,-1.2109992915
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-6.61044565,-0.9024421357
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-6.7432389289,-1.2190172452
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,5.5460359076,0.5316010257
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,3.7007867941,1.4658025756
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-5.5161126843,-0.7518074177
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,3.9508571935,1.6586100841
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-5.5696642355,-0.9115024047
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-5.5267645863,-1.0375230131
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-4.6906717713,-0.8031726495
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-0.3452213605,-0.34798251020000004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,0.0593471854,-0.5643825140000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,0.5045693762,0.9672337197
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-6.6871601704,-1.5101734893
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-6.2777464007,-1.5258089415
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-7.9084305444,-1.5888337404000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,4.621600307,-0.32006525080000003
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,-0.7504107764,-0.7979413710000001
OPG:del_opgGH:1.0,-0.7325953634,-0.0262489991
OPG:del_opgGH:2.0,-0.2402791495,0.6993763226
OPG:del_opgGH:3.0,-0.1139311865,0.4705037654
OPG:del_opgGH_pBK16:1.0,-1.3225674372,0.0565057053
OPG:del_opgGH_pBK16:2.0,-0.7835796501000001,0.08181564720000001
OPG:del_opgGH_pBK16:3.0,-0.7685187463,0.11729188750000001
OPG:WT:1.0,0.18093569380000002,0.1578847177
OPG:WT:2.0,-0.2157477505,-0.0455815989
OPG:WT:3.0,0.0348120566,-0.1123031188
PinT:pinT+_1h:1.0,-0.39918919550000004,-0.1028304835
PinT:pinT+_1h:2.0,0.39918919550000004,0.1028304835
cold_shock_protein:WT_RNAseq:1.0,0.1521380275,0.010156886300000001
cold_shock_protein:WT_RNAseq:2.0,0.2011779279,-0.1329933577
cold_shock_protein:WT_RNAseq:3.0,-0.3533159554,0.12283647140000001
cold_shock_protein:DeltaCspCE_RNAseq:1.0,0.0448667078,0.7168321881
cold_shock_protein:DeltaCspCE_RNAseq:2.0,0.0700610365,0.6634491147
cold_shock_protein:DeltaCspCE_RNAseq:3.0,0.388686535,0.6979658115
dephostatin:LB_DMSO:1.0,0.6779054848,0.4936304408
dephostatin:LB_DMSO:2.0,0.0312017324,0.047283085
dephostatin:LB_DMSO:3.0,-0.7091072172,-0.5409135259
dephostatin:LB_Dephostatin:1.0,1.4860799686,-0.1398949897
dephostatin:LB_Dephostatin:2.0,4.1725840799,0.1791130572
dephostatin:LB_Dephostatin:3.0,0.3029344103,-0.8879417335
dephostatin:LPM_DMSO:1.0,0.080586905,0.2696389732
dephostatin:LPM_DMSO:2.0,0.068418068,0.1087602391
dephostatin:LPM_Dephostatin:1.0,-1.1559460061,0.11107759
dephostatin:LPM_Dephostatin:2.0,1.0564998928,0.047078316
dephostatin:LPM_Dephostatin:3.0,0.8827702005,0.3763000495
efflux_inhibition:Chlorpromazine:1.0,0.468875411,0.3171510272
efflux_inhibition:Chlorpromazine:2.0,0.0675799329,0.6920764309
efflux_inhibition:Chlorpromazine:3.0,-1.0967937778,0.0228492405
efflux_inhibition:PABN:1.0,-1.9529925538000001,0.7337563915
efflux_inhibition:PABN:2.0,-0.7667108096,0.4208494466
efflux_inhibition:no_treatment:1.0,-0.6854383955000001,0.27781098800000004
efflux_inhibition:no_treatment:2.0,0.071243162,-0.07403773200000001
efflux_inhibition:no_treatment:3.0,0.6141952335,-0.203773256
efflux_inhibition:Chlorpromazine:4.0,-0.643606871,0.1543284728
efflux_inhibition:PABN:3.0,-1.3644546784,0.9706776064
fis_regulatory_network:GX_EE:1.0,3.6879487288,0.3787457964
fis_regulatory_network:GX_EE:2.0,4.1532323742,0.5267489738
fis_regulatory_network:GX_TS:1.0,-1.2148439868,0.2388534451
fis_regulatory_network:GX_TS:2.0,-1.2569575922,0.1332083813
fis_regulatory_network:WT_EE:1.0,-0.15627092750000002,-0.1760284984
fis_regulatory_network:WT_EE:2.0,0.15627092750000002,0.1760284984
fis_regulatory_network:WT_TS:1.0,-1.5587198255999999,-0.3377665657
fis_regulatory_network:WT_TS:2.0,-1.4682765185,-0.032208225800000004
fis_regulatory_network:OX_EE:1.0,0.5651739161,-0.20955692450000002
fis_regulatory_network:OX_EE:2.0,1.0500958168,0.09049825900000001
fis_regulatory_network:OX_TS:1.0,-3.9190305029,0.2523731561
fis_regulatory_network:OX_TS:2.0,-3.2797200791,-0.1461938815
persisters:rep:1.0,-0.40280416420000004,-0.0084409927
persisters:rep:2.0,0.40280416420000004,0.0084409927
proQ_pulse_expression:empty_vector:1.0,-0.1646045016,0.29255603420000004
proQ_pulse_expression:empty_vector:2.0,0.1646045016,-0.29255603420000004
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.0907486009,0.08677525800000001
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.805174189,-0.23520949870000002
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.5564821182,-0.350028018
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.2002916847,-0.08566967980000001
proQ_virulence:dhfq_dproQ_LB:1.0,-0.4673199569,0.2717957123
proQ_virulence:dhfq_dproQ_LB:2.0,0.8008739979,0.6137565245000001
proQ_virulence:dhfq_dproQ_LB:3.0,0.30186259120000003,0.8445599686
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-0.2123960731,0.3020258775
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-0.39367601820000003,0.0221792281
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-0.2468004467,0.3697843665
proQ_virulence:dhfq_LB:1.0,0.07489043570000001,0.0560548528
proQ_virulence:dhfq_LB:2.0,0.7556409285,-0.032781531100000004
proQ_virulence:dhfq_LB:3.0,0.2618869334,0.011584405800000001
proQ_virulence:dhfq_SPI-2:1.0,0.6292259921000001,-0.0989357882
proQ_virulence:dhfq_SPI-2:2.0,0.5490844929,-0.0185776456
proQ_virulence:dhfq_SPI-2:3.0,0.5222592859,-0.1501844434
proQ_virulence:dproQ_LB:1.0,0.19028302330000002,0.0344986508
proQ_virulence:dproQ_LB:2.0,0.7251805639000001,-0.9834993976
proQ_virulence:dproQ_LB:3.0,-0.7981185088,0.1797173503
proQ_virulence:dproQ_SPI-2:1.0,-0.3276195659,0.4675038031
proQ_virulence:dproQ_SPI-2:2.0,-0.17437491260000001,0.8209146511000001
proQ_virulence:dproQ_SPI-2:3.0,-0.068754496,0.6238185215000001
proQ_virulence:WT_LB:1.0,-0.5349252372000001,0.108918571
proQ_virulence:WT_LB:2.0,0.10463228690000001,-0.1096798107
proQ_virulence:WT_LB:3.0,0.4302929502,0.0007612397000000001
proQ_virulence:WT_SPI-2:1.0,0.12179714380000001,0.8714903719
proQ_virulence:WT_SPI-2:2.0,0.3143366072,0.7933900381000001
proQ_virulence:WT_SPI-2:3.0,0.1249121515,0.5932268394
rcsB:del_rcsB_S207C:1.0,-0.8367961622000001,-0.5221587486
rcsB:del_rcsB_WT:1.0,0.292622681,0.10675587090000001
rcsB:del_rcsB:1.0,-0.5491890807,-0.3165573276
rcsB:del_rcsB_H12A:1.0,0.0187538359,0.0919794822
rcsB:del_rcsB_D56A:1.0,1.0223858736,0.3500521519
rcsB:del_rcsB_M88A:1.0,-0.2096691369,-0.1565923827
rcsB:del_rcsB_H77A:1.0,-0.1886187471,-0.3651225279
rcsB:del_rcsB_L108A:1.0,-0.045692597700000004,0.0368797211
rcsB:del_rcsB_S207C:2.0,1.1173567774,-0.19375042620000002
rcsB:del_rcsB_WT:2.0,0.3157027807,-0.050284321300000004
rcsB:del_rcsB:2.0,0.3620850727,-0.1041678121
rcsB:del_rcsB_H12A:2.0,-0.025689555000000003,-0.2990708603
rcsB:del_rcsB_D56A:2.0,0.8101128161000001,0.2967245858
rcsB:del_rcsB_H77A:2.0,-0.3035617827,-0.0290196562
rcsB:del_rcsB_L108A:2.0,-0.9549707051,-0.4205891473
rcsB:del_rcsB_WT:3.0,-0.6083254618,-0.056471549600000004
rcsB:del_rcsB_H12A:3.0,0.0622360854,-0.20514514250000002
rcsB:del_rcsB_D56A:3.0,0.3403214042,0.518180007
rcsB:del_rcsB_M88A:2.0,-0.3432042679,0.1120287313
rcsB:del_rcsB_H77A:3.0,-0.8535139964,-0.5510871635
rcsB:del_rcsB_L108A:3.0,-0.7167152298,-0.7028610143
ribodepletion:RiboZero:1.0,-0.0463259213,-0.0041913658
ribodepletion:RiboZero:2.0,0.0463259213,0.0041913658
single_carbon_source:mucic:1.0,-0.18417531410000001,-0.1552345785
single_carbon_source:mucic:2.0,0.18417531410000001,0.1552345785
single_carbon_source:tartarate:1.0,-0.5394867494,-0.07398010470000001
single_carbon_source:tartarate:2.0,-0.5940129969,-0.4031362157
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.4632438266,0.12510621630000002
ssrA_ssrB_TCS:ssrB_minus:2.0,0.1573108657,-0.1731498899
ssrA_ssrB_TCS:ssrB_minus:3.0,0.3059329609,0.0480436736
ssrA_ssrB_TCS:ssrB_plus:1.0,0.1578096223,-0.658668786
ssrA_ssrB_TCS:ssrB_plus:2.0,0.4651078215,-0.5559752552
ssrA_ssrB_TCS:ssrB_plus:3.0,0.6673566581,-0.1470865076
yedF:WT:1.0,1.0637015186,0.38702493260000004
yedF:WT:2.0,-1.0637015186,-0.38702493260000004
yedF:del_yedF:1.0,0.8477002477000001,3.3763330276
yedF:del_yedF:2.0,-0.49059035160000003,2.5018436017
yedF:del_yedF:3.0,0.4196833857,2.153993658
14028S_paratyphiA:37C_stationary:1.0,-1.6170012638,0.2640982864
14028S_paratyphiA:42C_log:1.0,0.5378794431,0.4651332871
14028S_paratyphiA:37C_log:1.0,-0.1145542769,-0.1618671452
14028S_paratyphiA:42C_log:2.0,0.5156145796,0.2389169825
14028S_paratyphiA:37C_stationary:2.0,-2.3867621852,-0.1280308944
14028S_paratyphiA:37C_log:2.0,0.1145542769,0.1618671452
7TF:hilC:1.0,0.8130121383000001,-1.1756466081
7TF:del_hilD:1.0,-0.45338757960000003,0.1306485256
7TF:WT:1.0,-0.15536317160000002,-0.1554508159
7TF:hilD:1.0,1.6470044794,-1.0718877415
7TF:WT:2.0,0.020810607300000002,-0.11761723160000001
7TF:del_sprB:1.0,-1.2920749153,-0.44484811020000004
7TF:del_rtsB:1.0,2.2161051716,-0.1197268939
7TF:rtsA:1.0,1.6195369395,-0.6837775502
7TF:del_invF:1.0,-0.1129787409,-0.3091278284
7TF:sprB:1.0,1.6172600537,-0.9551493987
7TF:hilD:2.0,1.9004486250000001,-0.9467727998000001
7TF:del_invF:2.0,0.24140527960000002,-0.2949392221
7TF:del_rtsB:2.0,1.7730008482000001,-0.2435467846
7TF:hilC:2.0,0.5227563005,-0.7202037561
7TF:WT:3.0,-0.2414405355,0.22308122290000001
7TF:del_hilD:2.0,-0.2659115767,-0.0409957982
7TF:rtsA:2.0,1.4764989577,0.1524779578
7TF:invF:1.0,-0.2247001644,-0.3521493559
7TF:invF:2.0,0.1777522582,-1.2236180836
7TF:sprB:2.0,1.4894070332,-1.0782220116
7TF:del_sprB:2.0,-1.0857666395,-0.6661302642
7TF:WT:4.0,0.3759930999,0.0499868245
MMC:del_rtcB_No treatment:1.0,-0.3461805666,-0.1847966772
MMC:WT_No_treatment:1.0,0.2404244851,-0.055838365300000005
MMC:WT_No_treatment:2.0,-0.9669027343000001,0.271974883
MMC:del_rtcR_No_treatment:1.0,-1.167295738,-0.0897278329
MMC:del_rtcR_3mM_MMC:1.0,-0.2734298405,-0.8468979172000001
MMC:WT_No_treatment:3.0,0.7264782492,-0.2161365177
MMC:del_rtcB_3mM_MMC:1.0,-0.7235080859,-0.9811887829
MMC:del_rtcB_3mM_MMC:2.0,-0.2798265609,-0.8456447186
MMC:del_rtcR_3mM_MMC:2.0,0.2178262706,-0.4636901136
MMC:del_rtcR_3mM_MMC:3.0,-0.5734942268000001,-0.0844198196
MMC:del_rsr_No_treatment:1.0,-0.2807331963,-0.1337381275
MMC:del_rtcB_3mM_MMC:3.0,-0.6277537962,-0.4919713425
MMC:del_rtcR_No_treatment:2.0,0.1551677128,-0.3838107302
MMC:del_rsr_3mM_MMC:1.0,0.35012532960000003,-0.44418011960000003
MMC:del_rtcB_No treatment:2.0,-0.0237522242,-0.0217263822
MMC:WT_3mM_MMC:1.0,-0.511139372,-0.3694479932
MMC:del_rsr_3mM_MMC:2.0,1.3673969777,-0.0739035286
MMC:WT_3mM_MMC:2.0,-0.48443317220000004,-0.6998118684
MMC:del_rsr_No_treatment:2.0,2.6839052062,0.9821201932
MMC:del_rtcB_No treatment:3.0,0.4829970971,-0.24084532120000002
MMC:del_rsr_No_treatment:3.0,1.1124856586,0.23939533370000002
Nontyphoidal_comparisons:rep:1.0,-3.1797321498,-0.9962085002000001
Nontyphoidal_comparisons:rep:2.0,6.7930316733,1.9423835587
Nontyphoidal_comparisons:rep:3.0,-3.6132995235000003,-0.9461750585
araC:delta_araC_LB:1.0,-1.4490835786,0.6749232091
araC:WT_LB:1.0,0.8532279836000001,0.7624512555
araC:WT_LB:2.0,-0.8532279836000001,-0.7624512555
araC:delta_araC_LB:2.0,-0.5386576668,0.4344374782
csgD:WT_planktonic_TP1:1.0,-8.553914917e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,1.3786126756,-0.7280452279
csgD:WT_aggregate_TP2:1.0,5.0315349644,-0.9606398770000001
csgD:del_csgD_planktonic_TP1:1.0,-0.0067726866,0.1687048657
csgD:WT_planktonic_TP3:1.0,0.4904609634,-1.1702385298
csgD:del_csgD_planktonic_TP3:1.0,-0.8041653032,-0.7813949885
csgD:WT_planktonic_TP2:1.0,6.5357367468,-0.2239996931
csgD:WT_aggregate_TP3:1.0,3.1551512357,-0.9888038974000001
csgD:PcsgD_planktonic_lux_TP1:1.0,-0.1281464364,-0.0032577086
csgD:PcsgD_planktonic_lux_TP4:1.0,-0.9933014049000001,-1.3810203896
csgD:PcsgD_aggregate_lux_TP3:1.0,0.1585848818,-1.7704351266
csgD:PcsgD_planktonic_lux_TP2:1.0,5.8692673045,-0.46960412030000004
csgD:PcsgD_planktonic_lux_TP3:1.0,-0.9039191816000001,-0.7474098676
csgD:del_csgD_planktonic_TP4:1.0,0.3846877752,-1.0150565336
csgD:WT_aggregate_TP4:1.0,0.19831926190000002,-1.6927514651000002
csgD:PcsgD_aggregate_lux_TP4:1.0,0.7662252928000001,-1.3203419703
csgD:PcsgD_aggregate_lux_TP2:1.0,4.4231294894,-0.8298384774
csrA:10min_LB_csrA:1.0,2.8265889961,-3.102696132
csrA:10min_LB_WT:1.0,2.8025714416,-2.1370397588
csrA:2.5min_LB_csrA:1.0,0.962576176,-2.658081111
csrA:5min_mLPM_WT:1.0,6.4510911893,-1.8659310623
csrA:15min_mLPM_csrA:1.0,3.2877415048,-1.3985399615
csrA:5min_LB_WT:1.0,3.8559436458,-2.8801575984000003
csrA:2.5min_LB_WT:1.0,2.4912512523,-2.4158791066
csrA:0min_LB_WT:1.0,0.6273530272,-0.1653590135
csrA:15min_LB_WT:1.0,0.7135544272000001,-2.6036155517
csrA:0min_mLPM_WT:1.0,-2.6799690578,0.4280239384
csrA:15min_LB_csrA:1.0,2.3813264217,-2.7479000158
csrA:15min_mLPM_WT:1.0,7.8024055431,-1.1396940849
csrA:15min_LB_csrA:2.0,2.3511963748999998,-2.8141579389
csrA:0min_mLPM_WT:2.0,-2.1526998356,0.4420563236
csrA:0min_LB_csrA:1.0,-0.8316771787,-0.2667762755
csrA:15min_LB_WT:2.0,1.2585235661,-2.5991328885
csrA:15min_mLPM_WT:2.0,5.7220522867,-1.5707563464
csrA:5min_LB_WT:2.0,3.2926505046,-3.0504279256
csrA:5min_mLPM_WT:2.0,5.426981174,-1.8799270974
csrA:2.5min_LB_WT:2.0,3.0378475077,-2.3889693127
csrA:5min_mLPM_csrA:1.0,3.3772853098,-2.5003728358
csrA:0min_LB_csrA:2.0,-0.9526902953,-0.2447672613
csrA:15min_mLPM_csrA:2.0,2.4957254331,-1.0977778208
csrA:5min_mLPM_csrA:2.0,2.1701651775,-1.9557986495000002
csrA:10min_LB_WT:2.0,2.967245354,-2.9122145793
csrA:0min_LB_WT:2.0,-0.6273530272,0.1653590135
csrA:5min_LB_csrA:1.0,2.7476634597,-2.920911368
csrA:10min_mLPM_csrA:1.0,3.3791585339,-1.6572741144
csrA:10min_mLPM_csrA:2.0,2.1499367615000002,-1.5261999752
csrA:5min_LB_csrA:2.0,1.437372004,-2.9976738468
csrA:2.5min_LB_csrA:2.0,2.028818182,-2.5847659664
csrA:10min_LB_csrA:2.0,1.9378614757000001,-2.5483590552
flagellum:ΔSTM14_1829 :1.0,0.0207098161,-0.9249629602
flagellum:ΔSTM14_1829 :2.0,0.33038972520000004,-0.4286143363
flagellum:WT:1.0,-0.21246350690000002,-0.1932846462
flagellum:WT:2.0,0.15748950450000002,0.2025393735
flagellum:ΔSTM14_1829 :3.0,0.1670227473,-0.7073457061
flagellum:WT:3.0,0.0549740024,-0.0092547273
fliA:del_rpoF:1.0,-7.9228096535,-0.9497871408
fliA:WT:1.0,0.27353054120000003,-0.1425017482
fliA:del_rpoF:2.0,-7.9081906042,-1.0134622459
fliA:WT:2.0,-0.27353054120000003,0.1425017482
mgtC:empty_pUH21:1.0,0.0598436823,0.084789315
mgtC:pUH_mgtC:1.0,0.1977723277,-0.1080310724
mgtC:empty_pUH21:2.0,-0.0598436823,-0.084789315
mgtC:pUH_mgtC:2.0,0.3587852956,0.059511756400000004
mgtCBR:empty_pBAD18:1.0,0.0465410686,-0.048720553400000005
mgtCBR:mgtC_pBAD113:1.0,-0.09163242490000001,0.4829187855
mgtCBR:empty_pBAD18:2.0,-0.0465410686,0.048720553400000005
mgtCBR:mgtC_pBAD113:2.0,0.0486502413,0.5204517168
novobiocin:100_Novobiocin_60min:1.0,-6.8384973145,-0.384310998
novobiocin:500_Novobiocin_60min:1.0,-6.829193699,-0.3639593474
novobiocin:0_Novobiocin_60min:1.0,-8.5848016034,-0.7150248346
novobiocin:0_Novobiocin_0min:1.0,0.4529824028,0.0655299761
novobiocin:100_Novobiocin_60min:2.0,-6.8409346626000005,-0.7269054496
novobiocin:0_Novobiocin_10min:1.0,-5.953935648,-1.6888946704999999
novobiocin:500_Novobiocin_20min:1.0,-8.7054350604,-1.5796559431000001
novobiocin:0_Novobiocin_20min:1.0,-8.5581798501,-1.2591487898
novobiocin:0_Novobiocin_60min:2.0,-8.5575447967,-0.7044719513000001
novobiocin:0_Novobiocin_10min:2.0,-6.4890904641,-1.8123589679
