,A,whiB7
base:wt_llac_6:1,0.2851646492,0.14526998730000001
base:wt_llac_6:2,1.1803111759,-0.25670810780000003
base:wt_llac_6:3,2.7400775345,0.1663393484
base:wt_pyr_24:1,-4.4623617637,-1.1767193954
base:wt_pyr_24:2,-4.4935125105000004,-1.2931462359
base:wt_pyr_24:3,-4.3555842814,-1.2620957623
base:wt_pyr_6:1,-1.4822618992,-0.045154751900000005
base:wt_pyr_6:2,-2.1991359524,0.2515594578
base:wt_pyr_6:3,-1.7078303287,-0.159955638
biofilm:biofilm:1,-5.182083134,-0.1784114087
biofilm:biofilm:2,-5.1991824075,-0.1195071028
biofilm:planktonic:1,-0.17409152690000002,0.0070538961
biofilm:planktonic:2,0.17409152690000002,-0.0070538961
btz043:0_days_.006:1,0.1974400415,-0.0698577522
btz043:0_days_.006:2,0.29677916330000004,0.12032459370000001
btz043:0_days_.006:3,0.2246294995,-0.1402862047
btz043:0_days_control:1,0.1232466843,0.051774408
btz043:0_days_control:2,-0.1175464635,-0.060348657800000004
btz043:0_days_control:3,-0.0057002208,0.008574249800000001
btz043:1_days_.006:1,-1.6943872968,-0.5896327915
btz043:1_days_.006:2,-1.2068993983,-0.5535240426
btz043:1_days_.006:3,-1.4752015408,-0.6872299164
btz043:1_days_.006:4,-2.2632368016,-0.36638655870000003
btz043:1_days_control:1,-1.2035177249,-0.7428930466
btz043:1_days_control:2,-0.9659983128,-0.7430760895
btz043:1_days_control:3,-1.0144937797,-0.7207874408
btz043:1_days_control:4,-0.9546118689,-0.6924760633
clarithromycin:1_days_control:1,0.1947224861,0.052048334200000004
clarithromycin:1_days_control:2,0.0316300785,-0.014725709100000001
clarithromycin:1_days_control:3,-0.2263525646,-0.0373226251
cnpB:del:1,-1.2389040046,-0.11446752880000001
cnpB:del:2,-1.6414262158000001,-0.661220031
cnpB:del:3,-1.7301553735000001,-0.4734543311
cnpB:wt:1,1.1445903429,0.6846919775
cnpB:wt:2,-0.3823554964,0.07288262250000001
cnpB:wt:3,-0.7622348465000001,-0.7575746001
csoR:ko:1,-0.5375220699000001,-0.9154691554000001
csoR:ko:2,-0.2645103802,-1.2117207278
csoR:wt:1,1.1534775822,0.0348697631
csoR:wt:2,-1.1534775822,-0.0348697631
dap:0_days_25:1,0.1712820566,0.0604065067
dap:0_days_25:2,0.2111337278,0.1184082461
dap:0_days_25:3,0.3889760191,0.0418303693
dap:0_days_25:4,0.4968843934,0.0639520887
dap:0_days_control:1,-0.0435205316,-0.0797549448
dap:0_days_control:2,0.3186229803,-0.0253842877
dap:0_days_control:3,-0.6223389635000001,0.0968086376
dap:0_days_control:4,0.3472365148,0.0083305949
dap:1_days_25:1,2.4389396207000003,0.22497159
dap:1_days_25:2,2.1825697481,0.2660122025
dap:1_days_25:3,2.4178208562,0.325234962
dap:1_days_25:4,2.6934847546,0.1420860223
dap:1_days_control:1,0.6912489259,-0.6608602359
dap:1_days_control:2,0.3965599962,-0.465202975
dap:1_days_control:3,0.8706894365000001,-0.5066588721
dap:1_days_control:4,0.3433876233,-0.6495186202000001
degradosome:mutant_rnj:1,0.46468265340000003,-1.4190694924
degradosome:mutant_rnj:2,0.4484161014,-0.821829223
degradosome:mutant_rnj:3,0.2298102814,-0.6691989855
degradosome:PNPase_ko:1,4.1221866972,1.0952864953
degradosome:PNPase_ko:2,4.5284984294,1.3163320327
degradosome:PNPase_ko:3,4.2887917587,0.7517564335
degradosome:Rnase_E_ko:1,3.0789468033,-0.9584448611
degradosome:Rnase_E_ko:2,3.608440626,-0.6561108866
degradosome:Rnase_E_ko:3,2.6392211208000003,-1.6453979538999999
degradosome:wt_cas9_ctrl:1,0.49091102610000004,-2.5332897615
degradosome:wt_cas9_ctrl:2,1.6994550553,-0.4631702204
degradosome:wt_cas9_ctrl:3,2.0073596112,-0.6851112689000001
degradosome:wt_expn:1,-0.0122541812,0.15866878010000002
degradosome:wt_expn:2,0.0514150408,-0.0024417598
degradosome:wt_expn:3,-0.0391608596,-0.15622702030000002
delam:0_days_.09:1,0.039025625700000004,-0.017349664100000002
delam:0_days_.09:2,-0.4467694076,-0.1256178207
delam:0_days_.09:3,0.3741354743,0.30516466800000003
delam:0_days_.09:4,0.1130683279,0.0227740668
delam:0_days_control:1,-0.0688758028,0.20398558700000002
delam:0_days_control:2,0.3179241216,-0.0219856322
delam:0_days_control:3,-0.1352297643,-0.057683634000000004
delam:0_days_control:4,-0.1138185545,-0.1243163208
delam:1_days_.09:1,2.0520908935,0.3204971438
delam:1_days_.09:2,2.1047865597,0.346115883
delam:1_days_.09:3,1.8222529873000002,0.27348193600000004
delam:1_days_.09:4,2.0688881432,0.2428521046
delam:1_days_control:1,2.2152867208,0.1527656299
delam:1_days_control:2,1.8155598805,-0.0152143485
delam:1_days_control:3,2.1268423373,0.2278092465
delam:1_days_control:4,2.2354413322,0.075969094
dg_inh:both:1,-0.2412718855,-0.4301000522
dg_inh:both:2,-0.2621745647,-0.7238123886000001
dg_inh:both:3,-0.2897651791,-0.4390050794
dg_inh:dg:1,-0.0019409592,-0.1859209016
dg_inh:dg:2,-0.2037778567,-0.6930952494
dg_inh:dg:3,0.2996134013,-0.3131389168
dg_inh:DMSO:1,0.1264092635,0.13178772390000001
dg_inh:DMSO:2,-0.1777093058,-0.16288621690000002
dg_inh:DMSO:3,0.0513000424,0.031098493
dg_inh:inh:1,-0.15267033870000002,-0.4425871833
dg_inh:inh:2,-0.0186994647,-0.4958495737
dg_inh:inh:3,-0.1663668579,-0.39189732180000003
dormancy:dormant_20d_rifampicin:1,-6.5607950147,-2.9128085927000003
dormancy:dormant_20d_rifampicin:2,-7.0436149656,-2.7359154004
dormancy:dormant_20d_rifampicin:3,-7.8552073461,-3.0448208573
dormancy:dormant_no_treatment:1,-0.18754401880000002,-0.0979333117
dormancy:dormant_no_treatment:2,-0.0282243681,0.1351659475
dormancy:dormant_no_treatment:3,0.215768387,-0.037232635800000004
eccE1:control:1,-0.5266530141,-0.2264197822
eccE1:control:2,0.5266530141,0.2264197822
eccE1:delta_eccE1:1,-0.1628556613,-0.17340185230000002
eccE1:delta_eccE1:2,0.0368226532,0.1382380805
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.6593509303,0.09734318630000001
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.7637552348000001,-0.0378357557
eccE1:delta_eccE1_empty_vector:1,-0.4494671179,0.1082313203
eccE1:delta_eccE1_empty_vector:2,-0.060155845900000005,0.24983537090000002
eccE1:delta_eccE1_myc_p1_HA_comp:1,-1.2643688991,-0.2490019161
eccE1:delta_eccE1_myc_p1_HA_comp:2,-1.201887518,0.28675611840000004
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.5849490333,-0.1405398785
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-0.4420313856,0.2004698464
emb:0_days_2.45:1,-0.27125396,-0.026180945400000002
emb:0_days_2.45:2,0.5127665285,-0.1047964649
emb:0_days_2.45:3,-0.6357376613,0.0586148835
emb:0_days_2.45:4,0.3476749255,-0.12424211140000001
emb:0_days_control:1,-0.052585263300000004,0.2435248028
emb:0_days_control:2,0.32654073650000004,-0.0204635997
emb:0_days_control:3,-0.0510560261,-0.0347227291
emb:0_days_control:4,-0.222899447,-0.188338474
emb:1_days_2.45:1,-2.0657866259,-0.634079743
emb:1_days_2.45:2,-2.2214997896,-0.6404413508
emb:1_days_2.45:3,-2.3328099778,-0.4448634474
emb:1_days_2.45:4,-1.8015393681,-0.4425018425
emb:1_days_control:1,-2.1751345721,-0.6245455297
emb:1_days_control:2,-1.7250647828,-0.6801976642
emb:1_days_control:3,-1.6573034771000001,-0.6404084703
emb:1_days_control:4,-2.2240738048,-0.5654017875
espL:ko:1,-0.2154577007,0.2331140486
espL:ko:2,-0.0897979285,-0.4093250275
espL:wt:1,-0.1527376519,0.11371872920000001
espL:wt:2,0.1527376519,-0.11371872920000001
esx_1:ko:1,0.2556412011,0.9470776839
esx_1:ko:2,0.120550928,0.6538521493
esx_1:wt:1,0.4317038369,0.0508683159
esx_1:wt:2,-0.1776326434,0.12368303380000001
esx_1:wt:3,-0.2540711935,-0.1745513497
genotoxic:control:1,-0.5298128878,-0.7915439511
genotoxic:control:2,0.5298128878,0.7915439511
genotoxic:growth_supplement:1,-0.8501955639000001,-0.7394986628
genotoxic:growth_supplement:2,-0.0081266874,0.1970503171
growth:tss_expnt:1,-0.0890830158,-1.3860560359
growth:tss_expnt:2,0.20341631670000002,-0.6281152768
growth:tss_expnt:3,-0.35856461970000003,-2.638134842
growth:tss_starved:1,1.6014270093,-2.3739660063
growth:tss_starved:2,2.3132377011,-1.7700657988000001
growth:tss_starved:3,2.3989414671000002,-1.0667061008
growth:wt_expn:1,0.5422415366000001,0.5941854411
growth:wt_expn:2,-0.1807575381,-0.2940214586
growth:wt_expn:3,-0.3614839985,-0.30016398250000004
hs2:treated:1,-0.1254538902,0.3402710185
hs2:treated:2,-0.1129504281,0.34817915520000003
hs2:treated:3,0.2937664544,0.4980995897
hs2:untreated:1,-0.2431466147,-0.20488455730000002
hs2:untreated:2,0.2932421068,-0.2565716629
hs2:untreated:3,-0.0500954921,0.4614562202
hypoxia:000h_.81_DO:1,-0.2237156013,-0.1052442751
hypoxia:000h_.81_DO:2,-0.0945673218,-0.0698874783
hypoxia:000h_.81_DO:3,0.3182829232,0.1751317534
hypoxia:017h_.57_DO:1,-0.9917519661,-0.5876507266000001
hypoxia:017h_.57_DO:2,-0.28193495960000003,-0.44975816430000004
hypoxia:017h_.57_DO:3,-1.8051959397,-0.6607790234
hypoxia:023h_.42_DO:1,-1.7844691681,-0.8902674734
hypoxia:023h_.42_DO:2,-1.9251316176,-1.3040825748
hypoxia:040h_.11_DO:1,-1.983442206,-1.3838343113
hypoxia:040h_.11_DO:2,-1.994846753,-0.8553527274
hypoxia:041h_.09_DO:1,-0.9040760997,-0.3552628621
hypoxia:041h_.09_DO:2,-0.8008637451,-0.5034725329
hypoxia:041h_.09_DO:3,-1.2460672915,-1.0175763519
hypoxia:042h_.07_DO:1,-0.4317521472,0.1666321919
hypoxia:042h_.07_DO:2,-0.6422617172,0.18373188740000002
hypoxia:043h_.06_DO:1,-0.3170288766,0.5210852996
hypoxia:043h_.06_DO:2,-0.9646484158,-0.3299166965
hypoxia:043h_.06_DO:3,-0.3527567575,-0.1315673402
hypoxia:044h_.04_DO:1,-0.8997567688,-0.0013009851
hypoxia:044h_.04_DO:2,-1.3458550316,0.1018791249
hypoxia:044h_.04_DO:3,-1.216361339,0.1609879381
hypoxia:047h_0_DO:1,-0.9897361825000001,0.0902100889
hypoxia:047h_0_DO:2,2.4452224947,0.0974294186
hypoxia:047h_0_DO:3,1.1600982237,-0.0324637138
hypoxia:049h_0_DO:1,3.5552656154999998,1.3426103829
hypoxia:049h_0_DO:2,3.4347704065,0.7806367337
hypoxia:049h_0_DO:3,4.2141820923,1.0883011987
hypoxia:050h_0_DO:1,5.8603431615,1.2327555113
hypoxia:050h_0_DO:2,2.8893491732000003,0.6967270765
hypoxia:050h_0_DO:3,4.1138170073,1.1646976205
hypoxia:052h_0_DO:1,6.9906170049,1.8018601307000002
hypoxia:052h_0_DO:2,2.9327512118,1.3997034893
hypoxia:052h_0_DO:3,3.6687828761,1.4732325858
hypoxia:054h_0_DO:1,3.5392173148,0.8825666377
hypoxia:054h_0_DO:2,2.9318489707,0.7777445785
hypoxia:054h_0_DO:3,5.1596649947,1.3980897073
hypoxia:054h_0_DO:4,1.8150240036,0.9152734412
hypoxia:054h_0_DO:5,7.3320478132,1.1655511093
hypoxia:070h_0_DO:1,2.3511800596,0.2819259229
hypoxia:070h_0_DO:2,1.1710261911,-0.4864076646
hypoxia:088h_0_DO:1,2.6797344796,0.010991530400000001
hypoxia:088h_0_DO:2,2.1086356419,-0.36787623950000004
hypoxia:114.5h_.04_DO:1,1.5306552055,0.8027136583000001
hypoxia:114.5h_.04_DO:2,1.2291705481,1.1394924906
hypoxia:114.5h_.04_DO:3,1.5670001443000001,0.9197162483
hypoxia:115h_.06_DO:1,2.7795585094,1.1681278473
hypoxia:115h_.06_DO:2,3.5122800733,1.4661812645
hypoxia:115h_.06_DO:3,2.6570627427,1.1397403144
hypoxia:116h_.11_DO:1,4.5881798588,1.7581527303
hypoxia:116h_.11_DO:2,4.9140701574,1.5020372774
hypoxia:116h_.11_DO:3,5.9306949124,2.041639472
hypoxia:120h_.47_DO:1,3.9396042961,1.0667523221
hypoxia:120h_.47_DO:2,4.7702151418,1.6880567951
hypoxia:120h_.47_DO:3,3.6487304053000003,1.0338817757
kinase:DMSO_0h_F:1,2.8201819307,1.1006863618
kinase:DMSO_0h_F:2,2.8563965489000003,1.0334363517
kinase:DMSO_0h_F:3,2.7199094709000002,0.48423218300000004
kinase:DMSO_0h_H:1,1.5029164377000002,0.4412806338
kinase:DMSO_0h_H:2,1.2887368377000001,-0.0432883067
kinase:DMSO_0h_H:3,0.5210528251000001,-0.2153049196
kinase:DMSO_0h_H:4,0.5075533936000001,-0.0248221673
kinase:DMSO_0h_H:5,1.0558611806,0.35395688810000003
kinase:DMSO_0h_H:6,0.9175576719,0.023458790900000002
kinase:DMSO_0h_I:1,0.6110166697,0.0902713869
kinase:DMSO_0h_I:2,-0.9505975784,-0.1270234703
kinase:DMSO_0h_I:3,0.08417516550000001,0.24504159690000002
kinase:DMSO_0h_I:4,0.5239008757,-0.7037102012
kinase:DMSO_0h_I:5,-0.5767747189,-0.18238934340000001
kinase:DMSO_0h_I:6,0.3082795864,0.6778100311
kinase:pknD_T10_48h:1,1.7323434338,0.2304560712
kinase:pknD_T10_48h:2,1.974337973,0.2357141668
kinase:pknD_T10_48h:3,1.8599968308000001,0.1076182499
kinase:pknL_T10_48h:1,2.6394243123,1.2348691508
kinase:pknL_T10_48h:2,2.3659179297,1.1763179176
kinase:pknL_T10_48h:3,2.7275562528,1.3815446854
kinase:pknL_T4_48h:1,2.3629576486,2.3644444186999998
kinase:pknL_T4_48h:2,3.0615277655,2.3038307437
kinase:pknL_T4_48h:3,2.8025342366,2.4007327812
kinase:T10_12h_F:1,2.5117218469,0.5916925575
kinase:T10_12h_F:2,2.5131881353,0.7753593713
kinase:T10_12h_F:3,2.3833951063,0.3651822617
kinase:T10_12h_H:1,2.232240359,1.4076433232
kinase:T10_12h_H:2,1.3387561474,0.7548609216000001
kinase:T10_12h_H:3,1.7358648889000001,1.0447101332
kinase:T10_12h_I:1,-0.7170260535,0.7702235106
kinase:T10_12h_I:2,1.4702608969,0.3498064944
kinase:T10_24h_F:1,2.6285931845,0.6967161578000001
kinase:T10_24h_F:2,2.3310755985,0.5839129412
kinase:T10_24h_F:3,2.5947489912,0.6164182842
kinase:T10_24h_H:1,3.2182298748,1.3776710456
kinase:T10_24h_H:2,3.4713858937,1.3797169014000001
kinase:T10_24h_H:3,3.0727756233,1.2912487138
kinase:T10_24h_I:1,1.7746728653,0.6184509741
kinase:T10_24h_I:2,1.7810682282,0.500445433
kinase:T10_48h_F:1,2.1832511028,-0.33886121150000004
kinase:T10_48h_F:2,1.748871749,0.44652244350000003
kinase:T10_48h_F:3,2.1894340684,0.5149181001
kinase:T10_48h_H:1,3.8826720895999998,1.4001267483
kinase:T10_48h_H:2,3.5218187346,1.0828150561
kinase:T10_48h_H:3,3.0779349688,1.0660965464
kinase:T10_48h_I:1,1.9414719285,0.5038603112
kinase:T10_48h_I:2,1.9871355664,0.3581379764
kinase:T10_48h_I:3,2.0548703705,0.5313868453
kinase:T4 _48h_H:1,3.9784407604,2.3185637013
kinase:T4 _48h_H:2,4.4231591108,2.3032087235
kinase:T4 _48h_H:3,3.9606670144000002,2.4541775171999998
kinase:T4 20 _12h_I:1,1.8053217780000002,0.3246026785
kinase:T4 20 _12h_I:2,1.9324671472000001,0.47755781010000004
kinase:T4 20 _12h_I:3,2.0867602621,0.42011160900000005
kinase:T4_12h_F:1,2.7444653966,0.8780050459000001
kinase:T4_12h_F:2,2.7016336922,1.1276578577
kinase:T4_12h_F:3,2.8704167467,0.8069135721
kinase:T4_12h_H:1,2.3159824464,1.1611189425
kinase:T4_12h_H:2,2.5147445114,1.4137432598
kinase:T4_12h_H:3,2.4060622344,1.2664426115
kinase:T4_24h_F:1,3.0031667793,0.8820890397000001
kinase:T4_24h_F:2,3.4555693776,1.1694498678
kinase:T4_24h_F:3,3.4261498502,1.2701564575
kinase:T4_24h_H:1,4.1206179027,1.8330491619
kinase:T4_24h_H:2,3.1020265685,1.9216150343
kinase:T4_24h_H:3,3.4931888722,1.7983760615
kinase:T4_24h_I:1,2.5455336203,1.0590360122
kinase:T4_24h_I:2,2.7027063143000003,0.7029822845
kinase:T4_48h_F:1,3.2017126848,1.6305462743999999
kinase:T4_48h_F:2,2.9003783632999998,1.3819203553000001
kinase:T4_48h_F:3,2.8332513302,1.2132103546
kinase:T4_48h_I:1,3.0602028591,1.7573045242
kinase:T4_48h_I:2,3.0977016171,1.6545518655
kinase:T4_48h_I:3,3.4821813081,1.7719950822000001
kinase:WT_T10_48h:1,3.3655396771,0.8002023797000001
kinase:WT_T10_48h:2,3.7521880086,1.8959211064
kinase:WT_T10_48h:3,3.8349356037,1.5464334324
kinase:WT_T10_48h:4,3.2882042523,0.7664188122000001
kinase:WT_T10_48h:5,2.6937966498,0.8136241121000001
kinase:WT_T4_48h:1,3.4670827919000002,1.8249773029
kinase:WT_T4_48h:2,3.6023358047,2.0586634565
kinase:WT_T4_48h:3,3.0661716225,1.7699178634
levofloxacin:control:1,-0.2294122697,-0.22641013070000002
levofloxacin:control:2,-0.4291262966,-0.1651903716
levofloxacin:control:3,0.6585385663000001,0.39160050230000004
levofloxacin:treated:1,0.9003630934,0.7650994571
levofloxacin:treated:2,-0.6338698077,0.7683331880000001
levofloxacin:treated:3,-1.0543830874,0.8304357449
linez:0_days_4:1,20.5198892348,4.6997923769
linez:0_days_4:2,20.0291632434,4.6127496929
linez:0_days_4:3,19.7461195975,4.5729632272
linez:0_days_4:4,19.7452372229,4.674257755
linez:0_days_control:1,-0.1832294216,-0.0833523714
linez:0_days_control:2,0.3347320938,-0.0679292764
linez:0_days_control:3,-0.2283247891,0.1039127437
linez:0_days_control:4,0.0768221169,0.047368904100000005
linez:1_days_4:1,-0.7796227109,0.5114173968
linez:1_days_4:2,-0.3660389767,0.5730374822000001
linez:1_days_4:3,-0.4107742755,0.4765027645
linez:1_days_4:4,-0.5344134165000001,0.5391432448
linez:1_days_control:1,-0.1192083426,0.1469985409
linez:1_days_control:2,0.0070949315,0.1636242958
linez:1_days_control:3,-0.3739984907,0.3320121823
lipid:dextrose_exp:1,-0.0875706609,0.0710136848
lipid:dextrose_exp:2,0.0875706609,-0.0710136848
lipid:dextrose_hypo:1,5.0838496419,1.9076886061
lipid:dextrose_hypo:2,5.4456646258,2.7242100415
lipid:dextrose_stat:1,6.4159261504,1.2398702219
lipid:dextrose_stat:2,6.6383391735,1.1780373252
lipid:lipid_exp:1,1.4417715086,-1.3830616458
lipid:lipid_exp:2,0.379408501,-1.2948048781
lipid:lipid_stat:1,4.6667584321,-0.018817626100000002
lipid:lipid_stat:2,5.396248039,-1.3704715197000001
mcr11:mcr11_mutant:1,-0.4556756119,0.050128346000000004
mcr11:mcr11_mutant:2,-0.1543177474,0.1129869812
mcr11:mcr11_mutant:3,0.5462683814,0.1255933981
mcr11:wt:1,0.2669696207,0.0201428181
mcr11:wt:2,-0.4755869518,0.04707228
mcr11:wt:3,0.2086173311,-0.06721509810000001
miceAV_macro:24h_control:1,0.38946729480000003,0.2232558463
miceAV_macro:24h_control:2,-0.35717170540000004,-0.15732876910000002
miceAV_macro:24h_control:3,-0.0322955895,-0.0659270772
miceBMDM:inf02:1,4.1517902212,3.6677457512
miceBMDM:inf02:2,2.9396966414000003,3.3965515707
miceBMDM:inf02:3,3.6484752553,3.8338314346
miceBMDM:inf24:1,4.0667417777,3.5021979905
miceBMDM:inf24:2,4.6120509898,3.6210270837
miceBMDM:inf24:3,5.1834031254,3.6674773474
miceBMDM:inf08:1,6.4916896994,4.8738907645000005
miceBMDM:inf08:2,6.2548769017,4.4183677593
miceBMDM:inf08:3,6.3657633698,4.2777443905
miceBMDM:no_inf02:1,0.0950979773,0.0288815262
miceBMDM:no_inf02:2,-0.0659601788,-0.0764742985
miceBMDM:no_inf02:3,-0.0291377986,0.0475927723
miceBMDM:no_inf24:1,-0.3765296956,0.8151892694
miceBMDM:no_inf24:2,-0.0371264461,0.9066443468000001
miceBMDM:no_inf24:3,0.3852147113,1.1958448599
miceBMDM:no_inf08:1,-0.5571776729,1.4594776878
miceBMDM:no_inf08:2,-1.090937228,1.2918307715
miceBMDM:no_inf08:3,-0.3886908826,1.6198426392
miceNF:control:1,-0.3214379332,0.1570365946
miceNF:control:2,0.3214379332,-0.1570365946
miceNF:invivo:1,3.6212111334,3.2239238364
miceNF:invivo:2,5.1580001511999996,3.9954310953
miceNF:invivo:3,4.3332923063,3.1740473672
mihF:mihF_mutant_atc:1,3.063986408,-1.41214945
mihF:mihF_mutant_atc:2,1.074813088,-1.4457511816
mihF:mihF_mutant_no_atc:1,-2.3417360247,0.3784129332
mihF:mihF_mutant_no_atc:2,-0.4106372359,0.5538397893
mihF:wt_atc:1,-0.2937748475,-0.048157550300000004
mihF:wt_atc:2,-3.1473852737,-0.8505805489
mihF:wt_no_atc:1,-1.3834956355,-0.022305020800000002
mihF:wt_no_atc:2,1.3834956355,0.022305020800000002
mmpl3:mutant_no_ATC:1,0.1385225289,0.0687363052
mmpl3:mutant_no_ATC:2,-0.1385225289,-0.0687363052
mmpl3:mutant_with_ATC:1,5.1436127522,1.5084395807000002
mmpl3:mutant_with_ATC:2,7.2292748862,1.6923017833
mrsI:ko_iron_atc:1,0.9653047525,0.2372055946
mrsI:ko_iron_atc:2,-0.9120378782,-0.6545135079000001
mrsI:ko_iron_no_atc:1,-2.0384715439,1.122057517
mrsI:ko_iron_no_atc:2,-0.1512621984,1.3350077274
mrsI:ko_ox_atc:1,0.061558019400000004,1.3555254046
mrsI:ko_ox_atc:2,-2.4717615126,1.4233521093000001
mrsI:ko_ox_no_atc:1,2.2111462194,1.8114196794000001
mrsI:ko_ox_no_atc:2,1.6592734852,1.2405789892
mrsI:ko_sds_atc:1,1.4719724407,1.0126416824
mrsI:ko_sds_atc:2,2.3649866462,1.8862890175
mrsI:ko_sds_no_atc:1,0.9990877903000001,0.1265310412
