,BSU_misc_RNA_3
T0.0H_1,16.3469
T0.30H_1,15.7468
T1.0H_1,15.5951
T1.30H_1,15.582
T2.0H_1,15.5585
T2.30H_1,15.9741
T3.0H_1,15.6125
T3.30H_1,16.2704
T4.0H_1,16.2122
T5.0H_1,15.6524
LBexp_1,16.4891
LBexp_2,16.4946
LBexp_3,16.4811
LBtran_1,14.9017
LBtran_2,16.3851
LBtran_3,16.4537
LBstat_1,15.5848
LBstat_2,15.3362
LBstat_3,14.9048
LBGexp_1,16.4791
LBGexp_2,16.4892
LBGexp_3,16.4794
LBGtran_2,16.4574
LBGtran_3,16.4734
LBGstat_1,16.4992
LBGstat_2,16.4871
LBGstat_3,15.934
Mt0_1,16.4868
Mt0_3,16.5255
M0t45_1,16.480999999999998
M0t45_2,16.5065
M0t45_3,16.516
M0t90_1,14.235
M0t90_2,15.7819
M0t90_3,14.6335
M40t45_1,16.4609
M40t45_2,15.8768
M40t45_3,16.4998
M40t90_1,14.0262
M40t90_2,15.1471
M40t90_3,15.0244
dia0_1,16.487000000000002
dia0_2,16.492
dia0_3,16.5109
dia5_1,16.4885
dia5_2,16.4665
dia5_3,16.4836
dia15_1,16.452
dia15_2,16.4888
dia15_3,16.4784
C30_1,16.4881
C30_2,16.4757
C90_1,15.7824
C90_2,16.0307
SMM_1,16.4768
SMM_2,16.4886
SMM_3,16.4938
Salt_1,16.4289
Salt_2,16.4282
Salt_3,16.4661
M+G_1,16.4785
M+G_2,16.4766
M+G_3,16.4778
Glu_1,16.4882
Glu_2,16.4799
Glu_3,16.47
Fru_1,16.4843
Fru_2,16.4607
Fru_3,16.4724
Mal_1,16.4809
Mal_2,16.4663
Mal_3,16.4783
G+S_2,16.4615
G+S_3,16.4557
Pyr_1,16.1622
Pyr_2,16.4047
Pyr_3,16.3287
Gly_1,16.4322
Gly_2,16.474
Gly_3,16.0082
Glucon_1,16.3306
Glucon_2,16.4602
Glucon_3,15.1803
BI_1,16.3286
BI_2,16.4713
BC_2,16.0136
BC/t_1,15.4054
BC/t_2,15.7765
BC_1,16.1601
Sw_1,15.2023
Sw_2,15.9265
BMM_1,16.4977
BMM_2,16.4924
BMM_3,16.48
Heat_1,16.4786
Heat_2,16.4702
Heat_3,16.4661
Cold_1,16.492
Cold_2,16.4734
Cold_3,16.4104
Etha_1,14.2261
Etha_2,13.8694
Etha_3,14.3588
SMMPr_1,16.4944
SMMPr_2,16.4796
SMMPr_3,16.4777
HiTm_1,16.4699
HiTm_2,16.4885
HiTm_3,16.4839
LoTm_1,16.42
LoTm_2,16.3461
LoTm_3,16.3449
HiOs_1,16.477
HiOs_2,16.4229
HiOs_3,16.4793
Oxctl_1,16.43
Oxctl_2,16.4649
Oxctl_3,16.4823
Diami_1,16.2609
Diami_2,16.4414
Diami_3,16.3956
Paraq_1,16.4727
Paraq_2,16.4978
Paraq_3,16.3105
H2O2_1,16.4924
H2O2_2,16.4871
H2O2_3,16.4639
HPh_1,16.4718
HPh_2,16.4834
HPh_3,16.4672
LPh_1,16.4729
LPh_2,16.4928
LPh_3,16.4639
LPhT_1,16.0487
LPhT_2,15.7355
LPhT_3,15.5562
aero_1,16.4872
aero_2,16.4945
aero_3,16.5119
nit_1,16.4819
nit_2,16.5061
nit_3,16.3563
ferm_1,16.4669
ferm_2,16.4763
ferm_3,16.451
