,A,whiB6
hypoxia:041h_.09_DO:1,2.2942606269,-0.7970429639000001
hypoxia:041h_.09_DO:2,2.0174463901,-1.3357529123
hypoxia:041h_.09_DO:3,2.2683764262,-1.4601170699
hypoxia:042h_.07_DO:1,2.326777389,0.23892504450000002
hypoxia:042h_.07_DO:2,2.8776110141,-0.3888506835
hypoxia:043h_.06_DO:1,2.3771295517,-0.0027877861
hypoxia:043h_.06_DO:2,2.5466770369000002,-0.1383152915
hypoxia:043h_.06_DO:3,2.1097171432,-0.1404668544
hypoxia:044h_.04_DO:1,2.4722826513,-0.1575352529
hypoxia:044h_.04_DO:2,2.3281031155,-0.6912691347000001
hypoxia:044h_.04_DO:3,2.279397522,-0.2512137714
hypoxia:047h_0_DO:1,2.6872603412,0.10577942
hypoxia:047h_0_DO:2,1.9606767461,-0.6613049422
hypoxia:047h_0_DO:3,1.9158886905,-0.7346760737
hypoxia:049h_0_DO:1,1.6137582328,-0.3789468614
hypoxia:049h_0_DO:2,1.4786863165000002,-1.0215441244
hypoxia:049h_0_DO:3,1.5807591604,-0.8338460732
hypoxia:050h_0_DO:1,1.8837559997,-0.6905950095000001
hypoxia:050h_0_DO:2,1.8445882905,-0.8345312271
hypoxia:050h_0_DO:3,1.7641115901000002,-0.383354638
hypoxia:052h_0_DO:1,2.0085261878,-0.16579141790000002
hypoxia:052h_0_DO:2,1.4135311502,0.0982333922
hypoxia:052h_0_DO:3,1.8561405725000002,0.5140933924000001
hypoxia:054h_0_DO:1,1.9427101803000002,-0.8648226751
hypoxia:054h_0_DO:2,1.9634700728,-0.5635135285
hypoxia:054h_0_DO:3,1.9924188198000001,-1.0138958029
hypoxia:054h_0_DO:4,1.5916045857999999,-0.23573980320000001
hypoxia:054h_0_DO:5,1.9231555296,-1.2556763368000001
hypoxia:070h_0_DO:1,1.4490484391,-0.5501995286
hypoxia:070h_0_DO:2,1.62255972,-1.6166239654
hypoxia:088h_0_DO:1,1.7937196427000002,-0.9958240920000001
hypoxia:088h_0_DO:2,2.1934183707,-1.5758470033
hypoxia:114.5h_.04_DO:1,1.9266373917,0.9294450750000001
hypoxia:114.5h_.04_DO:2,1.5836837142,1.2129280597
hypoxia:114.5h_.04_DO:3,1.680817872,1.2436160099
hypoxia:115h_.06_DO:1,3.5606968486,1.4657147147
hypoxia:115h_.06_DO:2,4.212812498,1.4457834894000001
hypoxia:115h_.06_DO:3,4.0768520653,1.5267311911
hypoxia:116h_.11_DO:1,3.8671400634,1.6153611341
hypoxia:116h_.11_DO:2,4.1654053552,1.6987973843000002
hypoxia:116h_.11_DO:3,4.1625784545,1.804343642
hypoxia:120h_.47_DO:1,2.4403561952,1.310612014
hypoxia:120h_.47_DO:2,2.7914310872,1.2443019892
hypoxia:120h_.47_DO:3,2.3572223642,1.1623048676
kinase:DMSO_0h_F:1,-4.4779937646,-0.9026911021
kinase:DMSO_0h_F:2,-4.3590553946,-0.6774789695
kinase:DMSO_0h_F:3,-4.6895506073,-1.0184293453
kinase:DMSO_0h_H:1,-1.5475856798,0.3574818322
kinase:DMSO_0h_H:2,-1.0913078645,0.6128782869
kinase:DMSO_0h_H:3,-0.9426041901000001,0.5831482032
kinase:DMSO_0h_H:4,-0.8527537128,0.7002822372
kinase:DMSO_0h_H:5,-1.3174603471,0.389565523
kinase:DMSO_0h_H:6,-1.0442040377,0.4370061011
kinase:DMSO_0h_I:1,0.0344578102,0.3261030402
kinase:DMSO_0h_I:2,-0.0160417235,0.1859988277
kinase:DMSO_0h_I:3,0.0376697758,-0.249736584
kinase:DMSO_0h_I:4,-0.0861148199,-0.2440313378
kinase:DMSO_0h_I:5,0.1609047947,-0.0557654782
kinase:DMSO_0h_I:6,-0.1308758373,0.037431532100000005
kinase:pknD_T10_48h:1,-2.7194112820000003,0.2333597957
kinase:pknD_T10_48h:2,-3.077547262,0.2551883059
kinase:pknD_T10_48h:3,-2.9201724068,0.1288757151
kinase:pknL_T10_48h:1,-1.3244844176,1.0912914265
kinase:pknL_T10_48h:2,-1.2502928307,1.2295875679
kinase:pknL_T10_48h:3,-1.7107149251,1.2798860874
kinase:pknL_T4_48h:1,-0.6661338905,1.526105598
kinase:pknL_T4_48h:2,-0.5342992115,1.6428108444
kinase:pknL_T4_48h:3,-0.7278502837,1.5990495340000002
kinase:T10_12h_F:1,-3.9600186739,-0.8578028045
kinase:T10_12h_F:2,-3.9119900363999998,-0.9137766748
kinase:T10_12h_F:3,-3.8368524341,-0.811425998
kinase:T10_12h_H:1,-3.6402893443,-1.7220393605000002
kinase:T10_12h_H:2,-3.3690917113,-1.9740689033
kinase:T10_12h_H:3,-3.3868315884,-1.8971847525
kinase:T10_12h_I:1,-0.34481318,0.2343915187
kinase:T10_12h_I:2,-1.4960804917,0.34357206090000003
kinase:T10_24h_F:1,-3.9519941515,-0.6927684575
kinase:T10_24h_F:2,-3.8404299213,-0.8013785895000001
kinase:T10_24h_F:3,-4.0284316523,-0.6216002469
kinase:T10_24h_H:1,-3.9177500740999998,-0.5826209194
kinase:T10_24h_H:2,-4.1113247451,-1.078791454
kinase:T10_24h_H:3,-4.0442006822,-1.5610758236
kinase:T10_24h_I:1,-1.7439136082000002,0.3024265686
kinase:T10_24h_I:2,-1.5852384671,0.3847175444
kinase:T10_48h_F:1,-4.3099639514,-1.9770787613
kinase:T10_48h_F:2,-3.9821449014,-0.8275196054
kinase:T10_48h_F:3,-3.8973749007,-0.8755947192
kinase:T10_48h_H:1,-3.8208954636,-1.2465540575
kinase:T10_48h_H:2,-3.6872737697,-1.6897187061999999
kinase:T10_48h_H:3,-3.9204362299,-1.964081298
kinase:T10_48h_I:1,-2.0820898146,-0.1417380142
kinase:T10_48h_I:2,-2.0848607565,0.11265206380000001
kinase:T10_48h_I:3,-1.9349260404000002,0.18223483270000002
kinase:T4 _48h_H:1,0.8576499382,1.3873359943999999
kinase:T4 _48h_H:2,0.5147611539,1.2718810895
kinase:T4 _48h_H:3,0.9685865739,1.4097624942
kinase:T4 20 _12h_I:1,1.2917560324,1.2320281813
kinase:T4 20 _12h_I:2,1.0191404185,1.2126524475
kinase:T4 20 _12h_I:3,1.2656796545,1.3280280899
kinase:T4_12h_F:1,-2.0071677124,0.1476747047
kinase:T4_12h_F:2,-2.305939861,0.1149637517
kinase:T4_12h_F:3,-2.179242311,-0.0355030046
kinase:T4_12h_H:1,-1.2242783357,0.2795080015
kinase:T4_12h_H:2,-0.9099412359,0.1686468729
kinase:T4_12h_H:3,-0.8134536924,0.6177023688000001
kinase:T4_24h_F:1,-0.8588924779,0.7986948318
kinase:T4_24h_F:2,-0.8238489661,0.7591636735
kinase:T4_24h_F:3,-0.9248047799,0.6052766153
kinase:T4_24h_H:1,0.3659740058,1.1212326138
kinase:T4_24h_H:2,0.6264724052,1.2318353616
kinase:T4_24h_H:3,0.8961047480000001,1.3632325567999999
kinase:T4_24h_I:1,2.3208031022,1.2541183819000001
kinase:T4_24h_I:2,2.1249529367,1.2990511863
kinase:T4_48h_F:1,-0.9250349514,0.9730846549000001
kinase:T4_48h_F:2,-0.9109650762,1.0337258719
kinase:T4_48h_F:3,-1.0925900012,0.7459807152
kinase:T4_48h_I:1,1.6986703859,1.5180255605
kinase:T4_48h_I:2,2.2501955636,1.3950709458000001
kinase:T4_48h_I:3,1.9308511404000002,1.1845839681
kinase:WT_T10_48h:1,-4.2108248293,-1.7022731119
kinase:WT_T10_48h:2,-0.5919706878000001,1.1273687715
kinase:WT_T10_48h:3,-0.4496054585,0.9933635973
kinase:WT_T10_48h:4,-4.0221097394,-1.2609067752
kinase:WT_T10_48h:5,-3.8243180795000002,-0.6680914135
kinase:WT_T4_48h:1,0.28806347600000004,1.5059134528
kinase:WT_T4_48h:2,0.5425981639,1.7085491448
kinase:WT_T4_48h:3,0.5295065491000001,1.735220508
levofloxacin:control:1,0.2097917899,-0.2740167415
levofloxacin:control:2,-0.2765276085,-0.0146639049
levofloxacin:control:3,0.0667358186,0.2886806464
levofloxacin:treated:1,-2.0923918626,5.008808763
levofloxacin:treated:2,-1.7941264505,5.3467630829
levofloxacin:treated:3,-1.5680889453,5.365678749
linez:0_days_4:1,0.0291811056,-1.5293938816
linez:0_days_4:2,0.36837959670000003,-1.3620143566
linez:0_days_4:3,0.41060095890000003,-1.7342584404
linez:0_days_4:4,0.0972155428,-2.0921728013
linez:0_days_control:1,-0.0502117843,0.08434315240000001
linez:0_days_control:2,0.1026528896,-0.22726217510000002
linez:0_days_control:3,-0.1465150637,0.0929062139
linez:0_days_control:4,0.0940739584,0.050012808900000004
linez:1_days_4:1,1.4666163919000001,1.5280575212
linez:1_days_4:2,1.3841917389,1.4440374989
linez:1_days_4:3,1.7008122772,1.6575489087
linez:1_days_4:4,1.2835681293,1.4626602202
linez:1_days_control:1,0.5297888311,-0.2183670021
linez:1_days_control:2,0.5045867287,-0.2639530836
linez:1_days_control:3,0.5696491165,0.2158261572
lipid:dextrose_exp:1,-0.009507079,-0.0084685117
lipid:dextrose_exp:2,0.009507079,0.0084685117
lipid:dextrose_hypo:1,-0.6597110938,2.3883637766
lipid:dextrose_hypo:2,0.33004469540000003,1.3030757735
lipid:dextrose_stat:1,2.4065228009,5.1444433181
lipid:dextrose_stat:2,2.5908346621,4.9727385074
lipid:lipid_exp:1,0.6924481068,-4.2394147646
lipid:lipid_exp:2,1.5354292206,-4.4381155737
lipid:lipid_stat:1,0.7248837856,1.0528562618
lipid:lipid_stat:2,1.1765283194,-0.9662736656
mcr11:mcr11_mutant:1,-0.5215152461,0.3823730073
mcr11:mcr11_mutant:2,-0.2540437132,-0.0524540001
mcr11:mcr11_mutant:3,-0.0678581116,-0.0373480983
mcr11:wt:1,0.19223423890000002,-0.0608234905
mcr11:wt:2,-0.0731242823,0.2295800748
mcr11:wt:3,-0.11910995660000001,-0.1687565843
miceAV_macro:24h_control:1,-0.2601064307,0.2076557827
miceAV_macro:24h_control:2,0.2717291939,-0.1116110277
miceAV_macro:24h_control:3,-0.0116227632,-0.09604475500000001
miceBMDM:inf02:1,1.7128525422,-0.6367542418000001
miceBMDM:inf02:2,1.6425542174999999,0.7451535669
miceBMDM:inf02:3,1.467445919,-1.2048834252
miceBMDM:inf24:1,2.385454393,2.5770640978
miceBMDM:inf24:2,2.1902988691,2.9889658342
miceBMDM:inf24:3,1.9221054972,2.8034524486
miceBMDM:inf08:1,3.145105301,-0.17687735340000002
miceBMDM:inf08:2,3.1751070848,0.06551303600000001
miceBMDM:inf08:3,3.1573925657,0.44726478700000005
miceBMDM:no_inf02:1,0.114967991,-0.9054626267
miceBMDM:no_inf02:2,0.12243355930000001,0.3739763413
miceBMDM:no_inf02:3,-0.2374015503,0.5314862855
miceBMDM:no_inf24:1,0.6430912414000001,3.0997475286
miceBMDM:no_inf24:2,0.3455808891,3.1153671296
miceBMDM:no_inf24:3,0.10434420180000001,3.4190852511
miceBMDM:no_inf08:1,0.1534659714,2.2903661915
miceBMDM:no_inf08:2,0.5234389933,2.1614915714
miceBMDM:no_inf08:3,-0.0433038382,2.2550413728
miceNF:control:1,0.0557650666,0.167949022
miceNF:control:2,-0.0557650666,-0.167949022
miceNF:invivo:1,-3.0402115304,3.4297634636
miceNF:invivo:2,-2.9763595643,3.1293322132
miceNF:invivo:3,-3.3608811171,3.6610899028
mihF:mihF_mutant_atc:1,-2.0628934814,-0.1630093654
mihF:mihF_mutant_atc:2,-1.1428574977000001,-0.3163420541
mihF:mihF_mutant_no_atc:1,2.1295424436,-0.7445688391
mihF:mihF_mutant_no_atc:2,0.7475096978,-1.1283852724
mihF:wt_atc:1,0.28558939170000003,-0.8321988746000001
mihF:wt_atc:2,1.833342264,-0.9712606055
mihF:wt_no_atc:1,0.5564919868,-0.2155710331
mihF:wt_no_atc:2,-0.5564919868,0.2155710331
mmpl3:mutant_no_ATC:1,0.1992200723,-0.5233789211000001
mmpl3:mutant_no_ATC:2,-0.1992200723,0.5233789211000001
mmpl3:mutant_with_ATC:1,1.1896160221,3.6848663362
mmpl3:mutant_with_ATC:2,0.6479751154000001,3.6111961873
mrsI:ko_iron_atc:1,0.0200971988,-0.37699013330000003
mrsI:ko_iron_atc:2,0.7718283259000001,-0.0074738572000000005
mrsI:ko_iron_no_atc:1,-2.0552521163,0.3069547455
mrsI:ko_iron_no_atc:2,-1.181797836,0.7803013010000001
mrsI:ko_ox_atc:1,-1.5032090514,0.0931334815
mrsI:ko_ox_atc:2,-1.3604621659,0.358221973
mrsI:ko_ox_no_atc:1,1.2426126777,3.1712584329
mrsI:ko_ox_no_atc:2,1.527198373,4.0055419543
mrsI:ko_sds_atc:1,1.2703857264,3.7542906647
mrsI:ko_sds_atc:2,1.3050852457,3.1453553738
