,A,kstR2
btz043:1_days_.006:4,0.852863279,0.6508764205
btz043:1_days_control:1,1.6950237326000002,0.5043118088
btz043:1_days_control:2,1.7189313701,0.7173726584
btz043:1_days_control:3,1.4898444995,0.5143371275
btz043:1_days_control:4,1.7209259006000002,0.47515820880000004
clarithromycin:1_days_control:1,-0.2633079097,-0.3332522869
clarithromycin:1_days_control:2,0.0565879847,0.28066441670000003
clarithromycin:1_days_control:3,0.20671992500000003,0.0525878701
cnpB:del:1,-0.1336343375,-0.1473956562
cnpB:del:2,0.1021551763,0.039477345000000004
cnpB:del:3,0.4421188143,-0.0557274108
cnpB:wt:1,0.0810765135,-0.160716657
cnpB:wt:2,-0.3093032203,-0.072666938
cnpB:wt:3,0.2282267068,0.23338359500000003
csoR:ko:1,2.6424696495,0.057099669000000006
csoR:ko:2,2.3964614241,-0.0489733999
csoR:wt:1,-0.3660553045,-0.0589325142
csoR:wt:2,0.3660553045,0.0589325142
dap:0_days_25:1,-0.45849750240000003,-0.08023843430000001
dap:0_days_25:2,-0.4720639492,-0.056538739000000005
dap:0_days_25:3,-0.1647184125,-0.0689191116
dap:0_days_25:4,-0.12905470600000002,-0.012323858600000001
dap:0_days_control:1,-0.0213380453,-0.0476266149
dap:0_days_control:2,0.1240389789,-0.0357388947
dap:0_days_control:3,-0.3720792686,0.0896961643
dap:0_days_control:4,0.269378335,-0.0063306547000000005
dap:1_days_25:1,-2.4668228796,-0.32748575350000003
dap:1_days_25:2,-2.7349440523,-0.30875485
dap:1_days_25:3,-2.4313726208,-0.3013823417
dap:1_days_25:4,-1.8842928071,-0.2864333538
dap:1_days_control:1,-2.0627749478,-0.3213242938
dap:1_days_control:2,-2.2353869838,-0.44283237740000003
dap:1_days_control:3,-2.1664147046,-0.5177525842
dap:1_days_control:4,-2.3506462359,-0.2924694002
degradosome:mutant_rnj:1,0.1544634955,-0.5761111868000001
degradosome:mutant_rnj:2,-0.9108594178,-0.9931472304000001
degradosome:mutant_rnj:3,-1.7517376235,-0.6415758149
degradosome:PNPase_ko:1,4.1995854225,0.5932996406000001
degradosome:PNPase_ko:2,4.1197365656,0.0930532272
degradosome:PNPase_ko:3,4.2049660225,0.3008059898
degradosome:Rnase_E_ko:1,6.189064286,0.9224496029
degradosome:Rnase_E_ko:2,5.0891182629,0.8425314172
degradosome:Rnase_E_ko:3,6.0348959352,0.8419304549000001
degradosome:wt_cas9_ctrl:1,1.9737494693,-1.2423141850000001
degradosome:wt_cas9_ctrl:2,1.378323359,-0.9455023124
degradosome:wt_cas9_ctrl:3,1.4943098049,-0.9257503610000001
degradosome:wt_expn:1,0.1282211183,0.0676564723
degradosome:wt_expn:2,0.08704894240000001,0.0427501224
degradosome:wt_expn:3,-0.21527006070000002,-0.1104065947
delam:0_days_.09:1,-0.2222827543,0.11903556970000001
delam:0_days_.09:2,-0.36816874990000004,0.08389624300000001
delam:0_days_.09:3,-0.3039852243,0.2306540299
delam:0_days_.09:4,0.1303938654,0.1725469259
delam:0_days_control:1,-0.0184993123,0.0663258464
delam:0_days_control:2,0.1522057397,0.1452858435
delam:0_days_control:3,-0.0408061543,-0.31863587250000003
delam:0_days_control:4,-0.0929002731,0.1070241826
delam:1_days_.09:1,0.3536332413,0.4543769634
delam:1_days_.09:2,0.3492989822,0.5424802541
delam:1_days_.09:3,0.5241236822,0.4946289323
delam:1_days_.09:4,0.3458638469,0.5054885448
delam:1_days_control:1,0.6675685873,0.5800183457
delam:1_days_control:2,0.245654913,0.6488031019
delam:1_days_control:3,0.7294133908,0.3721820308
delam:1_days_control:4,0.0602034938,0.460289184
dg_inh:both:1,-0.3441430077,-0.47062827100000004
dg_inh:both:2,-0.25229333130000003,-0.2959615631
dg_inh:both:3,-0.3613690563,-0.3386844519
dg_inh:dg:1,-0.3289840772,-0.1821852203
dg_inh:dg:2,-0.49002427600000004,-0.340910836
dg_inh:dg:3,-0.2884620583,-0.3656989593
dg_inh:DMSO:1,0.1204181118,-0.11057589670000001
dg_inh:DMSO:2,-0.0560794705,0.0709075441
dg_inh:DMSO:3,-0.0643386413,0.0396683526
dg_inh:inh:1,-0.5235609623,-0.3347316563
dg_inh:inh:2,-0.5415090833,-0.3125434624
dg_inh:inh:3,-0.277739285,-0.5300628267
dormancy:dormant_20d_rifampicin:1,2.8734590630000003,0.4934211431
dormancy:dormant_20d_rifampicin:2,2.7381662138,0.8270069798
dormancy:dormant_20d_rifampicin:3,2.9260599573,0.6745743311
dormancy:dormant_no_treatment:1,0.0617934936,0.30456578160000003
dormancy:dormant_no_treatment:2,-0.24389566010000002,-0.036936071800000005
dormancy:dormant_no_treatment:3,0.1821021665,-0.2676297097
eccE1:control:1,0.0971258441,0.034928029900000004
eccE1:control:2,-0.0971258441,-0.034928029900000004
eccE1:delta_eccE1:1,-0.0637061479,0.0331887346
eccE1:delta_eccE1:2,0.3335729307,-0.0380654525
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.8469146417000001,-0.2414866732
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.5139597989,-0.031013550600000002
eccE1:delta_eccE1_empty_vector:1,-0.0589247939,0.0087761977
eccE1:delta_eccE1_empty_vector:2,-0.4328429714,0.0056403334
eccE1:delta_eccE1_myc_p1_HA_comp:1,-1.3222808908,0.0996648649
eccE1:delta_eccE1_myc_p1_HA_comp:2,-1.8218940635,0.1251863479
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.5176657364,-0.0175430039
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-0.8146454893,-0.0236278603
emb:0_days_2.45:1,-0.28938358410000004,-0.058404484300000004
emb:0_days_2.45:2,0.48226809870000004,-0.15865163170000002
emb:0_days_2.45:3,-0.6872415646000001,0.060612773700000004
emb:0_days_2.45:4,0.3701059399,-0.0858413448
emb:0_days_control:1,-0.0287130635,0.0861333229
emb:0_days_control:2,-0.2238263586,-0.0884834595
emb:0_days_control:3,0.0890856065,-0.0007566207000000001
emb:0_days_control:4,0.1634538156,0.0031067573
emb:1_days_2.45:1,1.2468537187,0.1029064747
emb:1_days_2.45:2,1.1733540366,0.218796456
emb:1_days_2.45:3,1.1226963017,0.028837364600000002
emb:1_days_2.45:4,1.5728391735,0.050885143
emb:1_days_control:1,1.4170177118,0.0281768271
emb:1_days_control:2,1.7836030432,-0.06433337730000001
emb:1_days_control:3,1.8428373346,-0.1194282539
emb:1_days_control:4,1.3585666051,0.1179154441
espL:ko:1,-0.2091334334,-0.0656296296
espL:ko:2,0.0955748362,0.028723134100000002
espL:wt:1,-0.06801595590000001,0.0541278086
espL:wt:2,0.06801595590000001,-0.0541278086
esx_1:ko:1,0.9719938167000001,-0.2753417546
esx_1:ko:2,-0.251049746,-0.1512232321
esx_1:wt:1,-0.2518665322,-0.33734581010000003
esx_1:wt:2,-0.0266628299,0.1771839328
esx_1:wt:3,0.2785293621,0.1601618772
genotoxic:control:1,0.5486269547,-0.0039745431
genotoxic:control:2,-0.5486269547,0.0039745431
genotoxic:growth_supplement:1,0.28510332310000003,0.059165772900000003
genotoxic:growth_supplement:2,0.020031612,-0.12282622430000001
growth:tss_expnt:1,-2.4124031811,-0.9361984081
growth:tss_expnt:2,-1.2474183089,-0.9383809803000001
growth:tss_expnt:3,-2.3080430346,-0.9323850645
growth:tss_starved:1,-3.1158480173,-1.5601893085
growth:tss_starved:2,-4.8913020695,-1.1655751966
growth:tss_starved:3,-3.930389515,-0.48898285410000003
growth:wt_expn:1,-0.1673851856,0.1078345051
growth:wt_expn:2,0.41678310630000004,0.0190447699
growth:wt_expn:3,-0.2493979207,-0.126879275
hs2:treated:1,-0.38378312070000004,-0.2554309141
hs2:treated:2,-0.6541792124,-0.2728854881
hs2:treated:3,-0.183104983,-0.2330114634
hs2:untreated:1,-0.005614009200000001,-0.026024218800000002
hs2:untreated:2,0.26127518,-0.025980062800000002
hs2:untreated:3,-0.2556611708,0.0520042817
hypoxia:000h_.81_DO:1,-0.32430540150000003,-0.0848866025
hypoxia:000h_.81_DO:2,0.2174784424,-0.1437540928
hypoxia:000h_.81_DO:3,0.10682695910000001,0.22864069520000002
hypoxia:017h_.57_DO:1,-1.2856045299,0.5294134872
hypoxia:017h_.57_DO:2,-0.9931571918000001,0.0964211688
hypoxia:017h_.57_DO:3,-0.779903875,0.8040425462
hypoxia:023h_.42_DO:1,-0.6803344698,0.7045913146
hypoxia:023h_.42_DO:2,-0.4352734908,0.39781142540000003
hypoxia:040h_.11_DO:1,1.2398025008,0.7669718084
hypoxia:040h_.11_DO:2,0.6274977454,0.4107835889
hypoxia:041h_.09_DO:1,0.5313501165,0.7673191492
hypoxia:041h_.09_DO:2,0.3435857808,0.5938340638
hypoxia:041h_.09_DO:3,0.8401166124,0.4447700162
hypoxia:042h_.07_DO:1,-0.37463257440000003,0.378751698
hypoxia:042h_.07_DO:2,-0.0478732367,0.33610556080000004
hypoxia:043h_.06_DO:1,-0.9615261934,0.1327400292
hypoxia:043h_.06_DO:2,-0.6647906303000001,0.3333462727
hypoxia:043h_.06_DO:3,-0.4233157366,0.4509379396
hypoxia:044h_.04_DO:1,-1.8332310864,-0.0110656508
hypoxia:044h_.04_DO:2,1.0532611143,0.5431766775
hypoxia:044h_.04_DO:3,0.312037092,0.1577287607
hypoxia:047h_0_DO:1,-3.543912806,-0.1875546482
hypoxia:047h_0_DO:2,-1.1453694344,-0.24360211850000002
hypoxia:047h_0_DO:3,-1.8017418433999999,-0.2725060255
hypoxia:049h_0_DO:1,0.0283478518,-0.12046357710000001
hypoxia:049h_0_DO:2,0.9994641789,0.2446702274
hypoxia:049h_0_DO:3,-2.8760479689,-0.9833377809
hypoxia:050h_0_DO:1,-1.6011033142,-0.6108198252
hypoxia:050h_0_DO:2,2.8690014121000003,0.7482191184
hypoxia:050h_0_DO:3,1.2738452039000001,0.413948794
hypoxia:052h_0_DO:1,1.6702612062000002,0.3218180264
hypoxia:052h_0_DO:2,6.114808844,1.2894473476
hypoxia:052h_0_DO:3,5.3446367492,1.2345515613
hypoxia:054h_0_DO:1,7.5389013776,1.3523620758
hypoxia:054h_0_DO:2,6.7966741501,1.2615995738999999
hypoxia:054h_0_DO:3,1.8627529401,0.6276664
hypoxia:054h_0_DO:4,7.1791594644,1.2593175933
hypoxia:054h_0_DO:5,2.1626436369,0.43703223750000003
hypoxia:070h_0_DO:1,1.6162993876,0.3932293986
hypoxia:070h_0_DO:2,2.970235572,0.3307321344
hypoxia:088h_0_DO:1,2.4674880689,0.3792208681
hypoxia:088h_0_DO:2,1.4271249178,0.0613474634
hypoxia:114.5h_.04_DO:1,-5.3138782912,-0.4738301092
hypoxia:114.5h_.04_DO:2,-4.4256076442,-0.4357213827
hypoxia:114.5h_.04_DO:3,-4.013712071,-0.5384701731
hypoxia:115h_.06_DO:1,-6.7448199523,-0.7268341882
hypoxia:115h_.06_DO:2,-6.6177523192,-0.49528122900000005
hypoxia:115h_.06_DO:3,-6.5329527546,-0.5603540465
hypoxia:116h_.11_DO:1,-8.1468876312,-0.4274367459
hypoxia:116h_.11_DO:2,-7.866216961,-0.2827656767
hypoxia:116h_.11_DO:3,-7.8548167395,-0.3685084504
hypoxia:120h_.47_DO:1,-10.2004076381,-0.7038279752000001
hypoxia:120h_.47_DO:2,-10.1804029554,-0.5666784886
hypoxia:120h_.47_DO:3,-10.145973581,-0.5015965137
kinase:DMSO_0h_F:1,-7.8024055563,-1.4449820137
kinase:DMSO_0h_F:2,-7.9706033025,-1.3087086798
kinase:DMSO_0h_F:3,-8.1461616444,-1.6904314957
kinase:DMSO_0h_H:1,-1.91045413,-0.1687366783
kinase:DMSO_0h_H:2,-2.3520211546,-0.2989176323
kinase:DMSO_0h_H:3,-2.8950509043,-0.1125782223
kinase:DMSO_0h_H:4,-2.7099359874,-0.1394370531
kinase:DMSO_0h_H:5,-2.2323466033,-0.2150887504
kinase:DMSO_0h_H:6,-2.0188470589,-0.0141593494
kinase:DMSO_0h_I:1,-0.3581263767,0.0153439629
kinase:DMSO_0h_I:2,0.2642436636,-0.2423995306
kinase:DMSO_0h_I:3,0.2116058592,0.0233917592
kinase:DMSO_0h_I:4,0.8305372762000001,0.277426583
kinase:DMSO_0h_I:5,0.0411054842,0.1600036934
kinase:DMSO_0h_I:6,-0.9893659064,-0.23376646780000002
kinase:pknD_T10_48h:1,-3.9606590689,-0.4568232304
kinase:pknD_T10_48h:2,-3.0524858027,-0.264255672
kinase:pknD_T10_48h:3,-3.5394703899,-0.46522149620000003
kinase:pknL_T10_48h:1,-3.4411706305,-0.8247424391
kinase:pknL_T10_48h:2,-3.4266618492,-0.6901798306
kinase:pknL_T10_48h:3,-4.0225055985000004,-0.7710368824
kinase:pknL_T4_48h:1,-7.3172001429,-0.9075979316
kinase:pknL_T4_48h:2,-6.4433883725,-0.9413921236
kinase:pknL_T4_48h:3,-7.1979797471,-1.0146992912
kinase:T10_12h_F:1,-7.8314509261000005,-1.6506911735
kinase:T10_12h_F:2,-8.191475448,-1.7958724154999999
kinase:T10_12h_F:3,-8.0120291674,-1.7901478934
kinase:T10_12h_H:1,-8.4080685875,-1.3618740163
kinase:T10_12h_H:2,-8.404681731,-1.5905656336
kinase:T10_12h_H:3,-8.2628067398,-1.4225799142
kinase:T10_12h_I:1,-5.0638224321,-0.9283092038
kinase:T10_12h_I:2,-3.5167404691,-0.6822535566
kinase:T10_24h_F:1,-8.4461450018,-1.7237094204
kinase:T10_24h_F:2,-7.7376111951,-1.4479739698
kinase:T10_24h_F:3,-8.3534510291,-1.8720869121
kinase:T10_24h_H:1,-7.9707594921,-1.6748500955
kinase:T10_24h_H:2,-8.2517767958,-1.5273239703
kinase:T10_24h_H:3,-8.6129375517,-1.7176355662
kinase:T10_24h_I:1,-3.9822332237999998,-0.7925108037
kinase:T10_24h_I:2,-3.8782418208,-0.7117781710000001
kinase:T10_48h_F:1,-5.6537157102,-1.7078793037
kinase:T10_48h_F:2,-7.3887506755,-1.7992917749
kinase:T10_48h_F:3,-7.5244221488,-1.6798898606
kinase:T10_48h_H:1,-8.3084172079,-1.8499335377000001
kinase:T10_48h_H:2,-8.1901553651,-1.8574622586
kinase:T10_48h_H:3,-7.7174401086,-1.7407612168000002
kinase:T10_48h_I:1,-3.1652625945,-0.4873521756
kinase:T10_48h_I:2,-3.5607793553000002,-0.6314358119
kinase:T10_48h_I:3,-3.8271014237000003,-0.7179986946
kinase:T4 _48h_H:1,-7.4854126903000004,-1.4379870354
kinase:T4 _48h_H:2,-7.7852567706,-1.4996969012
kinase:T4 _48h_H:3,-8.0348576135,-1.7768436518000001
kinase:T4 20 _12h_I:1,-2.9384989913,-0.4369781851
kinase:T4 20 _12h_I:2,-3.1011806474,-0.4573908445
kinase:T4 20 _12h_I:3,-3.5612287827999998,-0.5516480751
kinase:T4_12h_F:1,-8.3211055597,-1.6466775239
kinase:T4_12h_F:2,-7.9296366766,-1.4360558239
kinase:T4_12h_F:3,-8.6488711156,-1.5361902123
kinase:T4_12h_H:1,-8.6719139676,-1.4525048297
kinase:T4_12h_H:2,-9.0884060971,-1.2982764286
kinase:T4_12h_H:3,-8.4697191707,-1.366166284
kinase:T4_24h_F:1,-8.082861118,-1.634573203
kinase:T4_24h_F:2,-8.2128235659,-1.5575790757
kinase:T4_24h_F:3,-8.1279117951,-1.6332070842
kinase:T4_24h_H:1,-7.1451934497,-1.3770794459
kinase:T4_24h_H:2,-8.4754747601,-1.4791307624
kinase:T4_24h_H:3,-6.9900488959,-1.459431504
kinase:T4_24h_I:1,-3.3609844395,-0.52766729
kinase:T4_24h_I:2,-3.4017821338,-0.5333541912
kinase:T4_48h_F:1,-7.1998650034,-1.6565803646
kinase:T4_48h_F:2,-7.3491034418,-1.7115264247000002
kinase:T4_48h_F:3,-6.874085799,-1.6574768068
kinase:T4_48h_I:1,-4.7769006397,-0.7713003986
kinase:T4_48h_I:2,-4.713637043,-0.7150111642
kinase:T4_48h_I:3,-4.0905530136,-0.7286793613
kinase:WT_T10_48h:1,-8.4680054189,-1.5265236290000002
kinase:WT_T10_48h:2,-4.3186321221,-0.6097738289
kinase:WT_T10_48h:3,-3.8909962437,-0.8165148073
kinase:WT_T10_48h:4,-7.8554850263,-1.4188025323
kinase:WT_T10_48h:5,-7.2891580517,-0.9750601206
kinase:WT_T4_48h:1,-7.463346172,-1.051659117
kinase:WT_T4_48h:2,-6.2360856759,-0.8011849195
kinase:WT_T4_48h:3,-6.5027782499,-0.8898845054000001
levofloxacin:control:1,-1.3926117781,-0.1812781101
levofloxacin:control:2,0.0458076565,-0.0389180982
levofloxacin:control:3,1.3468041216,0.2201962084
levofloxacin:treated:1,3.3115229544,1.212719088
levofloxacin:treated:2,4.2166159091,1.476579234
levofloxacin:treated:3,4.3366279376,1.7232196338999999
linez:0_days_4:1,-1.9556589581,-0.5565594479
linez:0_days_4:2,-2.4207797463,-0.4321409695
linez:0_days_4:3,-2.5864747061,-0.4303155638
linez:0_days_4:4,-2.8148037319,-0.9608120742
linez:0_days_control:1,0.2374804993,-0.0163508126
linez:0_days_control:2,-0.11601920880000001,0.07032746420000001
linez:0_days_control:3,0.10244938070000001,0.12543763600000002
linez:0_days_control:4,-0.2239106711,-0.17941428750000002
linez:1_days_4:1,-0.49131534790000003,0.2391103383
linez:1_days_4:2,-0.7245100475,0.0955984916
linez:1_days_4:3,-0.3592240265,0.060571946800000005
linez:1_days_4:4,-0.17865388740000002,0.17238730160000001
linez:1_days_control:1,1.3800048875,-0.08796975650000001
linez:1_days_control:2,1.1637650809,-0.0988808015
linez:1_days_control:3,1.6237804472000001,0.0097605747
lipid:dextrose_exp:1,0.2664524556,0.0377568857
lipid:dextrose_exp:2,-0.2664524556,-0.0377568857
lipid:dextrose_hypo:1,1.767515897,0.46908517600000005
lipid:dextrose_hypo:2,1.0991119263,0.28030149190000003
lipid:dextrose_stat:1,1.478350456,0.21488802040000002
lipid:dextrose_stat:2,1.6122845424,0.1481563437
lipid:lipid_exp:1,-2.3857927921,-2.4323134022
lipid:lipid_exp:2,-2.1772185192,-2.4552800945
lipid:lipid_stat:1,2.6532234751,-0.2422477218
lipid:lipid_stat:2,3.3256420253,-0.458579165
mcr11:mcr11_mutant:1,-1.1355501467,-0.0378366978
mcr11:mcr11_mutant:2,0.392105794,0.3303448583
mcr11:mcr11_mutant:3,0.13029279030000002,0.0306388351
mcr11:wt:1,0.290367682,0.0958000615
mcr11:wt:2,-0.8129078127,-0.0318364466
mcr11:wt:3,0.5225401307,-0.06396361490000001
miceAV_macro:24h_control:1,-0.0592403361,-0.048718675100000004
miceAV_macro:24h_control:2,-0.35737618060000004,-0.008687719
miceAV_macro:24h_control:3,0.4166165167,0.0574063941
miceBMDM:inf02:1,15.7921868979,2.3482962331
miceBMDM:inf02:2,10.8362692572,1.6009051445
miceBMDM:inf02:3,14.8296601369,2.3447376584
miceBMDM:inf24:1,9.4896709063,1.5625355467
miceBMDM:inf24:2,9.7102391224,0.9475379392000001
miceBMDM:inf24:3,10.8033778142,1.9241870253000002
miceBMDM:inf08:1,12.6706865473,1.5778082125
miceBMDM:inf08:2,12.7409258965,1.6190577802
miceBMDM:inf08:3,11.855806728,1.5496159192999999
miceBMDM:no_inf02:1,0.1926976692,0.0081105536
miceBMDM:no_inf02:2,-0.5802542294,-0.1479721219
miceBMDM:no_inf02:3,0.3875565602,0.1398615684
miceBMDM:no_inf24:1,2.2368482199,0.8525726257
miceBMDM:no_inf24:2,2.9939827536,0.9187204234
miceBMDM:no_inf24:3,2.5325115526,0.812612938
miceBMDM:no_inf08:1,0.6547469006000001,0.8737947745
miceBMDM:no_inf08:2,0.17483590340000002,0.6208015335
miceBMDM:no_inf08:3,1.0742538072,0.7589980612
miceNF:control:1,-0.0521973092,0.24956623860000002
miceNF:control:2,0.0521973092,-0.24956623860000002
miceNF:invivo:1,15.1034443353,3.9533579513
miceNF:invivo:2,14.5003211628,3.6710633010000002
miceNF:invivo:3,14.8366415142,3.7104112553
mihF:mihF_mutant_atc:1,-0.5782086999,-0.388719498
mihF:mihF_mutant_atc:2,-1.3570561646,0.1620904678
mihF:mihF_mutant_no_atc:1,-1.3819374568,-0.1657162428
mihF:mihF_mutant_no_atc:2,-1.9438510062,0.0063333431
mihF:wt_atc:1,-1.6293660561999999,-0.129233543
mihF:wt_atc:2,-2.4462200038,-0.1935466575
mihF:wt_no_atc:1,-0.7484997165,0.288765669
mihF:wt_no_atc:2,0.7484997165,-0.288765669
mmpl3:mutant_no_ATC:1,-0.7231910749,-0.2087846646
mmpl3:mutant_no_ATC:2,0.7231910749,0.2087846646
mmpl3:mutant_with_ATC:1,-0.06340413930000001,-0.1761581949
mmpl3:mutant_with_ATC:2,-0.8654332389,-0.3600198471
mrsI:ko_iron_atc:1,-1.5858177806,-0.1722478224
mrsI:ko_iron_atc:2,-0.36342477700000003,-0.0824694296
mrsI:ko_iron_no_atc:1,-5.3656772315,-0.1876667303
mrsI:ko_iron_no_atc:2,-5.9400572483000005,-0.6155426874000001
mrsI:ko_ox_atc:1,-5.192952101,-0.3588911923
mrsI:ko_ox_atc:2,-5.3129486457,-0.157054041
mrsI:ko_ox_no_atc:1,9.1265792346,1.4019789677
mrsI:ko_ox_no_atc:2,9.1828692743,1.3300623217
mrsI:ko_sds_atc:1,9.427779241,1.5248553756
