,A,CcpA
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,-15.51382833,9.9679016987
USA300_TCH1516_U01-Set000_R10LB_Control_1,-51.96342704,9.7887423138
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,-53.53145943,9.8390540237
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,-51.61059968,9.7800691192
USA300_TCH1516_U01-Set000_R10LB_Control_2,-51.72574339,9.4214892045
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,-53.96224993,9.635770752900001
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,-53.51896977,9.7202419182
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,-38.33213985,9.3491803774
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,-37.0806026,9.3856154597
USA300_TCH1516_U01-Set000_CAMHB_Control_2,-0.461360672,10.0622898786
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,0.7836330960000001,10.0310889124
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,-0.502963269,10.111751749
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,-11.82176639,10.234039104
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,-8.878466775,10.2005711712
USA300_LAC_U01-Set004_CAMHB_Control_1,-2.663951353,9.9655367778
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,-1.6376899690000002,10.2553998015
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,-2.403484921,10.3675086672
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,-8.548536271,9.9466639682
USA300_LAC_U01-Set004_CAMHB_Control_2,-3.141939757,9.895319663
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,-2.1163403,10.2354675648
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,-2.591040962,10.2849505907
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,-7.733724958,10.0210230084
USA300_LAC_U01-Set004_R10LB_Control_1,-14.89196621,10.1539134928
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,-14.00374136,10.4080129872
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,-12.88326309,10.4938614498
USA300_LAC_U01-Set004_R10LB_Control_2,-14.82748852,10.0773908895
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,-14.31037443,10.4282481083
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,-13.21638838,10.4125002871
USA300_TCH1516_U01-Set003_CAMHB_Control_2,-4.357511861,10.2032505236
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,-6.5896788740000005,10.395306894800001
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,-1.7488476940000002,10.0166817483
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,-0.6608089610000001,10.1456233704
USA300_TCH1516_U01-Set003_CAMHB_Control_3,-6.51515901,10.153192051
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,-4.823248096,10.2304180807
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,0.9264200480000001,9.8503602726
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,-3.012084742,10.0227229298
USA300_LAC_ICA-Set001_R10LB_Control_1,-18.26670477,9.9520476484
USA300_LAC_ICA-Set001_R10LB_Control_2,-18.41607856,9.9366917262
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,-19.71392918,10.078461065
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,-19.8414191,10.1654367244
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,-15.26995212,10.2931930336
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,-15.65074705,10.2589993493
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,-18.13956699,9.9781239735
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,-17.38646283,9.9323897269
USA300_TCH1516_BK-Set001_THB_Control_1,-36.90358623,7.6659798018
USA300_TCH1516_BK-Set001_THB_Control_2,-41.59536157,8.6583391984
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,-43.2761289,9.692617652500001
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,-42.25768128,9.6085451406
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,-43.68595674,9.4177082776
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,-41.21368013,9.081678247
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,-34.81946858,8.3101269877
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,-38.37250197,8.4024820335
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,-2.465174522,9.4393583852
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,-2.5976138779999998,9.4258477085
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,-5.201767873,9.5963154516
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,-2.623771372,9.4992768738
USA300_LAC_ICA-Set002_CAMHB_Control_1,-0.099562519,9.5080276727
USA300_LAC_ICA-Set002_CAMHB_Control_2,-0.471243974,9.4033816667
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,-13.18441321,10.1344836945
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,-13.84124605,9.9882854039
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,-10.13548184,9.4797059033
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,-10.53621476,9.4404912756
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,-1.54613341,9.6817232838
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,1.635384948,9.841309538400001
USA300_SNFM1_ICA-Set002_R10LB_Control_1,-13.11259131,9.4038575394
USA300_SNFM1_ICA-Set002_R10LB_Control_2,-13.20853677,9.3901140832
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,-3.18153226,9.6790684383
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,-3.064742488,9.6680902554
USA300_SNFR19_ICA-Set002_R10LB_Control_1,-13.20928848,9.810191122700001
USA300_SNFR19_ICA-Set002_R10LB_Control_2,-13.79053957,9.8046968474
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,-0.17184891300000002,9.6827460199
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,0.17184891300000002,9.5366342201
USA300_TCH1516_ICA-Set002_R10LB_Control_1,-9.011282585,8.23137782
USA300_TCH1516_ICA-Set002_R10LB_Control_2,-9.544136359,8.5150845256
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,-9.07651167,8.8360940451
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,-2.633655081,9.8145104547
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,-8.40355788,8.9914415647
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,-2.351545688,9.7038956799
USA300_TCH1516_ICA-Set003_250nMParaquat_1,-6.602870631,10.2591987086
USA300_TCH1516_ICA-Set003_250nMParaquat_2,-4.384116415,10.0341207426
USA300_TCH1516_ICA-Set003_2gLGalactose_1,-7.6383510999999995,10.0702950202
USA300_TCH1516_ICA-Set003_2gLGalactose_2,-6.825665033,10.1033360108
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,-12.96326466,10.2803486238
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,-10.27701883,10.0686257599
USA300_TCH1516_ICA-Set003_Control_1,-7.039397003,10.3008628062
USA300_TCH1516_ICA-Set003_Control_2,-6.086524214,10.1283698538
USA300_TCH1516_ICA-Set003_StationaryPhase_1,-21.01084333,10.5533580836
USA300_TCH1516_ICA-Set003_StationaryPhase_2,-20.92773851,10.4508470427
