,A,arcA
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,14.3165838564,-0.31756889520000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,7.9270179161000005,-0.38608181
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,12.9276594118,0.5171709491
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,12.0945251259,0.6501851919
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,1.0737043776,-0.19294167180000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-3.851658063,0.2363497611
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,0.2524520877,0.3857909064
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,3.9611956088999998,-0.4904576532
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,8.7898630816,0.8000906693000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,11.6041589123,0.37077223810000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,10.440336962,0.8511214637000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,2.9312589337,1.3552993373
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,10.910292932,0.5303716267
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,9.4185638608,0.5803044254
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,5.1757580931,0.0430086077
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-1.7086482914,-0.43465580610000004
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,0.8822883148,0.1026986903
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,11.802142673,0.9062165967
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-3.2472083798,0.47104055920000004
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,1.6969494513,-0.0396981111
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,1.4672316202,-0.17324545360000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-3.1641810715,0.2129435647
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,10.1877280638,0.0640884147
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,16.7378643794,-0.6178277601000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,15.4748387016,-0.8411331466
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-1.2747183045,-0.3245846808
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,11.6739293354,0.6098353051000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,8.1394852635,0.1226450238
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,16.195657034,-0.697429873
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,9.551321485,0.0824829822
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,10.5916332846,0.7721313364
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,0.11032488530000001,0.057364926600000005
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,10.731115565,0.1902990957
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,14.0226373161,-0.1680961631
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,11.9645239167,0.5349668392
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,6.9117613045,1.4768274717
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,9.9523065468,-0.4657112993
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,3.9699120923,-0.2614130635
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,8.4248043108,-0.12459526130000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,13.1163305461,-0.49889694430000003
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,7.2698419692,0.1834500621
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,12.9258908156,0.7205768492
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,3.1033790715,0.2024423944
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,10.7009228277,-0.424845723
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,15.1081784925,-0.5015002824
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,4.1192787717,-0.1667423881
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,2.9337419531,-0.023159289200000002
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,20.2915328862,-0.2712973135
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,10.2369466497,-0.3136208197
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,10.4454670212,-0.1821031341
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,4.8682225751,-0.662079714
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,2.4576477089,-0.1440711061
OPG:del_opgGH:1.0,-3.9493316541,0.4966934825
OPG:del_opgGH:2.0,-6.2253066378,0.8524467518000001
OPG:del_opgGH:3.0,-6.9728414616,1.0383640345
OPG:del_opgGH_pBK16:1.0,0.7864300649,0.0611539008
OPG:del_opgGH_pBK16:2.0,-0.3277832688,0.1551608824
OPG:del_opgGH_pBK16:3.0,-0.33213308480000003,0.0701208718
OPG:WT:1.0,-0.0926267353,0.060435674200000004
OPG:WT:2.0,0.3913193031,-0.2258340036
OPG:WT:3.0,-0.29869256780000003,0.1653983293
PinT:pinT+_1h:1.0,-0.2034615619,-0.2130821665
PinT:pinT+_1h:2.0,0.2034615619,0.2130821665
cold_shock_protein:WT_RNAseq:1.0,1.808194402,0.197174599
cold_shock_protein:WT_RNAseq:2.0,-1.7192045129,-0.1679172715
cold_shock_protein:WT_RNAseq:3.0,-0.0889898891,-0.0292573276
cold_shock_protein:DeltaCspCE_RNAseq:1.0,16.8277480168,0.5538433988
cold_shock_protein:DeltaCspCE_RNAseq:2.0,14.5172437148,0.8278002855000001
cold_shock_protein:DeltaCspCE_RNAseq:3.0,12.3983052727,0.6987027332
dephostatin:LB_DMSO:1.0,-1.0481937531,-0.0188900041
dephostatin:LB_DMSO:2.0,1.1923507223,-0.0026295899
dephostatin:LB_DMSO:3.0,-0.1441569693,0.021519594000000003
dephostatin:LB_Dephostatin:1.0,2.6154747143,-0.014492616000000002
dephostatin:LB_Dephostatin:2.0,2.2618069273,-0.335722038
dephostatin:LB_Dephostatin:3.0,0.8113416898,-0.06810977950000001
dephostatin:LPM_DMSO:1.0,0.5327647208,-0.7170360699
dephostatin:LPM_DMSO:2.0,0.2857135626,-1.0191947609
dephostatin:LPM_Dephostatin:1.0,-0.5455534355,-0.690015726
dephostatin:LPM_Dephostatin:2.0,2.1436828571,-1.0053691424
dephostatin:LPM_Dephostatin:3.0,1.5378100318999999,-0.9302398708
efflux_inhibition:Chlorpromazine:1.0,6.6331231973,-0.6746113250000001
efflux_inhibition:Chlorpromazine:2.0,20.8741129386,-0.2246404515
efflux_inhibition:Chlorpromazine:3.0,2.5266441175,-0.08017701990000001
efflux_inhibition:PABN:1.0,-1.2819711630000001,0.051763068200000005
efflux_inhibition:PABN:2.0,3.4421591177,-0.3988580641
efflux_inhibition:no_treatment:1.0,-0.2344704582,0.2753610485
efflux_inhibition:no_treatment:2.0,0.7015841348,-0.1576510457
efflux_inhibition:no_treatment:3.0,-0.4671136766,-0.1177100028
efflux_inhibition:Chlorpromazine:4.0,2.8547877809,-0.2523092874
efflux_inhibition:PABN:3.0,7.1594233656,-0.6673335751
fis_regulatory_network:GX_EE:1.0,-4.4166275549,0.8855560372
fis_regulatory_network:GX_EE:2.0,2.1898551505,-0.30801350800000005
fis_regulatory_network:GX_TS:1.0,9.0430275586,0.8754902229
fis_regulatory_network:GX_TS:2.0,9.039859703,0.8812922422
fis_regulatory_network:WT_EE:1.0,0.5490858675,-0.280815
fis_regulatory_network:WT_EE:2.0,-0.5490858675,0.280815
fis_regulatory_network:WT_TS:1.0,7.8260141916,0.7978020817
fis_regulatory_network:WT_TS:2.0,7.4368268351,0.7652979652
fis_regulatory_network:OX_EE:1.0,-0.1671815077,0.15246144250000002
fis_regulatory_network:OX_EE:2.0,-1.1216319836,0.0710529899
fis_regulatory_network:OX_TS:1.0,8.6750685331,1.2200151878
fis_regulatory_network:OX_TS:2.0,6.6050006688,0.6270788646000001
persisters:rep:1.0,-0.9777283404,0.0647296619
persisters:rep:2.0,0.9777283404,-0.0647296619
proQ_pulse_expression:empty_vector:1.0,-0.13915869790000002,0.1411220919
proQ_pulse_expression:empty_vector:2.0,0.13915869790000002,-0.1411220919
proQ_pulse_expression:long_STnc540_overexpression:1.0,-0.7337758816000001,-0.1873836602
proQ_pulse_expression:long_STnc540_overexpression:2.0,-1.4056569577,-0.4390815235
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.6810142007000001,-0.3502355204
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.45913577310000003,-0.0875587547
proQ_virulence:dhfq_dproQ_LB:1.0,-0.14792812090000002,-0.2854599601
proQ_virulence:dhfq_dproQ_LB:2.0,-4.1405647634000005,-0.2335009811
proQ_virulence:dhfq_dproQ_LB:3.0,-5.7108737449,0.0032548867
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-6.8790400881,-0.3751021685
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-7.8067850028,-0.3979471691
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-7.2526680362,-0.3346119636
proQ_virulence:dhfq_LB:1.0,-1.5246569702000001,-0.7891238263
proQ_virulence:dhfq_LB:2.0,-3.0198362114,-0.7351770254000001
proQ_virulence:dhfq_LB:3.0,-2.6411290685,-0.6283182909
proQ_virulence:dhfq_SPI-2:1.0,-8.9975908999,-0.191109731
proQ_virulence:dhfq_SPI-2:2.0,-8.7851141586,-0.2120021221
proQ_virulence:dhfq_SPI-2:3.0,-8.534475185,-0.3886735207
proQ_virulence:dproQ_LB:1.0,5.6672916218000005,-0.4590508917
proQ_virulence:dproQ_LB:2.0,-4.7665996979,-0.19361860420000002
proQ_virulence:dproQ_LB:3.0,-10.7015464021,0.1715848576
proQ_virulence:dproQ_SPI-2:1.0,-6.2731355873,-0.0480004871
proQ_virulence:dproQ_SPI-2:2.0,-5.1834278986,0.1294626915
proQ_virulence:dproQ_SPI-2:3.0,-6.2535581648,0.0617969536
proQ_virulence:WT_LB:1.0,6.1602400754,-0.0238013914
proQ_virulence:WT_LB:2.0,2.0268616028,-0.2907985844
proQ_virulence:WT_LB:3.0,-8.1871016782,0.31459997570000003
proQ_virulence:WT_SPI-2:1.0,-7.2695547294,0.426016585
proQ_virulence:WT_SPI-2:2.0,-8.4628569042,0.3653766416
proQ_virulence:WT_SPI-2:3.0,-8.1919910468,0.45217155750000004
rcsB:del_rcsB_S207C:1.0,1.9297082520000002,-0.1269351223
rcsB:del_rcsB_WT:1.0,3.3967128042,-0.0648300327
rcsB:del_rcsB:1.0,1.5721848098,-0.6957190818
rcsB:del_rcsB_H12A:1.0,-2.071634983,-0.4045205578
rcsB:del_rcsB_D56A:1.0,3.6189965386000003,-0.3558794565
rcsB:del_rcsB_M88A:1.0,2.6939349463,-0.48741586680000004
rcsB:del_rcsB_H77A:1.0,3.8715300628,-0.354039102
rcsB:del_rcsB_L108A:1.0,-3.4946256936,-0.20860606750000002
rcsB:del_rcsB_S207C:2.0,-2.3474997961,0.5362971973
rcsB:del_rcsB_WT:2.0,-1.8154648805,0.0774759468
rcsB:del_rcsB:2.0,0.7168483262,-0.2032817532
rcsB:del_rcsB_H12A:2.0,2.1672801017,0.0583980276
rcsB:del_rcsB_D56A:2.0,5.0768490099,-0.4134067353
rcsB:del_rcsB_H77A:2.0,0.4198614953,-0.0658050837
rcsB:del_rcsB_L108A:2.0,0.9992394047000001,-0.3647040883
rcsB:del_rcsB_WT:3.0,-1.5812479235999999,-0.0126459141
rcsB:del_rcsB_H12A:3.0,-0.4919729961,-0.40628049790000004
rcsB:del_rcsB_D56A:3.0,-3.5804898141,-0.0668535911
rcsB:del_rcsB_M88A:2.0,-0.3916921873,-0.2350981628
rcsB:del_rcsB_H77A:3.0,-1.3676881102,-0.3992827078
rcsB:del_rcsB_L108A:3.0,0.2246361952,-0.697770581
ribodepletion:RiboZero:1.0,0.0339611955,-0.0211405209
ribodepletion:RiboZero:2.0,-0.0339611955,0.0211405209
single_carbon_source:mucic:1.0,0.4110612362,-0.0153469251
single_carbon_source:mucic:2.0,-0.4110612362,0.0153469251
single_carbon_source:tartarate:1.0,2.6618779382,-0.3605269721
single_carbon_source:tartarate:2.0,2.7332218095,-0.1691186862
ssrA_ssrB_TCS:ssrB_minus:1.0,4.1576782304,0.29947861130000003
ssrA_ssrB_TCS:ssrB_minus:2.0,-2.4303672598,-0.2095719103
ssrA_ssrB_TCS:ssrB_minus:3.0,-1.7273109706,-0.089906701
ssrA_ssrB_TCS:ssrB_plus:1.0,0.5038216846,-0.3378170707
ssrA_ssrB_TCS:ssrB_plus:2.0,-0.9000770347,-0.3516400025
ssrA_ssrB_TCS:ssrB_plus:3.0,-4.8789918033,-0.8385446133000001
yedF:WT:1.0,0.7790816829,0.3276375322
yedF:WT:2.0,-0.7790816829,-0.3276375322
yedF:del_yedF:1.0,-5.0154522774,2.7256520509
yedF:del_yedF:2.0,-6.0470515864,2.2924265693
yedF:del_yedF:3.0,-8.1440157326,2.8908553208
14028S_paratyphiA:37C_stationary:1.0,10.1216612909,0.5111373391
14028S_paratyphiA:42C_log:1.0,-0.5966840337,-0.24166247870000002
14028S_paratyphiA:37C_log:1.0,-0.3175319702,0.1682352035
14028S_paratyphiA:42C_log:2.0,-0.3514725065,-0.2274022386
14028S_paratyphiA:37C_stationary:2.0,8.8376435104,0.8227009557
14028S_paratyphiA:37C_log:2.0,0.3175319702,-0.1682352035
7TF:hilC:1.0,-0.047221505500000004,-1.1637153446
7TF:del_hilD:1.0,1.4359064938000001,0.086096064
7TF:WT:1.0,0.0220878269,0.0323700997
7TF:hilD:1.0,-5.1587308751,-0.9510457327
7TF:WT:2.0,-0.019376647,0.0850553689
7TF:del_sprB:1.0,0.020247181000000003,0.026641206900000002
7TF:del_rtsB:1.0,-2.913629472,0.1058867294
7TF:rtsA:1.0,-1.1194253706,-0.1993179686
7TF:del_invF:1.0,0.9956877686000001,0.2837283895
7TF:sprB:1.0,-1.9510999538,-0.7507007752
7TF:hilD:2.0,-1.8603359830000001,-0.8783197704
7TF:del_invF:2.0,0.5814837296,0.2648208051
7TF:del_rtsB:2.0,-4.7260791178,0.2164924026
7TF:hilC:2.0,0.48285930600000004,-1.1515350551
7TF:WT:3.0,-0.0464262724,-0.0421338562
7TF:del_hilD:2.0,2.3090226258,0.0914877298
7TF:rtsA:2.0,-0.9446500377,-0.0936793365
7TF:invF:1.0,0.5488130841000001,-0.010725784300000001
7TF:invF:2.0,-0.4818598363,-0.9429228444000001
7TF:sprB:2.0,-1.7697564198,-0.7471474762
7TF:del_sprB:2.0,0.1632801272,0.2864289567
7TF:WT:4.0,0.043715092500000004,-0.0752916124
MMC:del_rtcB_No treatment:1.0,-1.5571975279,-0.1959700379
MMC:WT_No_treatment:1.0,2.1576167744,-0.1222266392
MMC:WT_No_treatment:2.0,-3.1641088968,0.16303011750000002
MMC:del_rtcR_No_treatment:1.0,-3.8634326692,0.0774089372
MMC:del_rtcR_3mM_MMC:1.0,-0.5944052328,0.24527645080000002
MMC:WT_No_treatment:3.0,1.0064921224,-0.0408034783
MMC:del_rtcB_3mM_MMC:1.0,-0.9535702993,0.3319052048
MMC:del_rtcB_3mM_MMC:2.0,-1.361105091,0.3037324101
MMC:del_rtcR_3mM_MMC:2.0,0.66163363,0.4407408942
MMC:del_rtcR_3mM_MMC:3.0,-4.8310599203999995,0.0357321649
MMC:del_rsr_No_treatment:1.0,-4.0276082587,0.5890590045
MMC:del_rtcB_3mM_MMC:3.0,-0.8428130371,0.3660436965
MMC:del_rtcR_No_treatment:2.0,-0.6184522316000001,-0.16095839820000002
MMC:del_rsr_3mM_MMC:1.0,0.45468213550000003,0.2549044083
MMC:del_rtcB_No treatment:2.0,-0.133789992,-0.3316200855
MMC:WT_3mM_MMC:1.0,1.7691975935,-0.0276221426
MMC:del_rsr_3mM_MMC:2.0,0.7736453528,0.45024051390000003
MMC:WT_3mM_MMC:2.0,0.17891142470000002,0.1189255101
MMC:del_rsr_No_treatment:2.0,1.7712483416,0.1486196606
MMC:del_rtcB_No treatment:3.0,-0.9651365923,-0.2653432454
MMC:del_rsr_No_treatment:3.0,1.7712692895000002,-0.0736287781
Nontyphoidal_comparisons:rep:1.0,2.9273317076,-0.15043601850000002
Nontyphoidal_comparisons:rep:2.0,-7.3585337036,0.26911944390000003
Nontyphoidal_comparisons:rep:3.0,4.431201996,-0.1186834253
araC:delta_araC_LB:1.0,0.1720970339,0.332314121
araC:WT_LB:1.0,0.08946541820000001,0.07035532650000001
araC:WT_LB:2.0,-0.08946541820000001,-0.07035532650000001
araC:delta_araC_LB:2.0,0.3777804515,0.5185202993
csgD:WT_planktonic_TP1:1.0,-7.349601272000001e-17,0.0
csgD:del_csgD_planktonic_TP2:1.0,2.4552768122,-0.2041207477
csgD:WT_aggregate_TP2:1.0,9.6671595654,-0.3961761348
csgD:del_csgD_planktonic_TP1:1.0,-4.9511335685,-0.1587379422
csgD:WT_planktonic_TP3:1.0,7.9355078192,-0.37071398710000003
csgD:del_csgD_planktonic_TP3:1.0,-2.0985091699,-0.3714054332
csgD:WT_planktonic_TP2:1.0,-1.3331211161,-0.2540850964
csgD:WT_aggregate_TP3:1.0,3.9973331193,-0.7872106885
csgD:PcsgD_planktonic_lux_TP1:1.0,-1.130874584,0.2683903253
csgD:PcsgD_planktonic_lux_TP4:1.0,10.0510726386,-0.1337365921
csgD:PcsgD_aggregate_lux_TP3:1.0,2.2128155907,-1.2182024667
csgD:PcsgD_planktonic_lux_TP2:1.0,-0.3810985492,-0.0380765683
csgD:PcsgD_planktonic_lux_TP3:1.0,9.0355710728,-0.21427411130000001
csgD:del_csgD_planktonic_TP4:1.0,5.5886888395,-1.0574759984
csgD:WT_aggregate_TP4:1.0,5.8517915153,-1.5173119563
csgD:PcsgD_aggregate_lux_TP4:1.0,5.9100097591,-1.0366386535
csgD:PcsgD_aggregate_lux_TP2:1.0,9.8777708869,-0.4239823106
csrA:10min_LB_csrA:1.0,-2.1789301589,-1.2851412038
csrA:10min_LB_WT:1.0,-1.8381818037,-0.3754935293
csrA:2.5min_LB_csrA:1.0,-4.0514139278,-0.6948256641
csrA:5min_mLPM_WT:1.0,-4.5175641455,-0.1338508549
csrA:15min_mLPM_csrA:1.0,-2.8058820271,-1.1712961614
csrA:5min_LB_WT:1.0,-2.915182378,-0.5725025377
csrA:2.5min_LB_WT:1.0,-3.8407828757,-0.3310040413
csrA:0min_LB_WT:1.0,-0.051506495900000004,-0.061446959
csrA:15min_LB_WT:1.0,-0.5151941250000001,-0.5233838145
csrA:0min_mLPM_WT:1.0,-2.8918328743,0.6719917842
csrA:15min_LB_csrA:1.0,-1.5747598264,-1.3687093497
csrA:15min_mLPM_WT:1.0,-0.4826789728,-0.5023159925
csrA:15min_LB_csrA:2.0,-1.4183931676000001,-1.5014029946
csrA:0min_mLPM_WT:2.0,-2.8967229563,1.0008752249
csrA:0min_LB_csrA:1.0,0.0221376848,-0.018689604000000002
csrA:15min_LB_WT:2.0,0.0006937516,-0.8154559916
csrA:15min_mLPM_WT:2.0,-3.2458754921,-0.8025404959
csrA:5min_LB_WT:2.0,-3.052695129,-0.38435210880000004
csrA:5min_mLPM_WT:2.0,-4.8698751730000005,-0.2064690694
csrA:2.5min_LB_WT:2.0,-3.5286448287,-0.537658052
csrA:5min_mLPM_csrA:1.0,-2.6966549647,-0.9967905131
csrA:0min_LB_csrA:2.0,-0.9351156919,-0.0357265916
csrA:15min_mLPM_csrA:2.0,-1.5269323877,-1.3002073753
csrA:5min_mLPM_csrA:2.0,-1.8240179356000001,-0.9743027393
csrA:10min_LB_WT:2.0,-1.7112984467999999,-0.6909403774
csrA:0min_LB_WT:2.0,0.051506495900000004,0.061446959
csrA:5min_LB_csrA:1.0,-3.0846691138,-0.8893318480000001
csrA:10min_mLPM_csrA:1.0,-3.3299545341,-1.4139986927
csrA:10min_mLPM_csrA:2.0,-2.2306734545,-1.2924142248
csrA:5min_LB_csrA:2.0,-3.6698951686,-1.0327880265
csrA:2.5min_LB_csrA:2.0,-3.5472932382,-0.6061654114
csrA:10min_LB_csrA:2.0,-2.3059544892,-1.1131083683
flagellum:ΔSTM14_1829 :1.0,-20.3368843712,0.5198614885
flagellum:ΔSTM14_1829 :2.0,-19.50794465,0.4101631988
flagellum:WT:1.0,0.1111792181,-0.0615407698
flagellum:WT:2.0,-0.1083020081,0.025942910200000002
flagellum:ΔSTM14_1829 :3.0,-17.1190354839,0.208747008
flagellum:WT:3.0,-0.0028772100000000003,0.0355978595
fliA:del_rpoF:1.0,-2.6105589219,0.4465636469
fliA:WT:1.0,0.49200145630000003,0.4072627588
fliA:del_rpoF:2.0,-3.3292851119,0.051147622600000005
fliA:WT:2.0,-0.49200145630000003,-0.4072627588
mgtC:empty_pUH21:1.0,-0.2696732826,-0.06708922910000001
mgtC:pUH_mgtC:1.0,-1.4254924783,-0.1587316956
mgtC:empty_pUH21:2.0,0.2696732826,0.06708922910000001
mgtC:pUH_mgtC:2.0,-1.2075815769,-0.1827586554
mgtCBR:empty_pBAD18:1.0,0.5125355978,0.0431091543
mgtCBR:mgtC_pBAD113:1.0,1.0397103535,0.1249740606
mgtCBR:empty_pBAD18:2.0,-0.5125355978,-0.0431091543
mgtCBR:mgtC_pBAD113:2.0,-0.1518145444,0.243870004
novobiocin:100_Novobiocin_60min:1.0,18.4119089325,1.5425038386
novobiocin:500_Novobiocin_60min:1.0,24.4626439928,2.3104525616
novobiocin:0_Novobiocin_60min:1.0,16.3781785715,0.4399875925
novobiocin:0_Novobiocin_0min:1.0,-0.551800482,0.08785077620000001
novobiocin:100_Novobiocin_60min:2.0,18.2318593506,1.5786860944
novobiocin:0_Novobiocin_10min:1.0,10.237636044,-0.2122365726
novobiocin:500_Novobiocin_20min:1.0,22.0974189775,0.6431340356
novobiocin:0_Novobiocin_20min:1.0,13.1276286691,0.1755322065
novobiocin:0_Novobiocin_60min:2.0,18.0844846133,0.5269412911
novobiocin:0_Novobiocin_10min:2.0,7.0402181775,-0.1707389523
novobiocin:500_Novobiocin_60min:2.0,22.8956632615,2.1785728518
novobiocin:0_Novobiocin_60min:3.0,16.3992052381,0.2904417801
novobiocin:500_Novobiocin_10min:1.0,17.5826830628,0.22541546910000002
