,A,RsmA
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,8.7931154373,2.390581193
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-4.0491356274,0.400741404
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-1.4703878534000001,-0.055471249
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,5.5195234808,-0.345270155
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.0568897914,0.34818461700000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.3058841869,0.086378563
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-0.1320680941,0.085859236
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.15986072810000002,0.9073379050000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.1022188997,0.031970053000000005
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.0708879474,-0.060562012000000005
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.1896671312,-0.40597122100000005
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-1.0771410992,0.8937019270000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-1.1248047297000001,0.371025918
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-0.31954335170000003,0.529471072
Rosmarinic_acid:PAO1-100UMRA:1,6.4049317002,0.090302613
Rosmarinic_acid:PAO1-100UMRA:2,6.2483008403,0.212675105
Rosmarinic_acid:PAO1_DMSO_Control:1,0.1873658478,0.009095155
Rosmarinic_acid:PAO1_DMSO_Control:2,0.2616946002,-0.108596224
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.4490604481,0.09950107
Testosterone_treatment:Testosterone_Control:1,-0.7366117586,0.147331463
Testosterone_treatment:Testosterone_Control:2,0.7366117586,-0.147331463
Testosterone_treatment:Testosterone_2.5:1,0.0874167656,0.056873842
Testosterone_treatment:Testosterone_2.5:2,0.5820034550000001,-0.654541098
Tf_toxin_expression:PAO1_WT:1,-0.7701049458,0.27328567600000003
Tf_toxin_expression:PAO1_WT:2,0.7701049458,-0.27328567600000003
Tf_toxin_expression:PAO1_derfA:1,-1.6696784038999999,-0.154131598
Tf_toxin_expression:PAO1_derfA:2,-1.3349620768000001,0.325138988
Zinc_treatment:PA_Zn:1,-0.3505211388,1.327233221
Zinc_treatment:PA_Zn:2,-0.3392734143,1.312941089
Zinc_treatment:PA_Zn:3,-0.6163065421,1.385156671
Zinc_treatment:PA_Zn_wt:1,0.058815742100000006,0.159051345
Zinc_treatment:PA_Zn_wt:2,-0.058815742100000006,-0.159051345
Paeru_PRECISE:CAMHB_wt:1,-12.0950232917,0.05337189
Paeru_PRECISE:CAMHB_wt:2,-12.687169876,0.18531317700000002
Paeru_PRECISE:CAMHB_wt:3,-13.7212665496,0.604165929
Paeru_PRECISE:CAMHB_wt:4,-13.472658207,0.304017176
Paeru_PRECISE:M9glucAA_Pqt10:1,0.030708806300000002,-0.6513142110000001
Paeru_PRECISE:M9glucAA_Pqt10:2,1.1884800983,-1.089947437
Paeru_PRECISE:M9glucAA_Pqt:1,0.6240516141,-0.859933629
Paeru_PRECISE:M9glucAA_Pqt:2,0.6512569121,-1.24212754
Paeru_PRECISE:M9glucAA_wo_Pqt:1,0.32219974230000004,-0.460088741
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-0.0034104958,-0.364492661
Paeru_PRECISE:M9glucAA_NaCl:1,-17.1009231262,-0.969310293
Paeru_PRECISE:M9glucAA_NaCl:2,-16.4596916069,-0.759757038
Paeru_PRECISE:M9glucAA_NaCl:3,-15.4168702579,-0.569361035
Paeru_PRECISE:CAMHB_wt:5,-14.4986724561,0.15828191
Paeru_PRECISE:CAMHB_wt:6,-15.4435151379,-0.33047861100000003
Paeru_PRECISE:LB_wt:1,-17.4960091149,-0.721535345
Paeru_PRECISE:LB_wt:2,-15.1473640429,-0.8173586180000001
Paeru_PRECISE:M9glucAA_wt:1,0.3512699172,-0.057175346
Paeru_PRECISE:M9glucAA_wt:2,-0.3512699172,0.057175346
Paeru_PRECISE:M9glucAA_lowpH:1,-1.2213025769,-0.388051711
Paeru_PRECISE:M9glucAA_lowpH:2,-1.5196847804,-0.6257639020000001
Paeru_PRECISE:M9glucAA_DPD:1,-1.5131790281000002,-0.24186541600000003
Paeru_PRECISE:M9glucAA_DPD:2,-0.9437668078,-0.015308822000000001
Paeru_PRECISE:M9sucAA_wt:1,-2.309480608,-1.117458175
Paeru_PRECISE:M9sucAA_wt:2,-5.8905799299,-1.789348157
Paeru_PRECISE:M9glucAA_NaCl:4,-16.0020959086,-0.8653120240000001
Paeru_PRECISE:M9glucAA_NaCl:5,-16.4129593541,-0.949656582
Paeru_PRECISE:M9sucAA_wt:3,-1.7137250013,-0.182947191
Paeru_PRECISE:M9sucAA_wt:4,-0.7857923359000001,-0.28664726
Paeru_PRECISE:R10LB_wt:1,-2.1651013402,0.434585005
Paeru_PRECISE:M9glucAA_NaCl:6,-14.5367177231,-1.240097912
Paeru_PRECISE:M9glucAA_NaCl:7,-14.7354760579,-1.268928969
Paeru_PRECISE:M9fructAA_wt:1,-1.4449344709,0.49680279
Paeru_PRECISE:M9fructAA_wt:2,-0.8109175469000001,0.37246716
Paeru_PRECISE:M9GlcNAcAA_wt:1,-1.6643909854,0.132891368
Paeru_PRECISE:M9GlcNAcAA_wt:2,-1.8519661722,-0.044977629000000005
Paeru_PRECISE:M9pyruvAA_wt:1,-15.201093178,-0.214097122
Paeru_PRECISE:M9pyruvAA_wt:2,-15.802690223,-0.13015807000000001
Paeru_PRECISE:M9fructAA_wt:3,-6.7201736371,0.58467853
Paeru_PRECISE:M9fructAA_wt:4,-4.1561660882,0.873311068
Paeru_PRECISE:M9GlcNAcAA_wt:3,-9.7959179863,0.260492381
Paeru_PRECISE:M9GlcNAcAA_wt:4,-6.0929001265,-0.75340496
Paeru_PRECISE:M9glycAA_wt:1,-3.8372031051,-0.38119024
Paeru_PRECISE:M9glycAA_wt:2,-4.4395041967,-0.338673661
Paeru_PRECISE:M9pyruvAA_wt:3,-16.4507668111,-1.10613663
Paeru_PRECISE:CAMHB_wt:7,-13.2814939023,-0.380292934
Paeru_PRECISE:CAMHB_wt:8,-13.3588780504,-0.34836155100000005
Paeru_PRECISE:R10LB_wt:2,-2.9334242056,0.26748638
Paeru_PRECISE:R10LB_wt:3,-2.8572282174,-0.360469034
Paeru_PRECISE:R10LB_wt:4,-2.6901997012,-0.028651854
Paeru_PRECISE:R10LB_wt:5,-3.5890190412000003,0.227826099
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-5.7794723937,-0.664795408
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-3.0860789419,-1.8864456
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-2.4901636827,-0.49028665
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-2.3207765413,-0.49889216200000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-3.3711277135,-0.41073828700000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-4.4043532377,-1.46306694
Paeru_PRECISE:M9sucAA_wt:5,-0.6595250807,0.065794525
Paeru_PRECISE:M9sucAA_wt:6,-1.6229281944,0.16630719300000002
Paeru_PRECISE:R10LB_wt:6,-6.2861384147,0.464911791
Paeru_PRECISE:R10LB_wt:7,-5.7612430547999995,0.8851212270000001
Paeru_PRECISE:LB_wt:3,-3.21852128,0.668308761
Paeru_PRECISE:LB_wt:4,-3.4752052436,0.6847980610000001
Paeru_PRECISE:R10LB_NaCl:1,-7.2267077188,1.072134855
Paeru_PRECISE:R10LB_NaCl:2,-3.9884828924,0.18156080700000002
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-6.3877832188,0.109674962
Paeru_PRECISE:M9glucAA_Zn:1,-11.0528701299,-11.86582774
Paeru_PRECISE:M9glucAA_Cu:1,-16.7787968118,-0.46023255900000004
Paeru_PRECISE:M9glucAA_NaOCl:1,-16.0301123879,-1.305479561
Paeru_PRECISE:M9GlcNAcAA_8:1,-20.2086523461,0.6052939860000001
Paeru_PRECISE:M9GlcNAcAA_8:2,-20.0041697663,0.39825139
Paeru_PRECISE:M9GlcNAcAA_4:1,-17.8011705173,-0.495194002
Paeru_PRECISE:M9GlcNAcAA_4:2,-16.1723692658,-1.021276782
Paeru_PRECISE:M9GlcNAcAA_2:1,-18.204427101,1.405427722
Paeru_PRECISE:M9GlcNAcAA_2:2,-17.9999552186,-0.11951170300000001
Paeru_PRECISE:M9GlcNAcAA_1:1,-16.6001455384,0.089310705
Paeru_PRECISE:M9GlcNAcAA_1:2,-18.1905946404,-0.37133634400000004
Paeru_PRECISE:M9glucAA_NaOCl:2,-16.7336145506,-0.383484572
Paeru_PRECISE:M9glucAA_Cu:2,-20.7095567507,1.005031586
Paeru_PRECISE:M9glucAA_Fe:1,-3.9788682714,1.064909069
Paeru_PRECISE:M9glucAA_Fe:2,-2.4508584157,1.011112483
Paeru_PRECISE:M9glucAA_Zn:2,-5.0027660032,0.40361116500000005
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-3.4031256942,1.402598813
Paeru_PRECISE:CAMHB_Mec:1,-13.2984245132,0.01186857
Paeru_PRECISE:CAMHB_Mec:2,-13.0544795795,0.321580427
Paeru_PRECISE:CAMHB_Azt:1,-15.7656034047,-0.799901591
Paeru_PRECISE:CAMHB_Azt:2,-16.1170749535,-0.551709537
Paeru_PRECISE:CAMHB_Pip:1,-14.2523510372,-4.663678493
Paeru_PRECISE:CAMHB_Pip:2,-11.1429040366,-4.551813689
Paeru_PRECISE:CAMHB_Ceft:1,-14.0801115665,-0.703492715
Paeru_PRECISE:CAMHB_Ceft:2,-16.1982216598,-5.30867475
Paeru_PRECISE:CAMHB_Ceft:3,-13.691248119800001,-0.321157615
Paeru_PRECISE:CAMHB_Ceft:4,-13.8672660332,-4.8756175630000005
Paeru_PRECISE:M9glucAA_Ceft:1,1.3111495474,-2.149677491
Paeru_PRECISE:M9glucAA_Ceft:2,0.5185288961,-0.8815110810000001
Paeru_PRECISE:M9glucAA_Gent:1,-0.9327246034000001,1.02947289
Paeru_PRECISE:M9glucAA_Gent:2,-0.7680904406,0.6903069820000001
Paeru_PRECISE:M9glucAA_Pip:1,-0.5544737792000001,0.044800743000000004
Paeru_PRECISE:M9glucAA_Pip:2,-1.0238643365,0.9340052510000001
Paeru_PRECISE:M9glucAA_Azt:1,-1.9314480254,-2.960665774
Paeru_PRECISE:M9glucAA_Azt:2,-2.2963687576,-3.465622334
Paeru_PRECISE:CAMHB_Mero:1,-12.9514663641,-0.7080407550000001
Paeru_PRECISE:CAMHB_Mero:2,-13.2388666379,-0.5308770700000001
Paeru_PRECISE:CAMHB_Tet:1,-15.578205747,-0.889555458
Paeru_PRECISE:CAMHB_Tet:2,-16.3380023405,-0.5530494970000001
Paeru_PRECISE:R10LB_Gent:1,-3.2048561729,0.7472531640000001
Paeru_PRECISE:R10LB_Ceft:1,-1.8890966817,-0.5328142570000001
Paeru_PRECISE:R10LB_Ceft:2,-2.5089400926,-0.872192823
Paeru_PRECISE:CAMHB_Biofilm:1,-3.2241527319,0.043627193
Paeru_PRECISE:CAMHB_Biofilm:2,-4.036245679,0.31186767600000004
Paeru_PRECISE:M9glucAA_Biofilm:1,-1.9936412173,-0.026859633
Paeru_PRECISE:M9glucAA_Biofilm:2,-1.8332343351,-0.192213824
Paeru_PRECISE:R10LB_Gent:2,-3.9678076679,0.48985891200000004
Paeru_PRECISE:R10LB_Pip:1,-2.633453941,-0.745004487
Paeru_PRECISE:R10LB_Pip:2,-8.9012127202,-1.369714299
Paeru_PRECISE:R10LB_Mec:1,-3.0929657366,0.291546643
Paeru_PRECISE:R10LB_Mec:2,-2.8775464728999998,0.396459059
Paeru_PRECISE:CAMHB_Azt:3,-6.1289260226,-1.326042215
Paeru_PRECISE:CAMHB_Azt:4,-6.9339196758,-0.8630125540000001
Paeru_PRECISE:CAMHB_Biofilm:3,-5.7172862338,-0.057321941
Paeru_PRECISE:CAMHB_Biofilm:4,-4.7517958067,0.065727226
Paeru_PRECISE:M9glucAA_Biofilm:3,-3.4419607404,-0.136601238
Paeru_PRECISE:M9glucAA_Biofilm:4,-2.5200578531,0.059488483
Paeru_PRECISE:R10LB_Mero:1,-7.3281749807,-0.335823066
Paeru_PRECISE:R10LB_Mero:2,-5.51584421,-0.6992765430000001
Paeru_PRECISE:LB_Cam:1,-14.0496607903,-2.527005113
Paeru_PRECISE:LB_Cam:2,-13.1194209057,-2.5817087499999998
Paeru_PRECISE:CAMHB_Ceft:5,-13.8249460322,-1.244000889
Paeru_PRECISE:CAMHB_Cip:1,-12.6104234487,-0.717847189
Paeru_PRECISE:CAMHB_Cip:2,-10.5994911643,-0.948873209
ampC_mutation:PA_Cef_taz_wt:1,0.048325511700000004,1.12244078
ampC_mutation:PA_mutS_Cef_taz:1,1.3552977535,-0.078533593
ampC_mutation:PA_mutS:1,1.1105452689,0.80820267
ampC_mutation:PA_mutS:2,-1.9092826006,-0.9086203340000001
ampC_mutation:PA_mutS:3,-2.3515004723,1.326969528
ampC_mutation:PA_Cef_taz_wt:2,-0.048325511700000004,-1.12244078
ampC_mutation:PA_mutS_Cef_taz:2,1.3338187567,-0.388268757
ampC_mutation:PA_mutS:4,-2.0249369204,-0.019981181
ampC_mutation:PA_mutS:5,-0.49970458360000003,-1.827710716
ampC_mutation:PA_mutS:6,-4.1999501851,-0.684651352
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,0.5258392561,-1.403707703
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-0.1614351491,-1.263350706
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,4.6079743824,0.41870974800000005
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,3.0490374819,-0.6268723310000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-0.3238311367,0.21041557400000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-0.17019035130000001,0.53851814
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.4154307203,0.20299276900000002
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.4154307203,-0.20299276900000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-1.0948621097,-2.363916866
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-0.5105828915,-1.156139237
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-0.7968277791,1.108605165
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-1.1047499244,1.054450711
cysB_mutant:PAO1HH_wt:1,0.3541539334,-0.09403750400000001
cysB_mutant:PAO1HH_wt:2,-0.3541539334,0.09403750400000001
cysB_mutant:cysBHH:1,0.0256255585,0.509831255
cysB_mutant:cysBHH:2,0.5549066543,0.463801589
cysB_mutant:cysBHH:3,0.32452499700000004,0.568020355
ersA_knockout:delersA:1,0.9228045362,-1.342589612
ersA_knockout:delersA:2,1.5588424164,-1.289868866
ersA_knockout:wt_BHI:1,-0.6083727039,-0.09996246
ersA_knockout:wt_BHI:2,0.6083727039,0.09996246
gcsR_mutant:PAO1_rep_wt:1,-0.1885748655,0.021784037000000003
gcsR_mutant:PAO1_rep_wt:2,0.1885748655,-0.021784037000000003
gcsR_mutant:GcsR_rep:1,1.6181228069,-0.042676947
gcsR_mutant:GcsR_rep:2,1.5003059876,-0.076853092
