,A,RsmA
Catabolite_repression:delHfq:2,-7.93805544,0.542642095
Catabolite_repression:deldcrc:1,-12.12177337,0.5569338650000001
Catabolite_repression:deldcrc:2,-12.02936626,0.35647494500000004
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.062450505,-0.031817107000000004
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.07118487600000001,-0.18174489700000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.008734371000000001,0.213562003
Diallyl_disulphide_treatment:PAO1_DDS:1,-2.788874484,-1.264693727
Diallyl_disulphide_treatment:PAO1_DDS:2,-4.163543329,-0.790275507
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.619417777,-0.640830867
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.255072776,0.08822977300000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.255072776,-0.08822977400000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.688292715,0.270366828
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.7144387710000001,0.514265396
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.617136015,-0.13051802
HapZ_SagS_mutant:delHapZp:1,-1.337657313,-0.07924291
HapZ_SagS_mutant:delHapZp:2,-2.895297385,-0.019483050000000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-0.390666391,0.16261498
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.226469624,-0.03209696
HapZ_SagS_mutants:delHApZ:1,2.2318793230000002,0.02895482
HapZ_SagS_mutants:delHApZ:2,1.394396686,0.07348838
HapZ_SagS_mutants:delHApZ:3,2.08208393,0.20684221
HapZ_SagS_mutants:delSagS:1,3.058342852,-0.17154141
HapZ_SagS_mutants:delSagS:2,2.821854589,-0.20388099
HapZ_SagS_mutants:delSagS:3,2.7325822840000003,-0.13025819
HapZ_SagS_mutants:delHapZp:1,-1.261716502,-0.04303569
yhjH_knockout:PA_delyhjH_wt:1,-0.40253930800000004,-0.021149275000000002
yhjH_knockout:PA_delyhjH_wt:2,0.40253930800000004,0.021149275000000002
yhjH_knockout:PA_delyhjH:1,0.346774638,-0.6805845650000001
yhjH_knockout:PA_delyhjH:2,0.37586975100000003,-0.513512175
yhjH_knockout:PA_delwspF:1,-0.44751752300000003,-0.396206695
yhjH_knockout:PA_delwspF:2,-1.726967449,0.007495995
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-4.361696105,-0.675501727
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-4.860142963,-0.688981405
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-4.502350012,-0.050608308000000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-3.593951719,-0.265808735
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-3.668857266,0.42433992200000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-1.040327166,-0.031878455
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,5.849513609,-0.321667346
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-1.140329176,-0.070794121
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,8.240555556,2.5337623860000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,8.363192535,2.390581196
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-4.056216498,0.400741406
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-1.412271337,-0.05547125
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,5.468487835,-0.345270155
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.08114204700000001,-0.50230434
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-1.872359832,0.63808686
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-1.793563334,0.63813755
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.08114204700000001,0.50230434
Lung_infection_transcriptome:PA01_LS1:1,2.743193176,-0.384914525
Lung_infection_transcriptome:PA01_LS1:2,1.676801179,-0.543796705
Lung_infection_transcriptome:PA01_CS1:1,-1.105481765,0.046420505
Lung_infection_transcriptome:PA01_CS1:2,1.105481765,-0.046420505
Testosterone_treatment:Testosterone_Control:1,-0.9038980510000001,0.14733146500000002
Testosterone_treatment:Testosterone_Control:2,0.9038980510000001,-0.14733146500000002
Testosterone_treatment:Testosterone_2.5:1,0.020011966000000003,0.056873845000000006
Testosterone_treatment:Testosterone_2.5:2,0.9797319290000001,-0.654541095
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-0.562547334,0.19818159700000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-0.9175158560000001,-0.083456903
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,0.318280651,-0.446160834
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-2.1445754040000002,-0.088223413
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-0.98542286,-0.201852153
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-0.99489095,0.10281511700000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,0.659838059,0.200470957
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,1.428237747,0.165666107
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,0.9383124920000001,0.265868747
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-1.152253335,-0.528940694
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-1.267046786,-0.10439606300000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-0.6070881770000001,0.001330947
Dispersed_cells:PAO1_dispersed_wt:1,0.11166176200000001,-0.05312898
Dispersed_cells:PAO1_dispersed_wt:2,-0.11166176200000001,0.05312898
Dispersed_cells:PyhjH_dispersed:1,-2.206763242,1.5365007
Dispersed_cells:PyhjH_dispersed:2,-1.344940732,1.6905827100000002
Dispersed_cells:PA01_Planktonic:1,-20.52070868,1.072553
Dispersed_cells:PA01_Planktonic:2,-20.6557721,0.96869881
Dispersed_cells:PAO1_Biofilm:1,-4.987889951,0.81206762
Dispersed_cells:PAO1_Biofilm:2,-4.669112624,1.03859491
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-0.089651874,-0.46083491
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,1.138855368,-0.8227030999999999
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,0.6748790720000001,-0.92620135
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.43009116000000003,0.11715285
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.34079482,0.09072363
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.08929634,-0.20787648
gcsR_mutant:PAO1_rep_wt:1,-0.18650195900000002,0.02178404
gcsR_mutant:PAO1_rep_wt:2,0.18650195900000002,-0.02178404
gcsR_mutant:GcsR_rep:1,1.425593178,-0.04267695
gcsR_mutant:GcsR_rep:2,1.317556512,-0.07685309
ampC_mutation:PA_Cef_taz_wt:1,0.38697865800000003,1.122440779
ampC_mutation:PA_mutS_Cef_taz:1,1.330210919,-0.078533591
ampC_mutation:PA_mutS:1,1.263327211,0.808202669
ampC_mutation:PA_mutS:2,-2.795525709,-0.908620333
ampC_mutation:PA_mutS:3,-1.377954082,1.326969529
ampC_mutation:PA_Cef_taz_wt:2,-0.38697865800000003,-1.122440778
ampC_mutation:PA_mutS_Cef_taz:2,1.036421254,-0.388268751
ampC_mutation:PA_mutS:4,-1.6328560890000001,-0.019981181
ampC_mutation:PA_mutS:5,-1.003439984,-1.8277107140000002
ampC_mutation:PA_mutS:6,-3.844879223,-0.6846513510000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.43318589300000004,0.34818462
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.866343304,0.08637856000000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,0.050190226000000004,0.08585923000000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.08942287,0.9073378999999999
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.29445023,0.03197005
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.38181145800000005,-0.06056201
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.623267509,-0.40597122
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-0.8080218360000001,0.89370193
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-0.900706561,0.37102592
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-0.7382699610000001,0.52947107
n-alkanes_treatment:PA_alkane:1,-2.159845147,-0.584835783
n-alkanes_treatment:PA_alkane:2,-4.112812368,-0.572407263
n-alkanes_treatment:PA_Glycerol:1,-1.305700675,-0.025324333
n-alkanes_treatment:PA_Glycerol:2,1.42912248,-0.08411476300000001
n-alkanes_treatment:PA_Glycerol:3,-0.12342180500000001,0.10943909700000001
Catabolise_Nucleic_Acids:L_asp:1,0.286718128,0.354042783
Catabolise_Nucleic_Acids:L_asp:2,0.44962358100000005,-0.691181467
Catabolise_Nucleic_Acids:DNA_1:1,0.22579887,-0.37008751700000003
Catabolise_Nucleic_Acids:DNA_1:2,0.707810669,0.133835603
Catabolise_Nucleic_Acids:DNA_1:3,-0.9336095390000001,0.236251913
cysB_mutant:PAO1HH_wt:1,0.296255343,-0.09403750500000001
cysB_mutant:PAO1HH_wt:2,-0.296255343,0.09403750500000001
cysB_mutant:cysBHH:1,0.289302818,0.509831255
cysB_mutant:cysBHH:2,0.672563576,0.463801585
cysB_mutant:cysBHH:3,0.364162382,0.568020355
ersA_knockout:delersA:1,1.138998086,-1.34258961
ersA_knockout:delersA:2,1.7606657540000001,-1.28986886
ersA_knockout:wt_BHI:1,-0.75729861,-0.09996246
ersA_knockout:wt_BHI:2,0.75729861,0.09996246
Farnesol_treatment:RNA of 0-1F_L:1,0.106549033,0.062718273
Farnesol_treatment:RNA of 0-1F_L:2,0.34383185400000005,0.019960323000000002
Farnesol_treatment:RNA of 0-1F_L:3,-0.45038088800000003,-0.082678597
Farnesol_treatment:RNA of 6-F_L1:1,0.40015319600000004,-0.47429669700000004
Farnesol_treatment:RNA of 6-F_L1:2,1.815752362,-0.33717454700000005
Farnesol_treatment:RNA of 6-F_L1:3,1.673784034,-0.19754053700000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.26515375,0.482675732
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.28431954800000003,0.868149692
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-1.15634233,-0.9928745080000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,1.340946298,0.010908452
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.7914730010000001,-1.361733878
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-0.573311211,0.492017982
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-1.822314564,-0.145420512
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,1.822314564,0.145420512
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-3.475086719,0.3719404
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-2.738524437,-0.281963307
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-2.095125595,0.30338246900000004
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-2.377440671,0.58123986
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-3.851005603,0.027892673000000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-4.669941488,0.0029108650000000003
Metabolic_fitness_plasmid:PAO1_pBS228:1,-4.111504233,0.36131624
Metabolic_fitness_plasmid:PAO1_pBS228:2,-3.787464567,0.51713966
Metabolic_fitness_plasmid:PAO1_RmS149:1,-4.938997492,0.21461501900000002
Metabolic_fitness_plasmid:PAO1_RmS149:2,-4.738591062,0.183837453
mexZ_knockout:del_mexZ:1,-2.102023734,-0.00383047
mexZ_knockout:del_mexZ:2,-0.637953701,-0.16000138
mexZ_knockout:del_mexZ:3,0.056591776,0.26118899
mexZ_knockout:wt_LB:1,2.350086784,0.28094007
mexZ_knockout:wt_LB:2,-1.098627692,-0.20576994
mexZ_knockout:wt_LB:3,-1.251459093,-0.07517013
Mucin_glycans:ABTGC:1,-0.35294968,0.343318336
Mucin_glycans:ABTGC:2,-3.252565573,0.34956061600000005
Mucin_glycans:ABTGC:3,0.611685198,-0.098438804
Mucin_glycans:ABTGC:4,1.4416777440000001,-0.37539033400000005
Mucin_glycans:ABTGC:5,1.552152311,-0.219049814
Mucin_glycans:MUC5B:1,6.1890519170000005,-0.254662734
Mucin_glycans:MUC5B:2,5.37380619,-0.27067008400000003
Mucin_glycans:Glycans:1,-0.49043394700000004,0.195527936
Mucin_glycans:Glycans:2,-2.19925803,0.21035668600000001
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.7726376420000001,0.024941097000000002
NC_002516.2:Planktonic_total_RNA_Rep:2,0.22456218500000003,-0.030480603000000002
NC_002516.2:Planktonic_total_RNA_Rep:3,0.548075457,0.005539507
NC_002516.2:Biofilm_total_RNA_Rep:1,-3.002293054,0.18263256700000002
NC_002516.2:Biofilm_total_RNA_Rep:2,-2.65259604,0.089372587
Zinc_treatment:PA_Zn:1,-0.36818329,1.327233223
Zinc_treatment:PA_Zn:2,-0.527322476,1.312941093
Zinc_treatment:PA_Zn:3,-0.635340388,1.385156673
Zinc_treatment:PA_Zn_wt:1,0.052450296,0.159051343
Zinc_treatment:PA_Zn_wt:2,-0.052450296,-0.159051342
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.212454423,0.576502465
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.212454423,-0.576502465
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,0.9688344830000001,0.594621845
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,0.895770818,0.9121736450000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,0.7103447180000001,1.074814285
Paeru_PRECISE:CAMHB_wt:1,-9.408055158,-0.32469655000000003
Paeru_PRECISE:CAMHB_wt:2,-9.598900677,-0.19275527
Paeru_PRECISE:CAMHB_wt:3,-10.76285405,0.22609749
Paeru_PRECISE:CAMHB_wt:4,-10.23147031,-0.07405127
Paeru_PRECISE:M9glucAA_Pqt10:1,2.389335621,-1.02938266
Paeru_PRECISE:M9glucAA_Pqt10:2,3.436935761,-1.46801588
Paeru_PRECISE:M9glucAA_Pqt:1,2.903504119,-1.23800207
Paeru_PRECISE:M9glucAA_Pqt:2,2.776209263,-1.62019598
Paeru_PRECISE:M9glucAA_wo_Pqt:1,2.544793527,-0.8381571800000001
Paeru_PRECISE:M9glucAA_wo_Pqt:2,2.302537697,-0.7425611
Paeru_PRECISE:M9glucAA_NaCl:1,-13.89213184,-1.34737874
Paeru_PRECISE:M9glucAA_NaCl:2,-12.58227659,-0.94742948
Paeru_PRECISE:M9glucAA_NaCl:3,-13.75280198,-1.13782548
Paeru_PRECISE:CAMHB_wt:5,-11.23891088,-0.21978653
Paeru_PRECISE:CAMHB_wt:6,-12.33346233,-0.7085470500000001
Paeru_PRECISE:LB_wt:1,-13.83706344,-1.09960379
Paeru_PRECISE:LB_wt:2,-11.6552242,-1.19542706
Paeru_PRECISE:M9glucAA_wt:1,2.816272894,-0.43524379
Paeru_PRECISE:M9glucAA_wt:2,2.213099149,-0.3208931
Paeru_PRECISE:M9glucAA_lowpH:1,1.868913944,-0.76612015
Paeru_PRECISE:M9glucAA_lowpH:2,1.507875811,-1.00383235
Paeru_PRECISE:M9glucAA_DPD:1,0.627781561,-0.6199338600000001
Paeru_PRECISE:M9glucAA_DPD:2,1.170036036,-0.39337727
Paeru_PRECISE:M9sucAA_wt:1,0.592039514,-1.4955266200000001
Paeru_PRECISE:M9sucAA_wt:2,-3.061922045,-2.1674166
Paeru_PRECISE:M9glucAA_NaCl:4,-13.40471069,-1.24338047
Paeru_PRECISE:M9glucAA_NaCl:5,-13.742659979999999,-1.32772503
Paeru_PRECISE:M9sucAA_wt:3,1.5024533999999998,-0.56101563
Paeru_PRECISE:M9sucAA_wt:4,1.9183381110000002,-0.6647157
Paeru_PRECISE:R10LB_wt:1,0.794175492,0.05651656
Paeru_PRECISE:M9glucAA_NaCl:6,-11.59155576,-1.61816636
Paeru_PRECISE:M9glucAA_NaCl:7,-11.43633799,-1.64699741
Paeru_PRECISE:M9fructAA_wt:1,1.438696189,0.11873435
Paeru_PRECISE:M9fructAA_wt:2,2.003889239,-0.00560128
Paeru_PRECISE:M9GlcNAcAA_wt:1,1.19924329,-0.24517708
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.8811362540000001,-0.42304607
Paeru_PRECISE:M9pyruvAA_wt:1,-12.01587155,-0.59216557
Paeru_PRECISE:M9pyruvAA_wt:2,-12.81121497,-0.50822651
Paeru_PRECISE:M9fructAA_wt:3,-4.044235927,0.20661009
Paeru_PRECISE:M9fructAA_wt:4,-1.7235608770000002,0.49524262
Paeru_PRECISE:M9GlcNAcAA_wt:3,-7.109029206,-0.11757606
Paeru_PRECISE:M9GlcNAcAA_wt:4,-3.214074916,-1.1314734
Paeru_PRECISE:M9glycAA_wt:1,-1.08068604,-0.75925868
Paeru_PRECISE:M9glycAA_wt:2,-1.8747041800000002,-0.71674211
Paeru_PRECISE:M9pyruvAA_wt:3,-13.93138086,-1.48420507
Paeru_PRECISE:CAMHB_wt:7,-10.74986079,-0.75836138
Paeru_PRECISE:CAMHB_wt:8,-10.8856139,-0.72642999
Paeru_PRECISE:R10LB_wt:2,0.293727258,-0.11058206
Paeru_PRECISE:R10LB_wt:3,0.183220348,-0.73853748
Paeru_PRECISE:R10LB_wt:4,0.5204531090000001,-0.4067203
Paeru_PRECISE:R10LB_wt:5,-0.57517403,-0.15024234
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-3.175102873,-1.04286385
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-1.135556448,-2.264514043
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-0.071084729,-0.86835509
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,0.10612012900000001,-0.87696061
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-0.798314207,-0.78880673
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-1.815789238,-1.8411353799999999
Paeru_PRECISE:M9sucAA_wt:5,1.798447506,-0.31227392
Paeru_PRECISE:M9sucAA_wt:6,0.900412438,-0.21176125
Paeru_PRECISE:R10LB_wt:6,-2.292971412,0.08684335
Paeru_PRECISE:R10LB_wt:7,-2.014241703,0.50705278
Paeru_PRECISE:LB_wt:3,-0.685966904,0.29024032
Paeru_PRECISE:LB_wt:4,-1.156861238,0.30672962
Paeru_PRECISE:R10LB_NaCl:1,-5.595413755,0.69406641
Paeru_PRECISE:R10LB_NaCl:2,-1.7855945480000002,-0.19650764
Paeru_PRECISE:M9glucAA_wt:3,-3.851068547,-0.26839348
Paeru_PRECISE:M9glucAA_Zn:1,-8.101313136,-12.24389618
Paeru_PRECISE:M9glucAA_Cu:1,-14.94485399,-0.838301
Paeru_PRECISE:M9glucAA_NaOCl:1,-13.98266751,-1.683548
Paeru_PRECISE:M9GlcNAcAA_8:1,-17.38769117,0.22722554
Paeru_PRECISE:M9GlcNAcAA_8:2,-17.29206978,0.02018295
Paeru_PRECISE:M9GlcNAcAA_4:1,-14.2554123,-0.87326245
Paeru_PRECISE:M9GlcNAcAA_4:2,-12.99273775,-1.39934523
Paeru_PRECISE:M9GlcNAcAA_2:1,-15.10736296,1.02735928
Paeru_PRECISE:M9GlcNAcAA_2:2,-15.12012388,-0.49758015
Paeru_PRECISE:M9GlcNAcAA_1:1,-14.25971796,-0.28875774
Paeru_PRECISE:M9GlcNAcAA_1:2,-14.72671504,-0.74940479
Paeru_PRECISE:M9glucAA_NaOCl:2,-13.67010155,-0.76155302
Paeru_PRECISE:M9glucAA_Cu:2,-18.84742331,0.62696314
Paeru_PRECISE:M9glucAA_Fe:1,-1.112699384,0.68684062
Paeru_PRECISE:M9glucAA_Fe:2,-0.144817055,0.63304404
Paeru_PRECISE:M9glucAA_Zn:2,-2.71778261,0.02554272
Paeru_PRECISE:M9glucAA_wt:4,-1.178303496,1.02453037
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,0.098703355,2.6324286470000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,1.025024287,2.595501007
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,0.748276457,2.415498277
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.8045085980000001,-0.09801573
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.019761267000000002,-0.015782884
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.784747331,0.113798613
relA-spoT_double-mutant:plank_WT_1:1,0.338340274,-0.15357430800000002
relA-spoT_double-mutant:plank_WT_1:2,0.7966523910000001,0.12442048
relA-spoT_double-mutant:plank_WT_1:3,-1.134992665,0.029153829000000003
relA-spoT_double-mutant:plank_rel-spot:1,-0.482835948,-0.47949112800000004
relA-spoT_double-mutant:plank_rel-spot:2,-0.448060306,-0.44715113
Rosmarinic_acid:PAO1-100UMRA:1,6.363343368,0.090302613
Rosmarinic_acid:PAO1-100UMRA:2,6.140436219,0.212675103
Rosmarinic_acid:PAO1_DMSO_Control:1,0.195091845,0.009095153
Rosmarinic_acid:PAO1_DMSO_Control:2,0.299444198,-0.108596227
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.49453604300000004,0.09950107300000001
Tf_toxin_expression:PAO1_WT:1,-0.9510514990000001,0.27328567600000003
Tf_toxin_expression:PAO1_WT:2,0.9510514990000001,-0.273285675
Tf_toxin_expression:PAO1_derfA:1,-1.7767365,-0.154131598
Tf_toxin_expression:PAO1_derfA:2,-1.45320153,0.325138986
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,0.48602041300000004,-1.4037077
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,0.100723901,-1.26335071
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,4.810256145,0.41870975
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,2.89567944,-0.62687233
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-0.8931426790000001,0.21041558
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-1.295608003,0.53851814
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.277086889,0.20299277000000002
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.277086889,-0.20299277000000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,0.024004374000000002,-2.36391687
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,0.14825527200000002,-1.15613924
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,0.079569649,1.10860517
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-0.412625978,1.05445071
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.200050886,0.23955052000000002
natural_RNA_aptamers:PA_Water_rep_wt:2,0.200050886,-0.23955052000000002
natural_RNA_aptamers:PA_FMN_rep:1,0.37353231200000003,0.237401779
natural_RNA_aptamers:PA_FMN_rep:2,-0.531527247,0.426098291
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.10577932500000001,-0.453091742
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.460146665,-1.859279173
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.414002762,-1.853550803
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.227924496,0.162431287
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.22720531,0.169733017
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-1.714396952,0.971470177
