,A,PhnF
Dispersed_cells:PyhjH_dispersed:1,-2.7391336155,-0.56901687
Dispersed_cells:PyhjH_dispersed:2,-0.19700888190000002,-0.56901687
Dispersed_cells:PA01_Planktonic:1,-0.9286829562000001,-0.56901687
Dispersed_cells:PA01_Planktonic:2,0.9927993175000001,-0.56901687
Dispersed_cells:PAO1_Biofilm:1,1.6590543246,0.512652104
Dispersed_cells:PAO1_Biofilm:2,-1.4799411822000001,1.376332965
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-0.9858792740000001,0.22941496300000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-0.940482326,-0.10821214300000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-0.7905867445,-0.006912495
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.3199335985,0.254796165
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.17074888570000002,-0.388728444
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.4906824842,0.13393227900000002
Farnesol_treatment:RNA of 0-1F_L:1,-0.2453304832,0.224376225
Farnesol_treatment:RNA of 0-1F_L:2,0.3473511191,-0.3072527
Farnesol_treatment:RNA of 0-1F_L:3,-0.1020206359,0.082876475
Farnesol_treatment:RNA of 6-F_L1:1,0.8980135835,0.9644073280000001
Farnesol_treatment:RNA of 6-F_L1:2,0.08345177890000001,-0.30347665700000004
Farnesol_treatment:RNA of 6-F_L1:3,0.5449637762,1.017605852
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,1.2045278579,-0.7142424770000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-1.2045278579,0.7142424770000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.9062339909,0.784570039
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.2917199414,1.27813606
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.0282752366,0.020817139000000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.6851111178,-1.102069428
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,2.730241413,2.491975865
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.926092436,-0.20085696
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,1.5829283172,1.282109249
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.8413685305,0.485720872
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.3748041541,-0.314696
HapZ_SagS_mutant:delHapZp:1,0.3894338014,0.103024714
HapZ_SagS_mutant:delHapZp:2,-0.5958918973,-1.440156232
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.8714323301,0.727526505
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.49662817600000003,-0.412830505
HapZ_SagS_mutants:delHApZ:1,0.1451172423,-0.600247696
HapZ_SagS_mutants:delHApZ:2,0.5288645624,-0.339123598
HapZ_SagS_mutants:delHApZ:3,0.8785958286000001,-0.9618681010000001
HapZ_SagS_mutants:delSagS:1,0.1900694768,-0.063305256
HapZ_SagS_mutants:delSagS:2,-0.3020998593,0.03040123
HapZ_SagS_mutants:delSagS:3,0.9984846103,0.163630462
HapZ_SagS_mutants:delHapZp:3,-0.036291438,-0.448784069
Lung_infection_transcriptome:PA01_LS1:1,-2.6963848662,0.797186135
Lung_infection_transcriptome:PA01_LS1:2,-2.2908918957,0.77534505
Lung_infection_transcriptome:PA01_CS1:1,-0.4037997237,1.311907973
Lung_infection_transcriptome:PA01_CS1:2,0.4037997237,-1.311907973
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,1.5830864599,-0.7701803620000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-1.5830864599,0.7701803620000001
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.7571227629,-0.7701803620000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,1.3609798147,-0.7701803620000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-0.333650434,0.88830397
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,0.177055599,1.619985347
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.1207728342,1.246564263
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-2.8595561695000002,0.20468771600000002
Metabolic_fitness_plasmid:PAO1_pBS228:1,-3.1542281476,0.31246659800000004
Metabolic_fitness_plasmid:PAO1_pBS228:2,-1.7826452617,-0.7701803620000001
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.5345332070000001,-0.7701803620000001
Metabolic_fitness_plasmid:PAO1_RmS149:2,-2.710950837,0.156544541
Mucin_glycans:ABTGC:1,-0.004118049600000001,0.064943691
Mucin_glycans:ABTGC:2,-0.2943599316,0.212569325
Mucin_glycans:ABTGC:3,0.43103870400000005,-0.009434521000000001
Mucin_glycans:ABTGC:4,0.0892262734,-0.129460033
Mucin_glycans:ABTGC:5,-0.2217869963,-0.138618463
Mucin_glycans:MUC5B:1,0.20878607470000002,-0.586718046
Mucin_glycans:MUC5B:2,-1.0296532221,0.065915702
Mucin_glycans:Glycans:1,-0.3342111565,-0.260486371
Mucin_glycans:Glycans:2,-0.4812632833,-0.23822869400000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,9.7308767975,1.208226822
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,6.655054381,0.6165573590000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,4.281556467,1.141328733
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-9.0929789615,-1.5311973060000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-8.513461304,-0.8581735450000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-8.4757934614,-0.719233745
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,12.2691896499,1.646390817
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-2.6213569644,-0.148252414
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,9.3967436035,1.180705963
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-5.8214599243,-0.9424414240000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-6.6283299613,-0.680148728
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-6.5947864035,-1.056254215
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.1495536248,-0.316323682
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.1495536248,0.316323682
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.415928575,0.027715727000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.4875586079,-0.097719305
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.9431726340000001,0.10629806
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-1.3037919857,0.080836768
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,0.1307826099,-0.7577833060000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,0.8300015550000001,-0.8677684870000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,0.5901304908,-0.45445215200000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-0.4643703523,-0.469755957
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.861158398,-0.168688699
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.5328627410000001,0.23352032
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.0569309863,-0.17670633
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.3852266432,0.11187471
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,2.9993764673000003,0.662712368
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,3.1371679032,0.5418606970000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.7346712583,-0.131397533
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.6584032183,0.270815291
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.0762680401,-0.139417758
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.826343814,-1.371098231
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.3188215452,-0.223838965
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,2.5872732869,-1.137977571
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,4.145043699,-0.8216438070000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.0062948022000000005,0.8103822110000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.3557288621,0.25778621700000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.7957312993000001,0.526768768
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,0.6499687511000001,0.49151247000000003
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,0.8492344306,-0.319598162
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,0.536088934,0.187943306
Rosmarinic_acid:PAO1-100UMRA:1,-0.0416961321,0.435628979
Rosmarinic_acid:PAO1-100UMRA:2,0.39557625150000003,0.6416541440000001
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.1892244447,-0.033465421
Rosmarinic_acid:PAO1_DMSO_Control:2,0.1504654944,-0.084334135
Rosmarinic_acid:PAO1_DMSO_Control:3,0.038758950300000004,0.11779955500000001
Testosterone_treatment:Testosterone_Control:1,-0.5319685234,-0.291317947
Testosterone_treatment:Testosterone_Control:2,0.5319685234,0.291317947
Testosterone_treatment:Testosterone_2.5:1,0.43894913300000005,-0.324071582
Testosterone_treatment:Testosterone_2.5:2,-0.525673383,0.005196864000000001
Tf_toxin_expression:PAO1_WT:1,-0.0452945945,0.03742736
Tf_toxin_expression:PAO1_WT:2,0.0452945945,-0.03742736
Tf_toxin_expression:PAO1_derfA:1,0.2403273762,0.279925115
Tf_toxin_expression:PAO1_derfA:2,0.5955883916,-0.16839889200000002
Zinc_treatment:PA_Zn:1,2.5206240351,-0.440036189
Zinc_treatment:PA_Zn:2,2.2699249818,-0.167150293
Zinc_treatment:PA_Zn:3,3.577791484,0.26007399000000003
Zinc_treatment:PA_Zn_wt:1,0.0120965379,-0.126500452
Zinc_treatment:PA_Zn_wt:2,-0.0120965379,0.126500452
Paeru_PRECISE:CAMHB_wt:1,5.8557745627,-0.17761848400000002
Paeru_PRECISE:CAMHB_wt:2,5.4098356157,-0.133231007
Paeru_PRECISE:CAMHB_wt:3,5.9515615874000005,0.49822175900000004
Paeru_PRECISE:CAMHB_wt:4,5.9119829948,-0.20245932200000002
Paeru_PRECISE:M9glucAA_Pqt10:1,1.5062818943,0.030819214
Paeru_PRECISE:M9glucAA_Pqt10:2,-1.8022535862,0.02467025
Paeru_PRECISE:M9glucAA_Pqt:1,-1.8903834189,0.201419848
Paeru_PRECISE:M9glucAA_Pqt:2,-1.6963662579,-0.026798966
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-2.1551265194,0.041945199
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-2.037883738,-0.049585272
Paeru_PRECISE:M9glucAA_NaCl:1,0.8386336828000001,-0.140060224
Paeru_PRECISE:M9glucAA_NaCl:2,2.7095511478,-0.040932781
Paeru_PRECISE:M9glucAA_NaCl:3,2.8738172139,0.009224494
Paeru_PRECISE:CAMHB_wt:5,4.4909573634,-0.21814482000000002
Paeru_PRECISE:CAMHB_wt:6,3.9058533073,0.23198362800000003
Paeru_PRECISE:LB_wt:1,3.2014718881,-0.9768893150000001
Paeru_PRECISE:LB_wt:2,3.8512903029,-0.05844451
Paeru_PRECISE:M9glucAA_wt:1,-1.5945697041,0.320452049
Paeru_PRECISE:M9glucAA_wt:2,1.5945697041,-0.320452049
Paeru_PRECISE:M9glucAA_lowpH:1,2.0281342307,0.43984440300000005
Paeru_PRECISE:M9glucAA_lowpH:2,1.5281268318999999,0.343928522
Paeru_PRECISE:M9glucAA_DPD:1,-1.7444290298,-0.17757877500000002
Paeru_PRECISE:M9glucAA_DPD:2,-2.4048557871,-0.002922486
Paeru_PRECISE:M9sucAA_wt:1,1.6382885595999999,-0.040279601000000005
Paeru_PRECISE:M9sucAA_wt:2,0.7157436473000001,-0.39831812
Paeru_PRECISE:M9glucAA_NaCl:4,2.5550400134,0.254288716
Paeru_PRECISE:M9glucAA_NaCl:5,2.6186472161000003,0.189468408
Paeru_PRECISE:M9sucAA_wt:3,1.7956833084000001,0.48949981900000006
Paeru_PRECISE:M9sucAA_wt:4,2.2346710886,0.28449545600000004
Paeru_PRECISE:R10LB_wt:1,0.582394121,0.025257116000000003
Paeru_PRECISE:M9glucAA_NaCl:6,2.4416160084,0.286024279
Paeru_PRECISE:M9glucAA_NaCl:7,1.9004909249000002,-0.238372469
Paeru_PRECISE:M9fructAA_wt:1,1.6933325536,0.20938869000000002
Paeru_PRECISE:M9fructAA_wt:2,1.6822162424,0.252668801
Paeru_PRECISE:M9GlcNAcAA_wt:1,1.3869525684,0.574010004
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.6824531540000001,-0.382039295
Paeru_PRECISE:M9pyruvAA_wt:1,1.17462323,-0.121792117
Paeru_PRECISE:M9pyruvAA_wt:2,1.5087601077000001,0.611959877
Paeru_PRECISE:M9fructAA_wt:3,1.6102314561000002,-0.42169520400000005
Paeru_PRECISE:M9fructAA_wt:4,1.1184007516,0.055824213000000004
Paeru_PRECISE:M9GlcNAcAA_wt:3,2.2610049393000002,0.136205047
Paeru_PRECISE:M9GlcNAcAA_wt:4,2.7102338768000003,0.38638694500000004
Paeru_PRECISE:M9glycAA_wt:1,1.9218448424,0.5367438720000001
Paeru_PRECISE:M9glycAA_wt:2,2.4518546519,-0.20381120500000002
Paeru_PRECISE:M9pyruvAA_wt:3,2.6714226193,0.22056442
Paeru_PRECISE:CAMHB_wt:7,5.7137127403,0.338883802
Paeru_PRECISE:CAMHB_wt:8,4.862281689,0.476211949
Paeru_PRECISE:R10LB_wt:2,1.5154440156,0.122439425
Paeru_PRECISE:R10LB_wt:3,1.8529288129,0.289728867
Paeru_PRECISE:R10LB_wt:4,1.5804464212,0.327323682
Paeru_PRECISE:R10LB_wt:5,1.5539971949,0.491059762
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,1.9210207849,0.02179255
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,1.2161619399,-0.383577015
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,1.5663852586,0.615962851
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,1.8010316184000001,0.108255234
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-0.2907043419,-0.5191130890000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,1.6234956875000002,0.48965148500000005
Paeru_PRECISE:M9sucAA_wt:5,2.7953133622,0.7634192
Paeru_PRECISE:M9sucAA_wt:6,1.7622023401,0.7355304180000001
Paeru_PRECISE:R10LB_wt:6,1.3310533192,-0.407297848
Paeru_PRECISE:R10LB_wt:7,0.9682520484,0.5574901950000001
Paeru_PRECISE:LB_wt:3,3.2446348433,1.75091889
Paeru_PRECISE:LB_wt:4,3.505775738,0.40948399100000005
Paeru_PRECISE:R10LB_NaCl:1,2.3064376148,0.265386216
Paeru_PRECISE:R10LB_NaCl:2,1.2056265628,-0.025240237000000002
Paeru_PRECISE:M9glucAA_PAO1_wt:1,0.4960060329,0.543947025
Paeru_PRECISE:M9glucAA_Zn:1,11.8426981791,-0.9768893150000001
Paeru_PRECISE:M9glucAA_Cu:1,-1.3657240423,0.345231296
Paeru_PRECISE:M9glucAA_NaOCl:1,2.3310273659,2.9588092230000003
Paeru_PRECISE:M9GlcNAcAA_8:1,1.0562476635,2.00887617
Paeru_PRECISE:M9GlcNAcAA_8:2,1.8743791529,1.850342065
Paeru_PRECISE:M9GlcNAcAA_4:1,1.7554659998000002,1.58068484
Paeru_PRECISE:M9GlcNAcAA_4:2,2.2498918413,0.19993675300000002
Paeru_PRECISE:M9GlcNAcAA_2:1,3.2451597847,0.308593235
Paeru_PRECISE:M9GlcNAcAA_2:2,2.8645907985,1.708830843
Paeru_PRECISE:M9GlcNAcAA_1:1,1.0516842012,-0.9768893150000001
Paeru_PRECISE:M9GlcNAcAA_1:2,-0.2451030308,1.239177306
Paeru_PRECISE:M9glucAA_NaOCl:2,2.4841676804,1.929980424
Paeru_PRECISE:M9glucAA_Cu:2,-1.0230525578,2.653540053
Paeru_PRECISE:M9glucAA_Fe:1,1.8939365326000002,0.9218443350000001
Paeru_PRECISE:M9glucAA_Fe:2,1.3275861494,-0.9768893150000001
Paeru_PRECISE:M9glucAA_Zn:2,2.645619757,-0.9768893150000001
Paeru_PRECISE:M9glucAA_PAO1_wt:2,0.1392953753,0.553450204
Paeru_PRECISE:CAMHB_Mec:1,5.8626689206,0.515194904
Paeru_PRECISE:CAMHB_Mec:2,6.5982833335,-0.011669945000000001
Paeru_PRECISE:CAMHB_Azt:1,7.2116421656,1.270501668
Paeru_PRECISE:CAMHB_Azt:2,7.8114980834,1.264290704
Paeru_PRECISE:CAMHB_Pip:1,5.647352988,0.175279666
Paeru_PRECISE:CAMHB_Pip:2,6.6344604734,-0.608884233
Paeru_PRECISE:CAMHB_Ceft:1,4.086437791,0.252298432
Paeru_PRECISE:CAMHB_Ceft:2,6.3141994613,-0.9768893150000001
Paeru_PRECISE:CAMHB_Ceft:3,3.9299842414,0.23892932300000003
Paeru_PRECISE:CAMHB_Ceft:4,6.0645760751,0.3859723
Paeru_PRECISE:M9glucAA_Ceft:1,-0.8491177236,-0.9768893150000001
Paeru_PRECISE:M9glucAA_Ceft:2,-0.4568867878,-0.729597485
Paeru_PRECISE:M9glucAA_Gent:1,1.4369962419,0.116396707
Paeru_PRECISE:M9glucAA_Gent:2,-0.453882084,0.067826341
Paeru_PRECISE:M9glucAA_Pip:1,0.1246806195,0.39394814
Paeru_PRECISE:M9glucAA_Pip:2,-0.3244562391,-0.208100753
Paeru_PRECISE:M9glucAA_Azt:1,2.2116608952,1.284770607
Paeru_PRECISE:M9glucAA_Azt:2,2.6003202826000003,1.4396863340000001
Paeru_PRECISE:CAMHB_Mero:1,4.6496943429,0.16580525000000002
Paeru_PRECISE:CAMHB_Mero:2,5.7058639269,0.207655804
Paeru_PRECISE:CAMHB_Tet:1,8.3155397448,1.5061290390000002
Paeru_PRECISE:CAMHB_Tet:2,9.7274645203,1.432889005
Paeru_PRECISE:R10LB_Gent:1,1.4205135998,-0.259786144
Paeru_PRECISE:R10LB_Ceft:1,-1.4790852018,-0.45638718
Paeru_PRECISE:R10LB_Ceft:2,-1.014648133,-0.020237456
Paeru_PRECISE:CAMHB_Biofilm:1,7.2830617598,0.824836415
Paeru_PRECISE:CAMHB_Biofilm:2,7.138240017,0.43558458200000005
Paeru_PRECISE:M9glucAA_Biofilm:1,0.7878326264000001,0.874267334
Paeru_PRECISE:M9glucAA_Biofilm:2,1.4561158584,0.17382709300000002
Paeru_PRECISE:R10LB_Gent:2,1.4559202735,-0.04598349
Paeru_PRECISE:R10LB_Pip:1,-0.6849707858,-0.581464659
Paeru_PRECISE:R10LB_Pip:2,1.0918830715,0.134945487
Paeru_PRECISE:R10LB_Mec:1,2.6013686211,0.37321366100000003
Paeru_PRECISE:R10LB_Mec:2,2.112319946,0.004559093
Paeru_PRECISE:CAMHB_Azt:3,2.2566612825,0.822817204
Paeru_PRECISE:CAMHB_Azt:4,1.0085618829,-0.30254584500000004
Paeru_PRECISE:CAMHB_Biofilm:3,9.9714086635,0.616466103
Paeru_PRECISE:CAMHB_Biofilm:4,6.7463462779,0.15279192
Paeru_PRECISE:M9glucAA_Biofilm:3,1.9755236293,-0.46966864900000005
Paeru_PRECISE:M9glucAA_Biofilm:4,1.7830295157,-0.040489291000000004
Paeru_PRECISE:R10LB_Mero:1,1.8853751415,0.017098237000000002
Paeru_PRECISE:R10LB_Mero:2,1.0502660466,0.298645751
Paeru_PRECISE:LB_Cam:1,9.8521967201,3.207612798
Paeru_PRECISE:LB_Cam:2,8.4612544357,3.352973388
Paeru_PRECISE:CAMHB_Ceft:5,3.4701005553,0.069674819
Paeru_PRECISE:CAMHB_Cip:1,4.874954261,0.34730572800000004
Paeru_PRECISE:CAMHB_Cip:2,5.5677622051,0.574499062
ampC_mutation:PA_Cef_taz_wt:1,-1.1863847953,0.317287576
ampC_mutation:PA_mutS_Cef_taz:1,0.973131446,-0.002685657
ampC_mutation:PA_mutS:1,-0.0269107099,-0.733442095
ampC_mutation:PA_mutS:2,4.4230563627,-0.592788752
ampC_mutation:PA_mutS:3,-0.5898746439,-0.829653089
ampC_mutation:PA_Cef_taz_wt:2,1.1863847953,-0.317287576
ampC_mutation:PA_mutS_Cef_taz:2,-2.0756291016,-1.185324689
ampC_mutation:PA_mutS:4,-0.6228945437,-0.620078458
ampC_mutation:PA_mutS:5,2.8712902293,0.097668216
ampC_mutation:PA_mutS:6,0.0399797843,-0.7322790640000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-7.041702586,-0.834716187
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-7.3932719501,-0.052932274
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,10.8666123238,2.757243941
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,2.6974150089,0.021681628
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-6.3187707869,0.772451157
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-5.7501760964,0.8512850580000001
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.2402816757,-0.002411545
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.2402816757,0.002411545
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-3.2866566929,-0.834716187
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-3.1706466149,-0.834716187
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-2.1137014667,1.038117435
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-0.9320647407,0.8937875260000001
cysB_mutant:PAO1HH_wt:1,-0.642947943,-0.842612808
cysB_mutant:PAO1HH_wt:2,0.642947943,0.842612808
cysB_mutant:cysBHH:1,0.9294212578000001,-0.842612808
cysB_mutant:cysBHH:2,0.0739244099,0.33190168400000003
cysB_mutant:cysBHH:3,-0.6353482854,0.749868787
ersA_knockout:delersA:1,-0.42292742310000003,-0.474999616
ersA_knockout:delersA:2,-1.4387059209,-1.419131411
ersA_knockout:wt_BHI:1,0.2940200072,0.174601517
ersA_knockout:wt_BHI:2,-0.2940200072,-0.174601517
gcsR_mutant:PAO1_rep_wt:1,0.1827317468,-0.06365652200000001
gcsR_mutant:PAO1_rep_wt:2,-0.1827317468,0.06365652200000001
gcsR_mutant:GcsR_rep:1,0.7631746327000001,0.30968597200000003
gcsR_mutant:GcsR_rep:2,-0.0448211013,0.028357966000000002
mexZ_knockout:del_mexZ:1,-2.6735327250000003,-1.256768689
mexZ_knockout:del_mexZ:2,-0.1027691465,0.22153223600000002
mexZ_knockout:del_mexZ:3,-0.36018979760000003,0.366276834
mexZ_knockout:wt_LB:1,4.4037262246,1.744219158
mexZ_knockout:wt_LB:2,-1.5714991500000002,-0.5111483010000001
