,A,rtcR
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,6.2245589582,-0.43903221870000003
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,7.15062661,0.4387588228
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,5.5728579734,0.5305325943
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,6.8197823389,-0.1896447647
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,6.7712633404,-0.223841489
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,5.6415666499,-0.18970765250000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,7.0167272411,-0.6215493101
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,0.8910456786000001,0.6811383713
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-0.21884639490000002,0.168851678
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,4.2665505741,0.4866322417
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,2.9444943436,0.2599778363
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,4.3040259082,-0.1224102076
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,4.2106174894,-0.1295156354
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,3.836423932,0.4119963258
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,5.0796945051,-0.621912641
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,6.5974407352,-0.29217108540000003
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,6.3759943852,-0.1552544176
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,7.8093386394,-0.7762342228
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,7.1440372338,-0.5535410708
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,7.4441811545,-0.5128351496
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,0.5087973382000001,-0.031407767
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,0.45535980610000004,-0.2554916316
OPG:del_opgGH:1.0,-0.5178291551,0.3842939219
OPG:del_opgGH:2.0,-0.7121516856,-0.0495626499
OPG:del_opgGH:3.0,-0.7356776718,-0.2837250625
OPG:del_opgGH_pBK16:1.0,0.0523390071,-0.0715183754
OPG:del_opgGH_pBK16:2.0,0.18341177490000002,-0.13223386040000001
OPG:del_opgGH_pBK16:3.0,0.269778142,-0.032773036900000004
OPG:WT:1.0,0.0796293336,-0.0520840704
OPG:WT:2.0,0.1851748973,0.2005507229
OPG:WT:3.0,-0.2648042309,-0.14846665250000002
PinT:pinT+_1h:1.0,0.3876078982,-0.164158356
PinT:pinT+_1h:2.0,-0.3876078982,0.164158356
cold_shock_protein:WT_RNAseq:1.0,0.046554757200000005,-0.08357405820000001
cold_shock_protein:WT_RNAseq:2.0,-0.2263102783,0.2376320067
cold_shock_protein:WT_RNAseq:3.0,0.1797555211,-0.1540579485
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-0.2960670138,-0.1401443682
cold_shock_protein:DeltaCspCE_RNAseq:2.0,0.0210312466,-0.1182076752
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-0.2187286067,-0.0791000991
dephostatin:LB_DMSO:1.0,0.7648322515,-0.28140195500000004
dephostatin:LB_DMSO:2.0,-0.755454967,0.429651257
dephostatin:LB_DMSO:3.0,-0.0093772844,-0.148249302
dephostatin:LB_Dephostatin:1.0,0.379085869,-0.3520011135
dephostatin:LB_Dephostatin:2.0,1.6053835307000002,0.2216592853
dephostatin:LB_Dephostatin:3.0,-0.2521318495,-0.1312757245
dephostatin:LPM_DMSO:1.0,-1.4297151872,-0.6108386882
dephostatin:LPM_DMSO:2.0,-1.1877945895,-0.6254514001
dephostatin:LPM_Dephostatin:1.0,-0.9420584572,-0.255305857
dephostatin:LPM_Dephostatin:2.0,-2.8658360251,-0.6903642559000001
dephostatin:LPM_Dephostatin:3.0,-0.24653244330000001,-0.5234684393
efflux_inhibition:Chlorpromazine:1.0,0.47729504050000005,0.1147742729
efflux_inhibition:Chlorpromazine:2.0,0.47434659230000004,0.9985397924
efflux_inhibition:Chlorpromazine:3.0,0.3385012203,0.8066953238
efflux_inhibition:PABN:1.0,0.2762947102,-0.0437282019
efflux_inhibition:PABN:2.0,-0.2625410382,-0.17744383930000002
efflux_inhibition:no_treatment:1.0,1.0115504887,-0.07927737
efflux_inhibition:no_treatment:2.0,-0.2247542612,0.3898065136
efflux_inhibition:no_treatment:3.0,-0.7867962275,-0.3105291436
efflux_inhibition:Chlorpromazine:4.0,0.0305143756,0.7506689320000001
efflux_inhibition:PABN:3.0,-0.8643376968,-0.9529304702
fis_regulatory_network:GX_EE:1.0,-0.48441798620000004,0.39558685990000003
fis_regulatory_network:GX_EE:2.0,-0.5737960688,-0.2969740215
fis_regulatory_network:GX_TS:1.0,-0.8973841293,-0.6942061196
fis_regulatory_network:GX_TS:2.0,-1.0608524742,-0.8403943822000001
fis_regulatory_network:WT_EE:1.0,0.1522876609,0.14998691390000002
fis_regulatory_network:WT_EE:2.0,-0.1522876609,-0.14998691390000002
fis_regulatory_network:WT_TS:1.0,-1.2916730433999999,-1.015602883
fis_regulatory_network:WT_TS:2.0,-1.3637199806,-1.4255467445
fis_regulatory_network:OX_EE:1.0,-0.6800202173000001,0.3346516956
fis_regulatory_network:OX_EE:2.0,-1.047960674,0.46283557070000003
fis_regulatory_network:OX_TS:1.0,-1.56234188,0.2902092361
fis_regulatory_network:OX_TS:2.0,-2.8469853,0.1174586222
persisters:rep:1.0,-0.6177358783,-0.0734943674
persisters:rep:2.0,0.6177358783,0.0734943674
proQ_pulse_expression:empty_vector:1.0,0.6110682664,0.0223512584
proQ_pulse_expression:empty_vector:2.0,-0.6110682664,-0.0223512584
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.5870949343,-0.26704824790000004
proQ_pulse_expression:long_STnc540_overexpression:2.0,1.1643104804,-0.3967143199
proQ_pulse_expression:short_STnc540_overexpression:1.0,-1.2432309923,-0.2399055262
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.6143393958000001,-0.26472942790000004
proQ_virulence:dhfq_dproQ_LB:1.0,0.2565620963,-0.4389623648
proQ_virulence:dhfq_dproQ_LB:2.0,-0.08565427140000001,-0.10208400740000001
proQ_virulence:dhfq_dproQ_LB:3.0,-1.4872706018000001,-0.6447421912
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-0.5748258994000001,0.1619020574
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-0.7210871659,-0.018983155800000002
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-0.7805886035,-0.1302021159
proQ_virulence:dhfq_LB:1.0,-0.2321134729,-0.4312163076
proQ_virulence:dhfq_LB:2.0,-0.0970690185,-0.14362953180000002
proQ_virulence:dhfq_LB:3.0,-0.6306997374000001,-0.7556827989
proQ_virulence:dhfq_SPI-2:1.0,-1.1282337087,-0.0529156044
proQ_virulence:dhfq_SPI-2:2.0,-1.3949407901,0.16464894830000001
proQ_virulence:dhfq_SPI-2:3.0,-1.1297290471,0.0361201101
proQ_virulence:dproQ_LB:1.0,0.1879859385,0.0909606801
proQ_virulence:dproQ_LB:2.0,0.3131318292,0.7218125967
proQ_virulence:dproQ_LB:3.0,-0.4451363266,-0.3992449784
proQ_virulence:dproQ_SPI-2:1.0,-1.0508448762,0.2527718879
proQ_virulence:dproQ_SPI-2:2.0,-1.1770351312,0.4397334366
proQ_virulence:dproQ_SPI-2:3.0,-1.185900114,0.2761576015
proQ_virulence:WT_LB:1.0,-0.26250532930000003,0.0211528648
proQ_virulence:WT_LB:2.0,-0.2172309802,-0.0707341637
proQ_virulence:WT_LB:3.0,0.4797363096,0.0495812989
proQ_virulence:WT_SPI-2:1.0,-0.8136653558,0.20659908070000002
proQ_virulence:WT_SPI-2:2.0,-1.2611060633,0.06669791400000001
proQ_virulence:WT_SPI-2:3.0,-0.9075518088000001,0.0952187423
rcsB:del_rcsB_S207C:1.0,0.3246402038,0.044896054000000005
rcsB:del_rcsB_WT:1.0,0.10419107130000001,0.0633671358
rcsB:del_rcsB:1.0,0.1145046084,-0.042453245800000004
rcsB:del_rcsB_H12A:1.0,0.4668793116,-0.052813511800000004
rcsB:del_rcsB_D56A:1.0,0.6018520214,-0.2154002633
rcsB:del_rcsB_M88A:1.0,0.7649024823,-0.1694053788
rcsB:del_rcsB_H77A:1.0,-0.1802798143,-0.0133045826
rcsB:del_rcsB_L108A:1.0,-0.5005234477,-0.11789426530000001
rcsB:del_rcsB_S207C:2.0,0.7244492426,-0.0935983282
rcsB:del_rcsB_WT:2.0,-0.1918440924,-0.0625666254
rcsB:del_rcsB:2.0,0.6320373005000001,-0.39543302610000003
rcsB:del_rcsB_H12A:2.0,0.5490576741000001,-0.2762257121
rcsB:del_rcsB_D56A:2.0,0.31281349940000003,0.08088661600000001
rcsB:del_rcsB_H77A:2.0,0.24006803880000002,0.07111158890000001
rcsB:del_rcsB_L108A:2.0,0.017168921,-0.0435328278
rcsB:del_rcsB_WT:3.0,0.0876530211,-0.0008005104000000001
rcsB:del_rcsB_H12A:3.0,-0.1287933219,-0.13193525350000002
rcsB:del_rcsB_D56A:3.0,0.47675597550000004,-0.0948791986
rcsB:del_rcsB_M88A:2.0,-0.297924895,0.017101336800000002
rcsB:del_rcsB_H77A:3.0,0.6681783735,-0.48963490460000003
rcsB:del_rcsB_L108A:3.0,0.1701825645,0.2599446964
ribodepletion:RiboZero:1.0,0.0260397134,-0.0631561749
ribodepletion:RiboZero:2.0,-0.0260397134,0.0631561749
single_carbon_source:mucic:1.0,-0.0404945215,0.0491874568
single_carbon_source:mucic:2.0,0.0404945215,-0.0491874568
single_carbon_source:tartarate:1.0,1.062423681,-0.0216516869
single_carbon_source:tartarate:2.0,-0.7539209377,0.1064746835
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.092932254,-0.0900032534
ssrA_ssrB_TCS:ssrB_minus:2.0,0.3640214733,-0.1407692603
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.2710892193,0.2307725138
ssrA_ssrB_TCS:ssrB_plus:1.0,-0.3746457372,-0.2598060709
ssrA_ssrB_TCS:ssrB_plus:2.0,-0.27469184890000004,-0.3877045092
ssrA_ssrB_TCS:ssrB_plus:3.0,-0.46428830870000004,-0.30898691300000003
yedF:WT:1.0,-0.9112347849,-0.27949174600000004
yedF:WT:2.0,0.9112347849,0.27949174600000004
yedF:del_yedF:1.0,-3.9377219059,0.5182446525000001
yedF:del_yedF:2.0,-3.3868803847,0.9133575041
yedF:del_yedF:3.0,-1.610513262,0.45859287130000004
14028S_paratyphiA:37C_stationary:1.0,-2.2295152541,-0.25479871
14028S_paratyphiA:42C_log:1.0,-0.6052642167,-0.0927623868
14028S_paratyphiA:37C_log:1.0,0.5613729350000001,-0.0079338551
14028S_paratyphiA:42C_log:2.0,-1.3285266991,0.0179349876
14028S_paratyphiA:37C_stationary:2.0,-0.7237197027000001,-0.2390740228
14028S_paratyphiA:37C_log:2.0,-0.5613729350000001,0.0079338551
7TF:hilC:1.0,0.4337514558,-0.7749763476
7TF:del_hilD:1.0,-0.0442479146,0.1215895215
7TF:WT:1.0,0.025290802,-0.035848453700000005
7TF:hilD:1.0,0.3137371789,-0.40617933900000003
7TF:WT:2.0,-0.16312524350000002,0.03904675
7TF:del_sprB:1.0,0.0601959127,-0.1504679553
7TF:del_rtsB:1.0,0.044432953000000004,0.6021010721
7TF:rtsA:1.0,0.7812239357,-0.4847166767
7TF:del_invF:1.0,-0.35873622600000005,0.2532133026
7TF:sprB:1.0,0.6292070903,-0.6626740422
7TF:hilD:2.0,-0.0705053026,-0.44874259980000003
7TF:del_invF:2.0,-0.2743748205,0.17372480680000002
7TF:del_rtsB:2.0,-0.0037666911,0.3366808329
7TF:hilC:2.0,-0.19079552930000002,-0.6565497487
7TF:WT:3.0,0.0326557471,-0.0469838802
7TF:del_hilD:2.0,0.7222967043,0.3509206608
7TF:rtsA:2.0,-1.0481813875,-0.3916776614
7TF:invF:1.0,-0.36438619910000003,0.1656404606
7TF:invF:2.0,0.0186596661,-0.7458879810000001
7TF:sprB:2.0,1.0055854397,-0.5825063053
7TF:del_sprB:2.0,0.1917694426,-0.1274526051
7TF:WT:4.0,0.10517869440000001,0.0437855839
MMC:del_rtcB_No treatment:1.0,-2.5089669377,-0.3825598866
MMC:WT_No_treatment:1.0,0.12655539940000002,-0.12620786950000001
MMC:WT_No_treatment:2.0,0.5665510747,0.1526665441
MMC:del_rtcR_No_treatment:1.0,-3.5155434202,-5.3315938821
MMC:del_rtcR_3mM_MMC:1.0,1.1035295409,-5.4227835251
MMC:WT_No_treatment:3.0,-0.6931064741,-0.026458674600000003
MMC:del_rtcB_3mM_MMC:1.0,11.7760223755,-0.9981523040000001
MMC:del_rtcB_3mM_MMC:2.0,10.5254831436,-0.9212831035000001
MMC:del_rtcR_3mM_MMC:2.0,1.9934096535,-5.1942724407
MMC:del_rtcR_3mM_MMC:3.0,-3.4885968528,-5.2555342573
MMC:del_rsr_No_treatment:1.0,-2.8878935518,-0.0630602242
MMC:del_rtcB_3mM_MMC:3.0,10.8587874192,-0.9462079916
MMC:del_rtcR_No_treatment:2.0,-3.4232072338,-5.4095550403
MMC:del_rsr_3mM_MMC:1.0,14.2166807538,-0.6749697377
MMC:del_rtcB_No treatment:2.0,-1.6326848034,-0.4643860262
MMC:WT_3mM_MMC:1.0,14.4463989396,-1.0473200952
MMC:del_rsr_3mM_MMC:2.0,14.2556044472,-0.4647458821
MMC:WT_3mM_MMC:2.0,12.8905639682,-1.0036778276
MMC:del_rsr_No_treatment:2.0,1.9447837067,0.1535442314
MMC:del_rtcB_No treatment:3.0,-2.3729589073,-0.36907732600000004
MMC:del_rsr_No_treatment:3.0,-0.0135636357,-0.3370535126
Nontyphoidal_comparisons:rep:1.0,0.22214379050000002,-0.3448144823
Nontyphoidal_comparisons:rep:2.0,-0.0042564374,0.4399822413
Nontyphoidal_comparisons:rep:3.0,-0.21788735310000001,-0.095167759
araC:delta_araC_LB:1.0,-0.1971022992,0.23175966790000002
araC:WT_LB:1.0,0.19864742,0.5130014351000001
araC:WT_LB:2.0,-0.19864742,-0.5130014351000001
araC:delta_araC_LB:2.0,-0.2048306476,0.3102239864
csgD:WT_planktonic_TP1:1.0,-5.178912917e-17,0.0
csgD:del_csgD_planktonic_TP2:1.0,0.4375313269,-0.7376883519
csgD:WT_aggregate_TP2:1.0,0.4057140842,-1.1350431329
csgD:del_csgD_planktonic_TP1:1.0,0.5172261668,0.3471955957
csgD:WT_planktonic_TP3:1.0,-0.1375845251,-2.2025816799
csgD:del_csgD_planktonic_TP3:1.0,-0.420344284,-1.9955866544
csgD:WT_planktonic_TP2:1.0,0.5040651299,-0.4750878083
csgD:WT_aggregate_TP3:1.0,0.0941747487,-2.1710011109
csgD:PcsgD_planktonic_lux_TP1:1.0,0.8099941274,0.1197548175
csgD:PcsgD_planktonic_lux_TP4:1.0,-0.8600634183,-2.7601457862
csgD:PcsgD_aggregate_lux_TP3:1.0,-1.1016707709,-2.8236087009
csgD:PcsgD_planktonic_lux_TP2:1.0,1.8355238396,-0.2710927636
csgD:PcsgD_planktonic_lux_TP3:1.0,0.4921407419,-2.5127880691
csgD:del_csgD_planktonic_TP4:1.0,0.645195327,-3.510734715
csgD:WT_aggregate_TP4:1.0,1.192929402,-3.6437990587
csgD:PcsgD_aggregate_lux_TP4:1.0,0.9564218909000001,-3.5340400412
csgD:PcsgD_aggregate_lux_TP2:1.0,0.9570175919,-1.1160843609
csrA:10min_LB_csrA:1.0,2.2588433723,-3.0517939669
csrA:10min_LB_WT:1.0,0.1597218279,-2.9849647899000002
csrA:2.5min_LB_csrA:1.0,1.4489316133,-2.0415726188
csrA:5min_mLPM_WT:1.0,-2.3369071968,-2.0068490048
csrA:15min_mLPM_csrA:1.0,2.6256977209,-1.080122752
csrA:5min_LB_WT:1.0,-1.151833261,-3.8918557846
csrA:2.5min_LB_WT:1.0,-1.2505138359,-2.299326704
csrA:0min_LB_WT:1.0,-0.4207206506,-0.034458579
csrA:15min_LB_WT:1.0,0.5520145234,-3.3385677519
csrA:0min_mLPM_WT:1.0,-2.294074981,-0.1625724365
csrA:15min_LB_csrA:1.0,4.9157586663,-2.6563804239
csrA:15min_mLPM_WT:1.0,-0.46844752570000003,-0.6764140653
csrA:15min_LB_csrA:2.0,2.2082784796,-3.0845921442
csrA:0min_mLPM_WT:2.0,-2.4987746129,-0.025763472500000002
csrA:0min_LB_csrA:1.0,0.7554920213,-0.1466547893
csrA:15min_LB_WT:2.0,1.3740630983,-3.2981066629
csrA:15min_mLPM_WT:2.0,-1.143403251,-0.6834034640000001
csrA:5min_LB_WT:2.0,-1.017895223,-3.6813811742
csrA:5min_mLPM_WT:2.0,-3.1342468062,-1.9370152163
csrA:2.5min_LB_WT:2.0,-1.2540221901,-2.2657714973
csrA:5min_mLPM_csrA:1.0,0.0160431516,-2.131330582
csrA:0min_LB_csrA:2.0,0.6102194296,-0.0364727687
csrA:15min_mLPM_csrA:2.0,2.307176893,-1.2177558835
csrA:5min_mLPM_csrA:2.0,0.149668251,-2.0761482462
csrA:10min_LB_WT:2.0,0.3089003749,-3.7994658012
csrA:0min_LB_WT:2.0,0.4207206506,0.034458579
csrA:5min_LB_csrA:1.0,1.1964800420000001,-3.4147255184
csrA:10min_mLPM_csrA:1.0,0.6559654947,-1.7260355354999999
csrA:10min_mLPM_csrA:2.0,0.1600379609,-1.1679959635000001
csrA:5min_LB_csrA:2.0,1.5315821453,-3.0905317345
csrA:2.5min_LB_csrA:2.0,0.8324782341,-2.0185538876
csrA:10min_LB_csrA:2.0,3.5224354764,-2.9436902924
flagellum:ΔSTM14_1829 :1.0,0.483434474,1.3746288744
flagellum:ΔSTM14_1829 :2.0,0.48133073870000004,1.0875122839
flagellum:WT:1.0,0.00972389,-0.3230433484
flagellum:WT:2.0,0.5422769083,0.2783683572
flagellum:ΔSTM14_1829 :3.0,0.8049683684000001,1.0219899271
flagellum:WT:3.0,-0.5520007983,0.0446749912
fliA:del_rpoF:1.0,-0.8878031507,-0.2910298287
fliA:WT:1.0,-0.1828514279,0.07522956160000001
fliA:del_rpoF:2.0,-0.8746086314,-0.3366182768
fliA:WT:2.0,0.1828514279,-0.07522956160000001
mgtC:empty_pUH21:1.0,-0.3040883287,0.0117915567
mgtC:pUH_mgtC:1.0,0.3223442718,0.39164252780000003
mgtC:empty_pUH21:2.0,0.3040883287,-0.0117915567
mgtC:pUH_mgtC:2.0,1.1289457876,0.44015821730000004
mgtCBR:empty_pBAD18:1.0,-0.09320809990000001,0.1312705676
mgtCBR:mgtC_pBAD113:1.0,-0.2527577561,0.1906213702
mgtCBR:empty_pBAD18:2.0,0.09320809990000001,-0.1312705676
mgtCBR:mgtC_pBAD113:2.0,-0.2554651287,0.4175542614
novobiocin:100_Novobiocin_60min:1.0,9.9575349434,-0.43229882620000004
novobiocin:500_Novobiocin_60min:1.0,12.6868214361,0.5948439792
novobiocin:0_Novobiocin_60min:1.0,0.952655346,-0.6273720435
novobiocin:0_Novobiocin_0min:1.0,-0.2773405055,-0.0415859164
novobiocin:100_Novobiocin_60min:2.0,10.0468673174,-0.5228999673
novobiocin:0_Novobiocin_10min:1.0,-0.4717293188,-0.3586557047
novobiocin:500_Novobiocin_20min:1.0,10.6649149478,0.41617887740000004
novobiocin:0_Novobiocin_20min:1.0,0.41001853920000003,-0.257330177
novobiocin:0_Novobiocin_60min:2.0,0.9103132703000001,-0.6575538508000001
novobiocin:0_Novobiocin_10min:2.0,-0.0758937091,-0.021375406700000002
novobiocin:500_Novobiocin_60min:2.0,13.2282071804,0.2585761353
