,A,phoP
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.011074947100000001,-0.011519699100000001
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.30978759580000004,0.059892601600000005
eccE1:delta_eccE1_empty_vector:1,-0.7567982439000001,-0.1006196536
eccE1:delta_eccE1_empty_vector:2,-0.7923105216,-0.0471627753
eccE1:delta_eccE1_myc_p1_HA_comp:1,-1.4452497438,0.049713152600000005
eccE1:delta_eccE1_myc_p1_HA_comp:2,-1.3177211991,0.10279788520000001
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.7390180118,-0.0461912892
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-0.4646182675,0.0303151514
emb:0_days_2.45:1,0.5138897554,0.0367172948
emb:0_days_2.45:2,0.2604888586,-0.1155625275
emb:0_days_2.45:3,0.9424506828,0.1754886763
emb:0_days_2.45:4,0.3897298239,-0.1357601956
emb:0_days_control:1,-0.206065772,0.0033608132000000003
emb:0_days_control:2,0.1058183617,-0.058560023
emb:0_days_control:3,0.1160943822,-0.0488045047
emb:0_days_control:4,-0.0158469719,0.1040037144
emb:1_days_2.45:1,-7.7232962726,-0.5159960275000001
emb:1_days_2.45:2,-7.614205933,-0.4544312492
emb:1_days_2.45:3,-7.6589755822,-0.3302581143
emb:1_days_2.45:4,-7.9531951087,-0.341993107
emb:1_days_control:1,-7.8646074226,-0.39968758200000004
emb:1_days_control:2,-8.2045338226,-0.5480072249
emb:1_days_control:3,-8.4242540003,-0.48406825330000003
emb:1_days_control:4,-7.760061236,-0.3529299637
espL:ko:1,-0.0680544559,-0.0104088885
espL:ko:2,-0.114835667,0.0415173127
espL:wt:1,-0.2931849794,0.0169914097
espL:wt:2,0.2931849794,-0.0169914097
esx_1:ko:1,-0.6201713011000001,0.1018427616
esx_1:ko:2,-0.5801954393000001,-0.1486772265
esx_1:wt:1,0.085475437,0.1761292454
esx_1:wt:2,0.2959764977,-0.11597677760000001
esx_1:wt:3,-0.3814519348,-0.060152467800000005
genotoxic:control:1,0.4544953814,0.0488326152
genotoxic:control:2,-0.4544953814,-0.0488326152
genotoxic:growth_supplement:1,-0.1794449938,-0.2906329641
genotoxic:growth_supplement:2,0.5107636796,-0.1037865807
growth:tss_expnt:1,-5.3068449721,-0.4748587965
growth:tss_expnt:2,-5.289238716,-0.3572982568
growth:tss_expnt:3,-5.5836598969,-0.675523292
growth:tss_starved:1,-1.7841930435000002,-0.5909411516
growth:tss_starved:2,-2.2704202771,-0.4526676012
growth:tss_starved:3,-1.1351049583,-0.5418905902
growth:wt_expn:1,0.023994868000000003,-0.0814889513
growth:wt_expn:2,0.1315517899,0.0609547771
growth:wt_expn:3,-0.155546658,0.0205341742
hs2:treated:1,0.0633297106,0.0950163005
hs2:treated:2,-0.24628926510000002,0.1570164876
hs2:treated:3,-0.9171274239,0.027741976600000003
hs2:untreated:1,1.1094405719,0.113364452
hs2:untreated:2,-0.20909042590000002,-0.0806139782
hs2:untreated:3,-0.9003501460000001,-0.0327504738
hypoxia:000h_.81_DO:1,0.2726125197,-0.043916405000000006
hypoxia:000h_.81_DO:2,0.7118226390000001,-0.1211204308
hypoxia:000h_.81_DO:3,-0.9844351587000001,0.1650368358
hypoxia:017h_.57_DO:1,-4.0282162285,0.1940730735
hypoxia:017h_.57_DO:2,-5.2897015448,0.080597033
hypoxia:017h_.57_DO:3,-3.2825394162,0.1099239276
hypoxia:023h_.42_DO:1,-1.146705253,0.2291944907
hypoxia:023h_.42_DO:2,-0.9374081488,0.1945130246
hypoxia:040h_.11_DO:1,0.2808980584,0.2506927483
hypoxia:040h_.11_DO:2,-0.0501845465,0.329274658
hypoxia:041h_.09_DO:1,-0.5736001378000001,0.27593306300000003
hypoxia:041h_.09_DO:2,-0.8188617701,0.1743095033
hypoxia:041h_.09_DO:3,-0.028580681700000003,0.0197107381
hypoxia:042h_.07_DO:1,-1.6027059103,0.08741085030000001
hypoxia:042h_.07_DO:2,-0.902099104,0.0107995828
hypoxia:043h_.06_DO:1,-2.1693740513,0.1146018305
hypoxia:043h_.06_DO:2,-1.1912597912,-0.1400461873
hypoxia:043h_.06_DO:3,-0.7048922054,0.1095819014
hypoxia:044h_.04_DO:1,-1.3542852629,-0.21872060540000002
hypoxia:044h_.04_DO:2,-1.4624043925999999,0.2952517998
hypoxia:044h_.04_DO:3,-0.8852043162000001,-0.014387097100000001
hypoxia:047h_0_DO:1,-3.3841551865,0.0738051414
hypoxia:047h_0_DO:2,-0.5942954892,0.24843641030000002
hypoxia:047h_0_DO:3,-1.6100280085,0.2768767418
hypoxia:049h_0_DO:1,-0.6947765202,0.0783835977
hypoxia:049h_0_DO:2,0.6776325325,0.2955642684
hypoxia:049h_0_DO:3,-3.0618630943,0.1096825616
hypoxia:050h_0_DO:1,-3.1541572707,0.36544698670000003
hypoxia:050h_0_DO:2,0.7757685587,0.39053810520000004
hypoxia:050h_0_DO:3,0.0450255311,0.1391000024
hypoxia:052h_0_DO:1,1.2737539098,0.3567208434
hypoxia:052h_0_DO:2,5.0996785571,0.24689343430000002
hypoxia:052h_0_DO:3,3.2827622533,0.26835375370000003
hypoxia:054h_0_DO:1,4.0595112984,-0.0386408099
hypoxia:054h_0_DO:2,2.1699973067,0.162290883
hypoxia:054h_0_DO:3,-0.438730816,0.16587383190000002
hypoxia:054h_0_DO:4,3.8297509847,0.24134158890000001
hypoxia:054h_0_DO:5,0.282635524,0.2288397388
hypoxia:070h_0_DO:1,1.1637293454,0.338748671
hypoxia:070h_0_DO:2,5.6427616923,0.2896476877
hypoxia:088h_0_DO:1,7.4747767498,-0.060402391900000005
hypoxia:088h_0_DO:2,7.751543628,-0.0557837396
hypoxia:114.5h_.04_DO:1,8.0471561182,-0.3273093951
hypoxia:114.5h_.04_DO:2,7.3559700205,-0.2180283146
hypoxia:114.5h_.04_DO:3,7.393694291,-0.1876662396
hypoxia:115h_.06_DO:1,6.2822014138,-0.2385050666
hypoxia:115h_.06_DO:2,6.7146107536,-0.49851174330000003
hypoxia:115h_.06_DO:3,6.6910418758,-0.29924722400000003
hypoxia:116h_.11_DO:1,5.0262639748,-0.3743862073
hypoxia:116h_.11_DO:2,5.4099585239,-0.4154331149
hypoxia:116h_.11_DO:3,5.3806401342,-0.5742002709
hypoxia:120h_.47_DO:1,4.5412085134,-0.7527370733000001
hypoxia:120h_.47_DO:2,4.5496002806,-0.7913972135
hypoxia:120h_.47_DO:3,3.9841231255,-0.6060506549
kinase:DMSO_0h_F:1,5.7760824026,-0.38130058180000004
kinase:DMSO_0h_F:2,6.1093553202,-0.3069438036
kinase:DMSO_0h_F:3,5.7993181394,-0.2902140748
kinase:DMSO_0h_H:1,1.4897049979,-0.31879056650000004
kinase:DMSO_0h_H:2,1.5915450875000001,-0.3445384883
kinase:DMSO_0h_H:3,2.2282055083,-0.2345387757
kinase:DMSO_0h_H:4,2.0208292512,-0.15973683160000002
kinase:DMSO_0h_H:5,1.6219355323,-0.33521951650000004
kinase:DMSO_0h_H:6,1.7754571365,-0.2563522131
kinase:DMSO_0h_I:1,0.14770181770000002,0.0909345901
kinase:DMSO_0h_I:2,-0.2115555041,0.0340969824
kinase:DMSO_0h_I:3,-0.1693074944,0.019647783800000002
kinase:DMSO_0h_I:4,-0.3986771685,0.0251417437
kinase:DMSO_0h_I:5,0.3026500381,-0.039936401600000004
kinase:DMSO_0h_I:6,0.32918831130000004,-0.1298846984
kinase:pknD_T10_48h:1,4.6190587936,0.013410661300000001
kinase:pknD_T10_48h:2,3.8483022864,-0.0427782785
kinase:pknD_T10_48h:3,4.0045034372,0.027303692
kinase:pknL_T10_48h:1,5.6856355258,-1.1076206518
kinase:pknL_T10_48h:2,5.2618744443,-1.0158727761
kinase:pknL_T10_48h:3,6.4301322165,-1.005346892
kinase:pknL_T4_48h:1,0.18145388880000002,-0.5376179019
kinase:pknL_T4_48h:2,0.2284008751,-0.5927523619
kinase:pknL_T4_48h:3,-0.47771948890000004,-0.4460728909
kinase:T10_12h_F:1,5.2160853372,-0.258324751
kinase:T10_12h_F:2,5.5808516324,-0.2995109742
kinase:T10_12h_F:3,5.2316853888,-0.2719138977
kinase:T10_12h_H:1,5.0985707947,-0.0326859304
kinase:T10_12h_H:2,5.2189267185,-0.0889035683
kinase:T10_12h_H:3,5.2935282884,-0.0056179877
kinase:T10_12h_I:1,5.1768848469,0.06875931860000001
kinase:T10_12h_I:2,4.8506239003000005,-0.0376530088
kinase:T10_24h_F:1,5.4583396313,-0.4397684142
kinase:T10_24h_F:2,3.8139463872,-0.3307007202
kinase:T10_24h_F:3,4.8254019955,-0.3939417512
kinase:T10_24h_H:1,6.7637656599,-0.2924407517
kinase:T10_24h_H:2,6.4927647171,-0.3466944527
kinase:T10_24h_H:3,6.0160961192,-0.2716489855
kinase:T10_24h_I:1,5.3885238531,-0.0943158165
kinase:T10_24h_I:2,5.5463476139,-0.0769683852
kinase:T10_48h_F:1,5.0696419046,-0.39827290200000004
kinase:T10_48h_F:2,4.5246642712,-0.27752890420000004
kinase:T10_48h_F:3,4.5481447332,-0.3071976625
kinase:T10_48h_H:1,7.0085259738,-0.2908878854
kinase:T10_48h_H:2,6.4876101506,-0.3069604003
kinase:T10_48h_H:3,6.3404643307,-0.3575400037
kinase:T10_48h_I:1,5.5138629617,-0.1426276428
kinase:T10_48h_I:2,5.8862779809,-0.22820448410000002
kinase:T10_48h_I:3,6.2372126719,-0.1262279551
kinase:T4 _48h_H:1,5.6676479276,-0.0864822076
kinase:T4 _48h_H:2,5.7500920216,-0.0717663411
kinase:T4 _48h_H:3,5.4309626511,0.013844695300000001
kinase:T4 20 _12h_I:1,2.6481453129,0.1072298331
kinase:T4 20 _12h_I:2,2.4126958583,0.116095266
kinase:T4 20 _12h_I:3,2.4912205715,0.0491379986
kinase:T4_12h_F:1,4.37208576,-0.085350494
kinase:T4_12h_F:2,4.2462150954,-0.1039131137
kinase:T4_12h_F:3,5.0558137169,-0.1758845598
kinase:T4_12h_H:1,4.3668160617,0.08628977460000001
kinase:T4_12h_H:2,4.1494514025,0.1501010342
kinase:T4_12h_H:3,3.575325432,0.07864791
kinase:T4_24h_F:1,5.7607775251,-0.1486036575
kinase:T4_24h_F:2,6.0714448411,-0.1787831591
kinase:T4_24h_F:3,5.5154445587000005,-0.117467757
kinase:T4_24h_H:1,5.0951701867,-0.23383561930000002
kinase:T4_24h_H:2,5.983699815,-0.067292408
kinase:T4_24h_H:3,5.8500130133,-0.138624573
kinase:T4_24h_I:1,3.6127619727,-0.0518820226
kinase:T4_24h_I:2,3.4319608452,-0.015633936600000002
kinase:T4_48h_F:1,4.2372866627,-0.011216688
kinase:T4_48h_F:2,4.2375280206,0.044549941600000004
kinase:T4_48h_F:3,4.2392100151,0.0036752262000000003
kinase:T4_48h_I:1,3.4256957522,0.0178202486
kinase:T4_48h_I:2,4.5720746561,-0.0388739373
kinase:T4_48h_I:3,4.0163541313,-0.0305817312
kinase:WT_T10_48h:1,5.7603863712,-0.0761421759
kinase:WT_T10_48h:2,3.8087429728,-0.5398170516
kinase:WT_T10_48h:3,4.2271359449,-0.5786433142
kinase:WT_T10_48h:4,5.0751888669,0.0230595309
kinase:WT_T10_48h:5,5.9001317603,0.0561313357
kinase:WT_T4_48h:1,4.7177474086,0.0760502713
kinase:WT_T4_48h:2,3.1438297126,0.0692609525
kinase:WT_T4_48h:3,3.1302458171,0.1704045273
levofloxacin:control:1,-0.9116331190000001,-0.0032488181
levofloxacin:control:2,0.9325046287000001,0.1353203164
levofloxacin:control:3,-0.0208715096,-0.13207149840000001
levofloxacin:treated:1,-2.3328994839,-0.20123797070000002
levofloxacin:treated:2,-1.6475315286,-0.38416164210000003
levofloxacin:treated:3,-1.4271681378,-0.32595929160000003
linez:0_days_4:1,3.7756127793000003,-0.2632446861
linez:0_days_4:2,4.0392733669,-0.3893745188
linez:0_days_4:3,4.1099937684,-0.4518230199
linez:0_days_4:4,3.9341621637,-0.42216089500000004
linez:0_days_control:1,-0.1105566816,0.047302266
linez:0_days_control:2,0.0436545499,-0.0770216526
linez:0_days_control:3,0.31176958600000004,0.0525708723
linez:0_days_control:4,-0.2448674543,-0.0228514857
linez:1_days_4:1,4.6518390809,0.0193267279
linez:1_days_4:2,4.2309817748,0.0161667416
linez:1_days_4:3,4.5566596747,-0.08693414270000001
linez:1_days_4:4,4.2668863021,-0.07445952580000001
linez:1_days_control:1,2.0563323805,-0.0342131892
linez:1_days_control:2,1.4392963646,-0.2392090588
linez:1_days_control:3,2.2654082662,-0.1267012636
lipid:dextrose_exp:1,0.3980752571,-0.0171836775
lipid:dextrose_exp:2,-0.3980752571,0.0171836775
lipid:dextrose_hypo:1,-4.1219188455,0.8719597736
lipid:dextrose_hypo:2,1.1628610939,0.39550102610000004
lipid:dextrose_stat:1,-8.9172579145,-0.5329608716
lipid:dextrose_stat:2,-9.1714232848,-0.6350838484
lipid:lipid_exp:1,-0.25777734550000003,-0.054557343300000005
lipid:lipid_exp:2,-1.0959775749,0.1876629834
lipid:lipid_stat:1,6.8228876296,-1.070071374
lipid:lipid_stat:2,5.0984927713,-1.5019251354
mcr11:mcr11_mutant:1,1.8586201319,-0.0116745484
mcr11:mcr11_mutant:2,0.4266140197,-0.0631744789
mcr11:mcr11_mutant:3,0.6612751285,-0.077521218
mcr11:wt:1,-0.2257475202,-0.0087401015
mcr11:wt:2,1.1336069478,0.025024844100000002
mcr11:wt:3,-0.9078594276,-0.0162847425
miceAV_macro:24h_control:1,-0.2529031906,-0.0340547649
miceAV_macro:24h_control:2,0.5116159342000001,0.0530990478
miceAV_macro:24h_control:3,-0.2587127436,-0.0190442829
miceBMDM:inf02:1,4.2347054277,0.0196051266
miceBMDM:inf02:2,3.5715802654,-0.19428529190000002
miceBMDM:inf02:3,3.6692275714,0.0550242067
miceBMDM:inf24:1,-5.5789860189,0.8142224111
miceBMDM:inf24:2,-5.1994910444,0.7121217819
miceBMDM:inf24:3,-5.7608185983,0.7250443952000001
miceBMDM:inf08:1,0.1955005529,0.4888400874
miceBMDM:inf08:2,0.6807706880000001,0.4207257809
miceBMDM:inf08:3,1.299365719,0.3581083906
miceBMDM:no_inf02:1,0.7526765836,-0.0347741264
miceBMDM:no_inf02:2,-0.2263583875,0.018563505
miceBMDM:no_inf02:3,-0.5263181961,0.0162106214
miceBMDM:no_inf24:1,-4.7118812744,0.2036213343
miceBMDM:no_inf24:2,-5.4857365071,0.131531797
miceBMDM:no_inf24:3,-5.4803858967,0.1165389465
miceBMDM:no_inf08:1,-2.0096454459,0.1757693863
miceBMDM:no_inf08:2,-1.4981327127,0.0708652718
miceBMDM:no_inf08:3,-2.0064507919,0.0652910138
miceNF:control:1,-0.32872648600000004,0.0400739456
miceNF:control:2,0.32872648600000004,-0.0400739456
miceNF:invivo:1,-7.260822465,-0.8103768758000001
miceNF:invivo:2,-10.588662274,-0.7610511704
miceNF:invivo:3,-7.3650505328,-0.9865305162
mihF:mihF_mutant_atc:1,-4.7552500004,-0.7911950131000001
mihF:mihF_mutant_atc:2,-4.604361823,-0.28250078300000003
mihF:mihF_mutant_no_atc:1,0.5520498526000001,0.2343061981
mihF:mihF_mutant_no_atc:2,-0.5612000104,0.32564027840000004
mihF:wt_atc:1,1.2058472674,-0.049582367700000005
mihF:wt_atc:2,3.2161215053,0.0909413438
mihF:wt_no_atc:1,-0.6302054785,0.1870276816
mihF:wt_no_atc:2,0.6302054785,-0.1870276816
mmpl3:mutant_no_ATC:1,0.2090404982,0.0370552366
mmpl3:mutant_no_ATC:2,-0.2090404982,-0.0370552366
mmpl3:mutant_with_ATC:1,-3.1890349397,-0.1963902238
mmpl3:mutant_with_ATC:2,-1.4622499968,-0.7172488105
mrsI:ko_iron_atc:1,-1.3036780712,-0.0121311239
mrsI:ko_iron_atc:2,-1.5168519264,-0.0738690293
mrsI:ko_iron_no_atc:1,8.1429683332,-0.037292295600000004
mrsI:ko_iron_no_atc:2,6.7254974955,0.0940667602
mrsI:ko_ox_atc:1,5.862810264,0.2505021045
mrsI:ko_ox_atc:2,7.2713030319,0.17127310580000002
mrsI:ko_ox_no_atc:1,-6.4849823195,0.2049702279
mrsI:ko_ox_no_atc:2,-6.1856554263,-0.1675900165
mrsI:ko_sds_atc:1,-6.1633138509,-0.16436063580000002
