,sample,study,project,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,R1,R2,BAM,alignment,doi,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,Model,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample_1,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample_2,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,swift,Claimed by,precise2_id,precise1_id,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,approx_OD,growth_phase,dilution_rate,culture_type,time,additional_notes,original_order,drop,passed_number_conditions,n_replicates
SRX1125292,aat__05m_00s__2,,aat,05m_00s,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2135673,,SINGLE,ILLUMINA,True,,True,True,aat:05m_00s,True,True,2016-07-01 15:39:39,316407.0,Escherichia coli str. K-12 substr. W3110,562.0,1236.0,316407.0,Escherichia coli,Illumina HiSeq 2500,SRP061844,PRJNA291519,291519.0,SRS1017455,SAMN03945176,SRA281105,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1641097.0,3945176.0,GSE71562,GSM1838506,32246034;28264512;27384956,K12 W3110,,,Anand,,,00m_00s,W3110,other_defined_media,glucose(15g/L),(NH4)2SO4(9g/L),transition,,37.0,3,,,chemostat,0:05:00,See https://doi.org/10.3390/genes8030090 for media,92.0,,1.0,3
SRX1125293,aat__10m_00s__2,,aat,10m_00s,2,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2135674,,SINGLE,ILLUMINA,True,,True,True,aat:10m_00s,True,True,2016-07-01 15:39:39,316407.0,Escherichia coli str. K-12 substr. W3110,562.0,1236.0,316407.0,Escherichia coli,Illumina HiSeq 2500,SRP061844,PRJNA291519,291519.0,SRS1017454,SAMN03945177,SRA281105,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1641098.0,3945177.0,GSE71562,GSM1838507,32246034;28264512;27384956,K12 W3110,,,Anand,,,00m_00s,W3110,other_defined_media,glucose(15g/L),(NH4)2SO4(9g/L),transition,,37.0,3,,,chemostat,0:10:00,See https://doi.org/10.3390/genes8030090 for media,93.0,,1.0,3
SRX1125294,aat__00m_00s__3,,aat,00m_00s,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2135675,,SINGLE,ILLUMINA,True,,True,True,aat:00m_00s,True,True,2016-07-01 15:39:39,316407.0,Escherichia coli str. K-12 substr. W3110,562.0,1236.0,316407.0,Escherichia coli,Illumina HiSeq 2500,SRP061844,PRJNA291519,291519.0,SRS1017453,SAMN03945178,SRA281105,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1641099.0,3945178.0,GSE71562,GSM1838508,32246034;28264512;27384956,K12 W3110,,,Anand,,,00m_00s,W3110,other_defined_media,glucose(15g/L),(NH4)2SO4(9g/L),anaerobic,,37.0,3,,,chemostat,0:00:00,See https://doi.org/10.3390/genes8030090 for media,94.0,,1.0,3
SRX1125295,aat__00m_30s__3,,aat,00m_30s,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2135676,,SINGLE,ILLUMINA,True,,True,True,aat:00m_30s,True,True,2016-07-01 15:39:39,316407.0,Escherichia coli str. K-12 substr. W3110,562.0,1236.0,316407.0,Escherichia coli,Illumina HiSeq 2500,SRP061844,PRJNA291519,291519.0,SRS1017452,SAMN03945179,SRA281105,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1641100.0,3945179.0,GSE71562,GSM1838509,32246034;28264512;27384956,K12 W3110,,,Anand,,,00m_00s,W3110,other_defined_media,glucose(15g/L),(NH4)2SO4(9g/L),transition,,37.0,3,,,chemostat,0:00:30,See https://doi.org/10.3390/genes8030090 for media,95.0,,1.0,3
SRX1125296,aat__01m_00s__3,,aat,01m_00s,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2135677,,SINGLE,ILLUMINA,True,,True,True,aat:01m_00s,True,True,2016-07-01 15:39:39,316407.0,Escherichia coli str. K-12 substr. W3110,562.0,1236.0,316407.0,Escherichia coli,Illumina HiSeq 2500,SRP061844,PRJNA291519,291519.0,SRS1017451,SAMN03945180,SRA281105,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1641101.0,3945180.0,GSE71562,GSM1838510,32246034;28264512;27384956,K12 W3110,,,Anand,,,00m_00s,W3110,other_defined_media,glucose(15g/L),(NH4)2SO4(9g/L),transition,,37.0,3,,,chemostat,0:01:00,See https://doi.org/10.3390/genes8030090 for media,96.0,,1.0,3
SRX1125297,aat__02m_00s__3,,aat,02m_00s,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2135678,,SINGLE,ILLUMINA,True,,True,True,aat:02m_00s,True,True,2016-07-01 15:39:39,316407.0,Escherichia coli str. K-12 substr. W3110,562.0,1236.0,316407.0,Escherichia coli,Illumina HiSeq 2500,SRP061844,PRJNA291519,291519.0,SRS1017450,SAMN03945181,SRA281105,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1641102.0,3945181.0,GSE71562,GSM1838511,32246034;28264512;27384956,K12 W3110,,,Anand,,,00m_00s,W3110,other_defined_media,glucose(15g/L),(NH4)2SO4(9g/L),transition,,37.0,3,,,chemostat,0:02:00,See https://doi.org/10.3390/genes8030090 for media,97.0,,1.0,3
SRX1125298,aat__05m_00s__3,,aat,05m_00s,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2135679,,SINGLE,ILLUMINA,True,,True,True,aat:05m_00s,True,True,2016-07-01 15:39:39,316407.0,Escherichia coli str. K-12 substr. W3110,562.0,1236.0,316407.0,Escherichia coli,Illumina HiSeq 2500,SRP061844,PRJNA291519,291519.0,SRS1017449,SAMN03945182,SRA281105,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1641103.0,3945182.0,GSE71562,GSM1838512,32246034;28264512;27384956,K12 W3110,,,Anand,,,00m_00s,W3110,other_defined_media,glucose(15g/L),(NH4)2SO4(9g/L),transition,,37.0,3,,,chemostat,0:05:00,See https://doi.org/10.3390/genes8030090 for media,98.0,,1.0,3
SRX1125299,aat__10m_00s__3,,aat,10m_00s,3,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,SRR2135680,,SINGLE,ILLUMINA,True,,True,True,aat:10m_00s,True,True,2016-07-01 15:39:39,316407.0,Escherichia coli str. K-12 substr. W3110,562.0,1236.0,316407.0,Escherichia coli,Illumina HiSeq 2500,SRP061844,PRJNA291519,291519.0,SRS1017448,SAMN03945183,SRA281105,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0.0,0.0,1641104.0,3945183.0,GSE71562,GSM1838513,32246034;28264512;27384956,K12 W3110,,,Anand,,,00m_00s,W3110,other_defined_media,glucose(15g/L),(NH4)2SO4(9g/L),transition,,37.0,3,,,chemostat,0:10:00,See https://doi.org/10.3390/genes8030090 for media,99.0,,1.0,3
SRX5694250,abx_mega__dmso-2__1,,abx_mega,dmso-2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909443,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-2,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633551,SAMN11421528,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672120.0,11421528.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1095.0,,1.0,2
SRX5694251,abx_mega__ery_dmso__1,,abx_mega,ery_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909442,,PAIRED,ILLUMINA,True,,True,True,abx_mega:ery_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633552,SAMN11421450,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672121.0,11421450.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Erythromycin,,0.5,mid-log,,,,,1096.0,,1.0,3
SRX5694252,abx_mega__nal_naoh__1,,abx_mega,nal_naoh,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909441,,PAIRED,ILLUMINA,True,,True,True,abx_mega:nal_naoh,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633553,SAMN11421451,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672122.0,11421451.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Nalidixic-Acid,,0.5,mid-log,,,,,1097.0,,1.0,8
SRX5694253,abx_mega__dmso-5__1,,abx_mega,dmso-5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909440,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-5,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633554,SAMN11421448,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672123.0,11421448.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1098.0,,1.0,3
SRX5694254,abx_mega__rif_dmso__1,,abx_mega,rif_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909439,,PAIRED,ILLUMINA,True,,True,True,abx_mega:rif_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633555,SAMN11421449,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672124.0,11421449.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Rifampicin,,0.5,mid-log,,,,,1099.0,,1.0,8
SRX5694255,abx_mega__novo_h2o__1,,abx_mega,novo_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909438,,PAIRED,ILLUMINA,True,,True,True,abx_mega:novo_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633556,SAMN11421446,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672125.0,11421446.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Novobiocin,,0.5,mid-log,,,,,1100.0,,1.0,7
SRX5694256,abx_mega__rach_dmso__1,,abx_mega,rach_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909437,,PAIRED,ILLUMINA,True,,True,True,abx_mega:rach_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633557,SAMN11421447,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672126.0,11421447.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Rachelmycin,,0.5,mid-log,,,,,1101.0,,1.0,4
SRX5694257,abx_mega__metro_dmso__1,,abx_mega,metro_dmso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909436,,PAIRED,ILLUMINA,True,,True,True,abx_mega:metro_dmso,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633558,SAMN11421444,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672127.0,11421444.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Metronidazole,,0.5,mid-log,,,,,1102.0,,1.0,4
SRX5694258,abx_mega__dmso-6__1,,abx_mega,dmso-6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909435,,PAIRED,ILLUMINA,True,,True,True,abx_mega:dmso-6,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633559,SAMN11421445,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672128.0,11421445.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,,,0.5,mid-log,,,,,1103.0,,1.0,3
SRX5694259,abx_mega__chl_h2o__1,,abx_mega,chl_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909434,,PAIRED,ILLUMINA,True,,True,True,abx_mega:chl_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633560,SAMN11421337,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672129.0,11421337.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Chloramphenicol,,0.5,mid-log,,,,,1104.0,,1.0,5
SRX5694260,abx_mega__cst_h2o__1,,abx_mega,cst_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909433,,PAIRED,ILLUMINA,True,,True,True,abx_mega:cst_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633561,SAMN11421336,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672130.0,11421336.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Colistin,,0.5,mid-log,,,,,1105.0,,1.0,4
SRX5694261,abx_mega__tec_h2o__1,,abx_mega,tec_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909432,,PAIRED,ILLUMINA,True,,True,True,abx_mega:tec_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633562,SAMN11421559,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672131.0,11421559.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Teicoplanin,,0.5,mid-log,,,,,1106.0,,1.0,3
SRX5694262,abx_mega__str_h2o__1,,abx_mega,str_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909431,,PAIRED,ILLUMINA,True,,True,True,abx_mega:str_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633563,SAMN11421463,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672132.0,11421463.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Streptomycin,,0.5,mid-log,,,,,1107.0,,1.0,5
SRX5694263,abx_mega__ctx_h2o__1,,abx_mega,ctx_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909430,,PAIRED,ILLUMINA,True,,True,True,abx_mega:ctx_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633565,SAMN11421522,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672133.0,11421522.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Cefotaxime,,0.5,mid-log,,,,,1108.0,,1.0,4
SRX5694264,abx_mega__nal_naoh__2,,abx_mega,nal_naoh,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909429,,PAIRED,ILLUMINA,True,,True,True,abx_mega:nal_naoh,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633564,SAMN11421523,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672134.0,11421523.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Nalidixic-Acid,,0.5,mid-log,,,,,1109.0,,1.0,8
SRX5694265,abx_mega__phos_h2o__1,,abx_mega,phos_h2o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR8909428,,PAIRED,ILLUMINA,True,,True,True,abx_mega:phos_h2o,True,True,2019-06-14 12:18:28,562.0,Escherichia coli,562.0,1236.0,562.0,Escherichia coli,NextSeq 500,SRP192725,PRJNA532938,532938.0,SRS4633566,SAMN11421452,SRA874706,RNA-Seq,cDNA,TRANSCRIPTOMIC,,J. CRAIG VENTER INSTITUTE,0.0,0.0,7672135.0,11421452.0,,,,WO153,,,Cam,,,h2o-1a,WO153,,,,O2,Phosphomycin,,0.5,mid-log,,,,,1110.0,,1.0,7
