ica_id,creator,creator-email,project_id,harvest-date,COM,taxonomy-id,strain,OD600 growth-stage,sample-time,antibody,Temperature (degrees C),base-media,isolate-type,carbon-source,nitrogen-source,phosphorous-source,Sulfur-source,electron-acceptor,antibiotic,biological-replicate-number,technical-replicate-number,experiment-details,notes,accession,study,library_ID,mapped reads,mean phred scores,percent aligned,total reads,condition_id,biosample
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-27 00:00:00,1,,USA300 LAC,0.384,2hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.65,1.0,1,20170725_COM_MRSA_without-priming_SOP,,,,,10029313.0,39.0,99.37,10092832.0,Vancomycin 0.65,
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-27 00:00:00,1,,USA300 LAC,0.2929,2hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.7,1.0,1,20170725_COM_MRSA_without-priming_SOP,,,,,9823740.0,38.9,99.28,9895108.0,Vancomycin 0.7,
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-27 00:00:00,1,,USA300 LAC,0.0887,2hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.8,1.0,1,20170725_COM_MRSA_without-priming_SOP,,,,,9709640.0,39.2,99.21,9786612.0,Vancomycin 0.8,
USA300_LAC_U01-Set004_CAMHB_Control_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-27 00:00:00,1,,USA300 LAC,0.5904,2hr,,37.0,CA-MHB,,,,,,,Vancomycin 0,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,8099196.0,39.0,99.38,8149382.0,Vancomycin 0,
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-27 00:00:00,1,,USA300 LAC,0.4449,2hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.65,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,12289007.0,39.0,99.21,12387428.0,Vancomycin 0.65,
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-27 00:00:00,1,,USA300 LAC,0.2695,2hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.7,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,8709635.0,39.0,99.38,8763888.0,Vancomycin 0.7,
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-27 00:00:00,1,,USA300 LAC,0.0829,2hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.8,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,13240791.0,39.1,99.23,13343112.0,Vancomycin 0.8,
USA300_LAC_U01-Set004_R10LB_Control_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-29 00:00:00,1,,USA300 LAC,0.3854,2hr,,37.0,RPMI+10%LB,,,,,,,Vancomycin 0,1.0,1,20170725_COM_MRSA_without-priming_SOP,,,,,15287828.0,39.0,99.43,15375246.0,Vancomycin 0,
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-29 00:00:00,1,,USA300 LAC,0.2458,2hr,,37.0,RPMI+10%LB,,,,,,,Vancomycin 0.6,1.0,1,20170725_COM_MRSA_without-priming_SOP,,,,,15002781.0,39.0,99.23,15118444.0,Vancomycin 0.6,
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-29 00:00:00,1,,USA300 LAC,0.1869,2hr,,37.0,RPMI+10%LB,,,,,,,Vancomycin 0.8,1.0,1,20170725_COM_MRSA_without-priming_SOP,,,,,15227671.0,38.9,99.21,15348576.0,Vancomycin 0.8,
USA300_LAC_U01-Set004_R10LB_Control_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-29 00:00:00,1,,USA300 LAC,0.3456,2hr,,37.0,RPMI+10%LB,,,,,,,Vancomycin 0,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,15221872.0,38.9,99.27,15334236.0,Vancomycin 0,
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-29 00:00:00,1,,USA300 LAC,0.2745,2hr,,37.0,RPMI+10%LB,,,,,,,Vancomycin 0.6,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,14351075.0,39.0,99.32,14448962.0,Vancomycin 0.6,
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set004,2018-03-29 00:00:00,1,,USA300 LAC,0.2025,2hr,,37.0,RPMI+10%LB,,,,,,,Vancomycin 0.8,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,11353400.0,38.7,99.4,11422132.0,Vancomycin 0.8,
USA300_TCH1516_U01-Set003_CAMHB_Control_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set003,2018-05-01 00:00:00,1,,USA300 TCH1516,0.8167,2.5hr,,37.0,CA-MHB,,,,,,,Vancomycin 0,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,15076063.0,34.6,99.65,15128982.0,,
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set003,2018-05-01 00:00:00,1,,USA300 TCH1516,0.83,2.5hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.45,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,17298147.0,34.8,99.74,17344004.0,,
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set003,2018-05-01 00:00:00,1,,USA300 TCH1516,0.0446,2.5hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.65,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,18859930.0,34.8,99.73,18910070.0,,
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set003,2018-05-01 00:00:00,1,,USA300 TCH1516,0.0366,2.5hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.7,1.0,2,20170725_COM_MRSA_without-priming_SOP,,,,,18433781.0,34.8,99.73,18483404.0,,
USA300_TCH1516_U01-Set003_CAMHB_Control_3,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set003,2018-06-21 00:00:00,1,,USA300 TCH1516,0.8764,2.5hr,,37.0,CA-MHB,,,,,,,Vancomycin 0,1.0,3,20170725_COM_MRSA_without-priming_SOP,,,,,17136872.0,34.8,99.77,17176522.0,,
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set003,2018-06-21 00:00:00,1,,USA300 TCH1516,0.9201,2.5hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.45,1.0,3,20170725_COM_MRSA_without-priming_SOP,,,,,17948497.0,34.8,99.75,17994352.0,,
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set003,2018-06-21 00:00:00,1,,USA300 TCH1516,0.8679,2.5hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.65,1.0,3,20170725_COM_MRSA_without-priming_SOP,,,,,18967321.0,34.8,99.72,19020160.0,,
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,Hannah Tsunemoto,htsunemo@ucsd.edu,U01-Set003,2018-06-21 00:00:00,1,,USA300 TCH1516,0.7788,2.5hr,,37.0,CA-MHB,,,,,,,Vancomycin 0.7,1.0,3,20170725_COM_MRSA_without-priming_SOP,,,,,16583769.0,34.8,99.7,16633212.0,,
USA300_LAC_ICA-Set001_R10LB_Control_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set001,2018-08-15,,867914.0,USA300 LAC,0.4609,2hr,,37.0,RPMI+10%LB,,,,,,,,,I,,,,,,10900388.0,37.8,96.78,11263230.0,Control,
USA300_LAC_ICA-Set001_R10LB_Control_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set001,2018-08-15,,867914.0,USA300 LAC,0.4661,2hr,,37.0,RPMI+10%LB,,,,,,,,,I,,,,,,11703316.0,38.3,96.56,12120396.0,Control,
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set001,2018-08-15,,867914.0,USA300 LAC,0.4661,2hr,,37.0,RPMI+10%LB,,,,,,,,,I,,,,,,10242840.0,38.2,96.33,10633180.0,1.5mMIle,
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set001,2018-08-15,,867914.0,USA300 LAC,0.4861,2hr,,37.0,RPMI+10%LB,,,,,,,,,I,,,,,,13252177.0,38.2,96.6,13718704.0,1.5mMIle,
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set001,2018-08-15,,867914.0,USA300 LAC,0.3773,2.25hr,,37.0,RPMI+10%LB,,,,,,,,,I,,,,,,11663705.0,38.2,91.64,12727562.0,4percentNaCl,
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set001,2018-08-15,,867914.0,USA300 LAC,0.4381,2.25hr,,37.0,RPMI+10%LB,,,,,,,,,I,,,,,,10676138.0,38.2,97.23,10980474.0,4percentNaCl,
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set001,2018-08-15,,867914.0,USA300 LAC,0.4188,2.25hr,,37.0,RPMI+10%LB,,,,,,,,,I,,,,,,12032739.0,38.1,97.45,12346970.0,5.5pH,
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,Saugat Poudel,sapoudel@ucsd.edu,ICA-Set001,2018-08-15,,867914.0,USA300 LAC,0.3993,2.25hr,,37.0,RPMI+10%LB,,,,,,,,,I,,,,,,13448158.0,38.2,97.58,13782132.0,5.5pH,
USA300_TCH1516_BK-Set001_TSB_Control_1,Saugat Poudel,sapoudel@ucsd.edu,BK-Set001,2018,BK-Set001,,USA300 TCH1516,0.8,UNKNOWN,,37.0,TSB,,,,,,,0ug-mL Antibiotic,,1,,,ERX2284915,PRJEB23980,,10501383.0,36.3,99.78,10524650.0,0ug-mL Antibiotic,
USA300_TCH1516_BK-Set001_TSB_Control_2,Saugat Poudel,sapoudel@ucsd.edu,BK-Set001,2018,BK-Set001,,USA300 TCH1516,0.8,UNKNOWN,,37.0,TSB,,,,,,,0ug-mL Antibiotic,,2,,,ERX2284916,PRJEB23980,,12759561.0,36.4,99.8,12785530.0,0ug-mL Antibiotic,
USA300_TCH1516_BK-Set001_TSB_0.25ug/mLLinezolid_1,Saugat Poudel,sapoudel@ucsd.edu,BK-Set001,2018,BK-Set001,,USA300 TCH1516,0.8,UNKNOWN,,37.0,TSB,,,,,,,0.25ug-mL Linezolid,,1,,,ERX2284917,PRJEB23980,,8346295.0,36.8,99.73,8368858.0,0.25ug-mL Linezolid,
USA300_TCH1516_BK-Set001_TSB_0.25ug/mLLinezolid_2,Saugat Poudel,sapoudel@ucsd.edu,BK-Set001,2018,BK-Set001,,USA300 TCH1516,0.8,UNKNOWN,,37.0,TSB,,,,,,,0.25ug-mL Linezolid,,2,,,ERX2284918,PRJEB23980,,9716885.0,36.4,99.83,9733578.0,0.25ug-mL Linezolid,
USA300_TCH1516_BK-Set001_TSB_2.5ug/mLNafcillin_1,Saugat Poudel,sapoudel@ucsd.edu,BK-Set001,2018,BK-Set001,,USA300 TCH1516,0.8,UNKNOWN,,37.0,TSB,,,,,,,2.5 ug-mL Nafcillin,,1,,,ERX2284919,PRJEB23980,,14069859.0,36.4,99.81,14096432.0,2.5 ug-mL Nafcillin,
