,A,CbrB
Mucin_glycans:ABTGC:4,-0.9379002777000001,-0.115968682
Mucin_glycans:ABTGC:5,-0.7811556023,-0.23612817800000002
Mucin_glycans:MUC5B:1,-5.6409110383000005,-0.6658478830000001
Mucin_glycans:MUC5B:2,-5.8924967622,-0.464690598
Mucin_glycans:Glycans:1,0.8954496391000001,0.125334408
Mucin_glycans:Glycans:2,-0.9038361629,0.128862994
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,1.1752895458000001,0.784034031
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,2.0370007884,0.526548039
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,1.9711433198,0.889751972
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,2.8243975478000003,-0.820151135
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,1.8026338363,-0.7234002610000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,2.7389379964,-0.429240012
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-1.4737302792,0.533553269
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-1.5222282933,0.718832157
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-1.0320270432,0.60594794
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,1.2108356453,-0.767053457
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,0.1880786207,-0.601690169
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,2.6290713497000002,-0.489589739
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.0736504233,0.082652004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.0736504233,-0.082652004
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.5161807039,-0.482173302
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.6212780451000001,-0.48535722600000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-3.6170722585,0.11622080800000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-3.5930526175,0.125773395
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,1.7781199249,-0.422705908
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,1.9799526223,-0.387907522
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,2.7226930377,-0.271992773
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,3.4372389999,-0.265655059
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.0089932996,-0.020648546
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.26782265520000004,0.023158787
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.411594336,0.029411834
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.1347783812,-0.031922076
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.6762070351,1.554435077
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,3.4423759376,1.5123385790000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.05202923,-0.031289717
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.3109489243,0.012523328
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.3629781543,0.018766389
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.0294677183,-0.41158262900000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-1.1824845296,-0.292117557
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,0.8182203379,-0.34143283700000004
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,0.8169301550000001,-0.731214201
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.3924802744,0.241621987
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.2827752885,0.16851544100000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,0.4777612484,0.293562757
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,0.28106654410000004,0.37731839300000003
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,0.0535244834,0.408280148
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,0.12007454740000001,0.340057578
Rosmarinic_acid:PAO1-100UMRA:1,1.9095390155,-0.168452038
Rosmarinic_acid:PAO1-100UMRA:2,2.1017048109,-0.349474033
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.2535238515,0.32857364
Rosmarinic_acid:PAO1_DMSO_Control:2,0.312731472,-0.142250133
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.0592076205,-0.186323507
Testosterone_treatment:Testosterone_Control:1,-2.0099238783,-0.165201343
Testosterone_treatment:Testosterone_Control:2,2.0099238783,0.165201343
Testosterone_treatment:Testosterone_2.5:1,-3.0748198445,-0.192649542
Testosterone_treatment:Testosterone_2.5:2,1.6508400776,0.32850866
Tf_toxin_expression:PAO1_WT:1,0.7349428432,0.287056266
Tf_toxin_expression:PAO1_WT:2,-0.7349428432,-0.287056266
Tf_toxin_expression:PAO1_derfA:1,0.1628397376,0.23399071600000002
Tf_toxin_expression:PAO1_derfA:2,-0.197020788,0.273025662
Zinc_treatment:PA_Zn:1,6.3630627082,0.17126217500000002
Zinc_treatment:PA_Zn:2,5.9411512728,0.0033929940000000003
Zinc_treatment:PA_Zn:3,6.1104125799,0.12950029300000002
Zinc_treatment:PA_Zn_wt:1,0.1960195857,0.07067780600000001
Zinc_treatment:PA_Zn_wt:2,-0.1960195857,-0.07067780600000001
Paeru_PRECISE:CAMHB_wt:1,-5.1461222952,-0.160468828
Paeru_PRECISE:CAMHB_wt:2,-5.6654808764,-0.445308721
Paeru_PRECISE:CAMHB_wt:3,-5.8222530971,-0.332082136
Paeru_PRECISE:CAMHB_wt:4,-6.9612759721,-0.382030076
Paeru_PRECISE:M9glucAA_Pqt10:1,-5.6188257645,0.090297314
Paeru_PRECISE:M9glucAA_Pqt10:2,-5.301709976,0.229788613
Paeru_PRECISE:M9glucAA_Pqt:1,-6.7837415634,0.21135601
Paeru_PRECISE:M9glucAA_Pqt:2,-5.4695211677,0.06535036200000001
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-8.049510823,0.147909607
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-7.3906088383,0.17593345800000001
Paeru_PRECISE:M9glucAA_NaCl:1,-6.7069146937,-0.363927834
Paeru_PRECISE:M9glucAA_NaCl:2,-7.7371517335,-0.289107222
Paeru_PRECISE:M9glucAA_NaCl:3,-7.1942215692,-0.565295662
Paeru_PRECISE:CAMHB_wt:5,-5.3413984152000005,-0.271605187
Paeru_PRECISE:CAMHB_wt:6,-5.9515186743,-0.169467424
Paeru_PRECISE:LB_wt:1,-6.8813440513,-1.107285162
Paeru_PRECISE:LB_wt:2,-6.7842310721,-0.9458064850000001
Paeru_PRECISE:M9glucAA_wt:1,1.0116020589,-0.045693567000000004
Paeru_PRECISE:M9glucAA_wt:2,-1.0116020589,0.045693567000000004
Paeru_PRECISE:M9glucAA_lowpH:1,-10.6393602224,-0.196991608
Paeru_PRECISE:M9glucAA_lowpH:2,-11.287566748,-0.300697765
Paeru_PRECISE:M9glucAA_DPD:1,-5.7930103484,0.325036786
Paeru_PRECISE:M9glucAA_DPD:2,-2.7799808867999998,0.382540778
Paeru_PRECISE:M9sucAA_wt:1,-13.7069503009,-0.836201496
Paeru_PRECISE:M9sucAA_wt:2,-9.4697877579,-0.167571142
Paeru_PRECISE:M9glucAA_NaCl:4,-7.3926702708,-0.238850155
Paeru_PRECISE:M9glucAA_NaCl:5,-8.0124216266,-0.18010231200000001
Paeru_PRECISE:M9sucAA_wt:3,-13.1598684572,-0.310569653
Paeru_PRECISE:M9sucAA_wt:4,-13.0136413001,-0.273063903
Paeru_PRECISE:R10LB_wt:1,-6.6587029538,-0.24539185200000002
Paeru_PRECISE:M9glucAA_NaCl:6,-6.3380005635,-0.037563166
Paeru_PRECISE:M9glucAA_NaCl:7,-6.7021205297,-0.007569664
Paeru_PRECISE:M9fructAA_wt:1,0.0152540444,0.051450915
Paeru_PRECISE:M9fructAA_wt:2,-0.016713838800000002,0.12079300100000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,1.447765095,0.308894561
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.8486497385,0.241404369
Paeru_PRECISE:M9pyruvAA_wt:1,-11.0724439546,-0.346416229
Paeru_PRECISE:M9pyruvAA_wt:2,-4.8324518660999995,0.024201815
Paeru_PRECISE:M9fructAA_wt:3,-1.2247353999000001,0.124145085
Paeru_PRECISE:M9fructAA_wt:4,-1.1651151657,-0.023538706000000003
Paeru_PRECISE:M9GlcNAcAA_wt:3,1.6434348126,-0.033334249
Paeru_PRECISE:M9GlcNAcAA_wt:4,-3.2973167075,-0.06067257
Paeru_PRECISE:M9glycAA_wt:1,-5.3798457853,-0.067507175
Paeru_PRECISE:M9glycAA_wt:2,-4.4111638569,-0.045420601000000005
Paeru_PRECISE:M9pyruvAA_wt:3,-5.8467625116,-0.381625782
Paeru_PRECISE:CAMHB_wt:7,-4.4512636509,-0.100479524
Paeru_PRECISE:CAMHB_wt:8,-4.3744117141,-0.02201034
Paeru_PRECISE:R10LB_wt:2,-8.0293426786,-0.11221149300000001
Paeru_PRECISE:R10LB_wt:3,-6.6846106402,-0.338001468
Paeru_PRECISE:R10LB_wt:4,-6.3514545608,-0.12237218400000001
Paeru_PRECISE:R10LB_wt:5,-2.3091232233,-0.36590809999999996
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-1.4957987635,0.297149266
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-1.1520610203000001,0.341318485
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,2.1140927989,0.203575259
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,1.8033556842,0.129925641
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-1.7759846299,0.061191831
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-3.2152135345,0.24029730100000002
Paeru_PRECISE:M9sucAA_wt:5,-15.3707655311,-0.049696191
Paeru_PRECISE:M9sucAA_wt:6,-15.9912064149,-0.130044127
Paeru_PRECISE:R10LB_wt:6,-7.9453435887,-0.10622402600000001
Paeru_PRECISE:R10LB_wt:7,-6.3097947789,-0.017998691
Paeru_PRECISE:LB_wt:3,-11.7037304453,-0.053341368
Paeru_PRECISE:LB_wt:4,-12.0147884773,-0.029973585
Paeru_PRECISE:R10LB_NaCl:1,-4.3772708749,-0.36392434700000004
Paeru_PRECISE:R10LB_NaCl:2,-1.1655869609,-0.363681038
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-14.9036231616,0.030535266000000002
Paeru_PRECISE:M9glucAA_Zn:1,-8.737607268,-1.071326221
Paeru_PRECISE:M9glucAA_Cu:1,-7.127255978,1.6395575180000002
Paeru_PRECISE:M9glucAA_NaOCl:1,-8.0400544874,0.589577778
Paeru_PRECISE:M9GlcNAcAA_8:1,-11.3880170658,0.646416659
Paeru_PRECISE:M9GlcNAcAA_8:2,-10.8999727179,0.36689113900000003
Paeru_PRECISE:M9GlcNAcAA_4:1,-0.4345122691,0.56324532
Paeru_PRECISE:M9GlcNAcAA_4:2,-10.2319191392,0.619211444
Paeru_PRECISE:M9GlcNAcAA_2:1,0.6969138685,0.219582415
Paeru_PRECISE:M9GlcNAcAA_2:2,-3.5236554136000002,0.5388029480000001
Paeru_PRECISE:M9GlcNAcAA_1:1,2.1126665711,0.17414638300000002
Paeru_PRECISE:M9GlcNAcAA_1:2,-2.3944932675,0.385164734
Paeru_PRECISE:M9glucAA_NaOCl:2,-5.1466476731,0.40531666400000005
Paeru_PRECISE:M9glucAA_Cu:2,-8.9673248992,1.4973138160000001
Paeru_PRECISE:M9glucAA_Fe:1,-13.4861182389,0.095217096
Paeru_PRECISE:M9glucAA_Fe:2,-13.5819774052,0.0361552
Paeru_PRECISE:M9glucAA_Zn:2,-14.6726369315,0.07376747800000001
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-14.0624580471,0.008667669000000001
Paeru_PRECISE:CAMHB_Mec:1,-5.9482675141,-0.122100676
Paeru_PRECISE:CAMHB_Mec:2,-7.2652101545,-0.37438370600000004
Paeru_PRECISE:CAMHB_Azt:1,-5.3206411705,-1.69230107
Paeru_PRECISE:CAMHB_Azt:2,-4.7931936187,-1.701072227
Paeru_PRECISE:CAMHB_Pip:1,-3.9084542939,0.5700474010000001
Paeru_PRECISE:CAMHB_Pip:2,-4.8117557054999995,0.581465122
Paeru_PRECISE:CAMHB_Ceft:1,-3.9356479179,-0.246466132
Paeru_PRECISE:CAMHB_Ceft:2,-3.9698302636,0.40245427
Paeru_PRECISE:CAMHB_Ceft:3,-3.4043736136,-0.037619812
Paeru_PRECISE:CAMHB_Ceft:4,-3.3851112054,0.420797268
Paeru_PRECISE:M9glucAA_Ceft:1,-2.4696200609,0.46901567200000005
Paeru_PRECISE:M9glucAA_Ceft:2,-0.2119786707,-0.09557322700000001
Paeru_PRECISE:M9glucAA_Gent:1,-11.8120054802,0.391240223
Paeru_PRECISE:M9glucAA_Gent:2,-11.7288031639,0.7328262980000001
Paeru_PRECISE:M9glucAA_Pip:1,-11.9164832552,0.614859433
Paeru_PRECISE:M9glucAA_Pip:2,-12.7600500986,0.524577162
Paeru_PRECISE:M9glucAA_Azt:1,-8.5663631407,-1.5143948470000002
Paeru_PRECISE:M9glucAA_Azt:2,-7.3907931896,-1.5684964479999999
Paeru_PRECISE:CAMHB_Mero:1,-5.2417568097,0.076355558
Paeru_PRECISE:CAMHB_Mero:2,-4.8201062139,-0.024472583000000003
Paeru_PRECISE:CAMHB_Tet:1,-3.4024487484,-1.404787358
Paeru_PRECISE:CAMHB_Tet:2,-3.5387065957,-1.788203844
Paeru_PRECISE:R10LB_Gent:1,-8.6576357877,-0.05352355
Paeru_PRECISE:R10LB_Ceft:1,-6.3147579832,-0.12980786
Paeru_PRECISE:R10LB_Ceft:2,-5.2082456456,-0.113454939
Paeru_PRECISE:CAMHB_Biofilm:1,-3.6417018547,-0.37548205900000003
Paeru_PRECISE:CAMHB_Biofilm:2,-3.3874272869,-0.21494205900000002
Paeru_PRECISE:M9glucAA_Biofilm:1,-9.428664054,-0.357639248
Paeru_PRECISE:M9glucAA_Biofilm:2,-10.5444873023,-0.8302490290000001
Paeru_PRECISE:R10LB_Gent:2,-6.7158123555,-0.18768742100000002
Paeru_PRECISE:R10LB_Pip:1,-4.1158295533,-0.209950716
Paeru_PRECISE:R10LB_Pip:2,-0.8325956823,-0.344797944
Paeru_PRECISE:R10LB_Mec:1,-6.0892386664,-0.175963154
Paeru_PRECISE:R10LB_Mec:2,-4.5305133801,-0.296271116
Paeru_PRECISE:CAMHB_Azt:3,-1.3207996329,-1.133879462
Paeru_PRECISE:CAMHB_Azt:4,-4.6322177673,-1.101560341
Paeru_PRECISE:CAMHB_Biofilm:3,-3.6924816089,-0.476089857
Paeru_PRECISE:CAMHB_Biofilm:4,-5.7766281249,-0.504057168
Paeru_PRECISE:M9glucAA_Biofilm:3,-10.717256868,-0.446179093
Paeru_PRECISE:M9glucAA_Biofilm:4,-10.7370409289,-0.644460918
Paeru_PRECISE:R10LB_Mero:1,2.7781573178,-0.125443716
Paeru_PRECISE:R10LB_Mero:2,2.4789299241,-0.259225044
Paeru_PRECISE:LB_Cam:1,-15.7878701555,-0.41383895
Paeru_PRECISE:LB_Cam:2,-15.6475732344,-0.48321305600000003
Paeru_PRECISE:CAMHB_Ceft:5,-3.713086956,-0.005513014
Paeru_PRECISE:CAMHB_Cip:1,-4.8928016648,0.078850237
Paeru_PRECISE:CAMHB_Cip:2,-6.1687782817,0.22278842100000001
ampC_mutation:PA_Cef_taz_wt:1,-0.8821107854,0.33474821
ampC_mutation:PA_mutS_Cef_taz:1,-1.5587639027,0.045777013000000005
ampC_mutation:PA_mutS:1,0.6302511018,0.179818461
ampC_mutation:PA_mutS:2,0.5188700030000001,-0.860254095
ampC_mutation:PA_mutS:3,0.5350484966,0.49819972300000004
ampC_mutation:PA_Cef_taz_wt:2,0.8821107854,-0.33474821
ampC_mutation:PA_mutS_Cef_taz:2,-1.3453216516,0.141659972
ampC_mutation:PA_mutS:4,-0.6054768657,0.20416172800000001
ampC_mutation:PA_mutS:5,-1.2772182509,-1.500252868
ampC_mutation:PA_mutS:6,0.5871261479000001,0.23132158
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,3.1425132225,-0.048881051
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,1.3680553332,0.162263511
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,1.7461338767,0.273878037
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,1.5213722386000001,0.09649170800000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,5.3158267758,0.283180892
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,5.7017457059000005,0.593116441
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-3.9754980939,0.0133951
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,3.9754980939,-0.0133951
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,10.1484850595,-1.42784902
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,9.5847781889,-1.116440283
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,9.5628025342,-0.659746413
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,8.4262518903,-0.6840626360000001
cysB_mutant:PAO1HH_wt:1,0.0561309714,0.043749096
cysB_mutant:PAO1HH_wt:2,-0.0561309714,-0.043749096
cysB_mutant:cysBHH:1,4.2525375541,0.5696657900000001
cysB_mutant:cysBHH:2,3.845655914,0.42119698
cysB_mutant:cysBHH:3,4.4023004217,0.747740308
ersA_knockout:delersA:1,-2.3963063771,-0.018734279
ersA_knockout:delersA:2,-6.9809980463,-0.11642776
ersA_knockout:wt_BHI:1,0.3503729887,0.121735459
ersA_knockout:wt_BHI:2,-0.3503729887,-0.121735459
gcsR_mutant:PAO1_rep_wt:1,-0.0358375965,-0.017905939000000003
gcsR_mutant:PAO1_rep_wt:2,0.0358375965,0.017905939000000003
gcsR_mutant:GcsR_rep:1,-1.3564589852,0.11278075300000001
gcsR_mutant:GcsR_rep:2,-0.4122899065,0.10017355200000001
mexZ_knockout:del_mexZ:1,1.9322170903,0.09078293500000001
mexZ_knockout:del_mexZ:2,0.1528123569,-0.100413551
