,A,EsrC
Catabolise_Nucleic_Acids:DNA_1:3,0.663150177,-0.058671281000000006
Catabolite_repression:del_hfq_crc_wt:1,-0.3321997772,0.08330955500000001
Catabolite_repression:del_hfq_crc_wt:2,0.3321997772,-0.08330955500000001
Catabolite_repression:delHfq:1,-0.44571106390000004,1.408233319
Catabolite_repression:delHfq:2,0.2093732828,1.5353783650000001
Catabolite_repression:deldcrc:1,0.9331364487,2.682370606
Catabolite_repression:deldcrc:2,2.1106713623,3.022602731
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.2591690418,0.185751051
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.33115976880000003,0.125747565
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.071990727,-0.31149861700000003
Diallyl_disulphide_treatment:PAO1_DDS:1,18.3667392287,4.443186341
Diallyl_disulphide_treatment:PAO1_DDS:2,19.0146305675,4.440454339
Diallyl_disulphide_treatment:PAO1_DDS:3,18.0099275753,4.328515494
Dispersed_cells:PAO1_dispersed_wt:1,0.1559776711,0.125340697
Dispersed_cells:PAO1_dispersed_wt:2,-0.1559776711,-0.125340697
Dispersed_cells:PyhjH_dispersed:1,-1.859063536,0.11356038600000001
Dispersed_cells:PyhjH_dispersed:2,0.06880986700000001,1.133890563
Dispersed_cells:PA01_Planktonic:1,-0.2944558541,-3.317888771
Dispersed_cells:PA01_Planktonic:2,0.6324964139,-2.5393833690000003
Dispersed_cells:PAO1_Biofilm:1,1.3701105023,-0.575642615
Dispersed_cells:PAO1_Biofilm:2,-0.8749551876,-0.009099704
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,1.1252802152,0.703043241
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,1.353700889,0.224812949
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,1.5445803449,0.348701431
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.40227864490000004,0.329152504
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.0266043047,0.043789881
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.4288829497,-0.37294238500000004
Farnesol_treatment:RNA of 0-1F_L:1,0.4856328391,0.40184360700000005
Farnesol_treatment:RNA of 0-1F_L:2,-0.0651357779,0.176975457
Farnesol_treatment:RNA of 0-1F_L:3,-0.4204970612,-0.5788190630000001
Farnesol_treatment:RNA of 6-F_L1:1,1.9194551524,2.246659251
Farnesol_treatment:RNA of 6-F_L1:2,1.5038916274,1.911385657
Farnesol_treatment:RNA of 6-F_L1:3,2.3104533381,2.087001955
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.8916664921,-0.501217119
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.8916664921,0.501217119
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.23816604830000002,-0.704103767
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-1.5949989134,-0.039358245
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-1.3716737853,-0.9148150540000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.7653886515,0.215517177
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,1.5381374929,1.460019776
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.2200357454,-0.33930953
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,2.3570981822,1.038607408
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-0.296939396,0.353243431
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.1971441229,-0.12739840800000002
HapZ_SagS_mutant:delHapZp:1,-0.4814459084,0.22703076100000003
HapZ_SagS_mutant:delHapZp:2,-0.3555673943,0.27260557900000004
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.7522858714,0.5766430370000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.5551417485,-0.449244629
HapZ_SagS_mutants:delHApZ:1,0.2983644687,-0.436968679
HapZ_SagS_mutants:delHApZ:2,1.2058903433000001,0.32720017900000004
HapZ_SagS_mutants:delHApZ:3,0.8755203956000001,-0.066132944
HapZ_SagS_mutants:delSagS:1,1.4625783463,0.550935379
HapZ_SagS_mutants:delSagS:2,0.8343563815,0.054035488000000007
HapZ_SagS_mutants:delSagS:3,2.1730616687,1.422799361
HapZ_SagS_mutants:delHapZp:3,-0.1245432892,0.168138524
Lung_infection_transcriptome:PA01_LS1:1,-0.2709446298,1.348082758
Lung_infection_transcriptome:PA01_LS1:2,-0.5782379916,1.091223177
Lung_infection_transcriptome:PA01_CS1:1,-0.3557445316,0.123357537
Lung_infection_transcriptome:PA01_CS1:2,0.3557445316,-0.123357537
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,2.1228524869,-0.18684312
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-2.1228524869,0.18684312
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-0.7584370646,0.17236494
Metabolic_fitness_plasmid:PAO1_pAKD1:2,1.1420123125,0.865728751
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-1.5822845947,-0.848321207
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-1.1631630887,0.332943323
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,1.1253801126,0.18899886400000002
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,0.8711503588,0.496152984
Metabolic_fitness_plasmid:PAO1_pBS228:1,0.1148424212,-0.623450621
Metabolic_fitness_plasmid:PAO1_pBS228:2,0.1782967101,0.504417805
Metabolic_fitness_plasmid:PAO1_RmS149:1,0.25106588490000004,0.45805983400000005
Metabolic_fitness_plasmid:PAO1_RmS149:2,-0.0437137835,-0.48580497
Mucin_glycans:ABTGC:1,0.4750303292,0.352155639
Mucin_glycans:ABTGC:2,-0.10758455160000001,0.5985118770000001
Mucin_glycans:ABTGC:3,0.5767168960000001,-0.478021089
Mucin_glycans:ABTGC:4,0.09904863230000001,-0.12123099200000001
Mucin_glycans:ABTGC:5,-1.0432113059,-0.351415436
Mucin_glycans:MUC5B:1,3.8653816031,1.227153163
Mucin_glycans:MUC5B:2,3.3249854273,1.6243581470000001
Mucin_glycans:Glycans:1,0.8583327383,0.8536974620000001
Mucin_glycans:Glycans:2,0.3701979007,1.420982953
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,2.9812144698000003,0.5574545630000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,2.6872258187,0.185509466
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,5.6189553449,1.015825842
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,10.7659245035,1.758542053
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,9.7817570277,1.803120346
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,10.7842832248,2.093158128
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-0.3438406973,-0.35824752600000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,0.146939954,-0.235539973
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-0.2591382444,-0.273311862
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,0.9487069313000001,0.42567632400000005
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,0.1503318378,0.20062158300000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-0.6429997814,0.24080145300000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.0565482526,-0.266775317
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.0565482526,0.266775317
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,2.4310462026,0.308986509
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,2.7484133738,-0.012875725000000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.40634564310000004,-0.380463147
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.21978888900000002,-0.018465272
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,0.0767074541,-0.17594642800000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-0.5757797637000001,-0.228542341
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-1.0434684327000001,-0.102559935
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-0.443436278,0.040011496
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.2303517958,-0.12344661500000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.0024864151,-0.051444513000000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.2134161105,-0.083168647
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.014449270200000001,0.258059774
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,9.5435272536,3.45908634
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,9.5178746144,3.519329395
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.21880323340000002,-0.037427132
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.0011918127,0.034580254000000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.2176114208,0.002846878
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,1.8309746151000001,1.11563504
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,1.2826818699,0.9338810980000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,3.2678014911,0.621196351
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,1.8024741878000001,-0.20510297700000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-1.4213373275,-0.9655994450000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.9022682019,-0.598635676
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.7900509556,-0.48528101700000004
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,4.7280389477,0.791148292
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,4.4982527003,0.88884297
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,5.2214929205,1.085523662
Rosmarinic_acid:PAO1-100UMRA:1,-0.1678749739,-1.197534003
Rosmarinic_acid:PAO1-100UMRA:2,0.08437724960000001,-1.1414456689999999
Rosmarinic_acid:PAO1_DMSO_Control:1,0.49492050600000004,0.458227867
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.786714424,-0.6621165280000001
Rosmarinic_acid:PAO1_DMSO_Control:3,0.29179391800000004,0.20388866
Testosterone_treatment:Testosterone_Control:1,-1.3840589738,-0.703480337
Testosterone_treatment:Testosterone_Control:2,1.3840589738,0.703480337
Testosterone_treatment:Testosterone_2.5:1,1.8725087346,-0.7663539810000001
Testosterone_treatment:Testosterone_2.5:2,2.1095356258,1.17530017
Tf_toxin_expression:PAO1_WT:1,0.23368385,0.6266681350000001
Tf_toxin_expression:PAO1_WT:2,-0.23368385,-0.6266681350000001
Tf_toxin_expression:PAO1_derfA:1,-0.0039922296,0.356146528
Tf_toxin_expression:PAO1_derfA:2,0.8605936110000001,0.7175084700000001
Zinc_treatment:PA_Zn:1,4.8390417054,1.351727259
Zinc_treatment:PA_Zn:2,4.3611642475,0.604545957
Zinc_treatment:PA_Zn:3,4.7262975783000005,1.569354826
Zinc_treatment:PA_Zn_wt:1,0.0482243724,0.16740666
Zinc_treatment:PA_Zn_wt:2,-0.0482243724,-0.16740666
Paeru_PRECISE:CAMHB_wt:1,5.6119767452,1.6948205650000001
Paeru_PRECISE:CAMHB_wt:2,6.1844403795,1.71413122
Paeru_PRECISE:CAMHB_wt:3,5.7955730442,1.126609787
Paeru_PRECISE:CAMHB_wt:4,5.6988021991,1.3082115330000001
Paeru_PRECISE:M9glucAA_Pqt10:1,2.3975492299,1.119839027
Paeru_PRECISE:M9glucAA_Pqt10:2,0.7931015641,-1.133516038
Paeru_PRECISE:M9glucAA_Pqt:1,1.1238920679,-1.3330948070000002
Paeru_PRECISE:M9glucAA_Pqt:2,1.3426028331,-1.26057927
Paeru_PRECISE:M9glucAA_wo_Pqt:1,1.1131207899,-0.7615819110000001
Paeru_PRECISE:M9glucAA_wo_Pqt:2,1.6587720109,-0.70843996
Paeru_PRECISE:M9glucAA_NaCl:1,2.740125877,-1.5035388150000002
Paeru_PRECISE:M9glucAA_NaCl:2,4.2392274832,-0.27997097
Paeru_PRECISE:M9glucAA_NaCl:3,3.5169850049,-1.563677341
Paeru_PRECISE:CAMHB_wt:5,5.1354092939000004,1.264406645
Paeru_PRECISE:CAMHB_wt:6,4.5956895631,1.127119809
Paeru_PRECISE:LB_wt:1,2.7115796871,-0.9582842020000001
Paeru_PRECISE:LB_wt:2,3.3532596766,-0.162417106
Paeru_PRECISE:M9glucAA_wt:1,-0.9672004499,-0.331234689
Paeru_PRECISE:M9glucAA_wt:2,0.9672004499,0.331234689
Paeru_PRECISE:M9glucAA_lowpH:1,0.8535055667,0.304890584
Paeru_PRECISE:M9glucAA_lowpH:2,0.3666004384,-0.300135062
Paeru_PRECISE:M9glucAA_DPD:1,2.7956745468,0.6591873920000001
Paeru_PRECISE:M9glucAA_DPD:2,2.9638032365,0.816944536
Paeru_PRECISE:M9sucAA_wt:1,2.4280947437,-1.930705739
Paeru_PRECISE:M9sucAA_wt:2,3.0169184927,0.9321297390000001
Paeru_PRECISE:M9glucAA_NaCl:4,2.7957362329,-1.451752549
Paeru_PRECISE:M9glucAA_NaCl:5,3.3352155397,-0.33030037900000003
Paeru_PRECISE:M9sucAA_wt:3,2.2093796415,0.259011894
Paeru_PRECISE:M9sucAA_wt:4,2.7511835249,0.278456539
Paeru_PRECISE:R10LB_wt:1,2.1252707514,0.27046753300000004
Paeru_PRECISE:M9glucAA_NaCl:6,3.0824755327,0.356714874
Paeru_PRECISE:M9glucAA_NaCl:7,3.3573202761,0.289749874
Paeru_PRECISE:M9fructAA_wt:1,-0.259515117,-0.25026342700000004
Paeru_PRECISE:M9fructAA_wt:2,0.3002660156,-0.227322505
Paeru_PRECISE:M9GlcNAcAA_wt:1,1.2082095568,1.785318584
Paeru_PRECISE:M9GlcNAcAA_wt:2,1.0532131435,1.866686384
Paeru_PRECISE:M9pyruvAA_wt:1,2.3185910585,0.040149107
Paeru_PRECISE:M9pyruvAA_wt:2,0.16659530590000002,-0.18708264800000002
Paeru_PRECISE:M9fructAA_wt:3,0.3914428244,-0.227935259
Paeru_PRECISE:M9fructAA_wt:4,-1.0829216678,-1.0762352960000001
Paeru_PRECISE:M9GlcNAcAA_wt:3,0.2008319411,-0.411426283
Paeru_PRECISE:M9GlcNAcAA_wt:4,1.9716125073000001,-0.515068141
Paeru_PRECISE:M9glycAA_wt:1,1.3496483339,-1.174673195
Paeru_PRECISE:M9glycAA_wt:2,0.1003272749,-1.457921921
Paeru_PRECISE:M9pyruvAA_wt:3,0.9069198709,-1.9609135100000001
Paeru_PRECISE:CAMHB_wt:7,5.9815643527999995,1.909419691
Paeru_PRECISE:CAMHB_wt:8,5.7863051411,2.290836333
Paeru_PRECISE:R10LB_wt:2,2.5022564654,0.36819297100000004
Paeru_PRECISE:R10LB_wt:3,2.6044413361,0.452835276
Paeru_PRECISE:R10LB_wt:4,1.8014263638,1.620634526
Paeru_PRECISE:R10LB_wt:5,1.6600489589,0.8869368940000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-0.0977994549,-0.6555870930000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,0.3550857281,-0.023132545
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,0.7661241142,0.405074576
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,0.8917538346,-0.293988698
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-1.9500937531,-0.78154718
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-0.38128198480000003,-0.841823929
Paeru_PRECISE:M9sucAA_wt:5,-0.0087767807,-0.9735118500000001
Paeru_PRECISE:M9sucAA_wt:6,0.44035087710000004,-1.309403465
Paeru_PRECISE:R10LB_wt:6,2.9121089244,0.34937805
Paeru_PRECISE:R10LB_wt:7,2.9562170963,0.734124714
Paeru_PRECISE:LB_wt:3,0.6022816044,2.059672001
Paeru_PRECISE:LB_wt:4,2.5997067231,2.166338792
Paeru_PRECISE:R10LB_NaCl:1,3.6175644655,0.7508445720000001
Paeru_PRECISE:R10LB_NaCl:2,1.8641078448,-0.525367868
Paeru_PRECISE:M9glucAA_PAO1_wt:1,2.1658845769,-1.804281494
Paeru_PRECISE:M9glucAA_Zn:1,11.5108186241,2.65717758
Paeru_PRECISE:M9glucAA_Cu:1,2.0622817472,-0.024584301000000003
Paeru_PRECISE:M9glucAA_NaOCl:1,2.2682313559000002,0.912191504
Paeru_PRECISE:M9GlcNAcAA_8:1,0.4355806799,-1.5322634339999999
Paeru_PRECISE:M9GlcNAcAA_8:2,1.0923933348000001,0.184272767
Paeru_PRECISE:M9GlcNAcAA_4:1,0.33378627850000003,-0.24556978200000001
Paeru_PRECISE:M9GlcNAcAA_4:2,2.4538048974,-0.36909632000000003
Paeru_PRECISE:M9GlcNAcAA_2:1,-0.17779380050000002,0.187221825
Paeru_PRECISE:M9GlcNAcAA_2:2,0.16487279900000001,0.09138321
Paeru_PRECISE:M9GlcNAcAA_1:1,-1.0240945005,-2.700925313
Paeru_PRECISE:M9GlcNAcAA_1:2,0.0781091751,-0.712985274
Paeru_PRECISE:M9glucAA_NaOCl:2,2.1532751103,0.34254708700000003
Paeru_PRECISE:M9glucAA_Cu:2,-2.2858330273,0.25305842900000003
Paeru_PRECISE:M9glucAA_Fe:1,0.5206345089000001,-0.259731078
Paeru_PRECISE:M9glucAA_Fe:2,0.6822400474,0.726081254
Paeru_PRECISE:M9glucAA_Zn:2,0.0003864553,-1.128445469
Paeru_PRECISE:M9glucAA_PAO1_wt:2,0.4394921363,0.6516395500000001
Paeru_PRECISE:CAMHB_Mec:1,5.8772612726,1.192629621
Paeru_PRECISE:CAMHB_Mec:2,6.4167982066,1.264873028
Paeru_PRECISE:CAMHB_Azt:1,10.3648972495,1.429752836
Paeru_PRECISE:CAMHB_Azt:2,9.4656606447,1.219802687
Paeru_PRECISE:CAMHB_Pip:1,2.2738259619,0.8404665320000001
Paeru_PRECISE:CAMHB_Pip:2,1.3507528543,0.21836390900000002
Paeru_PRECISE:CAMHB_Ceft:1,7.2613218212,1.94611259
Paeru_PRECISE:CAMHB_Ceft:2,2.9355717151,0.6435289240000001
Paeru_PRECISE:CAMHB_Ceft:3,6.5704838039,2.054175667
Paeru_PRECISE:CAMHB_Ceft:4,2.286984317,1.391821601
Paeru_PRECISE:M9glucAA_Ceft:1,0.5532284586,-0.218911076
Paeru_PRECISE:M9glucAA_Ceft:2,1.206022456,0.6608817450000001
Paeru_PRECISE:M9glucAA_Gent:1,2.0364469681,0.9586892530000001
Paeru_PRECISE:M9glucAA_Gent:2,2.7684444562,1.61504601
Paeru_PRECISE:M9glucAA_Pip:1,0.8226882929,0.796964478
Paeru_PRECISE:M9glucAA_Pip:2,2.3727801438,1.748984084
Paeru_PRECISE:M9glucAA_Azt:1,8.7902645678,1.472965054
Paeru_PRECISE:M9glucAA_Azt:2,7.6960517535,0.5873438480000001
Paeru_PRECISE:CAMHB_Mero:1,6.6183503741,2.075385493
Paeru_PRECISE:CAMHB_Mero:2,6.1750066041,2.007878265
Paeru_PRECISE:CAMHB_Tet:1,10.1064600256,1.704098626
Paeru_PRECISE:CAMHB_Tet:2,8.9127012088,1.406354677
Paeru_PRECISE:R10LB_Gent:1,2.3431603106,0.5172437590000001
Paeru_PRECISE:R10LB_Ceft:1,1.9724966937000001,-0.794665068
Paeru_PRECISE:R10LB_Ceft:2,2.5725296223000003,-0.14832312
Paeru_PRECISE:CAMHB_Biofilm:1,7.6494382393,2.314696817
Paeru_PRECISE:CAMHB_Biofilm:2,6.5593154135,1.9977601150000002
Paeru_PRECISE:M9glucAA_Biofilm:1,4.1878628372,1.103351427
Paeru_PRECISE:M9glucAA_Biofilm:2,3.700104467,0.27848447400000004
Paeru_PRECISE:R10LB_Gent:2,3.5424164454,1.081704837
Paeru_PRECISE:R10LB_Pip:1,3.6718967223,0.324992846
Paeru_PRECISE:R10LB_Pip:2,4.6737139153000005,0.992831678
Paeru_PRECISE:R10LB_Mec:1,3.1018408071,1.284278306
Paeru_PRECISE:R10LB_Mec:2,2.5103617784,1.263837109
Paeru_PRECISE:CAMHB_Azt:3,5.5345022967,0.673158853
Paeru_PRECISE:CAMHB_Azt:4,5.0675490988,0.791973907
Paeru_PRECISE:CAMHB_Biofilm:3,3.18139712,1.12313632
Paeru_PRECISE:CAMHB_Biofilm:4,3.6264480381,0.331652597
Paeru_PRECISE:M9glucAA_Biofilm:3,0.4981195833,-1.086088134
Paeru_PRECISE:M9glucAA_Biofilm:4,0.4505279635,-1.502343857
Paeru_PRECISE:R10LB_Mero:1,5.3929512688,1.4829301
Paeru_PRECISE:R10LB_Mero:2,6.2139485777,1.691262827
Paeru_PRECISE:LB_Cam:1,7.0969910259,3.921242801
Paeru_PRECISE:LB_Cam:2,7.4409303025,4.2274200650000004
Paeru_PRECISE:CAMHB_Ceft:5,7.7235854689,1.761627054
Paeru_PRECISE:CAMHB_Cip:1,6.1764438578,1.8089001310000001
Paeru_PRECISE:CAMHB_Cip:2,5.8118864691,1.463368951
ampC_mutation:PA_Cef_taz_wt:1,-0.2498950687,0.618584561
ampC_mutation:PA_mutS_Cef_taz:1,-1.1991920851,-0.315891499
ampC_mutation:PA_mutS:1,-0.9378288854000001,1.449611684
ampC_mutation:PA_mutS:2,3.5002623423,0.7774847450000001
ampC_mutation:PA_mutS:3,-1.808994254,0.9543720090000001
ampC_mutation:PA_Cef_taz_wt:2,0.2498950687,-0.618584561
ampC_mutation:PA_mutS_Cef_taz:2,-2.2103051701,0.757784808
ampC_mutation:PA_mutS:4,-2.2267120485,0.9398349130000001
ampC_mutation:PA_mutS:5,3.7492200012,-0.054132793000000005
ampC_mutation:PA_mutS:6,-2.5150272459,0.268964833
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-3.1209393516,0.938416114
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-2.1826146036,1.166924168
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-3.6320367560999998,-0.5675393940000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-1.167683513,0.9765468030000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-0.7936472787000001,1.213997323
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-0.8239121601,0.202900292
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.0520843,0.07172537300000001
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.0520843,-0.07172537300000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,4.9323968521,0.7139020220000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,4.9451721217,2.081821081
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,2.2698867391,3.451495755
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,1.6371660889,2.851310678
cysB_mutant:PAO1HH_wt:1,-0.5568039963,-0.087446336
cysB_mutant:PAO1HH_wt:2,0.5568039963,0.087446336
cysB_mutant:cysBHH:1,0.1994651816,-0.41884321100000005
cysB_mutant:cysBHH:2,-0.9879065744000001,-1.381779005
cysB_mutant:cysBHH:3,-0.5617148398,-1.303050625
ersA_knockout:delersA:1,-1.8141951175000002,-2.55072979
ersA_knockout:delersA:2,-1.1948233204,-1.9596250880000001
ersA_knockout:wt_BHI:1,0.3997348637,0.730542138
ersA_knockout:wt_BHI:2,-0.3997348637,-0.730542138
gcsR_mutant:PAO1_rep_wt:1,-0.0894502605,0.02902021
gcsR_mutant:PAO1_rep_wt:2,0.0894502605,-0.02902021
gcsR_mutant:GcsR_rep:1,0.20704300450000002,-0.030226166000000002
gcsR_mutant:GcsR_rep:2,-0.0739601864,0.089570706
mexZ_knockout:del_mexZ:1,0.3978101901,-1.018977644
mexZ_knockout:del_mexZ:2,0.4059981312,-0.24780258200000002
mexZ_knockout:del_mexZ:3,0.3342318837,-0.29996789900000004
mexZ_knockout:wt_LB:1,0.9459928166,0.9349808740000001
mexZ_knockout:wt_LB:2,-0.2516964814,-0.598804466
mexZ_knockout:wt_LB:3,-0.6942963352,-0.336176407
