,A,Rv2621c
biofilm:planktonic:2,0.1150241703,0.0057442709
btz043:0_days_.006:1,-0.0071324335,-0.0855714762
btz043:0_days_.006:2,-0.1770965023,-0.1667864514
btz043:0_days_.006:3,-0.15824511,0.0186569265
btz043:0_days_control:1,0.0334492538,-0.115898502
btz043:0_days_control:2,-0.10411907540000001,0.0506574558
btz043:0_days_control:3,0.0706698216,0.0652410462
btz043:1_days_.006:1,5.5360019709,1.065206997
btz043:1_days_.006:2,6.0458807075,1.2366497183
btz043:1_days_.006:3,5.8746536063,1.0889377431
btz043:1_days_.006:4,5.5743216073,0.7317290934
btz043:1_days_control:1,3.9686461178,0.6007918294
btz043:1_days_control:2,4.3668015624,0.3937652039
btz043:1_days_control:3,4.0629843807,0.5762528161
btz043:1_days_control:4,4.4378845559,0.6521712552000001
clarithromycin:1_days_control:1,0.2215100364,0.12344596390000001
clarithromycin:1_days_control:2,-0.41321348150000003,-0.0730531412
clarithromycin:1_days_control:3,0.191703445,-0.0503928228
cnpB:del:1,2.1922710739,-0.028451615700000002
cnpB:del:2,0.8032881409,0.23235794980000002
cnpB:del:3,1.0995152446,-0.2850848783
cnpB:wt:1,0.5134680753,-0.5206804303
cnpB:wt:2,-0.7782845883,0.2572110513
cnpB:wt:3,0.26481651300000003,0.263469379
csoR:ko:1,3.4046833989,2.2185917945
csoR:ko:2,3.2758915731,0.5713489634000001
csoR:wt:1,0.36709282590000003,-0.4416250862
csoR:wt:2,-0.36709282590000003,0.4416250862
dap:0_days_25:1,-1.1013927629,-0.07845615310000001
dap:0_days_25:2,-0.9089478243,0.008818197100000001
dap:0_days_25:3,-1.1640667918,-0.0015735671000000001
dap:0_days_25:4,-1.0667854615,-0.0012093229
dap:0_days_control:1,0.0606231242,0.059143096400000005
dap:0_days_control:2,0.1890169414,0.10269982400000001
dap:0_days_control:3,-0.2144541415,-0.2628096016
dap:0_days_control:4,-0.0351859241,0.1009666812
dap:1_days_25:1,2.5765369254,-0.30996689580000003
dap:1_days_25:2,2.6898733969,-0.5846783529
dap:1_days_25:3,2.8629210973,-0.45056244780000004
dap:1_days_25:4,3.1186887839,-0.2840962296
dap:1_days_control:1,4.1073210273,-0.0946681545
dap:1_days_control:2,3.8560666661000003,-0.0059330851
dap:1_days_control:3,3.6142952403,-0.08334743900000001
dap:1_days_control:4,3.5917372052000003,-0.0550161404
degradosome:mutant_rnj:1,-0.6876867239000001,-0.3220635388
degradosome:mutant_rnj:2,-0.7151012482,-0.33767194640000003
degradosome:mutant_rnj:3,0.16900962830000002,-0.35195610390000004
degradosome:PNPase_ko:1,3.8446504051,1.1007089089
degradosome:PNPase_ko:2,3.092008105,0.8422799216
degradosome:PNPase_ko:3,3.7934262443,1.1555146985
degradosome:Rnase_E_ko:1,3.015406717,-0.7870157445
degradosome:Rnase_E_ko:2,2.8172578967,-0.5859267853
degradosome:Rnase_E_ko:3,3.2651065667,-0.8667732728
degradosome:wt_cas9_ctrl:1,-0.9376192031,-0.9109002898
degradosome:wt_cas9_ctrl:2,0.1617930374,-0.7255722798
degradosome:wt_cas9_ctrl:3,-1.8631905015,-0.7476005563
degradosome:wt_expn:1,0.24301722950000001,0.0724008412
degradosome:wt_expn:2,-0.0738435862,0.0831004661
degradosome:wt_expn:3,-0.1691736433,-0.1555013073
delam:0_days_.09:1,-0.5013711928,-0.1118747212
delam:0_days_.09:2,-0.6433329351,-0.12780444030000002
delam:0_days_.09:3,-0.26085002560000004,-0.0694426117
delam:0_days_.09:4,-0.2104118506,0.0157203143
delam:0_days_control:1,-0.223302103,-0.040123716600000005
delam:0_days_control:2,0.5145737361,0.0927515107
delam:0_days_control:3,0.0969511229,0.14920656270000002
delam:0_days_control:4,-0.3882227559,-0.2018343567
delam:1_days_.09:1,-2.7766921963,-0.7214670832000001
delam:1_days_.09:2,-2.8717702517,-0.3905115461
delam:1_days_.09:3,-2.6760378196,-0.5315743946
delam:1_days_.09:4,-2.6930824897,-0.48365697300000005
delam:1_days_control:1,-2.3183790445,-0.3243052751
delam:1_days_control:2,-2.7096054176,-0.6449832427000001
delam:1_days_control:3,-2.3357805273,-0.6141999634
delam:1_days_control:4,-3.0536418909,-0.6258347038000001
dg_inh:both:1,0.7095235064000001,0.0646079739
dg_inh:both:2,0.8208814026,0.2338640072
dg_inh:both:3,0.642526924,0.1753235193
dg_inh:dg:1,0.7227088035,0.0871193494
dg_inh:dg:2,0.6060725277,-0.1414998191
dg_inh:dg:3,1.0219171938,0.2167264167
dg_inh:DMSO:1,0.056880260200000005,0.0407552613
dg_inh:DMSO:2,-0.07007911380000001,-0.0322010333
dg_inh:DMSO:3,0.013198853600000001,-0.008554228
dg_inh:inh:1,0.8409078627000001,0.2139233669
dg_inh:inh:2,0.9109996435000001,0.1530500093
dg_inh:inh:3,0.7110879830000001,0.0743068848
dormancy:dormant_20d_rifampicin:1,-1.1397134186,1.6162943322999999
dormancy:dormant_20d_rifampicin:2,-1.6908025474000001,1.6315742268
dormancy:dormant_20d_rifampicin:3,-1.8003042578000001,1.4519626725
dormancy:dormant_no_treatment:1,-1.0190963058,0.0329352142
dormancy:dormant_no_treatment:2,0.38965452770000003,0.1033693568
dormancy:dormant_no_treatment:3,0.6294417781,-0.1363045709
eccE1:control:1,0.0218287619,0.0069926064
eccE1:control:2,-0.0218287619,-0.0069926064
eccE1:delta_eccE1:1,0.1886417601,0.2703104857
eccE1:delta_eccE1:2,0.5401753625,0.11479319700000001
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.2983843385,-0.4047027754
eccE1:delta_eccE1_eccE1_HA_comp:2,0.0827196771,-0.041452475600000004
eccE1:delta_eccE1_empty_vector:1,0.5266914372,0.040650183900000005
eccE1:delta_eccE1_empty_vector:2,0.2645758199,-0.0518713117
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.1319159199,-0.2185913179
eccE1:delta_eccE1_myc_p1_HA_comp:2,-0.4637541757,-0.0832581879
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.4275653065,-0.0684727076
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.0306438526,-0.0608221407
emb:0_days_2.45:1,-0.0769077013,-0.4089411694
emb:0_days_2.45:2,0.7796362055,-0.19438166340000002
emb:0_days_2.45:3,0.2045206126,-0.5413001030000001
emb:0_days_2.45:4,0.4144116218,-0.092768663
emb:0_days_control:1,0.5238731631,0.0451861223
emb:0_days_control:2,0.32063317150000004,0.0200783605
emb:0_days_control:3,0.0107483532,-0.0436469029
emb:0_days_control:4,-0.8552546878,-0.02161758
emb:1_days_2.45:1,6.4700076263,0.338280623
emb:1_days_2.45:2,5.9358229787,0.4334976991
emb:1_days_2.45:3,6.011368736,0.45643523560000004
emb:1_days_2.45:4,6.4786158921,0.6274083567000001
emb:1_days_control:1,4.936421386,0.3681966568
emb:1_days_control:2,6.024959214,0.4127390738
emb:1_days_control:3,5.6977191658,0.7010049952
emb:1_days_control:4,5.1963721108,0.3878054898
espL:ko:1,0.0377528875,-0.24859965850000001
espL:ko:2,-0.3264833687,-0.05417298
espL:wt:1,-0.2345898531,0.0251470868
espL:wt:2,0.2345898531,-0.0251470868
esx_1:ko:1,-0.8059554058,-0.08048032470000001
esx_1:ko:2,1.0683166038,-0.0261983115
esx_1:wt:1,-0.9040953464,0.00020336300000000002
esx_1:wt:2,0.49198798260000004,-0.2455528197
esx_1:wt:3,0.4121073637,0.2453494567
genotoxic:control:1,-0.4575994848,0.0862536551
genotoxic:control:2,0.4575994848,-0.0862536551
genotoxic:growth_supplement:1,1.6210941835,0.2162449266
genotoxic:growth_supplement:2,0.4563817329,-0.11230004090000001
growth:tss_expnt:1,-5.6990027684,-0.6937589618000001
growth:tss_expnt:2,-4.3443349471,-0.4776209582
growth:tss_expnt:3,-6.1694167502,-0.6316554464
growth:tss_starved:1,-17.4454682002,-1.9375794816
growth:tss_starved:2,-19.4358446924,-1.8397132090000001
growth:tss_starved:3,-16.2650805634,-1.119465281
growth:wt_expn:1,0.0619509192,0.2388241696
growth:wt_expn:2,-0.6308568132,-0.1756419559
growth:wt_expn:3,0.568905894,-0.06318221360000001
hs2:treated:1,1.7976361642,-0.1206107599
hs2:treated:2,1.864766812,-0.17164824750000002
hs2:treated:3,1.5159418888,-0.0586569822
hs2:untreated:1,0.5550459289,-0.11118753640000001
hs2:untreated:2,0.2956211956,0.0404273896
hs2:untreated:3,-0.8506671245,0.0707601468
hypoxia:000h_.81_DO:1,0.7253773732000001,-0.2624691585
hypoxia:000h_.81_DO:2,0.42521044750000003,-0.2394471182
hypoxia:000h_.81_DO:3,-1.1505878207,0.5019162767
hypoxia:017h_.57_DO:1,-1.1047705054,0.31758572900000004
hypoxia:017h_.57_DO:2,-1.0543933741,-0.2801693716
hypoxia:017h_.57_DO:3,-0.6307312995000001,-0.5184374602
hypoxia:023h_.42_DO:1,-1.3685585359,-1.8488034651
hypoxia:023h_.42_DO:2,-3.1739561704,-0.5288224003
hypoxia:040h_.11_DO:1,-1.6545634900000001,-0.5551008131
hypoxia:040h_.11_DO:2,-2.6497934885000003,-0.2632515072
hypoxia:041h_.09_DO:1,-1.5428359621999999,-0.688815178
hypoxia:041h_.09_DO:2,-1.8681288655000001,-0.6975612939
hypoxia:041h_.09_DO:3,-2.5876654964,-1.0538325866
hypoxia:042h_.07_DO:1,-2.6531913171,-0.5163895043
hypoxia:042h_.07_DO:2,-2.514084558,-1.1289849492
hypoxia:043h_.06_DO:1,-2.2513682848,-0.7032901608000001
hypoxia:043h_.06_DO:2,-2.4696725667,-0.7252092953
hypoxia:043h_.06_DO:3,-2.866073782,-0.2399521195
hypoxia:044h_.04_DO:1,-3.1439965601,-0.45986966020000003
hypoxia:044h_.04_DO:2,-4.4786993745,-0.2531141861
hypoxia:044h_.04_DO:3,-3.5774688205,-0.4706844013
hypoxia:047h_0_DO:1,-4.1359449665,-0.2948937102
hypoxia:047h_0_DO:2,-5.288299017,-0.8475888017000001
hypoxia:047h_0_DO:3,-4.4755273317,-0.0429717364
hypoxia:049h_0_DO:1,-3.3720998929,-0.1617808759
hypoxia:049h_0_DO:2,-2.8831917555,-0.496387467
hypoxia:049h_0_DO:3,-3.9703967928,0.30713387200000003
hypoxia:050h_0_DO:1,-2.8297532893,0.3597396613
hypoxia:050h_0_DO:2,-2.7312956981000003,-0.5895919878
hypoxia:050h_0_DO:3,-2.0949754168,-0.7850082994
hypoxia:052h_0_DO:1,-1.8422129668,-0.1603120426
hypoxia:052h_0_DO:2,-1.4487312385,-0.1877414014
hypoxia:052h_0_DO:3,-2.66875486,0.15812508490000002
hypoxia:054h_0_DO:1,-1.3551196753,-0.3607061889
hypoxia:054h_0_DO:2,-2.3959164935,-0.1901818448
hypoxia:054h_0_DO:3,-2.972436836,-0.6751680836
hypoxia:054h_0_DO:4,-2.0934461511,-0.21221121750000002
hypoxia:054h_0_DO:5,-0.8138957997,0.1729502755
hypoxia:070h_0_DO:1,-0.9519650778000001,-0.23015947390000002
hypoxia:070h_0_DO:2,-0.5867201529,-0.08511934040000001
hypoxia:088h_0_DO:1,0.044756803500000004,0.08348600760000001
hypoxia:088h_0_DO:2,0.6761975026,-0.0384395437
hypoxia:114.5h_.04_DO:1,-3.0852100699,-0.4504690766
hypoxia:114.5h_.04_DO:2,-3.146946819,-0.1385329545
hypoxia:114.5h_.04_DO:3,-3.8748682315,-0.1592583358
hypoxia:115h_.06_DO:1,-3.0445075646,-0.4647395159
hypoxia:115h_.06_DO:2,-1.7723438241,-0.6690336520000001
hypoxia:115h_.06_DO:3,-2.4605211584,-0.4115882302
hypoxia:116h_.11_DO:1,-2.2181376994,-0.4157962712
hypoxia:116h_.11_DO:2,-1.5817585197000001,-0.3557509599
hypoxia:116h_.11_DO:3,-1.4528319223000001,-0.48390883030000004
hypoxia:120h_.47_DO:1,0.0990006612,-0.26483139510000003
hypoxia:120h_.47_DO:2,0.9547009869,-0.3645238726
hypoxia:120h_.47_DO:3,-0.5697286965,-0.4204827975
kinase:DMSO_0h_F:1,-5.7851520584,-0.5905374413000001
kinase:DMSO_0h_F:2,-5.781316484,-0.4855472642
kinase:DMSO_0h_F:3,-5.9369116631,-0.6368597161
kinase:DMSO_0h_H:1,1.1322214196,0.34627678630000003
kinase:DMSO_0h_H:2,0.6324643782,0.26982482750000003
kinase:DMSO_0h_H:3,-0.2717749598,0.1694564837
kinase:DMSO_0h_H:4,0.4544526083,0.0379156249
kinase:DMSO_0h_H:5,0.5829448792,0.2782540128
kinase:DMSO_0h_H:6,0.1765186571,0.1719883709
kinase:DMSO_0h_I:1,0.5428262437,0.1171480346
kinase:DMSO_0h_I:2,0.30056760050000003,-0.0757220785
kinase:DMSO_0h_I:3,-0.4292405858,-0.1373105197
kinase:DMSO_0h_I:4,0.5850704011,-0.0620491108
kinase:DMSO_0h_I:5,-1.1785955612,0.0332894773
kinase:DMSO_0h_I:6,0.1793719017,0.1246441972
kinase:pknD_T10_48h:1,-5.6534163036,-0.4885047691
kinase:pknD_T10_48h:2,-5.8476852286,-0.2399249511
kinase:pknD_T10_48h:3,-5.7078253428,-0.3560862993
kinase:pknL_T10_48h:1,-7.8726564515,-0.4156569801
kinase:pknL_T10_48h:2,-7.6380596266000005,-0.1679233387
kinase:pknL_T10_48h:3,-8.1332380964,-0.4023163772
kinase:pknL_T4_48h:1,-6.0912450485,1.2933918985
kinase:pknL_T4_48h:2,-6.6680025683,1.3482078767
kinase:pknL_T4_48h:3,-5.8889900607,1.5422495465
kinase:T10_12h_F:1,-4.8565135437,-0.1595213775
kinase:T10_12h_F:2,-4.9894604102,-0.4929784962
kinase:T10_12h_F:3,-4.9043358945,-0.0841327604
kinase:T10_12h_H:1,-4.3263607508,-1.4950775298
kinase:T10_12h_H:2,-4.262693361,-1.2679723587
kinase:T10_12h_H:3,-3.9462338352,-1.6394159818
kinase:T10_12h_I:1,-5.2689932324,-1.4308511327
kinase:T10_12h_I:2,-5.5719764027,-0.3514065099
kinase:T10_24h_F:1,-4.9210500023,-0.6338795085000001
kinase:T10_24h_F:2,-4.7979733507,-0.4199527502
kinase:T10_24h_F:3,-4.9691260507,-0.5594939114
kinase:T10_24h_H:1,-4.6531651479,-0.8583952515000001
kinase:T10_24h_H:2,-4.6391170307,-0.9651030132
kinase:T10_24h_H:3,-4.6979201976,-1.2190825958
kinase:T10_24h_I:1,-5.8792862716,-0.4108992234
kinase:T10_24h_I:2,-5.5794674146,-0.4023607041
kinase:T10_48h_F:1,-4.7950054897,-0.3176788126
kinase:T10_48h_F:2,-5.8265511576,-0.7678570866000001
kinase:T10_48h_F:3,-5.155592873,-0.6549534336
kinase:T10_48h_H:1,-4.5850032422,-1.2557455646
kinase:T10_48h_H:2,-4.4538402826,-1.2672097029
kinase:T10_48h_H:3,-4.7099680246,-0.9560278786
kinase:T10_48h_I:1,-5.3866583766,-0.11045007720000001
kinase:T10_48h_I:2,-5.7504125631,-0.1912438494
kinase:T10_48h_I:3,-5.6990509572,-0.32407126
kinase:T4 _48h_H:1,-2.4275665017,-0.1455777651
kinase:T4 _48h_H:2,-2.343976796,-0.1218589152
kinase:T4 _48h_H:3,-1.9542136155,-0.17682849890000002
kinase:T4 20 _12h_I:1,-4.8514108541,-0.0176174204
kinase:T4 20 _12h_I:2,-5.3939425882,-0.1103999499
kinase:T4 20 _12h_I:3,-5.4622388428,-0.0851010631
kinase:T4_12h_F:1,-3.6646223684,-0.0648138082
kinase:T4_12h_F:2,-4.2001135654,0.0107141622
kinase:T4_12h_F:3,-4.1894262246,-0.2314961308
kinase:T4_12h_H:1,-3.7475696789,-1.0514082198
kinase:T4_12h_H:2,-3.4151701296,-1.0487445697
kinase:T4_12h_H:3,-3.1598701098,-0.9699444836000001
kinase:T4_24h_F:1,-3.3673609582,0.0508142025
kinase:T4_24h_F:2,-3.444423828,-0.1748002598
kinase:T4_24h_F:3,-2.8288297024,0.0378333622
kinase:T4_24h_H:1,-3.5183604024,-0.39349212510000003
kinase:T4_24h_H:2,-3.3865881724999998,-0.4255154718
kinase:T4_24h_H:3,-4.0705375777,-0.5056554718
kinase:T4_24h_I:1,-4.7202516827,0.0768963505
kinase:T4_24h_I:2,-5.079712547,0.1400892337
kinase:T4_48h_F:1,-1.2316469372,0.1802348469
kinase:T4_48h_F:2,-1.7704508946000002,0.3255013841
kinase:T4_48h_F:3,-0.8372395148,0.33281913020000004
kinase:T4_48h_I:1,-3.9605780712,0.8732382486
kinase:T4_48h_I:2,-3.9733727249,0.333119753
kinase:T4_48h_I:3,-4.3081683082,0.35271271
kinase:WT_T10_48h:1,-4.8487853585,-1.1960772394
kinase:WT_T10_48h:2,-3.8389308455,1.2024038443
kinase:WT_T10_48h:3,-4.1349782009,0.8643641543
kinase:WT_T10_48h:4,-5.1072029296,-1.2453476457
kinase:WT_T10_48h:5,-5.0117984973,-0.9849661779000001
kinase:WT_T4_48h:1,-3.28487632,-0.3308464504
kinase:WT_T4_48h:2,-2.8139247079,0.7854791918
kinase:WT_T4_48h:3,-2.6936113012,0.8855861905
levofloxacin:control:1,-0.3783137029,-0.5905958167
levofloxacin:control:2,-0.08285415730000001,-0.037085174000000005
levofloxacin:control:3,0.4611678602,0.6276809907
levofloxacin:treated:1,-1.4662689048,-0.09676105630000001
levofloxacin:treated:2,-3.3312903359,0.062136801500000005
levofloxacin:treated:3,-3.2849522002000002,-0.19917790800000001
linez:0_days_4:1,4.6771769276,0.1033740207
linez:0_days_4:2,4.3354199191,-0.109597393
linez:0_days_4:3,3.6072026901000003,-0.38225600190000003
linez:0_days_4:4,4.0193095101,-0.040946580100000005
linez:0_days_control:1,0.3654229833,0.1413862736
linez:0_days_control:2,0.0109547492,-0.2575696357
linez:0_days_control:3,-0.168918166,0.057665869
linez:0_days_control:4,-0.2074595665,0.0585174932
linez:1_days_4:1,0.5082219582,0.6249516519
linez:1_days_4:2,0.3694187182,0.4061315028
linez:1_days_4:3,0.6791185682,0.49366218450000005
linez:1_days_4:4,0.8267791148,0.6771860894
linez:1_days_control:1,-1.4412736447,-0.1439605159
linez:1_days_control:2,-1.158034811,-0.0479583717
linez:1_days_control:3,-1.7005853984,-0.2516142972
lipid:dextrose_exp:1,-0.0095245286,0.0678079151
lipid:dextrose_exp:2,0.0095245286,-0.0678079151
lipid:dextrose_hypo:1,-1.4262477559,0.1531927155
lipid:dextrose_hypo:2,-1.7506210714,0.47448509510000003
lipid:dextrose_stat:1,3.7532131209,0.9375653540000001
lipid:dextrose_stat:2,3.863666855,1.0200493708
lipid:lipid_exp:1,1.3022006909,-0.9635536010000001
lipid:lipid_exp:2,0.2894917949,-1.195656891
lipid:lipid_stat:1,8.206661273,0.8853615163
lipid:lipid_stat:2,7.4477017641,1.2775722046
mcr11:mcr11_mutant:1,1.6959125925,-0.2313907275
mcr11:mcr11_mutant:2,0.8352712548000001,0.2913291818
mcr11:mcr11_mutant:3,0.0423002434,0.2411370931
mcr11:wt:1,-0.2081210932,0.049785967
mcr11:wt:2,0.5381049465000001,-0.1822448555
mcr11:wt:3,-0.3299838533,0.1324588885
miceAV_macro:24h_control:1,-0.0470792814,0.1514622974
miceAV_macro:24h_control:2,0.1863607468,-0.1869482499
miceAV_macro:24h_control:3,-0.13928146530000002,0.0354859525
miceBMDM:inf02:1,0.07223535560000001,-0.8157085372
miceBMDM:inf02:2,-0.1424782285,-0.6343929789
miceBMDM:inf02:3,0.31914587,-1.2644139958
miceBMDM:inf24:1,2.5713092712,1.2861619953
miceBMDM:inf24:2,3.0246732464,1.4540338421
miceBMDM:inf24:3,2.5814857882,1.4796305547
miceBMDM:inf08:1,4.0011549125,0.1883043891
miceBMDM:inf08:2,3.504051268,-0.4644898202
miceBMDM:inf08:3,2.8534716571,-0.0501296018
miceBMDM:no_inf02:1,-0.1192524447,-0.1704908582
miceBMDM:no_inf02:2,0.3660505725,-0.2383071888
miceBMDM:no_inf02:3,-0.2467981279,0.408798047
miceBMDM:no_inf24:1,0.3415503326,-0.0229241984
miceBMDM:no_inf24:2,0.032815743700000004,0.1995627425
miceBMDM:no_inf24:3,0.1184929685,0.3155564772
miceBMDM:no_inf08:1,0.29733832990000003,0.17562729600000002
miceBMDM:no_inf08:2,-0.0829900631,-0.0072644816
miceBMDM:no_inf08:3,-0.0116766818,0.11563462000000001
miceNF:control:1,-0.3051581288,-0.0127253851
miceNF:control:2,0.3051581288,0.0127253851
miceNF:invivo:1,9.1356344569,3.5090588917
miceNF:invivo:2,11.9634013659,3.1104323215
miceNF:invivo:3,9.9883313235,3.4382337533
mihF:mihF_mutant_atc:1,0.3949497155,-0.9617366340000001
mihF:mihF_mutant_atc:2,-1.688784604,-1.216007557
mihF:mihF_mutant_no_atc:1,-4.0624479167,-1.1716268234
mihF:mihF_mutant_no_atc:2,-3.416203989,-1.061176601
mihF:wt_atc:1,-0.582598499,-0.4026352798
mihF:wt_atc:2,-3.5550262714,-1.2805482626
mihF:wt_no_atc:1,-1.3660926178000001,0.1271531058
mihF:wt_no_atc:2,1.3660926178000001,-0.1271531058
mmpl3:mutant_no_ATC:1,-0.2458552943,-0.4103819306
mmpl3:mutant_no_ATC:2,0.2458552943,0.4103819306
mmpl3:mutant_with_ATC:1,3.9730798855,1.4880479615
mmpl3:mutant_with_ATC:2,5.041060683,0.9415045698000001
mrsI:ko_iron_atc:1,-0.1074361217,0.4479974392
mrsI:ko_iron_atc:2,1.2249035679,0.6129449647
mrsI:ko_iron_no_atc:1,-11.7468545905,-0.4232251804
mrsI:ko_iron_no_atc:2,-9.2343882168,-0.208424463
mrsI:ko_ox_atc:1,-9.2410737282,-0.0325756213
mrsI:ko_ox_atc:2,-10.3885245483,-0.2975375099
mrsI:ko_ox_no_atc:1,-5.0379677633,-1.1160254214
mrsI:ko_ox_no_atc:2,-4.6029522586,-1.108501729
