,A,pyrR
antibiotic:izd_4h:1,-3.8070005523,2.2596730945
antibiotic:izd_4h:2,-4.2428874328,2.6202867577999998
base:wt_glu_24:1,1.469610119,-1.3114648276
base:wt_glu_24:2,1.0591450913,-1.0088190524
base:wt_glu_24:3,0.9654099061,-0.9750326715000001
base:wt_glu_6:1,0.3686037775,-0.1025866619
base:wt_glu_6:2,-0.1376045495,0.1705366925
base:wt_glu_6:3,-0.230999228,-0.0679500306
base:wt_llac_24:1,1.2949658706,0.1009041011
base:wt_llac_24:2,1.0739775384,0.4310356073
base:wt_llac_24:3,1.3048272853,-0.1233473033
base:wt_llac_6:1,1.0719106501,0.4295559409
base:wt_llac_6:2,0.5515449751,0.7404555297000001
base:wt_llac_6:3,1.4017868132,0.6218646712
base:wt_pyr_24:1,1.7159913847000001,-0.3211100866
base:wt_pyr_24:2,1.4442972909,-0.5930180685
base:wt_pyr_24:3,2.1573688893,-0.7251118233
base:wt_pyr_6:1,0.13541361100000002,0.4834660791
base:wt_pyr_6:2,0.48874677990000004,0.5871234976
base:wt_pyr_6:3,0.1209917766,0.49629344750000004
biofilm:biofilm:1,-1.4451668217,-0.2566645401
biofilm:biofilm:2,-1.5496521571000001,0.0641916144
biofilm:planktonic:1,0.033151105800000004,0.0934426354
biofilm:planktonic:2,-0.033151105800000004,-0.0934426354
btz043:0_days_.006:1,-0.2058003216,0.1874169527
btz043:0_days_.006:2,-0.0858925405,0.26326512950000003
btz043:0_days_.006:3,-0.24840908,0.11853200430000001
btz043:0_days_control:1,-0.0099017558,0.063589588
btz043:0_days_control:2,0.035178769900000004,0.0948706728
btz043:0_days_control:3,-0.025277014,-0.1584602608
btz043:1_days_.006:1,-1.037177364,0.2164244773
btz043:1_days_.006:2,-1.5150965633,0.3092090287
btz043:1_days_.006:3,-1.0553120341,0.21340245060000002
btz043:1_days_.006:4,-1.4786778613,0.2708091529
btz043:1_days_control:1,-1.7995876493,0.4596733642
btz043:1_days_control:2,-1.7834658518,0.541362519
btz043:1_days_control:3,-1.7312437117,0.5738994571
btz043:1_days_control:4,-1.4115949187,0.5039384153
clarithromycin:1_days_control:1,0.0338510426,0.0275608549
clarithromycin:1_days_control:2,-0.0616064245,0.014522835500000001
clarithromycin:1_days_control:3,0.0277553819,-0.0420836904
cnpB:del:1,-0.5724955022,0.4024590831
cnpB:del:2,0.610056455,0.39992118990000003
cnpB:del:3,-0.455104043,0.018729083900000002
cnpB:wt:1,-0.5686286848000001,0.1746719923
cnpB:wt:2,-0.0490056096,0.2261635944
cnpB:wt:3,0.6176342944000001,-0.4008355867
csoR:ko:1,0.6129323087,0.49123213190000004
csoR:ko:2,-0.8048512958,0.5175031378
csoR:wt:1,0.22855260100000002,-0.0765914201
csoR:wt:2,-0.22855260100000002,0.0765914201
dap:0_days_25:1,-0.39912926200000004,-0.039206874
dap:0_days_25:2,-0.4904095183,0.0891848882
dap:0_days_25:3,-0.324448143,-0.0275915377
dap:0_days_25:4,-0.23366133630000002,0.10156234580000001
dap:0_days_control:1,0.0705378914,0.174998925
dap:0_days_control:2,-0.1665295696,0.0997394803
dap:0_days_control:3,0.11978366080000001,-0.37488054260000003
dap:0_days_control:4,-0.023791982700000002,0.10014213720000001
dap:1_days_25:1,-2.2665534569,1.4753437381
dap:1_days_25:2,-2.445919452,1.4262834636
dap:1_days_25:3,-2.412450048,1.3461936607
dap:1_days_25:4,-2.1719176884999998,1.2895076117
dap:1_days_control:1,-2.2261395298,1.2443129553
dap:1_days_control:2,-2.2452468372,1.3681448369
dap:1_days_control:3,-2.4040020453,1.3578312093
dap:1_days_control:4,-2.1891175511,1.3663426777
degradosome:mutant_rnj:1,2.5697474418,0.3848074745
degradosome:mutant_rnj:2,2.6775693419,0.2136507722
degradosome:mutant_rnj:3,1.9626880832,0.2832233026
degradosome:PNPase_ko:1,-0.0251108021,0.7984793366
degradosome:PNPase_ko:2,-0.1263122056,0.9423702071000001
degradosome:PNPase_ko:3,-0.4872503133,0.8987015139000001
degradosome:Rnase_E_ko:1,5.2323247223,1.4852247213
degradosome:Rnase_E_ko:2,4.2468221121,1.2973827527
degradosome:Rnase_E_ko:3,4.6354667603,1.4561261048
degradosome:wt_cas9_ctrl:1,1.8936590555000001,-0.67310056
degradosome:wt_cas9_ctrl:2,2.2797358183,-0.7609631085
degradosome:wt_cas9_ctrl:3,1.8839336908000002,-0.768802838
degradosome:wt_expn:1,0.21760352330000002,-0.0353426396
degradosome:wt_expn:2,-0.1999092097,0.0673978149
degradosome:wt_expn:3,-0.0176943136,-0.0320551753
delam:0_days_.09:1,0.1756342536,-0.12292948070000001
delam:0_days_.09:2,-0.3153140779,0.2290716085
delam:0_days_.09:3,0.0180598347,0.1613167109
delam:0_days_.09:4,-0.3744968503,0.106760216
delam:0_days_control:1,-0.0335097842,-0.0945426558
delam:0_days_control:2,0.0961407065,-0.11332636880000001
delam:0_days_control:3,-0.11718461840000001,0.0874804225
delam:0_days_control:4,0.0545536961,0.1203886021
delam:1_days_.09:1,-0.18783748020000002,0.5250781076000001
delam:1_days_.09:2,-0.388879674,0.3663501169
delam:1_days_.09:3,0.07341998050000001,0.1630720201
delam:1_days_.09:4,-0.3217534824,0.36385862750000003
delam:1_days_control:1,-0.7628492134,0.32606063150000003
delam:1_days_control:2,-0.5474780137,0.389513098
delam:1_days_control:3,-0.5712195893,0.3226828171
delam:1_days_control:4,-0.6118180369,0.4250976073
dg_inh:both:1,0.09192930740000001,-0.2546387942
dg_inh:both:2,0.24597353670000002,-0.4831069537
dg_inh:both:3,0.3678821586,-0.4877915544
dg_inh:dg:1,0.0951760504,-0.11332036720000001
dg_inh:dg:2,0.0753234829,-0.1743765407
dg_inh:dg:3,0.1250569429,-0.2191635523
dg_inh:DMSO:1,0.0515349471,0.0370142643
dg_inh:DMSO:2,-0.1119156414,-0.046847464400000004
dg_inh:DMSO:3,0.060380694400000004,0.0098332001
dg_inh:inh:1,-0.0939969688,-0.10236331530000001
dg_inh:inh:2,0.19044179090000002,-0.2882606484
dg_inh:inh:3,0.25104544100000004,-0.16849160300000002
dormancy:dormant_20d_rifampicin:1,-1.1312786532,-0.016918658200000002
dormancy:dormant_20d_rifampicin:2,-1.1847213702000001,-0.1913508177
dormancy:dormant_20d_rifampicin:3,-1.8633932952,0.2558661196
dormancy:dormant_no_treatment:1,-0.1806506357,0.2278262372
dormancy:dormant_no_treatment:2,0.2291017972,-0.1186823295
dormancy:dormant_no_treatment:3,-0.0484511615,-0.1091439077
eccE1:control:1,-0.0427995948,-0.1026333095
eccE1:control:2,0.0427995948,0.1026333095
eccE1:delta_eccE1:1,0.1169679091,0.11834819020000001
eccE1:delta_eccE1:2,0.3015244543,-0.0466618077
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.0063581207,0.06863151420000001
eccE1:delta_eccE1_eccE1_HA_comp:2,0.12623528180000002,-0.048054896300000004
eccE1:delta_eccE1_empty_vector:1,0.11725611420000001,-0.0061094871
eccE1:delta_eccE1_empty_vector:2,0.1940254501,-0.0710728174
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.7047657824,-0.2598564946
eccE1:delta_eccE1_myc_p1_HA_comp:2,0.6734098688,-0.3915100232
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.13576553,-0.1387560137
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.2653452541,0.1142143967
emb:0_days_2.45:1,0.057153351500000005,-0.33902107330000003
emb:0_days_2.45:2,0.5222936099000001,-0.39812526
emb:0_days_2.45:3,0.19769109170000002,-0.2638583923
emb:0_days_2.45:4,0.7247778377,-0.5332166514000001
emb:0_days_control:1,0.10275652610000001,0.12243132300000001
emb:0_days_control:2,0.1816401765,-0.0491052747
emb:0_days_control:3,-0.1395931543,-0.13251283120000001
emb:0_days_control:4,-0.1448035482,0.059186782900000005
emb:1_days_2.45:1,1.6587054786,-0.051133970300000005
emb:1_days_2.45:2,1.4429057003999999,-0.0953641732
emb:1_days_2.45:3,1.7431075758999999,-0.14937508300000002
emb:1_days_2.45:4,1.6401923823,-0.1776403422
emb:1_days_control:1,1.8976424215,0.1781070888
emb:1_days_control:2,1.7169421708,0.15658965200000002
emb:1_days_control:3,2.092054584,0.3190643588
emb:1_days_control:4,1.9255415633,0.0662260132
espL:ko:1,-0.0323120428,0.11248082320000001
espL:ko:2,-0.1826513378,0.051301783600000005
espL:wt:1,0.09396754410000001,-0.1993783691
espL:wt:2,-0.09396754410000001,0.1993783691
esx_1:ko:1,-0.2357489469,-0.1027412514
esx_1:ko:2,-0.24180921970000002,-0.044779385000000005
esx_1:wt:1,-0.38238386350000003,-0.0112213117
esx_1:wt:2,0.2534640584,0.1115227433
esx_1:wt:3,0.1289198051,-0.1003014316
genotoxic:control:1,-0.4294086413,0.0475941716
genotoxic:control:2,0.4294086413,-0.0475941716
genotoxic:growth_supplement:1,0.1131103312,0.189238166
genotoxic:growth_supplement:2,0.7048878014000001,-0.3526399521
growth:tss_expnt:1,-4.2711816811,-1.7852490096
growth:tss_expnt:2,-2.4142121323,-1.1721742091
growth:tss_expnt:3,-3.7805644456,-1.9470268961000001
growth:tss_starved:1,-2.8912903703,-4.8032157665
growth:tss_starved:2,-2.9521479853,-4.4776697883
growth:tss_starved:3,-1.9331679997000002,-4.0885793154
growth:wt_expn:1,-0.0846476443,-0.1938840447
growth:wt_expn:2,0.1349970562,0.1867945318
growth:wt_expn:3,-0.0503494119,0.007089513
hs2:treated:1,-0.6399693815,0.2194164731
hs2:treated:2,-0.6900459378,0.20043651210000002
hs2:treated:3,-0.6203329714,0.2095826289
hs2:untreated:1,0.3036073805,-0.228462038
hs2:untreated:2,-0.07488661590000001,-0.0362469552
hs2:untreated:3,-0.22872076460000001,0.2647089932
hypoxia:000h_.81_DO:1,-0.0364883523,0.036009057000000004
hypoxia:000h_.81_DO:2,0.11771690850000001,-0.13924964750000002
hypoxia:000h_.81_DO:3,-0.0812285562,0.1032405906
hypoxia:017h_.57_DO:1,-1.1437593017,-0.30834558360000003
hypoxia:017h_.57_DO:2,-1.4365298609,-0.3065220547
hypoxia:017h_.57_DO:3,-0.162884457,-0.40260769300000004
hypoxia:023h_.42_DO:1,-0.33303177040000004,-0.4744175479
hypoxia:023h_.42_DO:2,-0.520091803,-0.34619075200000005
hypoxia:040h_.11_DO:1,0.6230354317,-0.4088298664
hypoxia:040h_.11_DO:2,0.033686107,-0.2501994305
hypoxia:041h_.09_DO:1,-0.0044681743,-0.1552397889
hypoxia:041h_.09_DO:2,0.6245670955,-0.2537091134
hypoxia:041h_.09_DO:3,0.9229767873,-0.16362140660000002
hypoxia:042h_.07_DO:1,0.6217737983,-0.1804666208
hypoxia:042h_.07_DO:2,0.8670381152000001,-0.075902947
hypoxia:043h_.06_DO:1,0.9557827093000001,-0.1552443375
hypoxia:043h_.06_DO:2,0.1622304882,-0.1170132358
hypoxia:043h_.06_DO:3,0.5943027507,-0.2679137059
hypoxia:044h_.04_DO:1,1.0567921396,-0.3943735458
hypoxia:044h_.04_DO:2,1.1692995299,-0.0103026035
hypoxia:044h_.04_DO:3,0.3915875435,-0.22988144970000002
hypoxia:047h_0_DO:1,-0.0561595516,-0.40201868230000004
hypoxia:047h_0_DO:2,1.4150101992000002,-0.160439765
hypoxia:047h_0_DO:3,0.5153250786,-0.1268012341
hypoxia:049h_0_DO:1,-0.0786913025,0.2527677805
hypoxia:049h_0_DO:2,0.2412106317,-0.0792368032
hypoxia:049h_0_DO:3,0.3718888964,0.5418959623
hypoxia:050h_0_DO:1,-0.4201907594,0.2464898356
hypoxia:050h_0_DO:2,0.1541819429,-0.5818767572
hypoxia:050h_0_DO:3,0.0018212233000000002,0.1219154524
hypoxia:052h_0_DO:1,0.10643944420000001,-0.4312568678
hypoxia:052h_0_DO:2,0.9940699927000001,-0.1671949439
hypoxia:052h_0_DO:3,0.40889583900000004,-0.3133140891
hypoxia:054h_0_DO:1,0.8889766213,-0.4085293303
hypoxia:054h_0_DO:2,-0.3547527505,-0.7210816775000001
hypoxia:054h_0_DO:3,-0.2631732922,-1.0344663736
hypoxia:054h_0_DO:4,0.1024221194,-0.6923800608
hypoxia:054h_0_DO:5,-0.11896701080000001,-0.24857492280000001
hypoxia:070h_0_DO:1,0.1570921928,0.0899958471
hypoxia:070h_0_DO:2,-0.0054270225,-0.3275549592
hypoxia:088h_0_DO:1,1.2656130435000001,0.1016971059
hypoxia:088h_0_DO:2,1.2392286889,-0.0927246785
hypoxia:114.5h_.04_DO:1,-1.3443205072,0.3118447693
hypoxia:114.5h_.04_DO:2,-1.2271771997,0.5327695684
hypoxia:114.5h_.04_DO:3,-1.2581024298,0.5895757614
hypoxia:115h_.06_DO:1,-2.1913274338,0.4439100023
hypoxia:115h_.06_DO:2,-2.4772852261000002,0.39406854100000005
hypoxia:115h_.06_DO:3,-2.2808332041,0.3053501722
hypoxia:116h_.11_DO:1,-2.4420968018,0.5692050237
hypoxia:116h_.11_DO:2,-2.2499069044,0.6242582172000001
hypoxia:116h_.11_DO:3,-2.3924531348,0.6028492876
hypoxia:120h_.47_DO:1,-1.7385016515,1.1226101726
hypoxia:120h_.47_DO:2,-1.8701222882000001,0.7920378384000001
hypoxia:120h_.47_DO:3,-1.7564794134000001,1.2655798638
kinase:DMSO_0h_F:1,-2.1719788288,1.3764966768
kinase:DMSO_0h_F:2,-2.6729235601,1.2414396633
kinase:DMSO_0h_F:3,-3.233509596,1.5073760909
kinase:DMSO_0h_H:1,-0.0537400731,0.1348509619
kinase:DMSO_0h_H:2,-0.3074043771,0.20384510700000003
kinase:DMSO_0h_H:3,-0.1625806896,0.45098983870000003
kinase:DMSO_0h_H:4,-0.26990599860000003,0.44457189480000003
kinase:DMSO_0h_H:5,-0.16139871860000002,0.2562408787
kinase:DMSO_0h_H:6,-0.1679605707,0.3671496401
kinase:DMSO_0h_I:1,0.19157125730000002,0.2320660253
kinase:DMSO_0h_I:2,-0.1296044889,0.223543858
kinase:DMSO_0h_I:3,-0.1261798841,-0.1973313653
kinase:DMSO_0h_I:4,0.4428080593,-0.1249111769
kinase:DMSO_0h_I:5,-0.0704340927,0.0971870145
kinase:DMSO_0h_I:6,-0.3081608508,-0.2305543556
kinase:pknD_T10_48h:1,1.4958823749,0.42626809
kinase:pknD_T10_48h:2,2.0664300495,0.2948633384
kinase:pknD_T10_48h:3,1.718934414,0.22944051310000002
kinase:pknL_T10_48h:1,-0.4413133543,0.5290497144
kinase:pknL_T10_48h:2,-0.0779710933,0.3429541586
kinase:pknL_T10_48h:3,-0.1813585861,0.26650267380000003
kinase:pknL_T4_48h:1,0.9968714646000001,0.1092042527
kinase:pknL_T4_48h:2,1.558155942,0.0544827902
kinase:pknL_T4_48h:3,1.1544256571,0.24282095820000002
kinase:T10_12h_F:1,-3.3692836138,1.5958118642999999
kinase:T10_12h_F:2,-3.5433629347,1.5920487388
kinase:T10_12h_F:3,-3.1569358067,1.5734545277
kinase:T10_12h_H:1,-3.6303603926,1.433642782
kinase:T10_12h_H:2,-4.384732818,1.6506992063
kinase:T10_12h_H:3,-3.7961342979,1.4336464007
kinase:T10_12h_I:1,0.2740630102,0.1282386217
kinase:T10_12h_I:2,-0.28866231800000003,0.13772320670000002
kinase:T10_24h_F:1,-3.6258604718000003,1.5922204092999999
kinase:T10_24h_F:2,-2.6994654306,1.6765687812999999
kinase:T10_24h_F:3,-3.8572700343,1.7142698231
kinase:T10_24h_H:1,-3.0513799922000002,1.4568225656
kinase:T10_24h_H:2,-3.3999476243,1.5763106769
kinase:T10_24h_H:3,-4.114523516,1.550010922
kinase:T10_24h_I:1,0.5136607706,-0.1196966953
kinase:T10_24h_I:2,0.2078970748,-0.1909237238
kinase:T10_48h_F:1,-1.4358608836,1.3549284083
kinase:T10_48h_F:2,-2.7837572136,1.5925801158000001
kinase:T10_48h_F:3,-2.5603386647,1.6318389206
kinase:T10_48h_H:1,-3.0936497066,1.4395040339
kinase:T10_48h_H:2,-3.5371108579,1.5167850614
kinase:T10_48h_H:3,-3.8682821651,1.5190029877
kinase:T10_48h_I:1,1.5235512627999999,0.0508705938
kinase:T10_48h_I:2,1.6517006331,0.1343368576
kinase:T10_48h_I:3,1.3808969368000001,-0.0590692486
kinase:T4 _48h_H:1,0.2734497441,0.2014517852
kinase:T4 _48h_H:2,-0.13185138770000002,0.4719467442
kinase:T4 _48h_H:3,0.17083147440000002,0.1747205285
kinase:T4 20 _12h_I:1,-0.12490615640000001,-0.4290498936
kinase:T4 20 _12h_I:2,0.4642796114,-0.06572789180000001
kinase:T4 20 _12h_I:3,-0.2146531738,-0.12425007610000001
kinase:T4_12h_F:1,-3.0779637293,1.1952398373
kinase:T4_12h_F:2,-2.6275036114,1.214872518
kinase:T4_12h_F:3,-2.8620853103,1.2470039358
kinase:T4_12h_H:1,-2.3621378704,1.1937330368
kinase:T4_12h_H:2,-3.0680606067,1.2665031937
kinase:T4_12h_H:3,-1.9955744272,1.0049909379
kinase:T4_24h_F:1,-2.1578993099,1.0375334921
kinase:T4_24h_F:2,-2.0189569482,0.9016304940000001
kinase:T4_24h_F:3,-2.1589192588,0.9850650387000001
kinase:T4_24h_H:1,-0.46629004620000003,0.5132339794
kinase:T4_24h_H:2,-0.7829569046,0.5773840711
kinase:T4_24h_H:3,-0.8373163994,0.23381962180000002
kinase:T4_24h_I:1,0.8496485956000001,-0.9258056336
kinase:T4_24h_I:2,1.1124872733,-0.5222691349
kinase:T4_48h_F:1,-0.6470383332,0.7563254948
kinase:T4_48h_F:2,-0.8655335104,0.7524696030000001
kinase:T4_48h_F:3,-0.3551706799,0.7295104672
kinase:T4_48h_I:1,2.5437836738,-0.43814369820000004
kinase:T4_48h_I:2,1.4476518164,-0.7751053693000001
kinase:T4_48h_I:3,1.9941016276,-0.8649083346
kinase:WT_T10_48h:1,-2.4455484534,1.3529798191
kinase:WT_T10_48h:2,2.1129377514,-0.41716933500000003
kinase:WT_T10_48h:3,1.9743341686,-0.3622158353
kinase:WT_T10_48h:4,-1.4797314386,1.1148777419
kinase:WT_T10_48h:5,-0.9638086060000001,0.9049008023
kinase:WT_T4_48h:1,0.6806015775,0.0726383808
kinase:WT_T4_48h:2,1.8867463998,-0.3063839604
kinase:WT_T4_48h:3,1.9362982470999999,-0.1354055786
levofloxacin:control:1,0.7147393781,-0.36007806200000003
levofloxacin:control:2,-0.6498075362,0.1428918523
levofloxacin:control:3,-0.06493184190000001,0.21718620970000002
levofloxacin:treated:1,2.1591206269,1.2964457866
levofloxacin:treated:2,1.448528322,1.2306520465
levofloxacin:treated:3,1.7068139538,1.0692251484
linez:0_days_4:1,0.6162823743,0.8750519556
linez:0_days_4:2,0.2158468462,0.8480119123000001
linez:0_days_4:3,0.17758890230000002,0.8672997262000001
linez:0_days_4:4,0.3717765176,0.9441311268
linez:0_days_control:1,0.0278388951,-0.057356393000000006
linez:0_days_control:2,-0.10265621850000001,-0.052655935200000004
linez:0_days_control:3,0.2237464082,-0.0378143748
linez:0_days_control:4,-0.1489290847,0.147826703
linez:1_days_4:1,0.2133896163,-0.9903121569000001
linez:1_days_4:2,-0.2084685962,-0.7399170747
linez:1_days_4:3,0.0398958426,-0.8797233672
linez:1_days_4:4,0.16782873140000001,-0.9441263377
linez:1_days_control:1,0.4118405053,-0.2595610859
linez:1_days_control:2,0.2131217094,-0.2748346271
linez:1_days_control:3,0.48162885450000004,-0.3162728334
lipid:dextrose_exp:1,0.1999699218,-0.0192184978
lipid:dextrose_exp:2,-0.1999699218,0.0192184978
lipid:dextrose_hypo:1,3.7741286081,-0.1278718815
lipid:dextrose_hypo:2,1.0459835975,0.16326650550000002
lipid:dextrose_stat:1,8.4762602602,-2.0255139698
lipid:dextrose_stat:2,8.5013257503,-1.7728187498999999
lipid:lipid_exp:1,2.2131768725,-1.2980627805
lipid:lipid_exp:2,2.4179054306,-1.6797152939000002
lipid:lipid_stat:1,6.627408172,-1.9542292181
lipid:lipid_stat:2,6.2405344602,-2.9465741602
mcr11:mcr11_mutant:1,0.2132886198,0.10525164520000001
mcr11:mcr11_mutant:2,0.092290228,-0.0056601001
mcr11:mcr11_mutant:3,0.29420449930000003,-0.16953795600000002
mcr11:wt:1,0.047146501,-0.0946581947
mcr11:wt:2,0.2586603263,0.0079414739
mcr11:wt:3,-0.30580682730000003,0.08671672080000001
miceAV_macro:24h_control:1,0.0205011903,0.0354596771
miceAV_macro:24h_control:2,-0.0058532693,-0.0463696616
miceAV_macro:24h_control:3,-0.0146479211,0.010909984400000001
miceBMDM:inf02:1,0.1740247752,-0.33081551340000004
miceBMDM:inf02:2,-1.1609636602,0.1954619663
miceBMDM:inf02:3,-0.2256843308,-0.5359559146
miceBMDM:inf24:1,0.8797843997,-0.45549709050000003
miceBMDM:inf24:2,1.5389133298000002,-0.2486273847
miceBMDM:inf24:3,1.4302680186,-0.24062380500000002
miceBMDM:inf08:1,-0.22235640750000002,-0.8637504427
miceBMDM:inf08:2,-0.16212665480000002,-0.8211324085
miceBMDM:inf08:3,-0.411187069,-0.9804388192000001
miceBMDM:no_inf02:1,-0.21064434270000001,-0.1402176625
miceBMDM:no_inf02:2,0.0683781516,0.0754951183
miceBMDM:no_inf02:3,0.1422661911,0.0647225441
miceBMDM:no_inf24:1,-1.3026011742999999,-0.118735724
miceBMDM:no_inf24:2,-1.2978010309,-0.061402440700000005
miceBMDM:no_inf24:3,-1.2685590524,-0.0368351608
miceBMDM:no_inf08:1,-1.874251491,0.3112554752
miceBMDM:no_inf08:2,-1.7449042081,0.2727737504
miceBMDM:no_inf08:3,-2.0967415511,0.2900004466
miceNF:control:1,0.1746272805,-0.1237179251
miceNF:control:2,-0.1746272805,0.1237179251
miceNF:invivo:1,3.7064823632,0.2237010694
miceNF:invivo:2,3.8414884039,0.2169704817
miceNF:invivo:3,3.4338444185,0.2833933907
mihF:mihF_mutant_atc:1,-2.7291856445000002,1.6785573248999999
mihF:mihF_mutant_atc:2,-2.9549817386,0.035016893800000004
mihF:mihF_mutant_no_atc:1,-2.0252623042,-2.2419844380000002
mihF:mihF_mutant_no_atc:2,-1.2080617084,-0.9131785265000001
mihF:wt_atc:1,-0.2660390332,0.1175766968
mihF:wt_atc:2,-1.5248603087000001,-2.2080858051
mihF:wt_no_atc:1,-0.0331797646,-1.1412338448
mihF:wt_no_atc:2,0.0331797646,1.1412338448
mmpl3:mutant_no_ATC:1,-0.7409013808,-0.0937535627
mmpl3:mutant_no_ATC:2,0.7409013808,0.0937535627
mmpl3:mutant_with_ATC:1,-0.38016409290000003,0.2558108088
mmpl3:mutant_with_ATC:2,-1.8704057213,0.45251752910000004
mrsI:ko_iron_atc:1,0.2759209959,-0.0720061566
mrsI:ko_iron_atc:2,1.5511149609000001,-0.3157796057
mrsI:ko_iron_no_atc:1,-0.178858501,1.170248599
mrsI:ko_iron_no_atc:2,-0.7605494097000001,0.0352313009
mrsI:ko_ox_atc:1,-0.7064219673000001,-0.1066037845
mrsI:ko_ox_atc:2,0.0538636981,0.7898918398
