,BSU_misc_RNA_28
BC/t_2,9.2591
BC_1,8.3878
Sw_1,8.9976
Sw_2,9.5199
BMM_1,13.6926
BMM_2,13.6956
BMM_3,13.1273
Heat_1,14.5994
Heat_2,13.3894
Heat_3,13.0757
Cold_1,14.3777
Cold_2,13.6006
Cold_3,13.2002
Etha_1,8.6146
Etha_2,8.8294
Etha_3,8.7648
SMMPr_1,12.5447
SMMPr_2,12.2283
SMMPr_3,12.5614
HiTm_1,12.1932
HiTm_2,13.2288
HiTm_3,11.9304
LoTm_1,11.8252
LoTm_2,11.5036
LoTm_3,11.6536
HiOs_1,12.7164
HiOs_2,12.3116
HiOs_3,12.3721
Oxctl_1,10.3083
Oxctl_2,9.8409
Oxctl_3,10.5981
Diami_1,7.9919
Diami_2,7.7364
Diami_3,8.1307
Paraq_1,11.4889
Paraq_2,11.9919
Paraq_3,10.4475
H2O2_1,8.9687
H2O2_2,9.0086
H2O2_3,8.5642
HPh_1,13.334
HPh_2,13.0635
HPh_3,13.39
LPh_1,13.5737
LPh_2,13.9954
LPh_3,13.7756
LPhT_1,12.7721
LPhT_2,11.0674
LPhT_3,9.1117
aero_1,13.8054
aero_2,11.9886
aero_3,13.8145
nit_1,13.1015
nit_2,13.2903
nit_3,12.5199
ferm_1,13.547
ferm_2,13.7941
ferm_3,13.6087
