,A,FpvR
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.48539560200000004,-0.06802717700000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.44352068,0.027690737000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.19441601700000002,0.018533624000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-3.221236709,0.350504083
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-3.4151962,0.395217931
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.08452897200000001,0.027980214000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.417638506,-0.061844094
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.5021674780000001,0.033863879
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.250945627,0.048443864
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-1.663024284,0.205973543
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-1.855328077,0.26483311600000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.250945627,-0.048443864
Lung_infection_transcriptome:PA01_LS1:1,6.76592499,-0.8852008440000001
Lung_infection_transcriptome:PA01_LS1:2,8.062086474000001,-0.982307663
Lung_infection_transcriptome:PA01_CS1:1,-0.6203020650000001,-0.033668372
Lung_infection_transcriptome:PA01_CS1:2,0.6203020650000001,0.033668373
Testosterone_treatment:Testosterone_Control:1,0.16867166,-0.33675015
Testosterone_treatment:Testosterone_Control:2,-0.16867166,0.336750151
Testosterone_treatment:Testosterone_2.5:1,0.49826451600000005,-0.24106782200000001
Testosterone_treatment:Testosterone_2.5:2,0.6619347710000001,0.6938376770000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,0.83178415,1.081595592
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,1.137929165,1.031422082
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,1.785883509,1.348181194
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-1.462467172,-0.981762903
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-1.200435769,-0.7921692960000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-1.5552067809999999,-0.8493932080000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,0.789687164,0.780830074
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,1.521891582,0.8174416120000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,0.426061811,0.796404565
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-0.316329346,-0.837747843
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,0.141091182,-0.612811118
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-2.562402393,-0.9441172910000001
Dispersed_cells:PAO1_dispersed_wt:1,0.671368924,0.043668062
Dispersed_cells:PAO1_dispersed_wt:2,-0.671368924,-0.043668062
Dispersed_cells:PyhjH_dispersed:1,-3.297261655,1.031020341
Dispersed_cells:PyhjH_dispersed:2,-1.279335203,1.003665877
Dispersed_cells:PA01_Planktonic:1,4.735174544,2.804893786
Dispersed_cells:PA01_Planktonic:2,5.404009618,2.774845037
Dispersed_cells:PAO1_Biofilm:1,8.781365617,1.662623928
Dispersed_cells:PAO1_Biofilm:2,9.558879042000001,2.002093785
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,1.545993747,-0.714660093
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,1.232812911,-0.73482339
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,0.5970021090000001,-0.8115215360000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.213928524,0.052194976000000004
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.36621196100000003,0.003374591
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.15228343700000002,-0.05556956800000001
gcsR_mutant:PAO1_rep_wt:1,-0.13176901200000002,0.050585989000000005
gcsR_mutant:PAO1_rep_wt:2,0.13176901200000002,-0.050585989000000005
gcsR_mutant:GcsR_rep:1,-0.5584485570000001,-0.251362896
gcsR_mutant:GcsR_rep:2,-0.321745875,-0.181483226
ampC_mutation:PA_Cef_taz_wt:1,0.37505247700000005,0.180143871
ampC_mutation:PA_mutS_Cef_taz:1,9.685456974000001,0.0195388
ampC_mutation:PA_mutS:1,1.736734304,0.22684890600000002
ampC_mutation:PA_mutS:2,6.855683693,-0.115665239
ampC_mutation:PA_mutS:3,5.124537221,0.695311094
ampC_mutation:PA_Cef_taz_wt:2,-0.37505247700000005,-0.180143872
ampC_mutation:PA_mutS_Cef_taz:2,6.748276083,0.554154966
ampC_mutation:PA_mutS:4,-0.516578435,0.322025318
ampC_mutation:PA_mutS:5,8.81999907,0.244294228
ampC_mutation:PA_mutS:6,2.469479562,0.1812086
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-1.832669841,-0.43864673600000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-2.567354973,-0.66224553
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-1.277321382,-0.361981013
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-2.452023825,-1.1865339
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,1.722947579,0.362791421
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.89752549,0.32291295600000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,1.779551745,0.41518789
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,1.004089298,0.11076712100000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,2.145005796,-0.0016131720000000002
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,1.8669574020000002,0.030175685
n-alkanes_treatment:PA_alkane:1,1.675212806,0.29061890500000004
n-alkanes_treatment:PA_alkane:2,4.894222236,0.40974890900000005
n-alkanes_treatment:PA_Glycerol:1,-1.04887885,0.24211506300000002
n-alkanes_treatment:PA_Glycerol:2,0.5975076610000001,-0.042575138000000005
n-alkanes_treatment:PA_Glycerol:3,0.45137118800000003,-0.199539924
Catabolise_Nucleic_Acids:L_asp:1,-1.435870563,0.263361913
Catabolise_Nucleic_Acids:L_asp:2,-0.426886825,0.313394202
Catabolise_Nucleic_Acids:DNA_1:1,0.406640871,0.019620975000000002
Catabolise_Nucleic_Acids:DNA_1:2,-0.49700679900000005,0.033445488
Catabolise_Nucleic_Acids:DNA_1:3,0.09036592800000001,-0.053066462
cysB_mutant:PAO1HH_wt:1,0.8677330230000001,-0.024732371000000003
cysB_mutant:PAO1HH_wt:2,-0.8677330230000001,0.024732371000000003
cysB_mutant:cysBHH:1,0.6570931999999999,0.24391490200000002
cysB_mutant:cysBHH:2,-0.463245422,0.156725526
cysB_mutant:cysBHH:3,0.98799914,0.31139644
ersA_knockout:delersA:1,0.419324264,0.40137263300000003
ersA_knockout:delersA:2,2.372365636,0.46397979800000005
ersA_knockout:wt_BHI:1,-0.954146817,-0.201658562
ersA_knockout:wt_BHI:2,0.954146817,0.201658562
Farnesol_treatment:RNA of 0-1F_L:1,-0.225492297,0.14557715300000001
Farnesol_treatment:RNA of 0-1F_L:2,-0.036169553,0.042039425000000005
Farnesol_treatment:RNA of 0-1F_L:3,0.26166185000000003,-0.187616578
Farnesol_treatment:RNA of 6-F_L1:1,1.58227708,0.26343641
Farnesol_treatment:RNA of 6-F_L1:2,3.342451538,0.215201102
Farnesol_treatment:RNA of 6-F_L1:3,2.7584515400000003,0.44944101700000005
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.143048633,0.132692462
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.559351637,0.28816631800000003
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,2.169112492,0.25106473900000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.5091018860000001,-0.067055977
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.092798882,-0.353802802
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.7618698730000001,0.5404375370000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-1.743057429,0.16143527800000002
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,1.743057429,-0.16143527800000002
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-3.714573035,-0.115908827
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-3.940350335,0.437950088
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-2.545377124,0.227305788
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-4.964637101,0.014411495000000002
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,1.131016135,-0.486350987
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,3.032962822,0.058222777
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.633118061,0.025009089
Metabolic_fitness_plasmid:PAO1_pBS228:2,-2.322067599,-0.032894366
Metabolic_fitness_plasmid:PAO1_RmS149:1,3.603988236,-0.447502915
Metabolic_fitness_plasmid:PAO1_RmS149:2,3.783654057,0.107665648
mexZ_knockout:del_mexZ:1,-2.179100724,0.214718296
mexZ_knockout:del_mexZ:2,-3.090157371,0.21658937800000003
mexZ_knockout:del_mexZ:3,1.031066479,0.093132933
mexZ_knockout:wt_LB:1,-0.395220139,0.19656077
mexZ_knockout:wt_LB:2,-3.994318101,0.063049352
mexZ_knockout:wt_LB:3,4.38953824,-0.259610123
Mucin_glycans:ABTGC:1,-0.538526029,0.093686553
Mucin_glycans:ABTGC:2,-0.13303846600000002,0.073203794
Mucin_glycans:ABTGC:3,0.140574941,-0.101277844
Mucin_glycans:ABTGC:4,0.406962292,-0.023807147
Mucin_glycans:ABTGC:5,0.12402726300000001,-0.041805358
Mucin_glycans:MUC5B:1,-8.252739401,-1.033228704
Mucin_glycans:MUC5B:2,-7.475603474,-0.91643991
Mucin_glycans:Glycans:1,-1.64277655,0.001346589
Mucin_glycans:Glycans:2,-0.7269040720000001,0.036573833
NC_002516.2:Planktonic_total_RNA_Rep:1,1.063458617,0.039374744
NC_002516.2:Planktonic_total_RNA_Rep:2,-1.333810846,0.221053716
NC_002516.2:Planktonic_total_RNA_Rep:3,0.270352229,-0.260428461
NC_002516.2:Biofilm_total_RNA_Rep:1,11.69631249,0.518858546
NC_002516.2:Biofilm_total_RNA_Rep:2,11.66848337,0.614786263
Zinc_treatment:PA_Zn:1,3.4411238280000003,-0.493584509
Zinc_treatment:PA_Zn:2,3.415940723,-0.48317438100000004
Zinc_treatment:PA_Zn:3,2.996473066,-0.502591585
Zinc_treatment:PA_Zn_wt:1,-0.009820629,-0.001805029
Zinc_treatment:PA_Zn_wt:2,0.009820629,0.001805029
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.302392108,0.020488414
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.302392108,-0.020488414
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-3.108470434,-0.27295399800000003
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-4.470778785,-0.42117984500000005
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-4.757111736,-0.421372261
Paeru_PRECISE:CAMHB_wt:1,-2.404723418,-0.6763329640000001
Paeru_PRECISE:CAMHB_wt:2,-1.677829063,-0.33509679600000003
Paeru_PRECISE:CAMHB_wt:3,-2.015903394,-0.5642066520000001
Paeru_PRECISE:CAMHB_wt:4,0.42803902400000005,-0.30222317200000004
Paeru_PRECISE:M9glucAA_Pqt10:1,-2.400273282,-0.12482406700000001
Paeru_PRECISE:M9glucAA_Pqt10:2,-5.107758947,-0.5686768120000001
Paeru_PRECISE:M9glucAA_Pqt:1,-6.374947838,-0.38936219400000005
Paeru_PRECISE:M9glucAA_Pqt:2,-5.478133298,-0.507039659
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-6.034425193,-0.31319339100000004
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-3.196773716,-0.36121927600000003
Paeru_PRECISE:M9glucAA_NaCl:1,4.94178936,0.022851653000000003
Paeru_PRECISE:M9glucAA_NaCl:2,3.967409511,-0.088650002
Paeru_PRECISE:M9glucAA_NaCl:3,1.980199683,0.372954106
Paeru_PRECISE:CAMHB_wt:5,2.239362806,-0.307888946
Paeru_PRECISE:CAMHB_wt:6,2.658721686,-0.414070967
Paeru_PRECISE:LB_wt:1,4.531914356,-0.70211874
Paeru_PRECISE:LB_wt:2,2.118527349,-0.620265999
Paeru_PRECISE:M9glucAA_wt:1,-3.666269275,-0.5788447360000001
Paeru_PRECISE:M9glucAA_wt:2,-3.885688945,-0.43683924
Paeru_PRECISE:M9glucAA_lowpH:1,-2.054074564,0.08801052200000001
Paeru_PRECISE:M9glucAA_lowpH:2,-3.9436190140000003,0.18659556400000002
Paeru_PRECISE:M9glucAA_DPD:1,4.27787539,0.168139634
Paeru_PRECISE:M9glucAA_DPD:2,4.594639159,0.303582619
Paeru_PRECISE:M9sucAA_wt:1,4.69445322,-0.173550416
Paeru_PRECISE:M9sucAA_wt:2,5.642302528,-0.17804576900000002
Paeru_PRECISE:M9glucAA_NaCl:4,5.273286815,-0.007511243000000001
Paeru_PRECISE:M9glucAA_NaCl:5,2.433626834,0.376003356
Paeru_PRECISE:M9sucAA_wt:3,3.037847018,-0.22661387200000002
Paeru_PRECISE:M9sucAA_wt:4,0.6829175740000001,-0.128402024
Paeru_PRECISE:R10LB_wt:1,5.500408429,0.288904616
Paeru_PRECISE:M9glucAA_NaCl:6,4.008010882,-0.22823657500000002
Paeru_PRECISE:M9glucAA_NaCl:7,4.287200616,-0.38605300600000003
Paeru_PRECISE:M9fructAA_wt:1,-3.8407460870000003,-0.5093612980000001
Paeru_PRECISE:M9fructAA_wt:2,-3.319781278,-0.46113288900000005
Paeru_PRECISE:M9GlcNAcAA_wt:1,-5.341281644,-0.727257036
Paeru_PRECISE:M9GlcNAcAA_wt:2,-5.039618782,-0.49778239500000004
Paeru_PRECISE:M9pyruvAA_wt:1,-4.599372486,0.042493898
Paeru_PRECISE:M9pyruvAA_wt:2,-3.833605018,-0.21784244400000002
Paeru_PRECISE:M9fructAA_wt:3,-6.665625095,-1.106596143
Paeru_PRECISE:M9fructAA_wt:4,-7.03766161,-0.730426201
Paeru_PRECISE:M9GlcNAcAA_wt:3,-4.484548289,-0.7648028880000001
Paeru_PRECISE:M9GlcNAcAA_wt:4,-4.369895648,-0.599867609
Paeru_PRECISE:M9glycAA_wt:1,-5.144142996,-0.450062377
Paeru_PRECISE:M9glycAA_wt:2,-5.361665764,-0.599338444
Paeru_PRECISE:M9pyruvAA_wt:3,-4.472715364,-0.6457442290000001
Paeru_PRECISE:CAMHB_wt:7,0.165534852,-0.519985424
Paeru_PRECISE:CAMHB_wt:8,0.163875024,-0.438453798
Paeru_PRECISE:R10LB_wt:2,7.53266549,0.6274936050000001
Paeru_PRECISE:R10LB_wt:3,7.8897412760000005,0.7689015680000001
Paeru_PRECISE:R10LB_wt:4,6.9804608340000005,0.6070833800000001
Paeru_PRECISE:R10LB_wt:5,4.841944315,0.537142412
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-4.371024913,-0.796616215
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-3.334894312,-0.35460624700000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-2.9301089090000003,-0.8392143400000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-1.843684788,-0.549125084
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-0.702712762,-0.482517629
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-0.7671887260000001,-0.18668764200000001
Paeru_PRECISE:M9sucAA_wt:5,-5.551003553,0.03155294
Paeru_PRECISE:M9sucAA_wt:6,-6.167798692,-0.22757969800000002
Paeru_PRECISE:R10LB_wt:6,6.621592371,0.5040736210000001
Paeru_PRECISE:R10LB_wt:7,6.024509326,0.48423436000000003
Paeru_PRECISE:LB_wt:3,4.144724984,-0.724745788
Paeru_PRECISE:LB_wt:4,4.416182003,-1.223768956
Paeru_PRECISE:R10LB_NaCl:1,0.70617114,0.43008576600000004
Paeru_PRECISE:R10LB_NaCl:2,4.291104874,0.340677724
Paeru_PRECISE:M9glucAA_wt:3,5.710091237,0.47279417100000004
Paeru_PRECISE:M9glucAA_Zn:1,6.4321712810000005,3.018608529
Paeru_PRECISE:M9glucAA_Cu:1,-2.310208878,0.227033331
Paeru_PRECISE:M9glucAA_NaOCl:1,4.788459512,0.13531837600000002
Paeru_PRECISE:M9GlcNAcAA_8:1,7.712673052,-0.38163058200000005
Paeru_PRECISE:M9GlcNAcAA_8:2,8.025862408,0.015779892
Paeru_PRECISE:M9GlcNAcAA_4:1,6.137380822,0.07865214
Paeru_PRECISE:M9GlcNAcAA_4:2,8.453763696,-0.048769314
Paeru_PRECISE:M9GlcNAcAA_2:1,2.859947732,0.30721695800000004
Paeru_PRECISE:M9GlcNAcAA_2:2,5.863252535,-0.783419329
Paeru_PRECISE:M9GlcNAcAA_1:1,4.032789113,0.092374993
Paeru_PRECISE:M9GlcNAcAA_1:2,3.883866527,-0.43115488700000004
Paeru_PRECISE:M9glucAA_NaOCl:2,4.994759298,-0.433619882
Paeru_PRECISE:M9glucAA_Cu:2,-5.926631145,0.28031910200000004
Paeru_PRECISE:M9glucAA_Fe:1,3.3125280950000002,-0.126603254
Paeru_PRECISE:M9glucAA_Fe:2,0.12181954800000001,-0.05522905
Paeru_PRECISE:M9glucAA_Zn:2,3.1971159780000002,0.517560215
Paeru_PRECISE:M9glucAA_wt:4,1.841866983,0.5428898050000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-3.971835004,0.075165309
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-4.846415677,-0.11365535800000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-4.676669657,-0.09716097400000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,1.458451404,0.02199691
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.9185394120000001,-0.11705153900000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.5399119920000001,0.09505463
relA-spoT_double-mutant:plank_WT_1:1,0.571906169,-0.06130350700000001
relA-spoT_double-mutant:plank_WT_1:2,-2.226615778,0.024022658000000002
relA-spoT_double-mutant:plank_WT_1:3,1.6547096090000002,0.037280848000000005
relA-spoT_double-mutant:plank_rel-spot:1,3.078193023,-0.045712837000000006
relA-spoT_double-mutant:plank_rel-spot:2,1.522102979,0.36310594300000004
Rosmarinic_acid:PAO1-100UMRA:1,0.18423101900000002,0.057172973
Rosmarinic_acid:PAO1-100UMRA:2,-0.38723645700000003,0.12052660600000001
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.37977684700000003,-0.159784006
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.13991657500000002,0.016704222
Rosmarinic_acid:PAO1_DMSO_Control:3,0.519693422,0.14307978300000002
Tf_toxin_expression:PAO1_WT:1,-0.209481928,0.074958812
Tf_toxin_expression:PAO1_WT:2,0.209481928,-0.074958812
Tf_toxin_expression:PAO1_derfA:1,-0.47845532300000004,0.287018945
Tf_toxin_expression:PAO1_derfA:2,-0.675379084,0.161961499
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-4.329623766,-0.249050875
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-2.530639603,0.10846082300000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-6.660610665,-1.042430657
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-6.917249488,-0.8787162030000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-3.150852764,-0.26451699900000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-3.700289675,-0.30618616200000004
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,1.690652916,-0.42792287700000003
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-1.690652916,0.427922876
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-6.210698458,0.470412243
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-6.566698703,0.31346982
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-6.865889849,0.20083909700000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-6.894435341,0.125431909
natural_RNA_aptamers:PA_Water_rep_wt:1,0.261704561,0.223179227
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.261704561,-0.223179227
natural_RNA_aptamers:PA_FMN_rep:1,0.46707588800000005,0.29204037800000004
natural_RNA_aptamers:PA_FMN_rep:2,0.367949782,0.25204290700000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.686852479,0.035241084
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,2.036247008,0.787094139
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,1.864512724,0.7819004270000001
