,A,lysG
JSF:JSF_2019:1,-0.8234006242,0.3954536851
JSF:JSF_2019:2,-0.14784191400000002,0.8172191878
JSF:JSF_2019:3,-0.3387618432,0.5378706633
JSF:JSF_2019:4,-1.2359707477,0.4056577544
JSF:JSF_2026:1,-1.0136564428,0.29648912450000003
JSF:JSF_2026:2,-0.7356369641,0.4712575959
JSF:JSF_2026:3,-0.9195644403000001,0.6068313088
JSF:JSF_2026:4,-1.0935615486999999,0.37502611960000004
MTS1338:over_expression:1,-1.0004214398,0.37958595300000003
MTS1338:over_expression:2,1.0004214398,-0.37958595300000003
PAS:control:1,-0.3740605607,-0.0651419277
PAS:control:2,-0.4195372274,-0.22063305660000002
PAS:control:3,0.7935977881,0.2857749844
PAS:treated:1,0.024170586900000002,1.0085661602
PAS:treated:2,-0.3432669138,0.7057149872
PAS:treated:3,0.7628626562,1.0655385933
THP-1:24h_THP_B_enriched:1,-2.8409463327,0.1842314804
THP-1:24h_THP_B_enriched:2,2.8409463327,-0.1842314804
aminoimidazoles:02h_treated:1,-2.2395270299,-0.28800964360000003
aminoimidazoles:02h_treated:2,-1.9664667617,-0.282009722
aminoimidazoles:24h_treated:1,-1.5664429483,0.4992038472
aminoimidazoles:24h_treated:2,-1.059743063,0.2704422576
aminoimidazoles:untreated:1,0.0340632105,0.050482971700000004
aminoimidazoles:untreated:2,0.7829594177,0.1436038541
aminoimidazoles:untreated:3,-0.8170226282,-0.1940868258
antibiotic:ctrl_24h:1,-0.4383756196,0.3324495829
antibiotic:ctrl_24h:2,-0.6538614218000001,0.2467817716
antibiotic:ctrl_24h:3,-1.0515704161,0.23729437350000002
antibiotic:ctrl_4h:1,0.41190081580000004,0.1169564052
antibiotic:ctrl_4h:2,-0.0443586111,-0.023903905000000003
antibiotic:ctrl_4h:3,-0.3675422047,-0.0930525002
antibiotic:izd_4h:1,-2.9299299673,-0.6361605187
antibiotic:izd_4h:2,-5.034063006,-0.5035713418000001
base:wt_glu_24:1,3.0192079738,-0.2342673594
base:wt_glu_24:2,1.5668160687000001,0.059468406300000005
base:wt_glu_24:3,2.9602938777,-0.12076777420000001
base:wt_glu_6:1,-1.4314050583,0.3182419653
base:wt_glu_6:2,0.8663639011000001,-0.1433733875
base:wt_glu_6:3,0.5650411572,-0.1748685778
base:wt_llac_24:1,3.3887863155,0.27762194760000003
base:wt_llac_24:2,5.7882424283,0.4459630652
base:wt_llac_24:3,9.8274595054,0.2148568181
base:wt_llac_6:1,-1.5888652182,-0.0924033107
base:wt_llac_6:2,8.5014320388,-0.5344656885
base:wt_llac_6:3,0.8571714381000001,-0.6138729945
base:wt_pyr_24:1,4.4818532722,0.7520620395000001
base:wt_pyr_24:2,9.8361344497,-0.1811773333
base:wt_pyr_24:3,7.6682037013,0.24716493920000002
base:wt_pyr_6:1,9.1269807969,-0.0156076891
base:wt_pyr_6:2,-0.18670985340000001,0.4287477021
base:wt_pyr_6:3,2.2158944743,0.24818967020000002
biofilm:biofilm:1,0.5657567734,0.9252736749
biofilm:biofilm:2,0.5368629678,0.8508994857000001
biofilm:planktonic:1,-0.0056575768,-0.0177865268
biofilm:planktonic:2,0.0056575768,0.0177865268
btz043:0_days_.006:1,-0.1321815452,-0.14416542170000002
btz043:0_days_.006:2,-0.2664221952,-0.0763947541
btz043:0_days_.006:3,-0.37063568620000004,0.028079077100000002
btz043:0_days_control:1,-0.0652013174,-0.08288440030000001
btz043:0_days_control:2,-0.1209651065,-0.0460552168
btz043:0_days_control:3,0.18616642400000002,0.12893961710000001
btz043:1_days_.006:1,-1.1285299143,0.5390908528
btz043:1_days_.006:2,-0.37070242880000004,0.37769394900000003
btz043:1_days_.006:3,-0.71778805,0.6024617297
btz043:1_days_.006:4,-1.9505709831,0.5814605644
btz043:1_days_control:1,-0.2575717494,0.1695389619
btz043:1_days_control:2,0.0356832817,0.0591564199
btz043:1_days_control:3,-0.18502660810000002,0.1970341838
btz043:1_days_control:4,-0.0007700336,0.16459262330000002
clarithromycin:1_days_control:1,-0.0921250805,0.043294287
clarithromycin:1_days_control:2,0.1826210182,0.0180420033
clarithromycin:1_days_control:3,-0.0904959377,-0.061336290300000006
cnpB:del:1,0.9604340378,0.2482752336
cnpB:del:2,0.3112093215,0.31792100360000003
cnpB:del:3,2.608005909,-0.1653181181
cnpB:wt:1,-0.7028162279,0.06659320810000001
cnpB:wt:2,-0.8028853527,0.2068117144
cnpB:wt:3,1.5057015806,-0.27340492250000004
csoR:ko:1,7.2992083747,-0.7852174498000001
csoR:ko:2,6.3692619598,-1.1618610614
csoR:wt:1,-0.8077068713000001,-0.1224514844
csoR:wt:2,0.8077068713000001,0.1224514844
dap:0_days_25:1,-0.6304792044,0.0086904391
dap:0_days_25:2,-0.79057284,-0.0513331506
dap:0_days_25:3,-0.6648793018,0.017144578
dap:0_days_25:4,-0.3650473453,-0.029458881500000002
dap:0_days_control:1,0.2610000026,0.005066231300000001
dap:0_days_control:2,0.1487480601,-0.027874109600000002
dap:0_days_control:3,-0.6752834014,0.0985343719
dap:0_days_control:4,0.2655353387,-0.0757264936
dap:1_days_25:1,-0.8853756898,-0.6786810111
dap:1_days_25:2,-1.2091954837,-0.29629208300000004
dap:1_days_25:3,-0.9396791827000001,-0.4705832834
dap:1_days_25:4,-0.8105452293000001,-0.5032147226
dap:1_days_control:1,0.1063334352,-0.3308076266
dap:1_days_control:2,-0.19538513470000002,-0.2504583365
dap:1_days_control:3,-0.0131754077,-0.5364229436
dap:1_days_control:4,-0.43684678050000003,-0.3579176136
degradosome:mutant_rnj:1,2.1088636698,-0.3898057126
degradosome:mutant_rnj:2,2.5594160483,-0.5112978625
degradosome:mutant_rnj:3,0.6409521398,-0.3154217968
degradosome:PNPase_ko:1,-1.2891667277,0.9618311220000001
degradosome:PNPase_ko:2,-1.7859261821999999,0.7369071218000001
degradosome:PNPase_ko:3,-1.3039791169,0.7945049135000001
degradosome:Rnase_E_ko:1,11.885133482,-1.154884273
degradosome:Rnase_E_ko:2,11.1266561833,-0.9555073026
degradosome:Rnase_E_ko:3,13.4949968342,-1.1004242134
degradosome:wt_cas9_ctrl:1,3.973796724,-1.6209374613
degradosome:wt_cas9_ctrl:2,5.2764535215,-0.643856152
degradosome:wt_cas9_ctrl:3,5.4490995186,-0.7732806212000001
degradosome:wt_expn:1,0.1173607393,0.0486345792
degradosome:wt_expn:2,-0.11906691,-0.0366983991
degradosome:wt_expn:3,0.0017061707000000001,-0.0119361801
delam:0_days_.09:1,0.4966281739,-0.0323733264
delam:0_days_.09:2,0.0139873732,0.0096487262
delam:0_days_.09:3,-0.1264498763,0.0882921022
delam:0_days_.09:4,0.0755410261,-0.0335106898
delam:0_days_control:1,-0.0318452501,0.1884587301
delam:0_days_control:2,0.8855301777000001,-0.0342724645
delam:0_days_control:3,-0.5584751851,-0.3208218344
delam:0_days_control:4,-0.2952097425,0.1666355689
delam:1_days_.09:1,5.9371807041,-0.28687348100000004
delam:1_days_.09:2,6.4978536433,-0.37111904830000003
delam:1_days_.09:3,6.6548894895,-0.47731863880000003
delam:1_days_.09:4,6.6265066445,-0.4231822764
delam:1_days_control:1,7.002862383,-0.329915661
delam:1_days_control:2,6.4801299506,-0.2797396639
delam:1_days_control:3,6.8604214863,-0.3021630634
delam:1_days_control:4,5.8377635645,-0.6107534947000001
dg_inh:both:1,0.989762613,-0.2959545704
dg_inh:both:2,1.6970305984,-0.1225345169
dg_inh:both:3,1.5484198662000002,-0.1317854062
dg_inh:dg:1,0.5035100635,0.0372262674
dg_inh:dg:2,0.7225609723,-0.1703346358
dg_inh:dg:3,0.9278733102000001,-0.048349828500000004
dg_inh:DMSO:1,0.0963691279,0.06876912610000001
dg_inh:DMSO:2,0.2778164155,-0.2256585029
dg_inh:DMSO:3,-0.3741855435,0.1568893768
dg_inh:inh:1,1.3763294823,-0.2522430086
dg_inh:inh:2,1.277344191,-0.1368189314
dg_inh:inh:3,1.3522404823,-0.3716500009
dormancy:dormant_20d_rifampicin:1,2.6747868483,1.0849633218
dormancy:dormant_20d_rifampicin:2,1.2077919109,1.107343429
dormancy:dormant_20d_rifampicin:3,1.7411229591000001,1.1201806217
dormancy:dormant_no_treatment:1,-0.4980707062,0.0742039613
dormancy:dormant_no_treatment:2,-0.0701234369,0.0895638753
dormancy:dormant_no_treatment:3,0.5681941431,-0.1637678366
eccE1:control:1,-0.6546192414,-0.0129429192
eccE1:control:2,0.6546192414,0.0129429192
eccE1:delta_eccE1:1,-0.3592617401,0.0275836304
eccE1:delta_eccE1:2,0.3847044288,0.1329023252
eccE1:delta_eccE1_eccE1_HA_comp:1,-3.8655756822000003,0.0661819199
eccE1:delta_eccE1_eccE1_HA_comp:2,-2.8605809503,0.0410501376
eccE1:delta_eccE1_empty_vector:1,-0.1613303257,-0.0291113027
eccE1:delta_eccE1_empty_vector:2,-0.8456921716,0.21719830580000002
eccE1:delta_eccE1_myc_p1_HA_comp:1,-0.3115029595,0.2393773093
eccE1:delta_eccE1_myc_p1_HA_comp:2,-0.9432846934,0.3884121354
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-1.0372025426,0.0957883997
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-2.1117057816,0.042139479800000004
emb:0_days_2.45:1,-0.4659264748,-0.14702183130000002
emb:0_days_2.45:2,1.0165040246000001,-0.3552907072
emb:0_days_2.45:3,0.5671576297,-0.47291866990000003
emb:0_days_2.45:4,0.885456553,-0.24206001430000001
emb:0_days_control:1,0.16915943690000002,-0.0646978121
emb:0_days_control:2,0.056207278000000006,-0.1535500998
emb:0_days_control:3,-0.1730664015,-0.0582183623
emb:0_days_control:4,-0.052300313300000005,0.2764662741
emb:1_days_2.45:1,-4.5231012914,0.3094333668
emb:1_days_2.45:2,-4.8047666018,0.3920248053
emb:1_days_2.45:3,-4.5186075424,0.4036332653
emb:1_days_2.45:4,-3.8819304949,0.1459318534
emb:1_days_control:1,-4.7763049764000005,0.3287963805
emb:1_days_control:2,-4.4140432527,0.2018507514
emb:1_days_control:3,-3.3691577722,0.0682730064
emb:1_days_control:4,-4.1403990558,0.28575714550000003
espL:ko:1,0.0403233205,-0.2288608568
espL:ko:2,0.5070584635000001,0.0335444943
espL:wt:1,-0.3741127148,0.0393488937
espL:wt:2,0.3741127148,-0.0393488937
esx_1:ko:1,0.43822955610000003,0.3411515282
esx_1:ko:2,-0.1849768289,0.1978324468
esx_1:wt:1,0.6365196485,0.0794047083
esx_1:wt:2,-0.3920423335,0.184183809
esx_1:wt:3,-0.24447731500000003,-0.2635885173
genotoxic:control:1,0.2561112042,-0.39619954420000003
genotoxic:control:2,-0.2561112042,0.39619954420000003
genotoxic:growth_supplement:1,6.1859154518,0.8406297414
genotoxic:growth_supplement:2,0.3386436729,0.1246973339
growth:tss_expnt:1,-0.8446776712,0.2732590925
growth:tss_expnt:2,1.0532638366,-0.0376982024
growth:tss_expnt:3,-0.0893822135,0.41993240870000004
growth:tss_starved:1,-3.7224337763,-0.5385495542000001
growth:tss_starved:2,-3.035890063,-0.4718715016
growth:tss_starved:3,-4.0096308499,-0.11899334010000001
growth:wt_expn:1,-0.2890477038,0.0089081299
growth:wt_expn:2,1.0675018269,-0.0013134192
growth:wt_expn:3,-0.7784541231000001,-0.0075947107
hs2:treated:1,-0.007823724,-0.0912731667
hs2:treated:2,0.1419878349,-0.0198291895
hs2:treated:3,1.0475262202,0.039081371600000005
hs2:untreated:1,-1.350458178,-0.2028795591
hs2:untreated:2,0.5167171491,0.0331197445
hs2:untreated:3,0.833741029,0.1697598146
hypoxia:000h_.81_DO:1,-0.6453449511,-0.6439055803
hypoxia:000h_.81_DO:2,-0.24897379690000002,0.171693738
hypoxia:000h_.81_DO:3,0.8943187480000001,0.4722118424
hypoxia:017h_.57_DO:1,0.7879219811,0.3400530997
hypoxia:017h_.57_DO:2,1.8493227791,0.1616253719
hypoxia:017h_.57_DO:3,-0.936596368,0.5767772785
hypoxia:023h_.42_DO:1,-2.4784475797,0.06001726500000001
hypoxia:023h_.42_DO:2,-1.7980352540000002,-0.4221776245
hypoxia:040h_.11_DO:1,2.0712485210000002,-0.6417066632
hypoxia:040h_.11_DO:2,1.110250081,-0.0645706117
hypoxia:041h_.09_DO:1,2.6875456839,0.0861079004
hypoxia:041h_.09_DO:2,4.1060448149,-0.1841471215
hypoxia:041h_.09_DO:3,2.9555156057,-1.2018537853
hypoxia:042h_.07_DO:1,3.2024481334,-1.0773081948
hypoxia:042h_.07_DO:2,3.4456888473,-0.37009635090000004
hypoxia:043h_.06_DO:1,4.6449358505,-0.7897924885000001
hypoxia:043h_.06_DO:2,5.8112617146000005,-0.5621381816000001
hypoxia:043h_.06_DO:3,4.7345115602,-0.8427392414
hypoxia:044h_.04_DO:1,4.3576977089,-0.8348132340000001
hypoxia:044h_.04_DO:2,3.8302041055,-0.7359162272
hypoxia:044h_.04_DO:3,5.0760566754,-0.5499295045
hypoxia:047h_0_DO:1,3.8004859711,-0.2456796114
hypoxia:047h_0_DO:2,3.9151814484000003,-1.4708628608
hypoxia:047h_0_DO:3,4.4472400408,-0.1853132542
hypoxia:049h_0_DO:1,5.8072218806,-0.5157730571
hypoxia:049h_0_DO:2,5.1267345371,-0.3152040937
hypoxia:049h_0_DO:3,4.5538201619,-0.47653235
hypoxia:050h_0_DO:1,4.8156973748,-0.18886787
hypoxia:050h_0_DO:2,3.7722270273,-0.8508901555
hypoxia:050h_0_DO:3,4.4847379993,-0.300515696
hypoxia:052h_0_DO:1,1.1501866568999999,0.2298805219
hypoxia:052h_0_DO:2,2.9661438817,-0.18906855350000001
hypoxia:052h_0_DO:3,2.123601215,0.1336804979
hypoxia:054h_0_DO:1,4.7408109047,-0.37659395630000003
hypoxia:054h_0_DO:2,2.7287585899,-0.0376560172
hypoxia:054h_0_DO:3,2.2969264937,-0.3872716514
hypoxia:054h_0_DO:4,2.358520648,0.009136248000000001
hypoxia:054h_0_DO:5,2.1278774525,-0.4999738267
hypoxia:070h_0_DO:1,-1.684532729,-0.0015330738
hypoxia:070h_0_DO:2,-1.6400553937,-0.4099808454
hypoxia:088h_0_DO:1,0.8780957364,0.1940767713
hypoxia:088h_0_DO:2,1.4324839126,0.1698632458
hypoxia:114.5h_.04_DO:1,3.3552605459000002,-0.5860381250000001
hypoxia:114.5h_.04_DO:2,2.2156234814,-0.8614673131
hypoxia:114.5h_.04_DO:3,2.2422156525,-0.7997715051000001
hypoxia:115h_.06_DO:1,2.0324095112,-1.1349290415
hypoxia:115h_.06_DO:2,3.1701024338,-1.5388385539
hypoxia:115h_.06_DO:3,2.0335238854,-1.1900538353
hypoxia:116h_.11_DO:1,2.1649612477,-1.2155348781
hypoxia:116h_.11_DO:2,3.1872113711,-1.243042408
hypoxia:116h_.11_DO:3,3.6671000778,-1.2958150245
hypoxia:120h_.47_DO:1,2.4693870993,-1.3990376661
hypoxia:120h_.47_DO:2,2.5672153460000002,-1.4170430253
hypoxia:120h_.47_DO:3,2.700303803,-1.3144478143
kinase:DMSO_0h_F:1,7.226042348,0.5786461817
kinase:DMSO_0h_F:2,6.7232613111,0.4797424207
kinase:DMSO_0h_F:3,6.489078026,0.5660501090000001
kinase:DMSO_0h_H:1,4.9467087307,0.3408433035
kinase:DMSO_0h_H:2,4.4668072292,0.6579926631
kinase:DMSO_0h_H:3,4.4756583755,0.7441208404
kinase:DMSO_0h_H:4,4.0781794496,0.4082602135
kinase:DMSO_0h_H:5,4.5166334719,0.4690862732
kinase:DMSO_0h_H:6,3.8293587828,0.5279970476
kinase:DMSO_0h_I:1,0.9632860374000001,-0.0024026532
kinase:DMSO_0h_I:2,-0.6927636616,0.357539408
kinase:DMSO_0h_I:3,0.0088227081,-0.18648722580000002
kinase:DMSO_0h_I:4,0.8883112609,-0.12189179080000001
kinase:DMSO_0h_I:5,-0.6893391187,0.2019753336
kinase:DMSO_0h_I:6,-0.4783172261,-0.2487330717
kinase:pknD_T10_48h:1,8.8271674601,0.31354005960000003
kinase:pknD_T10_48h:2,9.3043016415,0.5832578203000001
kinase:pknD_T10_48h:3,9.4070293236,0.6115262518
kinase:pknL_T10_48h:1,8.9124111956,0.6181629868
kinase:pknL_T10_48h:2,9.3146939875,0.7898277711
kinase:pknL_T10_48h:3,9.0304550036,0.8292934688
kinase:pknL_T4_48h:1,9.4905607534,0.8426105038
kinase:pknL_T4_48h:2,10.2181954072,1.1535990084
kinase:pknL_T4_48h:3,9.7845158976,1.2092859779
kinase:T10_12h_F:1,7.339768544,0.8561569805
kinase:T10_12h_F:2,7.1015565845,0.4454312971
kinase:T10_12h_F:3,7.5635226003,0.4348929989
kinase:T10_12h_H:1,5.4041240961,0.6029605731000001
kinase:T10_12h_H:2,4.5917793099,0.37902309770000003
kinase:T10_12h_H:3,4.0724879673,0.5095990065
kinase:T10_12h_I:1,1.8642797427,0.17579825030000001
kinase:T10_12h_I:2,5.5535668577,0.3933082767
kinase:T10_24h_F:1,7.9966734407,0.1800042707
kinase:T10_24h_F:2,8.4408998602,0.4228848133
kinase:T10_24h_F:3,7.7504911457,0.6989580771
kinase:T10_24h_H:1,6.3868637273,0.22544559500000003
kinase:T10_24h_H:2,6.4917227896,0.5294778754
kinase:T10_24h_H:3,6.0214121747,0.5931483209
kinase:T10_24h_I:1,5.2975126511,0.2840098972
kinase:T10_24h_I:2,5.8614037943,0.165754869
kinase:T10_48h_F:1,8.5676435576,0.6018276502000001
kinase:T10_48h_F:2,7.0462256981,0.38564329940000003
kinase:T10_48h_F:3,7.4200599718,0.6091662096
kinase:T10_48h_H:1,6.3898450627,0.3018257894
kinase:T10_48h_H:2,5.8668031770999995,0.1959064855
kinase:T10_48h_H:3,5.7916407611,0.2270405217
kinase:T10_48h_I:1,7.9350855748,0.1845702388
kinase:T10_48h_I:2,7.4915948084,0.376414024
kinase:T10_48h_I:3,7.1897347367,0.3464907303
kinase:T4 _48h_H:1,8.4251902723,0.7136738857
kinase:T4 _48h_H:2,8.3332383817,0.7230202721
kinase:T4 _48h_H:3,8.0554451256,0.8470537106
kinase:T4 20 _12h_I:1,6.0139292214,0.4282379691
kinase:T4 20 _12h_I:2,6.1803465689,0.40074969920000003
kinase:T4 20 _12h_I:3,5.9972310177,0.4511560539
kinase:T4_12h_F:1,7.0199551815,0.6174118843
kinase:T4_12h_F:2,7.0646228918,0.6363982889
kinase:T4_12h_F:3,7.0701433737,0.5622732199
kinase:T4_12h_H:1,6.0887440676,0.5374217911
kinase:T4_12h_H:2,5.2406525905,0.5173464372000001
kinase:T4_12h_H:3,5.6235187243,0.4305108962
kinase:T4_24h_F:1,7.7053873248,0.7601160697
kinase:T4_24h_F:2,7.13161388,0.8030172506000001
kinase:T4_24h_F:3,8.3104432296,0.6750225452
kinase:T4_24h_H:1,8.3123839107,0.7052164809
kinase:T4_24h_H:2,7.4693078066,0.5642159138
kinase:T4_24h_H:3,6.7707542701,0.37289323760000004
kinase:T4_24h_I:1,6.4697908055,0.2015944985
kinase:T4_24h_I:2,6.84904898,0.5072091082
kinase:T4_48h_F:1,9.0636401951,0.9497109327000001
kinase:T4_48h_F:2,9.2827273846,0.8279203516
kinase:T4_48h_F:3,9.4213856071,0.9493038247000001
kinase:T4_48h_I:1,7.5098362323,0.6991004126
kinase:T4_48h_I:2,6.4060650251,0.4299298321
kinase:T4_48h_I:3,6.7975731958,0.3020998903
kinase:WT_T10_48h:1,6.8376327374,0.43879369840000004
kinase:WT_T10_48h:2,8.1583150375,1.5389086081999999
kinase:WT_T10_48h:3,7.8192765459,1.3679597455999999
kinase:WT_T10_48h:4,8.4789230083,0.5803790279000001
kinase:WT_T10_48h:5,8.573941123800001,0.37820844070000004
kinase:WT_T4_48h:1,9.4293396615,0.7335554009
kinase:WT_T4_48h:2,8.9559888631,1.0909471169
kinase:WT_T4_48h:3,8.8017749507,0.9382323126000001
levofloxacin:control:1,-0.42247395190000003,-0.22062857530000002
levofloxacin:control:2,-0.3700965599,-0.0651400092
levofloxacin:control:3,0.7925705118,0.28576858450000003
levofloxacin:treated:1,-0.3589441769,1.0555624113
levofloxacin:treated:2,-0.1307787253,1.0514969086
levofloxacin:treated:3,-1.3795259101,1.3472212039
linez:0_days_4:1,-5.8554539585,0.1397359461
linez:0_days_4:2,-6.6674615326,0.0240406866
linez:0_days_4:3,-6.3901496631,0.1318236748
linez:0_days_4:4,-5.7480349678,0.21978671260000002
linez:0_days_control:1,0.4150196605,-0.0693704022
linez:0_days_control:2,-0.37218244570000003,0.0872133345
linez:0_days_control:3,0.1305622801,-0.0327736331
linez:0_days_control:4,-0.1733994949,0.0149307008
linez:1_days_4:1,-3.0843648200000002,-0.08101648360000001
linez:1_days_4:2,-2.8715777982,-0.2025013283
linez:1_days_4:3,-3.1449910178,-0.0712860994
linez:1_days_4:4,-2.9218402282,-0.1280677139
linez:1_days_control:1,-1.8010234977000001,-0.14998236510000001
linez:1_days_control:2,-1.5400149824,-0.1767999231
linez:1_days_control:3,-2.3803547927,-0.3917613049
lipid:dextrose_exp:1,-0.0084196179,0.0273940563
lipid:dextrose_exp:2,0.0084196179,-0.0273940563
lipid:dextrose_hypo:1,1.4138783974,4.185676201
lipid:dextrose_hypo:2,2.5080283461,3.00386094
lipid:dextrose_stat:1,-7.0893637186,3.565837881
lipid:dextrose_stat:2,-6.7109103183,3.5238326261
lipid:lipid_exp:1,4.2367134449,-1.1580924055
lipid:lipid_exp:2,2.4530583142,-1.4391838018
lipid:lipid_stat:1,-6.8247803462,0.9756019372
lipid:lipid_stat:2,-8.4236274966,-0.0813421737
mcr11:mcr11_mutant:1,-2.5109484909,0.14266653140000002
mcr11:mcr11_mutant:2,-0.7573420498,0.1582124413
mcr11:mcr11_mutant:3,0.17294490610000002,0.0011356605
mcr11:wt:1,0.0102254569,-0.15136076780000002
mcr11:wt:2,-1.5066868278,0.16058549600000002
mcr11:wt:3,1.4964613709,-0.0092247282
miceAV_macro:24h_control:1,0.5343081501,-0.0104478641
miceAV_macro:24h_control:2,-0.3778423825,0.008114114700000001
miceAV_macro:24h_control:3,-0.1564657676,0.0023337495
miceBMDM:inf02:1,6.0248061276,-1.1004563135
miceBMDM:inf02:2,3.2323621386,-0.43256802440000003
miceBMDM:inf02:3,3.6556210681,-0.9638846355
miceBMDM:inf24:1,3.2058774869,0.0101363219
miceBMDM:inf24:2,4.6089034987,0.2651347298
miceBMDM:inf24:3,4.7413086241,0.1623069409
miceBMDM:inf08:1,5.0818659809,-0.8633049651
miceBMDM:inf08:2,4.0563259992,-0.9601754181000001
miceBMDM:inf08:3,3.6936008560999998,-0.265734464
miceBMDM:no_inf02:1,-0.5453458649,-0.158392175
miceBMDM:no_inf02:2,0.5065636389,0.0787144942
miceBMDM:no_inf02:3,0.038782226100000004,0.0796776807
miceBMDM:no_inf24:1,0.2520702891,0.9813966452
miceBMDM:no_inf24:2,0.5013170351,0.9756693537000001
miceBMDM:no_inf24:3,1.1715141806,0.9629051299
miceBMDM:no_inf08:1,-0.1811853152,0.5119026959
miceBMDM:no_inf08:2,-0.8090660988,-0.1374261624
miceBMDM:no_inf08:3,0.0001619595,0.13317394200000002
miceNF:control:1,0.2257301036,0.0870586733
miceNF:control:2,-0.2257301036,-0.0870586733
miceNF:invivo:1,9.6932976896,-0.007737653000000001
miceNF:invivo:2,11.1389947384,-0.17963412180000002
miceNF:invivo:3,10.9956440077,0.0100327765
mihF:mihF_mutant_atc:1,0.27424849360000003,0.6214406487
mihF:mihF_mutant_atc:2,-2.0567121779,0.3780023094
mihF:mihF_mutant_no_atc:1,-8.630361291,-1.4143285156
mihF:mihF_mutant_no_atc:2,-4.091910692,-0.5843706472
mihF:wt_atc:1,-0.2131788238,-0.11078580900000001
mihF:wt_atc:2,-6.2900139772,-1.1475815435
mihF:wt_no_atc:1,-2.2013993369,0.0121807381
mihF:wt_no_atc:2,2.2013993369,-0.0121807381
mmpl3:mutant_no_ATC:1,-0.5472954136,-0.1862896687
mmpl3:mutant_no_ATC:2,0.5472954136,0.1862896687
mmpl3:mutant_with_ATC:1,-0.4219780406,0.7794063553
mmpl3:mutant_with_ATC:2,1.4333543923,0.5439482105
mrsI:ko_iron_atc:1,-0.32445556680000004,0.2633030762
mrsI:ko_iron_atc:2,-1.8990773696,0.6576725341
mrsI:ko_iron_no_atc:1,4.9599500453,-1.3617980119
mrsI:ko_iron_no_atc:2,3.6269725514999998,-1.3363725419999999
mrsI:ko_ox_atc:1,6.8099914367,-1.1068620515
mrsI:ko_ox_atc:2,4.922535011,-1.4164027894
mrsI:ko_ox_no_atc:1,0.3027050357,0.1668311027
mrsI:ko_ox_no_atc:2,-0.7879590816,0.2355681238
mrsI:ko_sds_atc:1,-0.44953936180000004,0.2375250317
mrsI:ko_sds_atc:2,-0.7145510613,0.1565728569
mrsI:ko_sds_no_atc:1,-0.7530744296,0.4305343157
