,A,MvfR
Farnesol_treatment:RNA of 6-F_L1:2,-8.9819103763,-0.380391698
Farnesol_treatment:RNA of 6-F_L1:3,-8.5023169186,-0.296168989
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.2232996944,0.31999138800000004
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.2232996944,-0.31999138800000004
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.8383854505,-0.041224331
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.1085119113,-0.188116224
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-1.1576057529,0.103213052
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.0718728693,0.16319017500000002
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-1.1148947379,0.283508498
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.7409465327,0.02486421
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.48853208950000004,-0.291267437
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-0.2258792506,0.322706612
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.6797801045,0.32013562
HapZ_SagS_mutant:delHapZp:1,-0.012569237300000001,0.23970084600000002
HapZ_SagS_mutant:delHapZp:2,0.58737396,-0.096816129
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.7938774138,-0.38823330500000003
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.1140973093,0.068097685
HapZ_SagS_mutants:delHApZ:1,7.3036296871,0.149121477
HapZ_SagS_mutants:delHApZ:2,8.4134879887,-0.08750917200000001
HapZ_SagS_mutants:delHApZ:3,7.5918656037000005,-0.095286717
HapZ_SagS_mutants:delSagS:1,6.8112767472,0.345292351
HapZ_SagS_mutants:delSagS:2,7.8870008314,-0.038554736
HapZ_SagS_mutants:delSagS:3,6.166069123,-0.226031893
HapZ_SagS_mutants:delHapZp:3,-0.5126260959,0.044806413
Lung_infection_transcriptome:PA01_LS1:1,3.0404561946,0.6732437290000001
Lung_infection_transcriptome:PA01_LS1:2,3.7352755075,0.7508151190000001
Lung_infection_transcriptome:PA01_CS1:1,0.014767646,-0.037261268
Lung_infection_transcriptome:PA01_CS1:2,-0.014767646,0.037261268
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.1144153781,-0.139617408
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.1144153781,0.139617408
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-1.1236883547,-0.2103429
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.7231419525,-0.30419735600000003
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,0.2945775706,0.20327191600000002
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,0.2608802099,1.058022266
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,1.5835738326,-1.080843779
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,1.9581347211,-0.662596959
Metabolic_fitness_plasmid:PAO1_pBS228:1,2.6148020457000003,-0.5555231230000001
Metabolic_fitness_plasmid:PAO1_pBS228:2,1.3606250044000001,0.048767129000000006
Metabolic_fitness_plasmid:PAO1_RmS149:1,2.0177888158,-1.938449029
Metabolic_fitness_plasmid:PAO1_RmS149:2,1.6821783431,-0.804155972
Mucin_glycans:ABTGC:1,-1.2725140267000001,-0.166523427
Mucin_glycans:ABTGC:2,-1.0519931039000001,-0.189707712
Mucin_glycans:ABTGC:3,1.6936694961,0.068028775
Mucin_glycans:ABTGC:4,0.3937439767,0.174790954
Mucin_glycans:ABTGC:5,0.2370936578,0.11341141
Mucin_glycans:MUC5B:1,1.4657665560000002,-1.245314519
Mucin_glycans:MUC5B:2,2.1599869924,-1.069730755
Mucin_glycans:Glycans:1,0.6657580162,-0.18284466300000002
Mucin_glycans:Glycans:2,0.37599829370000004,-0.28472658300000003
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,0.44460781330000004,0.9023432100000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-0.42610183760000003,0.82541595
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,1.2288567066,0.651804515
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-1.6358594498999999,-0.866004749
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-2.5538220816,-0.706400531
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-2.4463677188,-0.706872876
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,1.867887156,0.871880325
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,2.082401194,0.936537024
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,1.8354376201,0.7627375270000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-1.688895294,-0.9827922760000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-1.7558697677000001,-0.8101435170000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-2.3409609084,-0.7782190840000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.067487164,-0.051875335
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.067487164,0.051875335
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,1.8232712734,-0.573318732
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,1.9536237091,-0.453419312
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-1.6209929712000002,0.10352649400000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-1.2181856588,-0.112172063
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,0.9010188149,-0.185153645
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,2.0518215358,-0.063034923
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,1.0102511309,0.10640290300000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,1.8803973555,-0.01440429
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.3709209001,-0.15381113600000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.23979130340000002,-0.13423800800000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.4284545891,0.155820926
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.18225761440000002,0.132228218
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.4951082521,0.998522416
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,3.0908276692,1.09484848
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.3118028558,-0.10973553500000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.1776055164,-0.090156733
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.4894083722,0.199892268
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,2.8072822686,-0.554161483
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,3.4948612961,-0.440528387
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,3.7028900437,-0.171795038
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.4278889901,-0.052160028000000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-2.0824944083,0.210519218
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-2.1592233648,0.390486426
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-2.0604257916,0.393684226
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-3.5703841692,-0.334972357
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-3.3870280335,-0.34114892500000005
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-3.1727231699,-0.38461224
Rosmarinic_acid:PAO1-100UMRA:1,6.1363840699,0.6874210900000001
Rosmarinic_acid:PAO1-100UMRA:2,8.703316959,0.49502695900000004
Rosmarinic_acid:PAO1_DMSO_Control:1,-1.4643117876,0.069131069
Rosmarinic_acid:PAO1_DMSO_Control:2,0.036722423000000004,-0.14324909600000002
Rosmarinic_acid:PAO1_DMSO_Control:3,1.4275893646,0.074118026
Testosterone_treatment:Testosterone_Control:1,0.053138239100000005,0.011293747000000002
Testosterone_treatment:Testosterone_Control:2,-0.053138239100000005,-0.011293747000000002
Testosterone_treatment:Testosterone_2.5:1,-1.8116405135,-0.194973257
Testosterone_treatment:Testosterone_2.5:2,-1.2040534642,-0.001021902
Tf_toxin_expression:PAO1_WT:1,-1.3614517562000001,0.005750044
Tf_toxin_expression:PAO1_WT:2,1.3614517562000001,-0.005750044
Tf_toxin_expression:PAO1_derfA:1,-2.5804600931,0.324632625
Tf_toxin_expression:PAO1_derfA:2,-1.9894538615,0.251427354
Zinc_treatment:PA_Zn:1,0.6183473449,-0.47646701100000005
Zinc_treatment:PA_Zn:2,0.5348081294,-0.27825303900000004
Zinc_treatment:PA_Zn:3,0.6693845972,-0.6765419920000001
Zinc_treatment:PA_Zn_wt:1,-0.0375016587,-0.11527090300000001
Zinc_treatment:PA_Zn_wt:2,0.0375016587,0.11527090300000001
Paeru_PRECISE:CAMHB_wt:1,-15.4624972669,-1.724449466
Paeru_PRECISE:CAMHB_wt:2,-16.1257016028,-1.689709447
Paeru_PRECISE:CAMHB_wt:3,-14.4662292544,-1.415219061
Paeru_PRECISE:CAMHB_wt:4,-14.0141838178,-1.570325889
Paeru_PRECISE:M9glucAA_Pqt10:1,-2.6171466288,-0.00321871
Paeru_PRECISE:M9glucAA_Pqt10:2,-1.4936778535,-0.428745178
Paeru_PRECISE:M9glucAA_Pqt:1,-1.9103109948,-0.377988484
Paeru_PRECISE:M9glucAA_Pqt:2,-1.5255059678,-0.283273
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-2.1932616873,-0.33750726600000003
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-1.9466849836,-0.47955949000000003
Paeru_PRECISE:M9glucAA_NaCl:1,-16.1985059831,-1.798204653
Paeru_PRECISE:M9glucAA_NaCl:2,-16.4212422809,-1.951515799
Paeru_PRECISE:M9glucAA_NaCl:3,-16.7671924514,-1.703518764
Paeru_PRECISE:CAMHB_wt:5,-10.9344956492,-1.7570263110000002
Paeru_PRECISE:CAMHB_wt:6,-11.7640883207,-1.674981904
Paeru_PRECISE:LB_wt:1,1.6635851456,-0.42736322
Paeru_PRECISE:LB_wt:2,1.2116830854,0.24142955100000002
Paeru_PRECISE:M9glucAA_wt:1,0.10440654440000001,-0.042096763
Paeru_PRECISE:M9glucAA_wt:2,-0.10440654440000001,0.042096763
Paeru_PRECISE:M9glucAA_lowpH:1,-1.9267924548000002,0.340756084
Paeru_PRECISE:M9glucAA_lowpH:2,-1.6732984611,0.35119838400000003
Paeru_PRECISE:M9glucAA_DPD:1,-4.349824384,-0.531647996
Paeru_PRECISE:M9glucAA_DPD:2,-3.1611285748,-0.660507477
Paeru_PRECISE:M9sucAA_wt:1,-0.37883122020000004,-0.156441395
Paeru_PRECISE:M9sucAA_wt:2,-3.5195777364,-0.704755798
Paeru_PRECISE:M9glucAA_NaCl:4,-16.1117509956,-1.884814117
Paeru_PRECISE:M9glucAA_NaCl:5,-16.4150637955,-1.7351766849999999
Paeru_PRECISE:M9sucAA_wt:3,-0.018578435,0.06545052900000001
Paeru_PRECISE:M9sucAA_wt:4,-0.3876834227,-0.079933659
Paeru_PRECISE:R10LB_wt:1,-0.5061395352,0.055639285000000004
Paeru_PRECISE:M9glucAA_NaCl:6,-8.0842476329,-0.850808054
Paeru_PRECISE:M9glucAA_NaCl:7,-8.4671538657,-1.210770175
Paeru_PRECISE:M9fructAA_wt:1,-0.3738822806,0.167057066
Paeru_PRECISE:M9fructAA_wt:2,-0.2782915925,0.214446883
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.1384167906,0.403120601
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.3614203822,0.38593328
Paeru_PRECISE:M9pyruvAA_wt:1,-4.9840967867,-0.7424970790000001
Paeru_PRECISE:M9pyruvAA_wt:2,-3.2831168467,-0.037554429
Paeru_PRECISE:M9fructAA_wt:3,-0.6213469199,-0.46839000900000005
Paeru_PRECISE:M9fructAA_wt:4,-0.21504040200000002,-0.671708704
Paeru_PRECISE:M9GlcNAcAA_wt:3,-2.5659121389,-0.150196307
Paeru_PRECISE:M9GlcNAcAA_wt:4,-1.4078367512,0.11264645400000001
Paeru_PRECISE:M9glycAA_wt:1,-2.4281332794,0.14300529
Paeru_PRECISE:M9glycAA_wt:2,-3.4995974032,0.035966594000000005
Paeru_PRECISE:M9pyruvAA_wt:3,-10.358688559,-0.757228134
Paeru_PRECISE:CAMHB_wt:7,-14.3710650338,-1.485006966
Paeru_PRECISE:CAMHB_wt:8,-13.6119177749,-1.436636643
Paeru_PRECISE:R10LB_wt:2,-0.48531217670000004,0.174489856
Paeru_PRECISE:R10LB_wt:3,-0.23648994040000001,0.26426509600000003
Paeru_PRECISE:R10LB_wt:4,-0.43312896170000004,0.427721701
Paeru_PRECISE:R10LB_wt:5,-1.2885240136,0.353353173
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-1.8092139089,-0.222761494
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-0.18551849410000001,0.21502732400000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,0.2559272854,-0.043744836
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,0.15004885,-0.10043674100000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-0.5223272864,-0.048682932000000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-1.2224122069,0.016486388
Paeru_PRECISE:M9sucAA_wt:5,-5.6955469412,-0.071908707
Paeru_PRECISE:M9sucAA_wt:6,-8.0721593441,-0.6431663980000001
Paeru_PRECISE:R10LB_wt:6,0.1760405884,0.33632695300000004
Paeru_PRECISE:R10LB_wt:7,-0.2803459078,0.139039364
Paeru_PRECISE:LB_wt:3,0.1534518677,0.168570033
Paeru_PRECISE:LB_wt:4,0.5792101911,0.24136881200000002
Paeru_PRECISE:R10LB_NaCl:1,-1.0018835433,-0.18504318
Paeru_PRECISE:R10LB_NaCl:2,-0.7200205184,-0.601495085
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-0.7024151091,0.020150409
Paeru_PRECISE:M9glucAA_Zn:1,-13.5159033097,3.330896585
Paeru_PRECISE:M9glucAA_Cu:1,-12.5066911266,-0.724306459
Paeru_PRECISE:M9glucAA_NaOCl:1,2.0618652677,0.40330107800000004
Paeru_PRECISE:M9GlcNAcAA_8:1,3.7680785516,0.14624214300000002
Paeru_PRECISE:M9GlcNAcAA_8:2,0.36131713,0.9057737140000001
Paeru_PRECISE:M9GlcNAcAA_4:1,-1.2262267988,-0.774433876
Paeru_PRECISE:M9GlcNAcAA_4:2,-3.6952650831,-0.494183297
Paeru_PRECISE:M9GlcNAcAA_2:1,-0.0761057094,-0.353681087
Paeru_PRECISE:M9GlcNAcAA_2:2,-1.9787089181000002,0.15077309900000002
Paeru_PRECISE:M9GlcNAcAA_1:1,0.5554391338,-0.14086839
Paeru_PRECISE:M9GlcNAcAA_1:2,-2.8234477854,0.389028868
Paeru_PRECISE:M9glucAA_NaOCl:2,-1.308490404,0.3035444
Paeru_PRECISE:M9glucAA_Cu:2,-11.722083057,-0.8964178620000001
Paeru_PRECISE:M9glucAA_Fe:1,-6.1009572417,-0.382087548
Paeru_PRECISE:M9glucAA_Fe:2,-4.1820293389,-0.206577954
Paeru_PRECISE:M9glucAA_Zn:2,-1.8776088813,0.17082776200000002
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-3.1422459025,0.329423668
Paeru_PRECISE:CAMHB_Mec:1,-13.1059946873,-1.169310788
Paeru_PRECISE:CAMHB_Mec:2,-14.573813477,-1.7807311110000001
Paeru_PRECISE:CAMHB_Azt:1,-14.2914636123,-1.209965843
Paeru_PRECISE:CAMHB_Azt:2,-14.7848515526,-1.25175258
Paeru_PRECISE:CAMHB_Pip:1,-17.023269795,-1.304911899
Paeru_PRECISE:CAMHB_Pip:2,-15.692834632,-1.605239288
Paeru_PRECISE:CAMHB_Ceft:1,-10.9844309236,-1.031234385
Paeru_PRECISE:CAMHB_Ceft:2,-13.3475565843,-1.748731776
Paeru_PRECISE:CAMHB_Ceft:3,-11.0406032353,-1.039038002
Paeru_PRECISE:CAMHB_Ceft:4,-12.1725079545,-1.344120859
Paeru_PRECISE:M9glucAA_Ceft:1,3.2152376625,0.456025147
Paeru_PRECISE:M9glucAA_Ceft:2,2.1670307715,0.117435434
Paeru_PRECISE:M9glucAA_Gent:1,-3.9805075359,-0.46055604600000005
Paeru_PRECISE:M9glucAA_Gent:2,-4.4393738266,-0.294675556
Paeru_PRECISE:M9glucAA_Pip:1,-4.311019497,-0.387115476
Paeru_PRECISE:M9glucAA_Pip:2,-4.4089027210000005,0.105283603
Paeru_PRECISE:M9glucAA_Azt:1,-12.6650500228,-1.6316479570000002
Paeru_PRECISE:M9glucAA_Azt:2,-13.3723911047,-1.617879517
Paeru_PRECISE:CAMHB_Mero:1,-13.434758802,-1.454053006
Paeru_PRECISE:CAMHB_Mero:2,-14.2659917485,-1.607956713
Paeru_PRECISE:CAMHB_Tet:1,-15.2051662055,-0.566021536
Paeru_PRECISE:CAMHB_Tet:2,-15.8664633171,-0.378640894
Paeru_PRECISE:R10LB_Gent:1,1.5748786565000001,0.738250791
Paeru_PRECISE:R10LB_Ceft:1,2.0723322167,0.017436536000000002
Paeru_PRECISE:R10LB_Ceft:2,2.1477560556,-0.45161478400000005
Paeru_PRECISE:CAMHB_Biofilm:1,-4.4697809793,0.12994179
Paeru_PRECISE:CAMHB_Biofilm:2,-4.83913208,0.014155884
Paeru_PRECISE:M9glucAA_Biofilm:1,-5.8304524742,0.056420598
Paeru_PRECISE:M9glucAA_Biofilm:2,-5.64258794,-0.255656131
Paeru_PRECISE:R10LB_Gent:2,1.7891858239,0.41416799800000004
Paeru_PRECISE:R10LB_Pip:1,2.2373112843,-0.938220351
Paeru_PRECISE:R10LB_Pip:2,3.4313239266,-0.815705613
Paeru_PRECISE:R10LB_Mec:1,0.4651299991,0.385652259
Paeru_PRECISE:R10LB_Mec:2,0.24337862140000002,0.47428255100000005
Paeru_PRECISE:CAMHB_Azt:3,2.3374181391,0.685776222
Paeru_PRECISE:CAMHB_Azt:4,4.2468645109,0.296267532
Paeru_PRECISE:CAMHB_Biofilm:3,-4.5382415044,0.128745469
Paeru_PRECISE:CAMHB_Biofilm:4,-4.6319103861,0.17771856200000002
Paeru_PRECISE:M9glucAA_Biofilm:3,-8.89628104,0.10606391800000001
Paeru_PRECISE:M9glucAA_Biofilm:4,-10.0797099023,-0.327632009
Paeru_PRECISE:R10LB_Mero:1,3.513356497,-0.907942121
Paeru_PRECISE:R10LB_Mero:2,3.3984635275,-0.9374278260000001
Paeru_PRECISE:LB_Cam:1,-12.6396613446,-0.394235422
Paeru_PRECISE:LB_Cam:2,-16.1829226871,-0.66290806
Paeru_PRECISE:CAMHB_Ceft:5,-10.8742870464,-1.131631937
Paeru_PRECISE:CAMHB_Cip:1,-15.6792277837,-1.479531138
Paeru_PRECISE:CAMHB_Cip:2,-13.6588803907,-1.4773727540000001
ampC_mutation:PA_Cef_taz_wt:1,-2.7979286355,-0.14950964
ampC_mutation:PA_mutS_Cef_taz:1,-4.0198694154,-0.07728003900000001
ampC_mutation:PA_mutS:1,-1.5998143114999999,0.173777396
ampC_mutation:PA_mutS:2,5.1858396179,-0.41714399500000005
ampC_mutation:PA_mutS:3,-4.9129600234,-0.15572191800000001
ampC_mutation:PA_Cef_taz_wt:2,2.7979286355,0.14950964
ampC_mutation:PA_mutS_Cef_taz:2,2.8620639443,0.6942530720000001
ampC_mutation:PA_mutS:4,-2.8358158516,0.144454885
ampC_mutation:PA_mutS:5,2.0941423924,-0.728273916
ampC_mutation:PA_mutS:6,-1.8510024002,0.455687104
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,3.5249983594,0.497266808
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,2.6800148218,0.7558865880000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,5.1614949875,-1.034560764
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,4.1457927766000005,-1.191790625
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,9.670802556,0.8617248540000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,9.5584840493,0.040104388000000005
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-1.22424352,0.036300931
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,1.22424352,-0.036300931
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-6.5131418745000005,0.578120916
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-6.644368286,0.478956765
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,0.3297291542,-0.8897241220000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,0.2532439856,-2.005474757
cysB_mutant:PAO1HH_wt:1,0.4056065789,0.096715298
cysB_mutant:PAO1HH_wt:2,-0.4056065789,-0.096715298
cysB_mutant:cysBHH:1,4.9249698925,0.62138669
cysB_mutant:cysBHH:2,4.5435779122,0.525801198
cysB_mutant:cysBHH:3,5.1581865051,0.7011963250000001
ersA_knockout:delersA:1,0.0110069889,0.514986249
ersA_knockout:delersA:2,1.1601608236,0.265087035
ersA_knockout:wt_BHI:1,-0.9448262617000001,-0.024793501000000003
ersA_knockout:wt_BHI:2,0.9448262617000001,0.024793501000000003
gcsR_mutant:PAO1_rep_wt:1,-0.018943918,0.003698358
gcsR_mutant:PAO1_rep_wt:2,0.018943918,-0.003698358
gcsR_mutant:GcsR_rep:1,0.1476547405,-0.209922939
gcsR_mutant:GcsR_rep:2,0.0628375179,-0.08158894200000001
mexZ_knockout:del_mexZ:1,-1.6126360521,-0.07782024200000001
mexZ_knockout:del_mexZ:2,-1.7023652195999999,0.060671214
