,A,devR
MTS1338:over_expression:2,3.8817998622000003,0.1394734326
PAS:control:1,-0.031028983500000003,0.1272006158
PAS:control:2,1.1892429766000001,0.2065844511
PAS:control:3,-1.1582139931,-0.33378506690000004
PAS:treated:1,-2.8864258756,-1.4001018818
PAS:treated:2,-2.5153367745,-1.1109224643
PAS:treated:3,-3.5295542035,-1.4245103271000001
THP-1:24h_THP_B_enriched:1,3.6270922283,0.2117428643
THP-1:24h_THP_B_enriched:2,-3.6270922283,-0.2117428643
aminoimidazoles:02h_treated:1,-0.3049214632,-0.5055499141
aminoimidazoles:02h_treated:2,-0.5875635525,-0.47137565410000004
aminoimidazoles:24h_treated:1,3.1027628294,-0.615034097
aminoimidazoles:24h_treated:2,2.7783700097,-0.6335525578
aminoimidazoles:untreated:1,-0.13860352750000002,0.0052512911
aminoimidazoles:untreated:2,-0.20478314800000003,-0.0328627432
aminoimidazoles:untreated:3,0.3433866756,0.0276114521
antibiotic:ctrl_24h:1,0.1663266149,0.9465753677000001
antibiotic:ctrl_24h:2,0.3497579252,0.7333985656
antibiotic:ctrl_24h:3,1.0289039343,-0.0592995849
antibiotic:ctrl_4h:1,-0.186284061,-0.0868112211
antibiotic:ctrl_4h:2,0.3892145601,-0.2013002169
antibiotic:ctrl_4h:3,-0.2029304991,0.288111438
antibiotic:izd_4h:1,6.8644720049,2.8716576448
antibiotic:izd_4h:2,6.7184812837,2.615177896
base:wt_glu_24:1,7.1347843085000004,0.4171947556
base:wt_glu_24:2,-4.8346387621,-0.1842273666
base:wt_glu_24:3,0.6106258184000001,-0.20847415090000002
base:wt_glu_6:1,-6.5770063244,-0.2187289492
base:wt_glu_6:2,5.8021580204,0.29857600160000003
base:wt_glu_6:3,0.774848304,-0.07984705240000001
base:wt_llac_24:1,-2.0466321683,0.0101549786
base:wt_llac_24:2,-3.1257535494,-0.0326341478
base:wt_llac_24:3,18.8767793459,3.274978639
base:wt_llac_6:1,-7.6501229849,-0.5180007432
base:wt_llac_6:2,21.9017494769,4.1751871263
base:wt_llac_6:3,0.6901643662,0.0211761996
base:wt_pyr_24:1,-8.9956751976,-0.1645688438
base:wt_pyr_24:2,24.0872834471,4.1058905911
base:wt_pyr_24:3,14.995895558,2.0294914333
base:wt_pyr_6:1,19.9753110737,3.6070952849999998
base:wt_pyr_6:2,-10.9393364889,-0.6064264224
base:wt_pyr_6:3,-4.1078087391,-0.4974111074
biofilm:biofilm:1,-6.5831891314,-1.4407184621
biofilm:biofilm:2,-6.5664607461,-1.4381794526
biofilm:planktonic:1,-0.0658842624,-0.010131659000000001
biofilm:planktonic:2,0.0658842624,0.010131659000000001
btz043:0_days_.006:1,0.061229186000000005,-0.040859826700000004
btz043:0_days_.006:2,0.2823553717,-0.02001954
btz043:0_days_.006:3,0.1006055544,0.12683881830000002
btz043:0_days_control:1,0.1711669167,0.0359280677
btz043:0_days_control:2,-0.2256068467,0.009773747000000001
btz043:0_days_control:3,0.054439930000000004,-0.0457018147
btz043:1_days_.006:1,-1.3946491275000001,0.338862545
btz043:1_days_.006:2,-1.5510158246999999,0.3023006122
btz043:1_days_.006:3,-1.6008666242,0.2985668896
btz043:1_days_.006:4,-1.2208969288,0.3168410296
btz043:1_days_control:1,-0.7141104369,0.3763546182
btz043:1_days_control:2,-0.48868000650000004,0.4369527056
btz043:1_days_control:3,-0.48638080910000003,0.4717507866
btz043:1_days_control:4,-0.5415901227000001,0.3762400402
clarithromycin:1_days_control:1,0.2144528326,-0.2311578718
clarithromycin:1_days_control:2,-0.1628152742,0.06697336720000001
clarithromycin:1_days_control:3,-0.0516375584,0.1641845046
cnpB:del:1,1.37198141,0.5223420269
cnpB:del:2,2.0586362295,0.6277276041000001
cnpB:del:3,2.2684461136,0.5147435493
cnpB:wt:1,-0.0700696637,0.015169845400000001
cnpB:wt:2,-0.16648055920000002,-0.1072965097
cnpB:wt:3,0.2365502229,0.0921266642
csoR:ko:1,17.5242532779,2.7381407715
csoR:ko:2,17.7813080656,2.9719461273
csoR:wt:1,0.9067562683,-0.0129166165
csoR:wt:2,-0.9067562683,0.0129166165
dap:0_days_25:1,0.4082633311,0.1852962336
dap:0_days_25:2,0.5585285191,0.1421157086
dap:0_days_25:3,0.4478978806,0.1485854463
dap:0_days_25:4,0.4278295347,0.12114798950000001
dap:0_days_control:1,0.006255969100000001,-0.033561925900000004
dap:0_days_control:2,0.20300683090000002,-0.0654729861
dap:0_days_control:3,-0.17176896120000001,-0.012445224000000001
dap:0_days_control:4,-0.0374938389,0.1114801359
dap:1_days_25:1,0.0981773207,0.38385285900000005
dap:1_days_25:2,-0.0683837889,0.2687804013
dap:1_days_25:3,-0.010060755400000001,0.3908900514
dap:1_days_25:4,-0.3991330026,0.18204873600000002
dap:1_days_control:1,-1.0590612495,0.1082032056
dap:1_days_control:2,-0.9810572126,0.1489391984
dap:1_days_control:3,-1.4876596611,0.0216966686
dap:1_days_control:4,-1.2275605796,0.0382073415
degradosome:mutant_rnj:1,-5.6304579008,-1.4515291327
degradosome:mutant_rnj:2,-6.9367363504,-1.4104968917
degradosome:mutant_rnj:3,-4.7314331293,-1.0954825616
degradosome:PNPase_ko:1,-4.4138553057,-1.6901040762
degradosome:PNPase_ko:2,-3.9517785529,-1.3574757373000002
degradosome:PNPase_ko:3,-4.7121130983,-1.4398924327
degradosome:Rnase_E_ko:1,-0.8842529693000001,-0.4610380157
degradosome:Rnase_E_ko:2,-0.6570391647,-0.201696657
degradosome:Rnase_E_ko:3,-0.8630842291,-0.5110921384
degradosome:wt_cas9_ctrl:1,15.5370515425,2.7898417243
degradosome:wt_cas9_ctrl:2,11.9343858777,1.8604269249
degradosome:wt_cas9_ctrl:3,15.877620673,3.0293202938
degradosome:wt_expn:1,0.0882987274,0.1044391509
degradosome:wt_expn:2,-0.3047588356,-0.014861049400000001
degradosome:wt_expn:3,0.2164601082,-0.0895781015
delam:0_days_.09:1,0.845023575,-0.087067434
delam:0_days_.09:2,0.9869812431,-0.2919847365
delam:0_days_.09:3,0.6290931131,-0.07233696790000001
delam:0_days_.09:4,-0.13803086150000002,-0.0062526209
delam:0_days_control:1,0.4880213351,0.029229263000000002
delam:0_days_control:2,-0.2219467645,0.0054115602
delam:0_days_control:3,-0.1838290727,-0.10099394240000001
delam:0_days_control:4,-0.0822454979,0.0663531191
delam:1_days_.09:1,4.6004210115,0.28104408210000004
delam:1_days_.09:2,4.7322568454,0.11069513160000001
delam:1_days_.09:3,4.5683230978000005,0.050367711100000004
delam:1_days_.09:4,4.8245791211,0.1363518833
delam:1_days_control:1,4.4895534786,0.0928537881
delam:1_days_control:2,4.6602632533,0.2667557564
delam:1_days_control:3,5.3113618006,0.1455455813
delam:1_days_control:4,4.5943747678,0.2603256628
dg_inh:both:1,11.7571853768,0.1755106296
dg_inh:both:2,21.0877252613,1.853617968
dg_inh:both:3,18.5674356067,1.4089722601
dg_inh:dg:1,6.2283613596,0.1808595135
dg_inh:dg:2,2.3947532226,-0.1069160237
dg_inh:dg:3,2.5604008219,-0.2182816152
dg_inh:DMSO:1,1.8247220144,-0.019091769300000002
dg_inh:DMSO:2,-0.8118245637,-0.0070384955
dg_inh:DMSO:3,-1.0128974507,0.026130264900000002
dg_inh:inh:1,14.3877420739,0.8172577823
dg_inh:inh:2,14.1537926077,0.5139739153
dg_inh:inh:3,11.4341418382,0.474625799
dormancy:dormant_20d_rifampicin:1,3.096044454,0.5863004607
dormancy:dormant_20d_rifampicin:2,3.7592637488,0.32453236690000004
dormancy:dormant_20d_rifampicin:3,3.8431152341,0.3146050681
dormancy:dormant_no_treatment:1,0.1377178598,-0.1786935418
dormancy:dormant_no_treatment:2,-0.1881131359,0.119767258
dormancy:dormant_no_treatment:3,0.050395276100000004,0.0589262838
eccE1:control:1,0.3854705355,0.0566716528
eccE1:control:2,-0.3854705355,-0.0566716528
eccE1:delta_eccE1:1,0.11190025370000001,-0.0266954773
eccE1:delta_eccE1:2,1.6847194390000002,-0.0309683328
eccE1:delta_eccE1_eccE1_HA_comp:1,1.0639377104,-0.0768890223
eccE1:delta_eccE1_eccE1_HA_comp:2,0.285455138,-0.0332261765
eccE1:delta_eccE1_empty_vector:1,-0.9631768672000001,0.11245199260000001
eccE1:delta_eccE1_empty_vector:2,-0.7685140986,0.028416081000000003
eccE1:delta_eccE1_myc_p1_HA_comp:1,-0.424770378,-0.11049691410000001
eccE1:delta_eccE1_myc_p1_HA_comp:2,0.6941666483000001,-0.2535597428
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.3079965644,0.1066251245
eccE1:delta_eccE1_mycP1_eccE1_comp:2,2.1243536233,-0.0760884856
emb:0_days_2.45:1,-0.3744400164,0.014916913700000001
emb:0_days_2.45:2,-0.1036313974,-0.0890932048
emb:0_days_2.45:3,-0.0712648068,0.1774243925
emb:0_days_2.45:4,0.5124450336,-0.24953534570000002
emb:0_days_control:1,0.0666025782,-0.1790154065
emb:0_days_control:2,-0.2082204196,-0.0978467871
emb:0_days_control:3,-0.0660149056,0.15124504260000002
emb:0_days_control:4,0.207632747,0.1256171509
emb:1_days_2.45:1,-0.43643761270000003,0.1608237917
emb:1_days_2.45:2,-0.5104631295000001,0.044070877700000004
emb:1_days_2.45:3,-0.2859289466,0.0758966396
emb:1_days_2.45:4,-0.6421423922,0.0872226604
emb:1_days_control:1,0.0484622129,0.1502607591
emb:1_days_control:2,-0.3271353144,0.0658197999
emb:1_days_control:3,-0.2646878153,0.0674885143
emb:1_days_control:4,-0.1889443529,0.044928490700000004
espL:ko:1,-1.8492980758000002,-0.0615396542
espL:ko:2,-1.7361415963,-0.1189384227
espL:wt:1,-2.9105735888,-0.1378423311
espL:wt:2,2.9105735888,0.1378423311
esx_1:ko:1,-6.0708618469,0.2426937341
esx_1:ko:2,0.32278846040000003,0.0549979768
esx_1:wt:1,-6.9490457646,-0.049610746500000004
esx_1:wt:2,4.2514733308,-0.11681098370000001
esx_1:wt:3,2.6975724339,0.1664217302
genotoxic:control:1,4.7020262798,0.45577302940000003
genotoxic:control:2,-4.7020262798,-0.45577302940000003
genotoxic:growth_supplement:1,-2.1439975503,-1.0038139971
genotoxic:growth_supplement:2,-7.452642439,-0.685961622
growth:tss_expnt:1,-1.6541355053,-1.9799465992
growth:tss_expnt:2,-0.4692438356,-0.7602797739
growth:tss_expnt:3,-1.4789578303,-1.6502524935
growth:tss_starved:1,-2.6851974981,-3.4250265502
growth:tss_starved:2,-3.9865903764,-3.8857855916
growth:tss_starved:3,-4.025485922,-3.1927523818
growth:wt_expn:1,-0.0251005907,0.0131310357
growth:wt_expn:2,0.09535448140000001,0.1942290089
growth:wt_expn:3,-0.0702538907,-0.20736004460000002
hs2:treated:1,8.9328458094,0.9932888929
hs2:treated:2,9.7790765077,1.1109813924
hs2:treated:3,10.3463208671,1.4068841287
hs2:untreated:1,2.3247905212,0.070536967
hs2:untreated:2,-2.401740553,0.0255834887
hs2:untreated:3,0.0769500318,-0.09612045570000001
hypoxia:000h_.81_DO:1,-0.12268506280000001,0.07276852040000001
hypoxia:000h_.81_DO:2,0.9559271504,-0.3021220443
hypoxia:000h_.81_DO:3,-0.8332420876000001,0.2293535239
hypoxia:017h_.57_DO:1,-6.9124581536,-0.1940250667
hypoxia:017h_.57_DO:2,-5.7352715183,-0.0924047155
hypoxia:017h_.57_DO:3,-7.955517543,0.0378061275
hypoxia:023h_.42_DO:1,-6.4500835754,0.1036724145
hypoxia:023h_.42_DO:2,-7.8057911044,-0.3831272947
hypoxia:040h_.11_DO:1,2.1918744199,-0.1822114228
hypoxia:040h_.11_DO:2,0.44536009120000003,-0.1317751264
hypoxia:041h_.09_DO:1,4.0978807562,0.4654027243
hypoxia:041h_.09_DO:2,5.9990292308,0.8226374096
hypoxia:041h_.09_DO:3,5.2435197976,0.7417311050000001
hypoxia:042h_.07_DO:1,5.2641818454,1.1046878701
hypoxia:042h_.07_DO:2,6.8943420881,1.2087751323
hypoxia:043h_.06_DO:1,7.8930743287,1.3336046836
hypoxia:043h_.06_DO:2,9.5988021941,1.9773114657000002
hypoxia:043h_.06_DO:3,9.5939114279,1.8766515957
hypoxia:044h_.04_DO:1,12.621572465,2.3805295317
hypoxia:044h_.04_DO:2,15.1115684154,2.7774219853
hypoxia:044h_.04_DO:3,11.4930134188,2.3529159452
hypoxia:047h_0_DO:1,15.2132976946,2.9715470734
hypoxia:047h_0_DO:2,21.6968726619,4.4416195555
hypoxia:047h_0_DO:3,22.4017127226,4.8598900105
hypoxia:049h_0_DO:1,21.7045640443,4.8193250307
hypoxia:049h_0_DO:2,20.7789809315,4.4155455458
hypoxia:049h_0_DO:3,25.856919678,5.5357560441
hypoxia:050h_0_DO:1,25.4929589039,5.4320728269
hypoxia:050h_0_DO:2,21.9355546007,4.4443541157
hypoxia:050h_0_DO:3,21.1783137401,4.6728080221
hypoxia:052h_0_DO:1,24.2210532186,5.0325813943
hypoxia:052h_0_DO:2,19.7511549414,3.7915800139
hypoxia:052h_0_DO:3,19.9708490852,4.2736357334
hypoxia:054h_0_DO:1,17.4052911559,3.5875756918
hypoxia:054h_0_DO:2,19.8952931633,4.1391671957
hypoxia:054h_0_DO:3,21.9239344861,4.6576294134000005
hypoxia:054h_0_DO:4,18.156922204,3.8290559086
hypoxia:054h_0_DO:5,24.7968237992,4.9729888298
hypoxia:070h_0_DO:1,22.3403568715,4.3556539411
hypoxia:070h_0_DO:2,22.8446781996,4.274924633
hypoxia:088h_0_DO:1,22.3661355988,4.0567687554
hypoxia:088h_0_DO:2,24.4887511603,4.5071816443
hypoxia:114.5h_.04_DO:1,20.1233436917,3.269151111
hypoxia:114.5h_.04_DO:2,17.4049676856,2.7019672195
hypoxia:114.5h_.04_DO:3,15.3122606712,2.1363292849
hypoxia:115h_.06_DO:1,14.7992286131,2.1574089117
hypoxia:115h_.06_DO:2,19.4416247392,3.309029428
hypoxia:115h_.06_DO:3,17.3082325946,2.6623317261
hypoxia:116h_.11_DO:1,14.2778981158,2.1340847768
hypoxia:116h_.11_DO:2,16.8275530187,2.720050057
hypoxia:116h_.11_DO:3,19.1903869623,3.2507475842
hypoxia:120h_.47_DO:1,9.8677901861,1.6079208979000001
hypoxia:120h_.47_DO:2,12.7504032956,2.0381847395
hypoxia:120h_.47_DO:3,7.6840759735,1.2897460357
kinase:DMSO_0h_F:1,23.5067701167,1.1214677865
kinase:DMSO_0h_F:2,20.8088548134,0.7714348939
kinase:DMSO_0h_F:3,21.9107221089,0.9390382434000001
kinase:DMSO_0h_H:1,1.3976741841,-0.0459541667
kinase:DMSO_0h_H:2,0.16089136340000001,-0.217649629
kinase:DMSO_0h_H:3,6.7723810008,-0.0663823919
kinase:DMSO_0h_H:4,0.8109474299,-0.1833723229
kinase:DMSO_0h_H:5,5.7962081541,-0.0169277961
kinase:DMSO_0h_H:6,-0.3645827088,-0.051205563200000005
kinase:DMSO_0h_I:1,-1.40412008,-0.050158347900000004
kinase:DMSO_0h_I:2,-0.7230753143,-0.0580064626
kinase:DMSO_0h_I:3,1.2250704791,-0.0898667001
kinase:DMSO_0h_I:4,-0.8135836327,-0.1220953661
kinase:DMSO_0h_I:5,0.9687329459,0.28501395
kinase:DMSO_0h_I:6,0.746975602,0.0351129268
kinase:pknD_T10_48h:1,28.2147177094,2.2943406589
kinase:pknD_T10_48h:2,29.384274039,2.502503439
kinase:pknD_T10_48h:3,29.8449724217,2.6109935769
kinase:pknL_T10_48h:1,26.7165711226,2.4754395208
kinase:pknL_T10_48h:2,26.5500039578,2.4258429511
kinase:pknL_T10_48h:3,25.177771363,2.0973546565
kinase:pknL_T4_48h:1,24.7382181182,1.6825913672000001
kinase:pknL_T4_48h:2,26.0705576358,2.1057292464
kinase:pknL_T4_48h:3,26.1809691337,1.9763374135
kinase:T10_12h_F:1,26.4183595161,1.5191160348000001
kinase:T10_12h_F:2,25.2993952421,1.4226469165
kinase:T10_12h_F:3,26.8942373013,1.6741830417
kinase:T10_12h_H:1,22.9177721849,1.3552757611000001
kinase:T10_12h_H:2,22.1768742005,1.2032899606
kinase:T10_12h_H:3,17.4670915265,0.7076490695000001
kinase:T10_12h_I:1,8.0100844494,0.1695748158
kinase:T10_12h_I:2,13.6884451761,0.4172282344
kinase:T10_24h_F:1,27.2810886368,1.9121738337
kinase:T10_24h_F:2,29.9024072735,2.4485683273
kinase:T10_24h_F:3,25.0865339798,1.6610334379
kinase:T10_24h_H:1,14.3581127599,0.153697081
kinase:T10_24h_H:2,19.9305365667,0.7463321922
kinase:T10_24h_H:3,19.6796226589,0.9242682731
kinase:T10_24h_I:1,18.4165737486,0.8417456485
kinase:T10_24h_I:2,16.3922735226,0.643897845
kinase:T10_48h_F:1,32.5885275497,2.4518118982
kinase:T10_48h_F:2,27.4556513727,1.3023127712
kinase:T10_48h_F:3,27.8296419857,1.6070997403
kinase:T10_48h_H:1,22.9675428579,1.179026018
kinase:T10_48h_H:2,26.0628135677,1.7908088571
kinase:T10_48h_H:3,24.8925413853,1.5583110861
kinase:T10_48h_I:1,24.5398515321,1.8974819769
kinase:T10_48h_I:2,25.4830138537,2.0373469596
kinase:T10_48h_I:3,23.1429635238,1.6542521894000002
kinase:T4 _48h_H:1,27.0308149795,1.581356044
kinase:T4 _48h_H:2,28.7993358129,1.8607260903
kinase:T4 _48h_H:3,30.1145285901,2.0892154223
kinase:T4 20 _12h_I:1,13.5980644241,0.3109623755
kinase:T4 20 _12h_I:2,16.8892085675,0.8416682464
kinase:T4 20 _12h_I:3,14.2081744765,0.4023567592
kinase:T4_12h_F:1,25.2123175899,1.2501083556
kinase:T4_12h_F:2,26.7622043323,1.4988647240000001
kinase:T4_12h_F:3,25.5228375806,1.2609606345
kinase:T4_12h_H:1,24.0639756819,1.3234345458
kinase:T4_12h_H:2,17.3515510168,0.5826531806
kinase:T4_12h_H:3,14.6052735468,0.36934906900000003
kinase:T4_24h_F:1,25.5774692435,1.2944839992000001
kinase:T4_24h_F:2,24.2434180611,1.1598495924
kinase:T4_24h_F:3,26.3986656893,1.5689368921
kinase:T4_24h_H:1,24.7226413162,1.5579027873
kinase:T4_24h_H:2,22.7843302249,1.1474212743
kinase:T4_24h_H:3,19.8494275765,0.783713446
kinase:T4_24h_I:1,17.1008217548,0.5315690765000001
kinase:T4_24h_I:2,20.0198681877,0.9359935978
kinase:T4_48h_F:1,30.2716498619,1.8276355628
kinase:T4_48h_F:2,30.4712972136,1.9640246426
kinase:T4_48h_F:3,30.6906357298,2.0638012556
kinase:T4_48h_I:1,26.462209757,1.6398572281
kinase:T4_48h_I:2,21.826427356,0.7456675994
kinase:T4_48h_I:3,23.2326878908,1.2237322768
kinase:WT_T10_48h:1,26.8213162835,1.975845909
kinase:WT_T10_48h:2,28.1792451924,1.8504172932
kinase:WT_T10_48h:3,27.1432774831,1.6556663792
kinase:WT_T10_48h:4,28.5077547342,2.2243729768
kinase:WT_T10_48h:5,25.0013085666,1.6089648474
kinase:WT_T4_48h:1,29.8747875351,2.2971754945000002
kinase:WT_T4_48h:2,28.2291142545,1.6244358755000001
kinase:WT_T4_48h:3,29.3350168311,1.8608611916000002
levofloxacin:control:1,1.1853570129,0.2065891243
levofloxacin:control:2,-0.0357677906,0.12720259
levofloxacin:control:3,-1.1495892223,-0.3337917143
levofloxacin:treated:1,-11.5252037673,-1.8432609607
levofloxacin:treated:2,-16.5434378258,-2.7747882805
levofloxacin:treated:3,-16.2283210427,-2.763704058
linez:0_days_4:1,2.4056028128999998,-0.48563398830000004
linez:0_days_4:2,1.4608731059,-0.2681784371
linez:0_days_4:3,1.3475761549,-0.3067112487
linez:0_days_4:4,2.1656328097,-0.4305796336
linez:0_days_control:1,-0.004543218,0.0453047816
linez:0_days_control:2,-0.1274668519,-0.16635898070000002
linez:0_days_control:3,-0.0614356676,0.044017052800000005
linez:0_days_control:4,0.19344573750000002,0.0770371464
linez:1_days_4:1,0.5130969896,0.1921356408
linez:1_days_4:2,1.3893159815,0.20167908110000002
linez:1_days_4:3,2.0943713891,0.2724295356
linez:1_days_4:4,0.2663891639,0.0854506079
linez:1_days_control:1,1.9959949301000002,0.1007552263
linez:1_days_control:2,3.0461642065,0.2136798922
linez:1_days_control:3,1.0120452333,-0.016822613400000002
lipid:dextrose_exp:1,-0.47809138510000004,-0.008705057700000001
lipid:dextrose_exp:2,0.47809138510000004,0.008705057700000001
lipid:dextrose_hypo:1,6.5642812229,-0.7751650274
lipid:dextrose_hypo:2,7.3982201543,0.4914101051
lipid:dextrose_stat:1,1.0597496835,-0.6630607192
lipid:dextrose_stat:2,1.3738856927,-0.4634214089
lipid:lipid_exp:1,14.6066430462,1.9282651284
lipid:lipid_exp:2,14.4227651597,1.5196303816999999
lipid:lipid_stat:1,7.0686573568,-0.8014055245
lipid:lipid_stat:2,7.7052205215,-0.7979053867
mcr11:mcr11_mutant:1,-5.3507571216,-0.5318345079
mcr11:mcr11_mutant:2,-2.5137549609,-0.5278515359
mcr11:mcr11_mutant:3,-3.0083879069,-0.2658850667
mcr11:wt:1,-3.7640641119,-0.5566288977
mcr11:wt:2,-4.936931485,-0.5761522391
mcr11:wt:3,8.7009955969,1.1327811368
miceAV_macro:24h_control:1,0.0206397528,-0.019823302600000002
miceAV_macro:24h_control:2,0.12854102250000002,-0.0796453468
miceAV_macro:24h_control:3,-0.1491807753,0.0994686494
miceBMDM:inf02:1,-4.3164761036,-0.6979139706
miceBMDM:inf02:2,-2.5393654948,-0.7747228930000001
miceBMDM:inf02:3,6.799118004,-0.32833066850000003
miceBMDM:inf24:1,1.7604284017,-0.4427268132
miceBMDM:inf24:2,13.4787096939,0.13846769820000002
miceBMDM:inf24:3,2.2048249934,-0.5300304905000001
miceBMDM:inf08:1,9.520628758,0.0090766978
miceBMDM:inf08:2,12.050884233,0.11018949980000001
miceBMDM:inf08:3,12.7912473761,0.2768762154
miceBMDM:no_inf02:1,-0.2357967752,-0.0919463372
miceBMDM:no_inf02:2,-1.3064651698,-0.0387089002
miceBMDM:no_inf02:3,1.542261945,0.1306552374
miceBMDM:no_inf24:1,-2.6081659126,-0.2353013334
miceBMDM:no_inf24:2,-2.9008538765000003,-0.056133766200000004
miceBMDM:no_inf24:3,-2.715564076,-0.1754081785
miceBMDM:no_inf08:1,-0.9201627902,-0.051761064100000004
miceBMDM:no_inf08:2,0.8951041011,-0.1615035069
miceBMDM:no_inf08:3,0.0050052566,-0.123175246
miceNF:control:1,0.35273147720000003,0.1342611121
miceNF:control:2,-0.35273147720000003,-0.1342611121
miceNF:invivo:1,11.8285499723,1.1207783443000001
miceNF:invivo:2,14.3673533955,1.700720702
miceNF:invivo:3,15.3914848372,1.9001802289
mihF:mihF_mutant_atc:1,-4.5190849371,0.522667006
mihF:mihF_mutant_atc:2,-4.4645683259,0.6361528782
mihF:mihF_mutant_no_atc:1,-1.6007986544000001,0.11470623790000001
mihF:mihF_mutant_no_atc:2,-2.2014070095,-0.1321311814
mihF:wt_atc:1,0.5637391247,0.0386193236
mihF:wt_atc:2,-0.038068337,-0.0893500269
mihF:wt_no_atc:1,0.3233864137,-0.052604413
mihF:wt_no_atc:2,-0.3233864137,0.052604413
mmpl3:mutant_no_ATC:1,-0.6706498318,-0.1794259233
mmpl3:mutant_no_ATC:2,0.6706498318,0.1794259233
mmpl3:mutant_with_ATC:1,-2.1254835653,-1.0320510784
mmpl3:mutant_with_ATC:2,-3.7016530553,-0.9554665842000001
mrsI:ko_iron_atc:1,-0.48893269040000004,0.0955590883
mrsI:ko_iron_atc:2,-1.1088758329,-0.1665598379
mrsI:ko_iron_no_atc:1,8.2330830705,0.09743502600000001
mrsI:ko_iron_no_atc:2,8.9424293698,0.5997303597
mrsI:ko_ox_atc:1,6.4761682252,0.7731742597
mrsI:ko_ox_atc:2,8.180563994,0.1454862847
mrsI:ko_ox_no_atc:1,1.4567690052,-0.1485951788
mrsI:ko_ox_no_atc:2,1.0733483369,-0.7674736157000001
mrsI:ko_sds_atc:1,0.7596693398000001,-0.8807653701
mrsI:ko_sds_atc:2,1.3739642356,-0.24834948410000002
mrsI:ko_sds_no_atc:1,-0.2093338531,-0.0295468444
mrsI:ko_sds_no_atc:2,-0.6304800748,-0.28641534150000003
mrsI:wt_iron_atc:1,-0.0128383544,-0.0290328308
mrsI:wt_iron_atc:2,0.4806501493,0.1130482532
