,A,rstA
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,6.5305099058,-0.0478577295
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-1.2579002173,0.1223965471
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-0.8616075635,1.4183390526
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,6.4852453004,0.10032695970000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-4.2892516474,0.6999017668
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-6.6506965775,0.2748631442
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,5.7465520153,-0.44721741270000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-2.7176540121,0.7101804392000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-0.3066578494,0.10375133680000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,0.3537758247,0.9938376577
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,2.8238666829,-0.6735352705000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-3.7764823745,0.2936158595
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-1.1537574942,-0.1610355779
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-7.078786903,0.6624067953
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,2.0260726884,0.4757511043
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-0.14286390640000002,0.8087219137
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-7.7267027787,0.043777848700000004
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-0.9603287772,1.2389467933
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-4.8980098536,0.33346300570000004
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,11.4684220343,-0.7222020221000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-6.5704121806,0.3887390164
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,0.5567764395,-0.2261060245
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-2.1834911073,-0.1369922731
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-2.3363751916,-0.16487534210000002
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-6.7581076912,-0.2681684435
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,0.24719087820000002,0.3498329345
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-1.2112341758,-0.4903436506
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-0.7351629596,-0.29639810510000003
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-1.0211474077,0.6437062701
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-1.0720079426,0.31897974900000003
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,6.6771956386,0.5694066059
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,2.9450417762,0.1570624445
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-6.9023665952,0.5656947922000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-1.8778060741,0.5124495246
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-0.9728810461,0.9425518781000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-4.0740663873,0.5992397874000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,8.960536337,-1.0733474124
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-2.7976231395999998,-0.2397084707
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-5.3884768194,-0.0984989423
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,6.8258113963,0.5146923308
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-6.3535073604,0.7242862056
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,1.2757498999,-0.32546166590000003
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-2.1563156508,-0.069539205
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,8.0127752573,-1.2284992395
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,9.0551365629,-0.1323810776
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,5.7544212126000005,0.3244430506
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-6.6276154556,-0.9059791920000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-2.5181516519000002,0.116637952
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-1.8952815634,-0.2812080509
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,7.8921178136000005,-1.1284210315
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,4.7132624741,-0.37843560670000004
OPG:del_opgGH:1.0,-0.6408556434,0.1780463155
OPG:del_opgGH:2.0,-1.6952632853,0.1622436625
OPG:del_opgGH:3.0,-1.6839440603,0.2903854603
OPG:del_opgGH_pBK16:1.0,1.6382139489,0.3845020931
OPG:del_opgGH_pBK16:2.0,1.4140830879,0.3647064893
OPG:del_opgGH_pBK16:3.0,1.5612280478,0.2896764639
OPG:WT:1.0,0.4058559802,-0.0617107328
OPG:WT:2.0,-0.3270372825,0.0048516824000000005
OPG:WT:3.0,-0.07881869770000001,0.0568590504
PinT:pinT+_1h:1.0,-0.1837331103,-0.0981316265
PinT:pinT+_1h:2.0,0.1837331103,0.0981316265
cold_shock_protein:WT_RNAseq:1.0,0.25870385090000003,0.0791127316
cold_shock_protein:WT_RNAseq:2.0,-0.1372296933,0.0247871822
cold_shock_protein:WT_RNAseq:3.0,-0.12147415760000001,-0.10389991380000001
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-1.1739727269,0.1759353186
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-1.7972536203,-0.0345551058
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-0.6561016496000001,0.1500468506
dephostatin:LB_DMSO:1.0,0.901064139,-0.09991081880000001
dephostatin:LB_DMSO:2.0,-0.7969527746,-0.0459772771
dephostatin:LB_DMSO:3.0,-0.1041113644,0.14588809590000001
dephostatin:LB_Dephostatin:1.0,-0.45277124950000003,-0.35821832400000003
dephostatin:LB_Dephostatin:2.0,-0.4040555168,0.0238575428
dephostatin:LB_Dephostatin:3.0,-0.6200142761,-0.1683781029
dephostatin:LPM_DMSO:1.0,0.0038688790000000004,1.3030567977
dephostatin:LPM_DMSO:2.0,0.7722361414000001,1.0834404031
dephostatin:LPM_Dephostatin:1.0,-0.5039842453,1.0859077411
dephostatin:LPM_Dephostatin:2.0,0.6379927212000001,1.1979655325
dephostatin:LPM_Dephostatin:3.0,-0.0828470296,0.9792653977
efflux_inhibition:Chlorpromazine:1.0,-0.1172103745,-3.0780889814
efflux_inhibition:Chlorpromazine:2.0,-0.1684249575,-2.7352191598
efflux_inhibition:Chlorpromazine:3.0,0.8077670991,-0.9792721136
efflux_inhibition:PABN:1.0,0.11136503510000001,0.21666092010000002
efflux_inhibition:PABN:2.0,-2.3730199287,-0.36558491530000004
efflux_inhibition:no_treatment:1.0,0.05507416800000001,-0.021588134300000002
efflux_inhibition:no_treatment:2.0,-0.20507264320000002,-0.14996975
efflux_inhibition:no_treatment:3.0,0.1499984752,0.1715578842
efflux_inhibition:Chlorpromazine:4.0,1.3761311616,-1.4308375044
efflux_inhibition:PABN:3.0,-2.5637956631,-0.1516120057
fis_regulatory_network:GX_EE:1.0,2.2092566829,0.2325200376
fis_regulatory_network:GX_EE:2.0,-1.7441834953000002,-0.0086482478
fis_regulatory_network:GX_TS:1.0,0.5466828429,0.0493529648
fis_regulatory_network:GX_TS:2.0,0.4371569417,-0.44919754500000003
fis_regulatory_network:WT_EE:1.0,0.4103266312,-0.20650209830000002
fis_regulatory_network:WT_EE:2.0,-0.4103266312,0.20650209830000002
fis_regulatory_network:WT_TS:1.0,-0.5229570168000001,-0.3189074891
fis_regulatory_network:WT_TS:2.0,0.0623849614,-0.3828313795
fis_regulatory_network:OX_EE:1.0,0.44674368340000004,0.8488647346
fis_regulatory_network:OX_EE:2.0,-0.28593732780000003,1.0251084395
fis_regulatory_network:OX_TS:1.0,2.385794095,0.0708398688
fis_regulatory_network:OX_TS:2.0,0.8987642050000001,0.27903976340000003
persisters:rep:1.0,-0.5610268866,-0.2109940934
persisters:rep:2.0,0.5610268866,0.2109940934
proQ_pulse_expression:empty_vector:1.0,0.14168801050000002,-0.036670495500000004
proQ_pulse_expression:empty_vector:2.0,-0.14168801050000002,0.036670495500000004
proQ_pulse_expression:long_STnc540_overexpression:1.0,-0.2410485199,0.10010770620000001
proQ_pulse_expression:long_STnc540_overexpression:2.0,-1.1017501380999999,-0.015317374500000001
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.8462906589,-0.07410480400000001
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.2572588384,-0.0033515703
proQ_virulence:dhfq_dproQ_LB:1.0,-3.9167706867,0.9303329027
proQ_virulence:dhfq_dproQ_LB:2.0,1.6076237974,0.4341948507
proQ_virulence:dhfq_dproQ_LB:3.0,-2.6613417274,1.1025199213
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-6.1189422634,2.4515112984
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-6.5523759852,2.6729478684
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-6.2170387525,2.4950972534
proQ_virulence:dhfq_LB:1.0,-7.6125629834,1.3615847732
proQ_virulence:dhfq_LB:2.0,-4.7547373209,0.12883451270000001
proQ_virulence:dhfq_LB:3.0,-6.8751598754,1.2365098107
proQ_virulence:dhfq_SPI-2:1.0,-6.2997095207000005,2.010449474
proQ_virulence:dhfq_SPI-2:2.0,-6.5188035715,1.9778121063
proQ_virulence:dhfq_SPI-2:3.0,-6.1908667365,1.6997739001
proQ_virulence:dproQ_LB:1.0,-1.2399618048,-0.7227850869
proQ_virulence:dproQ_LB:2.0,1.4898757378,-0.3776549494
proQ_virulence:dproQ_LB:3.0,-6.1795905366,0.8596563180000001
proQ_virulence:dproQ_SPI-2:1.0,-7.4348296215000005,2.7434926744
proQ_virulence:dproQ_SPI-2:2.0,-6.6079308728,2.4331195008
proQ_virulence:dproQ_SPI-2:3.0,-7.3026475655,2.430685061
proQ_virulence:WT_LB:1.0,2.0291279766,0.1281127351
proQ_virulence:WT_LB:2.0,-5.6597051873,-0.2474617222
proQ_virulence:WT_LB:3.0,3.6305772107000003,0.1193489871
proQ_virulence:WT_SPI-2:1.0,-7.3167769265,2.2464303235
proQ_virulence:WT_SPI-2:2.0,-6.4472452886,2.2367075011
proQ_virulence:WT_SPI-2:3.0,-6.7747144307,2.1734629321
rcsB:del_rcsB_S207C:1.0,-1.2032883685,-0.2829929759
rcsB:del_rcsB_WT:1.0,-0.6054624133000001,0.0626260766
rcsB:del_rcsB:1.0,-0.7975721266,-0.2345660008
rcsB:del_rcsB_H12A:1.0,0.3035605738,-0.3518068454
rcsB:del_rcsB_D56A:1.0,-1.1262036256,0.1756206968
rcsB:del_rcsB_M88A:1.0,-0.9693233368,-0.17861678790000002
rcsB:del_rcsB_H77A:1.0,-0.2751291557,-0.4364436177
rcsB:del_rcsB_L108A:1.0,-0.6132189517000001,0.3409939369
rcsB:del_rcsB_S207C:2.0,0.3077726695,-0.7076924532000001
rcsB:del_rcsB_WT:2.0,0.33171269800000003,0.15667840200000002
rcsB:del_rcsB:2.0,3.7542897013000003,-0.14968988020000001
rcsB:del_rcsB_H12A:2.0,5.3725300472,-0.6471523002
rcsB:del_rcsB_D56A:2.0,-0.7725820344000001,0.4020756978
rcsB:del_rcsB_H77A:2.0,1.6274708120999999,-0.055086326000000005
rcsB:del_rcsB_L108A:2.0,-0.4364479115,-0.2779407644
rcsB:del_rcsB_WT:3.0,0.27374971530000003,-0.2193044787
rcsB:del_rcsB_H12A:3.0,-0.2600778096,-0.0913971501
rcsB:del_rcsB_D56A:3.0,-0.2308483556,-0.0483213501
rcsB:del_rcsB_M88A:2.0,0.0071600731,-0.3933162938
rcsB:del_rcsB_H77A:3.0,0.4329191023,0.3517474745
rcsB:del_rcsB_L108A:3.0,0.3018004905,-0.32817307830000003
ribodepletion:RiboZero:1.0,-0.0547035151,-0.022860341000000003
ribodepletion:RiboZero:2.0,0.0547035151,0.022860341000000003
single_carbon_source:mucic:1.0,-0.9339695002,0.1495888037
single_carbon_source:mucic:2.0,0.9339695002,-0.1495888037
single_carbon_source:tartarate:1.0,-3.529667513,-0.44535067700000003
single_carbon_source:tartarate:2.0,-3.5394577857,0.2862557847
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.39676652630000003,0.0740378445
ssrA_ssrB_TCS:ssrB_minus:2.0,0.12806165860000002,0.0203599725
ssrA_ssrB_TCS:ssrB_minus:3.0,0.2687048677,-0.0943978171
ssrA_ssrB_TCS:ssrB_plus:1.0,0.0674050416,-0.0251515952
ssrA_ssrB_TCS:ssrB_plus:2.0,0.4708640565,0.0596703166
ssrA_ssrB_TCS:ssrB_plus:3.0,0.7421714711,0.08439577820000001
yedF:WT:1.0,-0.1464877893,-0.10508264440000001
yedF:WT:2.0,0.1464877893,0.10508264440000001
yedF:del_yedF:1.0,3.9438436689,3.21488801
yedF:del_yedF:2.0,5.7272114804,1.8965738863000001
yedF:del_yedF:3.0,9.7951392507,1.5966319827
14028S_paratyphiA:37C_stationary:1.0,-7.8258270670000005,0.9362152265
14028S_paratyphiA:42C_log:1.0,2.8246739982999998,0.5301485655
14028S_paratyphiA:37C_log:1.0,0.3041464369,-0.2064381673
14028S_paratyphiA:42C_log:2.0,5.1805301185,-0.26880944430000003
14028S_paratyphiA:37C_stationary:2.0,-8.2121965854,1.6196593974
14028S_paratyphiA:37C_log:2.0,-0.3041464369,0.2064381673
7TF:hilC:1.0,0.44218538490000003,-1.2142945722
7TF:del_hilD:1.0,-0.7601630507,0.43408902060000004
7TF:WT:1.0,-0.0199861682,0.023745161
7TF:hilD:1.0,0.9578789079000001,-0.5242615725
7TF:WT:2.0,-0.18370406760000002,0.0707612925
7TF:del_sprB:1.0,-0.8251543108,-0.1204251744
7TF:del_rtsB:1.0,0.9856987773,-0.1083853344
7TF:rtsA:1.0,0.9548848081,-0.9759637716
7TF:del_invF:1.0,-0.9231575253000001,0.3207310096
7TF:sprB:1.0,-0.0971097616,-0.7360493774
7TF:hilD:2.0,0.972401347,-0.8445292727
7TF:del_invF:2.0,-0.2277502653,0.3543481886
7TF:del_rtsB:2.0,1.5410652,-0.1334664656
7TF:hilC:2.0,-0.2400359178,-1.0137246151
7TF:WT:3.0,-0.2636875531,0.0353887566
7TF:del_hilD:2.0,-0.9105353006,0.0472764556
7TF:rtsA:2.0,1.1517121426,-0.2272565614
7TF:invF:1.0,-0.23792348030000002,-0.010845631500000001
7TF:invF:2.0,0.24319444550000002,-0.7302185942
7TF:sprB:2.0,0.09954967270000001,-1.2568750314
7TF:del_sprB:2.0,-1.1047666017,-0.19716228830000002
7TF:WT:4.0,0.46737778890000004,-0.1298952101
MMC:del_rtcB_No treatment:1.0,-0.9847945603,0.2019676205
MMC:WT_No_treatment:1.0,-1.4247864388,-0.1470880826
MMC:WT_No_treatment:2.0,1.7410687753,0.2668921586
MMC:del_rtcR_No_treatment:1.0,2.2611943147,-0.041319086500000005
MMC:del_rtcR_3mM_MMC:1.0,-1.5657001733,-2.0234465661
MMC:WT_No_treatment:3.0,-0.3162823366,-0.11980407600000001
MMC:del_rtcB_3mM_MMC:1.0,-2.1808349431,-1.6903779195
MMC:del_rtcB_3mM_MMC:2.0,-2.1797504973,-1.621383742
MMC:del_rtcR_3mM_MMC:2.0,-2.1836297834,-1.7773102311
MMC:del_rtcR_3mM_MMC:3.0,1.3644327909,-0.31525919280000003
MMC:del_rsr_No_treatment:1.0,3.324235333,-1.0173586084
MMC:del_rtcB_3mM_MMC:3.0,-2.2350734854,-1.6233277116
MMC:del_rtcR_No_treatment:2.0,0.5425052956,-0.20137990800000002
MMC:del_rsr_3mM_MMC:1.0,-1.8416280171000001,-1.6463135676
MMC:del_rtcB_No treatment:2.0,-1.4871653938,0.012168857
MMC:WT_3mM_MMC:1.0,-1.5981294508000001,-1.9219809198000002
MMC:del_rsr_3mM_MMC:2.0,-0.6175497068,-2.1125593015
MMC:WT_3mM_MMC:2.0,-2.2530193823999998,-1.6757696625
MMC:del_rsr_No_treatment:2.0,-0.0604248875,-0.9996231098
MMC:del_rtcB_No treatment:3.0,-1.438953529,-0.0603787224
MMC:del_rsr_No_treatment:3.0,-0.3780027137,-0.9543987076
Nontyphoidal_comparisons:rep:1.0,0.7371507854,-0.1573998832
Nontyphoidal_comparisons:rep:2.0,-1.9845725765000002,0.2628124027
Nontyphoidal_comparisons:rep:3.0,1.2474217911,-0.10541251950000001
araC:delta_araC_LB:1.0,-0.6239473814000001,0.3474833464
araC:WT_LB:1.0,-0.0769202035,-0.2287187344
araC:WT_LB:2.0,0.0769202035,0.2287187344
araC:delta_araC_LB:2.0,-0.6854512497,0.0124236493
csgD:WT_planktonic_TP1:1.0,4.2849165100000005e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,0.7952608837,-0.2099674644
csgD:WT_aggregate_TP2:1.0,1.7532373548,-1.9671504740999999
csgD:del_csgD_planktonic_TP1:1.0,-0.1098415801,1.1354115575
csgD:WT_planktonic_TP3:1.0,1.6716138373,0.3046863061
csgD:del_csgD_planktonic_TP3:1.0,2.1007212673,0.8816885105000001
csgD:WT_planktonic_TP2:1.0,-0.7149541072000001,0.8697908965000001
csgD:WT_aggregate_TP3:1.0,2.437646865,-1.5202862394999999
csgD:PcsgD_planktonic_lux_TP1:1.0,-0.43856483220000003,0.7726270148000001
csgD:PcsgD_planktonic_lux_TP4:1.0,2.4570726768,-0.9180570583000001
csgD:PcsgD_aggregate_lux_TP3:1.0,2.666110797,-1.1185775071
csgD:PcsgD_planktonic_lux_TP2:1.0,-1.1611085245,1.5181924594
csgD:PcsgD_planktonic_lux_TP3:1.0,1.2341543301,0.2736806102
csgD:del_csgD_planktonic_TP4:1.0,2.499909582,-1.7061819059
csgD:WT_aggregate_TP4:1.0,2.7588819165,-2.5355057377
csgD:PcsgD_aggregate_lux_TP4:1.0,2.2561524545,-1.6818000718000001
csgD:PcsgD_aggregate_lux_TP2:1.0,1.5061271818000002,-1.6817133061
csrA:10min_LB_csrA:1.0,3.1315400988,-5.1612163141
csrA:10min_LB_WT:1.0,7.9200658939,-5.2221647909
csrA:2.5min_LB_csrA:1.0,4.7796101693,-3.9969998495
csrA:5min_mLPM_WT:1.0,9.2039320209,-3.7920315423
csrA:15min_mLPM_csrA:1.0,7.6723779746,-2.0076499625
csrA:5min_LB_WT:1.0,8.1617221115,-6.5017840187000004
csrA:2.5min_LB_WT:1.0,7.1661251919,-3.5202122778
csrA:0min_LB_WT:1.0,-0.9470795018,-0.0957588196
csrA:15min_LB_WT:1.0,3.4481935954000003,-5.257124887
csrA:0min_mLPM_WT:1.0,1.0160041449,1.7509076253
csrA:15min_LB_csrA:1.0,2.8545648766,-4.0815060274
csrA:15min_mLPM_WT:1.0,11.0164549133,-2.4223890366
csrA:15min_LB_csrA:2.0,3.3643870024,-4.5082831424
csrA:0min_mLPM_WT:2.0,2.2441198627,1.6515803385
csrA:0min_LB_csrA:1.0,-0.5794698135,0.24145870500000002
csrA:15min_LB_WT:2.0,1.6442943066,-5.1393696728
csrA:15min_mLPM_WT:2.0,7.4672593548,-2.239041451
csrA:5min_LB_WT:2.0,11.1056744353,-6.1383594253
csrA:5min_mLPM_WT:2.0,6.7210337954,-3.0456528738
csrA:2.5min_LB_WT:2.0,3.7075257904,-3.6932814513
csrA:5min_mLPM_csrA:1.0,5.8903544716,-2.9150925695
csrA:0min_LB_csrA:2.0,0.3894612472,0.2877431077
csrA:15min_mLPM_csrA:2.0,6.1391919109,-2.0881306257
csrA:5min_mLPM_csrA:2.0,4.3871617872,-3.2877231589
csrA:10min_LB_WT:2.0,3.4270213553,-5.240465198
csrA:0min_LB_WT:2.0,0.9470795018,0.0957588196
csrA:5min_LB_csrA:1.0,4.529001705,-5.9858621659
csrA:10min_mLPM_csrA:1.0,7.6228039815,-2.3925178636
csrA:10min_mLPM_csrA:2.0,5.8770253464,-2.405269247
csrA:5min_LB_csrA:2.0,7.025043115,-5.8581923262
csrA:2.5min_LB_csrA:2.0,2.0166772068,-3.9031366498
csrA:10min_LB_csrA:2.0,4.7245980093,-5.2094880671
flagellum:ΔSTM14_1829 :1.0,3.7490878845,0.3629908365
flagellum:ΔSTM14_1829 :2.0,2.9733150124,-0.0689147424
flagellum:WT:1.0,-1.2610263033,0.263725859
flagellum:WT:2.0,1.6058787224,-0.591722901
flagellum:ΔSTM14_1829 :3.0,3.8673952769,-0.4350940722
flagellum:WT:3.0,-0.34485241910000003,0.3279970421
fliA:del_rpoF:1.0,-2.4365185694,0.0735087403
fliA:WT:1.0,0.5916904399,0.15826513180000001
fliA:del_rpoF:2.0,-2.1993736771,0.0700500158
fliA:WT:2.0,-0.5916904399,-0.15826513180000001
mgtC:empty_pUH21:1.0,-0.0862733532,-0.010924920900000001
mgtC:pUH_mgtC:1.0,0.9642071823,-0.5882985103
mgtC:empty_pUH21:2.0,0.0862733532,0.010924920900000001
mgtC:pUH_mgtC:2.0,-0.2609510281,-0.5768305267
mgtCBR:empty_pBAD18:1.0,0.1087537288,0.0626244795
mgtCBR:mgtC_pBAD113:1.0,-0.4257645568,-0.3752215444
mgtCBR:empty_pBAD18:2.0,-0.1087537288,-0.0626244795
mgtCBR:mgtC_pBAD113:2.0,-0.6026235048,-0.2968186939
novobiocin:100_Novobiocin_60min:1.0,-3.7440565754,0.4258170443
novobiocin:500_Novobiocin_60min:1.0,-4.4198417222,0.35456494250000004
novobiocin:0_Novobiocin_60min:1.0,-1.7166052392000002,-0.7009518789
novobiocin:0_Novobiocin_0min:1.0,1.3804322759,-0.0221134964
novobiocin:100_Novobiocin_60min:2.0,-3.6248488951,0.1997211305
novobiocin:0_Novobiocin_10min:1.0,-3.6550310352,0.837696501
novobiocin:500_Novobiocin_20min:1.0,-3.3014722947,0.5807145552
novobiocin:0_Novobiocin_20min:1.0,-3.5437182656,0.9020472529
novobiocin:0_Novobiocin_60min:2.0,-1.8957352875,-0.71674087
novobiocin:0_Novobiocin_10min:2.0,-2.5174996793,0.7932117424
novobiocin:500_Novobiocin_60min:2.0,-3.1284094782,-0.12445371270000001
