,A,lexA
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,6.3797451881,0.6628892395
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,4.6025823417,0.2055897399
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,4.5249464478,0.6629265458
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,5.1076973431,0.0107199828
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,8.515529259200001,0.36268255790000004
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-0.27161410950000003,0.47520101800000003
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-1.6409447614000001,-0.3067204012
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,7.0264659541,0.7107801469
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,6.6792254753,0.7496084522
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,8.0926353598,0.1279949022
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,4.0513430096,0.2995239289
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-0.09080323080000001,1.1754250812
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-1.9801131891,-0.36936624230000004
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,4.3358544986,0.8569188207
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-0.8905967036,1.1221230755
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,5.6277724726,0.8252726522
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,1.9269849155,0.2942056589
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,3.9683188898,0.48726965850000004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,0.273638261,0.2279726504
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,0.6909981072,0.956143394
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-1.9028659562999999,0.4129208244
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,5.2655581058,0.9191128829
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,5.6640860304,0.6050289315
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,4.9379972583,0.8480118320000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-1.1696961670000001,0.48181826660000004
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,0.33947429090000003,0.3579223141
OPG:del_opgGH:1.0,0.8190241207000001,-0.2949064735
OPG:del_opgGH:2.0,0.8794015732,-0.4315019225
OPG:del_opgGH:3.0,0.4111048868,-0.43612324010000003
OPG:del_opgGH_pBK16:1.0,-1.0616700845,-0.10358952020000001
OPG:del_opgGH_pBK16:2.0,-0.5953887814000001,-0.09886196850000001
OPG:del_opgGH_pBK16:3.0,-0.3596131047,-0.2148733995
OPG:WT:1.0,-0.2249374582,0.09887721220000001
OPG:WT:2.0,0.2445587167,0.1124810142
OPG:WT:3.0,-0.0196212586,-0.2113582265
PinT:pinT+_1h:1.0,0.41968021990000004,0.0074055694
PinT:pinT+_1h:2.0,-0.41968021990000004,-0.0074055694
cold_shock_protein:WT_RNAseq:1.0,0.11262736770000001,-0.0107936966
cold_shock_protein:WT_RNAseq:2.0,-0.30359222010000003,0.0175136294
cold_shock_protein:WT_RNAseq:3.0,0.1909648525,-0.0067199329
cold_shock_protein:DeltaCspCE_RNAseq:1.0,1.4135049188,-0.0427522059
cold_shock_protein:DeltaCspCE_RNAseq:2.0,1.9178685789,0.0385798507
cold_shock_protein:DeltaCspCE_RNAseq:3.0,2.0974006419,0.21864349600000002
dephostatin:LB_DMSO:1.0,-0.0948699115,-0.0001208338
dephostatin:LB_DMSO:2.0,0.055099283900000004,0.1667806025
dephostatin:LB_DMSO:3.0,0.039770627600000004,-0.16665976870000002
dephostatin:LB_Dephostatin:1.0,1.249639245,0.1914078217
dephostatin:LB_Dephostatin:2.0,3.2489338952,1.0175236239
dephostatin:LB_Dephostatin:3.0,1.3843805449,0.2242306033
dephostatin:LPM_DMSO:1.0,3.2151996145,-1.0033505146
dephostatin:LPM_DMSO:2.0,2.2641630915,-1.4801388497
dephostatin:LPM_Dephostatin:1.0,-0.1521053422,-1.1462436339
dephostatin:LPM_Dephostatin:2.0,1.2384638705,-1.4073362532
dephostatin:LPM_Dephostatin:3.0,1.3070642065,-1.0600170149
efflux_inhibition:Chlorpromazine:1.0,-0.7287161757,0.0751408933
efflux_inhibition:Chlorpromazine:2.0,2.5816737637,1.0215516367
efflux_inhibition:Chlorpromazine:3.0,3.9918826018,0.4873677999
efflux_inhibition:PABN:1.0,5.533414841,0.1113974669
efflux_inhibition:PABN:2.0,6.7298938716,-0.0347192302
efflux_inhibition:no_treatment:1.0,-0.2350463466,-0.2594729015
efflux_inhibition:no_treatment:2.0,0.42467205620000004,0.6561847
efflux_inhibition:no_treatment:3.0,-0.1896257097,-0.3967117986
efflux_inhibition:Chlorpromazine:4.0,4.000881006,0.6766862090000001
efflux_inhibition:PABN:3.0,5.1785548621,-0.0484008266
fis_regulatory_network:GX_EE:1.0,0.6300643801,0.1920581797
fis_regulatory_network:GX_EE:2.0,-0.6536821567000001,-0.2461270359
fis_regulatory_network:GX_TS:1.0,3.4114864722,-0.6329709971
fis_regulatory_network:GX_TS:2.0,3.3255437766,-0.700960329
fis_regulatory_network:WT_EE:1.0,0.2294162217,0.13293165340000002
fis_regulatory_network:WT_EE:2.0,-0.2294162217,-0.13293165340000002
fis_regulatory_network:WT_TS:1.0,4.7084170947,-0.3885485918
fis_regulatory_network:WT_TS:2.0,4.600149756,-0.4121771285
fis_regulatory_network:OX_EE:1.0,1.115171033,-0.24333673290000002
fis_regulatory_network:OX_EE:2.0,1.123142124,-0.12356455350000001
fis_regulatory_network:OX_TS:1.0,2.4422743088,-0.7670576367
fis_regulatory_network:OX_TS:2.0,3.2935801389,0.2384675669
persisters:rep:1.0,-0.48668629900000004,-0.0482271904
persisters:rep:2.0,0.48668629900000004,0.0482271904
proQ_pulse_expression:empty_vector:1.0,-0.11060550520000001,-0.0503978434
proQ_pulse_expression:empty_vector:2.0,0.11060550520000001,0.0503978434
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.4378238748,-0.0678004766
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.13403213560000002,-0.0925412733
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.306510122,-0.0775407748
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.0058240827,-0.0614090147
proQ_virulence:dhfq_dproQ_LB:1.0,1.7274301038000002,-0.7339214444000001
proQ_virulence:dhfq_dproQ_LB:2.0,3.5532707765,0.7097946314
proQ_virulence:dhfq_dproQ_LB:3.0,2.7209268646,-0.008170805100000001
proQ_virulence:dhfq_dproQ_SPI-2:1.0,5.4959955766,-0.16079278300000002
proQ_virulence:dhfq_dproQ_SPI-2:2.0,5.42694182,-0.1508100125
proQ_virulence:dhfq_dproQ_SPI-2:3.0,5.4562042207,-0.4514071537
proQ_virulence:dhfq_LB:1.0,1.6749687500000001,-0.32338599630000003
proQ_virulence:dhfq_LB:2.0,3.5330022631,0.5339799264
proQ_virulence:dhfq_LB:3.0,1.6901861191,-0.2643932418
proQ_virulence:dhfq_SPI-2:1.0,3.8139717712000003,-0.022745347200000002
proQ_virulence:dhfq_SPI-2:2.0,4.3861691681,-0.0688325436
proQ_virulence:dhfq_SPI-2:3.0,4.9871342147,-0.19184245200000002
proQ_virulence:dproQ_LB:1.0,1.5881590345,0.5346173145
proQ_virulence:dproQ_LB:2.0,3.4125061543,1.0234009919
proQ_virulence:dproQ_LB:3.0,1.0979207999,-0.134202498
proQ_virulence:dproQ_SPI-2:1.0,3.2333853652,-0.196116177
proQ_virulence:dproQ_SPI-2:2.0,3.374510374,-0.28416034290000003
proQ_virulence:dproQ_SPI-2:3.0,3.6337639413,-0.27239314810000004
proQ_virulence:WT_LB:1.0,-0.5820394307,-0.21437462070000002
proQ_virulence:WT_LB:2.0,0.8005601716,0.4002956795
proQ_virulence:WT_LB:3.0,-0.21852074100000002,-0.1859210588
proQ_virulence:WT_SPI-2:1.0,2.6331707048,-0.2662374815
proQ_virulence:WT_SPI-2:2.0,2.733627356,-0.28419880670000003
proQ_virulence:WT_SPI-2:3.0,2.8532056624,-0.2654307446
rcsB:del_rcsB_S207C:1.0,2.9590401016000003,0.4956319636
rcsB:del_rcsB_WT:1.0,-0.49860083400000005,0.1250304378
rcsB:del_rcsB:1.0,0.43730978130000003,0.1945069471
rcsB:del_rcsB_H12A:1.0,0.8518540297,0.0020723369
rcsB:del_rcsB_D56A:1.0,0.6408898825,-0.0595564841
rcsB:del_rcsB_M88A:1.0,0.2860364673,0.2236645883
rcsB:del_rcsB_H77A:1.0,2.2975668179,0.7531247991000001
rcsB:del_rcsB_L108A:1.0,-1.0938607844,0.15154153580000002
rcsB:del_rcsB_S207C:2.0,1.4398766895000001,-0.1161280132
rcsB:del_rcsB_WT:2.0,0.1441474629,-0.0627112611
rcsB:del_rcsB:2.0,1.2245496407,-0.0102328863
rcsB:del_rcsB_H12A:2.0,1.8839853345000002,-0.0082633184
rcsB:del_rcsB_D56A:2.0,0.8530242989,0.37153994020000003
rcsB:del_rcsB_H77A:2.0,1.6275332371,0.5213997944000001
rcsB:del_rcsB_L108A:2.0,3.1057511932,0.7241392788000001
rcsB:del_rcsB_WT:3.0,0.3544533711,-0.062319176600000005
rcsB:del_rcsB_H12A:3.0,0.8619101835,0.2593603638
rcsB:del_rcsB_D56A:3.0,-0.3267379986,-0.0423297398
rcsB:del_rcsB_M88A:2.0,0.6841631772,0.2726261836
rcsB:del_rcsB_H77A:3.0,1.6378145025,-0.0968867052
rcsB:del_rcsB_L108A:3.0,2.8914227998,0.9798658465000001
ribodepletion:RiboZero:1.0,-0.1487893428,-0.0626684016
ribodepletion:RiboZero:2.0,0.1487893428,0.0626684016
single_carbon_source:mucic:1.0,-0.3806408738,-0.0853419768
single_carbon_source:mucic:2.0,0.3806408738,0.0853419768
single_carbon_source:tartarate:1.0,-1.3778087722,-0.1912665873
single_carbon_source:tartarate:2.0,-1.014285476,-0.5038077524
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.1722357978,-0.1525758776
ssrA_ssrB_TCS:ssrB_minus:2.0,-0.1203570244,-0.09316795950000001
ssrA_ssrB_TCS:ssrB_minus:3.0,0.2925928222,0.24574383700000002
ssrA_ssrB_TCS:ssrB_plus:1.0,0.5637165190000001,-0.124027041
ssrA_ssrB_TCS:ssrB_plus:2.0,0.8708817212000001,-0.24755923870000002
ssrA_ssrB_TCS:ssrB_plus:3.0,1.0817315893,-0.0697564921
yedF:WT:1.0,-0.0611173645,0.42556876
yedF:WT:2.0,0.0611173645,-0.42556876
yedF:del_yedF:1.0,7.538770571,2.6072415745
yedF:del_yedF:2.0,5.6164468905,3.5732877496
yedF:del_yedF:3.0,3.6379631564,1.8163390198
14028S_paratyphiA:37C_stationary:1.0,1.7033200831,0.2115920813
14028S_paratyphiA:42C_log:1.0,0.39919110900000004,0.0562460887
14028S_paratyphiA:37C_log:1.0,0.3669241447,-0.024353064900000002
14028S_paratyphiA:42C_log:2.0,1.2211005366,0.0676367863
14028S_paratyphiA:37C_stationary:2.0,0.8320547553000001,0.1425958109
14028S_paratyphiA:37C_log:2.0,-0.3669241447,0.024353064900000002
7TF:hilC:1.0,-0.6118256277,-0.9354941844
7TF:del_hilD:1.0,0.7795415568,0.4816939049
7TF:WT:1.0,0.07260420270000001,0.20479799810000002
7TF:hilD:1.0,-0.4537188923,-0.0379877933
7TF:WT:2.0,-0.3738550954,0.0533604162
7TF:del_sprB:1.0,-0.5471688097,0.1483104938
7TF:del_rtsB:1.0,-0.02322196,0.3287644474
7TF:rtsA:1.0,-0.9132500789,-0.0614304538
7TF:del_invF:1.0,0.2797984175,0.1158774144
7TF:sprB:1.0,0.1473360641,-0.3000784796
7TF:hilD:2.0,-0.7260000885,-0.1574524753
7TF:del_invF:2.0,-0.5206879063000001,0.29807207010000003
7TF:del_rtsB:2.0,-0.44719913510000003,0.2088920351
7TF:hilC:2.0,0.9089930187,-0.6590694386
7TF:WT:3.0,0.4113834651,-0.11026474730000001
7TF:del_hilD:2.0,0.6878930239000001,0.4162551729
7TF:rtsA:2.0,-0.1293353949,0.07904074700000001
7TF:invF:1.0,-0.1542611882,-0.2506961083
7TF:invF:2.0,-0.4391733364,-0.7544097919
7TF:sprB:2.0,-0.1420021376,-0.2457972475
7TF:del_sprB:2.0,-0.4837270799,0.3169014207
7TF:WT:4.0,-0.1101325724,-0.147893667
MMC:del_rtcB_No treatment:1.0,0.0888570991,0.0145952641
MMC:WT_No_treatment:1.0,0.3643761307,-0.16843592200000002
MMC:WT_No_treatment:2.0,-0.31064713390000004,0.1626652244
MMC:del_rtcR_No_treatment:1.0,1.1890119266,0.1346559598
MMC:del_rtcR_3mM_MMC:1.0,34.7931512957,3.1560496908
MMC:WT_No_treatment:3.0,-0.053728996800000005,0.005770697500000001
MMC:del_rtcB_3mM_MMC:1.0,34.3119241177,2.9851172412
MMC:del_rtcB_3mM_MMC:2.0,33.4147844497,3.1102372038
MMC:del_rtcR_3mM_MMC:2.0,33.6030136543,2.9135674505
MMC:del_rtcR_3mM_MMC:3.0,21.7370255645,2.6852097288
MMC:del_rsr_No_treatment:1.0,1.7205906923,0.3703560584
MMC:del_rtcB_3mM_MMC:3.0,32.9821431032,2.8383189938
MMC:del_rtcR_No_treatment:2.0,2.1536054009,0.0390015529
MMC:del_rsr_3mM_MMC:1.0,32.0783883313,2.5308248356
MMC:del_rtcB_No treatment:2.0,0.8599611522,0.0116467858
MMC:WT_3mM_MMC:1.0,34.1535891707,2.6460647237
MMC:del_rsr_3mM_MMC:2.0,31.8349280469,2.9763802744000003
MMC:WT_3mM_MMC:2.0,33.1303694453,2.4370944161
MMC:del_rsr_No_treatment:2.0,3.1937125281,0.3962717777
MMC:del_rtcB_No treatment:3.0,0.49015160350000003,-0.40581144410000003
MMC:del_rsr_No_treatment:3.0,0.7571439921,-0.0160645606
Nontyphoidal_comparisons:rep:1.0,0.8420549860000001,-0.10413402640000001
Nontyphoidal_comparisons:rep:2.0,-1.7041827586,0.1022997211
Nontyphoidal_comparisons:rep:3.0,0.8621277725000001,0.0018343054
araC:delta_araC_LB:1.0,-1.0358505183,-0.0964103238
araC:WT_LB:1.0,-0.5040173313,0.1837908925
araC:WT_LB:2.0,0.5040173313,-0.1837908925
araC:delta_araC_LB:2.0,-0.9222750953000001,0.4131372968
csgD:WT_planktonic_TP1:1.0,2.0858262519999998e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,0.001090215,-1.2380320601
csgD:WT_aggregate_TP2:1.0,-1.2552397583000001,-1.2959071603
csgD:del_csgD_planktonic_TP1:1.0,0.2442146779,0.23787218370000002
csgD:WT_planktonic_TP3:1.0,3.4209708793,-0.3713430821
csgD:del_csgD_planktonic_TP3:1.0,0.3135424452,-1.3926762731
csgD:WT_planktonic_TP2:1.0,1.5673374994,-0.23337328710000002
csgD:WT_aggregate_TP3:1.0,-0.16965105300000002,-1.7509567397999999
csgD:PcsgD_planktonic_lux_TP1:1.0,0.9517528327,0.1475608244
csgD:PcsgD_planktonic_lux_TP4:1.0,0.6585544789000001,-0.5311286743
csgD:PcsgD_aggregate_lux_TP3:1.0,1.5660865627,-1.7717533898000002
csgD:PcsgD_planktonic_lux_TP2:1.0,1.9392087443000001,-0.0857035392
csgD:PcsgD_planktonic_lux_TP3:1.0,2.8729691411,-0.6627864738
csgD:del_csgD_planktonic_TP4:1.0,0.254207735,-1.5777359791999999
csgD:WT_aggregate_TP4:1.0,0.7918626585,-1.5070404695000001
csgD:PcsgD_aggregate_lux_TP4:1.0,0.9181421052000001,-1.1339098366
csgD:PcsgD_aggregate_lux_TP2:1.0,-1.0928028246000001,-1.0582606602
csrA:10min_LB_csrA:1.0,3.6209416157,-3.5364122174
csrA:10min_LB_WT:1.0,2.0047808553,-3.9451237293
csrA:2.5min_LB_csrA:1.0,-0.539248012,-3.1254097439
csrA:5min_mLPM_WT:1.0,1.1484897231,-0.9575271047
csrA:15min_mLPM_csrA:1.0,4.2452334828,-0.8705884982000001
csrA:5min_LB_WT:1.0,-1.7829938136,-5.0490966204
csrA:2.5min_LB_WT:1.0,-1.972487622,-3.0588692256
csrA:0min_LB_WT:1.0,-0.4021491004,-0.6390215225
csrA:15min_LB_WT:1.0,4.2683919839,-3.2408891107
csrA:0min_mLPM_WT:1.0,0.7030071164,0.3880709207
csrA:15min_LB_csrA:1.0,6.940840172,-2.8759730303
csrA:15min_mLPM_WT:1.0,5.3285055127,0.638562603
csrA:15min_LB_csrA:2.0,6.2024592924,-2.6667276315
csrA:0min_mLPM_WT:2.0,1.4093133416999999,-0.1135345732
csrA:0min_LB_csrA:1.0,0.1462262025,-0.5326043392
csrA:15min_LB_WT:2.0,4.8404509513,-2.8569522359
csrA:15min_mLPM_WT:2.0,3.6809697567,0.06849717350000001
csrA:5min_LB_WT:2.0,-1.3101009408,-4.6621865365
csrA:5min_mLPM_WT:2.0,0.0011849136,-0.9214347221
csrA:2.5min_LB_WT:2.0,-2.388164512,-3.3766713504
csrA:5min_mLPM_csrA:1.0,1.7201148941,-2.0465936444
csrA:0min_LB_csrA:2.0,0.23351666980000002,-0.42082584240000004
csrA:15min_mLPM_csrA:2.0,4.5649057273,-0.38686590270000004
csrA:5min_mLPM_csrA:2.0,1.5410446522,-1.8376930207000002
csrA:10min_LB_WT:2.0,2.036234678,-3.4356213804999998
csrA:0min_LB_WT:2.0,0.4021491004,0.6390215225
csrA:5min_LB_csrA:1.0,0.1353109981,-4.3004933796
csrA:10min_mLPM_csrA:1.0,3.4337799433000002,-1.239108515
csrA:10min_mLPM_csrA:2.0,3.5577151335,-0.9630760441
csrA:5min_LB_csrA:2.0,0.8606948310000001,-4.1742900019
csrA:2.5min_LB_csrA:2.0,-1.0984524861,-3.1985601301
csrA:10min_LB_csrA:2.0,4.487423754,-3.2899982147999998
flagellum:ΔSTM14_1829 :1.0,4.4531171652,1.6082674503
flagellum:ΔSTM14_1829 :2.0,4.2768286209,1.5241219895
flagellum:WT:1.0,0.043754628000000004,-0.2857595846
flagellum:WT:2.0,0.2787911795,0.34090447630000004
flagellum:ΔSTM14_1829 :3.0,3.8374506599,1.3796400947
flagellum:WT:3.0,-0.3225458075,-0.055144891700000004
fliA:del_rpoF:1.0,1.7653598195,0.2255249981
fliA:WT:1.0,-0.4557137473,0.0736668302
fliA:del_rpoF:2.0,2.369839533,0.0942391124
fliA:WT:2.0,0.4557137473,-0.0736668302
mgtC:empty_pUH21:1.0,0.0408332267,0.1446433477
mgtC:pUH_mgtC:1.0,1.2211307032,0.211571329
mgtC:empty_pUH21:2.0,-0.0408332267,-0.1446433477
mgtC:pUH_mgtC:2.0,1.5143225267,0.3181579403
mgtCBR:empty_pBAD18:1.0,-0.0644903485,0.0343920951
mgtCBR:mgtC_pBAD113:1.0,-2.2886012093,-0.26874964020000003
mgtCBR:empty_pBAD18:2.0,0.0644903485,-0.0343920951
mgtCBR:mgtC_pBAD113:2.0,-1.9773457935,-0.1659101593
novobiocin:100_Novobiocin_60min:1.0,5.258626145,-0.0016161884
novobiocin:500_Novobiocin_60min:1.0,8.9933399108,1.6260132643
novobiocin:0_Novobiocin_60min:1.0,3.023798025,0.039565500600000005
novobiocin:0_Novobiocin_0min:1.0,0.1486702245,-0.0141370642
novobiocin:100_Novobiocin_60min:2.0,5.4292956627,0.0660214376
novobiocin:0_Novobiocin_10min:1.0,0.0350865145,-0.6960820405
novobiocin:500_Novobiocin_20min:1.0,3.5973082318,-0.4805678377
novobiocin:0_Novobiocin_20min:1.0,0.5026051494,-0.5937379125000001
novobiocin:0_Novobiocin_60min:2.0,2.3243273972000003,-0.049150663500000004
novobiocin:0_Novobiocin_10min:2.0,0.0830679502,-0.33535750410000004
novobiocin:500_Novobiocin_60min:2.0,8.3014717509,1.5520739446
novobiocin:0_Novobiocin_60min:3.0,2.4907466979,-0.0508320874
novobiocin:500_Novobiocin_10min:1.0,1.7637475432,-0.2549128277
