,A,AtsR
Dispersed_cells:PAO1_dispersed_wt:1,-0.4767655307,-0.274072303
Dispersed_cells:PAO1_dispersed_wt:2,0.4767655307,0.274072303
Dispersed_cells:PyhjH_dispersed:1,-2.1588984185,0.20377525900000001
Dispersed_cells:PyhjH_dispersed:2,-2.7302493209,0.367722151
Dispersed_cells:PA01_Planktonic:1,18.3753924901,1.449760715
Dispersed_cells:PA01_Planktonic:2,22.70490668,2.9531592140000003
Dispersed_cells:PAO1_Biofilm:1,-1.2623235846,-0.32037691
Dispersed_cells:PAO1_Biofilm:2,-1.5520039374999999,0.42035152800000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-1.4952299897999999,-0.43870112
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-0.6923350380000001,-0.467896833
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-0.6212854842000001,-0.275014113
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.1044830076,-0.18665722
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.058388955000000006,-0.060479718
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.0460940525,0.24713693900000003
Farnesol_treatment:RNA of 0-1F_L:1,0.1970838826,0.19434705
Farnesol_treatment:RNA of 0-1F_L:2,-0.1576203685,0.034908424
Farnesol_treatment:RNA of 0-1F_L:3,-0.0394635141,-0.22925547400000001
Farnesol_treatment:RNA of 6-F_L1:1,-0.7070045976,-0.153477304
Farnesol_treatment:RNA of 6-F_L1:2,-0.9072212523000001,-0.251477178
Farnesol_treatment:RNA of 6-F_L1:3,-0.2050369869,-0.37917843100000004
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.5770384919,0.09150633400000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.5770384919,-0.09150633400000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-1.2088374378,-0.126924905
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-2.2763711023,-0.329105566
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.3118549513,-0.617028417
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-2.6439166465,0.32863872600000005
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,4.918762541,1.46149777
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.3386962412,-0.09822597
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,2.6707579364000003,0.386615662
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,1.5187740267,0.871353963
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-1.3789512373,-0.5176395490000001
HapZ_SagS_mutant:delHapZp:1,-0.7931312278,0.17251038800000001
HapZ_SagS_mutant:delHapZp:2,-0.8476721449,-0.314428244
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,2.7073606287,0.857925569
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-1.3284093914000001,-0.34028602
HapZ_SagS_mutants:delHApZ:1,-0.4039452899,-0.23720943900000002
HapZ_SagS_mutants:delHApZ:2,0.4593585891,-0.088974231
HapZ_SagS_mutants:delHApZ:3,-0.33078077780000004,-0.8250564680000001
HapZ_SagS_mutants:delSagS:1,-0.0628072174,-0.002412866
HapZ_SagS_mutants:delSagS:2,-0.23453508990000002,-0.387042694
HapZ_SagS_mutants:delSagS:3,3.3264096727,1.314894346
HapZ_SagS_mutants:delHapZp:3,-0.1947078126,0.22425588000000002
Lung_infection_transcriptome:PA01_LS1:1,-0.7357737384,-0.8873489450000001
Lung_infection_transcriptome:PA01_LS1:2,-0.41032840060000003,-0.217910818
Lung_infection_transcriptome:PA01_CS1:1,-0.5196153985,0.42703206400000004
Lung_infection_transcriptome:PA01_CS1:2,0.5196153985,-0.42703206400000004
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.45447252180000003,0.92018557
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.45447252180000003,-0.92018557
Metabolic_fitness_plasmid:PAO1_pAKD1:1,1.5009921145,-0.39980569800000004
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-1.0643612909,0.8762465420000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,1.0480742989,0.9756741250000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,2.0680417213,0.020280942
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,1.172921605,-0.022198387
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,0.5230569529,0.457369943
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.2289852191,0.07271308
Metabolic_fitness_plasmid:PAO1_pBS228:2,-0.1532900389,0.032230186
Metabolic_fitness_plasmid:PAO1_RmS149:1,-1.419020192,0.09560737400000001
Metabolic_fitness_plasmid:PAO1_RmS149:2,-0.161214198,0.584170223
Mucin_glycans:ABTGC:1,-2.3923045957999998,-0.00449103
Mucin_glycans:ABTGC:2,-1.4054777559,-0.790430678
Mucin_glycans:ABTGC:3,2.9400907736,0.961881713
Mucin_glycans:ABTGC:4,0.0618222213,0.211762723
Mucin_glycans:ABTGC:5,0.7958693567,-0.37872272700000004
Mucin_glycans:MUC5B:1,-0.9325122199,-0.31928025
Mucin_glycans:MUC5B:2,-0.9749903715,-0.394730317
Mucin_glycans:Glycans:1,-1.6055862206,-0.42824733800000003
Mucin_glycans:Glycans:2,0.6908469122,0.380694574
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-1.6894763149,-0.7791875380000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-1.6758730251,-0.989255344
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-1.0731531756,0.07396211500000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,0.3495664993,0.046934405000000005
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,0.4474754139,1.036618772
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-0.2028164782,0.9690104540000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-1.3564971045,-0.519069871
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-0.8447577587,-0.750227355
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-1.0158884947,-0.9138044310000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,0.41313580320000004,0.475695994
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,1.939891725,1.060169257
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,0.8641158297,0.647236405
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.117735881,-0.224239347
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.117735881,0.224239347
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-1.5203280059000002,-0.283453809
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-2.4135629396000002,-0.683998619
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,6.3635231995,2.635027602
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,10.495838111,3.1061228
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,4.034401452,0.300357268
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,3.9059264578,1.434911127
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,1.0095133575,-0.34542459600000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,1.0144025407,0.054773268
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.6810604367,0.074931701
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.26056630540000003,0.20836548500000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.014682204300000001,-0.11366194
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.4351763356,-0.16963524500000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.7599157005,0.010971999999999999
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,3.7089261344,0.062523826
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.5279398112,0.01838615
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.396910767,0.15182473400000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.1310290442,-0.170210883
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-1.094090427,-0.298706692
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-0.8700850496,-0.35662511700000005
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,1.2276225071,0.112671085
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.7767884598,-1.442276346
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.42574339710000003,-0.06928933300000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.3135505064,0.234353375
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,1.224881573,0.49026776600000005
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,6.1459871665,1.674396887
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,6.96430884,1.337243796
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,3.188991093,0.37751060200000003
Rosmarinic_acid:PAO1-100UMRA:1,0.3246977021,0.185886991
Rosmarinic_acid:PAO1-100UMRA:2,0.3453891643,0.12448709000000001
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.3979577367,-0.055385915
Rosmarinic_acid:PAO1_DMSO_Control:2,0.3268949767,0.10297695600000001
Rosmarinic_acid:PAO1_DMSO_Control:3,0.07106276,-0.047591041
Testosterone_treatment:Testosterone_Control:1,0.7970499583,-0.053152382000000005
Testosterone_treatment:Testosterone_Control:2,-0.7970499583,0.053152382000000005
Testosterone_treatment:Testosterone_2.5:1,1.2511370541,0.183860077
Testosterone_treatment:Testosterone_2.5:2,-0.2892954437,-0.076449183
Tf_toxin_expression:PAO1_WT:1,0.3666659201,-0.011426586
Tf_toxin_expression:PAO1_WT:2,-0.3666659201,0.011426586
Tf_toxin_expression:PAO1_derfA:1,-0.1118421419,0.144216215
Tf_toxin_expression:PAO1_derfA:2,0.552308699,0.15963296400000002
Zinc_treatment:PA_Zn:1,-6.9512461966,0.255973765
Zinc_treatment:PA_Zn:2,-7.2045925534,0.307586336
Zinc_treatment:PA_Zn:3,-6.7436947295,0.296996
Zinc_treatment:PA_Zn_wt:1,0.0351186495,-0.048108079000000005
Zinc_treatment:PA_Zn_wt:2,-0.0351186495,0.048108079000000005
Paeru_PRECISE:CAMHB_wt:1,-13.3221032426,-1.184055117
Paeru_PRECISE:CAMHB_wt:2,-13.7593214579,-0.92642438
Paeru_PRECISE:CAMHB_wt:3,-15.1171538164,-1.465783117
Paeru_PRECISE:CAMHB_wt:4,-14.8429321811,-1.5983661640000002
Paeru_PRECISE:M9glucAA_Pqt10:1,22.1674415985,4.444169969
Paeru_PRECISE:M9glucAA_Pqt10:2,25.6732749963,4.6547090220000005
Paeru_PRECISE:M9glucAA_Pqt:1,16.0716634014,2.55626674
Paeru_PRECISE:M9glucAA_Pqt:2,16.3103616358,2.4680368120000002
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-7.3990091108,-2.2666265770000003
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-7.7971880622,-2.350498226
Paeru_PRECISE:M9glucAA_NaCl:1,-14.1291631062,-2.614994087
Paeru_PRECISE:M9glucAA_NaCl:2,-12.4181144627,-0.921929207
Paeru_PRECISE:M9glucAA_NaCl:3,-13.3769879807,-1.461234421
Paeru_PRECISE:CAMHB_wt:5,-14.9823129408,-1.193173178
Paeru_PRECISE:CAMHB_wt:6,-14.4897448332,-1.347983274
Paeru_PRECISE:LB_wt:1,-17.738177012,-3.39995456
Paeru_PRECISE:LB_wt:2,-14.0662608742,-1.894244472
Paeru_PRECISE:M9glucAA_wt:1,1.7439249096,0.265094184
Paeru_PRECISE:M9glucAA_wt:2,-1.7439249096,-0.265094184
Paeru_PRECISE:M9glucAA_lowpH:1,-13.084563142,-1.234620886
Paeru_PRECISE:M9glucAA_lowpH:2,-13.0088821878,-1.167964139
Paeru_PRECISE:M9glucAA_DPD:1,-5.9517562881,-1.430252199
Paeru_PRECISE:M9glucAA_DPD:2,-12.2885659659,-1.9683382790000001
Paeru_PRECISE:M9sucAA_wt:1,-9.877900479000001,-1.801439591
Paeru_PRECISE:M9sucAA_wt:2,-11.1453681585,-1.249486519
Paeru_PRECISE:M9glucAA_NaCl:4,-12.1848470738,-1.0725866
Paeru_PRECISE:M9glucAA_NaCl:5,-11.8311862026,-0.826078237
Paeru_PRECISE:M9sucAA_wt:3,-9.4801408035,-0.717360552
Paeru_PRECISE:M9sucAA_wt:4,-4.889961442,-0.502057675
Paeru_PRECISE:R10LB_wt:1,-13.7457336128,-1.333872337
Paeru_PRECISE:M9glucAA_NaCl:6,-12.7441862292,-0.8955575880000001
Paeru_PRECISE:M9glucAA_NaCl:7,-12.1274463584,-1.013201633
Paeru_PRECISE:M9fructAA_wt:1,-5.3262340363,-0.064379295
Paeru_PRECISE:M9fructAA_wt:2,-4.5458404783,-0.07511361200000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,-6.6608015193,-0.391358509
Paeru_PRECISE:M9GlcNAcAA_wt:2,-5.1997471828,-0.321538445
Paeru_PRECISE:M9pyruvAA_wt:1,-13.3389482276,-1.004728202
Paeru_PRECISE:M9pyruvAA_wt:2,-13.8266298727,-0.8984348999999999
Paeru_PRECISE:M9fructAA_wt:3,-12.8366136562,-1.369539088
Paeru_PRECISE:M9fructAA_wt:4,-11.0105956942,-1.203068092
Paeru_PRECISE:M9GlcNAcAA_wt:3,-12.4502697236,-1.142349361
Paeru_PRECISE:M9GlcNAcAA_wt:4,-13.5155167719,-0.950300825
Paeru_PRECISE:M9glycAA_wt:1,-12.8721231789,-1.147937551
Paeru_PRECISE:M9glycAA_wt:2,-13.626822394,-1.18730958
Paeru_PRECISE:M9pyruvAA_wt:3,-14.0232603649,-1.5780178880000002
Paeru_PRECISE:CAMHB_wt:7,-13.2786625851,-0.941258106
Paeru_PRECISE:CAMHB_wt:8,-13.8488911864,-1.044440929
Paeru_PRECISE:R10LB_wt:2,-13.6238572197,-1.159410606
Paeru_PRECISE:R10LB_wt:3,-14.477079105,-1.318983743
Paeru_PRECISE:R10LB_wt:4,-12.5466148868,-1.526725185
Paeru_PRECISE:R10LB_wt:5,-13.8104922937,-1.531350753
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-5.2911737263,0.24733837100000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,6.0612048098,1.6332611400000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,2.3895679686,1.016501162
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,2.4119604618,1.033387953
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-11.8214069839,-1.645248108
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-11.1006941429,-0.9667488930000001
Paeru_PRECISE:M9sucAA_wt:5,-5.1620360327,-0.9229440170000001
Paeru_PRECISE:M9sucAA_wt:6,-4.0520758454,-0.7577743440000001
Paeru_PRECISE:R10LB_wt:6,-13.6736855286,-1.379907739
Paeru_PRECISE:R10LB_wt:7,-13.466898763,-1.532526579
Paeru_PRECISE:LB_wt:3,-10.7328824214,-1.341143922
Paeru_PRECISE:LB_wt:4,-11.2975269375,-1.571960304
Paeru_PRECISE:R10LB_NaCl:1,-9.8442864213,-1.723253195
Paeru_PRECISE:R10LB_NaCl:2,-12.9379101053,-1.800011623
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-8.2188712183,-0.42411914300000003
Paeru_PRECISE:M9glucAA_Zn:1,7.8196375035,1.873663132
Paeru_PRECISE:M9glucAA_Cu:1,-7.4402715839,-1.346727481
Paeru_PRECISE:M9glucAA_NaOCl:1,-9.2812588376,-1.137137304
Paeru_PRECISE:M9GlcNAcAA_8:1,-9.1900759599,-0.531756397
Paeru_PRECISE:M9GlcNAcAA_8:2,-8.1541845481,-0.530336728
Paeru_PRECISE:M9GlcNAcAA_4:1,-9.1855741862,-0.9708243270000001
Paeru_PRECISE:M9GlcNAcAA_4:2,-8.6047027399,-0.366486998
Paeru_PRECISE:M9GlcNAcAA_2:1,-8.1407103201,-1.223879464
Paeru_PRECISE:M9GlcNAcAA_2:2,-9.3241209631,-2.0901709
Paeru_PRECISE:M9GlcNAcAA_1:1,-9.2930257213,-0.45579051200000004
Paeru_PRECISE:M9GlcNAcAA_1:2,-8.0194445057,-0.662627056
Paeru_PRECISE:M9glucAA_NaOCl:2,-9.7974144875,-0.8070615480000001
Paeru_PRECISE:M9glucAA_Cu:2,-8.0286866725,-1.864270376
Paeru_PRECISE:M9glucAA_Fe:1,-6.8512247705,-0.9910195770000001
Paeru_PRECISE:M9glucAA_Fe:2,-2.3696737471000002,-0.34570714700000005
Paeru_PRECISE:M9glucAA_Zn:2,-2.217640585,-0.311236073
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-2.1114240421,0.115032774
Paeru_PRECISE:CAMHB_Mec:1,-13.8413078077,-1.416580706
Paeru_PRECISE:CAMHB_Mec:2,-14.1070786677,-1.339939805
Paeru_PRECISE:CAMHB_Azt:1,-11.851308904,-1.7186434460000002
Paeru_PRECISE:CAMHB_Azt:2,-11.4862661228,-1.577909676
Paeru_PRECISE:CAMHB_Pip:1,-17.7219230033,-4.40854964
Paeru_PRECISE:CAMHB_Pip:2,-17.0500327572,-4.441191341
Paeru_PRECISE:CAMHB_Ceft:1,-20.6537193904,-3.781139987
Paeru_PRECISE:CAMHB_Ceft:2,-18.9207991103,-5.282167427
Paeru_PRECISE:CAMHB_Ceft:3,-20.6342330432,-3.581173451
Paeru_PRECISE:CAMHB_Ceft:4,-19.3725615612,-4.232419465
Paeru_PRECISE:M9glucAA_Ceft:1,-2.6405853855,-2.47306608
Paeru_PRECISE:M9glucAA_Ceft:2,-11.5716539578,-3.174614677
Paeru_PRECISE:M9glucAA_Gent:1,-5.7686273236000005,-1.023956736
Paeru_PRECISE:M9glucAA_Gent:2,-4.0137536468,-1.201477859
Paeru_PRECISE:M9glucAA_Pip:1,-2.902216788,-0.590793758
Paeru_PRECISE:M9glucAA_Pip:2,0.7937164689,-0.726299593
Paeru_PRECISE:M9glucAA_Azt:1,-11.0799716633,-1.344620166
Paeru_PRECISE:M9glucAA_Azt:2,-10.3714505887,-1.398835186
Paeru_PRECISE:CAMHB_Mero:1,-13.554089337,-1.140363038
Paeru_PRECISE:CAMHB_Mero:2,-13.2156787758,-1.103041575
Paeru_PRECISE:CAMHB_Tet:1,-11.2343663253,-1.553769702
Paeru_PRECISE:CAMHB_Tet:2,-11.2147330873,-1.389187785
Paeru_PRECISE:R10LB_Gent:1,-14.3979374574,-1.415384592
Paeru_PRECISE:R10LB_Ceft:1,-19.146679703,-3.618140034
Paeru_PRECISE:R10LB_Ceft:2,-19.5417687222,-3.377220687
Paeru_PRECISE:CAMHB_Biofilm:1,-13.2514019341,-1.720569086
Paeru_PRECISE:CAMHB_Biofilm:2,-12.4762084985,-1.391859792
Paeru_PRECISE:M9glucAA_Biofilm:1,-9.4997841668,-1.455475604
Paeru_PRECISE:M9glucAA_Biofilm:2,-10.690906076000001,-2.016308233
Paeru_PRECISE:R10LB_Gent:2,-14.4896219144,-1.478993519
Paeru_PRECISE:R10LB_Pip:1,-18.957410533,-2.877952446
Paeru_PRECISE:R10LB_Pip:2,-16.4105404462,-1.564682689
Paeru_PRECISE:R10LB_Mec:1,-12.1916169471,-1.268699026
Paeru_PRECISE:R10LB_Mec:2,-12.3819800959,-1.354688464
Paeru_PRECISE:CAMHB_Azt:3,-12.8439179124,-1.042459634
Paeru_PRECISE:CAMHB_Azt:4,-13.7954585503,-1.405293793
Paeru_PRECISE:CAMHB_Biofilm:3,-11.8969147585,-1.487590948
Paeru_PRECISE:CAMHB_Biofilm:4,-11.8460858462,-1.5319579920000002
Paeru_PRECISE:M9glucAA_Biofilm:3,-11.8885150315,-1.484421448
Paeru_PRECISE:M9glucAA_Biofilm:4,-12.1412494124,-1.9132511540000001
Paeru_PRECISE:R10LB_Mero:1,-17.4974762799,-2.370237976
Paeru_PRECISE:R10LB_Mero:2,-17.6103160574,-3.082753859
Paeru_PRECISE:LB_Cam:1,-6.4195840652000005,-0.4204631
Paeru_PRECISE:LB_Cam:2,-6.0761653874,-0.479070162
Paeru_PRECISE:CAMHB_Ceft:5,-20.3519526516,-3.6147920940000002
Paeru_PRECISE:CAMHB_Cip:1,-13.1040203079,-0.919896891
Paeru_PRECISE:CAMHB_Cip:2,-13.0098302112,-0.860198899
ampC_mutation:PA_Cef_taz_wt:1,-0.962744798,-0.096338559
ampC_mutation:PA_mutS_Cef_taz:1,-0.7318815762,-0.453841031
ampC_mutation:PA_mutS:1,-1.3782665825,0.347536271
ampC_mutation:PA_mutS:2,3.883136555,0.412826799
ampC_mutation:PA_mutS:3,-2.4862040702,-0.36453868700000003
ampC_mutation:PA_Cef_taz_wt:2,0.962744798,0.096338559
ampC_mutation:PA_mutS_Cef_taz:2,-0.9145103491000001,0.49236413
ampC_mutation:PA_mutS:4,-2.9543024464,-0.505735291
ampC_mutation:PA_mutS:5,3.3304689025,0.9154378120000001
ampC_mutation:PA_mutS:6,-1.9268719648000001,0.009537103
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-0.520476781,0.135583975
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-0.8495357399000001,-1.283540151
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,1.0038933962,0.225322656
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,0.5243098569,0.661520785
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,0.8518606382,-0.104036296
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-0.520168517,0.949241328
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.16876138440000002,0.38995060600000003
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.16876138440000002,-0.38995060600000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,0.128763198,1.170820581
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,1.7882355205,1.200752558
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,1.3039269997,1.226056393
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,0.8617561456,0.9643091840000001
cysB_mutant:PAO1HH_wt:1,-1.96171177,-1.135063361
cysB_mutant:PAO1HH_wt:2,1.96171177,1.135063361
cysB_mutant:cysBHH:1,8.1407097686,2.916020516
cysB_mutant:cysBHH:2,7.9649800956,2.778045227
cysB_mutant:cysBHH:3,8.9786383067,3.029841145
ersA_knockout:delersA:1,-2.3215559276,0.118847584
ersA_knockout:delersA:2,-5.1926231796,-0.6699263860000001
ersA_knockout:wt_BHI:1,0.7170733774,0.275012663
ersA_knockout:wt_BHI:2,-0.7170733774,-0.275012663
gcsR_mutant:PAO1_rep_wt:1,-0.3707459031,-0.034108963
gcsR_mutant:PAO1_rep_wt:2,0.3707459031,0.034108963
gcsR_mutant:GcsR_rep:1,-0.2077427986,-0.24937399999999998
gcsR_mutant:GcsR_rep:2,-0.0657507925,-0.875462767
mexZ_knockout:del_mexZ:1,-4.8883891418,-0.525135309
mexZ_knockout:del_mexZ:2,-1.9587541398,-0.5211274850000001
