,A,PmrA
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-2.4060396920000002,0.279456908
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.598738228,-0.093756502
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.598738228,0.093756501
Metabolic_fitness_plasmid:PAO1_pAKD1:1,1.273894168,-0.08421017700000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.633036685,0.013601937000000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-0.47281421,-0.462110391
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-0.48743718300000005,-0.364363716
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.500124796,-0.483772957
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-1.218610974,-0.138199587
Metabolic_fitness_plasmid:PAO1_pBS228:1,1.7440523510000001,-0.12634742300000001
Metabolic_fitness_plasmid:PAO1_pBS228:2,1.343376182,-0.083130432
Metabolic_fitness_plasmid:PAO1_RmS149:1,0.131155999,-0.349200228
Metabolic_fitness_plasmid:PAO1_RmS149:2,-0.596821531,0.01288677
mexZ_knockout:del_mexZ:1,1.7322286020000002,-0.170796782
mexZ_knockout:del_mexZ:2,0.002707208,-0.19693142300000002
mexZ_knockout:del_mexZ:3,0.27118689900000004,-0.133255426
mexZ_knockout:wt_LB:1,-3.505216776,0.443340781
mexZ_knockout:wt_LB:2,1.096056171,-0.186041954
mexZ_knockout:wt_LB:3,2.409160605,-0.25729882800000003
Mucin_glycans:ABTGC:1,-0.016361976,0.10677542500000001
Mucin_glycans:ABTGC:2,0.035592106000000005,0.015097706
Mucin_glycans:ABTGC:3,1.13633489,0.378887546
Mucin_glycans:ABTGC:4,-0.49868495900000004,-0.21962951900000002
Mucin_glycans:ABTGC:5,-0.6568800610000001,-0.281131158
Mucin_glycans:MUC5B:1,-4.027545264,-1.565424471
Mucin_glycans:MUC5B:2,-2.352311389,-0.9065587430000001
Mucin_glycans:Glycans:1,-0.8690273980000001,-0.109243591
Mucin_glycans:Glycans:2,-0.492392013,-0.073368706
NC_002516.2:Planktonic_total_RNA_Rep:1,-3.461611095,-0.239243546
NC_002516.2:Planktonic_total_RNA_Rep:2,2.749342738,0.551714754
NC_002516.2:Planktonic_total_RNA_Rep:3,0.712268358,-0.312471209
NC_002516.2:Biofilm_total_RNA_Rep:1,-1.60862435,-1.009135233
NC_002516.2:Biofilm_total_RNA_Rep:2,-4.264250434,-1.344704295
Zinc_treatment:PA_Zn:1,7.781665573,1.592693251
Zinc_treatment:PA_Zn:2,7.821326587,1.345349981
Zinc_treatment:PA_Zn:3,6.813002021,1.55277409
Zinc_treatment:PA_Zn_wt:1,0.007381426000000001,0.095463874
Zinc_treatment:PA_Zn_wt:2,-0.007381426000000001,-0.095463875
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.19993501900000002,0.022555922000000003
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.19993501900000002,-0.022555922000000003
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-1.140742826,-0.39808433600000004
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,1.273321568,-0.510671809
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,1.211818687,-0.407470973
Paeru_PRECISE:CAMHB_wt:1,-7.224718456,-1.357754371
Paeru_PRECISE:CAMHB_wt:2,-8.849453189,-1.624262038
Paeru_PRECISE:CAMHB_wt:3,-7.505420524,-1.002528288
Paeru_PRECISE:CAMHB_wt:4,-7.8386771070000005,-1.2968168580000001
Paeru_PRECISE:M9glucAA_Pqt10:1,-5.117098633,-0.807904724
Paeru_PRECISE:M9glucAA_Pqt10:2,-2.893845565,-0.8190317730000001
Paeru_PRECISE:M9glucAA_Pqt:1,-3.730284792,-0.799126141
Paeru_PRECISE:M9glucAA_Pqt:2,-3.438446198,-1.006948039
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-3.441439803,-0.746811458
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-3.655263853,-0.8193626020000001
Paeru_PRECISE:M9glucAA_NaCl:1,4.467950021,-1.187239468
Paeru_PRECISE:M9glucAA_NaCl:2,2.0589920840000002,-1.054963669
Paeru_PRECISE:M9glucAA_NaCl:3,2.258092061,-0.8216949410000001
Paeru_PRECISE:CAMHB_wt:5,-7.112634251,-1.493917723
Paeru_PRECISE:CAMHB_wt:6,-6.280790823,-0.7050397890000001
Paeru_PRECISE:LB_wt:1,8.699995133,0.150616093
Paeru_PRECISE:LB_wt:2,7.351685254,0.33828120700000003
Paeru_PRECISE:M9glucAA_wt:1,-0.6990960260000001,-0.6565773610000001
Paeru_PRECISE:M9glucAA_wt:2,-2.102220784,-0.42959460800000004
Paeru_PRECISE:M9glucAA_lowpH:1,0.61083974,0.6194304190000001
Paeru_PRECISE:M9glucAA_lowpH:2,1.125991228,0.6456880890000001
Paeru_PRECISE:M9glucAA_DPD:1,2.036323142,0.210437378
Paeru_PRECISE:M9glucAA_DPD:2,2.287573716,0.26334816
Paeru_PRECISE:M9sucAA_wt:1,3.854415573,-0.573133803
Paeru_PRECISE:M9sucAA_wt:2,2.632013635,-0.5010316060000001
Paeru_PRECISE:M9glucAA_NaCl:4,3.665949787,-0.337566533
Paeru_PRECISE:M9glucAA_NaCl:5,3.321427003,-0.21947364200000002
Paeru_PRECISE:M9sucAA_wt:3,1.66984525,-0.437149061
Paeru_PRECISE:M9sucAA_wt:4,0.821988696,-0.636142832
Paeru_PRECISE:R10LB_wt:1,-7.8416284,-1.337635413
Paeru_PRECISE:M9glucAA_NaCl:6,1.973978726,-0.260605075
Paeru_PRECISE:M9glucAA_NaCl:7,1.764638,-0.608166611
Paeru_PRECISE:M9fructAA_wt:1,-0.210962969,-0.372139005
Paeru_PRECISE:M9fructAA_wt:2,-0.734136647,-0.454120597
Paeru_PRECISE:M9GlcNAcAA_wt:1,-1.116938472,-0.683196478
Paeru_PRECISE:M9GlcNAcAA_wt:2,-1.22977848,-0.5758946340000001
Paeru_PRECISE:M9pyruvAA_wt:1,0.5659590520000001,-0.658185223
Paeru_PRECISE:M9pyruvAA_wt:2,-0.731355976,-0.319768127
Paeru_PRECISE:M9fructAA_wt:3,-0.9404860840000001,-0.318493684
Paeru_PRECISE:M9fructAA_wt:4,-2.214412972,-0.538167662
Paeru_PRECISE:M9GlcNAcAA_wt:3,0.138853914,-0.41717670700000004
Paeru_PRECISE:M9GlcNAcAA_wt:4,-0.30018481,-0.873707993
Paeru_PRECISE:M9glycAA_wt:1,-1.621978359,-0.49254217400000005
Paeru_PRECISE:M9glycAA_wt:2,-1.459643901,-0.35820641200000003
Paeru_PRECISE:M9pyruvAA_wt:3,2.278901952,-0.723487026
Paeru_PRECISE:CAMHB_wt:7,-7.532007435,-0.700993328
Paeru_PRECISE:CAMHB_wt:8,-7.304235577,-0.48097382
Paeru_PRECISE:R10LB_wt:2,-9.040171858,-1.375162183
Paeru_PRECISE:R10LB_wt:3,-8.719343378,-1.240217225
Paeru_PRECISE:R10LB_wt:4,-9.906448867,-1.447158138
Paeru_PRECISE:R10LB_wt:5,-9.077861175,-0.8465852180000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-0.005070303,0.13224307600000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-0.519389494,0.20762433600000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-0.33007279,-0.20718328700000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-1.219661881,-0.19299401200000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,0.921479778,-0.062697268
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-0.253964522,0.058488856000000006
Paeru_PRECISE:M9sucAA_wt:5,-3.272378936,-0.32582707800000005
Paeru_PRECISE:M9sucAA_wt:6,-2.40308905,-0.458577298
Paeru_PRECISE:R10LB_wt:6,-8.937542152,-0.8640814130000001
Paeru_PRECISE:R10LB_wt:7,-8.355962119,-0.449471398
Paeru_PRECISE:LB_wt:3,6.452836385,1.20007221
Paeru_PRECISE:LB_wt:4,5.144741114,0.37307434700000003
Paeru_PRECISE:R10LB_NaCl:1,-6.039679368,-0.705527283
Paeru_PRECISE:R10LB_NaCl:2,-8.302544083,-0.863446445
Paeru_PRECISE:M9glucAA_wt:3,3.519353299,1.055203018
Paeru_PRECISE:M9glucAA_Zn:1,-4.016630104,1.020898392
Paeru_PRECISE:M9glucAA_Cu:1,-2.267194537,0.322190593
Paeru_PRECISE:M9glucAA_NaOCl:1,2.001810151,1.826884728
Paeru_PRECISE:M9GlcNAcAA_8:1,-6.4231626120000005,0.5199025260000001
Paeru_PRECISE:M9GlcNAcAA_8:2,-5.041256412,0.012347058000000001
Paeru_PRECISE:M9GlcNAcAA_4:1,0.801245482,1.130269269
Paeru_PRECISE:M9GlcNAcAA_4:2,-0.6408363960000001,-0.515510526
Paeru_PRECISE:M9GlcNAcAA_2:1,-0.815446208,0.954532798
Paeru_PRECISE:M9GlcNAcAA_2:2,-0.163100468,0.29861412600000004
Paeru_PRECISE:M9GlcNAcAA_1:1,-0.567830226,1.320725694
Paeru_PRECISE:M9GlcNAcAA_1:2,0.634205526,1.4622512250000002
Paeru_PRECISE:M9glucAA_NaOCl:2,-0.661785492,0.308637192
Paeru_PRECISE:M9glucAA_Cu:2,-0.9756413810000001,0.744475591
Paeru_PRECISE:M9glucAA_Fe:1,1.027040824,-0.409791585
Paeru_PRECISE:M9glucAA_Fe:2,1.63468485,-0.107549506
Paeru_PRECISE:M9glucAA_Zn:2,-0.41728903900000003,-1.139075403
Paeru_PRECISE:M9glucAA_wt:4,-0.718036489,0.030968951
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-2.6495673440000003,-0.9863087690000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-3.603193783,-1.167006894
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-3.376114951,-1.281197085
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.158555927,-0.011849906
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.10296493400000001,0.027400446000000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.261520861,-0.01555054
relA-spoT_double-mutant:plank_WT_1:1,0.268109459,0.052945456
relA-spoT_double-mutant:plank_WT_1:2,-0.257812268,-0.16245679
relA-spoT_double-mutant:plank_WT_1:3,-0.010297191,0.109511335
relA-spoT_double-mutant:plank_rel-spot:1,2.788878617,0.11804497300000001
relA-spoT_double-mutant:plank_rel-spot:2,1.467178319,-0.11128112700000001
Rosmarinic_acid:PAO1-100UMRA:1,-0.491518141,-0.019739071
Rosmarinic_acid:PAO1-100UMRA:2,-1.179145295,-0.540757591
Rosmarinic_acid:PAO1_DMSO_Control:1,0.353402045,0.226646597
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.189844642,-0.052147364
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.16355740300000002,-0.174499232
Tf_toxin_expression:PAO1_WT:1,-1.628928031,-0.44388425400000003
Tf_toxin_expression:PAO1_WT:2,1.628928031,0.443884255
Tf_toxin_expression:PAO1_derfA:1,-2.738648411,-0.661589235
Tf_toxin_expression:PAO1_derfA:2,-2.945080408,-0.783753217
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-4.73126665,-0.165103871
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-4.592736368,-0.813988193
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-10.69819201,-0.6419684090000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-10.05724844,-0.388183276
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,5.929405015,1.8015136950000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,6.247085349,2.396813304
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.8807740820000001,-0.303758795
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.8807740820000001,0.303758795
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-11.52794309,-0.37289815800000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-11.92654654,-0.671292769
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-10.95803697,-0.6447652140000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-9.752569148,-0.008829634000000001
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.217843475,-0.032557982
natural_RNA_aptamers:PA_Water_rep_wt:2,0.217843475,0.032557982
natural_RNA_aptamers:PA_FMN_rep:1,-0.321611774,-0.651751845
natural_RNA_aptamers:PA_FMN_rep:2,0.6485657920000001,-0.906318825
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.38183947900000004,0.653746489
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.207568929,0.026373969
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.005422179,0.045035458
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.25269563,0.07231011100000001
