,A,bkaR
ITM_04:24h_clinic_delam:1,-4.0109190098,-0.7996494214000001
ITM_04:24h_clinic_delam:2,-3.4112198474,-0.7796476587000001
ITM_04:24h_clinic_delam:3,-3.7953845549,-0.9029116760000001
ITM_04:24h_clinic_DMSO:1,-7.248536981,-0.9093281341
ITM_04:24h_clinic_DMSO:2,-7.2262401039,-0.6481743506000001
ITM_04:24h_clinic_DMSO:3,-6.5470766784,-0.6653616021000001
ITM_04:24h_h37rv_delam:1,-1.5658973300999999,-0.6876362766
ITM_04:24h_h37rv_delam:2,-1.0204210846,-0.8045728630000001
ITM_04:24h_h37rv_delam:3,-0.9455080591,-0.9741922375000001
ITM_04:24h_h37rv_DMSO:1,-6.6572174728,-0.9831758638
ITM_04:24h_h37rv_DMSO:2,-7.01376172,-0.9971008392
JSF:DMSO:1,-0.08091954100000001,-0.1911068541
JSF:DMSO:2,0.0967312671,-0.0714031794
JSF:DMSO:3,-0.0403343183,0.1634327311
JSF:DMSO:4,0.0245225921,0.0990773024
JSF:JSF_2019:1,9.0734731256,0.5178487624
JSF:JSF_2019:2,9.6007437702,0.6015556323
JSF:JSF_2019:3,8.70232562,0.6810352476
JSF:JSF_2019:4,9.0485518974,0.5690515995000001
JSF:JSF_2026:1,-0.0042083472,0.0342669207
JSF:JSF_2026:2,0.5398233743,0.39520897990000003
JSF:JSF_2026:3,0.520105573,0.2528557992
JSF:JSF_2026:4,0.2048715884,0.1686199108
MTS1338:over_expression:1,0.8220773102000001,-0.061050234
MTS1338:over_expression:2,-0.8220773102000001,0.061050234
PAS:control:1,-0.1984423672,-0.06947326870000001
PAS:control:2,0.5519859821,-0.0529053286
PAS:control:3,-0.3535436149,0.1223785973
PAS:treated:1,2.1251930859,0.7125472407
PAS:treated:2,2.4740147634,0.7287207904
PAS:treated:3,2.0536212358,1.0766594067
THP-1:24h_THP_B_enriched:1,0.3744452238,0.0829973028
THP-1:24h_THP_B_enriched:2,-0.3744452238,-0.0829973028
aminoimidazoles:02h_treated:1,-3.4406502963,-0.6270170276
aminoimidazoles:02h_treated:2,-3.737360962,-0.5174673179
aminoimidazoles:24h_treated:1,-0.3394629139,-0.5551133827
aminoimidazoles:24h_treated:2,-0.6208396856,-0.39776794590000003
aminoimidazoles:untreated:1,-0.1032347752,-0.0214149974
aminoimidazoles:untreated:2,0.0551974307,-0.1649095895
aminoimidazoles:untreated:3,0.0480373445,0.186324587
antibiotic:ctrl_24h:1,-0.49103560830000004,0.38238979240000004
antibiotic:ctrl_24h:2,-0.75972292,0.9116036959
antibiotic:ctrl_24h:3,0.2637321488,0.075478511
antibiotic:ctrl_4h:1,0.1840187342,0.2452285898
antibiotic:ctrl_4h:2,-0.32876060560000003,-0.9237561482000001
antibiotic:ctrl_4h:3,0.1447418714,0.6785275584
antibiotic:izd_4h:1,-4.6962569159,1.6017373592
antibiotic:izd_4h:2,-4.6673317429,1.8023144404
base:wt_glu_24:1,1.6219769868,-0.018837313300000002
base:wt_glu_24:2,1.14509328,-0.014477581100000001
base:wt_glu_24:3,-0.29541331870000004,-0.2496874199
base:wt_glu_6:1,0.1296987151,0.20848215450000002
base:wt_glu_6:2,0.2334484568,0.0208174822
base:wt_glu_6:3,-0.363147172,-0.2292996367
base:wt_llac_24:1,-0.2352561525,-0.1879628645
base:wt_llac_24:2,-0.0065226133000000006,0.23325395570000002
base:wt_llac_24:3,-1.1590790758,-0.6041621895
base:wt_llac_6:1,-0.2495413401,0.2027018984
base:wt_llac_6:2,-1.018786628,-0.5919280216
base:wt_llac_6:3,0.16556882820000002,-0.1434283107
base:wt_pyr_24:1,0.9118874176,0.9410042384
base:wt_pyr_24:2,3.1458708681,1.5481570477000002
base:wt_pyr_24:3,3.1522008755,1.2347008579
base:wt_pyr_6:1,-2.7929612271,-0.5270520236
base:wt_pyr_6:2,-2.7442009658,0.0703346178
base:wt_pyr_6:3,-2.7161147422000003,-0.0158590071
biofilm:biofilm:1,-2.9221928599,0.2847509661
biofilm:biofilm:2,-3.1320166454,0.1901051806
biofilm:planktonic:1,0.0841576859,0.0668318462
biofilm:planktonic:2,-0.0841576859,-0.0668318462
btz043:0_days_.006:1,-0.041914466000000004,0.0264854394
btz043:0_days_.006:2,0.107311443,-0.0687838564
btz043:0_days_.006:3,-0.048939339000000005,-0.1444599573
btz043:0_days_control:1,-0.10367953710000001,-0.0775542761
btz043:0_days_control:2,0.0922002797,-0.0386936987
btz043:0_days_control:3,0.0114792574,0.1162479748
btz043:1_days_.006:1,0.3108584333,0.0646800686
btz043:1_days_.006:2,0.3688435554,0.0500816143
btz043:1_days_.006:3,0.3562835019,0.34335549600000004
btz043:1_days_.006:4,0.4178458524,-0.044215578000000005
btz043:1_days_control:1,1.083521187,-0.2598523443
btz043:1_days_control:2,1.2265186211,-0.2718024518
btz043:1_days_control:3,1.046595043,-0.0377103902
btz043:1_days_control:4,0.9657041634,-0.3673314695
clarithromycin:1_days_control:1,-0.1203500676,-0.2850819877
clarithromycin:1_days_control:2,0.11485203270000001,-0.0239413225
clarithromycin:1_days_control:3,0.005498035,0.3090233101
cnpB:del:1,-0.6083356615000001,0.33524975700000004
cnpB:del:2,-0.7945990255000001,-0.1437169762
cnpB:del:3,-1.2541763911000001,-0.0186566874
cnpB:wt:1,0.2922496442,-0.1512107615
cnpB:wt:2,-0.1449909086,0.06286604030000001
cnpB:wt:3,-0.1472587356,0.0883447212
csoR:ko:1,0.5400422215,0.2436196985
csoR:ko:2,-0.0251154938,0.2674720081
csoR:wt:1,-0.0044311112,-0.023143155000000002
csoR:wt:2,0.0044311112,0.023143155000000002
dap:0_days_25:1,0.1289533725,-0.0156486214
dap:0_days_25:2,0.2012802757,0.0637649376
dap:0_days_25:3,0.1655068418,0.2058101059
dap:0_days_25:4,0.1856290821,0.13805388970000002
dap:0_days_control:1,0.1504001184,0.0981338701
dap:0_days_control:2,-0.0057197401000000005,-0.0785276317
dap:0_days_control:3,-0.2242253063,-0.1064736017
dap:0_days_control:4,0.079544928,0.0868673633
dap:1_days_25:1,1.1227076625,-0.115752567
dap:1_days_25:2,1.3408828704,-0.1006737302
dap:1_days_25:3,1.2663288551,-0.33384060800000004
dap:1_days_25:4,1.2937420599,-0.2073452825
dap:1_days_control:1,0.9656354890000001,-0.2657549564
dap:1_days_control:2,1.1333475855,-0.2122167815
dap:1_days_control:3,1.1255798828999999,-0.28113890880000003
dap:1_days_control:4,0.7622442707,-0.4586150335
degradosome:mutant_rnj:1,-0.8815500472000001,-0.5627321364
degradosome:mutant_rnj:2,-1.4034063414,-0.6474320121
degradosome:mutant_rnj:3,-0.0735384296,-0.5969131062
degradosome:PNPase_ko:1,3.511713562,0.9641863508
degradosome:PNPase_ko:2,3.570720097,0.8142649975
degradosome:PNPase_ko:3,3.6825613793,0.7811852978
degradosome:Rnase_E_ko:1,13.6240804574,-0.5686866965
degradosome:Rnase_E_ko:2,13.4347727466,-0.6276659624
degradosome:Rnase_E_ko:3,15.1145292972,-1.2105933257000001
degradosome:wt_cas9_ctrl:1,0.760659614,-0.8934790920000001
degradosome:wt_cas9_ctrl:2,0.8778373478,-0.2924730862
degradosome:wt_cas9_ctrl:3,1.4825948949,-0.6609874915
degradosome:wt_expn:1,0.0596074616,0.0179872518
degradosome:wt_expn:2,0.13692288760000002,0.041487588000000006
degradosome:wt_expn:3,-0.1965303492,-0.0594748399
delam:0_days_.09:1,0.4938989883,0.33293187150000003
delam:0_days_.09:2,0.2587030155,0.47275233
delam:0_days_.09:3,0.3015474704,0.1780344951
delam:0_days_.09:4,0.45778729830000003,0.357400041
delam:0_days_control:1,0.1039510319,-0.0507538962
delam:0_days_control:2,0.2935720418,0.0832302409
delam:0_days_control:3,-0.5421291495,-0.0615805839
delam:0_days_control:4,0.1446060758,0.0291042392
delam:1_days_.09:1,-1.1206228727,-0.2221273253
delam:1_days_.09:2,-1.1510398229,-0.29819213650000004
delam:1_days_.09:3,-1.0713913554,-0.2533552404
delam:1_days_.09:4,-0.9469424862,-0.3266402875
delam:1_days_control:1,-1.0950172293,-0.07700634070000001
delam:1_days_control:2,-0.8737258571000001,-0.0942669243
delam:1_days_control:3,-1.0633502858,-0.2837326618
delam:1_days_control:4,-0.9508997064,-0.3090962909
dg_inh:both:1,-1.3160090951,-0.3073228777
dg_inh:both:2,-1.0424040194,-0.4423499038
dg_inh:both:3,-0.8825200311,0.1008821896
dg_inh:dg:1,-0.8727021260000001,-0.0368050195
dg_inh:dg:2,-0.9316988788,-0.0772269428
dg_inh:dg:3,-1.0886356804,-0.0838095647
dg_inh:DMSO:1,-0.0626916963,-0.1123907143
dg_inh:DMSO:2,0.029469745500000002,0.2605887212
dg_inh:DMSO:3,0.033221950800000004,-0.1481980069
dg_inh:inh:1,-0.9916160778,0.1175427187
dg_inh:inh:2,-1.0380120186,-0.1716755807
dg_inh:inh:3,-1.2769729822,-0.0724606399
dormancy:dormant_20d_rifampicin:1,-4.2866137935,0.0395052783
dormancy:dormant_20d_rifampicin:2,-4.8127507882,-0.0740883351
dormancy:dormant_20d_rifampicin:3,-4.9204588109,-0.162111466
dormancy:dormant_no_treatment:1,-0.4346191258,-0.0402816045
dormancy:dormant_no_treatment:2,-0.5075515233,-0.2507317137
dormancy:dormant_no_treatment:3,0.9421706491,0.29101331820000004
eccE1:control:1,0.18961237150000002,-0.1098537455
eccE1:control:2,-0.18961237150000002,0.1098537455
eccE1:delta_eccE1:1,-0.09415132970000001,-0.0160814374
eccE1:delta_eccE1:2,0.3667328124,-0.0194773107
eccE1:delta_eccE1_eccE1_HA_comp:1,0.7707734983000001,0.1689554794
eccE1:delta_eccE1_eccE1_HA_comp:2,0.6772157618,0.0494898859
eccE1:delta_eccE1_empty_vector:1,0.4057146849,0.0333317625
eccE1:delta_eccE1_empty_vector:2,0.37332235950000003,0.1170486825
eccE1:delta_eccE1_myc_p1_HA_comp:1,-0.4237159044,0.0665797337
eccE1:delta_eccE1_myc_p1_HA_comp:2,-0.47231016010000004,0.039124429700000005
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.37685158090000004,-0.0689095415
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.6316384773,0.090574315
emb:0_days_2.45:1,0.0142952865,-0.303517751
emb:0_days_2.45:2,-0.5953583294,-0.1497215396
emb:0_days_2.45:3,0.5315928418,0.09860216990000001
emb:0_days_2.45:4,-0.5038984973,-0.0227128349
emb:0_days_control:1,-0.3831333689,-0.0817144501
emb:0_days_control:2,0.0910341596,-0.3241669784
emb:0_days_control:3,0.32735985630000003,0.15568932670000002
emb:0_days_control:4,-0.035260647,0.2501921019
emb:1_days_2.45:1,1.0446491612,0.2769590458
emb:1_days_2.45:2,1.0584912653,0.33247669620000003
emb:1_days_2.45:3,1.2143395971,0.27552233
emb:1_days_2.45:4,0.9584125893000001,0.365527957
emb:1_days_control:1,1.210255618,0.5763120380000001
emb:1_days_control:2,0.9761945580000001,0.4290770748
emb:1_days_control:3,1.0569893085,0.4129031322
emb:1_days_control:4,1.2073347269,0.3867397031
espL:ko:1,-0.3446987899,-0.0315265427
espL:ko:2,-0.030037296,-0.1617550557
espL:wt:1,0.1372687186,-0.1515177356
espL:wt:2,-0.1372687186,0.1515177356
esx_1:ko:1,0.3128244868,0.1874337158
esx_1:ko:2,0.4002753807,-0.3867811477
esx_1:wt:1,-1.0349322179,-0.041829547700000004
esx_1:wt:2,0.2365227865,0.11098330840000001
esx_1:wt:3,0.7984094314,-0.0691537607
genotoxic:control:1,-0.1773123808,0.09563169340000001
genotoxic:control:2,0.1773123808,-0.09563169340000001
genotoxic:growth_supplement:1,1.7673646577,-0.2129644376
genotoxic:growth_supplement:2,0.3167152888,-0.1517381959
growth:tss_expnt:1,1.540115459,-2.1514286114
growth:tss_expnt:2,1.6608047825,-1.4717713739
growth:tss_expnt:3,1.7317416529,-2.1992970353
growth:tss_starved:1,8.6987981795,-2.556727436
growth:tss_starved:2,9.4890753291,-2.8000344539
growth:tss_starved:3,8.1006546195,-1.4727600614
growth:wt_expn:1,0.0061699657,0.0508590768
growth:wt_expn:2,0.5120553723,0.2641151009
growth:wt_expn:3,-0.518225338,-0.3149741777
hs2:treated:1,0.0301789791,-0.14455154920000002
hs2:treated:2,-0.1674215481,-0.3396920345
hs2:treated:3,0.0713782881,-0.22921438200000002
hs2:untreated:1,0.40913079490000004,-0.0979612374
hs2:untreated:2,0.2377901382,-0.1522944668
hs2:untreated:3,-0.6469209331,0.2502557043
hypoxia:000h_.81_DO:1,0.4356711728,-0.3344866812
hypoxia:000h_.81_DO:2,0.0513844929,0.15023080290000002
hypoxia:000h_.81_DO:3,-0.48705566580000004,0.1842558783
hypoxia:017h_.57_DO:1,-2.225930236,-0.2043156331
hypoxia:017h_.57_DO:2,-1.5048370048000002,-0.4684886117
hypoxia:017h_.57_DO:3,-1.78410109,-0.7090334391
hypoxia:023h_.42_DO:1,-0.135639745,-0.8768949580000001
hypoxia:023h_.42_DO:2,0.0058355027,-0.9450253564000001
hypoxia:040h_.11_DO:1,-1.7069413458,-2.3309285208
hypoxia:040h_.11_DO:2,-0.8663538582,-1.2320634512
hypoxia:041h_.09_DO:1,-0.3218616616,-1.4323859038
hypoxia:041h_.09_DO:2,-0.0363875834,-1.2740610864
hypoxia:041h_.09_DO:3,-0.5136721034,-2.0956816861
hypoxia:042h_.07_DO:1,0.764561656,-1.8474970231999999
hypoxia:042h_.07_DO:2,-0.4730052497,-0.8273730089
hypoxia:043h_.06_DO:1,-0.9624485519,-1.5930753585000001
hypoxia:043h_.06_DO:2,-0.5649899518,-1.7730032101000002
hypoxia:043h_.06_DO:3,-0.3926037398,-1.7659554537000002
hypoxia:044h_.04_DO:1,-0.3372878582,-1.5115809923999999
hypoxia:044h_.04_DO:2,0.32309205350000003,-1.0011473337
hypoxia:044h_.04_DO:3,-1.0888165549,-1.655674371
hypoxia:047h_0_DO:1,-1.1952213936,-1.6045152287
hypoxia:047h_0_DO:2,-0.4976628441,-1.3260769
hypoxia:047h_0_DO:3,0.6028348334,-1.2377893858
hypoxia:049h_0_DO:1,1.4607736987,-0.9893945797
hypoxia:049h_0_DO:2,1.3020425486,-1.0897089624
hypoxia:049h_0_DO:3,2.8141620459,-1.4479381794
hypoxia:050h_0_DO:1,3.0044687887,-1.3625451152
hypoxia:050h_0_DO:2,1.1537621658,-1.0456076084
hypoxia:050h_0_DO:3,1.3410431294,-0.6740649044
hypoxia:052h_0_DO:1,2.4356497104,-0.7192912546
hypoxia:052h_0_DO:2,1.0285932962,-0.86877298
hypoxia:052h_0_DO:3,2.5641472245,-0.7791659149
hypoxia:054h_0_DO:1,0.9482259791000001,-0.8820301886
hypoxia:054h_0_DO:2,2.0464025295,-0.821015782
hypoxia:054h_0_DO:3,2.6073039762,-0.6459868581
hypoxia:054h_0_DO:4,-0.0671090648,-0.7205187402000001
hypoxia:054h_0_DO:5,3.6115645599,-0.2535922208
hypoxia:070h_0_DO:1,3.222383767,-0.9344711342
hypoxia:070h_0_DO:2,2.9689561109,-0.8000953623
hypoxia:088h_0_DO:1,4.583930288,-1.1950380427
hypoxia:088h_0_DO:2,4.5681820034000005,-1.3940214197
hypoxia:114.5h_.04_DO:1,-4.3464244321,-2.263024011
hypoxia:114.5h_.04_DO:2,-4.1947912779,-2.0662260277
hypoxia:114.5h_.04_DO:3,-4.3334093904,-1.8184552813
hypoxia:115h_.06_DO:1,-6.1695445297,-1.971771092
hypoxia:115h_.06_DO:2,-5.6224255311,-2.6105958497
hypoxia:115h_.06_DO:3,-5.7640608474,-2.0950808291
hypoxia:116h_.11_DO:1,-6.6646858083,-2.0705602672
hypoxia:116h_.11_DO:2,-6.2775069562,-2.0929184681
hypoxia:116h_.11_DO:3,-6.1577309768,-2.3229077673000003
hypoxia:120h_.47_DO:1,-4.2680375264,-2.0714878654
hypoxia:120h_.47_DO:2,-4.6360835782,-1.9064452988
hypoxia:120h_.47_DO:3,-3.4354709387,-2.142723556
kinase:DMSO_0h_F:1,-4.2824554597,-0.51964851
kinase:DMSO_0h_F:2,-4.4604093834,-0.509161251
kinase:DMSO_0h_F:3,-4.4237157635,-0.6063970523000001
kinase:DMSO_0h_H:1,-0.21878378610000002,0.1283754363
kinase:DMSO_0h_H:2,-0.4687760533,0.3683031721
kinase:DMSO_0h_H:3,-0.3472323738,0.3338159864
kinase:DMSO_0h_H:4,-0.4725839873,0.38630395160000003
kinase:DMSO_0h_H:5,-0.4898838595,0.2125575304
kinase:DMSO_0h_H:6,-0.5907090178000001,0.31594825120000003
kinase:DMSO_0h_I:1,-0.3509294016,-0.2022367186
kinase:DMSO_0h_I:2,-0.1593821458,0.5219773872
kinase:DMSO_0h_I:3,-0.5082913397000001,-0.0491718477
kinase:DMSO_0h_I:4,0.3481507936,-0.3899099815
kinase:DMSO_0h_I:5,-0.2119698281,-0.0106306725
kinase:DMSO_0h_I:6,0.8824219217,0.1299718329
kinase:pknD_T10_48h:1,-1.5220272013,0.14605141770000002
kinase:pknD_T10_48h:2,-0.7599268356000001,0.20274756870000002
kinase:pknD_T10_48h:3,-1.4702054851000002,-0.1642614852
kinase:pknL_T10_48h:1,6.1023571606,2.4241165004000003
kinase:pknL_T10_48h:2,5.6366459087,2.3023629759
kinase:pknL_T10_48h:3,5.0489920925,2.3036798013
kinase:pknL_T4_48h:1,3.9777194832,2.0418224777
kinase:pknL_T4_48h:2,5.0002935711,2.1945367656
kinase:pknL_T4_48h:3,4.2150201895,2.0211522535
kinase:T10_12h_F:1,-3.9196078764,-0.3641827031
kinase:T10_12h_F:2,-3.9268247498,-0.5087607817
kinase:T10_12h_F:3,-3.5866862516999998,-0.1813598519
kinase:T10_12h_H:1,-4.1042512249,-0.6017742909
kinase:T10_12h_H:2,-4.267563859,-0.5353454623
kinase:T10_12h_H:3,-4.3563182801,-0.5473845216000001
kinase:T10_12h_I:1,-3.3276606709,-0.12525398910000002
kinase:T10_12h_I:2,-2.8952667175,-0.002170237
kinase:T10_24h_F:1,-3.1037475845999998,-0.23178936530000002
kinase:T10_24h_F:2,-2.383048996,-0.2406676315
kinase:T10_24h_F:3,-3.6832831055,-0.1559523388
kinase:T10_24h_H:1,-3.8490409525000002,-0.2771660046
kinase:T10_24h_H:2,-3.7753200244,-0.5834774982
kinase:T10_24h_H:3,-4.1497816133,-0.45660189440000004
kinase:T10_24h_I:1,-2.1532045804,0.0223601897
kinase:T10_24h_I:2,-2.776834994,-0.003625427
kinase:T10_48h_F:1,-0.011148378,0.26346027040000003
kinase:T10_48h_F:2,-2.6418112404,-0.4317672048
kinase:T10_48h_F:3,-2.1761112003,-0.0855933208
kinase:T10_48h_H:1,-2.805702552,-0.2914862978
kinase:T10_48h_H:2,-2.6741393851,-0.36843444270000003
kinase:T10_48h_H:3,-3.3333840207,-0.4739025981
kinase:T10_48h_I:1,-1.0834694215,0.1361524098
kinase:T10_48h_I:2,-0.8988273928,0.10053015380000001
kinase:T10_48h_I:3,-1.2962049025,0.3115448163
kinase:T4 _48h_H:1,2.4210425513000002,0.7604120980000001
kinase:T4 _48h_H:2,1.9112362885,0.4170985246
kinase:T4 _48h_H:3,2.4638801684000002,0.4313716611
kinase:T4 20 _12h_I:1,-1.3891516001,0.3320870255
kinase:T4 20 _12h_I:2,-1.1436504577,0.3277605276
kinase:T4 20 _12h_I:3,-1.4174747192,0.3553433647
kinase:T4_12h_F:1,-2.9266729752,-0.2294696213
kinase:T4_12h_F:2,-2.7738081491,-0.0803837428
kinase:T4_12h_F:3,-3.095853204,-0.2731365912
kinase:T4_12h_H:1,-2.9358566848,-0.7795285425
kinase:T4_12h_H:2,-3.4653011616000002,-0.7259942734
kinase:T4_12h_H:3,-3.3647117986,-0.5974980814
kinase:T4_24h_F:1,-0.3730322354,0.3438406516
kinase:T4_24h_F:2,-0.9672496094,0.0873717781
kinase:T4_24h_F:3,-0.6782321236000001,0.2129417664
kinase:T4_24h_H:1,-0.3960495027,0.28729166040000004
kinase:T4_24h_H:2,-0.7499858379000001,-0.0802733377
kinase:T4_24h_H:3,-0.3304908979,0.1758658532
kinase:T4_24h_I:1,0.8079807855000001,0.5498946571000001
kinase:T4_24h_I:2,0.9083414205,0.5714144137
kinase:T4_48h_F:1,1.9895923312,0.35232921980000004
kinase:T4_48h_F:2,1.926648906,0.2597726897
kinase:T4_48h_F:3,2.7492189779,0.4035310192
kinase:T4_48h_I:1,2.9372613751000003,0.7470807483
kinase:T4_48h_I:2,2.5177434093,0.7242576297000001
kinase:T4_48h_I:3,2.9205053981,0.8157021719
kinase:WT_T10_48h:1,-3.7055084768,-0.6525008735000001
kinase:WT_T10_48h:2,2.6758958534,2.2435418198
kinase:WT_T10_48h:3,2.3981830574,2.2419867988
kinase:WT_T10_48h:4,-3.2271463116,-0.61425512
kinase:WT_T10_48h:5,-3.4190664704,-0.4646508721
kinase:WT_T4_48h:1,0.2001276763,0.0084144656
kinase:WT_T4_48h:2,1.8635331669,0.5005634312
kinase:WT_T4_48h:3,2.3456424559,0.49069498450000004
levofloxacin:control:1,0.5538171663,-0.052900764700000005
levofloxacin:control:2,-0.19116000800000002,-0.0694713364
levofloxacin:control:3,-0.3626571583,0.1223721011
levofloxacin:treated:1,3.4403421636,0.1069365365
levofloxacin:treated:2,3.2836486326,-0.007253205600000001
levofloxacin:treated:3,3.5690068163,0.1451187403
linez:0_days_4:1,-3.5044335489,-0.1483472788
linez:0_days_4:2,-3.6642695078000003,-0.3709721092
linez:0_days_4:3,-3.1310528472,0.06953835330000001
linez:0_days_4:4,-2.7885625779,0.18980063300000002
linez:0_days_control:1,-0.1074133629,-0.1610951465
linez:0_days_control:2,0.1189351278,0.2265954558
linez:0_days_control:3,0.0244446811,0.018848974100000002
linez:0_days_control:4,-0.035966446,-0.0843492834
linez:1_days_4:1,-1.2665591059999999,-0.1538005429
linez:1_days_4:2,-1.5599588377,-0.1538557425
linez:1_days_4:3,-1.1994200246,0.2497528584
linez:1_days_4:4,-1.5493541141,-0.0778660987
linez:1_days_control:1,-0.6024387812,-0.0278782554
linez:1_days_control:2,-0.8642730785,0.0655577344
linez:1_days_control:3,-0.8515260776,0.0480543081
lipid:dextrose_exp:1,-0.2704656362,-0.1407127796
lipid:dextrose_exp:2,0.2704656362,0.1407127796
lipid:dextrose_hypo:1,8.0468339738,1.0207436318
lipid:dextrose_hypo:2,6.3052241718,0.6656159391
lipid:dextrose_stat:1,7.7486066139,0.2090160326
lipid:dextrose_stat:2,7.5294156319,-0.0127842526
lipid:lipid_exp:1,0.3928994569,-1.201594667
lipid:lipid_exp:2,0.7349376429000001,-1.2876095799
lipid:lipid_stat:1,9.441658015,-0.4629137327
lipid:lipid_stat:2,11.9385109997,-0.9532869952
mcr11:mcr11_mutant:1,1.0402840278,-0.16685986690000001
mcr11:mcr11_mutant:2,0.6820065407,-0.24472388900000003
mcr11:mcr11_mutant:3,1.2152816124,0.086311857
mcr11:wt:1,-0.0205631515,0.0759981094
mcr11:wt:2,0.087495054,-0.1739385135
mcr11:wt:3,-0.0669319025,0.0979404041
miceAV_macro:24h_control:1,-0.053286390600000004,-0.0620142541
miceAV_macro:24h_control:2,0.0214932867,0.06568548960000001
miceAV_macro:24h_control:3,0.0317931039,-0.0036712355000000003
miceBMDM:inf02:1,-2.7965247547,-1.1027941318
miceBMDM:inf02:2,-2.1476874077,-0.4481255362
miceBMDM:inf02:3,-2.7348105809,-0.9862484593
miceBMDM:inf24:1,-0.35709741980000004,-0.1671941898
miceBMDM:inf24:2,0.5768055452,-0.0765848552
miceBMDM:inf24:3,-0.23624235770000002,0.2003594612
miceBMDM:inf08:1,-0.7268025916,-1.0149435402
miceBMDM:inf08:2,-1.2594917801,-0.6628553747
miceBMDM:inf08:3,-1.5274552473,-0.9029775781
miceBMDM:no_inf02:1,-0.3755353315,-0.0263682919
miceBMDM:no_inf02:2,0.2795838029,0.21579755590000002
miceBMDM:no_inf02:3,0.0959515287,-0.189429264
miceBMDM:no_inf24:1,0.7609830632,1.1121166047
miceBMDM:no_inf24:2,0.7878267998,1.042813271
miceBMDM:no_inf24:3,0.6961308361,0.9844877308000001
miceBMDM:no_inf08:1,-0.20310096500000002,0.8684321288
miceBMDM:no_inf08:2,0.11701393310000001,0.8270334952
miceBMDM:no_inf08:3,-0.5442651875,0.6325599177
miceNF:control:1,-0.0958760325,0.0006384580000000001
miceNF:control:2,0.0958760325,-0.0006384580000000001
miceNF:invivo:1,-2.6274120955,-0.1678093118
miceNF:invivo:2,-2.5214413003000002,-0.2646368234
miceNF:invivo:3,-2.1994207563,0.0433459581
mihF:mihF_mutant_atc:1,3.8477161547,0.2646634992
mihF:mihF_mutant_atc:2,2.9497153069,-1.1710531204
mihF:mihF_mutant_no_atc:1,-2.1604046224,-2.3070208766
mihF:mihF_mutant_no_atc:2,-1.0480653855,-1.6235585419
mihF:wt_atc:1,-0.3340254818,-0.48693772770000004
mihF:wt_atc:2,-1.6622763274999999,-2.3849209462
mihF:wt_no_atc:1,0.38553164160000003,-0.7121762511
mihF:wt_no_atc:2,-0.38553164160000003,0.7121762511
mmpl3:mutant_no_ATC:1,-0.8588110257,-0.1771794689
mmpl3:mutant_no_ATC:2,0.8588110257,0.1771794689
mmpl3:mutant_with_ATC:1,0.7996081664,0.3520683942
mmpl3:mutant_with_ATC:2,0.31303455700000005,-0.13236900100000001
mrsI:ko_iron_atc:1,0.0289980751,-0.4920887171
mrsI:ko_iron_atc:2,0.4537370612,-0.4098495447
mrsI:ko_iron_no_atc:1,-11.1192561561,-1.4738978938
mrsI:ko_iron_no_atc:2,-8.1928813711,-1.4172504654
mrsI:ko_ox_atc:1,-7.7199050737,-1.65615117
mrsI:ko_ox_atc:2,-11.2779084153,-1.5895599572
mrsI:ko_ox_no_atc:1,9.2469597855,0.774462069
