,A,PchR
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,7.8862555757,-0.404851762
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.27665342,-0.130495347
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.7544947552,0.357979826
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.14651156610000002,0.533053874
Catabolise_Nucleic_Acids:L_asp:1,-8.7746399259,0.602338837
Catabolise_Nucleic_Acids:L_asp:2,-5.3629183236,0.581231794
Catabolise_Nucleic_Acids:DNA_1:1,-0.3994478984,0.141519946
Catabolise_Nucleic_Acids:DNA_1:2,0.09300179950000001,-0.075289902
Catabolise_Nucleic_Acids:DNA_1:3,0.306446099,-0.066230044
Catabolite_repression:del_hfq_crc_wt:1,-1.797801571,-0.09640809600000001
Catabolite_repression:del_hfq_crc_wt:2,1.797801571,0.09640809600000001
Catabolite_repression:delHfq:1,-0.6256219227,0.6016341470000001
Catabolite_repression:delHfq:2,-0.5466699453,0.441031212
Catabolite_repression:deldcrc:1,-0.7928447955,-0.126848145
Catabolite_repression:deldcrc:2,-0.4328352875,0.79637485
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.40894362840000004,0.393127467
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.0011004675000000001,0.036280799
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.407843161,-0.42940826600000004
Diallyl_disulphide_treatment:PAO1_DDS:1,10.4295631563,2.852553666
Diallyl_disulphide_treatment:PAO1_DDS:2,10.5733897324,3.336130197
Diallyl_disulphide_treatment:PAO1_DDS:3,13.924107557,3.787843055
Dispersed_cells:PAO1_dispersed_wt:1,0.3866974449,0.359425934
Dispersed_cells:PAO1_dispersed_wt:2,-0.3866974449,-0.359425934
Dispersed_cells:PyhjH_dispersed:1,11.0991825514,1.752477633
Dispersed_cells:PyhjH_dispersed:2,10.0484128831,1.1814569129999999
Dispersed_cells:PA01_Planktonic:1,31.052685412,6.012833014
Dispersed_cells:PA01_Planktonic:2,31.3506459269,5.920356242
Dispersed_cells:PAO1_Biofilm:1,14.3861199706,3.708969884
Dispersed_cells:PAO1_Biofilm:2,17.4702250712,4.484362135
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-2.8652122589,1.038302412
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-2.1835610818,1.044353657
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-1.551618399,0.872320136
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.8710009790000001,-0.031398605
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.0924577241,-0.030392277000000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.7785432549,0.061790881000000006
Farnesol_treatment:RNA of 0-1F_L:1,-0.5082141266,0.394453806
Farnesol_treatment:RNA of 0-1F_L:2,0.1837049024,-0.193115942
Farnesol_treatment:RNA of 0-1F_L:3,0.3245092243,-0.201337863
Farnesol_treatment:RNA of 6-F_L1:1,0.1191386987,0.025892046000000002
Farnesol_treatment:RNA of 6-F_L1:2,0.4289398481,0.37096657400000005
Farnesol_treatment:RNA of 6-F_L1:3,0.47945014820000004,0.12436209200000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.1092528266,0.19819240500000002
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.1092528266,-0.19819240500000002
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.42707498390000004,0.30280832900000004
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-1.1114442295,0.094001623
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-1.1766181466,0.123128572
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,1.4433404852,0.27075429100000004
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,1.3062807734,0.958070999
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.2256599803,-0.558141008
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.0410623582,0.16425814500000002
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.27462356660000004,0.5502250390000001
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.1123282119,-0.19292003900000002
HapZ_SagS_mutant:delHapZp:1,-0.060865790100000004,-0.241706836
HapZ_SagS_mutant:delHapZp:2,0.6129500352,-0.186725668
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.8073053359,0.073487921
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.694977124,0.119432117
HapZ_SagS_mutants:delHApZ:1,-1.687160803,-1.316424085
HapZ_SagS_mutants:delHApZ:2,-1.7017685278,-0.929961083
HapZ_SagS_mutants:delHApZ:3,-1.9800032321,-0.923789218
HapZ_SagS_mutants:delSagS:1,-3.4375038486,-1.139820088
HapZ_SagS_mutants:delSagS:2,-2.1254146915,-1.05896225
HapZ_SagS_mutants:delSagS:3,-4.5610224539,-0.7105027460000001
HapZ_SagS_mutants:delHapZp:3,0.5673067922,-0.42859141100000003
Lung_infection_transcriptome:PA01_LS1:1,-2.1097672085,-0.017949526
Lung_infection_transcriptome:PA01_LS1:2,-1.9745140082,0.037213371
Lung_infection_transcriptome:PA01_CS1:1,-0.090612709,-0.125795491
Lung_infection_transcriptome:PA01_CS1:2,0.090612709,0.125795491
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,4.1549606822,0.39617941300000004
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-4.1549606822,-0.39617941300000004
Metabolic_fitness_plasmid:PAO1_pAKD1:1,5.7606660015,0.426539826
Metabolic_fitness_plasmid:PAO1_pAKD1:2,4.7263712997,0.554098965
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,4.7335929305,0.848758933
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,4.9266957346,0.997501552
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.6183318196,-0.549617558
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-3.3975584092,-0.22430473
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.2917188766,-0.6287692180000001
Metabolic_fitness_plasmid:PAO1_pBS228:2,-0.9690973141,-0.34919192600000004
Metabolic_fitness_plasmid:PAO1_RmS149:1,-4.2286998844,-1.415000966
Metabolic_fitness_plasmid:PAO1_RmS149:2,-9.2888766654,-0.588829476
Mucin_glycans:ABTGC:1,-0.55039689,-0.009879226000000001
Mucin_glycans:ABTGC:2,0.0014632849000000001,0.35591986000000003
Mucin_glycans:ABTGC:3,0.6688419631,-0.083115116
Mucin_glycans:ABTGC:4,-0.2309073609,-0.131659402
Mucin_glycans:ABTGC:5,0.11099900280000001,-0.13126611700000002
Mucin_glycans:MUC5B:1,-10.8402273273,-2.839046469
Mucin_glycans:MUC5B:2,-7.8052597817,-2.275317352
Mucin_glycans:Glycans:1,-1.5596428433,-0.061275239
Mucin_glycans:Glycans:2,-0.9632769146000001,0.067767777
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,1.0625488069,1.27249849
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,0.8638789954,1.2563710430000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,1.5747557353000001,2.146971953
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-3.4972030793,-2.250924724
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-3.0931036424,-1.789888968
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-3.9700784467,-2.196131106
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,3.3155135998,1.638245281
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,4.5048444638,1.936256119
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,3.2777851064,1.7589954410000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-3.651614479,-1.8564839530000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-2.5445679271,-1.355963896
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-4.9019607639,-2.121048992
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.19627893600000001,0.12442355100000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.19627893600000001,-0.12442355100000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-4.0020542633,0.141680411
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-4.1322005847,0.10550205300000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.26766198880000003,-0.41672754300000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.34409455250000004,-0.351702834
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-0.9587645316000001,-0.51499125
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-0.6323581134,-0.39027235600000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-1.0380601535,-0.487605023
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-0.7494811733000001,-0.583567226
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.0949335035,0.31715737600000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.2254837781,-0.10968268
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.0371515097,0.12580654800000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.16770178430000002,-0.33328124400000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,1.8198619798000002,0.35659031300000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,1.7088379496,0.43864891800000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.1503164377,0.20606322500000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.1662754653,-0.220772073
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.0159590276,0.014708848
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-7.4115241209,-1.356967756
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-8.0521111697,-1.403468421
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-4.9700136147,-0.716852455
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-6.9292750555,-1.665532462
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,4.9277513081,0.858607706
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,5.1193399183,0.9271056270000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,5.4165440641,0.974722843
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,2.4334457694,-0.12466978000000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,2.7950936821,-0.21386196400000002
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,3.911510432,-0.067594763
Rosmarinic_acid:PAO1-100UMRA:1,-3.1554618517,-0.9024387540000001
Rosmarinic_acid:PAO1-100UMRA:2,1.7762266320000002,0.305139502
Rosmarinic_acid:PAO1_DMSO_Control:1,-4.2960645695,-0.7322607670000001
Rosmarinic_acid:PAO1_DMSO_Control:2,1.0731919139,0.12419650300000001
Rosmarinic_acid:PAO1_DMSO_Control:3,3.2228726556,0.608064264
Testosterone_treatment:Testosterone_Control:1,-2.8950438085,-0.5354491920000001
Testosterone_treatment:Testosterone_Control:2,2.8950438085,0.5354491920000001
Testosterone_treatment:Testosterone_2.5:1,-0.7824017012000001,-0.364764851
Testosterone_treatment:Testosterone_2.5:2,7.2776036282,0.343101984
Tf_toxin_expression:PAO1_WT:1,0.13732163590000002,0.5830083610000001
Tf_toxin_expression:PAO1_WT:2,-0.13732163590000002,-0.5830083610000001
Tf_toxin_expression:PAO1_derfA:1,6.233775482,0.83765519
Tf_toxin_expression:PAO1_derfA:2,7.0512091434,0.6892722720000001
Zinc_treatment:PA_Zn:1,2.2955988213,-0.256378561
Zinc_treatment:PA_Zn:2,2.1332724206,-0.6616958970000001
Zinc_treatment:PA_Zn:3,1.4884043313,-0.302114254
Zinc_treatment:PA_Zn_wt:1,0.1079481142,0.169827592
Zinc_treatment:PA_Zn_wt:2,-0.1079481142,-0.169827592
Paeru_PRECISE:CAMHB_wt:1,1.2742970385,0.038451888000000004
Paeru_PRECISE:CAMHB_wt:2,5.322928053,0.36498021900000005
Paeru_PRECISE:CAMHB_wt:3,6.1632242217,0.16539068
Paeru_PRECISE:CAMHB_wt:4,6.5338603969,0.13497744
Paeru_PRECISE:M9glucAA_Pqt10:1,-2.1427636765,-0.732663535
Paeru_PRECISE:M9glucAA_Pqt10:2,-2.9079044072,-1.275659675
Paeru_PRECISE:M9glucAA_Pqt:1,-3.715610346,-1.370143139
Paeru_PRECISE:M9glucAA_Pqt:2,-3.9339094179,-1.480811805
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.4542869384000001,-0.50302227
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-2.4002310305,-0.5913913150000001
Paeru_PRECISE:M9glucAA_NaCl:1,3.5685757185,0.5138680210000001
Paeru_PRECISE:M9glucAA_NaCl:2,5.5982003614,0.54663328
Paeru_PRECISE:M9glucAA_NaCl:3,2.0913787401,-0.032474393000000004
Paeru_PRECISE:CAMHB_wt:5,7.7719187247,0.639427117
Paeru_PRECISE:CAMHB_wt:6,8.8778280594,0.912012962
Paeru_PRECISE:LB_wt:1,8.8336433861,-0.06467753100000001
Paeru_PRECISE:LB_wt:2,7.7973229608,-0.010512195
Paeru_PRECISE:M9glucAA_wt:1,0.9302232081,-0.242853125
Paeru_PRECISE:M9glucAA_wt:2,-0.9302232081,0.242853125
Paeru_PRECISE:M9glucAA_lowpH:1,-3.1635721,-0.0033687390000000004
Paeru_PRECISE:M9glucAA_lowpH:2,-2.0246431311,-0.253736717
Paeru_PRECISE:M9glucAA_DPD:1,12.133961759,2.2609952140000003
Paeru_PRECISE:M9glucAA_DPD:2,13.413595346,2.491843806
Paeru_PRECISE:M9sucAA_wt:1,9.9427869169,0.08325217500000001
Paeru_PRECISE:M9sucAA_wt:2,-4.0180188833,-0.046750753000000006
Paeru_PRECISE:M9glucAA_NaCl:4,4.155321818,0.7662506010000001
Paeru_PRECISE:M9glucAA_NaCl:5,7.100300088,1.181972812
Paeru_PRECISE:M9sucAA_wt:3,9.3037264904,1.292906103
Paeru_PRECISE:M9sucAA_wt:4,8.160701723,1.414736513
Paeru_PRECISE:R10LB_wt:1,18.1646715467,2.665047376
Paeru_PRECISE:M9glucAA_NaCl:6,3.066539878,0.036357454000000004
Paeru_PRECISE:M9glucAA_NaCl:7,2.6243664287,-0.028019626000000002
Paeru_PRECISE:M9fructAA_wt:1,-2.0009095836,-0.904187142
Paeru_PRECISE:M9fructAA_wt:2,-0.9752248363,-0.8835098050000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.1406939018,-0.5525572080000001
Paeru_PRECISE:M9GlcNAcAA_wt:2,1.5009287283,-0.421192124
Paeru_PRECISE:M9pyruvAA_wt:1,-3.7232645128,-0.8151914370000001
Paeru_PRECISE:M9pyruvAA_wt:2,-4.9645789747,-0.8598971040000001
Paeru_PRECISE:M9fructAA_wt:3,-4.9526843972000005,-1.4051414580000001
Paeru_PRECISE:M9fructAA_wt:4,-4.2473016067,-1.531174375
Paeru_PRECISE:M9GlcNAcAA_wt:3,-4.2744805625,-2.053051557
Paeru_PRECISE:M9GlcNAcAA_wt:4,-4.6339765423,-1.351960863
Paeru_PRECISE:M9glycAA_wt:1,-4.9763984317,-1.028705091
Paeru_PRECISE:M9glycAA_wt:2,-5.1133596788,-1.372965896
Paeru_PRECISE:M9pyruvAA_wt:3,-4.4143448889,-0.628092761
Paeru_PRECISE:CAMHB_wt:7,0.247319634,0.022446189000000002
Paeru_PRECISE:CAMHB_wt:8,0.657248441,0.123291542
Paeru_PRECISE:R10LB_wt:2,21.0447255543,4.093342748
Paeru_PRECISE:R10LB_wt:3,18.3802296752,3.828434349
Paeru_PRECISE:R10LB_wt:4,22.5768280922,3.484158335
Paeru_PRECISE:R10LB_wt:5,21.797480582,2.956780974
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-2.9410909357,-1.02700489
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-3.2579436225,-1.4816546430000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-3.9869725839,-1.280501815
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-3.7539443852,-0.964254793
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-0.8742685321,-0.763198735
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-0.3762251038,-0.219787107
Paeru_PRECISE:M9sucAA_wt:5,-5.6577045429,-1.333218851
Paeru_PRECISE:M9sucAA_wt:6,-4.6651318235,-1.540604911
Paeru_PRECISE:R10LB_wt:6,21.814427886,3.7392940130000003
Paeru_PRECISE:R10LB_wt:7,20.9744999309,3.919297616
Paeru_PRECISE:LB_wt:3,6.6938336385,-0.37050002200000004
Paeru_PRECISE:LB_wt:4,6.8691929192,0.224927495
Paeru_PRECISE:R10LB_NaCl:1,17.014804247,1.209113702
Paeru_PRECISE:R10LB_NaCl:2,14.5959061755,1.517593291
Paeru_PRECISE:M9glucAA_PAO1_wt:1,8.4900373587,3.371690353
Paeru_PRECISE:M9glucAA_Zn:1,7.7303792673,2.471411571
Paeru_PRECISE:M9glucAA_Cu:1,-0.1862742557,3.8343145620000003
Paeru_PRECISE:M9glucAA_NaOCl:1,8.0570800603,3.012177914
Paeru_PRECISE:M9GlcNAcAA_8:1,4.2200656821,5.900342179
Paeru_PRECISE:M9GlcNAcAA_8:2,7.8943618228,5.162762203
Paeru_PRECISE:M9GlcNAcAA_4:1,-1.180627532,3.25432898
Paeru_PRECISE:M9GlcNAcAA_4:2,1.4426824765,4.631671741
Paeru_PRECISE:M9GlcNAcAA_2:1,1.2940016168000001,2.092982327
Paeru_PRECISE:M9GlcNAcAA_2:2,4.6425105982,4.063716896
Paeru_PRECISE:M9GlcNAcAA_1:1,1.9988599868999999,4.253166182
Paeru_PRECISE:M9GlcNAcAA_1:2,4.0158997116,4.332072695
Paeru_PRECISE:M9glucAA_NaOCl:2,-0.4976096996,0.8488397550000001
Paeru_PRECISE:M9glucAA_Cu:2,0.7406968304,3.63920397
Paeru_PRECISE:M9glucAA_Fe:1,-1.2079286573,-1.914761863
Paeru_PRECISE:M9glucAA_Fe:2,1.2152916874,-1.136989699
Paeru_PRECISE:M9glucAA_Zn:2,17.4259610872,3.211170944
Paeru_PRECISE:M9glucAA_PAO1_wt:2,14.4502632206,2.9137244520000003
Paeru_PRECISE:CAMHB_Mec:1,3.317103628,0.41900475800000003
Paeru_PRECISE:CAMHB_Mec:2,5.5262096028,0.103692275
Paeru_PRECISE:CAMHB_Azt:1,4.8402556034,0.053470493
Paeru_PRECISE:CAMHB_Azt:2,3.0287704868,-0.292698866
Paeru_PRECISE:CAMHB_Pip:1,4.2567789491,0.327734664
Paeru_PRECISE:CAMHB_Pip:2,0.2370634987,0.039796301
Paeru_PRECISE:CAMHB_Ceft:1,3.6808628699,-0.0036227660000000004
Paeru_PRECISE:CAMHB_Ceft:2,4.0515075802,-0.337917365
Paeru_PRECISE:CAMHB_Ceft:3,2.7704897266,0.357409843
Paeru_PRECISE:CAMHB_Ceft:4,2.5628296276,0.16555382400000002
Paeru_PRECISE:M9glucAA_Ceft:1,-2.4390667087,-0.9412388070000001
Paeru_PRECISE:M9glucAA_Ceft:2,-3.2855982132,-1.279074065
Paeru_PRECISE:M9glucAA_Gent:1,-3.2475759212,-0.711711761
Paeru_PRECISE:M9glucAA_Gent:2,-0.3693524556,-0.056089837000000003
Paeru_PRECISE:M9glucAA_Pip:1,-1.8037935206,-0.373327297
Paeru_PRECISE:M9glucAA_Pip:2,5.4475052648,1.089213765
Paeru_PRECISE:M9glucAA_Azt:1,-0.0983902415,0.15145814600000002
Paeru_PRECISE:M9glucAA_Azt:2,-0.016299248000000002,0.138274468
Paeru_PRECISE:CAMHB_Mero:1,2.0497943979,0.5415247240000001
Paeru_PRECISE:CAMHB_Mero:2,1.492690933,0.390024134
Paeru_PRECISE:CAMHB_Tet:1,0.2755237702,-0.38227113100000004
Paeru_PRECISE:CAMHB_Tet:2,-0.2337902041,-0.671890921
Paeru_PRECISE:R10LB_Gent:1,19.6486697939,4.282977504
Paeru_PRECISE:R10LB_Ceft:1,23.7777596759,4.0798305280000005
Paeru_PRECISE:R10LB_Ceft:2,20.4201727348,3.943260566
Paeru_PRECISE:CAMHB_Biofilm:1,16.1057708749,1.5620859660000002
Paeru_PRECISE:CAMHB_Biofilm:2,12.3309886713,1.504850462
Paeru_PRECISE:M9glucAA_Biofilm:1,11.3856281703,1.5791531380000001
Paeru_PRECISE:M9glucAA_Biofilm:2,9.418786308,0.785601412
Paeru_PRECISE:R10LB_Gent:2,14.1817823081,2.774132926
Paeru_PRECISE:R10LB_Pip:1,19.3644770612,3.5053452849999998
Paeru_PRECISE:R10LB_Pip:2,14.2762988242,1.884118815
Paeru_PRECISE:R10LB_Mec:1,21.3605549312,3.566441353
Paeru_PRECISE:R10LB_Mec:2,21.2901414685,3.494884407
Paeru_PRECISE:CAMHB_Azt:3,15.3920592031,4.284748877
Paeru_PRECISE:CAMHB_Azt:4,8.8871314101,3.410284828
Paeru_PRECISE:CAMHB_Biofilm:3,10.7729102497,1.116583531
Paeru_PRECISE:CAMHB_Biofilm:4,15.2309216196,1.601698751
Paeru_PRECISE:M9glucAA_Biofilm:3,2.0461308344,0.641904785
Paeru_PRECISE:M9glucAA_Biofilm:4,3.0007179401,0.9639205930000001
Paeru_PRECISE:R10LB_Mero:1,20.8700182497,2.8687577600000003
Paeru_PRECISE:R10LB_Mero:2,21.2069011321,2.764725745
Paeru_PRECISE:LB_Cam:1,4.1331766455,0.6798243580000001
Paeru_PRECISE:LB_Cam:2,4.1868039033,0.69268316
Paeru_PRECISE:CAMHB_Ceft:5,5.3267659346,0.5928178080000001
Paeru_PRECISE:CAMHB_Cip:1,4.9319077286,0.8193425590000001
Paeru_PRECISE:CAMHB_Cip:2,1.5691597702,0.526752247
ampC_mutation:PA_Cef_taz_wt:1,-1.2393491665,0.26049624600000004
ampC_mutation:PA_mutS_Cef_taz:1,1.2461538316,0.028900808000000004
ampC_mutation:PA_mutS:1,0.1738942401,-0.456128185
ampC_mutation:PA_mutS:2,-2.2284443298,0.44070228
ampC_mutation:PA_mutS:3,-3.4138238923,-0.550250463
ampC_mutation:PA_Cef_taz_wt:2,1.2393491665,-0.26049624600000004
ampC_mutation:PA_mutS_Cef_taz:2,1.2806180865,-0.330561812
ampC_mutation:PA_mutS:4,0.7941235179,-0.160439789
ampC_mutation:PA_mutS:5,-1.2392669427,1.006173974
ampC_mutation:PA_mutS:6,1.756871802,0.06218808
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,1.5256425236,-1.408953687
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,0.8575325146,-0.595756764
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,1.958990519,-1.9889797280000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,0.9558717858,-2.028999458
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,0.9691978683,0.8280980530000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-0.0292621017,0.704234455
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.6693615608,0.23661701000000002
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.6693615608,-0.23661701000000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,0.5382121579,-0.86390333
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,1.0670929298,-0.36097002300000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,1.1185729756,1.5858549270000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,0.37201645580000003,0.8701325270000001
cysB_mutant:PAO1HH_wt:1,0.7465944736,0.018089775000000002
cysB_mutant:PAO1HH_wt:2,-0.7465944736,-0.018089775000000002
cysB_mutant:cysBHH:1,0.8870760120000001,-0.370234222
cysB_mutant:cysBHH:2,0.6766315379000001,-0.24277338
cysB_mutant:cysBHH:3,1.4468925991,0.14557116
ersA_knockout:delersA:1,-8.6089243949,0.088075572
ersA_knockout:delersA:2,3.9029022876,0.8089504120000001
ersA_knockout:wt_BHI:1,-5.9396609115,-0.7073756560000001
ersA_knockout:wt_BHI:2,5.9396609115,0.7073756560000001
gcsR_mutant:PAO1_rep_wt:1,0.0319553167,-0.43353322
gcsR_mutant:PAO1_rep_wt:2,-0.0319553167,0.43353322
gcsR_mutant:GcsR_rep:1,1.1233621578,0.578658876
gcsR_mutant:GcsR_rep:2,0.1295114991,0.242411341
mexZ_knockout:del_mexZ:1,-2.8805094558,-0.09878329300000001
mexZ_knockout:del_mexZ:2,-1.5065634345999999,-0.43381932900000003
mexZ_knockout:del_mexZ:3,-0.8217063368,0.35046224
mexZ_knockout:wt_LB:1,2.2782520729,0.8605729990000001
