,A,AmpR
Lung_infection_transcriptome:PA01_CS1:1,0.08213558530000001,-0.008185288
Lung_infection_transcriptome:PA01_CS1:2,-0.08213558530000001,0.008185288
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.6954494325,0.043746315
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.6954494325,-0.043746315
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-1.3295825954,-0.09963698400000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-0.7610516559,0.38470088
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,0.244483693,0.129598147
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-0.9061160654,0.00076513
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-1.0419803376,-0.5183226350000001
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,0.5620456074,-0.293292685
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.178171529,0.008466742000000001
Metabolic_fitness_plasmid:PAO1_pBS228:2,-0.5060360042000001,-0.353125892
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.06838018600000001,-0.256684807
Metabolic_fitness_plasmid:PAO1_RmS149:2,-0.5205069480000001,-0.251933232
Mucin_glycans:ABTGC:1,-0.4482834583,0.12529204600000002
Mucin_glycans:ABTGC:2,0.3061138681,0.11623018900000001
Mucin_glycans:ABTGC:3,0.0874611894,0.07867858700000001
Mucin_glycans:ABTGC:4,0.2398451502,-0.078773251
Mucin_glycans:ABTGC:5,-0.1851367495,-0.241427571
Mucin_glycans:MUC5B:1,0.11052300940000001,-0.528453046
Mucin_glycans:MUC5B:2,-0.47559793170000003,-0.5274800740000001
Mucin_glycans:Glycans:1,-0.30325865550000003,0.0029882880000000004
Mucin_glycans:Glycans:2,0.0459978901,0.001623546
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,1.8298884742000001,-0.48662691900000005
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,0.8715986332000001,-0.27753120200000003
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,1.0240237347,0.193409557
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-1.0574879343,-0.7295511720000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-1.193863236,-0.117729068
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-0.2271068057,-0.236161486
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,0.9162393664,0.37486440400000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,1.2482509788,0.23847858
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,0.6207760331000001,0.148197412
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-1.2428644375,-0.39514263200000005
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-0.8928468263,0.15139453
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-0.6495551145,-0.517792294
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.3054196424,0.17229175700000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.3054196424,-0.17229175700000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.4909077894,-0.18297375400000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-0.0262973068,-0.38091919500000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.4422271982,0.269679067
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.8126670056,-0.08615647900000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-0.9663472552000001,0.288735646
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-0.8305850819,-0.040399414
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-0.41705674400000003,0.250754396
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-0.3274774708,0.094886492
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.08440494970000001,0.065177733
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.16340983920000002,-0.026782959000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.1655870929,-0.021880839000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.0822276961,-0.016513935
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.0315373515,-0.7163853330000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,3.1024696566,-0.8150307720000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.057289327800000005,0.059672617000000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.1308775663,-0.032282486
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.1881668941,-0.027390131
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.8108020926,-0.9411456500000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.8005064759,-0.664061297
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,1.1220349798,-1.269530233
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,1.5905415579,-1.46865738
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.7200422062,0.29876430400000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.34033897700000004,0.67892936
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.5509273853000001,0.6275132840000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-0.46551156850000003,-0.126246839
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-0.11879921980000001,-0.12390974
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-1.3375173351,-0.302542863
Rosmarinic_acid:PAO1-100UMRA:1,0.1325557799,0.21312591900000002
Rosmarinic_acid:PAO1-100UMRA:2,0.2294126545,-0.11131653
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.0689295184,0.040702797000000006
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.14225401340000002,0.06934151
Rosmarinic_acid:PAO1_DMSO_Control:3,0.21118353180000002,-0.11004430700000001
Testosterone_treatment:Testosterone_Control:1,-0.3241844917,0.171585115
Testosterone_treatment:Testosterone_Control:2,0.3241844917,-0.171585115
Testosterone_treatment:Testosterone_2.5:1,0.5250821185,0.23115795600000003
Testosterone_treatment:Testosterone_2.5:2,0.4518384212,0.42104879300000003
Tf_toxin_expression:PAO1_WT:1,0.1339722655,-0.108330854
Tf_toxin_expression:PAO1_WT:2,-0.1339722655,0.108330854
Tf_toxin_expression:PAO1_derfA:1,0.1607314961,-0.037357109
Tf_toxin_expression:PAO1_derfA:2,0.4075692361,-0.208954943
Zinc_treatment:PA_Zn:1,0.9472088767,-0.063298371
Zinc_treatment:PA_Zn:2,1.278455081,-0.07622456700000001
Zinc_treatment:PA_Zn:3,0.9692075752,0.022210467
Zinc_treatment:PA_Zn_wt:1,-0.0010369142,-0.013983888000000002
Zinc_treatment:PA_Zn_wt:2,0.0010369142,0.013983888000000002
Paeru_PRECISE:CAMHB_wt:1,1.7961034391,0.254367522
Paeru_PRECISE:CAMHB_wt:2,1.0739984071,0.36803208600000004
Paeru_PRECISE:CAMHB_wt:3,1.1798418919,0.24550992600000002
Paeru_PRECISE:CAMHB_wt:4,1.0060833761,0.138669544
Paeru_PRECISE:M9glucAA_Pqt10:1,1.1186973401,-0.139942068
Paeru_PRECISE:M9glucAA_Pqt10:2,0.6196815654,-0.186915104
Paeru_PRECISE:M9glucAA_Pqt:1,0.473640651,-0.39102150700000005
Paeru_PRECISE:M9glucAA_Pqt:2,0.6981581155000001,-0.49354048500000003
Paeru_PRECISE:M9glucAA_wo_Pqt:1,0.9125594935,-0.300635633
Paeru_PRECISE:M9glucAA_wo_Pqt:2,0.4839570769,-0.233951924
Paeru_PRECISE:M9glucAA_NaCl:1,0.0740362571,0.7276680999999999
Paeru_PRECISE:M9glucAA_NaCl:2,0.6983736331,0.724137515
Paeru_PRECISE:M9glucAA_NaCl:3,0.1947943398,0.46961857900000004
Paeru_PRECISE:CAMHB_wt:5,0.2806069922,0.49616208600000006
Paeru_PRECISE:CAMHB_wt:6,0.6796684261,0.680139433
Paeru_PRECISE:LB_wt:1,-0.9185460801,-0.563706955
Paeru_PRECISE:LB_wt:2,-0.5895230869,-0.121929436
Paeru_PRECISE:M9glucAA_wt:1,-0.1227301407,0.056711096
Paeru_PRECISE:M9glucAA_wt:2,0.1227301407,-0.056711096
Paeru_PRECISE:M9glucAA_lowpH:1,0.7106080817,0.305118451
Paeru_PRECISE:M9glucAA_lowpH:2,0.6899874618,-0.016873593000000003
Paeru_PRECISE:M9glucAA_DPD:1,-1.0506819438,0.414382409
Paeru_PRECISE:M9glucAA_DPD:2,-0.7075896482,0.59085044
Paeru_PRECISE:M9sucAA_wt:1,0.307847413,-0.19008760300000002
Paeru_PRECISE:M9sucAA_wt:2,0.5966784581,-0.21014675
Paeru_PRECISE:M9glucAA_NaCl:4,0.2410398078,0.7114234740000001
Paeru_PRECISE:M9glucAA_NaCl:5,0.33869468210000003,0.8076807840000001
Paeru_PRECISE:M9sucAA_wt:3,0.133215115,0.38658807300000003
Paeru_PRECISE:M9sucAA_wt:4,0.38968442470000003,0.22710565100000002
Paeru_PRECISE:R10LB_wt:1,0.9123358914,-0.146438874
Paeru_PRECISE:M9glucAA_NaCl:6,0.45108558660000003,0.9111785080000001
Paeru_PRECISE:M9glucAA_NaCl:7,0.38564279100000004,0.726497395
Paeru_PRECISE:M9fructAA_wt:1,0.10902113670000001,0.311796075
Paeru_PRECISE:M9fructAA_wt:2,0.0717676356,0.254047191
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.4422611253,-0.07434141500000001
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.3685468163,-0.044108359
Paeru_PRECISE:M9pyruvAA_wt:1,0.1170676528,0.37525183100000004
Paeru_PRECISE:M9pyruvAA_wt:2,0.34332475900000003,0.70418672
Paeru_PRECISE:M9fructAA_wt:3,1.303951987,0.093771767
Paeru_PRECISE:M9fructAA_wt:4,1.0762482771,-0.21234301800000002
Paeru_PRECISE:M9GlcNAcAA_wt:3,0.0014007785,0.29889358800000004
Paeru_PRECISE:M9GlcNAcAA_wt:4,0.3175619404,0.254114294
Paeru_PRECISE:M9glycAA_wt:1,0.6190478494,0.447454509
Paeru_PRECISE:M9glycAA_wt:2,0.7052075013,0.286986845
Paeru_PRECISE:M9pyruvAA_wt:3,0.5278737880000001,-0.02789653
Paeru_PRECISE:CAMHB_wt:7,1.0380113321,0.37725548200000003
Paeru_PRECISE:CAMHB_wt:8,0.5563330833,0.317993495
Paeru_PRECISE:R10LB_wt:2,0.9517205213000001,0.09097439
Paeru_PRECISE:R10LB_wt:3,1.0343541707,-0.135021947
Paeru_PRECISE:R10LB_wt:4,1.0883048917,-0.041335231
Paeru_PRECISE:R10LB_wt:5,1.0069498603,-0.34702870700000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,2.6494365108,-0.403912516
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,2.6137484011,-0.049993827000000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,2.2865564288,-0.25879602700000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,2.1625105194,-0.405591329
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,1.1982461164,-0.536816792
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,1.7516992607000001,-0.05895031
Paeru_PRECISE:M9sucAA_wt:5,1.8525771215,0.17579491800000002
Paeru_PRECISE:M9sucAA_wt:6,1.5101508646,-0.216380701
Paeru_PRECISE:R10LB_wt:6,1.719147393,0.025241363000000003
Paeru_PRECISE:R10LB_wt:7,2.6382522243,0.11292600800000001
Paeru_PRECISE:LB_wt:3,0.3334226114,0.47981336100000005
Paeru_PRECISE:LB_wt:4,0.5189152843,0.312670975
Paeru_PRECISE:R10LB_NaCl:1,3.2822160498,-1.029949289
Paeru_PRECISE:R10LB_NaCl:2,2.1446665802,-0.396836819
Paeru_PRECISE:M9glucAA_PAO1_wt:1,1.2626672072,1.043370731
Paeru_PRECISE:M9glucAA_Zn:1,6.3889827521,-0.268191434
Paeru_PRECISE:M9glucAA_Cu:1,1.6821023405000002,-0.468742266
Paeru_PRECISE:M9glucAA_NaOCl:1,0.172912953,1.199801313
Paeru_PRECISE:M9GlcNAcAA_8:1,-2.0038960988,1.327729245
Paeru_PRECISE:M9GlcNAcAA_8:2,-0.0914996965,1.100305763
Paeru_PRECISE:M9GlcNAcAA_4:1,1.0682147504,1.435053675
Paeru_PRECISE:M9GlcNAcAA_4:2,-0.7206516515,1.109319753
Paeru_PRECISE:M9GlcNAcAA_2:1,1.4976823331,0.840745559
Paeru_PRECISE:M9GlcNAcAA_2:2,-0.3914013237,0.91746386
Paeru_PRECISE:M9GlcNAcAA_1:1,0.4830362508,1.587130218
Paeru_PRECISE:M9GlcNAcAA_1:2,1.0186604468,0.27416294
Paeru_PRECISE:M9glucAA_NaOCl:2,0.30748919750000003,0.8011538760000001
Paeru_PRECISE:M9glucAA_Cu:2,2.680719167,0.625411585
Paeru_PRECISE:M9glucAA_Fe:1,2.1192074107,1.241232301
Paeru_PRECISE:M9glucAA_Fe:2,1.9880737758,1.2961888560000001
Paeru_PRECISE:M9glucAA_Zn:2,2.8522223475,1.484149896
Paeru_PRECISE:M9glucAA_PAO1_wt:2,1.9272341722,0.963920164
Paeru_PRECISE:CAMHB_Mec:1,4.3223083975,0.501420347
Paeru_PRECISE:CAMHB_Mec:2,4.2720081956,0.18562260800000002
Paeru_PRECISE:CAMHB_Azt:1,1.8290231905,-0.681646194
Paeru_PRECISE:CAMHB_Azt:2,1.4991555731,-0.48286152200000004
Paeru_PRECISE:CAMHB_Pip:1,2.5137823075,-0.9126364560000001
Paeru_PRECISE:CAMHB_Pip:2,2.6361721221,-1.145802951
Paeru_PRECISE:CAMHB_Ceft:1,14.6946829376,0.6110297490000001
Paeru_PRECISE:CAMHB_Ceft:2,13.86991962,-0.6358541750000001
Paeru_PRECISE:CAMHB_Ceft:3,14.9488890858,0.12323186
Paeru_PRECISE:CAMHB_Ceft:4,14.0035238807,-1.154396641
Paeru_PRECISE:M9glucAA_Ceft:1,2.4997430988,-0.317653603
Paeru_PRECISE:M9glucAA_Ceft:2,1.2876446551,-0.7280264550000001
Paeru_PRECISE:M9glucAA_Gent:1,1.38073542,-0.354078799
Paeru_PRECISE:M9glucAA_Gent:2,0.7913227157,-0.06698084500000001
Paeru_PRECISE:M9glucAA_Pip:1,3.740665718,0.001169361
Paeru_PRECISE:M9glucAA_Pip:2,3.2638164364,-0.348219557
Paeru_PRECISE:M9glucAA_Azt:1,1.8316898526,-0.47733203100000005
Paeru_PRECISE:M9glucAA_Azt:2,2.4555521284,-0.353489741
Paeru_PRECISE:CAMHB_Mero:1,16.0401350273,0.539517557
Paeru_PRECISE:CAMHB_Mero:2,15.2886934049,0.49812285500000003
Paeru_PRECISE:CAMHB_Tet:1,0.46952676050000003,-0.26310473300000004
Paeru_PRECISE:CAMHB_Tet:2,-0.6183972866,-0.527520498
Paeru_PRECISE:R10LB_Gent:1,0.5238838168000001,-0.12866623200000002
Paeru_PRECISE:R10LB_Ceft:1,9.1674011459,0.15120134500000001
Paeru_PRECISE:R10LB_Ceft:2,6.9547049172,0.163117219
Paeru_PRECISE:CAMHB_Biofilm:1,3.1226414653,-0.6066496170000001
Paeru_PRECISE:CAMHB_Biofilm:2,2.8559821241,-0.28857493
Paeru_PRECISE:M9glucAA_Biofilm:1,2.0169412611,-0.968338978
Paeru_PRECISE:M9glucAA_Biofilm:2,1.5694917815,-1.227043396
Paeru_PRECISE:R10LB_Gent:2,0.6825694728,0.12917361400000002
Paeru_PRECISE:R10LB_Pip:1,15.901266551700001,-0.007300305000000001
Paeru_PRECISE:R10LB_Pip:2,17.4816752394,-0.29067950600000003
Paeru_PRECISE:R10LB_Mec:1,11.4436563572,-0.268895549
Paeru_PRECISE:R10LB_Mec:2,11.6571829809,-0.109532841
Paeru_PRECISE:CAMHB_Azt:3,1.1014112889,-0.07078414400000001
Paeru_PRECISE:CAMHB_Azt:4,1.7391223896999999,-0.41096202200000004
Paeru_PRECISE:CAMHB_Biofilm:3,3.8282173534,-0.708761384
Paeru_PRECISE:CAMHB_Biofilm:4,3.6587746534,-0.51648837
Paeru_PRECISE:M9glucAA_Biofilm:3,2.642222546,-0.7286162890000001
Paeru_PRECISE:M9glucAA_Biofilm:4,1.3466722301,-1.165072086
Paeru_PRECISE:R10LB_Mero:1,20.5211638311,-0.9352187999999999
Paeru_PRECISE:R10LB_Mero:2,21.3956657072,-1.156079807
Paeru_PRECISE:LB_Cam:1,0.0188924556,0.8804208010000001
Paeru_PRECISE:LB_Cam:2,-0.8132777136,1.266871503
Paeru_PRECISE:CAMHB_Ceft:5,14.3695814704,0.638511047
Paeru_PRECISE:CAMHB_Cip:1,2.7636617003,0.847042869
Paeru_PRECISE:CAMHB_Cip:2,3.0632397823,0.742460601
ampC_mutation:PA_Cef_taz_wt:1,-1.0074142085,-0.171242366
ampC_mutation:PA_mutS_Cef_taz:1,-12.8768466487,0.509821849
ampC_mutation:PA_mutS:1,-1.1517866662,-0.364734061
ampC_mutation:PA_mutS:2,1.1556422611000001,0.001217566
ampC_mutation:PA_mutS:3,-0.2394692103,-0.377327362
ampC_mutation:PA_Cef_taz_wt:2,1.0074142085,0.171242366
ampC_mutation:PA_mutS_Cef_taz:2,-12.3312324206,0.771055785
ampC_mutation:PA_mutS:4,-1.8083177425999999,0.21175069800000001
ampC_mutation:PA_mutS:5,1.1559327879,0.20657978
ampC_mutation:PA_mutS:6,-1.2716480924,0.968867248
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-1.5079944630000002,-0.45808865200000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-0.341164081,0.094976607
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-0.49335799150000004,0.293664551
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,0.1569831318,0.5654977050000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,11.2183592879,-0.047270411000000005
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,10.9690264524,-1.223221695
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.16692418080000002,-0.317198941
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.16692418080000002,0.317198941
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-0.5322942175,0.378616088
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-1.0806492005,-0.11944283
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-1.5995725685000002,1.034472738
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,0.2606138844,0.627052501
cysB_mutant:PAO1HH_wt:1,-1.2220816673,-0.09906648900000001
cysB_mutant:PAO1HH_wt:2,1.2220816673,0.09906648900000001
cysB_mutant:cysBHH:1,-0.1224490547,-0.07186204
cysB_mutant:cysBHH:2,-0.19177603640000002,0.220650019
cysB_mutant:cysBHH:3,0.0420098914,-0.101718739
ersA_knockout:delersA:1,-0.8328500024000001,0.40100257300000003
ersA_knockout:delersA:2,-0.8156246196,-0.12245472900000001
ersA_knockout:wt_BHI:1,0.1506920376,0.127213996
ersA_knockout:wt_BHI:2,-0.1506920376,-0.127213996
gcsR_mutant:PAO1_rep_wt:1,-0.13408763040000002,0.070793303
gcsR_mutant:PAO1_rep_wt:2,0.13408763040000002,-0.070793303
gcsR_mutant:GcsR_rep:1,0.5704970802,-0.003647805
gcsR_mutant:GcsR_rep:2,0.0747711554,-0.394924388
mexZ_knockout:del_mexZ:1,0.1329220186,-0.17836780900000002
mexZ_knockout:del_mexZ:2,-0.5721048083,-0.17111864300000001
