,A,sigC
antibiotic:ctrl_4h:2,0.4475101225,0.2595176215
antibiotic:ctrl_4h:3,-0.0437575895,0.5658713754
antibiotic:izd_4h:1,8.7627524339,2.7389150805
antibiotic:izd_4h:2,9.3143571361,3.5082538026
base:wt_glu_24:1,-3.3130582895,-0.4490266956
base:wt_glu_24:2,-2.969675823,-0.4116898764
base:wt_glu_24:3,-1.2900265304,-0.14010748480000002
base:wt_glu_6:1,-0.7120091963,0.0449704561
base:wt_glu_6:2,-0.247023759,0.0291825281
base:wt_glu_6:3,0.9590329553,-0.07415298420000001
base:wt_llac_24:1,-9.601248421,-1.3734210937
base:wt_llac_24:2,-10.1959659939,-1.1934783791
base:wt_llac_24:3,-6.9263151656,-1.9055100769000002
base:wt_llac_6:1,-6.0623194951,-0.38374797790000004
base:wt_llac_6:2,-3.5350540264,-0.5992421564
base:wt_llac_6:3,-4.6270866759,-0.3487158271
base:wt_pyr_24:1,-7.3244429669,-0.6524299548
base:wt_pyr_24:2,-4.5409227067,-0.9737289678000001
base:wt_pyr_24:3,-7.7709856567,-1.011865638
base:wt_pyr_6:1,-2.4443630517,-0.4698541195
base:wt_pyr_6:2,-4.6602906836999995,0.0478653431
base:wt_pyr_6:3,-3.5171280915,0.10025754270000001
biofilm:biofilm:1,4.117955819,1.6533427278000001
biofilm:biofilm:2,4.0627551702,1.55357079
biofilm:planktonic:1,-0.0034806315000000003,0.012090964000000001
biofilm:planktonic:2,0.0034806315000000003,-0.012090964000000001
btz043:0_days_.006:1,0.0410086637,0.052011892600000005
btz043:0_days_.006:2,0.3009474615,0.0292552222
btz043:0_days_.006:3,0.2833458383,0.0218749515
btz043:0_days_control:1,-0.0023919828000000002,-0.0076269837
btz043:0_days_control:2,0.0910042222,0.0233420238
btz043:0_days_control:3,-0.0886122394,-0.0157150401
btz043:1_days_.006:1,-2.654222662,-0.4853535593
btz043:1_days_.006:2,-2.5643596066,-0.30820182500000004
btz043:1_days_.006:3,-2.89046277,-0.3251265364
btz043:1_days_.006:4,-1.4047056909,-0.6758490530000001
btz043:1_days_control:1,-1.7305755081,-0.39013355320000004
btz043:1_days_control:2,-1.9289139687999999,-0.4507111206
btz043:1_days_control:3,-1.6268878855,-0.35286210970000004
btz043:1_days_control:4,-2.1314413524,-0.34946331820000004
clarithromycin:1_days_control:1,0.08607136230000001,0.06608250260000001
clarithromycin:1_days_control:2,-0.20576412530000002,-0.0448031819
clarithromycin:1_days_control:3,0.11969276300000001,-0.0212793208
cnpB:del:1,-1.2206909913,0.1645262387
cnpB:del:2,-0.4326892297,0.0611987025
cnpB:del:3,-1.4997386477,-0.5993156466
cnpB:wt:1,-0.0994102852,0.1420796419
cnpB:wt:2,0.0071902431,0.1838821762
cnpB:wt:3,0.0922200421,-0.3259618181
csoR:ko:1,-4.1461261311,-0.2730567312
csoR:ko:2,-2.8239811889,-0.0967006436
csoR:wt:1,0.42509437520000004,-0.06711007940000001
csoR:wt:2,-0.42509437520000004,0.06711007940000001
dap:0_days_25:1,0.7472829134000001,0.0664926684
dap:0_days_25:2,0.49142850390000004,0.061509668
dap:0_days_25:3,0.2017007792,0.1434522296
dap:0_days_25:4,0.35669020690000003,0.1836449642
dap:0_days_control:1,0.035254813,0.12369987760000001
dap:0_days_control:2,-0.29830594650000003,-0.0184753047
dap:0_days_control:3,0.5267214975,-0.0711895961
dap:0_days_control:4,-0.263670364,-0.0340349769
dap:1_days_25:1,-0.29575342320000003,-0.1745646139
dap:1_days_25:2,-0.0403929132,-0.3772558957
dap:1_days_25:3,-0.0781517097,-0.356468082
dap:1_days_25:4,-0.5750220597,-0.45492233930000003
dap:1_days_control:1,0.049272848200000004,0.0156635145
dap:1_days_control:2,0.1157609376,0.0496578249
dap:1_days_control:3,0.2569558054,0.16254933100000002
dap:1_days_control:4,0.130204763,0.0750259238
degradosome:mutant_rnj:1,-2.1490563288,-0.0139593692
degradosome:mutant_rnj:2,-1.5232591586000002,-0.1668357123
degradosome:mutant_rnj:3,0.3169591851,0.1504435553
degradosome:PNPase_ko:1,-2.3718161417,1.4948992398
degradosome:PNPase_ko:2,-2.2383424352,1.4794197369
degradosome:PNPase_ko:3,-1.9261625131,1.493985276
degradosome:Rnase_E_ko:1,6.9198375517,-1.2319310742
degradosome:Rnase_E_ko:2,6.4356129532,-1.1852109704
degradosome:Rnase_E_ko:3,7.9887675096,-1.3143529332
degradosome:wt_cas9_ctrl:1,-3.1398332441,-0.1364277763
degradosome:wt_cas9_ctrl:2,-2.3846553905,0.19211181260000001
degradosome:wt_cas9_ctrl:3,-2.1259497842,-0.5252622139
degradosome:wt_expn:1,0.0189062877,-0.0994323747
degradosome:wt_expn:2,0.16135626590000002,0.0037601756000000004
degradosome:wt_expn:3,-0.18026255360000001,0.09567219910000001
delam:0_days_.09:1,0.2800894758,0.1143843425
delam:0_days_.09:2,0.7353035515,0.16835053190000002
delam:0_days_.09:3,0.6372057835,0.24830281950000002
delam:0_days_.09:4,0.091596272,0.0835422521
delam:0_days_control:1,0.3385397269,-0.16214043620000002
delam:0_days_control:2,-0.3577363569,0.12912499400000002
delam:0_days_control:3,-0.1566837755,-0.0364708357
delam:0_days_control:4,0.1758804054,0.0694862779
delam:1_days_.09:1,-1.6329611147,0.46976107520000004
delam:1_days_.09:2,-1.8654421783,0.3383605243
delam:1_days_.09:3,-1.6878350277,0.49039645930000003
delam:1_days_.09:4,-1.7751503294000002,0.4039159579
delam:1_days_control:1,-1.5851874154,0.534944823
delam:1_days_control:2,-0.8062895407,0.4033891269
delam:1_days_control:3,-1.424797519,0.4690471485
delam:1_days_control:4,-1.6804780667,0.4000583003
dg_inh:both:1,-5.4048445221,-0.2031014995
dg_inh:both:2,-5.934386111,-0.3668236713
dg_inh:both:3,-5.314218082,-0.4685913205
dg_inh:dg:1,-2.2733491711,-0.1626167409
dg_inh:dg:2,-2.671346919,-0.17195347860000001
dg_inh:dg:3,-2.1872403354,-0.1896931419
dg_inh:DMSO:1,-0.059766591200000004,-0.0012936266
dg_inh:DMSO:2,-0.367966934,0.0352842384
dg_inh:DMSO:3,0.4277335252,-0.0339906118
dg_inh:inh:1,-4.4783717501,-0.13151783720000002
dg_inh:inh:2,-4.0928002949,-0.2744140465
dg_inh:inh:3,-4.7618216295,-0.1490303635
dormancy:dormant_20d_rifampicin:1,4.2436883098,1.1758077133
dormancy:dormant_20d_rifampicin:2,4.7669572481,-0.2526315022
dormancy:dormant_20d_rifampicin:3,3.8096732533,1.0688196203
dormancy:dormant_no_treatment:1,0.2017136849,0.3309503768
dormancy:dormant_no_treatment:2,0.33844650470000004,-0.0699141268
dormancy:dormant_no_treatment:3,-0.5401601897,-0.26103625
eccE1:control:1,0.2991501581,-0.0681554531
eccE1:control:2,-0.2991501581,0.0681554531
eccE1:delta_eccE1:1,-0.45572636380000003,-0.0792353657
eccE1:delta_eccE1:2,-0.300125601,-0.1901381526
eccE1:delta_eccE1_eccE1_HA_comp:1,1.3209096001,-0.2042333556
eccE1:delta_eccE1_eccE1_HA_comp:2,0.0738087857,0.1236123868
eccE1:delta_eccE1_empty_vector:1,-0.3626997226,-0.0326347876
eccE1:delta_eccE1_empty_vector:2,-0.2531115162,-0.090636091
eccE1:delta_eccE1_myc_p1_HA_comp:1,1.6608986985,-0.2848445408
eccE1:delta_eccE1_myc_p1_HA_comp:2,1.4975396672,-0.2286785469
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.0243036122,-0.1159416862
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.1478573183,0.0282657059
emb:0_days_2.45:1,-0.1019990333,-0.2166116875
emb:0_days_2.45:2,-1.4646515917,-0.0508346597
emb:0_days_2.45:3,0.3806115652,-0.3007366851
emb:0_days_2.45:4,-2.0308532604,-0.1031982557
emb:0_days_control:1,0.1947508825,0.0045363085
emb:0_days_control:2,-0.5815991944000001,-0.0215389157
emb:0_days_control:3,-0.10328519750000001,0.0028998044000000003
emb:0_days_control:4,0.4901335093,0.014102802800000001
emb:1_days_2.45:1,-4.1231436153,-0.2072816519
emb:1_days_2.45:2,-3.8752324253,-0.3085077737
emb:1_days_2.45:3,-3.7421303611,-0.202064914
emb:1_days_2.45:4,-4.3434888298,-0.2068987655
emb:1_days_control:1,-3.3567167617,-0.1529065999
emb:1_days_control:2,-4.2340016839,-0.2613409767
emb:1_days_control:3,-4.1929770784,-0.0800756861
emb:1_days_control:4,-3.3416924129,-0.2769499566
espL:ko:1,0.35244448100000003,0.0060137796000000006
espL:ko:2,-0.1404709555,0.042372773
espL:wt:1,0.1769152993,-0.2136654435
espL:wt:2,-0.1769152993,0.2136654435
esx_1:ko:1,0.8318952381,0.2983758677
esx_1:ko:2,-1.0312221896,-0.6125633769000001
esx_1:wt:1,0.8900171376,0.1405146041
esx_1:wt:2,-0.472303108,-0.12684976550000002
esx_1:wt:3,-0.41771402960000004,-0.0136648386
genotoxic:control:1,-0.5534402890000001,-0.0480081962
genotoxic:control:2,0.5534402890000001,0.0480081962
genotoxic:growth_supplement:1,0.25846514260000003,-0.1007667358
genotoxic:growth_supplement:2,1.0511427629,0.43327291560000003
growth:tss_expnt:1,8.5895755407,1.7938897373
growth:tss_expnt:2,5.8499640211,1.6137477307
growth:tss_expnt:3,8.7077891658,1.805605598
growth:tss_starved:1,18.6024931229,0.7525744172000001
growth:tss_starved:2,18.7933287445,1.0751643845
growth:tss_starved:3,16.1105489188,1.3570324983
growth:wt_expn:1,0.42241580170000004,-0.1560456621
growth:wt_expn:2,0.0572857223,0.17279613570000002
growth:wt_expn:3,-0.47970152400000005,-0.0167504736
hs2:treated:1,1.0315298617,-0.0062133765
hs2:treated:2,0.9063141828,0.0363252062
hs2:treated:3,0.8955401506,-0.1045161044
hs2:untreated:1,-0.8639458136,-0.0637610235
hs2:untreated:2,-0.2057438655,-0.08091657890000001
hs2:untreated:3,1.0696896791,0.1446776024
hypoxia:000h_.81_DO:1,-0.7950839143,-0.0025618458
hypoxia:000h_.81_DO:2,-0.24793211910000001,0.0877310484
hypoxia:000h_.81_DO:3,1.0430160334,-0.0851692027
hypoxia:017h_.57_DO:1,1.8707431606,-0.17347562300000002
hypoxia:017h_.57_DO:2,2.3296265293,-0.022322194
hypoxia:017h_.57_DO:3,1.1530823203,-0.2083166639
hypoxia:023h_.42_DO:1,1.0815609598,-0.2593008739
hypoxia:023h_.42_DO:2,-0.0509886801,-0.07291798690000001
hypoxia:040h_.11_DO:1,-0.440955019,-0.14320661440000002
hypoxia:040h_.11_DO:2,-1.2140034033,-0.1949315617
hypoxia:041h_.09_DO:1,-2.4275458606,0.07431607300000001
hypoxia:041h_.09_DO:2,-0.564110381,-0.1027428211
hypoxia:041h_.09_DO:3,-0.9590133930000001,-0.13047336910000001
hypoxia:042h_.07_DO:1,-1.7611118641,-0.07159169680000001
hypoxia:042h_.07_DO:2,-2.1121428727,-0.2269241717
hypoxia:043h_.06_DO:1,-2.4426161208,0.0227635493
hypoxia:043h_.06_DO:2,-2.5965710095,-0.2069798316
hypoxia:043h_.06_DO:3,-3.1725364675,-0.0866458085
hypoxia:044h_.04_DO:1,-2.7946815292,-0.0244789049
hypoxia:044h_.04_DO:2,-2.4628023896,-0.0999540495
hypoxia:044h_.04_DO:3,-3.1759929318,-0.1246196603
hypoxia:047h_0_DO:1,-2.3433006831,-0.1797175576
hypoxia:047h_0_DO:2,-1.1868384737,-0.5628560037
hypoxia:047h_0_DO:3,-2.6836582484,-0.42133701900000003
hypoxia:049h_0_DO:1,-1.48011325,-0.6581397013
hypoxia:049h_0_DO:2,-0.8962918737000001,-0.3354697202
hypoxia:049h_0_DO:3,-3.3632296698,-0.7706077262000001
hypoxia:050h_0_DO:1,-3.2041606474,-0.9270101553000001
hypoxia:050h_0_DO:2,-0.1258664541,-0.8497150285
hypoxia:050h_0_DO:3,-1.419137343,-0.5220091155000001
hypoxia:052h_0_DO:1,-2.4999807414,-0.6575699681
hypoxia:052h_0_DO:2,0.1326924579,-0.5393664013
hypoxia:052h_0_DO:3,-0.9654448979,-0.5230773204
hypoxia:054h_0_DO:1,-2.5195358871,-0.4904789128
hypoxia:054h_0_DO:2,0.5570359758,-0.5178693877
hypoxia:054h_0_DO:3,-1.1647457647000001,-0.7925505032
hypoxia:054h_0_DO:4,0.7232838827,-0.2272335335
hypoxia:054h_0_DO:5,-3.3784868659000002,-0.8498292074
hypoxia:070h_0_DO:1,0.08805310150000001,-0.9260860047
hypoxia:070h_0_DO:2,-1.111840488,-0.5576138064
hypoxia:088h_0_DO:1,-2.864250331,-0.9280862783
hypoxia:088h_0_DO:2,-3.0106435229,-1.0202360227
hypoxia:114.5h_.04_DO:1,1.0405886565,-0.315484023
hypoxia:114.5h_.04_DO:2,0.9243995252,-0.3015287085
hypoxia:114.5h_.04_DO:3,0.36439873310000004,-0.3988755619
hypoxia:115h_.06_DO:1,0.9060209329000001,-0.42840640820000003
hypoxia:115h_.06_DO:2,0.3110796612,-0.48071897300000005
hypoxia:115h_.06_DO:3,0.6630994731000001,-0.5169230842
hypoxia:116h_.11_DO:1,0.40876202650000004,-0.5474681945000001
hypoxia:116h_.11_DO:2,-0.5489872334,-0.665456763
hypoxia:116h_.11_DO:3,-0.3013891523,-0.7158513563000001
hypoxia:120h_.47_DO:1,-0.9631204894000001,-0.7573667649
hypoxia:120h_.47_DO:2,-1.4196291597,-0.7101483326
hypoxia:120h_.47_DO:3,-0.0275134644,-0.7098497850000001
kinase:DMSO_0h_F:1,6.2086967654,0.9922315088
kinase:DMSO_0h_F:2,6.4923839799,0.9058545012
kinase:DMSO_0h_F:3,7.7954400651,1.0636966438
kinase:DMSO_0h_H:1,-0.8346975892,-0.1795946864
kinase:DMSO_0h_H:2,-0.4113539941,0.13011074620000002
kinase:DMSO_0h_H:3,0.0983591729,0.020474428700000002
kinase:DMSO_0h_H:4,0.12093210310000001,0.1883906468
kinase:DMSO_0h_H:5,-0.3942204583,0.10164108720000001
kinase:DMSO_0h_H:6,-0.0111199403,0.027035630800000002
kinase:DMSO_0h_I:1,0.13301155,0.4446515934
kinase:DMSO_0h_I:2,-0.5498618039000001,-0.20724104940000002
kinase:DMSO_0h_I:3,1.0230299755,-0.16320346700000002
kinase:DMSO_0h_I:4,-0.6817546833,-0.4759430503
kinase:DMSO_0h_I:5,-0.6958429815,0.48202019620000003
kinase:DMSO_0h_I:6,0.7714179432,-0.08028422290000001
kinase:pknD_T10_48h:1,2.2685021853,0.4392035789
kinase:pknD_T10_48h:2,1.1392500146,0.5783791296
kinase:pknD_T10_48h:3,2.073111364,0.5441523551
kinase:pknL_T10_48h:1,3.4484137532,0.43085920120000004
kinase:pknL_T10_48h:2,3.2941296176,0.3200878887
kinase:pknL_T10_48h:3,3.9485198542,0.49764484130000003
kinase:pknL_T4_48h:1,1.8478862803,-0.042232843000000006
kinase:pknL_T4_48h:2,1.2763792219,0.11732794140000001
kinase:pknL_T4_48h:3,1.4621060316,-0.025242995
kinase:T10_12h_F:1,6.4549470243,1.3930318527
kinase:T10_12h_F:2,6.7348509179,1.3780620876
kinase:T10_12h_F:3,5.9501005319,1.3220837515000001
kinase:T10_12h_H:1,8.5655263743,0.7296388631
kinase:T10_12h_H:2,9.414246315,0.7947937098000001
kinase:T10_12h_H:3,9.7228136229,0.675873053
kinase:T10_12h_I:1,2.2775761664,-0.4463877264
kinase:T10_12h_I:2,1.4134702469,0.29514737760000004
kinase:T10_24h_F:1,6.2792401153,1.2323590417
kinase:T10_24h_F:2,5.4893498969,1.1811981244
kinase:T10_24h_F:3,6.3794756295,1.2653241069
kinase:T10_24h_H:1,6.5260148793,0.5855508119
kinase:T10_24h_H:2,7.7093288474,0.9549906801
kinase:T10_24h_H:3,8.7553094937,0.7707338336
kinase:T10_24h_I:1,1.2315600879,0.5273541723
kinase:T10_24h_I:2,1.2868561382,0.3766795838
kinase:T10_48h_F:1,4.3783846467,2.0585945003
kinase:T10_48h_F:2,4.9336690095,2.0606115091
kinase:T10_48h_F:3,5.3955643202,1.6329066984
kinase:T10_48h_H:1,6.9492858519,0.6515880970000001
kinase:T10_48h_H:2,7.9596669723,0.7466834749
kinase:T10_48h_H:3,8.1406730198,1.0023010384
kinase:T10_48h_I:1,0.168268136,0.25802749340000003
kinase:T10_48h_I:2,0.2424961998,0.5103382635
kinase:T10_48h_I:3,0.4748951247,0.3743855331
kinase:T4 _48h_H:1,0.9850879298,-0.0167359462
kinase:T4 _48h_H:2,1.1815435204,0.3442749395
kinase:T4 _48h_H:3,1.3930879772,0.1585453312
kinase:T4 20 _12h_I:1,1.3450358319,-0.1797210614
kinase:T4 20 _12h_I:2,1.2363325939,-0.3054184151
kinase:T4 20 _12h_I:3,1.4768882764,-0.2727508815
kinase:T4_12h_F:1,3.9348785122,0.7297894454
kinase:T4_12h_F:2,4.2978601174,1.0551063823
kinase:T4_12h_F:3,5.0816438653,0.829809961
kinase:T4_12h_H:1,6.3117726509,0.1302767457
kinase:T4_12h_H:2,6.8500226582,0.1345337067
kinase:T4_12h_H:3,5.3472143685,-0.3126814148
kinase:T4_24h_F:1,3.8578695619000003,0.7419644935
kinase:T4_24h_F:2,3.8503895832,0.6746409113
kinase:T4_24h_F:3,3.4127027501000002,0.7490905170000001
kinase:T4_24h_H:1,1.8855937201000001,0.036231049200000004
kinase:T4_24h_H:2,3.1781243508,-0.1088566416
kinase:T4_24h_H:3,2.5701078565,-0.1462453826
kinase:T4_24h_I:1,1.0931457521,-0.4095162573
kinase:T4_24h_I:2,0.4504733971,-0.3537269179
kinase:T4_48h_F:1,1.7042505228,0.5925289887
kinase:T4_48h_F:2,1.7843353366999999,0.44204711630000004
kinase:T4_48h_F:3,1.0413702559,0.5563474447
kinase:T4_48h_I:1,0.0675468535,-0.38953593680000004
kinase:T4_48h_I:2,0.1423644157,-0.48386942930000004
kinase:T4_48h_I:3,0.2085334304,-0.35052764340000003
kinase:WT_T10_48h:1,8.4066831932,0.6473821843
kinase:WT_T10_48h:2,1.2779571824,0.1675776762
kinase:WT_T10_48h:3,1.8031188393000002,0.1631847761
kinase:WT_T10_48h:4,6.7722980264,0.6340937961
kinase:WT_T10_48h:5,6.0413160665,0.32006617060000003
kinase:WT_T4_48h:1,1.6783746478000001,-0.06361833010000001
kinase:WT_T4_48h:2,0.3740841069,-0.0913060858
kinase:WT_T4_48h:3,0.38631586970000004,0.08591350660000001
levofloxacin:control:1,0.7086168616,-0.0625858147
levofloxacin:control:2,0.5930253359000001,0.10989483300000001
levofloxacin:control:3,-1.3016421975,-0.0473090183
levofloxacin:treated:1,-4.0273486052,0.32680804490000004
levofloxacin:treated:2,-6.7770409402,0.0609924694
levofloxacin:treated:3,-6.8403429386,0.053309162900000005
linez:0_days_4:1,0.21782308150000002,-0.0621181695
linez:0_days_4:2,-0.4411531399,-0.1755756457
linez:0_days_4:3,0.06257198480000001,-0.1523216751
linez:0_days_4:4,0.20810412650000001,-0.0099619326
linez:0_days_control:1,-0.2368834468,0.0084625884
linez:0_days_control:2,0.08822398690000001,-0.0027585366
linez:0_days_control:3,0.0360070574,-0.0002959904
linez:0_days_control:4,0.1126524025,-0.005408061400000001
linez:1_days_4:1,-0.3140925645,-0.3305640022
linez:1_days_4:2,-0.25826729870000004,-0.22582834300000001
linez:1_days_4:3,-0.4848681549,-0.191447787
linez:1_days_4:4,-0.5494180856,-0.2510810265
linez:1_days_control:1,-0.4878819539,-0.0043022715000000005
linez:1_days_control:2,-0.5087107656000001,-0.16170714960000002
linez:1_days_control:3,-0.3514537049,0.0655473372
lipid:dextrose_exp:1,0.0861979046,0.053548520700000005
lipid:dextrose_exp:2,-0.0861979046,-0.053548520700000005
lipid:dextrose_hypo:1,-6.6776375204,-1.2672826418
lipid:dextrose_hypo:2,-6.1654311165,-1.1727685801
lipid:dextrose_stat:1,-7.59601271,-3.4941121329
lipid:dextrose_stat:2,-7.5087991505,-3.4081577014
lipid:lipid_exp:1,-10.7448385695,-1.8506920322
lipid:lipid_exp:2,-10.4386968907,-2.4485602954
lipid:lipid_stat:1,-10.6957158438,-3.9566685264
lipid:lipid_stat:2,-8.2577605439,-3.8785326803
mcr11:mcr11_mutant:1,0.114337725,-0.2127211795
mcr11:mcr11_mutant:2,-0.12424857980000001,-0.2722413844
mcr11:mcr11_mutant:3,-0.7314598108,-0.3866443913
mcr11:wt:1,-0.0021122292000000003,-0.0150396008
mcr11:wt:2,0.1806528255,-0.047627502
mcr11:wt:3,-0.1785405963,0.0626671028
miceAV_macro:24h_control:1,-0.7467752313,0.1344934935
miceAV_macro:24h_control:2,0.0575191434,-0.0176686469
miceAV_macro:24h_control:3,0.6892560878,-0.1168248466
miceBMDM:inf02:1,0.37942742890000003,-0.7536028608
miceBMDM:inf02:2,-0.9558281023,-0.3743178452
miceBMDM:inf02:3,1.2196782041,-0.9731837175
miceBMDM:inf24:1,6.085849123,-1.9390796107
miceBMDM:inf24:2,4.3293941862,-1.7887980604
miceBMDM:inf24:3,4.5786109124,-1.9480070281000001
miceBMDM:inf08:1,3.9140654998,-1.2743728084
miceBMDM:inf08:2,4.2767081724,-0.9999464629
miceBMDM:inf08:3,5.1545086174,-1.4968076387
miceBMDM:no_inf02:1,0.1167668813,0.0383931509
miceBMDM:no_inf02:2,-0.30639716110000004,-0.011586870800000001
miceBMDM:no_inf02:3,0.1896302798,-0.026806280000000002
miceBMDM:no_inf24:1,3.6110679217,-0.0611534813
miceBMDM:no_inf24:2,4.2424499294,-0.1602559252
miceBMDM:no_inf24:3,2.8098626811000003,0.0910800558
miceBMDM:no_inf08:1,1.9873913163,-0.1445702067
miceBMDM:no_inf08:2,1.9233371243000001,-0.0811082249
miceBMDM:no_inf08:3,2.1141558506,-0.0675481387
miceNF:control:1,0.081612617,-0.0576710834
miceNF:control:2,-0.081612617,0.0576710834
miceNF:invivo:1,-1.4206548232,-0.3408345937
miceNF:invivo:2,-2.7675450809,-0.8464459949
miceNF:invivo:3,-2.2022656425,-0.7477430915000001
mihF:mihF_mutant_atc:1,-8.1505770273,0.025822219
mihF:mihF_mutant_atc:2,-5.2869594719,-0.5543873063
mihF:mihF_mutant_no_atc:1,9.1656533044,-1.3082811942
mihF:mihF_mutant_no_atc:2,4.5171801474,-0.5892141276
mihF:wt_atc:1,0.5025973072000001,-0.0387591251
mihF:wt_atc:2,6.9866286667,-1.160904295
mihF:wt_no_atc:1,1.9977908471,-0.3388650838
mihF:wt_no_atc:2,-1.9977908471,0.3388650838
mmpl3:mutant_no_ATC:1,0.6673537816,0.1308048565
mmpl3:mutant_no_ATC:2,-0.6673537816,-0.1308048565
mmpl3:mutant_with_ATC:1,-3.8188624561,-0.7172694055000001
mmpl3:mutant_with_ATC:2,-4.1568926801,-0.9040262054
mrsI:ko_iron_atc:1,-0.5072830894,-0.39698605260000003
mrsI:ko_iron_atc:2,-0.7721585431,-0.5938883379000001
mrsI:ko_iron_no_atc:1,3.0629658601,-1.6497977856000001
mrsI:ko_iron_no_atc:2,4.2334326252,-1.9919334948
mrsI:ko_ox_atc:1,4.4154619167,-1.8400956279
