,A,prpR
antibiotic:ctrl_24h:1,0.2807550488,0.3598366213
antibiotic:ctrl_24h:2,-0.5161227097000001,-0.07407926620000001
antibiotic:ctrl_24h:3,-0.2550888615,0.0489636648
antibiotic:ctrl_4h:1,-0.1223559084,0.25928476
antibiotic:ctrl_4h:2,-0.1186170505,-0.3026984681
antibiotic:ctrl_4h:3,0.2409729589,0.043413708100000004
antibiotic:izd_4h:1,5.8670691258000005,2.9081118536
antibiotic:izd_4h:2,5.9155228148,3.0869217754
base:wt_glu_24:1,-0.6285021589,-0.9850350706000001
base:wt_glu_24:2,-0.7593140215,-1.0461035149
base:wt_glu_24:3,-1.5557231209,-1.7974375614
base:wt_glu_6:1,0.1462000907,0.4614652473
base:wt_glu_6:2,0.4295026444,0.033160796400000005
base:wt_glu_6:3,-0.575702735,-0.4946260436
base:wt_llac_24:1,6.6461698354,3.3768581542
base:wt_llac_24:2,6.1900681785,2.9770712762000002
base:wt_llac_24:3,6.4480573274,2.8627790305
base:wt_llac_6:1,-0.0840857882,1.321177577
base:wt_llac_6:2,0.4711425201,1.1030463706
base:wt_llac_6:3,0.2789683329,1.0368741162
base:wt_pyr_24:1,9.2720895845,4.2397056382
base:wt_pyr_24:2,8.2317167365,2.9109127738
base:wt_pyr_24:3,9.7655962889,4.2618052684
base:wt_pyr_6:1,-5.0338352588,-2.3230660242
base:wt_pyr_6:2,-5.8262341398,-2.189936882
base:wt_pyr_6:3,-5.9047326703,-2.5814594805
biofilm:biofilm:1,4.435930437,2.4680396506
biofilm:biofilm:2,4.5327651732,2.5385023972000003
biofilm:planktonic:1,-0.0454525478,0.0402499517
biofilm:planktonic:2,0.0454525478,-0.0402499517
btz043:0_days_.006:1,-0.1108397831,-0.036425166700000004
btz043:0_days_.006:2,-0.0633549142,-0.0550405587
btz043:0_days_.006:3,-0.3265450447,0.0413491125
btz043:0_days_control:1,0.0200661073,-0.00032151550000000004
btz043:0_days_control:2,-0.0796367266,0.0777065251
btz043:0_days_control:3,0.0595706193,-0.0773850096
btz043:1_days_.006:1,-0.4920480746,0.3966514257
btz043:1_days_.006:2,-0.48906341080000004,0.5187705974
btz043:1_days_.006:3,-0.3272927567,0.5052031117
btz043:1_days_.006:4,-0.48992490190000004,0.3780190584
btz043:1_days_control:1,-0.9510947734,0.13825534250000002
btz043:1_days_control:2,-0.9943326175,0.3760284238
btz043:1_days_control:3,-1.0891465547,0.2929772852
btz043:1_days_control:4,-0.8393965688,0.4273206444
clarithromycin:1_days_control:1,0.1366914011,0.0818888879
clarithromycin:1_days_control:2,-0.059898226400000004,-0.11864566900000001
clarithromycin:1_days_control:3,-0.07679317470000001,0.036756781100000004
cnpB:del:1,-1.9126616652,-0.8087072582
cnpB:del:2,-2.0128389088,-0.9477194056
cnpB:del:3,-2.0973507121,-0.8131579946
cnpB:wt:1,0.3868056032,-0.1085762837
cnpB:wt:2,-0.2906339354,-0.2631719118
cnpB:wt:3,-0.0961716678,0.3717481955
csoR:ko:1,-2.6026290315000002,-2.0559460125
csoR:ko:2,-2.6559084538,-2.1462889304
csoR:wt:1,-3.1536328573,-1.4359900113
csoR:wt:2,3.1536328573,1.4359900113
dap:0_days_25:1,-0.42750011050000003,-0.177004558
dap:0_days_25:2,-0.2625798814,-0.1191262907
dap:0_days_25:3,-0.5186055308,-0.3449240449
dap:0_days_25:4,-0.4420352624,-0.2117827545
dap:0_days_control:1,0.0944368335,0.1290469186
dap:0_days_control:2,-0.1110962775,0.0440920278
dap:0_days_control:3,0.1507374733,-0.0210236325
dap:0_days_control:4,-0.1340780293,-0.1521153138
dap:1_days_25:1,-1.4168481924,0.2157730658
dap:1_days_25:2,-1.3209696889,0.0255089421
dap:1_days_25:3,-0.9596431728,0.27364191920000003
dap:1_days_25:4,-0.8331600201,0.1248508467
dap:1_days_control:1,0.3659010861,0.5437843199
dap:1_days_control:2,-0.2177670797,0.484847856
dap:1_days_control:3,0.1301831911,0.6758401274
dap:1_days_control:4,-0.063357707,0.6590698752
degradosome:mutant_rnj:1,0.6135919516,0.4917654764
degradosome:mutant_rnj:2,-0.5951600388,-0.17794496040000002
degradosome:mutant_rnj:3,-0.4577554989,-0.6524442479
degradosome:PNPase_ko:1,5.6898684702,2.2006789721
degradosome:PNPase_ko:2,4.6534098326999995,2.0804735939
degradosome:PNPase_ko:3,4.7378379463,1.8915835068
degradosome:Rnase_E_ko:1,7.3457291812,2.5801995004
degradosome:Rnase_E_ko:2,8.0878092359,3.1328222698
degradosome:Rnase_E_ko:3,7.2479373829,2.4852484509
degradosome:wt_cas9_ctrl:1,-4.264739773,-1.6983285891
degradosome:wt_cas9_ctrl:2,-4.9520526804,-1.5294346934
degradosome:wt_cas9_ctrl:3,-5.8530644273,-2.1105993521
degradosome:wt_expn:1,0.6734311829,0.3597729927
degradosome:wt_expn:2,0.127767754,0.0721966893
degradosome:wt_expn:3,-0.8011989369,-0.431969682
delam:0_days_.09:1,0.0357397245,-0.16034165390000002
delam:0_days_.09:2,-0.12312366200000001,-0.1669465448
delam:0_days_.09:3,0.0887453138,-0.0789176519
delam:0_days_.09:4,0.1829434586,-0.012271017700000001
delam:0_days_control:1,-0.1646210754,-0.022097161400000002
delam:0_days_control:2,0.1957988454,0.014027951200000001
delam:0_days_control:3,-0.2881743457,-0.0389506128
delam:0_days_control:4,0.2569965756,0.047019823
delam:1_days_.09:1,-6.0777742588,-3.2090208889
delam:1_days_.09:2,-5.7612906296,-3.1864295299
delam:1_days_.09:3,-5.651190202,-3.2986576193
delam:1_days_.09:4,-5.7252552512,-3.1089016929
delam:1_days_control:1,-5.4873043334,-2.8426489865
delam:1_days_control:2,-5.6823494616,-3.1322755558
delam:1_days_control:3,-5.5850830074,-2.7528543008
delam:1_days_control:4,-5.8471032780000005,-3.603053749
dg_inh:both:1,0.8018833854,-0.0925030907
dg_inh:both:2,0.681831543,-0.0464023373
dg_inh:both:3,0.3876757309,-0.40926000160000003
dg_inh:dg:1,0.1346043631,-0.1223873386
dg_inh:dg:2,0.211413808,-0.2080020512
dg_inh:dg:3,-0.1964585893,-0.2296227567
dg_inh:DMSO:1,0.1489602951,0.026155256
dg_inh:DMSO:2,0.054437634900000004,0.0606054393
dg_inh:DMSO:3,-0.20339793,-0.08676069530000001
dg_inh:inh:1,1.4110362345,0.1352015662
dg_inh:inh:2,0.7731949798000001,-0.32595918220000003
dg_inh:inh:3,1.3761254953,-0.07016664610000001
dormancy:dormant_20d_rifampicin:1,-1.8580199651,1.2558408075
dormancy:dormant_20d_rifampicin:2,-1.4652882301,1.9253971870000002
dormancy:dormant_20d_rifampicin:3,-1.0885801274,1.938135976
dormancy:dormant_no_treatment:1,-0.2790541641,-0.1608356569
dormancy:dormant_no_treatment:2,-0.18359486500000002,-0.10008400790000001
dormancy:dormant_no_treatment:3,0.4626490291,0.2609196648
eccE1:control:1,0.0402952985,-0.012151443100000001
eccE1:control:2,-0.0402952985,0.012151443100000001
eccE1:delta_eccE1:1,0.8036199716,0.4235208374
eccE1:delta_eccE1:2,1.0720436979,0.6281915742
eccE1:delta_eccE1_eccE1_HA_comp:1,1.6139628043,0.40097002740000004
eccE1:delta_eccE1_eccE1_HA_comp:2,2.0926356965,0.6270211844
eccE1:delta_eccE1_empty_vector:1,1.0264632225,0.20462737150000002
eccE1:delta_eccE1_empty_vector:2,0.7539446356,-0.2420764852
eccE1:delta_eccE1_myc_p1_HA_comp:1,-0.7206403801,-0.5209986981
eccE1:delta_eccE1_myc_p1_HA_comp:2,-0.4548820159,-0.34906671980000004
eccE1:delta_eccE1_mycP1_eccE1_comp:1,1.0019038718,0.3709409303
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.9407922997,0.0373808891
emb:0_days_2.45:1,-0.0516187553,0.0164696857
emb:0_days_2.45:2,0.1163089442,-0.0961112165
emb:0_days_2.45:3,-0.12855368620000002,-0.138087024
emb:0_days_2.45:4,-0.0702878346,-0.061062952000000004
emb:0_days_control:1,-0.0014445905,-0.2721567157
emb:0_days_control:2,-0.21726329500000002,0.1013305807
emb:0_days_control:3,-0.0357709795,0.0463679308
emb:0_days_control:4,0.2544788649,0.1244582042
emb:1_days_2.45:1,1.3227061293,0.948825848
emb:1_days_2.45:2,1.1016671716,0.9098511016
emb:1_days_2.45:3,1.1726758872,0.8403747302
emb:1_days_2.45:4,1.3801850243,0.7926841121
emb:1_days_control:1,2.5545695554,1.0450734031
emb:1_days_control:2,2.4191948376,0.9924637224
emb:1_days_control:3,2.1961644071,0.9378501850000001
emb:1_days_control:4,2.3478825271,0.8885603584
espL:ko:1,-0.3901307914,-0.0445965973
espL:ko:2,-0.5503842158,-0.1752648773
espL:wt:1,0.034324510600000004,-0.0239035174
espL:wt:2,-0.034324510600000004,0.0239035174
esx_1:ko:1,0.7415657694000001,0.3343120819
esx_1:ko:2,1.4002459052,0.6235445621
esx_1:wt:1,0.12743760070000001,0.2225754345
esx_1:wt:2,-0.0343707434,-0.4440863935
esx_1:wt:3,-0.0930668573,0.221510959
genotoxic:control:1,0.0775654833,0.2047834514
genotoxic:control:2,-0.0775654833,-0.2047834514
genotoxic:growth_supplement:1,0.7345532960000001,0.034444561900000004
genotoxic:growth_supplement:2,1.290433713,0.3227560632
growth:tss_expnt:1,0.6466081107,-0.0062154160000000005
growth:tss_expnt:2,0.9805259766000001,-0.0761835409
growth:tss_expnt:3,1.441776343,0.1673430377
growth:tss_starved:1,10.3636426093,2.5042595112
growth:tss_starved:2,10.9042539626,2.4615960214
growth:tss_starved:3,11.8046497934,3.0409755575
growth:wt_expn:1,0.4015844055,0.0023177623000000002
growth:wt_expn:2,-0.057745522,-0.18294610590000002
growth:wt_expn:3,-0.3438388835,0.18062834360000002
hs2:treated:1,-0.0472792165,-0.3079899548
hs2:treated:2,-0.2611430791,-0.2620736439
hs2:treated:3,0.2894829372,-0.0924832033
hs2:untreated:1,-0.0579483041,-0.1355092802
hs2:untreated:2,-0.0726142176,-0.0890690487
hs2:untreated:3,0.13056252170000002,0.2245783289
hypoxia:000h_.81_DO:1,0.5336182548,-0.0035846289
hypoxia:000h_.81_DO:2,-0.1710470103,-0.0149843692
hypoxia:000h_.81_DO:3,-0.3625712445,0.018568998
hypoxia:017h_.57_DO:1,-5.0947542835,-1.9461553568
hypoxia:017h_.57_DO:2,-5.0412250664,-2.0775429466
hypoxia:017h_.57_DO:3,-4.4303264247000005,-2.3376030667
hypoxia:023h_.42_DO:1,-2.4393472507,-2.0989933029
hypoxia:023h_.42_DO:2,-2.7406349588000003,-2.2654923995000003
hypoxia:040h_.11_DO:1,-4.0971579897,-2.9689520711
hypoxia:040h_.11_DO:2,-4.9922851296,-3.126672242
hypoxia:041h_.09_DO:1,-4.5552190489,-2.5707394935
hypoxia:041h_.09_DO:2,-3.9158430697,-2.4987011916
hypoxia:041h_.09_DO:3,-4.6085404971,-2.6235064087
hypoxia:042h_.07_DO:1,-3.5366036323,-2.668048188
hypoxia:042h_.07_DO:2,-3.4182839644,-2.3775297356
hypoxia:043h_.06_DO:1,-4.0360969502,-2.5043997043
hypoxia:043h_.06_DO:2,-4.3411155769,-2.4926353334
hypoxia:043h_.06_DO:3,-5.0314480553,-2.7924905854
hypoxia:044h_.04_DO:1,-3.9946860564,-2.6261189466
hypoxia:044h_.04_DO:2,-1.8344972176,-2.0250255403
hypoxia:044h_.04_DO:3,-2.9756846239,-2.0305523999
hypoxia:047h_0_DO:1,-4.4664034037,-2.6578636825
hypoxia:047h_0_DO:2,-5.3573020837,-3.1272844276
hypoxia:047h_0_DO:3,-6.9121380843,-3.9786709857
hypoxia:049h_0_DO:1,-4.5276211826,-3.3101486089
hypoxia:049h_0_DO:2,-3.71580447,-3.3213225178
hypoxia:049h_0_DO:3,-7.4022973478,-4.8259541212
hypoxia:050h_0_DO:1,-5.5093913214,-4.0800032998
hypoxia:050h_0_DO:2,-4.2541437838,-3.5405342123
hypoxia:050h_0_DO:3,-3.4526201446,-3.2241287838
hypoxia:052h_0_DO:1,-6.0060124073,-4.4462470429
hypoxia:052h_0_DO:2,-3.9991574741,-3.3378430077
hypoxia:052h_0_DO:3,-4.4208684368,-3.4653574339
hypoxia:054h_0_DO:1,-1.9117091066,-2.5034364843
hypoxia:054h_0_DO:2,-3.492033651,-3.1120891968
hypoxia:054h_0_DO:3,-2.8322327539,-2.6366893304
hypoxia:054h_0_DO:4,-2.3936837669,-3.024080319
hypoxia:054h_0_DO:5,-5.0207484403,-3.5954330779
hypoxia:070h_0_DO:1,-2.9793757804,-2.953686124
hypoxia:070h_0_DO:2,-1.9047891848,-3.1421745423
hypoxia:088h_0_DO:1,-2.551951987,-3.4979967992
hypoxia:088h_0_DO:2,-2.9063672624,-3.6202221948
hypoxia:114.5h_.04_DO:1,-2.2212976133,-2.6752689319
hypoxia:114.5h_.04_DO:2,-2.9344643615,-2.9985005181
hypoxia:114.5h_.04_DO:3,-4.7055785355,-3.5975378914
hypoxia:115h_.06_DO:1,-3.9437043479,-3.5998642986
hypoxia:115h_.06_DO:2,-1.9858377981,-2.6203589218000003
hypoxia:115h_.06_DO:3,-2.9798861268000003,-3.0737448801
hypoxia:116h_.11_DO:1,-2.3553062231,-2.5093536628
hypoxia:116h_.11_DO:2,-1.9225022549,-2.3077498581
hypoxia:116h_.11_DO:3,-1.4551136255000001,-1.959228756
hypoxia:120h_.47_DO:1,0.2865563841,-1.101484273
hypoxia:120h_.47_DO:2,-0.6098793290000001,-1.3048652672
hypoxia:120h_.47_DO:3,0.7727894571,-1.073034271
kinase:DMSO_0h_F:1,-0.18178701760000002,-0.6125001467
kinase:DMSO_0h_F:2,-0.0200769205,-0.2617522719
kinase:DMSO_0h_F:3,-0.0759693327,-0.5123459683
kinase:DMSO_0h_H:1,0.32854581380000003,-0.2057413164
kinase:DMSO_0h_H:2,-0.4287018152,-0.2816160478
kinase:DMSO_0h_H:3,0.0898112497,-0.1976610792
kinase:DMSO_0h_H:4,-0.23269004540000002,-0.2857528942
kinase:DMSO_0h_H:5,0.5614436929000001,-0.1346616297
kinase:DMSO_0h_H:6,-0.43307613840000003,-0.2940236189
kinase:DMSO_0h_I:1,-0.5472632056,-0.2716091945
kinase:DMSO_0h_I:2,0.6079338236,0.3642149377
kinase:DMSO_0h_I:3,0.41195893100000003,0.22145733850000002
kinase:DMSO_0h_I:4,-0.3861875104,-0.12147192820000001
kinase:DMSO_0h_I:5,0.3020935974,-0.08445052680000001
kinase:DMSO_0h_I:6,-0.388535636,-0.1081406267
kinase:pknD_T10_48h:1,0.0158217546,-0.7661496296
kinase:pknD_T10_48h:2,0.1622216105,-0.8480278509
kinase:pknD_T10_48h:3,-0.1056822412,-0.9111909387
kinase:pknL_T10_48h:1,-3.4108956834,-0.1802015687
kinase:pknL_T10_48h:2,-3.7936323772,-0.4075416754
kinase:pknL_T10_48h:3,-4.0766897043,-0.5604035723
kinase:pknL_T4_48h:1,8.8486510543,3.0594199818
kinase:pknL_T4_48h:2,6.9403119772,2.3131713304
kinase:pknL_T4_48h:3,8.4684998943,2.9012484086
kinase:T10_12h_F:1,-0.0219017773,-0.44503643870000004
kinase:T10_12h_F:2,-0.0639834958,-0.3337728265
kinase:T10_12h_F:3,0.1172676398,-0.1411808799
kinase:T10_12h_H:1,-0.7004594353,-0.6725073395000001
kinase:T10_12h_H:2,-0.7010289501,-0.337986285
kinase:T10_12h_H:3,-1.0230630325,-0.6315982915
kinase:T10_12h_I:1,-2.3858326987,-0.7490153343
kinase:T10_12h_I:2,-1.4884716419,-0.647012071
kinase:T10_24h_F:1,-0.5842799114,-0.496706815
kinase:T10_24h_F:2,-0.8891741856,-0.5863339087
kinase:T10_24h_F:3,-0.9039450101000001,-0.6401841897
kinase:T10_24h_H:1,0.08520643300000001,-0.1613158151
kinase:T10_24h_H:2,-0.0507533199,-0.44096280720000003
kinase:T10_24h_H:3,-0.0491444117,-0.4539382416
kinase:T10_24h_I:1,-0.638826462,-0.4660270309
kinase:T10_24h_I:2,-0.8853502302,-0.5620054237000001
kinase:T10_48h_F:1,3.5029296428,0.4832470378
kinase:T10_48h_F:2,0.037081804600000004,-0.5602680798
kinase:T10_48h_F:3,0.19792275210000002,-0.4060531747
kinase:T10_48h_H:1,0.9846756360000001,-0.7125626743
kinase:T10_48h_H:2,1.1422869781,-0.39631615880000004
kinase:T10_48h_H:3,1.3593731225,-0.2898015796
kinase:T10_48h_I:1,-0.3934105665,-0.6455856861
kinase:T10_48h_I:2,-0.3730438391,-0.5923433386
kinase:T10_48h_I:3,-0.0622406041,-0.4152869013
kinase:T4 _48h_H:1,6.6269286911,1.2828327052000001
kinase:T4 _48h_H:2,5.8938638422,0.9242150264000001
kinase:T4 _48h_H:3,5.6480803582,0.8740716663
kinase:T4 20 _12h_I:1,0.8470747818000001,-0.5268240963
kinase:T4 20 _12h_I:2,1.0709485319,-0.3948730211
kinase:T4 20 _12h_I:3,1.0507031067,-0.4294746883
kinase:T4_12h_F:1,0.8939316114,-0.4392355355
kinase:T4_12h_F:2,0.3382448012,-0.5827535087
kinase:T4_12h_F:3,0.5480865934,-0.3841426147
kinase:T4_12h_H:1,0.1074779431,-0.5342227873000001
kinase:T4_12h_H:2,0.17625394760000002,-0.4623738519
kinase:T4_12h_H:3,0.163045037,-0.6327567219
kinase:T4_24h_F:1,2.1428618855,-0.0591708663
kinase:T4_24h_F:2,2.4445246561,-0.0949013865
kinase:T4_24h_F:3,1.7975434148,-0.1270848592
kinase:T4_24h_H:1,3.9056446062,0.2767726935
kinase:T4_24h_H:2,3.8536072017,0.44100396810000003
kinase:T4_24h_H:3,4.3354522364,0.3225341256
kinase:T4_24h_I:1,5.178866812,0.7838030776
kinase:T4_24h_I:2,4.9660538767,0.6968447267
kinase:T4_48h_F:1,0.7644407824,-0.6368572834
kinase:T4_48h_F:2,-0.0493050244,-0.6921958335
kinase:T4_48h_F:3,-0.0306145216,-0.789176357
kinase:T4_48h_I:1,7.1041522142,1.5907147292000001
kinase:T4_48h_I:2,7.730760923,1.7168486443000002
kinase:T4_48h_I:3,7.6836023829,1.8077565753
kinase:WT_T10_48h:1,1.4814356522,-0.4041237695
kinase:WT_T10_48h:2,7.3663590089,2.0601672507
kinase:WT_T10_48h:3,6.9755208382,1.9778143351000002
kinase:WT_T10_48h:4,0.7293531766,-0.6980767233
kinase:WT_T10_48h:5,0.8546844785000001,-0.4144704373
kinase:WT_T4_48h:1,6.2837195105,1.1456160649
kinase:WT_T4_48h:2,7.1496615682,1.44995763
kinase:WT_T4_48h:3,7.1705870822,1.5081867909
levofloxacin:control:1,-0.0661602138,-0.2671943921
levofloxacin:control:2,0.23676731180000002,0.2614400267
levofloxacin:control:3,-0.1706070981,0.0057543654
levofloxacin:treated:1,6.9500739873,4.3658265571
levofloxacin:treated:2,9.8904180544,5.7514992112000005
levofloxacin:treated:3,9.9325239578,5.8173377248
linez:0_days_4:1,6.1448967881,2.0459645966
linez:0_days_4:2,5.8659777727,1.779766428
linez:0_days_4:3,6.0092428252,2.0728698759
linez:0_days_4:4,6.1536657335000005,2.1346900387
linez:0_days_control:1,0.119749662,-0.1749380674
linez:0_days_control:2,-0.039110459,0.0723527804
linez:0_days_control:3,-0.0296620335,0.0550497374
linez:0_days_control:4,-0.0509771694,0.047535549600000004
linez:1_days_4:1,1.7349000776999999,0.0908027359
linez:1_days_4:2,1.5931529932,-0.1775978413
linez:1_days_4:3,1.8332807322,-0.08041358550000001
linez:1_days_4:4,1.7738584212,-0.0363204302
linez:1_days_control:1,2.5220249734999998,0.4389728822
linez:1_days_control:2,2.3616725688,0.3943850076
linez:1_days_control:3,2.5199244603,0.17523843790000002
lipid:dextrose_exp:1,-0.2862793491,-0.1289335858
lipid:dextrose_exp:2,0.2862793491,0.1289335858
lipid:dextrose_hypo:1,3.5000583901,1.397988672
lipid:dextrose_hypo:2,5.0018208782,1.9876215619000002
lipid:dextrose_stat:1,4.8118375394,3.2029494403
lipid:dextrose_stat:2,5.0703914653,3.29610071
lipid:lipid_exp:1,-4.8248875148,-3.1194022554
lipid:lipid_exp:2,-3.7313205225,-3.145640798
lipid:lipid_stat:1,0.4371987062,-0.8139835567
lipid:lipid_stat:2,0.2662468119,-2.0321221307
mcr11:mcr11_mutant:1,-0.4798604011,-0.4366347788
mcr11:mcr11_mutant:2,0.11418754140000001,0.08852138770000001
mcr11:mcr11_mutant:3,0.1981549176,0.152500396
mcr11:wt:1,0.238556378,0.1064631338
mcr11:wt:2,-0.46985171880000004,-0.313460676
mcr11:wt:3,0.23129534070000002,0.2069975423
miceAV_macro:24h_control:1,0.0864528903,0.1562221398
miceAV_macro:24h_control:2,0.0857217832,0.0032889353000000003
miceAV_macro:24h_control:3,-0.17217467350000001,-0.1595110751
miceBMDM:inf02:1,16.3410670066,5.0604412973
miceBMDM:inf02:2,13.955866138,4.2533791269
miceBMDM:inf02:3,16.5115929139,4.9368157816
miceBMDM:inf24:1,14.8480930021,4.9650503335
miceBMDM:inf24:2,14.6024756333,4.7814937833
miceBMDM:inf24:3,15.1044076808,5.1408006806
miceBMDM:inf08:1,16.8928817161,5.4293751166
miceBMDM:inf08:2,16.6605667567,5.4169448389
miceBMDM:inf08:3,16.871335134,5.3941835762
miceBMDM:no_inf02:1,0.0713153598,0.1313609506
miceBMDM:no_inf02:2,-0.029428966900000002,-0.3269150744
miceBMDM:no_inf02:3,-0.0418863929,0.1955541237
miceBMDM:no_inf24:1,0.7855683867000001,1.7717084416
miceBMDM:no_inf24:2,0.5493887704,1.6089612643
miceBMDM:no_inf24:3,0.7912017873,1.9247119922
miceBMDM:no_inf08:1,-0.8551063495000001,0.9109372588
miceBMDM:no_inf08:2,-0.1571519378,0.6036735336
miceBMDM:no_inf08:3,-0.9008903438,0.7164820695
miceNF:control:1,-0.1399185239,0.21494011170000002
miceNF:control:2,0.1399185239,-0.21494011170000002
miceNF:invivo:1,11.955318414,6.6411131364
miceNF:invivo:2,11.9802259359,6.6420626312
miceNF:invivo:3,12.3591847044,6.7775035844
mihF:mihF_mutant_atc:1,4.103062759,2.4525230167
mihF:mihF_mutant_atc:2,3.6520604136,2.0408439064
mihF:mihF_mutant_no_atc:1,2.0359419038,-1.2838197407
mihF:mihF_mutant_no_atc:2,0.9391343703,-0.4843042296
mihF:wt_atc:1,-0.1133063245,0.0386514888
mihF:wt_atc:2,1.1221038947,-0.7967727616
mihF:wt_no_atc:1,-0.5045042187000001,-0.2057031469
mihF:wt_no_atc:2,0.5045042187000001,0.2057031469
mmpl3:mutant_no_ATC:1,0.4938829609,0.28984703230000003
mmpl3:mutant_no_ATC:2,-0.4938829609,-0.28984703230000003
mmpl3:mutant_with_ATC:1,1.3309109985,0.7600863698
mmpl3:mutant_with_ATC:2,2.0897638665,0.9384167831
mrsI:ko_iron_atc:1,0.6449432416,0.16314739050000002
mrsI:ko_iron_atc:2,0.0878090462,-0.33127813780000004
mrsI:ko_iron_no_atc:1,-2.9206733889,-0.0945067705
mrsI:ko_iron_no_atc:2,-2.4921696121,0.0055394703
mrsI:ko_ox_atc:1,-2.3431747842,0.053177734600000005
mrsI:ko_ox_atc:2,-2.6628195673,-0.174321419
mrsI:ko_ox_no_atc:1,2.2154380544,0.8078144973
mrsI:ko_ox_no_atc:2,2.2305566004,0.822043327
mrsI:ko_sds_atc:1,2.0377535901,0.8312962180000001
mrsI:ko_sds_atc:2,2.6033223925,0.8812498044
mrsI:ko_sds_no_atc:1,0.7126971282,0.150570209
mrsI:ko_sds_no_atc:2,0.20233675550000002,-0.0622652979
