,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX8914622,2020-08-10 09:39:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,HiSeq X Five,SRR12418623,SRP276847,PRJNA656165,656165,SRS7171271,SAMN15773092,SRA1110646,RNA-Seq,PCR,TRANSCRIPTOMIC,,SICHUAN UNIVERSITY,0,0,11588170,,,,15773092,LT2,WT,NC_003197.2;NC_003277.2,GC_MS,WT,WT,WT,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Duck,WT,,3,1,WT_3,,,True,True,True,GC_MS:WT,True,True,3.0,GC_MS:WT:3.0,3.0
SRX8914623,2020-08-10 09:38:48,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,HiSeq X Five,SRR12418622,SRP276847,PRJNA656165,656165,SRS7171272,SAMN15773093,SRA1110646,RNA-Seq,PCR,TRANSCRIPTOMIC,,SICHUAN UNIVERSITY,0,0,11588171,,,,15773093,LT2,del_slyA,NC_003197.2;NC_003277.2,GC_MS,del_slyA,WT,del_slyA,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Duck,del_slyA,,1,1,del_slyA_1,,,True,True,True,GC_MS:del_slyA,True,True,1.0,GC_MS:del_slyA:1.0,2.0
SRX8914625,2020-08-10 09:39:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,HiSeq X Five,SRR12418620,SRP276847,PRJNA656165,656165,SRS7171274,SAMN15773095,SRA1110646,RNA-Seq,PCR,TRANSCRIPTOMIC,,SICHUAN UNIVERSITY,0,0,11588173,,,,15773095,LT2,del_slyA,NC_003197.2;NC_003277.2,GC_MS,del_slyA,WT,del_slyA,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Duck,del_slyA,,3,1,del_slyA_3,,,True,True,True,GC_MS:del_slyA,True,True,2.0,GC_MS:del_slyA:2.0,2.0
ERX3503512,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481977,ERP116860,PRJEB34015,573444,ERS3655420,SAMEA5866928,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065299,,,31589608.0,12810802,LT2,wild type genotype,NC_003197.2;NC_003277.2,Rho,WT,WT,WT,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,1,1,rho_wt_1,,,True,True,True,Rho:WT,True,True,1.0,Rho:WT:1.0,3.0
ERX3503513,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481978,ERP116860,PRJEB34015,573444,ERS3655421,SAMEA5866929,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065300,,,31589608.0,12810803,LT2,wild type genotype,NC_003197.2;NC_003277.2,Rho,WT,WT,WT,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,2,1,rho_wt_2,,,True,True,True,Rho:WT,True,True,2.0,Rho:WT:2.0,3.0
ERX3503514,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481979,ERP116860,PRJEB34015,573444,ERS3655422,SAMEA5866930,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065301,,,31589608.0,12810804,LT2,wild type genotype,NC_003197.2;NC_003277.2,Rho,WT,WT,WT,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,3,1,rho_wt_3,,,True,True,True,Rho:WT,True,True,3.0,Rho:WT:3.0,3.0
ERX3503515,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481980,ERP116860,PRJEB34015,573444,ERS3655423,SAMEA5866931,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065302,,,31589608.0,12810805,LT2,rho Y80C,NC_003197.2;NC_003277.2,Rho,rho_Y80C,WT,rho_Y80C,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,1,1,rho_y80c_1,,,True,True,True,Rho:rho_Y80C,True,True,1.0,Rho:rho_Y80C:1.0,3.0
ERX3503516,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481981,ERP116860,PRJEB34015,573444,ERS3655424,SAMEA5866932,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065303,,,31589608.0,12810806,LT2,rho Y80C,NC_003197.2;NC_003277.2,Rho,rho_Y80C,WT,rho_Y80C,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,2,1,rho_y80c_2,,,True,True,True,Rho:rho_Y80C,True,True,2.0,Rho:rho_Y80C:2.0,3.0
ERX3503517,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481982,ERP116860,PRJEB34015,573444,ERS3655425,SAMEA5866933,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065304,,,31589608.0,12810807,LT2,rho Y80C,NC_003197.2;NC_003277.2,Rho,rho_Y80C,WT,rho_Y80C,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,3,1,rho_y80c_3,,,True,True,True,Rho:rho_Y80C,True,True,3.0,Rho:rho_Y80C:3.0,3.0
ERX3503518,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481983,ERP116860,PRJEB34015,573444,ERS3655426,SAMEA5866934,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065305,,,31589608.0,12810808,LT2,rho K130Q,NC_003197.2;NC_003277.2,Rho,rho_K130Q,WT,rho_K130Q,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,1,1,rho_k130q_1,,,True,True,True,Rho:rho_K130Q,True,True,1.0,Rho:rho_K130Q:1.0,3.0
ERX3503519,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481984,ERP116860,PRJEB34015,573444,ERS3655427,SAMEA5866935,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065306,,,31589608.0,12810809,LT2,rho K130Q,NC_003197.2;NC_003277.2,Rho,rho_K130Q,WT,rho_K130Q,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,2,1,rho_k130q_2,,,True,True,True,Rho:rho_K130Q,True,True,2.0,Rho:rho_K130Q:2.0,3.0
ERX3503520,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481985,ERP116860,PRJEB34015,573444,ERS3655428,SAMEA5866936,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065307,,,31589608.0,12810810,LT2,rho K130Q,NC_003197.2;NC_003277.2,Rho,rho_K130Q,WT,rho_K130Q,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,,3,1,rho_k130q_3,,,True,True,True,Rho:rho_K130Q,True,True,3.0,Rho:rho_K130Q:3.0,3.0
SRX2195704,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301244,SRP090571,PRJNA344783,344783,SRS1717637,SAMN05833289,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190948,GSE87447,GSM2331474,29717015.0,5833289,LT2,wild-type,NC_003197.2;NC_003277.2,flagella,WT,WT,WT,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,WT,,1,1,flagella_wt_1,,,True,True,True,flagella:WT,True,True,1.0,flagella:WT:1.0,2.0
SRX2195705,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301245,SRP090571,PRJNA344783,344783,SRS1717638,SAMN05833288,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190949,GSE87447,GSM2331475,29717015.0,5833288,LT2,wild-type,NC_003197.2;NC_003277.2,flagella,WT,WT,WT,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,WT,,2,1,flagella_wt_2,,,True,True,True,flagella:WT,True,True,2.0,flagella:WT:2.0,2.0
SRX2195706,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301246,SRP090571,PRJNA344783,344783,SRS1717639,SAMN05833302,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190950,GSE87447,GSM2331476,29717015.0,5833302,LT2,_rfaL,NC_003197.2;NC_003277.2,flagella,del_rfaL,WT,del_rfaL,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaL,,1,1,flagella_del_rfaL_1,,,True,True,True,flagella:del_rfaL,True,True,1.0,flagella:del_rfaL:1.0,2.0
SRX2195707,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301247,SRP090571,PRJNA344783,344783,SRS1717641,SAMN05833301,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190951,GSE87447,GSM2331477,29717015.0,5833301,LT2,_rfaL,NC_003197.2;NC_003277.2,flagella,del_rfaL,WT,del_rfaL,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaL,,2,1,flagella_del_rfaL_2,,,True,True,True,flagella:del_rfaL,True,True,2.0,flagella:del_rfaL:2.0,2.0
SRX2195708,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301248,SRP090571,PRJNA344783,344783,SRS1717640,SAMN05833300,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190952,GSE87447,GSM2331478,29717015.0,5833300,LT2,_rfaG,NC_003197.2;NC_003277.2,flagella,del_rfaG,WT,del_rfaG,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaG,,1,1,flagella_del_rfaG_1,,,True,True,True,flagella:del_rfaG,True,True,1.0,flagella:del_rfaG:1.0,2.0
SRX2195709,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301249,SRP090571,PRJNA344783,344783,SRS1717642,SAMN05833299,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190953,GSE87447,GSM2331479,29717015.0,5833299,LT2,_rfaG,NC_003197.2;NC_003277.2,flagella,del_rfaG,WT,del_rfaG,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaG,,2,1,flagella_del_rfaG_2,,,True,True,True,flagella:del_rfaG,True,True,2.0,flagella:del_rfaG:2.0,2.0
SRX2195710,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301250,SRP090571,PRJNA344783,344783,SRS1717643,SAMN05833298,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190954,GSE87447,GSM2331480,29717015.0,5833298,LT2,_rfaD,NC_003197.2;NC_003277.2,flagella,del_rfaD,WT,del_rfaD,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaD,,1,1,flagella_del_rfaD_1,,,True,True,True,flagella:del_rfaD,True,True,1.0,flagella:del_rfaD:1.0,2.0
SRX2195711,4/13/18 16:14,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,99287,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR4301251,SRP090571,PRJNA344783,344783,SRS1717646,SAMN05833297,SRA480920,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3190955,GSE87447,GSM2331481,29717015.0,5833297,LT2,_rfaD,NC_003197.2;NC_003277.2,flagella,del_rfaD,WT,del_rfaD,LB,,,Aerobic,,37C,,,1.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,rfaD,,2,1,flagella_del_rfaD_2,,,True,True,True,flagella:del_rfaD,True,True,2.0,flagella:del_rfaD:2.0,2.0
ERX3467881,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3445882,ERP116419,PRJEB33612,573440,ERS3589452,SAMEA5800835,ERA2043114,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065290,,,31589608.0,12810796,LT2,nusG under control of arabinose-inducible repressor,NC_003197.2;NC_003277.2,nusG,WT_OD08,WT_OD08,WT,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,WT,,1,1,nusg_wt_OD08_1,,,True,True,True,nusG:WT_OD08,True,True,1.0,nusG:WT_OD08:1.0,2.0
ERX3467883,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3445884,ERP116419,PRJEB33612,573440,ERS3589454,SAMEA5800837,ERA2043114,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065292,,,31589608.0,12810798,LT2,nusG under control of arabinose-inducible repressor,NC_003197.2;NC_003277.2,nusG,WT_OD08,WT_OD08,WT,LB,,,Aerobic,,37C,,,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,WT,,2,1,nusg_wt_OD08_2,,,True,True,True,nusG:WT_OD08,True,True,2.0,nusG:WT_OD08:2.0,2.0
SRX3798491,3/15/18 14:28,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843053,SRP135791,PRJNA438234,438234,SRS3050571,SAMN08711861,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233164,,,30214435.0,8711861,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3,1,SPI-2ind_LowOD_intracellularRNAs_3,,,True,True,True,omv:spi2_ind_lowOD_intracellularRNAs,True,True,1.0,omv:spi2_ind_lowOD_intracellularRNAs:1.0,3.0
