k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
61,csgD,csgD,,Uncharacterized,9,0.003062932281703845,0.2592592593,0.7777777778,61
62,SPI2,,,Uncharacterized,42,0.05510822002185045,,,62
63,prpR,prpR,,Uncharacterized,4,0.0014896245154758514,0.8,1.0,63
64,unchar-6,,,Uncharacterized,41,0.009827132336539646,,,64
65,rcsA;rcsB,rcsA;rcsB,,Uncharacterized,24,0.005160298761403781,0.5625,0.375,65
66,rbsR,rbsR,,Uncharacterized,8,0.004658928363080461,0.4444444444,0.5,66
67,hilD-related,,,Uncharacterized,14,0.0033494852701371203,,,67
68,malT,malT,,Uncharacterized,9,0.006443278158710597,0.9,1.0,68
69,proU,,,Uncharacterized,3,0.006472898380181391,,,69
70,arcA-2,arcA,,Uncharacterized,29,0.00786750244139689,0.0736543909,0.8965517241000001,70
71,birA,birA,,Uncharacterized,5,0.003939149210140602,1.0,1.0,71
72,his-tRNA,his-tRNA,,Uncharacterized,8,0.003951753800378266,1.0,1.0,72
73,crp-2,,,Uncharacterized,43,0.020327119022735762,,,73
74,PTS,,,Uncharacterized,6,0.003983360326916041,,,74
75,unchar-7,,,Uncharacterized,4,0.00108716298486633,,,75
76,cdaR,cdaR,,Uncharacterized,10,0.0049755856859518,1.0,0.8,76
77,arcA-3,arcA,,Uncharacterized,19,0.010430170522167548,0.0538243626,1.0,77
78,SPI1-1,,,Uncharacterized,34,0.036791018075491455,,,78
79,lsrR,lsrR,,Uncharacterized,9,0.0051180953554152975,1.0,0.8888888889000001,79
80,cydABTE,,,Uncharacterized,5,0.003959620184758927,,,80
81,unchar-8,,,Uncharacterized,11,0.0013766254182723259,,,81
82,cob,,,Uncharacterized,15,0.009545699948129038,,,82
83,yjiAXY,,,Uncharacterized,3,0.002188717487391245,,,83
84,fnr-1,fnr,,Uncharacterized,48,0.021137020096011816,0.049046321500000004,0.375,84
85,argR-2,argR,,Uncharacterized,10,0.004748931493747888,0.09174311930000001,1.0,85
86,ADI,,,Uncharacterized,5,0.003185638973557392,,,86
87,rpoE,rpoE,,Uncharacterized,30,0.0030963369563775656,0.1682242991,0.6000000000000001,87
88,cadC,cadC,,Uncharacterized,3,0.0029522512008047785,0.6666666667000001,0.6666666667000001,88
89,fur-3,fur,,Uncharacterized,27,0.015884779405363925,0.16911764710000002,0.8518518519,89
90,hfq-related,,,Uncharacterized,9,0.005031624381518274,,,90
91,lldR,lldR,,Uncharacterized,3,0.0019371323346213387,1.0,1.0,91
92,hyd5,,,Uncharacterized,13,0.005268462648825967,,,92
93,mraZ,mraZ,,Uncharacterized,22,0.005082805316037886,0.4117647059,0.3181818182,93
94,TPP,TPP,,Uncharacterized,11,0.0063203890413361385,0.7272727273,0.7272727273,94
95,rpoN,rpoN,,Uncharacterized,12,0.003016551941108059,0.1411764706,1.0,95
96,marR,marR,,Uncharacterized,11,0.002808755853237588,1.0,0.2727272727,96
97,lexA,lexA,,Uncharacterized,24,0.005675957661469777,0.2857142857,0.5833333333,97
98,unchar-9,,,Uncharacterized,4,0.0018927595361242222,,,98
99,unchar-10,,,Uncharacterized,16,0.0012382931916242734,,,99
100,tdcA,tdcA,,Uncharacterized,6,0.005425888409581026,1.0,1.0,100
101,fnr-2,fnr,,Uncharacterized,52,0.015120635026404927,0.0953678474,0.6730769231,101
102,CAMP resistance,,,Uncharacterized,36,0.007229488936143946,,,102
103,rpoN-associated,,,Uncharacterized,3,0.0031240171714201903,,,103
104,SG5_sprB,,,Uncharacterized,51,0.0028431519188323318,,,104
105,csp-2,,,Uncharacterized,2,0.0013987753052752128,,,105
106,unchar-11,,,Uncharacterized,54,0.01861564967962137,,,106
107,SPI1 T3SS,,,Uncharacterized,11,0.0044165028056921685,,,107
108,narL,narL,,Uncharacterized,21,0.011501256884753897,0.145631068,0.7142857143,108
109,yji-operon,,,Uncharacterized,4,0.001789591106981847,,,109
110,unchar-12,,,Uncharacterized,49,0.005829612035309295,,,110
111,O-antigen,,,Uncharacterized,6,0.004653967319344865,,,111
112,psp,pspF,,Uncharacterized,5,0.004135405166227124,0.7142857143,1.0,112
113,nsrR,nsrR,,Uncharacterized,6,0.0015968831456940613,0.0675675676,0.8333333333,113
114,Macrophage,,,Uncharacterized,6,0.002272940874409657,,,114
