k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
25,Rv0078+Rv2034,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic,3,0.0050519051535760084,0.0,0.0,9
26,EspL KO,,Single Gene iModulon that captures EspL knockout,KO,2,0.0005754002026202576,0.0,0.0,11
27,Unc_2,,Uncharacterized iModulon 2,Uncharacterized,11,0.009351909220420174,0.0,0.0,14
28,WhiB1,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox,32,0.02096413979736933,0.4222222222,0.59375,7
29,Blal,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic,11,0.006101686304941567,0.0,0.0,9
30,HPT-2b Induced,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related,13,0.005246928258370143,0.4230769231,0.8461538462,4
31,ArgR,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids,9,0.004367104885751094,0.875,0.7777777778,1
32,Unc_3,,Uncharacterized iModulon 3,Uncharacterized,16,0.0028547687723441406,0.0,0.0,14
33,SG_4,,Single Gene iModulon 4,Single Gene,5,0.0018155173583189743,0.0,0.0,12
34,MbcA+Rv3249c+Rv3066,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence,3,0.0025851082087232635,0.0,0.0,10
35,Unc_4,,Uncharacterized iModulon 4,Uncharacterized,22,0.008923485034072698,0.0,0.0,14
36,Fumarate Reductase,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon,33,0.013962321601948213,0.5,0.5,0
37,Rv3095,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function,3,0.004533261521902032,0.6000000000000001,1.0,13
38,SG_5,,Single Gene iModulon 5,Single Gene,4,0.0008369894557845869,0.0,0.0,12
39,SigC,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence,5,0.004813419966797294,0.0,0.0,10
40,KstR2,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholesterol,14,0.006398041880004701,0.34482758620000004,0.7142857143,3
41,Unc_5,,Uncharacterized iModulon 5,Uncharacterized,10,0.006846884712424006,0.0,0.0,14
42,Nicotinate Metabolism,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon,10,0.0021969634382849046,0.15,0.2307692308,0
43,LysG,lysG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids,7,0.005867067873497445,0.0564516129,1.0,1
44,SG_6,,Single Genes iModulon 6,Single Gene,1,0.0013953324815647594,0.0,0.0,12
45,SigD,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence,55,0.0046158027864209306,0.0,0.0,10
46,Rv2621c,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function,6,0.006880701678075529,0.4,1.0,13
47,SG_7,,Single Gene iModulon 7,Single Gene,1,0.0007234939816395114,0.0,0.0,12
48,Leucine Related,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids,4,0.006672241896555353,0.2,0.5,1
49,Rv1828/SigH,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox,63,0.011266105839611185,0.1118721461,0.7777777778,7
50,Unc_6,,Uncharacterized iModulon 6,Uncharacterized,11,0.0023540219479475377,0.0,0.0,14
51,PhoP,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence,23,0.009294166199659504,0.0738916256,0.652173913,10
52,DevR-2,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox,37,0.025041094228640204,0.0505050505,0.40540540540000003,7
53,Rv1776c+WhiB4,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox,21,0.009591697673302924,0.07109004740000001,0.7142857143,7
54,Unc_7,,Uncharacterized iModulon 7,Uncharacterized,15,0.002492168622615587,0.0,0.0,14
55,WhiB7,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic,8,0.0037816818570499677,0.6666666667000001,0.75,9
56,Fatty Acid Biosynthesis,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholesterol,21,0.008351590390666797,0.0473933649,0.4761904762,3
57,SG_8,,Single Gene iModulon 8,Single Gene,3,0.0010148745554305894,0.0,0.0,12
58,Zur,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related,20,0.005462379265676609,0.6666666667000001,0.7000000000000001,4
59,Rv0576,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence,52,0.01886488240934725,0.2033898305,0.2307692308,10
60,Rv0681,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function,27,0.011571635699040628,0.6956521739,0.5925925926,13
61,Nucleic Acid Hydrolysis ,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids,11,0.0030430112071397897,1.0,0.0689655172,2
62,Rv2488c,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence,12,0.0058796453480240984,0.75,0.25,10
63,SG_9,,Single Gene iModulon 9,Single Gene,9,0.00243326840525393,0.0,0.0,12
64,Mce1R,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence,15,0.01818783231462373,0.0194805195,1.0,10
65,SG_10,,Single Gene iModulon 10,Single Gene,1,0.002653256087748246,0.0,0.0,12
66,M-box,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related,6,0.007994361617963297,0.7142857143,0.8333333333,4
67,Peptidoglycan Biosynthesis,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon,8,0.0290193252445341,0.0,0.0,0
68,Sulfur Metabolism,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism,10,0.003043099628100676,0.125,0.15789473680000002,5
69,Rv0135+Rv1019,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids,2,0.004563062877728785,1.0,1.0,2
70,Lsr2,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic,18,0.009027802947886299,0.0,0.0,9
71,PDIM;PGL Synthesis,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence,10,0.006695322333039155,0.0,0.0,10
72,Unc_8,,Uncharacterized iModulon 8,Uncharacterized,11,0.0011894563572417693,0.0,0.0,14
73,SG_11,,Single Gene iModulon 11,Single Gene,9,0.001618335686625727,0.0,0.0,12
74,SG_12,,Single Gene iModulon 12,Single Gene,3,0.0014226998471769114,0.0,0.0,12
75,Unc_9,,Uncharacterized iModulon 9,Uncharacterized,24,0.0011714482034732576,0.0,0.0,14
76,SG_13,,Single Gene iModulon 13,Single Gene,5,0.0012833200580959492,0.0,0.0,12
77,Central Carbon Metabolism,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon,28,0.018832559312889297,0.0,0.0,0
78,Positive Regulation of Growth,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth,26,0.012874472605458154,0.36666666670000003,0.33333333330000003,6
79,WhiB4/IdeR,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox,16,0.012278229705502186,0.2307692308,0.375,7
