,A,purR
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.396025661,0.0945524014
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,2.6962116021,0.7250432597
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,2.1078281237,0.5930062221
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-8.8174481907,2.9689537629
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-8.351822813,3.1251268557
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-8.9672623737,2.6177578938
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-7.4216794608,3.1583360875
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-8.0529139287,2.989050134
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-7.3576427435,3.1404228224
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-3.7683141837000003,0.5387954234
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-6.3145277733,1.0409443738
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-5.7025426239,0.7925967554000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-8.5364924103,2.9195784423
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-6.2138687639,1.1690241688
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-3.2261514357,-0.044117818600000004
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,2.5304871823,-0.7722555063000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,0.6956642534,0.8163733249
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-8.9800297623,2.9409272142000003
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-8.6935252672,3.1195845879
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-8.7131682357,2.8835326349
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,0.9897265826,-0.4026569306
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-8.7449749621,3.0290131096
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-9.1490804277,2.8395656668
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-7.6793110634,2.7388415413000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-8.2640322759,2.9433417886
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-8.6179760493,3.0136296897
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-6.0872191957,0.0841721192
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-2.184022398,-0.1470344131
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-8.0317230231,3.0045913664
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-8.3977121407,3.0993446732
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-8.8601525163,2.6167566333
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-8.1361745238,2.7417708205
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,0.24475671540000002,-1.2270400619
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-0.1560670417,0.5080470429
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-7.8231908549,2.9605801266
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-4.0168647521,-0.0379351815
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-8.9387648116,2.4562894663
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-8.049894253,2.5655793401
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-7.6224196638,3.0251164146
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,1.3395423272,0.4188743972
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,1.0071318024,-0.1385888446
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-4.3220694144,0.4756322704
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-7.6455574619,2.7536724762
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-8.9232619288,2.9740719147
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-9.0033418401,2.8910318659
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,4.7477150598,0.28972163700000003
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,2.7939717588,-0.16135945770000001
OPG:del_opgGH:1.0,-4.0895810141,-1.5780492296
OPG:del_opgGH:2.0,-9.9546501793,-1.8698800114
OPG:del_opgGH:3.0,-10.6897451744,-2.1439861702
OPG:del_opgGH_pBK16:1.0,-0.44378464,0.08657829040000001
OPG:del_opgGH_pBK16:2.0,0.010199940400000001,0.0424693453
OPG:del_opgGH_pBK16:3.0,0.16578822740000002,-0.0019964798
OPG:WT:1.0,-0.1721330081,0.0538018145
OPG:WT:2.0,-0.2973672074,0.0024370801
OPG:WT:3.0,0.4695002156,-0.0562388946
PinT:pinT+_1h:1.0,0.2798940048,-0.1658068076
PinT:pinT+_1h:2.0,-0.2798940048,0.1658068076
cold_shock_protein:WT_RNAseq:1.0,0.1755020195,-0.0434464809
cold_shock_protein:WT_RNAseq:2.0,-0.1363326974,0.0767830641
cold_shock_protein:WT_RNAseq:3.0,-0.0391693222,-0.0333365832
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-2.1672969373,-0.1576330444
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-3.8889030749,-0.2964623176
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-3.3388495275,-0.45821966010000004
dephostatin:LB_DMSO:1.0,1.3850555626,-0.2442919093
dephostatin:LB_DMSO:2.0,-1.3723575668,-0.07246298500000001
dephostatin:LB_DMSO:3.0,-0.0126979957,0.31675489430000003
dephostatin:LB_Dephostatin:1.0,0.23502988860000001,0.1739536712
dephostatin:LB_Dephostatin:2.0,-2.3828504488,0.7425550566
dephostatin:LB_Dephostatin:3.0,0.41640052600000005,0.15774194660000002
dephostatin:LPM_DMSO:1.0,6.2402481942,1.9890624304000002
dephostatin:LPM_DMSO:2.0,5.9165934636,1.6528859701
dephostatin:LPM_Dephostatin:1.0,3.930269885,1.3374986759
dephostatin:LPM_Dephostatin:2.0,5.7982464548,1.6220583276
dephostatin:LPM_Dephostatin:3.0,3.3761953477,1.3914415888
efflux_inhibition:Chlorpromazine:1.0,15.0773376949,0.3552094699
efflux_inhibition:Chlorpromazine:2.0,7.5140527765,-1.9160462346
efflux_inhibition:Chlorpromazine:3.0,4.1220898316,-0.941051257
efflux_inhibition:PABN:1.0,1.1326523161,-0.4901613234
efflux_inhibition:PABN:2.0,3.6631268478,-0.3541061721
efflux_inhibition:no_treatment:1.0,0.2601079082,-0.10603497590000001
efflux_inhibition:no_treatment:2.0,-0.7755948882,-0.0731274355
efflux_inhibition:no_treatment:3.0,0.5154869801,0.1791624114
efflux_inhibition:Chlorpromazine:4.0,3.3107318769000003,-1.2134184835
efflux_inhibition:PABN:3.0,5.4435396824,0.6840250024
fis_regulatory_network:GX_EE:1.0,-0.1792349591,-0.2559318939
fis_regulatory_network:GX_EE:2.0,0.4766442623,0.16040275240000001
fis_regulatory_network:GX_TS:1.0,-7.9505701322,-2.9141969965000003
fis_regulatory_network:GX_TS:2.0,-9.0002203461,-3.2181957587
fis_regulatory_network:WT_EE:1.0,0.0763585883,-0.0087077787
fis_regulatory_network:WT_EE:2.0,-0.0763585883,0.0087077787
fis_regulatory_network:WT_TS:1.0,-9.0991978603,-3.2247582837
fis_regulatory_network:WT_TS:2.0,-9.8842140608,-3.4704102521
fis_regulatory_network:OX_EE:1.0,1.3866157988,0.4226162572
fis_regulatory_network:OX_EE:2.0,1.1736392119,0.557701727
fis_regulatory_network:OX_TS:1.0,-1.0025304457,-1.8853738610000002
fis_regulatory_network:OX_TS:2.0,-2.126776751,-1.2703694044
persisters:rep:1.0,-0.4720971075,-0.14815789540000002
persisters:rep:2.0,0.4720971075,0.14815789540000002
proQ_pulse_expression:empty_vector:1.0,-0.1147875242,-0.0565815525
proQ_pulse_expression:empty_vector:2.0,0.1147875242,0.0565815525
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.1351761719,0.0828876841
proQ_pulse_expression:long_STnc540_overexpression:2.0,1.0022966256,-0.0910570395
proQ_pulse_expression:short_STnc540_overexpression:1.0,1.0939074855,0.018788127
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.1764141541,-0.0781254459
proQ_virulence:dhfq_dproQ_LB:1.0,5.2576550691,0.5744740923
proQ_virulence:dhfq_dproQ_LB:2.0,3.9371646033000003,0.1967694758
proQ_virulence:dhfq_dproQ_LB:3.0,1.8358518333,-0.29865849180000004
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-0.2876090093,1.6286607613
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-1.2084871735,1.7422480119000001
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-0.8012433048000001,1.6385626451
proQ_virulence:dhfq_LB:1.0,3.3854241371000002,0.7699077486
proQ_virulence:dhfq_LB:2.0,4.9413518038,-0.2340355539
proQ_virulence:dhfq_LB:3.0,3.8388314852,0.7633594639
proQ_virulence:dhfq_SPI-2:1.0,1.1222577869,1.3238386496
proQ_virulence:dhfq_SPI-2:2.0,0.5678322941,1.2317374092
proQ_virulence:dhfq_SPI-2:3.0,-0.4991671999,1.012299152
proQ_virulence:dproQ_LB:1.0,-0.49032057980000004,0.4047229319
proQ_virulence:dproQ_LB:2.0,-1.1828527476,-0.0316119374
proQ_virulence:dproQ_LB:3.0,-0.0694795182,0.42325765860000003
proQ_virulence:dproQ_SPI-2:1.0,1.0545114331,2.405108242
proQ_virulence:dproQ_SPI-2:2.0,-0.2505948503,2.233861641
proQ_virulence:dproQ_SPI-2:3.0,0.1517151016,2.2213015689
proQ_virulence:WT_LB:1.0,0.5704490126,-0.0903668067
proQ_virulence:WT_LB:2.0,-2.3211441205,-0.1665961493
proQ_virulence:WT_LB:3.0,1.750695108,0.256962956
proQ_virulence:WT_SPI-2:1.0,-0.5124252866,1.7561607666999999
proQ_virulence:WT_SPI-2:2.0,-0.25591035,1.8641646549000002
proQ_virulence:WT_SPI-2:3.0,-0.9176167143,1.6867664354
rcsB:del_rcsB_S207C:1.0,-1.3510001704,0.3794350413
rcsB:del_rcsB_WT:1.0,-0.3522199051,-0.21050960300000002
rcsB:del_rcsB:1.0,1.3152608851,0.0118508819
rcsB:del_rcsB_H12A:1.0,0.3369301735,0.15340536700000001
rcsB:del_rcsB_D56A:1.0,-0.0389386664,-0.15353599680000002
rcsB:del_rcsB_M88A:1.0,0.41530844710000003,0.1701592017
rcsB:del_rcsB_H77A:1.0,-0.49512989220000003,0.1599656203
rcsB:del_rcsB_L108A:1.0,2.6930546506,0.3258466058
rcsB:del_rcsB_S207C:2.0,-0.2905412171,0.2854235429
rcsB:del_rcsB_WT:2.0,-0.038855167600000004,0.22370582590000002
rcsB:del_rcsB:2.0,2.8321437243,0.0478850344
rcsB:del_rcsB_H12A:2.0,4.5663890317,-0.0808444081
rcsB:del_rcsB_D56A:2.0,0.5450525386,0.1545473625
rcsB:del_rcsB_H77A:2.0,1.6132817971,0.05126403
rcsB:del_rcsB_L108A:2.0,-0.8369579791,0.108601893
rcsB:del_rcsB_WT:3.0,0.3910750727,-0.013196223
rcsB:del_rcsB_H12A:3.0,3.1401443959,-0.0311164523
rcsB:del_rcsB_D56A:3.0,1.2688719397,0.13982313870000002
rcsB:del_rcsB_M88A:2.0,1.0207261203,0.2936226876
rcsB:del_rcsB_H77A:3.0,3.8607355322,0.5451303449
rcsB:del_rcsB_L108A:3.0,1.6691063658,-0.0796287692
ribodepletion:RiboZero:1.0,0.14011752160000002,-0.03832386
ribodepletion:RiboZero:2.0,-0.14011752160000002,0.03832386
single_carbon_source:mucic:1.0,-0.7287677445,0.1965408344
single_carbon_source:mucic:2.0,0.7287677445,-0.1965408344
single_carbon_source:tartarate:1.0,1.4605505289,0.1868722237
single_carbon_source:tartarate:2.0,0.9811051491,0.5580786211000001
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.5517088245,-0.0102072411
ssrA_ssrB_TCS:ssrB_minus:2.0,0.23329948690000002,0.081183117
ssrA_ssrB_TCS:ssrB_minus:3.0,0.3184093376,-0.0709758759
ssrA_ssrB_TCS:ssrB_plus:1.0,1.6340889988,0.0168825196
ssrA_ssrB_TCS:ssrB_plus:2.0,1.4979026535,0.0682986035
ssrA_ssrB_TCS:ssrB_plus:3.0,1.7541921348,-0.4069587384
yedF:WT:1.0,-0.6973231563000001,0.27847440970000004
yedF:WT:2.0,0.6973231563000001,-0.27847440970000004
yedF:del_yedF:1.0,-1.2066220462000001,1.8312721696
yedF:del_yedF:2.0,-2.3605833501,1.2216612554
yedF:del_yedF:3.0,-2.799031307,2.0293198837
14028S_paratyphiA:37C_stationary:1.0,-3.1380148611,-0.7343893353000001
14028S_paratyphiA:42C_log:1.0,3.3052160417,-0.3193879622
14028S_paratyphiA:37C_log:1.0,0.8574886586,0.043110866000000005
14028S_paratyphiA:42C_log:2.0,-2.3304219654000002,-0.4453922863
14028S_paratyphiA:37C_stationary:2.0,-0.9805118133,-0.1213233771
14028S_paratyphiA:37C_log:2.0,-0.8574886586,-0.043110866000000005
7TF:hilC:1.0,-0.0698215849,-1.1149216794
7TF:del_hilD:1.0,-0.2540017735,-0.088163954
7TF:WT:1.0,-0.21412245100000002,0.0858249888
7TF:hilD:1.0,-0.9736587092000001,-0.6757178609000001
7TF:WT:2.0,0.0956752822,0.26738334820000004
7TF:del_sprB:1.0,0.4630442152,0.4334874354
7TF:del_rtsB:1.0,3.5386935923,0.8596718369
7TF:rtsA:1.0,0.265392788,0.1380712249
7TF:del_invF:1.0,0.1201093621,0.1076326437
7TF:sprB:1.0,-0.6529136453000001,-0.0018852388
7TF:hilD:2.0,-0.8267941816000001,-0.8501038505
7TF:del_invF:2.0,0.9261997089,0.5206287953000001
7TF:del_rtsB:2.0,2.8888578779,0.9658323362000001
7TF:hilC:2.0,-0.4349171952,-1.0544224675
7TF:WT:3.0,-0.2028064525,-0.1556551926
7TF:del_hilD:2.0,0.3203912393,-0.11205224250000001
7TF:rtsA:2.0,1.1740317771,0.009413109000000001
7TF:invF:1.0,-1.0878257018,-0.08391841550000001
7TF:invF:2.0,-0.20907534,-0.5868899827
7TF:sprB:2.0,-0.6909348757,-0.1408566067
7TF:del_sprB:2.0,0.5514908339,0.3488634665
7TF:WT:4.0,0.3212536213,-0.1975531445
MMC:del_rtcB_No treatment:1.0,-0.0278995244,0.3424159961
MMC:WT_No_treatment:1.0,-0.4404843117,-0.1333802547
MMC:WT_No_treatment:2.0,1.8097194678,0.5693110140000001
MMC:del_rtcR_No_treatment:1.0,0.49722816500000006,0.1892920513
MMC:del_rtcR_3mM_MMC:1.0,0.6311722783,0.3699571976
MMC:WT_No_treatment:3.0,-1.3692351561,-0.43593075940000003
MMC:del_rtcB_3mM_MMC:1.0,1.0586700985,0.6126826108
MMC:del_rtcB_3mM_MMC:2.0,0.3833852185,0.404225789
MMC:del_rtcR_3mM_MMC:2.0,0.23170551290000002,0.4086435921
MMC:del_rtcR_3mM_MMC:3.0,0.1381084597,0.013796647
MMC:del_rsr_No_treatment:1.0,-0.49799693100000003,0.1234980811
MMC:del_rtcB_3mM_MMC:3.0,0.7080202572000001,0.7389454535000001
MMC:del_rtcR_No_treatment:2.0,-0.5210606629,-0.1524020922
MMC:del_rsr_3mM_MMC:1.0,0.22948709420000002,0.5159892862000001
MMC:del_rtcB_No treatment:2.0,-0.7674632795,0.4579528767
MMC:WT_3mM_MMC:1.0,1.3049788878,0.21386321760000002
MMC:del_rsr_3mM_MMC:2.0,0.1805550661,0.5135590347
MMC:WT_3mM_MMC:2.0,0.7827499346,0.3670242338
MMC:del_rsr_No_treatment:2.0,-1.5271841721000001,0.36952619340000004
MMC:del_rtcB_No treatment:3.0,-0.5132421338,0.3897062777
MMC:del_rsr_No_treatment:3.0,-0.9283985805,0.11495525370000001
Nontyphoidal_comparisons:rep:1.0,1.3273932036,0.1445958545
Nontyphoidal_comparisons:rep:2.0,-0.8804306808000001,0.039987017
Nontyphoidal_comparisons:rep:3.0,-0.44696252280000004,-0.1845828715
araC:delta_araC_LB:1.0,0.5035700801,0.4963700029
araC:WT_LB:1.0,1.1043651563,0.1939801274
araC:WT_LB:2.0,-1.1043651563,-0.1939801274
araC:delta_araC_LB:2.0,0.0539382214,0.474423164
csgD:WT_planktonic_TP1:1.0,3.786969054e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-3.2292478016,-0.6690274146
csgD:WT_aggregate_TP2:1.0,-2.1887568374,-0.3525370476
csgD:del_csgD_planktonic_TP1:1.0,-0.18327587250000002,-0.039144123600000004
csgD:WT_planktonic_TP3:1.0,-14.8217062703,-0.8820234573
csgD:del_csgD_planktonic_TP3:1.0,-13.0309791535,-2.2071146146
csgD:WT_planktonic_TP2:1.0,-6.5077428578,-0.4248044492
csgD:WT_aggregate_TP3:1.0,-14.9239525161,-1.7416356662
csgD:PcsgD_planktonic_lux_TP1:1.0,-2.5785967226,0.1369486164
csgD:PcsgD_planktonic_lux_TP4:1.0,-12.0904399782,0.4563135702
csgD:PcsgD_aggregate_lux_TP3:1.0,-12.5830743214,-1.8662341062
csgD:PcsgD_planktonic_lux_TP2:1.0,-6.0845587115,0.5293833567
csgD:PcsgD_planktonic_lux_TP3:1.0,-13.8995090322,-0.5087785441
csgD:del_csgD_planktonic_TP4:1.0,-14.6136645383,-1.4956181702
csgD:WT_aggregate_TP4:1.0,-12.7089775901,-2.3939469347
csgD:PcsgD_aggregate_lux_TP4:1.0,-13.5343580014,-1.6117009232
csgD:PcsgD_aggregate_lux_TP2:1.0,-0.8185692632,0.1472101421
csrA:10min_LB_csrA:1.0,10.432170083799999,-4.1207509742
csrA:10min_LB_WT:1.0,11.2954513366,-4.4884085123
csrA:2.5min_LB_csrA:1.0,4.7623562082,-1.6998637229
csrA:5min_mLPM_WT:1.0,5.7757473307,-3.6721418607
csrA:15min_mLPM_csrA:1.0,0.42708854020000003,-2.6413104962
csrA:5min_LB_WT:1.0,11.9912572622,-4.0483478672
csrA:2.5min_LB_WT:1.0,4.3988519211,-1.7773724632999999
csrA:0min_LB_WT:1.0,-0.0550128958,0.26958518270000004
csrA:15min_LB_WT:1.0,7.3040179284,-4.5612020572
csrA:0min_mLPM_WT:1.0,-1.8889515675,0.34839667280000003
csrA:15min_LB_csrA:1.0,5.2645822142,-3.4452143019
csrA:15min_mLPM_WT:1.0,-1.2278908653,-2.9879035107
csrA:15min_LB_csrA:2.0,6.5808106624,-4.0939335952
csrA:0min_mLPM_WT:2.0,-2.2616509107000002,0.1509719956
csrA:0min_LB_csrA:1.0,-0.08401224630000001,0.2947304807
csrA:15min_LB_WT:2.0,7.2604509223,-3.8701387349000003
csrA:15min_mLPM_WT:2.0,-0.6035298768,-2.5356172386
csrA:5min_LB_WT:2.0,11.0145706272,-3.973190075
csrA:5min_mLPM_WT:2.0,6.839048363,-3.4616000731
csrA:2.5min_LB_WT:2.0,4.8888905653,-1.5613327851
csrA:5min_mLPM_csrA:1.0,8.4396181688,-3.1978820247
csrA:0min_LB_csrA:2.0,-0.38198679010000003,0.387970982
csrA:15min_mLPM_csrA:2.0,1.0764968908,-2.4549250468
csrA:5min_mLPM_csrA:2.0,8.484999931800001,-3.2774880413
csrA:10min_LB_WT:2.0,11.2087991875,-4.2833224642
csrA:0min_LB_WT:2.0,0.0550128958,-0.26958518270000004
csrA:5min_LB_csrA:1.0,10.0281722099,-3.7785291948
csrA:10min_mLPM_csrA:1.0,4.2090763216,-2.9138520227
csrA:10min_mLPM_csrA:2.0,4.9568891904,-2.9720626093
csrA:5min_LB_csrA:2.0,9.9005469255,-3.6774672796
csrA:2.5min_LB_csrA:2.0,4.6509886297000005,-1.6294618087
csrA:10min_LB_csrA:2.0,8.8141816305,-3.9133351124
flagellum:ΔSTM14_1829 :1.0,-8.4939699964,-1.7056968141
flagellum:ΔSTM14_1829 :2.0,-7.5419267049,-1.8530178124
flagellum:WT:1.0,-4.0447101448,0.4273789819
flagellum:WT:2.0,6.7322860808,-0.6989030442
flagellum:ΔSTM14_1829 :3.0,-6.9053972069,-1.6679870294999999
flagellum:WT:3.0,-2.687575936,0.27152406230000004
fliA:del_rpoF:1.0,2.8042285991,-0.3198373051
fliA:WT:1.0,-0.4008463058,0.2418426823
fliA:del_rpoF:2.0,3.9526012980000003,-0.44029429340000004
fliA:WT:2.0,0.4008463058,-0.2418426823
mgtC:empty_pUH21:1.0,-0.27819408560000003,0.039268997800000004
mgtC:pUH_mgtC:1.0,1.6053398873,-0.345328328
mgtC:empty_pUH21:2.0,0.27819408560000003,-0.039268997800000004
mgtC:pUH_mgtC:2.0,1.7755512783,-0.3217728311
mgtCBR:empty_pBAD18:1.0,-0.18603166540000002,0.055385872200000005
mgtCBR:mgtC_pBAD113:1.0,-0.11505116430000001,-0.15413284900000002
mgtCBR:empty_pBAD18:2.0,0.18603166540000002,-0.055385872200000005
mgtCBR:mgtC_pBAD113:2.0,0.17326723,-0.13896283850000002
novobiocin:100_Novobiocin_60min:1.0,-7.9838221582,-1.3642466995
novobiocin:500_Novobiocin_60min:1.0,-11.5359783982,-1.4494728431000001
novobiocin:0_Novobiocin_60min:1.0,-0.3628135765,-0.6948040092000001
novobiocin:0_Novobiocin_0min:1.0,-0.1942870456,0.0512921756
novobiocin:100_Novobiocin_60min:2.0,-7.9688468758,-1.2676868044
novobiocin:0_Novobiocin_10min:1.0,3.4990595081,0.0014515908
novobiocin:500_Novobiocin_20min:1.0,-9.5746752435,-2.0254495705
novobiocin:0_Novobiocin_20min:1.0,3.3942351371,0.2268426681
novobiocin:0_Novobiocin_60min:2.0,-0.2430447527,-0.5194271676000001
novobiocin:0_Novobiocin_10min:2.0,4.1507111113,0.18035917540000002
novobiocin:500_Novobiocin_60min:2.0,-10.9027680005,-1.5699464748
